Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/10,2100290060,550.47,Kent County Council Commercial Services,00054200,,Haysden Country Park,Maintenance of Play Equipment,B22LC000020503
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/12,2100290060,501.23,Kent County Council Commercial Services,00054200,,Haysden Country Park,Litter Collection,B22LC000044061
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/13,2100290060,11878.53,Kent County Council Commercial Services,00054200,,Open Spaces & Amenity Areas,Grounds Maintenance Contract,B22LE000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/14,2100290060,4365.82,Kent County Council Commercial Services,00054200,,Cemetery,Grounds Maintenance Contract,B26MP000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/18,2100290060,408.53,Kent County Council Commercial Services,00054200,,Parking Off-Street,Maintenance of Grounds,E10HA000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/19,2100290060,647.14,Kent County Council Commercial Services,00054200,,Parking Off-Street,Maintenance of Grounds,E10HAE00120402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/7,2100290060,19620.70,Kent County Council Commercial Services,00054200,,Sports Grounds-Ground Mtnce,Grounds Maintenance Contract,B13ET000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/8,2100290060,8084.26,Kent County Council Commercial Services,00054200,,Tonbridge Castle Grounds,Grounds Maintenance Contract,B22LB000050103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029060/9,2100290060,1736.39,Kent County Council Commercial Services,00054200,,Haysden Country Park,Maintenance of Grounds,B22LC000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029062/1,2100290062,348.00,SL TreeCare Ltd,01274100,,Rec Prov Wald/B B Hill/ TV,Other Expenses,P05KH000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0021029064/1,2100290064,1000.00,Greenleaf Leisure,01416900,,Items Funded from Reserves,Other Expenses,D51LYDY0348010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014015/1,2200140015,2547.07,Premiere Projects,00201200,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014016/1,2200140016,305.65,Russet Homes,00137300,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014017/1,2200140017,2714.44,S J Hall,00164100,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014018/1,2200140018,325.74,Russet Homes,00137300,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014019/1,2200140019,4036.62,Clairglow Heating Ltd,00020700,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014022/1,2200140022,1386.66,Carillion Energy Services,01418400,,Housing Assistance,Other Expenses,P03AD000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014023/1,2200140023,4073.39,M C L  Mechanical Handling Ltd,00064100,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014024/1,2200140024,488.81,Russet Homes,00137300,,Disabled Facilities Grant,Other Expenses,P03AC000009908
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014028/1,2200140028,1077.14,T & J Motel,00576500,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014029/1,2200140029,1000.00,Ashdown Medway Accommodation Trust,00657000,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014033/1,2200140033,855.00,Ricardo- AEA- Ltd,00445700,,Environmental Protection,Air Quality Monitoring,H32SN000054016
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0022014034/1,2200140034,2640.00,Environmental Scientifics Group,01414000,,Environmental Protection,Water Sampling,H32SN000054010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0031012748/2,3100120748,487.17,John Jordan Limited,01337700,,Parking Off-Street,Winter Maintenance,E10HA000020701
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0041020085/3,4100200085,742.50,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0041020086/3,4100200086,816.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0041020087/3,4100200087,532.13,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0041020088/3,4100200088,717.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0041020095/5,4100200095,2870.40,Contract Security Services Ltd,00964700,,Parking Off-Street,Security Services,E10HA000044007
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0051006923/3,5100060923,395.00,Safetycare (UK) Ltd,01219000,,Training,Trng Sundries/Prof & Tech,D10DCDV0113581
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0062019031/2,6200190031,380.00,Diamond Cleaning Co,00028400,,Larkfield Leisure Centre,Maintenance - Contracts,X30PA000040172
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017086/4,6300170086,343.65,Southern Care Maintenance,01282600,,Tonbridge Swimming Pool,Maintenance - General,X60TP000040135
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017087/3,6300170087,393.96,Aqua Pharos International Ltd,00004700,,Tonbridge Swimming Pool,Repair & Mtce of Fixed Plant,X60TP000020501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017127/5,6300170127,660.61,Swimrite Supplies Ltd,00866500,,TSP Sports Accessories Stock,Purchases,X64TW000001002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017130/3,6300170130,2775.00,Poly Advisory Services LTD,01401800,,Tonbridge Swimming Pool,General Maintenance,X60TP000020301
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017140/5,6300170140,428.05,Business Cleaning Supplies,00016400,,Tonbridge Swimming Pool,Cleaning & Domestic Supplies,X60TP000026001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0063017145/5,6300170145,380.48,Air Products CryoEase Services,00452200,,Tonbridge Swimming Pool,Chemicals,X60TP000040117
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001594/3,6400010594,255.28,Screwfix Direct,00141300,,Tonbridge Swimming Pool,General Maintenance,X60TP000020301
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001595/1,6400010595,22150.00,Poly Advisory Services LTD,01401800,,TSP Change/Safety Floor,Budget,P05CH000009909
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001596/1,6400010596,1800.00,Poly Advisory Services LTD,01401800,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0409906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001599/1,6400010599,630.00,GI Carpets Ltd,00953500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001600/2,6400010600,4729.00,GI Carpets Ltd,00953500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001601/1,6400010601,910.00,GI Carpets Ltd,00953500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001601/2,6400010601,998.40,GI Carpets Ltd,00953500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001607/5,6400010607,10219.10,Kent County Council Commercial Services,00054200,,Larkfield Leisure Centre,Gas,X30PA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001609/5,6400010609,356.95,Adept Telecom Plc,01375900,,Larkfield Leisure Centre,Telephones - General,X30PA000045010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001610/5,6400010610,272.11,Adept Telecom Plc,01375900,,Angel Centre,Telephones - General,X01AA000045010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001611/5,6400010611,795.00,Kent Messenger Ltd,00053900,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001612/2,6400010612,288.00,Nordic Saunas & Steam Ltd,01091400,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0609906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001614/5,6400010614,268.42,Kent County Council Commercial Services,00054200,,Angel Centre,Gas,X01AAXX9021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001615/5,6400010615,14231.14,Kent County Council Commercial Services,00054200,,Larkfield Leisure Centre,Gas,X30PA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001616/5,6400010616,13035.67,Kent County Council Commercial Services,00054200,,Larkfield Leisure Centre,Gas,X30PA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001618/5,6400010618,547.08,Josef Weinberger Ltd,01270400,,Angel Centre,Special Events,X01AAX37191309
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,23/01/2013,0064001619/6,6400010619,260.00,Cheap Snap Frames Ltd,01269100,,Larkfield Leisure Centre,Publicity & Promotion,X30PAXX2444217
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026428/1,1100260428,297.57,Paper Co,00093800,,Printing,Purchases - Paper,D22GA000040102
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026428/4,1100260428,445.43,Paper Co,00093800,,Information Technology,Laser Stationery,D27KD000043020
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026429/1,1100260429,445.43,Paper Co,00093800,,Photocopying,Purchases - Paper,D22GB000040102
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026439/5,1100260439,406.89,Daisy Communications,01068100,,General Admin Telephones,Telephones - Rentals,D24GT000045005
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026439/7,1100260439,555.65,Daisy Communications,01068100,,Information Technology,Leased Lines & Modems,D27KD000045011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0011026443/1,1100260443,752.33,Xerox (UK) Ltd,00155000,,Printing,Maintenance - General,D22GA000040135
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0012005116/3,1200050116,1704.96,Bowe Systec Limited,00011300,,Information Technology,Maintenance - Ancillary Equip,D27KD000040137
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0012005117/1,1200050117,2695.00,KMH Group,01052000,,Capital Renewals IT,Initial Furniture & Equipment,P06FB000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0012005118/1,1200050118,310.00,3C Technology Limited,00997700,,Capital Renewals IT,Initial Furniture & Equipment,P06FB000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0012005119/1,1200050119,289.00,3C Technology Limited,00997700,,General IT Developments,Initial Furniture & Equipment,P06DA000009906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0015005331/3,1500050331,792.00,Reads of Paddock Wood,00916500,522549942,Items Funded from Reserves,Other Expenses,D51LY000048010
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029069/3,2100290069,1938.07,Kent County Council Commercial Services,00054200,,Golf Centre-Leisure Management,Electricity,B21KE000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029070/3,2100290070,1875.38,Kent County Council Commercial Services,00054200,,Golf Centre-Leisure Management,Electricity,B21KE000021002
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029072/1,2100290072,425.00,Tonbridge & Malling District Cricket Par,00614000,,Sports Development,Sports Development Programme,B39TD000044097
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029073/1,2100290073,1600.00,Tonbridge Allotments & Gardens Assoc,01166500,,Countryside/Woodland Mgt,Tree Planting Schemes,B22LH000020405
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029074/1,2100290074,450.00,SL TreeCare Ltd,01274100,,Haysden Country Park,Maintenance of Grounds,B22LC000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029076/1,2100290076,275.00,Westway Fencing and Garden Services,00159700,,Haysden Country Park,Maintenance of Grounds,B22LC000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029078/1,2100290078,550.00,Treework,00560700,,Tonbridge Castle Grounds,Maintenance of Grounds,B22LB000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0021029079/1,2100290079,480.00,SL TreeCare Ltd,01274100,,Grounds,Maintenance of Grounds,D21FF000020402
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014036/1,2200140036,9078.09,Viridor Waste Management Ltd,00682900,,Recycling,Plastic Recycling,H34SR000054019
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014038/1,2200140038,26452.72,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014038/2,2200140038,3875.30,Veolia ES [UK) Ltd,00020800,,Street Scene,Contract Payments,H23SD000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014039/1,2200140039,165304.79,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014039/2,2200140039,88821.50,Veolia ES [UK) Ltd,00020800,,Refuse Collection,Contract Payments,H20SA000054001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014040/1,2200140040,812.00,British Geological Survey,00514200,,Environmental Protection,Contaminated Land Site Inspect,H32SN000054018
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014041/1,2200140041,261.00,LHS,01179900,,Housing Register,Choice Based Lettings,C12FC000054021
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014043/1,2200140043,1032.00,Aylesford Bed and Breakfast,01362300,,Homelessness,Bed & Breakfast Charges,C01AA000044051
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014046/1,2200140046,685.00,REDACTED PERSONAL DATA,01419400,,Homelessness,Rent Deposit / Rent in Advance,C01AAC64244093
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014057/1,2200140057,404.92,Haynes of Maidstone Ltd,00877500,,Recycling,Transport Repair & Maintenance,H34SR000030103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014059/1,2200140059,388.11,Haynes of Maidstone Ltd,00877500,,Recycling,Transport Repair & Maintenance,H34SR000030103
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0022014061/1,2200140061,260.00,Silsoe Odours LTD,01413900,,Environmental Protection,Air Quality Monitoring,H32SN000054016
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012761/1,3100120761,9865.50,Capita Symonds,01203500,,Parking Off-Street,Management of Botany Car Park,E10HAE00491451
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012763/3,3100120763,289.00,Association of Drainage Authorities,00184000,352632761,Boro Drainage & Land Drainage,Purchases,E20MA000040101
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012764/1,3100120764,962.05,G & G Signs,01178400,,Boro Highways & Emergency Oper,Repair & Mtce of Fixed Plant,E01AAE90920501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012765/1,3100120765,1058.30,Derbyshire Aggregates,01259900,,Parking Off-Street,Winter Maintenance,E10HA000020701
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012767/1,3100120767,289.00,PSR Lighting & Signs Ltd,01265400,,Parking Off-Street,Premises Repairs & Maintenance,E10HA000020601
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012767/2,3100120767,940.00,PSR Lighting & Signs Ltd,01265400,,Parking Off-Street,Premises Repairs & Maintenance,E10HA000020601
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0031012767/3,3100120767,559.00,PSR Lighting & Signs Ltd,01265400,,Parking Off-Street,Premises Repairs & Maintenance,E10HA000020601
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0041020102/3,4100200102,2109.87,Gravesham Borough Council,01106000,,Finance Sals&Overheads,Temporary Staff,D01AFDF0611300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0041020102/4,4100200102,2296.36,Gravesham Borough Council,01106000,,Finance Sals&Overheads,Temporary Staff,D01AFDF0811300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0041020103/3,4100200103,990.00,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0041020104/3,4100200104,915.75,Morgan Hunt UK Ltd,01086900,,Finance Sals&Overheads,Temporary Staff,D01AFDF0511300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0041020109/4,4100200109,1103.92,Collectica Enforcement Services,01002300,,Finance Sals&Overheads,Debt Recovery,D01AFDF0444092
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0051006935/3,5100060935,3567.02,Gravesham Borough Council,01106000,,I T Sals&Overheads,Temporary Staff,D01ANDN0011300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0061012711/2,6100120711,600.00,Margaret Lewin t/a Musical Bumps,01157400,,Angel Centre,Temporary Staff,X01AAXX5711300
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0061012715/5,6100120715,276.06,Veolia ES [UK) Ltd,00020800,,Angel Centre,Trade Refuse Charges,X01AA000044008
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0061012720/9,6100120720,313.54,Sky Subscriber Services Ltd,00091900,,Angel Centre,Licences,X01AA000048011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0061012723/5,6100120723,324.00,Sky Subscriber Services Ltd,00091900,,Angel Centre,Licences,X01AA000048011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019030/2,6200190030,1550.00,South East Floors Limited,01226800,,Larkfield Leisure Centre,Floor Maintenance,X30PA000020303
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019034/3,6200190034,1774.20,Chillmech Limited,00978700,,Larkfield Leisure Centre,Maintenance - General,X30PA000040135
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019035/3,6200190035,598.00,CIMSPA,01313900,,Larkfield Leisure Centre,Training General,X30PA000013510
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019039/5,6200190039,833.12,Veolia ES [UK) Ltd,00020800,,Larkfield Leisure Centre,Trade Refuse Charges,X30PA000044008
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019042/3,6200190042,1000.00,M Jenner & Son,00905500,,Larkfield Leisure Centre,Decorations,X30PA000020302
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0062019046/3,6200190046,968.75,Warmlake Sports,00591800,,Larkfield Leisure Centre,Clothing & Laundry,X30PA000042005
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017152/3,6300170152,307.50,Brenntag UK Limited,00041800,,Tonbridge Swimming Pool,Chemicals,X60TP000040117
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017158/2,6300170158,1406.30,Southern Water,00093900,,Tonbridge Swimming Pool,Sewerage Charges,X60TP000024003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017159/5,6300170159,322.41,Veolia ES [UK) Ltd,00020800,,Tonbridge Swimming Pool,Trade Refuse Charges,X60TP000044008
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017170/5,6300170170,540.00,Automated Limited,00007000,,Tonbridge Swimming Pool,Electrical Spares,X60TP000020304
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017172/5,6300170172,349.00,Automated Limited,00007000,,Tonbridge Swimming Pool,Maintenance - General,X60TP000040135
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0063017175/5,6300170175,655.68,PHS Group Ltd,00075500,,Tonbridge Swimming Pool,Repair & Mtce of Fixed Plant,X60TP000020501
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001620/5,6400010620,2291.66,Kent County Council Commercial Services,00054200,,Angel Centre,Gas,X01AA000021003
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001622/3,6400010622,524.68,Collier Turf Care Ltd,00886500,,Poult Wood Golf Centre Grounds,Purchases,X12MB000040101
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001623/1,6400010623,1639.00,Sound Guys Mischief Ltd,01060400,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0209906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001627/1,6400010627,1775.00,Security & Electronic Solutions Ltd,01379500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0409906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001627/2,6400010627,265.00,Security & Electronic Solutions Ltd,01379500,,Capital Renewals Leisure,Initial Furniture & Equipment,P05KGBC0409906
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,30/01/2013,0064001628/6,6400010628,324.00,Sky Subscriber Services Ltd,00091900,,Angel Centre,Licences,X01AA000048011
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,31/01/2013,0041020113/1,4100200113,1012.50,SEEKERS RESIDENTIAL LETTINGS,01420000,,Homelessness,Rent Deposit / Rent in Advance,C01AAC64344093
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,31/01/2013,0041020115/3,4100200115,275.00,Atos Origin,00184500,,Finance Sals&Overheads,Public Transport,D01AF000033001
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,31/01/2013,0041020116/2,4100200116,300.00,National Westminster Bank Plc,00894500,,Training,Ext Fees/Prof & Tech,D10DCDV0313561
http://statistics.data.gov.uk/id/local-authority/29UP,Tonbridge & Malling Borough Council,31/01/2013,0041020116/5,4100200116,324.00,National Westminster Bank Plc,00894500,,Local Revenue & NNDR Collect,Legal Fees,D41QA000044002
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
