 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,2534,1234,1300,376,462,1039,657,315,248,348,563,704,825,501,504,1493,329,334,378
Effective Weighted Sample,1679,825,854,240,294,707,459,202,148,233,414,471,544,341,327,1299,219,228,349
Total,1715,828,888,264,358,678,416,187,138,234,448,511,549,314,341,1462,126,80,47
Watching video clips/ webcasts (e.g. YouTube or Big Brother),400,209,190,100,97,155,47,45,24,55,124,133,131,66,70,343,24,18,14
,23%,25%,21%,38%,27%,23%,11%,24%,17%,23%,28%,26%,24%,21%,21%,23%,19%,23%,30%
,,,,def,f,f,,,,,h,,,,,,,,op
Finding/ downloading information for school/ college/ university/ homework,396,181,216,91,71,189,46,48,21,54,117,140,139,61,58,338,25,21,12
,23%,22%,24%,34%,20%,28%,11%,25%,15%,23%,26%,27%,25%,19%,17%,23%,20%,27%,25%
,,,,df,f,df,,h,,,h,mn,mn,,,,,,
Playing games online/ interactively,390,194,196,78,89,171,52,45,33,65,89,89,119,94,88,334,24,19,14
,23%,23%,22%,29%,25%,25%,12%,24%,24%,28%,20%,17%,22%,30%,26%,23%,19%,24%,29%
,,,,f,f,f,,,,j,,,,kl,k,,,,op
"Communicating via instant messaging, SMS messaging, chat rooms, voice calls",360,171,189,94,77,149,39,40,32,61,84,104,126,58,72,303,31,17,9
,21%,21%,21%,36%,22%,22%,9%,22%,23%,26%,19%,20%,23%,19%,21%,21%,24%,22%,20%
,,,,def,f,f,,,,j,,,,,,,,,
"Watching catch-up TV (such as BBC iPlayer, Sky Player, ITV Player)",322,181,141,67,70,127,59,34,25,48,101,110,114,54,44,286,16,12,9
,19%,22%,16%,25%,19%,19%,14%,18%,18%,20%,23%,22%,21%,17%,13%,20%,12%,15%,19%
,,b,,ef,,f,,,,,,n,n,,,p,,,p
"Downloading music files, movies or video clips",318,167,152,84,73,128,33,37,28,46,95,96,106,58,59,267,25,13,13
,19%,20%,17%,32%,20%,19%,8%,20%,20%,20%,21%,19%,19%,18%,17%,18%,20%,16%,28%
,,,,def,f,f,,,,,,,,,,,,,opq
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,2534,1234,1300,376,462,1039,657,315,248,348,563,704,825,501,504,1493,329,334,378
Effective Weighted Sample,1679,825,854,240,294,707,459,202,148,233,414,471,544,341,327,1299,219,228,349
Total,1715,828,888,264,358,678,416,187,138,234,448,511,549,314,341,1462,126,80,47
"Using local council/ Government sites, e.g. to find information, to complete processes such as tax returns, to contact local MP",261,122,139,27,55,117,63,27,20,36,98,114,90,30,27,238,7,11,5
,15%,15%,16%,10%,15%,17%,15%,14%,14%,15%,22%,22%,16%,10%,8%,16%,5%,14%,11%
,,,,,,c,,,,,ghi,lmn,mn,,,pr,,p,p
To find information on health related issues e.g. NHS Direct/ NHS 24,241,109,132,26,54,102,59,20,15,38,83,107,72,28,34,212,13,9,7
,14%,13%,15%,10%,15%,15%,14%,11%,11%,16%,18%,21%,13%,9%,10%,15%,10%,11%,16%
,,,,,,c,,,,,gh,lmn,,,,,,,
Watching live TV programmes,206,123,83,56,51,77,22,28,12,26,72,70,77,30,30,185,6,7,7
,12%,15%,9%,21%,14%,11%,5%,15%,9%,11%,16%,14%,14%,9%,9%,13%,5%,9%,15%
,,b,,def,f,f,,,,,h,n,mn,,,p,,,pq
Listening to radio,170,97,73,31,34,66,40,13,15,22,62,65,58,26,21,148,7,9,6
,10%,12%,8%,12%,9%,10%,10%,7%,11%,10%,14%,13%,11%,8%,6%,10%,5%,11%,14%
,,b,,,,,,,,,g,mn,n,,,p,,p,p
Watch news programmes,157,93,64,28,37,55,37,17,11,17,46,69,55,13,21,138,7,8,4
,9%,11%,7%,11%,10%,8%,9%,9%,8%,7%,10%,14%,10%,4%,6%,9%,5%,10%,9%
,,b,,,,,,,,,,mn,mn,,,p,,,
Uploading/ adding content to the internet,142,91,52,35,37,55,16,17,13,17,41,50,50,20,23,127,5,7,4
,8%,11%,6%,13%,10%,8%,4%,9%,9%,7%,9%,10%,9%,6%,7%,9%,4%,9%,9%
,,b,,ef,f,f,,,,,,,,,,p,,p,p
Real time gambling/ trading/ auctions,142,69,73,21,38,64,19,10,13,27,48,42,52,32,16,121,14,4,3
,8%,8%,8%,8%,11%,9%,5%,5%,9%,11%,11%,8%,9%,10%,5%,8%,11%,5%,6%
,,,,,f,f,,,,g,g,n,n,n,,,qr,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,2534,1234,1300,376,462,1039,657,315,248,348,563,704,825,501,504,1493,329,334,378
Effective Weighted Sample,1679,825,854,240,294,707,459,202,148,233,414,471,544,341,327,1299,219,228,349
Total,1715,828,888,264,358,678,416,187,138,234,448,511,549,314,341,1462,126,80,47
Using Twitter (browsing/ reading site),110,54,56,37,26,40,7,15,10,14,26,29,44,14,23,93,8,6,3
,6%,7%,6%,14%,7%,6%,2%,8%,7%,6%,6%,6%,8%,5%,7%,6%,6%,7%,7%
,,,,def,f,f,,,,,,,m,,,,,,
Downloading films (Video on Demand),80,56,24,25,27,22,6,14,13,9,19,26,23,16,15,67,8,3,3
,5%,7%,3%,10%,8%,3%,1%,7%,9%,4%,4%,5%,4%,5%,5%,5%,7%,3%,6%
,,b,,ef,ef,,,,ij,,,,,,,,,,
Streamed audio services (free),66,43,23,18,17,22,9,5,6,6,26,24,27,8,6,59,2,3,2
,4%,5%,3%,7%,5%,3%,2%,3%,4%,3%,6%,5%,5%,3%,2%,4%,2%,4%,4%
,,b,,ef,f,,,,,,,n,n,,,,,,
"Using Twitter (account holder, posting on site)",65,43,22,18,25,14,8,7,6,12,16,25,23,7,11,60,2,2,2
,4%,5%,3%,7%,7%,2%,2%,4%,5%,5%,4%,5%,4%,2%,3%,4%,1%,3%,5%
,,b,,ef,ef,,,,,,,,,,,p,,,p
Streamed audio services (subscription),15,14,2,4,6,4,2,3,2,1,5,4,5,3,3,13,1,1,*
,1%,2%,*%,1%,2%,1%,*%,1%,2%,*%,1%,1%,1%,1%,1%,1%,1%,1%,*%
,,b,,,,,,,,,,,,,,,,,
Other,11,5,6,3,1,3,4,1,1,2,*,2,6,1,2,9,*,1,*
,1%,1%,1%,1%,*%,*%,1%,1%,1%,1%,*%,*%,1%,*%,*%,1%,*%,1%,1%
None of these,56,26,30,5,6,17,29,7,7,7,11,11,14,13,18,44,7,2,3
,3%,3%,3%,2%,2%,2%,7%,4%,5%,3%,2%,2%,3%,4%,5%,3%,5%,3%,7%
,,,,,,,cde,,,,,,,,k,,,,oq
Don't know,28,12,16,3,2,8,15,4,2,4,2,7,9,6,6,21,5,1,1
,2%,1%,2%,1%,1%,1%,4%,2%,2%,2%,*%,1%,2%,2%,2%,1%,4%,1%,2%
,,,,,,,cde,j,,,,,,,,,o,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,2534,169,212,190,186,196,182,183,175,1787,747,1460,1065,1508,648,,,,
Effective Weighted Sample,1679,161,195,180,177,187,172,174,162,1374,343,967,759,1092,506,,,,
Total,1715,198,264,147,131,150,165,142,266,1477,238,1106,601,1098,570,,,,
Sending and receiving e-mail,1311,171,220,120,94,103,135,100,189,1123,188,880,425,859,421,,,,
,76%,87%,83%,81%,72%,69%,82%,70%,71%,76%,79%,80%,71%,78%,74%,,,,
,,degh,degh,degh,,,degh,,,,,l,,,,,,,
General surfing/ browsing the internet,1284,161,193,111,79,118,123,114,195,1104,180,834,442,833,418,,,,
,75%,81%,73%,75%,61%,79%,75%,80%,73%,75%,75%,75%,73%,76%,73%,,,,
,,d,d,d,,d,d,d,d,,,,,,,,,,
"Using social networking sites (such as MySpace, Facebook or Bebo)",824,91,129,68,57,65,84,69,144,723,100,549,272,498,301,,,,
,48%,46%,49%,47%,44%,43%,51%,49%,54%,49%,42%,50%,45%,45%,53%,,,,
,,,,,,,,,e,j,,,,,m,,,,
Banking,774,82,135,84,60,62,79,45,126,660,113,554,213,527,227,,,,
,45%,41%,51%,57%,46%,42%,48%,31%,47%,45%,48%,50%,35%,48%,40%,,,,
,,,g,adeg,g,g,g,,g,,,l,,n,,,,,
"Finding/ downloading information for personal reasons e.g. information, news, weather",634,88,121,59,38,42,65,39,99,549,86,418,212,433,187,,,,
,37%,44%,46%,40%,29%,28%,39%,27%,37%,37%,36%,38%,35%,39%,33%,,,,
,,deg,deg,deg,,,deg,,,,,,,n,,,,,
Purchasing goods/ services/ tickets etc.,622,60,120,64,54,47,57,49,92,515,106,443,173,415,188,,,,
,36%,30%,45%,43%,41%,31%,35%,35%,35%,35%,45%,40%,29%,38%,33%,,,,
,,,aefgh,ae,a,,,,,,i,l,,,,,,,
Finding/ downloading information for work/ business,493,74,83,39,38,41,49,31,78,426,67,393,96,339,144,,,,
,29%,38%,32%,27%,29%,28%,30%,22%,29%,29%,28%,36%,16%,31%,25%,,,,
,,ceg,g,,,,,,,,,l,,n,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,2534,169,212,190,186,196,182,183,175,1787,747,1460,1065,1508,648,,,,
Effective Weighted Sample,1679,161,195,180,177,187,172,174,162,1374,343,967,759,1092,506,,,,
Total,1715,198,264,147,131,150,165,142,266,1477,238,1106,601,1098,570,,,,
Watching video clips/ webcasts (e.g. YouTube or Big Brother),400,53,71,28,21,34,44,34,58,350,50,271,128,256,130,,,,
,23%,27%,27%,19%,16%,23%,27%,24%,22%,24%,21%,25%,21%,23%,23%,,,,
,,d,d,,,,d,,,,,,,,,,,,
Finding/ downloading information for school/ college/ university/ homework,396,52,71,32,27,35,39,25,57,348,48,259,137,262,122,,,,
,23%,26%,27%,22%,21%,24%,24%,17%,21%,24%,20%,23%,23%,24%,21%,,,,
,,g,g,,,,,,,,,,,,,,,,
Playing games online/ interactively,390,38,78,43,28,27,33,35,51,337,53,259,131,242,134,,,,
,23%,19%,30%,29%,22%,18%,20%,25%,19%,23%,22%,23%,22%,22%,23%,,,,
,,,aefh,aefh,,,,,,,,,,,,,,,
"Communicating via instant messaging, SMS messaging, chat rooms, voice calls",360,38,51,37,31,26,31,31,58,315,46,251,108,219,132,,,,
,21%,19%,19%,25%,23%,17%,19%,22%,22%,21%,19%,23%,18%,20%,23%,,,,
,,,,,,,,,,,,l,,,,,,,
"Watching catch-up TV (such as BBC iPlayer, Sky Player, ITV Player)",322,47,64,30,30,19,33,25,38,279,43,210,112,213,100,,,,
,19%,24%,24%,20%,23%,13%,20%,18%,14%,19%,18%,19%,19%,19%,18%,,,,
,,eh,eh,,eh,,,,,,,,,,,,,,
"Downloading music files, movies or video clips",318,33,66,29,16,27,19,24,53,280,39,218,100,192,113,,,,
,19%,17%,25%,20%,12%,18%,12%,17%,20%,19%,16%,20%,17%,17%,20%,,,,
,,,df,f,,,,,f,,,,,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,2534,169,212,190,186,196,182,183,175,1787,747,1460,1065,1508,648,,,,
Effective Weighted Sample,1679,161,195,180,177,187,172,174,162,1374,343,967,759,1092,506,,,,
Total,1715,198,264,147,131,150,165,142,266,1477,238,1106,601,1098,570,,,,
"Using local council/ Government sites, e.g. to find information, to complete processes such as tax returns, to contact local MP",261,36,61,28,13,22,24,16,37,214,47,193,67,178,77,,,,
,15%,18%,23%,19%,10%,15%,15%,11%,14%,15%,20%,17%,11%,16%,14%,,,,
,,d,defgh,dg,,,,,,,i,l,,,,,,,
To find information on health related issues e.g. NHS Direct/ NHS 24,241,26,52,26,16,17,22,16,39,208,33,180,61,158,75,,,,
,14%,13%,20%,17%,12%,11%,13%,11%,15%,14%,14%,16%,10%,14%,13%,,,,
,,,eg,,,,,,,,,l,,,,,,,
Watching live TV programmes,206,30,42,19,15,22,16,13,28,181,26,141,64,124,75,,,,
,12%,15%,16%,13%,11%,15%,10%,9%,11%,12%,11%,13%,11%,11%,13%,,,,
Listening to radio,170,16,35,15,16,13,21,14,19,147,23,125,45,110,54,,,,
,10%,8%,13%,10%,12%,9%,13%,10%,7%,10%,10%,11%,8%,10%,9%,,,,
,,,,,,,,,,,,l,,,,,,,
Watch news programmes,157,22,21,11,17,15,13,8,30,137,21,109,49,108,45,,,,
,9%,11%,8%,8%,13%,10%,8%,6%,11%,9%,9%,10%,8%,10%,8%,,,,
,,,,,g,,,,,,,,,,,,,,
Uploading/ adding content to the internet,142,13,28,17,18,10,17,9,13,122,21,105,38,97,41,,,,
,8%,7%,11%,12%,14%,7%,11%,6%,5%,8%,9%,9%,6%,9%,7%,,,,
,,,,h,aegh,,,,,,,l,,,,,,,
Real time gambling/ trading/ auctions,142,3,28,12,12,8,15,12,29,123,19,111,31,91,48,,,,
,8%,2%,11%,8%,9%,6%,9%,8%,11%,8%,8%,10%,5%,8%,8%,,,,
,,,a,a,a,,a,a,a,,,l,,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 50,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
"QE12B (QE5B) SHOWCARD And, which, if any, of these activities have you or members of your household used the internet for in the LAST WEEK? (MULTICODE)",,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those with access to the internet at home,,,,,,,,,,,,,,,,,,,
,,ENGLAND REGIONS,,,,,,,,URBANITY,,WORKING,,DEPRIVATION LEVEL,,,,,
,Total,LONDON,SOUTH EAST,SOUTH WEST,EAST MIDS,WEST MIDS,EAST OF ENG,YORKS& HUMBER,NORTH,URBAN,RURAL,YES,NO,LOW,MEDIUM/ HIGH,,,,
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,,,,
Unweighted total,2534,169,212,190,186,196,182,183,175,1787,747,1460,1065,1508,648,,,,
Effective Weighted Sample,1679,161,195,180,177,187,172,174,162,1374,343,967,759,1092,506,,,,
Total,1715,198,264,147,131,150,165,142,266,1477,238,1106,601,1098,570,,,,
Using Twitter (browsing/ reading site),110,13,23,5,9,7,7,9,20,95,14,74,36,70,36,,,,
,6%,7%,9%,3%,7%,5%,4%,6%,8%,6%,6%,7%,6%,6%,6%,,,,
,,,c,,,,,,,,,,,,,,,,
Downloading films (Video on Demand),80,13,12,5,5,11,4,4,14,73,7,57,23,44,33,,,,
,5%,6%,4%,3%,4%,8%,2%,3%,5%,5%,3%,5%,4%,4%,6%,,,,
,,,,,,fg,,,,,,,,,,,,,
Streamed audio services (free),66,14,10,5,5,5,5,5,10,59,7,49,17,43,21,,,,
,4%,7%,4%,4%,4%,3%,3%,4%,4%,4%,3%,4%,3%,4%,4%,,,,
"Using Twitter (account holder, posting on site)",65,9,20,2,4,6,4,4,11,59,7,47,19,44,20,,,,
,4%,5%,8%,2%,3%,4%,2%,2%,4%,4%,3%,4%,3%,4%,3%,,,,
,,,cfg,,,,,,,,,,,,,,,,
Streamed audio services (subscription),15,1,4,1,1,0,1,1,4,12,3,12,4,12,4,,,,
,1%,1%,2%,*%,1%,0%,1%,*%,1%,1%,1%,1%,1%,1%,1%,,,,
Other,11,1,2,1,1,0,2,0,2,9,2,6,5,5,6,,,,
,1%,1%,1%,*%,1%,0%,1%,0%,1%,1%,1%,1%,1%,*%,1%,,,,
None of these,56,7,3,5,6,2,3,4,15,51,5,27,30,30,24,,,,
,3%,3%,1%,3%,4%,1%,2%,2%,6%,3%,2%,2%,5%,3%,4%,,,,
,,,,,,,,,be,,,,k,,,,,,
Don't know,28,3,4,0,2,4,1,3,3,23,5,9,18,18,9,,,,
,2%,2%,2%,0%,1%,2%,1%,2%,1%,2%,2%,1%,3%,2%,2%,,,,
,,,,,,c,,c,,,,,k,,,,,,
"Columns Tested: a,b,c,d,e,f,g,h - i,j - k,l - m,n",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 51,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
Any break column with a base size lower than 100 has been removed as margins of error become too great. Data is tested at the 95% confidence level.,,,,,,,,,,,,,,,,,,,
QE13 (QENEW11) SHOWCARD What was the advertised speed of your main home internet connection when you took up your service? (SINGLE CODE),,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
Base : Those who use broadband as their main method of connecting to the internet at home,,,,,,,,,,,,,,,,,,,
,,GENDER,,AGE GROUP,,,,HOUSEHOLD INCOME,,,,SOCIAL GROUP,,,,NATION,,,
,Total,MALE,FEMALE,16-24,25-34,35-54,55+,UNDER £11.5K,£11.5K- £17.5K,£17.5K- £29.9K,£30K+,AB,C1,C2,DE,ENG LAND,SCOT LAND,WALES,NI
Significance Level: 95%,,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
Unweighted total,2481,1207,1274,366,448,1029,638,300,238,339,560,692,810,489,490,1464,317,328,372
Effective Weighted Sample,1641,806,836,233,284,700,446,192,139,227,411,462,534,333,317,1273,209,224,344
Total,1680,807,872,257,348,671,404,179,132,227,445,502,539,307,332,1434,120,79,46
Up to 512kb,20,14,7,1,5,12,2,1,1,2,2,4,9,5,2,18,2,*,*
,1%,2%,1%,*%,2%,2%,1%,*%,*%,1%,1%,1%,2%,2%,1%,1%,2%,*%,1%
Up to 1MB,15,12,3,4,2,5,3,2,1,1,4,7,1,3,3,13,*,*,1
,1%,1%,*%,1%,1%,1%,1%,1%,1%,1%,1%,1%,*%,1%,1%,1%,*%,1%,2%
,,b,,,,,,,,,,l,,,,,,,o
Up to 2MB,57,35,22,4,16,22,15,4,3,10,20,20,17,11,9,50,3,2,3
,3%,4%,3%,2%,5%,3%,4%,2%,2%,5%,5%,4%,3%,4%,3%,3%,2%,2%,6%
,,b,,,c,,,,,,,,,,,,,,opq
Up to 4MB,48,30,18,7,8,21,12,7,3,10,14,12,13,8,15,43,2,2,1
,3%,4%,2%,3%,2%,3%,3%,4%,3%,4%,3%,2%,2%,3%,4%,3%,2%,3%,2%
Up to 8MB,158,105,52,21,35,63,39,16,13,22,54,57,63,18,19,137,8,8,5
,9%,13%,6%,8%,10%,9%,10%,9%,10%,10%,12%,11%,12%,6%,6%,10%,6%,10%,10%
,,b,,,,,,,,,,mn,mn,,,,,,
Up to 10MB,93,53,40,14,25,35,19,10,8,9,32,31,32,15,15,77,7,6,2
,6%,7%,5%,5%,7%,5%,5%,5%,6%,4%,7%,6%,6%,5%,5%,5%,6%,8%,4%
Up to 16MB,37,19,17,2,14,17,4,8,1,10,11,11,11,8,7,33,1,2,1
,2%,2%,2%,1%,4%,2%,1%,4%,1%,4%,2%,2%,2%,2%,2%,2%,1%,2%,2%
,,,,,cf,,,h,,h,,,,,,,,,
Up to 20MB,162,104,58,21,38,77,26,20,14,25,55,53,52,31,26,137,15,5,4
,10%,13%,7%,8%,11%,11%,6%,11%,11%,11%,12%,11%,10%,10%,8%,10%,13%,6%,9%
,,b,,,f,f,,,,,,,,,,,q,,
Up to 24MB,18,11,6,1,4,9,3,1,*,2,8,2,12,2,1,15,1,*,1
,1%,1%,1%,1%,1%,1%,1%,1%,*%,1%,2%,*%,2%,1%,*%,1%,1%,1%,2%
,,,,,,,,,,,,,kn,,,,,,
Up to 50MB,33,15,17,9,14,7,3,4,1,3,10,10,14,4,5,27,4,2,1
,2%,2%,2%,3%,4%,1%,1%,2%,1%,1%,2%,2%,3%,1%,1%,2%,4%,2%,1%
,,,,ef,ef,,,,,,,,,,,,,,
"Columns Tested: a,b - c,d,e,f - g,h,i,j - k,l,m,n - o,p,q,r",,,,,,,,,,,,,,,,,,,
Prepared by Saville Rossiter-Base : 01727 899 399,,,,,,,,,,,,,,,,,,,
OFCOM NATIONS & REGIONS TRACKER - QUARTER 1 2011 - MAIN SET. 4th January to 28th February 2011.                               Table 51,,,,,,,,,,,,,,,,,,,
All data have been weighted to ensure they are representative of the UK adult population.,,,,,,,,,,,,,,,,,,,
"Ofcom does not quota or weight by household income, so it may not be representative of the UK population, but it is included for reasons of interest.",,,,,,,,,,,,,,,,,,,
