AUTHORITY,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,20.07.2011,2207609504,2160.39,R,CHATTERWOOD NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207569230,2160.39,R,CULM VALLEY CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207561795,2996.67,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207564458,3414.81,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207564458,4251.09,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207565114,1184.73,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207565114,2090.70,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567892,2542.62,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567894,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567896,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567897,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567900,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567903,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567907,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567908,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567910,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567911,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567914,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567915,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567917,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567921,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567925,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567927,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567929,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567933,766.59,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567935,766.59,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567937,2160.39,R,FLOWERDOWN NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,05.07.2011,2207555682,2160.39,R,KNIGHTS GROVE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,18.07.2011,2207598873,1602.87,R,KNIGHTS GROVE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566920,2160.39,R,MAYPOLE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566050,2160.39,R,MILLWAY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,26.07.2011,2207627227,2160.39,R,MOORWOOD COTTAGE CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567062,2308.88,R,STEEP HOUSE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567081,2160.39,R,STEEP HOUSE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207567084,2160.39,R,STEEP HOUSE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207558534,2160.39,R,SUNRISE OF WINCHESTER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566528,2160.39,R,THE GRANGE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566534,2160.39,R,THE GRANGE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207565023,1951.32,R,THE TILED HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,07.07.2011,2207565040,2090.70,R,THE TILED HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566395,2160.39,R,THE TILED HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,08.07.2011,2207566422,2160.39,R,THE TILED HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207559602,2160.39,R,WESTACRE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207559621,2160.39,R,WESTACRE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207559639,2160.39,R,WESTACRE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207560555,2090.70,R,WESTACRE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,11.07.2011,2207577431,2160.39,R,WESTACRE NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,06.07.2011,2207557777,2160.39,R,WILTON MANOR NURSING CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,04.07.2011,2207547914,2484.30,R,WINCHESTER HOUSE CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Indep Sector,13.07.2011,2207586165,2567.11,R,WINCHESTER HOUSE CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,04.07.2011,2207551285,2090.70,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566889,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566892,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566894,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566900,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566902,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566904,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566907,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566908,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566912,2160.39,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566914,1463.49,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,12.07.2011,2207580988,905.97,R,DEVENISH HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566621,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566625,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566631,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566634,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566639,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566644,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566651,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566653,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Purch Care-Vol Sector,08.07.2011,2207566655,2160.39,R,MOORSIDE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Nursing-WCombCity,Voluntary Client Conts,20.07.2011,2207610171,4019.68,R,BRENDONCARE ALTON
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oakridge Nursing Home-Basing,Catering Provisions,12.07.2011,2207578849,671.96,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oakridge Nursing Home-Basing,Catering Provisions,12.07.2011,2207579338,697.54,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oakridge Nursing Home-Basing,Catering Provisions,15.07.2011,2207595338,567.13,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oakridge Nursing Home-Basing,Hazardous/Chem Waste Disposal,13.07.2011,2207585473,2009.52,R,CANNON HYGIENE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oth Care-Reimbursement-NHants,Bed Blocking Fines,15.07.2011,2207595067,5700.00,R,BASINGSTOKE & NORTH HAMPSHIRE NHS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Oth Care-Reimbursement-NHants,Bed Blocking Fines,15.07.2011,2207595086,3600.00,R,BASINGSTOKE & NORTH HAMPSHIRE NHS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Deferred Payments-Independent Sector,08.07.2011,2207569037,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Deferred Payments-Independent Sector,08.07.2011,2207567263,3210.67,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Deferred Payments-Independent Sector,08.07.2011,2207567230,1949.59,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,01.07.2011,2207544456,1949.59,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,01.07.2011,2207544464,1629.98,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,01.07.2011,2207544475,1949.59,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207551557,691.79,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207551576,1069.13,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207551591,817.57,R,BELFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,05.07.2011,2207556134,1949.59,R,DENEWOOD HOUSE CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,05.07.2011,2207554682,3542.99,R,EAST HILL HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,05.07.2011,2207555072,1949.59,R,EAST HILL HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,05.07.2011,2207556157,1949.59,R,EAST HILL HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207568862,1949.59,R,FAWNHOPE REST HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567728,1629.98,R,HEATHMOUNT NURSING & RESIDENTIAL CA
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567730,1629.98,R,HEATHMOUNT NURSING & RESIDENTIAL CA
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567733,1629.98,R,HEATHMOUNT NURSING & RESIDENTIAL CA
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567736,1629.98,R,HEATHMOUNT NURSING & RESIDENTIAL CA
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207568876,1940.60,R,KATHRYNS HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207549027,2208.36,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207549038,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569028,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569051,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569064,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569115,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569130,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569140,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207569382,1629.98,R,LANSDOWNE RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207566034,1629.98,R,LAVENDER LODGE NURSING & RESIDENTIA
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567261,1629.98,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567266,1949.59,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567271,1629.98,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567273,1949.59,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567274,1949.59,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567276,1949.59,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,11.07.2011,2207577575,1823.81,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,12.07.2011,2207580373,1949.59,R,MILKWOOD RESIDENTIAL CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,07.07.2011,2207565036,1949.59,R,OLD ALRESFORD COTTAGE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,07.07.2011,2207562268,4784.78,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,07.07.2011,2207562288,4784.78,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,07.07.2011,2207564900,593.88,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,07.07.2011,2207565085,4416.72,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207568726,1629.98,R,ROSEMARY RETIREMENT HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207549139,1949.59,R,ROTHERBANK RESIDENTIAL CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207550144,1886.70,R,SHANNON COURT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,06.07.2011,2207557901,1949.59,R,SHANNON COURT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,06.07.2011,2207560584,1194.91,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,06.07.2011,2207560593,1886.70,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567224,1949.59,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567228,1949.59,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567232,1949.59,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567239,1949.59,R,SILVER BIRCHES RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,08.07.2011,2207567416,1629.98,R,THE QUINTA NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector,04.07.2011,2207548186,1629.98,R,THE WILLOWS RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,19.07.2011,2207605948,1257.80,R,EAST HILL HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,07.07.2011,2207562251,3102.22,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,07.07.2011,2207562277,1629.98,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,07.07.2011,2207565085,2418.68,R,REDHOLME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,20.07.2011,2207606752,1760.92,R,SHANNON COURT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Indep Sector-v.dep-Spot Purchase,07.07.2011,2207565491,1257.80,R,WESTLANDS HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566538,2204.72,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566541,2204.72,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566543,2204.72,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566545,1829.31,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566551,1949.59,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566553,1949.59,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566555,1949.59,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566557,1949.59,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566562,1949.59,R,ASHLEY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res Care-EHCombinedN,Purch Care-Vol Sector,08.07.2011,2207566564,1949.59,R,ASHLEY HOUSE
