Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION WHOLESALE,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000213711,"4,100.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,MAINTENANCE OF OFFICE MACHINES,MINING INFORMATION WHOLESALE,ICT-MAINTENANCE & SUPPORT,CANON (UK) LTD,0000213716,708.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVI,0000212957,"31,559.51"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/06/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000213307,"1,025.93"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000213605,"60,955.68"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000213606,43.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000213637,"4,105.85"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/09/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER-ENVIRONMENTAL SRVICES,SPECIFIC GRASS SEED FOR F,0000214069,217.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,INCIDENTALS,NON-COAL MINEWATER (DEFRA),VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000214139,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,INCIDENTALS,NON-COAL MINEWATER (DEFRA),VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000214139,5.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2014,LEGAL COSTS,NON-COAL MINEWATER (DEFRA),PROF SER-LEGAL SERVICES,WALKER MORRIS,0000213694,138.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/09/2014,LEGAL COSTS,NON-COAL MINEWATER (DEFRA),PROF SER-LEGAL SERVICES,FEES REGARDING EXTENSION,0000214347,"1,200.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/09/2014,LEGAL COSTS,NON-COAL MINEWATER (DEFRA),PROF SER-LEGAL SERVICES,WALKER MORRIS,0000214381,23.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,M/W CHEMICAL OPERATIONAL,NON-COAL MINEWATER (DEFRA),ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000213734,262.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,M/W LAND AGENTS (AQUISITIONS),NON-COAL MINEWATER (DEFRA),PROF SER-OPERATIONAL SERVICES,AGENTS FESS RE ROOKHOPE,0000213627,711.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/09/2014,M/W LAND AGENTS (AQUISITIONS),NON-COAL MINEWATER (DEFRA),PROF SER-OPERATIONAL SERVICES,RECLAIM VAT DOC 213627,35001184,-118.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/09/2014,M/W RENTS PAYABLE,NON-COAL MINEWATER (DEFRA),FACILITIES-BUILDING MANAGEMENT,THE NATIONAL TRUST,0000214198,10.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2014,M/W RESEARCH AND DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,NEWCASTLE UNIVERSITY,0000214021,"8,432.58"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2014,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,GOLDER ASSOCIATES (UK) LT,0000213654,"4,117.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,M/W SITE SURVEY WORK,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-CNSTRN SER PROVDR,MIDLAND SURVEYING & ENGIN,0000213878,"2,310.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,MONITORING & FLOW MEASUREMENT,NON-COAL MINEWATER (DEFRA),ENERGY&UTILITIES-WATER,APPLICATION FOR ORDINARY,0000213774,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2014,MONITORING & FLOW MEASUREMENT,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000214028,"7,123.76"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,PUBLICATIONS,NON-COAL MINEWATER (DEFRA),OPRTNL GOODS&SERV-DEVLPNG MTRL,COMPANY BARCLAYCARD,0000214139,13.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2014,R&D-EXTERNAL COSTS,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,NEWCASTLE UNIVERSITY,0000214021,"3,689.50"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214046,16.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214047,23.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214047,23.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214047,10.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214047,10.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214121,12.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214121,12.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214139,62.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214139,7.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214139,5.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214155,30.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214155,16.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214155,9.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214155,5.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,53.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,8.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,9.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,5.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,2.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214268,4.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,114.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,114.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,114.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,108.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,205.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,57.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,57.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,57.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,"1,843.16"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000213890,"1,272.81"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,CHILDCARE VOUCHERS,PERMISSIONS,PERSONNEL RLTD-STAFF CHILDCARE,FIDELITI LIMITED,0000213721,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,COMMISSION CHARGES-E-COMMERCE,PERMISSIONS,PROF SER FNCL-BANKING&INVSTMNT,WORLDPAY,0000214230,516.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,HOTEL ACCOMMODATION,PERMISSIONS,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000213896,44.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/08/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000213726,456.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000213826,271.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/09/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000213925,184.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/09/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000214152,456.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214043,2.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214115,18.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000213892,136.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,HOTEL ACCOMMODATION,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000213896,187.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000214043,9.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000214245,3.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000214247,10.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/08/2014,IT-APPLICATIONS MANAGEMENT,PLANNING & LOCAL AUTH LIAISON,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000213710,"1,572.46"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/09/2014,MEMBERSHIP SUBSCRIPTIONS,PLANNING & LOCAL AUTH LIAISON,PERSONNEL RLTD-STAFF SUBSCRPTN,ROYAL TOWN PLANNING INSTI,0000214176,125.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000214242,112.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000214245,35.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214043,3.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214115,18.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214242,8.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214245,6.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,FARES - RAIL,PROCUREMENT,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000213895,-312.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,HOTEL ACCOMMODATION,PROCUREMENT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000213896,60.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,LEGAL COSTS,PROCUREMENT,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000213693,414.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,MEMBERSHIP SUBSCRIPTIONS,PROCUREMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,WOLTERS KLUWER (UK) LTD,0000213905,744.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,MEMBERSHIP SUBSCRIPTIONS,PROCUREMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,WOLTERS KLUWER (UK) LTD,0000213906,749.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PROCUREMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214129,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,SUBSISTENCE ALLOWANCES,PROCUREMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000214135,9.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2014,SUBSISTENCE ALLOWANCES,PROCUREMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000214261,4.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000214382,"1,254.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2014,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000213693,11.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/08/2014,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,WALKER MORRIS,0000213694,31.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000214382,126.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,OTHER CONTRACTOR COSTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000213810,995.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/07/2014,OUTSOURCED MGT- PROP SALES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000213656,"3,750.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/09/2014,OUTSOURCED MGT- PROP SALES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,CARTER TOWLER LLP,0000214018,"3,795.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/08/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000213541,72.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000213676,209.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/06/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,ASGS SECURITY SERVICES LT,0000213884,35.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000213922,464.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,ASGS SECURITY SERVICES LT,0000214014,35.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,PROPERTY MANAGEMENT CONSTLNTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000213801,74.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/08/2014,PROPERTY MANAGEMENT CONSTLNTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000213802,118.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/09/2014,PROPERTY RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000213818,39.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000213644,40.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/08/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000213646,410.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,QUARTERLY RENTAL PAYMENT,0000213696,"48,064.25"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/08/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000213647,381.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/08/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,PROF SER-OPERATIONAL SERVICES,CRIMEFIGHTER ALARMS LTD,0000213887,"4,560.72"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000214343,381.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/09/2014,COMMISSION CHARGES-E-COMMERCE,RECORDS STORAGE,PROF SER FNCL-BANKING&INVSTMNT,WORLDPAY,0000214230,6.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/09/2014,INCIDENTALS,RESEARCH & DEVELOPMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000214051,4.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/07/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,RISK & SAFETY MANAGEMENT,0000213521,474.00
