DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Animal Feed Branch,REDFERN TRAVEL LTD,1011700226,414.7,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700375,410.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700358,407.1,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,402.5,REPLACEMENT OF PLANT ROUTER,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011700358,395,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Chief Scientist,REDFERN TRAVEL LTD,1011700226,393.17,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 21,REDFERN TRAVEL LTD,1011700358,390.3,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Non Meat Field Ops,REDFERN TRAVEL LTD,1011700375,380.6,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,378.3,PLAN PRINTER BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,EU Regulatory Reform Branch,REDFERN TRAVEL LTD,1011700358,378,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,377.5,PLANT PRINTERS,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011700375,376.5,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011700358,375.5,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011700358,369.1,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011700358,345.96,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011700358,328,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,REDFERN TRAVEL LTD,1011700358,326.05,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Directorate Support Unit,REDFERN TRAVEL LTD,1011700358,325.5,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011700226,324.9,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011700375,319.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Non Meat Field Ops,REDFERN TRAVEL LTD,1011700358,306.9,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,306.2,ADOBE PRO LICENCE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011700358,304.69,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700375,304.02,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700375,303.7,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011700448,301.5,LENOVO X230 LAPTOP POWER SUPPLY,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Non Meat Field Ops,REDFERN TRAVEL LTD,1011700358,295.77,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011700226,294.68,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 21,REDFERN TRAVEL LTD,1011700226,281,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011700375,280.6,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,REDFERN TRAVEL LTD,1011700375,280.5,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,TRUSTMARQUE SOLUTIONS LTD,1011700284,277.38,ORDER NO SO647856,YO32 9GZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011700375,274,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011700375,269.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700375,268.3,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011700375,265,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011700358,256,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Non Meat Field Ops,REDFERN TRAVEL LTD,1011700375,255.2,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011700226,255,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,REDFERN TRAVEL LTD,1011700375,254.1,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 47,REDFERN TRAVEL LTD,1011700375,250.25,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Analysis & Research Branch,REDFERN TRAVEL LTD,1011700375,249.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 54,REDFERN TRAVEL LTD,1011700358,247.85,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Directorate Support Unit,REDFERN TRAVEL LTD,1011700226,247.7,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700226,247.03,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Production Branch,REDFERN TRAVEL LTD,1011700375,246.73,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011700358,246.58,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Internal Audit,REDFERN TRAVEL LTD,1011700358,243.15,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700358,243.14,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011700226,241.88,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Regulatory & International,REDFERN TRAVEL LTD,1011700226,237.28,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700358,236.05,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011700375,235.16,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700358,232.59,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011700358,228.87,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011700358,224,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011700375,223.3,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700375,223,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Internal Audit,REDFERN TRAVEL LTD,1011700226,221.8,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011700358,220.3,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011700358,218.4,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 2 Wales - Cluster 22,REDFERN TRAVEL LTD,1011700375,217.2,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 65,REDFERN TRAVEL LTD,1011700375,216.6,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 43,REDFERN TRAVEL LTD,1011700375,216,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011700375,214.32,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chair & Deputy Chair,REDFERN TRAVEL LTD,1011700226,214.1,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011700358,213,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011700226,212.8,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011700226,211,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Chemical Risk Assessment Unit,REDFERN TRAVEL LTD,1011700226,209.41,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011700375,204.78,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700226,204.36,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Directorate Support Unit,REDFERN TRAVEL LTD,1011700358,201.96,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011700375,199.43,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Scientist,REDFERN TRAVEL LTD,1011700358,198,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Non Meat Field Ops,REDFERN TRAVEL LTD,1011700358,196.62,INV 1830 TRAVEL & SUBSISTENCE WEEK 23,BD1 1PL,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Local Delivery ,REDFERN TRAVEL LTD,1011700375,193.2,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011700226,192.8,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011700226,190.5,INV 1908 TRAVEL & SUBSISTENCE WEEK 25,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011700358,190.2,INV 1923 TRAVEL & SUBSISTENCE WEEK 26,BD1 1PL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 36,REDFERN TRAVEL LTD,1011700375,190.2,INV 2054 TRAVEL & SUBSISTENCE WEEK 28,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011700375,189,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT Service Delivery,TRUSTMARQUE SOLUTIONS LTD,1011700284,188.38,ORDER NO SO647856,YO32 9GZ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011700375,187,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-07-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011700375,186.4,INV 1720 TRAVEL & SUBSISTENCE WEEK 21,BD1 5HQ,PROGRAMME
