Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,System Transaction Number,Amount,Plain English Description
MOJ,NOMS,27/06/2012,Contracted-out Probation Trusts,Glen Parva,LEICESTERSHIRE&RUTLAND PROBATION TRUST,4518013,28335.45,Provision of probation services
MOJ,NOMS,13/06/2012,Contracted-out Probation Trusts,Erlestoke and Shepton Mallet,WILTSHIRE PROBATION TRUST,4478593,26961.58,Provision of probation services
MOJ,NOMS,11/06/2012,Contracted-out Probation Boards,Belmarsh,LONDON PROBATION TRUST,4496681,26188.41,Provision of probation services
MOJ,NOMS,11/06/2012,Contracted-out Probation Trusts,Devon and Cornwall Probation Trust,DEVON AND CORNWALL PROBATION TRUST,4494887,25029.87,Provision of probation services
MOJ,NOMS,29/06/2012,"Books, Stationery & IT Consumables",Central Budgets,J P MORGAN EUROPE LTD,4523120,45893.22,"Purchase of books, stationery and IT consumables"
MOJ,NOMS,06/06/2012,VISA Costs,MOJ Shared Services NOMS Delivery,ALLSTAR BUSINESS SOLUTIONS LTD,4489248,84119.47,Purchase of motor fuel
MOJ,NOMS,06/06/2012,VISA Costs,MOJ Shared Services NOMS Delivery,ALLSTAR BUSINESS SOLUTIONS LTD,4489235,73917.81,Purchase of motor fuel
MOJ,NOMS,18/06/2012,Drugs,Rochester,ALLIANCE HEALTHCARE,4504768,29015.71,Purchase of pharmaceutical items
MOJ,NOMS,14/06/2012,Pin Phone Suspense,Pentonville,BT PAYPHONES,4502038,25222.12,Purchase of pin phone credits for prisoner use. The money is repaid by prisoners from their own funds so this is at no cost to the taxpayer 
MOJ,NOMS,14/06/2012,Pin Phone Suspense,Sheppey Clustered Services,BT PAYPHONES,4502002,25206.41,Purchase of pin phone credits for prisoner use. The money is repaid by prisoners from their own funds so this is at no cost to the taxpayer 
MOJ,NOMS,19/06/2012,Plant and Machinery - Acquisitions,Transport Group,RYGOR COMMERCIALS LTD,4509392,124610.40,Purchase of Plant and Machinery
MOJ,NOMS,19/06/2012,Plant and Machinery - Acquisitions,Transport Group,RYGOR COMMERCIALS LTD,4509393,124610.40,Purchase of Plant and Machinery
MOJ,NOMS,20/06/2012,Plant and Machinery - Acquisitions,Transport Group,RYGOR COMMERCIALS LTD,4509394,124610.40,Purchase of Plant and Machinery
MOJ,NOMS,15/06/2012,Plant and Machinery - Acquisitions,Belmarsh,SCHNEIDER ELECTRIC LTD,4407945,120000.00,Purchase of Plant and Machinery
MOJ,NOMS,28/06/2012,Plant and Machinery - Acquisitions,DDC East of England,PENTACO CONSTRUCTION LTD,4519806,105539.10,Purchase of Plant and Machinery
MOJ,NOMS,06/06/2012,Plant and Machinery - Acquisitions,Low Newton,VINCI CONSTRUCTION UK LTD,4489189,73110.05,Purchase of Plant and Machinery
MOJ,NOMS,11/06/2012,Plant and Machinery - Acquisitions,Stoke Heath,IVECO LIMITED,4494846,59697.60,Purchase of Plant and Machinery
MOJ,NOMS,19/06/2012,Plant and Machinery - Acquisitions,Send,SCHNEIDER ELECTRIC LTD,4397067,59528.40,Purchase of Plant and Machinery
MOJ,NOMS,27/06/2012,Plant and Machinery - Acquisitions,Moorland,IVECO LIMITED,4516909,47368.80,Purchase of Plant and Machinery
MOJ,NOMS,13/06/2012,Plant and Machinery - Acquisitions,DDC East of England,LORNE STEWART PLC,4500773,44082.68,Purchase of Plant and Machinery
MOJ,NOMS,13/06/2012,Plant and Machinery - Acquisitions,DDC East of England,LORNE STEWART PLC,4500780,43795.94,Purchase of Plant and Machinery
MOJ,NOMS,22/06/2012,Plant and Machinery - Acquisitions,Erlestoke and Shepton Mallet,CENTERPRISE INTERNATIONAL LIMITED,4502935,41322.36,Purchase of Plant and Machinery
MOJ,NOMS,15/06/2012,Plant and Machinery - Index,Cookham Wood,IVECO LIMITED,4502434,36838.80,Purchase of Plant and Machinery
MOJ,NOMS,08/06/2012,Plant and Machinery - Acquisitions,DDC East of England,PENTACO CONSTRUCTION LTD,4491439,32418.29,Purchase of Plant and Machinery
MOJ,NOMS,21/06/2012,Plant and Machinery - Acquisitions,Hollesley Bay,FORD MOTOR CO LTD,4511654,30753.24,Purchase of Plant and Machinery
MOJ,NOMS,25/06/2012,Plant and Machinery - Acquisitions,Hollesley Bay,FORD MOTOR CO LTD,4514934,30753.24,Purchase of Plant and Machinery
MOJ,NOMS,01/06/2012,Plant and Machinery - Acquisitions,Sheppey Clustered Services,RENAULT,4481756,30240.24,Purchase of Plant and Machinery
MOJ,NOMS,19/06/2012,Plant and Machinery - Acquisitions,Sheppey Clustered Services,RENAULT,4492688,30240.24,Purchase of Plant and Machinery
MOJ,NOMS,14/06/2012,Plant and Machinery - Acquisitions,Belmarsh,SCHNEIDER ELECTRIC LTD,4490394,27634.95,Purchase of Plant and Machinery
MOJ,NOMS,13/06/2012,Plant and Machinery - Acquisitions,DDC East of England,LORNE STEWART PLC,,-43795.94,Purchase of Plant and Machinery
MOJ,NOMS,13/06/2012,Plant and Machinery - Acquisitions,DDC East of England,LORNE STEWART PLC,,-44082.68,Purchase of Plant and Machinery
MOJ,NOMS,19/06/2012,Plant and Machinery - Acquisitions,Send,SCHNEIDER ELECTRIC LTD,4504604,-59528.40,Purchase of Plant and Machinery
MOJ,NOMS,22/06/2012,Buildings - Acquisitions,Springhill,GLISCO LTD T/A POLYTHENEONE.COM,4511703,37062.90,Purchase of polytunnels for horticulture
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493443,73615.36,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,27/06/2012,Clothing,Offender Services Co Commissioning Group,CARPENTER LTD,4514063,73287.84,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493462,51408.00,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,06/06/2012,Clothing,Offender Services Co Commissioning Group,CARPENTER LTD,4488746,36087.21,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493463,30744.00,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493486,30200.00,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,27/06/2012,Clothing,Offender Services Co Commissioning Group,CARPENTER LTD,4508464,27515.58,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493808,26611.20,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493444,26544.67,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,08/06/2012,Clothing,Offender Services Co Commissioning Group,JIANGSU SAINTY CORP LTD,4493485,25650.00,"Purchase of raw materials for prisoners to make clothing, bedding, towels etc"
MOJ,NOMS,20/06/2012,Office Equipment Purchases Under £10k,Leeds,BT PAYPHONES,4509653,45478.37,"Purchases and short term rentals of equipment, furniture and fittings"
MOJ,NOMS,11/06/2012,Office Equipment Purchases Under £10k,Littlehey,JLA LTD,4494200,28666.80,"Purchases and short term rentals of equipment, furniture and fittings"
MOJ,NOMS,29/06/2012,Accruals - Goods & services,MOJ Shared Services NOMS Delivery,J P MORGAN EUROPE LTD,4523120,2873253.77,Purchases via Government Procurement Card (GPC)
MOJ,NOMS,15/06/2012,Raw Materials - ESS/LBA Industries ,Offender Services Co Commissioning Group,T.R.LAWMAN LTD,4504452,49789.71,Raw materials for prison industries
MOJ,NOMS,08/06/2012,Raw Materials - ESS/LBA Industries ,Offender Services Co Commissioning Group,T.R.LAWMAN LTD,4493009,49678.91,Raw materials for prison industries
MOJ,NOMS,21/06/2012,Miscellaneous,ER and Reward Team,MINISTRY OF JUSTICE,4418454,860369.71,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Learning and Development Group,MINISTRY OF JUSTICE,4418454,824719.12,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Organisational Development Group,MINISTRY OF JUSTICE,4418454,380389.89,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Organisational Development Group,MINISTRY OF JUSTICE,4420276,-112690.87,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Learning and Development Group,MINISTRY OF JUSTICE,4420276,-244323.76,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Organisational Development Group,MINISTRY OF JUSTICE,4422014,-324968.36,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,ER and Reward Team,MINISTRY OF JUSTICE,4420276,-357014.61,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,Learning and Development Group,MINISTRY OF JUSTICE,4422014,-704560.19,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,21/06/2012,Miscellaneous,ER and Reward Team,MINISTRY OF JUSTICE,4422014,-735016.67,Relates to Civil Service HR Expert Service Cost
MOJ,NOMS,11/06/2012,Contracted-out Resettlement Services,NOMS Cymru Regional Services,G4S CARE & JUSTICE SERVICES LTD,4490928,91205.12,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,19/06/2012,Contracted-out Resettlement Services,NOMS CFO,WORKING LINKS,4501798,272164.93,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,22/06/2012,Contracted-out Resettlement Services,Wandsworth,ST. GILES TRUST,4511433,179167.66,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,12/06/2012,Contracted-out Resettlement Services,NOMS CFO,PERTEMPS PEOPLE DEVELOPMENT GROUP,4496301,160478.88,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,12/06/2012,Contracted-out Resettlement Services,NOMS CFO,PERTEMPS PEOPLE DEVELOPMENT GROUP,4496300,106976.49,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,13/06/2012,Contracted-out Resettlement Services,Newday ESF,SOVA,4487917,103602.33,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,11/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4483521,100100.69,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4501793,100100.69,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,19/06/2012,Contracted-out Resettlement Services,NOMS CFO,LEICESTERSHIRE&RUTLAND PROBATION TRUST,4502912,97240.50,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4501792,95697.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4484725,95697.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,20/06/2012,Contracted-out Resettlement Services,NOMS CFO,PERTEMPS PEOPLE DEVELOPMENT GROUP,4509008,90194.76,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,27/06/2012,Contracted-out Resettlement Services,ROM - North East,PRISON FELLOWSHIP ENGLAND & WALES,4487166,76434.75,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,20/06/2012,Contracted-out Resettlement Services,NOMS CFO,PERTEMPS PEOPLE DEVELOPMENT GROUP,4509007,37721.42,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,29/06/2012,Contracted-out Resettlement Services,Women and Equalities Group,RECOOP,4522890,37480.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,07/06/2012,Contracted-out Resettlement Services,DDC North East,SHELTER,4384780,33193.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,29/06/2012,Contracted-out Resettlement Services,ROM - North East,PRISON FELLOWSHIP ENGLAND & WALES,4523127,31250.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,21/06/2012,Contracted-out Resettlement Services,Stocken,KAINOS COMMUNITY,4509072,26953.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4451148,-95697.00,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Resettlement Services,NOMS CFO,SERCO LTD,4451146,-100100.69,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,29/06/2012,Contracted-out Resettlement Services,Wandsworth,ST. GILES TRUST,,-161250.99,Resettlement and community services for prisoners supplied by an external provider
MOJ,NOMS,07/06/2012,Contracted-out Other Services,Bail Accommodation Support Services,HOME GROUP LTD (STONHAM),4481587,618360.65,Services supplied by an external provider
MOJ,NOMS,27/06/2012,Contracted-out Other Services,Estates Capacity,HOME OFFICE,4518604,441000.00,Services supplied by an external provider
MOJ,NOMS,26/06/2012,Contracted-out Other Services,DDC North East,MIDDLESBROUGH COUNCIL,4513046,125000.00,Services supplied by an external provider
MOJ,NOMS,27/06/2012,Contracted-out Other Services,Director PSP Front Line Centrally Managed,COFATHEC ENERGY PFI LTD,4519684,124146.13,Services supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Other Services,Isle of Wight,COFATHEC ENERGY SERVICES UK LTD,4502171,64585.79,Services supplied by an external provider
MOJ,NOMS,08/06/2012,Contracted-out Other Services,Business and Service Development Group,MINISTRY OF JUSTICE,4426471,54384.00,Services supplied by an external provider
MOJ,NOMS,11/06/2012,Contracted-out Other Services,Blundeston,COFATHEC ENERGY SERVICES UK LTD,4494462,51352.80,Services supplied by an external provider
MOJ,NOMS,14/06/2012,Contracted-out Other Services,Isle of Wight,COFATHEC ENERGY SERVICES UK LTD,4502169,40027.05,Services supplied by an external provider
MOJ,NOMS,11/06/2012,Contracted-out Other Services,Chelmsford,COFATHEC ENERGY SERVICES UK LTD,4494853,38114.71,Services supplied by an external provider
MOJ,NOMS,19/06/2012,Specialist Contractors,Organisational Restructure Programme,PARITY RESOURCES LTD,4483117,221623.50,Specialist contractors engaged under a fixed-term contract for services 
MOJ,NOMS,08/06/2012,Specialist Contractors,Estates Capacity,G V A GRIMLEY,4491084,97743.48,Specialist contractors engaged under a fixed-term contract for services 
MOJ,NOMS,19/06/2012,Specialist Contractors,Director of HRs Office and Programme Hub,PARITY RESOURCES LTD,4457126,72214.20,Specialist contractors engaged under a fixed-term contract for services 
MOJ,NOMS,12/06/2012,Training and Further Education Courses,Learning and Development Group,CITY OF BRISTOL COLLEGE,4490175,53483.16,Staff training and further education courses
MOJ,NOMS,27/06/2012,Uniforms & protective Clothing,Birmingham,JIANGSU SUNSHINE DONGSHENG IMP & EXP CO LTD,4080709,25866.36,Staff uniforms and protective clothing
MOJ,NOMS,08/06/2012,Travel - Non-Taxable,Procurement Group,MINISTRY OF JUSTICE,4432967,78789.59,Staff work related travel
MOJ,NOMS,07/06/2012,Travel - Non-Taxable,HOPS Payroll Charge,CARLSON WAGONLIT TRAVEL,4490402,58946.99,Staff work related travel
MOJ,NOMS,15/06/2012,Subsistence,HOPS Payroll Charge,CALDER CONFERENCE,4503353,68569.50,Subsistence and hotel accommodation for staff working away from their home area 
MOJ,NOMS,28/06/2012,Subsistence,HOPS Payroll Charge,CALDER CONFERENCE,4520231,64095.04,Subsistence and hotel accommodation for staff working away from their home area 
MOJ,NOMS,21/06/2012,Subsistence,HOPS Payroll Charge,CALDER CONFERENCE,4511053,57251.02,Subsistence and hotel accommodation for staff working away from their home area 
MOJ,NOMS,07/06/2012,Subsistence,HOPS Payroll Charge,CALDER CONFERENCE,4490404,40423.15,Subsistence and hotel accommodation for staff working away from their home area 
MOJ,NOMS,27/06/2012,Contracted-out Visitor's Centres,Send,SEND PLAY PROJECT & VISTORS CENTRE,4519573,33441.00,Visitors' Centre facilities supplied by an external provider
MOJ,NOMS,12/06/2012,Contracted-out Visitor's Centres,Highdown,THE VISITORS CENTRE,4495720,27500.00,Visitors' Centre facilities supplied by an external provider
MOJ,NOMS,13/06/2012,Water and Sewage,Channings Wood,SOUTH WEST WATER LTD,4500721,74736.90,Water and sewage utility costs
MOJ,NOMS,15/06/2012,Water and Sewage,Lindholme,YORKSHIRE WATER SERVICES LTD,4503362,46465.71,Water and sewage utility costs
MOJ,NOMS,29/06/2012,Water and Sewage,Long Lartin,SEVERN TRENT WATER LTD,4489366,37714.92,Water and sewage utility costs
MOJ,NOMS,06/06/2012,Water and Sewage,Liverpool,UNITED UTILITIES WATER PLC,4489247,34047.58,Water and sewage utility costs
MOJ,NOMS,18/06/2012,Water and Sewage,Sheppey Clustered Services,SOUTHERN WATER SERVICES LTD,4471478,30284.05,Water and sewage utility costs
MOJ,NOMS,15/06/2012,Water and Sewage,Verne (The),BRISTOL AND WESSEX WATER BILLING SERVICES LTD,4503366,27836.23,Water and sewage utility costs
MOJ,NOMS,13/06/2012,Water and Sewage,Acklington,NORTHUMBRIAN WATER,4500731,26191.29,Water and sewage utility costs
MOJ,NOMS,18/06/2012,Water and Sewage,Wormwood Scrubs,THAMES WATER UTILITIES LTD,4459834,26111.42,Water and sewage utility costs
