Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016010371,12/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,872.79,MERSIN CARPETS
FCOGPC2016010372,12/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,889.8,MAYAK SERVICES LIMITED
FCOGPC2016010373,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,IRL,Miscellaneous Industrial/Commercial Supplies,895.64,VISION NET
FCOGPC2016010374,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,IRL,Miscellaneous Industrial/Commercial Supplies,895.64,VISION NET
FCOGPC2016010375,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,925,SIMCARE NIG LTD
FCOGPC2016010376,12/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,MEX,Print and advertising,944.44,FACTOR DIGITAL
FCOGPC2016010377,12/01/2016,REAL ESTATE AGENTS AND MANAGERS-RENTALS,IRL,Uncategorised,950.24,WYSE PROPERTY MANAGEME
FCOGPC2016010378,12/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,BRA,Miscellaneous Industrial/Commercial Supplies,954.7,CASA NORDESTINA
FCOGPC2016010379,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,UKR,General Retail and Wholesale,954.92,FOP GOLOLOBOVA
FCOGPC2016010380,12/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,UKR,General Retail and Wholesale,954.95,FOP GOLOLOBOVA
FCOGPC2016010381,12/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,000",WILTS ELECTRICAL BRITS
FCOGPC2016010382,12/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,026.40",MAYAK SERVICES LIMITED
FCOGPC2016010383,12/01/2016,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,PAK,Miscellaneous Industrial/Commercial Supplies,"1,031.49",FIVE STAR AGRO CHEMI
FCOGPC2016010384,12/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,TUN,Telecommunication Services,"1,091.39",ORANGE TUNISIE SA
FCOGPC2016010385,12/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,098.08",WILTS ELECTRICAL BRITS
FCOGPC2016010386,12/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",JAM,"Vehicles, servicing and spares","1,113.96",WAC AUTO SUPPLIES
FCOGPC2016010387,12/01/2016,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",ISR,General Retail and Wholesale,"1,118.88",ICON
FCOGPC2016010388,12/01/2016,SWIMMING POOLS - SALES AND SUPPLIES,USA,General Retail and Wholesale,"1,129.80",CLEARWATER POOLS & PAT
FCOGPC2016010389,12/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,143.30",DIPLOMATIC MISSION SUP
FCOGPC2016010390,12/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,NOR,General Retail and Wholesale,"1,151.70",HABNOR SANDVIKA
FCOGPC2016010391,12/01/2016,ELECTRONIC SALES,ISR,General Retail and Wholesale,"1,154.79",A SBITANY AND SONS CO
FCOGPC2016010392,12/01/2016,"ALTERATIONS, MENDING, SEAMSTRESSES, TAILORS",BGD,General Retail and Wholesale,"1,207.61",CHOYONIKA TAILORS
FCOGPC2016010393,12/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",BRB,"Vehicles, servicing and spares","1,215.41",SIMPSON MOTORS LTD
FCOGPC2016010394,12/01/2016,TRAVEL,FRA,Airline,"1,241",AIRLINE
FCOGPC2016010395,12/01/2016,BOOK STORES,LUX,Books and Periodicals,"1,325","AMAZON SVCS EUROPE,SAR"
FCOGPC2016010396,12/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,"1,334.01",STE AMEUBLEMENT M J
FCOGPC2016010397,12/01/2016,"BOOKS,PERIODICALS AND NEWSPAPERS",HKG,Books and Periodicals,"1,417.57",SOUTH CHINA MORNING P
FCOGPC2016010398,12/01/2016,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,NPL,General Retail and Wholesale,"1,441.14",THE RAYMOND SHOP
FCOGPC2016010399,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,442.61",RADA ENTERPRISES LTD
FCOGPC2016010400,12/01/2016,ELECTRONIC SALES,ISR,General Retail and Wholesale,"1,443.48",A SBITANY AND SONS CO
FCOGPC2016010401,12/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,KEN,"Office Stationery, equipment and supplies","1,447.15",RUMOUR AGENCIES 2
FCOGPC2016010402,12/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,ISR,Miscellaneous Industrial/Commercial Supplies,"1,456.66",HAMIL LTD
FCOGPC2016010403,12/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,KEN,"Office Stationery, equipment and supplies","1,474.84",RUMOUR AGENCIES 2
FCOGPC2016010404,12/01/2016,"FUEL DEALERS-COAL, FUEL OIL, LIQ PETROLEUM, WOOD",GBR,Utilities and Non Automotive Fuel,"2,676.30",WWW.FUELTANKSHOP.CO.UK
FCOGPC2016010405,13/01/2016,COSMETIC STORES,AUT,General Retail and Wholesale,502.83,DOUGLAS 05
FCOGPC2016010406,13/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,521.9,DIPLOMATIC MISSION SUP
FCOGPC2016010407,13/01/2016,TRAVEL,CAN,Airline,525.91,AIRLINE
FCOGPC2016010408,13/01/2016,TRAVEL AGENCIES,PAN,Travel Agencies,534.57,ALLENS TRANSPORT SERVI
FCOGPC2016010409,13/01/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,GBR,General Retail and Wholesale,539.98,LONDON CAMERA EXCH
FCOGPC2016010410,13/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,540.19,FRANCINO ENT NIG LTD
FCOGPC2016010411,13/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,558.82,FINABOD ENTERPRISES
FCOGPC2016010412,13/01/2016,BUS LINES,GBR,Travel - Air/Rail/Road,560,HARDINGSTOURS.COUK
FCOGPC2016010413,13/01/2016,"BAR,LOUNGE,DISCO,NIGHTCLUB,TAVERN-ALCOHOLIC DRINKS",IND,Restuarants and Bars,567.57,THE UNION JACK CLUB
FCOGPC2016010414,13/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",BRB,Mail and Courier Services,574.54,DHL BARBADOS LTD
FCOGPC2016010415,13/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ITA,Utilities and Non Automotive Fuel,579.28,STARPISCINE
FCOGPC2016010416,13/01/2016,TRAVEL,GBR,Airline,585.04,AIRLINE
FCOGPC2016010417,13/01/2016,FAMILY CLOTHING STORES,GTM,General Retail and Wholesale,604.49,COCRESA
FCOGPC2016010418,13/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,ITA,Professional Services,615.62,SAIL E DRIVE
FCOGPC2016010419,13/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,618.23,ACCOMODATION PROVIDER 
FCOGPC2016010420,13/01/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",KEN,Professional Services,629.36,CHAIRMANIA EVENTS LTD
FCOGPC2016010421,13/01/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,677.44,WWW.I-D-S.COM
FCOGPC2016010422,13/01/2016,HOTELS/MOTELS/RESORTS ,TUN,Hotels,683.24,ACCOMODATION PROVIDER 
FCOGPC2016010423,13/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",FRA,Utilities and Non Automotive Fuel,695.63,E D F
FCOGPC2016010424,13/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,702.25,FRANCINO ENT NIG LTD
FCOGPC2016010425,13/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",BRB,Mail and Courier Services,704.32,DHL BARBADOS LTD
FCOGPC2016010426,13/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,708,WILTS ELECTRICAL BRITS
FCOGPC2016010427,13/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,709,ACCOMODATION PROVIDER 
FCOGPC2016010428,13/01/2016,FAMILY CLOTHING STORES,USA,General Retail and Wholesale,710.72,MARSHALLS 
FCOGPC2016010429,13/01/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,GBR,General Retail and Wholesale,721.99,LONDON CAMERA EXCH
FCOGPC2016010430,13/01/2016,LIMOUSINES AND TAXICABS,USA,Travel - Air/Rail/Road,745.48,BERMUDA MOTOR CAR RENT
FCOGPC2016010431,13/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,750,ACCOMODATION PROVIDER 
FCOGPC2016010432,13/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,750,ACCOMODATION PROVIDER 
FCOGPC2016010433,13/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,750,ACCOMODATION PROVIDER 
FCOGPC2016010434,13/01/2016,ADVERTISING SERVICES,IND,Print and advertising,755.82,SHARAD ADVERTISING PVT
FCOGPC2016010435,13/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,758.13,CHELEXCEL NIG LTD
FCOGPC2016010436,13/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,USA,"Office Stationery, equipment and supplies",759.58,STAPLS
FCOGPC2016010437,13/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,USA,Miscellaneous Industrial/Commercial Supplies,763.53,JB PRINCE COMPANY MAIL
FCOGPC2016010438,13/01/2016,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",BRA,"Office Stationery, equipment and supplies",764.3,OBM SOLUCAO
FCOGPC2016010439,13/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",BRB,Computer Equipment & Services,765.19,PROMOTECH BUSINESS SOL
FCOGPC2016010440,13/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,791.5,DIPLOMATIC MISSION SUP
FCOGPC2016010441,13/01/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,806.06,POWER EQUATIONS INDIA
FCOGPC2016010442,13/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,811.8,WWW.SUBSEAUK.COM
FCOGPC2016010443,13/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,811.8,WWW.SUBSEAUK.COM
FCOGPC2016010444,13/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GBR,Mail Order / Direct Selling,832,C I L I P
FCOGPC2016010445,13/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,GBR,Mail Order / Direct Selling,894,C I L I P
FCOGPC2016010446,13/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,948,SJASUPLIES
FCOGPC2016010447,13/01/2016,HOTELS/MOTELS/RESORTS,PHL,Hotels,960.93,ACCOMODATION PROVIDER 
FCOGPC2016010448,13/01/2016,TRAVEL AGENCIES,IDN,Travel Agencies,984.25,BAYU BUANA TOUR & TRAV
FCOGPC2016010449,13/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",DEU,General Retail and Wholesale,"1,006.30",WEINGUT HÖFFLIN
FCOGPC2016010450,13/01/2016,HOUSEHOLD APPLIANCE STORES,ARG,General Retail and Wholesale,"1,015.95",HIPER RODO
FCOGPC2016010451,13/01/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,MEX,General Retail and Wholesale,"1,016.28",CRATE & BARREL ANTARA
FCOGPC2016010452,13/01/2016,LIMOUSINES AND TAXICABS,USA,Travel - Air/Rail/Road,"1,044.67",BERMUDA MOTOR CAR RENT
FCOGPC2016010453,13/01/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",PAN,Cleaning Services and Supplies,"1,048.34",PGF SAWI CLEANERS
FCOGPC2016010454,13/01/2016,ELECTRICAL PARTS AND EQUIPMENT,TUN,Building Materials,"1,051.59",ELECTRO RAOUF CHAABOUN
FCOGPC2016010455,13/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",USA,General Retail and Wholesale,"1,087.31",IKEA LONG ISLAND
FCOGPC2016010456,13/01/2016,HOUSEHOLD APPLIANCE STORES,ARG,General Retail and Wholesale,"1,091.72",HIPER RODO
FCOGPC2016010457,13/01/2016,TRAVEL AGENCIES,IDN,Travel Agencies,"1,117.07",BAYU BUANA TOUR & TRAV
FCOGPC2016010458,13/01/2016,CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES,GBR,Financial Services,"1,119.60",N/A AS MOTO ONLY
FCOGPC2016010459,13/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",ISR,General Retail and Wholesale,"1,120.85",ICON
FCOGPC2016010460,13/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",ITA,General Retail and Wholesale,"1,141.50",IKEA VILLESSE 
FCOGPC2016010461,13/01/2016,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",GBR,Professional Services,"1,155.60",CIVIL SERVICE LEARNING
FCOGPC2016010462,13/01/2016,CRUISE LINES,GBR,Professional Services,"1,155.60",CIVIL SERVICE LEARNING
FCOGPC2016010463,13/01/2016,CRUISE LINES,USA,Training and Educational,"1,243.92",AMERICAN MGMT ASSOC
FCOGPC2016010464,13/01/2016,"BAR,LOUNGE,DISCO,NIGHTCLUB,TAVERN-ALCOHOLIC DRINKS",IND,Restuarants and Bars,"1,250.80",THE UNION JACK CLUB
FCOGPC2016010465,13/01/2016,CRUISE LINES,FJI,General Retail and Wholesale,"1,260.61",TAPPOOS SUVA
FCOGPC2016010466,13/01/2016,CRUISE LINES,GBR,General Retail and Wholesale,"1,343.54",WWW.I-D-S.COM
FCOGPC2016010467,13/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,410.35",CIVIL SERVICE LEARNING
FCOGPC2016010468,13/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,"1,419.29","BIOCOM, INC."
FCOGPC2016010469,13/01/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,"1,440.04",UNIQUE ELECTRONICS &
FCOGPC2016010470,13/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,475.62",DIPLOMATIC MISSION SUP
FCOGPC2016010471,13/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",GBR,Building Services,"1,500",ACO ELECTONICS LTD
FCOGPC2016010472,13/01/2016,COMPUTER SOFTWARE STORES,IRL,Computer Equipment & Services,"1,519.25",MICROSOFT STORE
FCOGPC2016010473,13/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,594.51",ACCOMODATION PROVIDER 
FCOGPC2016010474,13/01/2016,HOTELS/MOTELS/RESORTS ,DEU,Hotels,"1,791.99",ACCOMODATION PROVIDER 
FCOGPC2016010475,13/01/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"2,521.33",WWW.I-D-S.COM
FCOGPC2016010476,13/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"2,843.90",ACCOMODATION PROVIDER 
FCOGPC2016010477,13/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"4,768.12",ACCOMODATION PROVIDER 
FCOGPC2016010478,14/01/2016,AUTOMOTIVE SERVICE SHOPS,IND,"Vehicles, servicing and spares",502.69,AMP MOTORS PVT LTD
FCOGPC2016010479,14/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,543.18,DEEPAK ELECTRICALS
FCOGPC2016010480,14/01/2016,"BAR,LOUNGE,DISCO,NIGHTCLUB,TAVERN-ALCOHOLIC DRINKS",ESP,Restuarants and Bars,552.38,CLUB EVENTOS CAMBRIDGE
FCOGPC2016010481,14/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,ZWE,Miscellaneous Industrial/Commercial Supplies,555.5,ELECTROSALES
FCOGPC2016010482,14/01/2016,CATERERS,CAN,Catering and Catering Supplies,566.56,BERNARD FILS TRAITEUR
FCOGPC2016010483,14/01/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,JPN,General Retail and Wholesale,570.73,ORDER SUIT SADA
FCOGPC2016010484,14/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,577.22,WILTS ELECTRICAL BRITS
FCOGPC2016010485,14/01/2016,MOTION PICTURE THEATERS,ESP,Leisure Activities,580.76,EL TRUST HOSTELERO
FCOGPC2016010486,14/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GBR,Telecommunication Services,594.12,ASHBURY
FCOGPC2016010487,14/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,605.92,PAR PLUMBING CO. INC.
FCOGPC2016010488,14/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,608.97,PROFESSIONAL EXECUTIVE
FCOGPC2016010489,14/01/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",USA,Training and Educational,638,NYU SCPS STUDENT PYMT
FCOGPC2016010490,14/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",TUR,Utilities and Non Automotive Fuel,671.04,KKTC ELEKTRIK KURUMU
FCOGPC2016010491,14/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,FRA,Training and Educational,680.91,ALLIANCE FRANCAI
FCOGPC2016010492,14/01/2016,LAWN AND GARDEN SUPPLY STORES,DNK,Estate and garden Services,688.85,BAHNLARSENDK
FCOGPC2016010493,14/01/2016,"SANITATION, POLISHING & SPECIALITY CLEANING PREP",RWA,Cleaning Services and Supplies,712.43,COPED LTD
FCOGPC2016010494,14/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",ROM,Computer Equipment & Services,731.89,PCGARAGE.RO - PC GARAG
FCOGPC2016010495,14/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ZMB,"Vehicles, servicing and spares",739.62,ALLIANCE MOTORS
FCOGPC2016010496,14/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,769.99,CIVIL SERVICE LEARNING
FCOGPC2016010497,14/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,770.42,WEST ELM E-COMMERCE
FCOGPC2016010498,14/01/2016,HARDWARE STORES,CZE,General Retail and Wholesale,798.98,GUTTA CR - PRAHA SPOL.
FCOGPC2016010499,14/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,832.38,WEST ELM E-COMMERCE
FCOGPC2016010500,14/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",ROM,Computer Equipment & Services,839.04,PCGARAGE.RO - PC GARAG
FCOGPC2016010501,14/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,USA,Telecommunication Services,865.37,SIGNET ELECTRONIC SYST
FCOGPC2016010502,14/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,869.64,ARIF BROS
FCOGPC2016010503,14/01/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,880,ACCOMODATION PROVIDER 
FCOGPC2016010504,14/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,IND,Miscellaneous Industrial/Commercial Supplies,900.65,M.K.PEACOCK MINERAL WA
FCOGPC2016010505,14/01/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,921.91,2044LA000012897
FCOGPC2016010506,14/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,928,ACCOMODATION PROVIDER 
FCOGPC2016010507,14/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",JAM,Personal Services,933.38,HAWKEYE ELECTRONIC SEC
FCOGPC2016010508,14/01/2016,CARPENTRY CONTRACTORS,NPL,Building Services,947.58,B.K SHRESTHA & BUILDER
FCOGPC2016010509,14/01/2016,HOTELS/MOTELS/RESORTS,IND,Hotels,957.42,ACCOMODATION PROVIDER 
FCOGPC2016010510,14/01/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,962.27,ACCOMODATION PROVIDER 
FCOGPC2016010511,14/01/2016,DIRECT MARKETING-TRAVEL RELATED ARRANGEMENT SERVS.,TUR,General Retail and Wholesale,967.03,TUNEL RESIDENCE
FCOGPC2016010512,14/01/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,"1,007.27",UNIQUE ELECTRONICS &
FCOGPC2016010513,14/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares","1,020.10",CORNER TYRE CENTRE
FCOGPC2016010514,14/01/2016,CATERERS,CAN,Catering and Catering Supplies,"1,033.06",GOODIES
FCOGPC2016010515,14/01/2016,AUTOMOTIVE SERVICE SHOPS,IND,"Vehicles, servicing and spares","1,057.29",AMP MOTORS PVT LTD
FCOGPC2016010516,14/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,NGA,Telecommunication Services,"1,077.87",INTER LINK COOMUNICATI
FCOGPC2016010517,14/01/2016,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",USA,Computer Equipment & Services,"1,122.74",GOVERNMENTBIDS COM
FCOGPC2016010518,14/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",MAR,Medical Supplies and Services,"1,132.86",RAYON OPTIQUE
FCOGPC2016010519,14/01/2016,CATERERS,CAN,Catering and Catering Supplies,"1,134.92",GOODIES
FCOGPC2016010520,14/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",VGB,Personal Services,"1,154.15",S&D SECURITY & ALARM
FCOGPC2016010521,14/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",IRL,Clubs/Associations/Organisations,"1,175.28",INITIATE NETWORK
FCOGPC2016010522,14/01/2016,CRYSTAL AND GLASSWARE STORES,GBR,General Retail and Wholesale,"1,189.91",GREATDALE LTD
FCOGPC2016010523,14/01/2016,ELECTRONIC SALES,TJK,General Retail and Wholesale,"1,197.01",VOLNA TTC
FCOGPC2016010524,14/01/2016,CARPENTRY CONTRACTORS,NPL,Building Services,"1,198.50",B.K SHRESTHA & BUILDER
FCOGPC2016010525,14/01/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,KEN,Building Materials,"1,254.28",AIRPORT NORTH ROAD
FCOGPC2016010526,14/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,KEN,Miscellaneous Industrial/Commercial Supplies,"1,265.17",ALIBHAI SHARIFFS & SON
FCOGPC2016010527,14/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,KEN,Miscellaneous Industrial/Commercial Supplies,"1,275.42",ALIBHAI SHARIFFS & SON
FCOGPC2016010528,14/01/2016,HARDWARE STORES,BLZ,General Retail and Wholesale,"1,281.32",BENNY'S ENTERPRISES II
FCOGPC2016010529,14/01/2016,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",KEN,General Retail and Wholesale,"1,284.15",CHAIN ONE
FCOGPC2016010530,14/01/2016,ELECTRONIC SALES,TJK,General Retail and Wholesale,"1,288.71",VOLNA TTC
FCOGPC2016010531,14/01/2016,"ATTORNEYS, LEGAL SERVICES",NZL,General Retail and Wholesale,"1,306.47",BELL GULLY
FCOGPC2016010532,14/01/2016,LIMOUSINES AND TAXICABS,FRA,Travel - Air/Rail/Road,"1,310.82",GIVERNY CONSULT
FCOGPC2016010533,14/01/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",PAK,"Vehicles, servicing and spares","1,360.14",MEHRAN AUTOS
FCOGPC2016010534,14/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,IRL,Miscellaneous Industrial/Commercial Supplies,"1,395",EB FINOVATEEUROPE 
FCOGPC2016010535,14/01/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,"1,411.34",ACCOMODATION PROVIDER 
FCOGPC2016010536,14/01/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,"1,411.34",ACCOMODATION PROVIDER 
FCOGPC2016010537,14/01/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,"1,431.40",ACCOMODATION PROVIDER 
FCOGPC2016010538,14/01/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,"1,431.40",ACCOMODATION PROVIDER 
FCOGPC2016010539,14/01/2016,HOTELS/MOTELS/RESORTS ,MSR,Hotels,"1,431.40",ACCOMODATION PROVIDER 
FCOGPC2016010540,14/01/2016,CHILDREN'S AND INFANT'S WEAR STORES,PAK,General Retail and Wholesale,"1,468.14",MOTHER CARE
FCOGPC2016010541,14/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",AUS,"Vehicles, servicing and spares","1,501.99",LENNOCK MOTORS
FCOGPC2016010542,14/01/2016,TRAVEL,GTM,Airline,"1,519.20",AIRLINE
FCOGPC2016010543,14/01/2016,"OPTICIANS,OPTICAL GOODS & EYEGLASSES",MAR,Medical Supplies and Services,"1,925.87",RAYON OPTIQUE
FCOGPC2016010544,14/01/2016,"DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE",GBR,General Retail and Wholesale,"2,500",SONDICO PROFESSIONAL
FCOGPC2016010545,14/01/2016,CRUISE LINES,FRA,Travel - Air/Rail/Road,"3,005.41",GIVERNY CONSULT
FCOGPC2016010546,14/01/2016,CRUISE LINES,LUX,Books and Periodicals,"3,890",AMAZON UK MARKETPLACE
FCOGPC2016010547,14/01/2016,TRAVEL AGENCIES,GBR,Travel Agencies,"14,357.52",BANKSIDE F AND B 2
FCOGPC2016010548,15/01/2016,CRUISE LINES,GBR,General Retail and Wholesale,502,MOLTON BROWN LTD
FCOGPC2016010549,15/01/2016,CRUISE LINES,TUN,Auto rental,512.97,AMRI RENT A CAR
FCOGPC2016010550,15/01/2016,"ANTIQUE SHOPS-SALES,REPAIRS,RESTORATION SERVICES",JPN,General Retail and Wholesale,526.05,SQ KEYSHOTS.COM K.K
FCOGPC2016010551,15/01/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,532.55,METRO 1110
