Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,16-May-12,Recipient name withheld,"£12,834",Technical and Advisory Services,Western Asia and Stabilisation Division,,202288-101
DFID,DFID,16-May-12,Supplier Name withheld,"£69,648",Technical and Advisory Services,Western Asia and Stabilisation Division,,201000-102
DFID,DFID,16-May-12,Matthew Paul Bunce,"£1,200",Technical and Advisory Services,Western Asia and Stabilisation Division,,203336-105
DFID,DFID,17-May-12,Shoklo Malaria Research Unit,"£10,253",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,114532-105
DFID,DFID,17-May-12,BSES RAJDHANI POWER LIMITED,"£5,418",Electricity,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,17-May-12,OXFORD POLICY MANAGEMENT,"£26,428",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114100-101
DFID,DFID,17-May-12,HTSPE LTD,"£3,760",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201129-104
DFID,DFID,17-May-12,HTSPE LTD,"£113,076",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201129-104
DFID,DFID,17-May-12,Global integrated Solutions Ltd,"£1,013",AV conferencing systems -accessories,Business Solutions Division Level,,200004-101
DFID,DFID,17-May-12,COMPUTACENTER (UK) LTD,"£77,327",Computer hardware maintenance,Business Solutions Division Level,Maintenance costs of DFIDs Video conference facility for 2012/2013,200002-135
DFID,DFID,17-May-12,VERIZON UK LIMITED,"£4,373",Data Network - land lines,Business Solutions Division Level,,200002-126
DFID,DFID,17-May-12,Lockers & Benches Limited,£612,Furniture & Fittings,Business Solutions Division Level,,200001-103
DFID,DFID,17-May-12,COMPUTACENTER (UK) LTD,"£28,323",Hardware -Laptop PCs,Business Solutions Division Level,,200003-150
DFID,DFID,17-May-12,TRIPLE LINE CONSULTING LTD,"£4,044",Technical and Advisory Services,Communications Division,,114423-102
DFID,DFID,17-May-12,TRIPLE LINE CONSULTING LTD,"£2,996",Technical and Advisory Services,Communications Division,,100229-101
DFID,DFID,17-May-12,VODAFONE PAGING LTD,"£1,426",Telephone Usage & services,Communications Division,,100197-101
DFID,DFID,17-May-12,Ethiopian Film Initiative,"£2,230","Conferences, Seminars & Meeting/Event Resource",East and Central Africa,,202913-104
DFID,DFID,17-May-12,CRYSTAL MINI MARKET,"£3,650",Electricity,East and Central Africa,,101628-101
DFID,DFID,17-May-12,ITETE Apartment Ltd,"£3,113",Hotels - Accommodation only,East and Central Africa,,101628-101
DFID,DFID,17-May-12,Supplier Name withheld,"£1,830",Secure staff accomodation,East and Central Africa,,101612-101
DFID,DFID,17-May-12,Juba Grand Hotel,"£2,677",Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,17-May-12,BAHAR EL JEBEL DISPLAY CARPENTRY  WORKSHOP,£643,Other Admin Costs,East and Central Africa,,202586-101
DFID,DFID,17-May-12,Campbell Project Management Services,£502,"Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,,100082-101
DFID,DFID,17-May-12,BMB  MOTT  MACDONALD,"£116,347",Technical and Advisory Services,East and Central Africa,,104978-115
DFID,DFID,17-May-12,BMB  MOTT  MACDONALD,"£23,394",Technical and Advisory Services,East and Central Africa,,104978-115
DFID,DFID,17-May-12,Selome Taddesse Mihiretu,£707,Technical and Advisory Services,East and Central Africa,,202913-101
DFID,DFID,17-May-12,Mc Donagh2,"£4,108",Technical and Advisory Services,East and Central Africa,,202549-101
DFID,DFID,17-May-12,Michaeil Page Int. Recruitment Ltd,"£1,110",Contract & Agency Staff,"Human Resources,Security & Facilities Division",,100268-101
DFID,DFID,17-May-12,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,"£8,850",Contract & Agency Staff,"Human Resources,Security & Facilities Division",,100266-108
DFID,DFID,17-May-12,NEOPOST LIMITED,"£2,255",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,17-May-12,WELL FINISHED LTD,£726,Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,17-May-12,THE WORLD BANK (IBRD ACCOUNT),"£853,118",Aid Programme - Core contributions,International Finance Division,,200735-102
DFID,DFID,17-May-12,PRICEWATERHOUSECOOPERS,"£112,038",Technical and Advisory Services,International Relations Division,,200937-101
DFID,DFID,17-May-12,NORRAG,"£11,074",Aid Programme - Accountable Grant Payments,Policy Division,,200651-103
DFID,DFID,17-May-12,Heath Action International,"£134,958",Aid Programme - Accountable Grant Payments,Policy Division,,202779-101
DFID,DFID,17-May-12,ICAR (UK),"£125,000",Aid Programme - Accountable Grant Payments,Policy Division,,200458-102
DFID,DFID,17-May-12,Recipient name withheld,£960,Hotels - Accommodation only,Policy Division,,202419-104
DFID,DFID,17-May-12,Recipient name withheld,"£1,117",Hotels - Accommodation only,Policy Division,,100274-108
DFID,DFID,17-May-12,PATH,"£13,127",Technical and Advisory Services,Policy Division,,202674-101
DFID,DFID,17-May-12,THE IDL GROUP,"£6,955",Technical and Advisory Services,Policy Division,,202627-103
DFID,DFID,17-May-12,THE IDL GROUP,"£6,955",Technical and Advisory Services,Policy Division,,202627-101
DFID,DFID,17-May-12,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"£573,080",Technical and Advisory Services,Policy Division,,114188-101
DFID,DFID,17-May-12,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"£189,122",Technical and Advisory Services,Policy Division,,114188-101
DFID,DFID,17-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£16,400",Technical and Advisory Services,Policy Division,,202035-101
DFID,DFID,17-May-12,ILRI,"£28,456","Conferences, Seminars & Meeting/Event Resource",Research and Evidence Division,5 day professional Development Conference in  Ethiopia  for 100 advisers on 5 -9 March 2012. ,202334-103
DFID,DFID,17-May-12,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£70,084",FCO shared service charges,Security & Humanitarian and Middle East Division,FCO shared services - Iraq,201704-101
DFID,DFID,17-May-12,NELSON MANDELA FOUNDATION,"£102,238",Aid Programme - Accountable Grant Payments,West and Southern Africa,,200994-101
DFID,DFID,17-May-12,Conoil plc,"£12,586",Oil - Other Utilities,West and Southern Africa,,101622-101
DFID,DFID,17-May-12,Conoil plc,"£9,495",Oil - Other Utilities,West and Southern Africa,,100152-101
DFID,DFID,17-May-12,Ministry of Finance & Economic Planning Ghana Judication,"£73,687",Aid Programme - Other Financial Aid to Government,West and Southern Africa,,202477-104
DFID,DFID,17-May-12,Leads Pest Killing Enterprise,£830,Facilities Management payments,West and Southern Africa,,101629-101
DFID,DFID,17-May-12,MOTT MACDONALD INTERNATIONAL,"£15,834",Technical and Advisory Services,West and Southern Africa,,200194-102
DFID,DFID,17-May-12,MTN Nigeria Communications Ltd,£709,Telephone Usage & services,West and Southern Africa,,100152-101
DFID,DFID,17-May-12,MTN Nigeria Communications Ltd,£940,Telephone Usage & services,West and Southern Africa,,101622-101
DFID,DFID,17-May-12,Phillips Consulting,"£6,180",Training Providers/Facilitation Services,West and Southern Africa,,100152-101
DFID,DFID,17-May-12,Nashua Mobile (Pty) Ltd,"£2,224",Aid Programme - Voluntary contributions,West and Southern Africa,,114050-111
DFID,DFID,17-May-12,Supplier Name withheld,"£91,563",Secure staff accomodation,Western Asia and Stabilisation Division,Secure staff accommodation in Afghanistan for  April 2012 – March 2013,101601-110
DFID,DFID,17-May-12,Supplier Name withheld,"£30,521",Secure staff accomodation,Western Asia and Stabilisation Division,Secure staff accommodation for Afghanistan for  April 2012 – March 2013,100011-110
DFID,DFID,17-May-12,The World Bank (EFO),"£52,000",Aid Programme - Joint programme contribution,Western Asia and Stabilisation Division,,201509-103
DFID,DFID,17-May-12,Semiotics Consultants (Pvt) Limited,"£36,784",Technical and Advisory Services,Western Asia and Stabilisation Division,,202328-102
DFID,DFID,17-May-12,Leila Blacking,"£1,200",Technical and Advisory Services,Western Asia and Stabilisation Division,,203336-105
DFID,DFID,17-May-12,Dr Ghulam Habib,"£2,048",Technical and Advisory Services,Western Asia and Stabilisation Division,,113484-106
DFID,DFID,17-May-12,Sarah Saeed,"£2,228",Technical and Advisory Services,Western Asia and Stabilisation Division,,113484-106
DFID,DFID,17-May-12,Noor Jehan,£878,Technical and Advisory Services,Western Asia and Stabilisation Division,,202328-102
DFID,DFID,17-May-12,Supplier Name withheld,"£4,903",Consultancy Services,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,17-May-12,Supplier Name withheld,"£25,912",Technical and Advisory Services,Western Asia and Stabilisation Division,Temorary Infrastructure adviser for Afghanistan,101601-110
DFID,DFID,17-May-12,Supplier Name withheld,"£10,906",Technical and Advisory Services,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,17-May-12,Supplier Name withheld,"£170,227",Technical and Advisory Services,Western Asia and Stabilisation Division,,201023-110
DFID,DFID,18-May-12,CARE NEPAL,"£250,000",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,200696-101
DFID,DFID,18-May-12,Gerry's Travel Agency Private Limited,£549,Air fares,"Asia, Caribbean and Overseas Territories",,107480-101
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS DEVELOPMENT,"£13,082",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107949-101
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS DEVELOPMENT,"£13,082",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107949-101
DFID,DFID,18-May-12,OXFORD POLICY MANAGEMENT,"£22,103",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202083-101
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS DEVELOPMENT,"£38,715",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107949-101
DFID,DFID,18-May-12,Recipient name withheld,"£23,424",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202799-103
DFID,DFID,18-May-12,CHRISTIAN AID,"£52,264",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113311-101
DFID,DFID,18-May-12,CHRISTIAN AID,"£429,908",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113311-101
DFID,DFID,18-May-12,CARE INTERNATIONAL,"£19,681",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114506-101
DFID,DFID,18-May-12,NCC SERVICES LIMITED,"£1,075",Computer software maintenance,Business Solutions Division Level,,200002-115
DFID,DFID,18-May-12,GLOBAL CROSSING (UK) TELECOMMS LTD,"£60,890",Telephone Sys -hardware,Business Solutions Division Level,Telephone Rental costs for DFID  AH & PS for period  1 April 2012 - 30 June 2012,200002-117
DFID,DFID,18-May-12,AST CONNECTIONS LIMITED,"£2,104",Data Network -Satellite,Communications Division,,100154-101
DFID,DFID,18-May-12,ELECTROGAZ,£503,Electricity,East and Central Africa,,101628-101
DFID,DFID,18-May-12,Discount City Hotels Ltd,£880,Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,18-May-12,Discount City Hotels Ltd,"£2,100",Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,18-May-12,FCO SERVICES,"£3,446",Office Equipment - Purchases,East and Central Africa,,100211-101
DFID,DFID,18-May-12,Elgon Terrace Hotel Limited,"£1,189",Air fares,East and Central Africa,,101635-101
DFID,DFID,18-May-12,IMC Worldwide Ltd,"£74,970",Technical and Advisory Services,East and Central Africa,,202704-102
DFID,DFID,18-May-12,KATUNI Consult,£529,Technical and Advisory Services,East and Central Africa,,201462-103
DFID,DFID,18-May-12,Prime Solutions Ltd,"£10,465",Technical and Advisory Services,East and Central Africa,,101635-101
DFID,DFID,18-May-12,ADAM SMITH INTERNATIONAL  LTD,"£265,390",Technical and Advisory Services,East and Central Africa,,200329-107
DFID,DFID,18-May-12,D T SMITH,"£4,080",Technical and Advisory Services,East and Central Africa,,200795-106
DFID,DFID,18-May-12,Harmony  Hotel,£567,Training - Travel & Subsistence,East and Central Africa,,101635-101
DFID,DFID,18-May-12,Harmony  Hotel,£709,Training - Travel & Subsistence,East and Central Africa,,101612-101
DFID,DFID,18-May-12,MTB CONSULTING,"£1,689",Recruitment costs,"Human Resources,Security & Facilities Division",,100269-130
DFID,DFID,18-May-12,Pilgrims Group,£638,Training - Course Fees,Internal Audit,,100121-101
DFID,DFID,18-May-12,NATURAL RESOURCES INSTITUTE,"£126,144",Aid Programme - Accountable Grant Payments,International Finance Division,,200400-102
DFID,DFID,18-May-12,Recipient name withheld,£563,Travel - Subsistence,International Finance Division,,100098-101
DFID,DFID,18-May-12,GATEWAY LANGUAGE SERVICES LTD,"£1,173",Training - Course Fees,International Relations Division,,100086-101
DFID,DFID,18-May-12,IBRD HSBC T,"£100,000",Aid Programme - Core contributions,Policy Division,,202870-101
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS,"£831,915",Technical and Advisory Services,Policy Division,,114370-104
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS,"£322,368",Technical and Advisory Services,Policy Division,,114370-105
DFID,DFID,18-May-12,Pilgrims Group,£638,Training - Course Fees,Policy Division,,100275-101
DFID,DFID,18-May-12,PRICEWATERHOUSECOOPERS,"£1,247,872",Technical and Advisory Services,Research and Evidence Division,,200822-101
DFID,DFID,18-May-12,CAB INTERNATIONAL,"£45,396",Technical and Advisory Services,Research and Evidence Division,,112152-101
DFID,DFID,18-May-12,Development Initiatives Poverty Research Ltd,"£40,440",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,,114094-102
DFID,DFID,18-May-12,THE OPEN UNIVERSITY,£874,Training - Course Fees,Security & Humanitarian and Middle East Division,,100307-101
DFID,DFID,18-May-12,HAREWELLE INTERNATIONAL LIMITED,"£11,905",Technical and Advisory Services,West and Southern Africa,,200390-103
DFID,DFID,18-May-12,Cambridge  Education Limited,"£1,106,793",Technical and Advisory Services,West and Southern Africa,,104200-101
DFID,DFID,18-May-12,CHEMONICS,"£5,029",Technical and Advisory Services,West and Southern Africa,,104157-101
DFID,DFID,18-May-12,EFFECTIVE DEVELOPMENT GROUP (EDG),"£73,254",Technical and Advisory Services,West and Southern Africa,,113961-105
DFID,DFID,18-May-12,Centre For Energy Environment and Engineering Zambia Limited,"£9,211",Technical and Advisory Services,West and Southern Africa,,200972-101
DFID,DFID,18-May-12,GRM INTERNATIONAL LTD,"£106,027",Technical and Advisory Services,West and Southern Africa,,113871-128
DFID,DFID,18-May-12,GRM INTERNATIONAL LTD,"£111,646",Technical and Advisory Services,West and Southern Africa,,113871-128
DFID,DFID,18-May-12,Telecomunicacoes de Mocambique,£932,Telephone Usage & services,West and Southern Africa,,101620-101
DFID,DFID,18-May-12,African Security Sector Network (ASSN),"£72,386",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,202897-101
DFID,DFID,18-May-12,Supplier Name withheld,"£15,017",Technical and Advisory Services,Western Asia and Stabilisation Division,,203077-102
DFID,DFID,18-May-12,OXFORD POLICY MANAGEMENT,"£2,125",Technical and Advisory Services,Western Asia and Stabilisation Division,,203029-101
DFID,DFID,18-May-12,Asad Abbas Maken,"£3,359",Technical and Advisory Services,Western Asia and Stabilisation Division,,113484-106
DFID,DFID,18-May-12,Salma Omar,"£7,261",Technical and Advisory Services,Western Asia and Stabilisation Division,,113484-103
DFID,DFID,18-May-12,GRM INTERNATIONAL LTD,"£73,502",Technical and Advisory Services,Western Asia and Stabilisation Division,,110182-101
DFID,DFID,18-May-12,Nicholas Robson,"£1,200",Technical and Advisory Services,Western Asia and Stabilisation Division,,203336-105
DFID,DFID,18-May-12,Glenn Gilbertson,"£1,200",Technical and Advisory Services,Western Asia and Stabilisation Division,,203336-105
DFID,DFID,18-May-12,PMCL,£571,Telephone Usage & services,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,20-May-12,Dhaka Electric Supply Company Ltd,"£1,212",Electricity,"Asia, Caribbean and Overseas Territories",,101603-101
DFID,DFID,21-May-12,Trung tam nghien cuu kinh te va chinh sach,"£9,598",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,109025-104
DFID,DFID,21-May-12,Howladar Yunus and Co.,"£4,947",Auditors Remuneration & Expenses - Cash,"Asia, Caribbean and Overseas Territories",,107448-101
DFID,DFID,21-May-12,A. Qasem & Co.,"£3,044",Auditors Remuneration & Expenses - Cash,"Asia, Caribbean and Overseas Territories",,113976-103
DFID,DFID,21-May-12,Howladar Yunus and Co.,"£4,643",Auditors Remuneration & Expenses - Cash,"Asia, Caribbean and Overseas Territories",,113976-103
DFID,DFID,21-May-12,AGS Four Winds India Private Limited,£568,Furniture & Fittings,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,21-May-12,AGS Four Winds India Private Limited,£591,Furniture & Fittings,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,21-May-12,Recipient name withheld,£686,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,201689-101
DFID,DFID,21-May-12,G4S FACILITY SERVICES (INDIA) PVT. L,"£3,254",Other non-passenger transportation,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,21-May-12,Corporate Travel Provider,£651,Air fares,"Asia, Caribbean and Overseas Territories",,201689-106
DFID,DFID,21-May-12,Corporate Travel Provider,£946,Air fares,"Asia, Caribbean and Overseas Territories",,101605-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,051",Air fares,"Asia, Caribbean and Overseas Territories",,100084-101
DFID,DFID,21-May-12,Corporate Travel Provider,£562,Air fares,"Asia, Caribbean and Overseas Territories",,101603-101
DFID,DFID,21-May-12,Corporate Travel Provider,£946,Air fares,"Asia, Caribbean and Overseas Territories",,101605-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,083",Air fares,"Asia, Caribbean and Overseas Territories",,100084-101
DFID,DFID,21-May-12,Corporate Travel Provider,£690,Air fares,"Asia, Caribbean and Overseas Territories",,101603-101
DFID,DFID,21-May-12,Corporate Travel Provider,£854,Air fares,"Asia, Caribbean and Overseas Territories",,101621-108
DFID,DFID,21-May-12,Corporate Travel Provider,£916,Air fares,"Asia, Caribbean and Overseas Territories",,201652-101
DFID,DFID,21-May-12,Corporate Travel Provider,£690,Air fares,"Asia, Caribbean and Overseas Territories",,101603-101
DFID,DFID,21-May-12,Corporate Travel Provider,£916,Air fares,"Asia, Caribbean and Overseas Territories",,201652-101
DFID,DFID,21-May-12,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£17,510",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114040-101
DFID,DFID,21-May-12,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£26,265",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114040-101
DFID,DFID,21-May-12,ERNST &  YOUNG PRIVATE LTD,"£45,630",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,200599-101
DFID,DFID,21-May-12,PRICEWATERHOUSECOOPERS DEVELOPMENT,"£56,916",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107949-101
DFID,DFID,21-May-12,PRICEWATERHOUSECOOPERS DEVELOPMENT,"£38,715",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107949-101
DFID,DFID,21-May-12,CARE INTERNATIONAL,"£136,080",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114506-101
DFID,DFID,21-May-12,MACRO GRAPHICS PVT. LTD.,£984,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114487-103
DFID,DFID,21-May-12,Crisil Risk and Infrastructure Solutions Limited,"£2,170",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202736-101
DFID,DFID,21-May-12,QUEST SOFTWARE,"£3,807",Computer software maintenance,Business Solutions Division Level,,200002-115
DFID,DFID,21-May-12,LOGICACMG UK LTD.,"£15,083",Computer software maintenance,Business Solutions Division Level,,200002-103
DFID,DFID,21-May-12,VIZADA NETWORKS,"£2,158",Data Network -Satellite,Business Solutions Division Level,,200002-121
DFID,DFID,21-May-12,Corporate Travel Provider,£587,Hotels - Accommodation only,Business Solutions Division Level,,200001-103
DFID,DFID,21-May-12,Corporate Travel Provider,£677,Air fares,Communications Division,,100197-101
DFID,DFID,21-May-12,PR NEWSWIRE EUROPE LIMITED,"£1,108",Technical and Advisory Services,Communications Division,,100197-101
DFID,DFID,21-May-12,EISA,"£170,332",Aid Programme - Accountable Grant Payments,East and Central Africa,,200892-101
DFID,DFID,21-May-12,Corporate Travel Provider,£735,Hotels - Accommodation only,East and Central Africa,,100212-101
DFID,DFID,21-May-12,Bank of Uganda Support,"£200,000",Aid Programme - Other Financial Aid to Government,East and Central Africa,,200464-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,228",Air fares,East and Central Africa,,202586-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,743",Air fares,East and Central Africa,,202586-101
DFID,DFID,21-May-12,Corporate Travel Provider,£667,Air fares,East and Central Africa,,101625-103
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,617",Air fares,East and Central Africa,,101625-104
DFID,DFID,21-May-12,Corporate Travel Provider,£578,Air fares,East and Central Africa,,202610-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,555",Air fares,East and Central Africa,,101625-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,195",Air fares,East and Central Africa,,200239-106
DFID,DFID,21-May-12,Corporate Travel Provider,£639,Air fares,East and Central Africa,,202586-101
DFID,DFID,21-May-12,Corporate Travel Provider,£667,Air fares,East and Central Africa,,101625-105
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,228",Air fares,East and Central Africa,,202586-101
DFID,DFID,21-May-12,CROWN RELOCATIONS  UK,£645,Storage & Distribution costs,East and Central Africa,,101616-101
DFID,DFID,21-May-12,Mukhisa Kituyi,"£25,000",Technical and Advisory Services,East and Central Africa,,200483-101
DFID,DFID,21-May-12,HTSPE LTD,"£14,694",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,21-May-12,Dieter Schelling,"£7,165",Technical and Advisory Services,East and Central Africa,,201295-104
DFID,DFID,21-May-12,HAREWELLE INTERNATIONAL LIMITED,"£3,971",Technical and Advisory Services,East and Central Africa,,202534-103
DFID,DFID,21-May-12, Overseas Development Institute,"£14,503",Technical and Advisory Services,East and Central Africa,,200349-104
DFID,DFID,21-May-12,Paul Watkiss Associates Limited,"£9,705",Technical and Advisory Services,East and Central Africa,,202534-103
DFID,DFID,21-May-12,IDLS Partners Ltd,"£6,120",Technical and Advisory Services,East and Central Africa,,202534-103
DFID,DFID,21-May-12,SARAH VAUGHAN,£744,Technical and Advisory Services,East and Central Africa,,202900-101
DFID,DFID,21-May-12,SARAH VAUGHAN,"£6,200",Technical and Advisory Services,East and Central Africa,,202900-101
DFID,DFID,21-May-12,Cath_Porter,"£2,093",Training Providers/Facilitation Services,East and Central Africa,,101635-101
DFID,DFID,21-May-12,Unit 4,"£2,863",Consultancy Services,Finance and Corporate Performance Division,,100201-101
DFID,DFID,21-May-12,RSM Tenon Limited,"£3,504",Consultancy Services,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£653,Air fares,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£653,Air fares,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£749,Air fares,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£749,Air fares,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£653,Air fares,Internal Audit,,100121-101
DFID,DFID,21-May-12,Pilgrims Group,£802,Training - Course Fees,Internal Audit,,100121-101
DFID,DFID,21-May-12,Corporate Travel Provider,£607,Air fares,International Finance Division,,100120-101
DFID,DFID,21-May-12,Corporate Travel Provider,£729,Air fares,International Finance Division,,100098-101
DFID,DFID,21-May-12,Corporate Travel Provider,£555,Air fares,International Finance Division,,202259-101
DFID,DFID,21-May-12,Corporate Travel Provider,£501,Air fares,International Finance Division,,202259-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,179",Air fares,International Finance Division,,100098-101
DFID,DFID,21-May-12,Corporate Travel Provider,£501,Air fares,International Finance Division,,202259-101
DFID,DFID,21-May-12,Corporate Travel Provider,£717,Air fares,International Finance Division,,100120-101
DFID,DFID,21-May-12,Corporate Travel Provider,£914,Air fares,International Finance Division,,100111-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,634",Air fares,International Finance Division,,100098-101
DFID,DFID,21-May-12,Corporate Travel Provider,£649,Air fares,International Finance Division,,100111-101
DFID,DFID,21-May-12,Corporate Travel Provider,£652,Air fares,International Relations Division,,100086-101
DFID,DFID,21-May-12,Corporate Travel Provider,£764,Air fares,International Relations Division,,100238-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£4,277",Air fares,International Relations Division,,100262-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,182",Air fares,International Relations Division,,100240-102
DFID,DFID,21-May-12,Corporate Travel Provider,£790,Air fares,International Relations Division,,100240-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,162",Air fares,International Relations Division,,100240-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,181",Air fares,International Relations Division,,100240-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,181",Air fares,International Relations Division,,100240-102
DFID,DFID,21-May-12,Recipient name withheld,"£1,088",Hotels - Accommodation only,Policy Division,,100275-101
DFID,DFID,21-May-12,Corporate Travel Provider,£736,Air fares,Policy Division,,100274-108
DFID,DFID,21-May-12,Corporate Travel Provider,£582,Air fares,Policy Division,,201555-103
DFID,DFID,21-May-12,Corporate Travel Provider,£824,Air fares,Policy Division,,100191-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,949",Air fares,Policy Division,,100191-101
DFID,DFID,21-May-12,Corporate Travel Provider,£639,Air fares,Policy Division,,200659-115
DFID,DFID,21-May-12,PATH,"£11,636",Technical and Advisory Services,Policy Division,,202674-101
DFID,DFID,21-May-12,Pilgrims Group,£638,Training Providers/Facilitation Services,Policy Division,,202373-104
DFID,DFID,21-May-12,Corporate Travel Provider,£927,Hotels - Accommodation only,Research and Evidence Division,,100088-101
DFID,DFID,21-May-12,Corporate Travel Provider,£792,Hotels - Accommodation only,Research and Evidence Division,,100088-101
DFID,DFID,21-May-12,Corporate Travel Provider,£860,Hotels - Accommodation only,Research and Evidence Division,,100088-119
DFID,DFID,21-May-12,"TAJ PALACE HOTEL, NEW DELHI",£709,Hotels - Accommodation only,Research and Evidence Division,,202392-109
DFID,DFID,21-May-12,Corporate Travel Provider,£831,Air fares,Research and Evidence Division,,202331-101
DFID,DFID,21-May-12,Corporate Travel Provider,£555,Air fares,Research and Evidence Division,,202392-107
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,110",Air fares,Research and Evidence Division,,202392-103
DFID,DFID,21-May-12,Corporate Travel Provider,£773,Air fares,Research and Evidence Division,,202392-103
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,137",Air fares,Research and Evidence Division,,202392-103
DFID,DFID,21-May-12,Corporate Travel Provider,£790,Air fares,Research and Evidence Division,,100088-101
DFID,DFID,21-May-12,THE IDL GROUP,£780,Technical and Advisory Services,Research and Evidence Division,,201014-102
DFID,DFID,21-May-12,THE IDL GROUP,£780,Technical and Advisory Services,Research and Evidence Division,,201014-102
DFID,DFID,21-May-12,Ian C Davies Conseil Inc,"£1,621",Technical and Advisory Services,Research and Evidence Division,,201014-102
DFID,DFID,21-May-12,Burt Perrin,"£5,425",Technical and Advisory Services,Research and Evidence Division,,203069-103
DFID,DFID,21-May-12,Recipient name withheld,£681,Travel - Subsistence,Research and Evidence Division,,202331-101
