Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Supplies & Services,02 October 2012,NORTHUMBRIAN WATER LIMITED,5663477,Revenue,1EEJ7,Newburn Childrens Centre     E,603.17,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Supplies & Services,17 October 2012,YORKSHIRE PURCHASING ORGANISATION,5674099,Revenue,1EEH1,NBH CC Central Costs         E,375.82,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Supplies & Services,31 October 2012,YORKSHIRE PURCHASING ORGANISATION,5686629,Revenue,1EEK6,Denton Childrens Centre      E,258.82,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Supplies & Services,17 October 2012,YORKSHIRE PURCHASING ORGANISATION,5674094,Revenue,1EEL1,Lemington Childrens Centre   E,330.32,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,05 October 2012,HEALTHWORKS NEWCASTLE,5665216,Revenue,1EEH1,NBH CC Central Costs         E,964.00,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677704,Revenue,1EEH1,NBH CC Central Costs         E,9048.12,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677838,Revenue,1EEH1,NBH CC Central Costs         E,6915.23,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677704,Revenue,1EEJ7,Newburn Childrens Centre     E,5428.87,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677838,Revenue,1EEJ7,Newburn Childrens Centre     E,4149.13,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677704,Revenue,1EEK5,Westerhope Childrens Centre  E,2714.44,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677838,Revenue,1EEK5,Westerhope Childrens Centre  E,2074.57,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677704,Revenue,1EEK6,Denton Childrens Centre      E,7540.10,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677838,Revenue,1EEK6,Denton Childrens Centre      E,5762.69,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677704,Revenue,1EEL1,Lemington Childrens Centre   E,5428.87,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,15 October 2012,NCLE ACTION FOR PARENT & TODDLER GROUPS,5677838,Revenue,1EEL1,Lemington Childrens Centre   E,4149.13,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start      ,Supplies & Services,04 October 2012,SURE START - NEWBIGGIN HALL,5667227,Revenue,1EEH1,NBH CC Central Costs         E,320.27,,,,,,,,,,,,,,,
Children's Services,Educ Newbiggin S/Start      ,Supplies & Services,04 October 2012,SURE START - NEWBIGGIN HALL,5667356,Revenue,1EEH1,NBH CC Central Costs         E,320.27,,,,,,,,,,,,,,,
Children's Services,Educ North Moor Sure S     ,Supplies & Services,19 October 2012,TTS GROUP LTD,5669174,Revenue,1EED1,North Moor CC Central Costs  E,340.50,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,25 October 2012,CATCH22,5681723,Revenue,1EM10,Youth Offending Team         E,25000.00,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,11 October 2012,CHILDREN-NORTH EAST,5608461,Revenue,1MD87,EIG - Health Projects        E,7561.50,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,16 October 2012,CHILDREN-NORTH EAST,5608460,Revenue,1MF27,EIG - Family & Parent SupportE,11531.75,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,16 October 2012,CHILDREN-NORTH EAST,5608995,Revenue,1MF27,EIG - Family & Parent SupportE,22303.00,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,22 October 2012,DEPAUL TRUST,5681892,Revenue,1MF03,Supported Lodgings LC        E,17121.50,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,19 October 2012,EDU-LAB,5679160,Revenue,1E217,Learning Development Imp TeamE,347.50,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,24 October 2012,NEWCASTLE PROPS,5688510,Revenue,1MB22,Initial Response Service     E,17473.50,,,,,,,,,,,,,,,
Children's Services,Educ Perf Mon              ,Supplies & Services,19 October 2012,THE CHILDREN'S SOCIETY,5660775,Revenue,1E848,I&TS EIG PAYP                E,10089.50,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Employees,17 October 2012,ELKLAN,5676347,Revenue,1E655,Language Impairment Team     E,255.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,31 October 2012,HUMANWARE EUROPE LTD,5681995,Revenue,1E245,Visually Impaired Service    E,1720.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,31 October 2012,RANDSTAD EDUCATION PLC,5689129,Revenue,1E245,Visually Impaired Service    E,343.40,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,24 October 2012,RANDSTAD EDUCATION PLC,5677104,Revenue,1E245,Visually Impaired Service    E,450.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,17 October 2012,RANDSTAD EDUCATION PLC,5674118,Revenue,1E245,Visually Impaired Service    E,450.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,17 October 2012,RANDSTAD EDUCATION PLC,5675682,Revenue,1E245,Visually Impaired Service    E,450.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,17 October 2012,RANDSTAD EDUCATION PLC,5680368,Revenue,1E245,Visually Impaired Service    E,294.92,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,17 October 2012,RANDSTAD EDUCATION PLC,5680631,Revenue,1E245,Visually Impaired Service    E,565.00,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,10 October 2012,RANDSTAD EDUCATION PLC,5674207,Revenue,1E245,Visually Impaired Service    E,565.60,,,,,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,17 October 2012,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,5680889,Revenue,1E245,Visually Impaired Service    E,8873.20,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Premises,24 October 2012,DISABILITY NORTH,5688504,Revenue,1E302,Parent Partnership Service   E,817.50,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Supplies & Services,24 October 2012,DISABILITY NORTH,5688504,Revenue,1E302,Parent Partnership Service   E,59.41,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,10 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5674313,Revenue,1E226,Contingency                  E,27436.50,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,10 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5636583,Revenue,1E655,Language Impairment Team     E,5833.75,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,10 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5674312,Revenue,1E655,Language Impairment Team     E,5833.75,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,12 October 2012,NORTH TYNESIDE COUNCIL,5660931,Revenue,1E211,Olea-Extra District RecoupmenE,2569.16,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,24 October 2012,NORTHUMBERLAND COUNTY COUNCIL,5673497,Revenue,1E211,Olea-Extra District RecoupmenE,3082.98,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,03 October 2012,NORTHUMBERLAND COUNTY COUNCIL,5648278,Revenue,1E211,Olea-Extra District RecoupmenE,2727.49,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,03 October 2012,NORTHUMBERLAND COUNTY COUNCIL,5648279,Revenue,1E211,Olea-Extra District RecoupmenE,20552.89,,,,,,,,,,,,,,,
Children's Services,Educ Special Needs         ,Third Party Payments,19 October 2012,TYNE & WEAR AUTISTIC SOCIETY,5680888,Revenue,1MD66,CWD Care Packages            E,1208.33,,,,,,,,,,,,,,,
Children's Services,Educ Willow Ave            ,Premises,05 October 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5668064,Revenue,1E465,Willow Avenue Community C C PE,264.56,,,,,,,,,,,,,,,
Children's Services,Educ Willow Ave            ,Premises,04 October 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5621118,Revenue,1E465,Willow Avenue Community C C PE,264.56,,,,,,,,,,,,,,,
Children's Services,Educ Willow Ave            ,Supplies & Services,16 October 2012,PEELINGS & PIPS,5671930,Revenue,1E465,Willow Avenue Community C C PE,374.10,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Employees,25 October 2012,TRINITY OUTREACH,5690109,Revenue,1E756,Oakfield Solutions(LSC)      E,248.95,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,01 October 2012,BARNARDOS TEENAGE PREG SUPPORT TEAM,5663011,Revenue,1MD65,Teenage Pregnancies          E,47848.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,19 October 2012,KW & M DIXON,5683030,Revenue,1MN20,Asy Seekers Families         E,450.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,17 October 2012,KW & M DIXON,5680864,Revenue,1MN20,Asy Seekers Families         E,450.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,31 October 2012,NEOPOST-CREDIFON ACCOUNTS,5694617,Revenue,1MR17,Sheriff Leas LAC Office      E,800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,03 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5666053,Revenue,1MB09,Assessment (Children)        E,12264.99,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,29 October 2012,Redacted Personal Data,5538869,Revenue,1MN20,Asy Seekers Families         E,602.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,16 October 2012,STREETWISE,5679948,Revenue,1E318,Performance Policy & Info    E,106000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Supplies & Services,25 October 2012,TRINITY OUTREACH,5690109,Revenue,1E756,Oakfield Solutions(LSC)      E,140.82,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Support Services,09 October 2012,E & D NEAL,5671746,Revenue,1E228,Teaching Support For SEN PupiE,9740.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Support Services,04 October 2012,Redacted Personal Data,5666687,Revenue,1E228,Teaching Support For SEN PupiE,2000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,A WILDERNESS WAY,5683191,Revenue,1MC02,IND Sector Placements        E,3500.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,01 October 2012,A WILDERNESS WAY,5662024,Revenue,1MC02,IND Sector Placements        E,3500.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,26 October 2012,A WILDERNESS WAY,5691076,Revenue,1MC02,IND Sector Placements        E,3500.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,12 October 2012,A WILDERNESS WAY,5673874,Revenue,1MC02,IND Sector Placements        E,3500.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,CARE AFLOAT,5684999,Revenue,1MC02,IND Sector Placements        E,19485.67,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,08 October 2012,CONTINUUM GROUP,5668864,Revenue,1MC02,IND Sector Placements        E,16928.70,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,08 October 2012,CONTINUUM GROUP,5668865,Revenue,1MC02,IND Sector Placements        E,14107.25,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,CONTINUUM GROUP,5678407,Revenue,1MC02,IND Sector Placements        E,14171.34,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,CONTINUUM GROUP,5682971,Revenue,1MC02,IND Sector Placements        E,14614.33,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,CONTINUUM GROUP,5682972,Revenue,1MC02,IND Sector Placements        E,8957.17,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,10 October 2012,CONTINUUM GROUP,5673875,Revenue,1MC02,IND Sector Placements        E,17492.99,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,10 October 2012,CONTINUUM GROUP,5673876,Revenue,1MC02,IND Sector Placements        E,14614.33,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,10 October 2012,CONTINUUM GROUP,5673878,Revenue,1MC02,IND Sector Placements        E,15500.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,10 October 2012,CONTINUUM GROUP,5673879,Revenue,1MC02,IND Sector Placements        E,14614.33,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,10 October 2012,CONTINUUM GROUP,5673877,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,14614.33,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,CONTINUUM GROUP,5684431,Revenue,1MF01,16+ Team (YP)                E,2197.82,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,05 October 2012,EVOLUTION CHILDRENS SERVICES LTD,5667909,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,05 October 2012,EVOLUTION CHILDRENS SERVICES LTD,5667910,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,05 October 2012,EVOLUTION CHILDRENS SERVICES LTD,5667911,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,05 October 2012,EVOLUTION CHILDRENS SERVICES LTD,5667912,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,05 October 2012,EVOLUTION CHILDRENS SERVICES LTD,5667913,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,FIVE RIVERS CHILD CARE LTD,5678341,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,15000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,01 October 2012,FOSTER CARE ASSOCIATES,5662025,Revenue,1MC22,IND Sector Foster Carer CostsE,565.80,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,FOSTER CARE ASSOCIATES,5684816,Revenue,1MC22,IND Sector Foster Carer CostsE,439.58,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,FOSTER CARE ASSOCIATES,5684819,Revenue,1MC22,IND Sector Foster Carer CostsE,538.29,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,04 October 2012,IDEAL FOSTERING,5660106,Revenue,1MC22,IND Sector Foster Carer CostsE,4200.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,04 October 2012,IDEAL FOSTERING,5660109,Revenue,1MC22,IND Sector Foster Carer CostsE,4400.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,NATIONAL FOSTERING AGENCY,5678408,Revenue,1MC22,IND Sector Foster Carer CostsE,3000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,NATIONAL FOSTERING AGENCY,5678409,Revenue,1MC22,IND Sector Foster Carer CostsE,3000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,NATIONAL FOSTERING AGENCY,5678410,Revenue,1MC22,IND Sector Foster Carer CostsE,3128.70,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,NATIONAL FOSTERING AGENCY,5678411,Revenue,1MC22,IND Sector Foster Carer CostsE,3128.70,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,NEW HORIZONS CHILDCARE LTD,5683192,Revenue,1MC02,IND Sector Placements        E,3200.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,08 October 2012,OUTDOOR CARE LTD,5668862,Revenue,1MC02,IND Sector Placements        E,3920.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,08 October 2012,OUTDOOR CARE LTD,5668863,Revenue,1MC02,IND Sector Placements        E,3920.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,OUTDOOR CARE LTD,5682973,Revenue,1MC02,IND Sector Placements        E,3920.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,31 October 2012,OUTDOOR CARE LTD,5694142,Revenue,1MC02,IND Sector Placements        E,3920.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,31 October 2012,OUTDOOR CARE LTD,5694143,Revenue,1MC02,IND Sector Placements        E,3920.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,26 October 2012,PEAR TREE PROJECTS LTD,5669924,Revenue,1MC02,IND Sector Placements        E,135069.81,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,26 October 2012,PEAR TREE PROJECTS LTD,5669924,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,39335.52,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,QUALITY TIME CARE LTD,5682970,Revenue,1MC02,IND Sector Placements        E,2000.04,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,QUALITY TIME CARE LTD,5682975,Revenue,1MC02,IND Sector Placements        E,11071.34,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,QUALITY TIME CARE LTD,5678406,Revenue,1MC02,IND Sector Placements        E,11071.34,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,RADICAL SERVICES LTD,5682974,Revenue,1MC02,IND Sector Placements        E,14171.43,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,03 October 2012,Redacted Personal Data,5385820,Revenue,1MD62,Section 17 LAC               E,604.30,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,RIGHT TRAK LTD,5678342,Revenue,1MC02,IND Sector Placements        E,9600.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,RIGHT TRAK LTD,5678343,Revenue,1MC02,IND Sector Placements        E,9600.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,RIGHT TRAK LTD,5678344,Revenue,1MC02,IND Sector Placements        E,9600.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,RIGHT TRAK LTD,5678345,Revenue,1MC02,IND Sector Placements        E,12000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,ST CUTHBERTS CARE,5678404,Revenue,1MC02,IND Sector Placements        E,11142.86,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,15 October 2012,ST CUTHBERTS CARE,5678405,Revenue,1MC02,IND Sector Placements        E,9214.29,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,ST OSWALDS HOSPICE LTD,5685000,Revenue,1MD66,CWD Care Packages            E,6061.20,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,31 October 2012,THE HUNTERCOMBE GROUP,5694144,Revenue,1MC02,IND Sector Placements        E,11875.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,22 October 2012,WHINFELL SCHOOL LTD,5684222,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,60380.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,12 October 2012,WHITEHORSE LODGE LTD,5660847,Revenue,1MC02,IND Sector Placements        E,10800.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,17 October 2012,WHITEHORSE LODGE LTD,5660846,Revenue,1MC02,IND Sector Placements        E,11000.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,19 October 2012,WITHERSLACK GROUP,5683445,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,52257.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,12 October 2012,WITHERSLACK HALL SCHOOL,5676585,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,70609.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,02 October 2012,YOUNG FOUNDATIONS,5647421,Revenue,1MC02,IND Sector Placements        E,13950.00,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,02 October 2012,YOUNG FOUNDATIONS,5647426,Revenue,1MC02,IND Sector Placements        E,15610.71,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Third Party Payments,02 October 2012,YOUNG FOUNDATIONS,5661040,Revenue,1MC02,IND Sector Placements        E,15610.71,,,,,,,,,,,,,,,
Children's Services,EDUCATION                              ,Transfer Payments,22 October 2012,Redacted Personal Data,5684628,Revenue,1E212,Transport Special            E,6539.16,,,,,,,,,,,,,,,
Children's Services,Exchequer Accounts Payable             ,Capital Expenditure,05 October 2012,TFH SPECIAL NEEDS,5668085,Capital,2ECQA,Quality Access Young ChildrenE,300.18,,,,,,,,,,,,,,,
Children's Services,Exchequer Accounts Payable             ,Supplies & Services,10 October 2012,VISION FOR EDUCATION LTD,5674284,Revenue,1E254,Linhope PRU                  E,880.00,,,,,,,,,,,,,,,
Children's Services,Exchequer Payroll                      ,Supplies & Services,01 October 2012,CAPITA EDUCATION RESOURCING,5662362,Revenue,1E31P,General Admin Pool Children SE,320.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Employees,17 October 2012,FANE LTD,5680364,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,345.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Premises,31 October 2012,OCS GROUP UK LTD T/A CANNON,5687280,Revenue,1EEK1,Fenham Childrens Centre      E,270.05,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,BARNARDOS NURSERY,5663580,Revenue,1EEP5,2Yr Old Learning & Childcare E,2526.15,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,BONACIA LTD,5669014,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,329.67,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,23 October 2012,CHILL OUT TIME CHILDCARE,5686525,Revenue,1EEP5,2Yr Old Learning & Childcare E,436.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,CHOICE CHILDCARE LTD,5680002,Revenue,1EEP5,2Yr Old Learning & Childcare E,1455.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,CJ ASSOCIATES,5679214,Revenue,1E45H,Training - C/Care            E,700.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,CJ ASSOCIATES,5680237,Revenue,1E45H,Training - C/Care            E,700.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,CROCODILE MOBILE CRECHE,5680361,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,1687.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,CROCODILE MOBILE CRECHE,5680362,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,2250.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,CROCODILE MOBILE CRECHE,5680363,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,360.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,CRUDDAS PARK EARLY YEARS CENTRE,5669481,Revenue,1EEP5,2Yr Old Learning & Childcare E,436.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,16 October 2012,CRUDDAS PARK EARLY YEARS CENTRE,5679056,Revenue,1EEP5,2Yr Old Learning & Childcare E,800.25,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,24 October 2012,CULVERDENE DAY NURSERY,5689120,Revenue,1EEP5,2Yr Old Learning & Childcare E,485.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,10 October 2012,ENHANCE TRAINING LTD,5674108,Revenue,1E45H,Training - C/Care            E,699.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,09 October 2012,FANE LTD,5671532,Revenue,1E45H,Training - C/Care            E,700.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,FAWDON COMMUNITY PLAYGROUP,5663579,Revenue,1EEP5,2Yr Old Learning & Childcare E,291.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,FIRST RESPONSE TRAINING,5682613,Revenue,1E45H,Training - C/Care            E,391.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,FIRST RESPONSE TRAINING,5682748,Revenue,1E45H,Training - C/Care            E,362.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,FOOTSTEPS INTO ASHFIELD,5663581,Revenue,1EEP5,2Yr Old Learning & Childcare E,848.75,,,,,,,,,,,,,,,
