Table 1.1,,,,,,,,,,,,,,,,,
"A2. How many employees does your business currently employ across all sites, excluding owners and partners?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
Financial advice/info on where to get finance,12%,11%,19%,19%,5%,27%,8%,16%,10%,14%,23%,9%,12%,22%,13%,10%
Legal advice,9%,8%,9%,13%,1%,1%,6%,18%,7%,14%,8%,9%,9%,3%,12%,8%
Regulations,8%,8%,8%,9%,1%,5%,10%,8%,11%,9%,5%,9%,8%,13%,11%,6%
Employment law/redundancies,8%,5%,21%,11%,3%,4%,7%,10%,12%,11%,8%,7%,8%,0%,10%,8%
Marketing/advertising,7%,7%,7%,2%,10%,13%,7%,3%,7%,4%,8%,7%,7%,9%,14%,3%
Training/skills needs,3%,3%,6%,12%,5%,0%,1%,7%,2%,5%,3%,4%,3%,0%,5%,3%
E-commerce/technology,2%,2%,3%,7%,8%,0%,1%,4%,0%,3%,5%,1%,2%,0%,4%,2%
Health and Safety,2%,1%,10%,2%,4%,3%,1%,2%,4%,3%,4%,2%,2%,1%,3%,2%
Moving/extending premises,1%,1%,4%,2%,*%,0%,3%,0%,2%,1%,3%,1%,1%,2%,0%,2%
Mergers/acquisitions,1%,1%,1%,7%,0%,1%,*%,3%,0%,2%,3%,*%,1%,0%,2%,1%
Government grants available,1%,*%,1%,4%,*%,0%,*%,1%,1%,1%,*%,1%,1%,4%,*%,*%
Quality control,*%,0%,1%,3%,0%,0%,1%,0%,1%,*%,*%,*%,*%,0%,*%,*%
Exporting,*%,0%,1%,2%,1%,1%,0%,0%,0%,0%,0%,*%,*%,0%,0%,*%
Other,7%,7%,7%,10%,12%,10%,4%,5%,13%,7%,9%,7%,7%,2%,13%,6%
Don't know,4%,4%,2%,0%,0%,6%,6%,4%,0%,3%,4%,3%,4%,7%,5%,2%
Table 3.5,,,,,,,,,,,,,,,,
C5. How satisfied or dissatisfied were you with the information or advice you found?,,,,,,,,,,,,,,,,
Base: Where have sought business information or advice,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,0-3 years,4-10 years,10+ years
Unweighted Bases,240,94,93,53,41,24,59,64,52,116,86,154,240,16,53,171
Weighted Bases,209,169,33,7,29,25,65,64,27,91,49,161,209,20,59,130
Very satisfied (2),54%,54%,59%,35%,63%,50%,58%,58%,33%,50%,40%,59%,54%,57%,54%,54%
Fairly satisfied (1),30%,29%,34%,41%,23%,31%,28%,31%,41%,34%,36%,29%,30%,23%,36%,29%
Neither satisfied nor dissatisfied (0),5%,6%,3%,9%,1%,12%,7%,1%,12%,4%,10%,4%,5%,13%,1%,6%
Fairly dissatisfied (-1),5%,6%,2%,4%,12%,0%,5%,3%,7%,4%,2%,6%,5%,0%,3%,7%
Very dissatisfied (-2),2%,2%,1%,8%,1%,1%,3%,2%,2%,2%,8%,*%,2%,0%,5%,1%
Don't know,3%,3%,0%,4%,0%,6%,*%,5%,3%,5%,3%,3%,3%,7%,1%,3%
Summary: Satisfied,85%,84%,93%,76%,86%,81%,86%,89%,75%,85%,76%,87%,85%,80%,90%,83%
Summary: Dissatisfied,7%,8%,4%,11%,13%,1%,8%,5%,10%,7%,11%,6%,7%,0%,8%,8%
Base for stats,204,164,33,6,29,23,65,60,26,87,47,156,204,18,59,127
Mean,1.34,1.33,1.47,0.96,1.35,1.39,1.34,1.47,0.99,1.32,1.01,1.44,1.34,1.48,1.33,1.32
Standard error,0.06,0.1,0.08,0.17,0.17,0.16,0.13,0.11,0.14,0.09,0.13,0.07,0.06,0.19,0.14,0.07
Table 3.6,,,,,,,,,,,,,,,,
"C6. When you look for business information or advice, do you use the internet to identify potential providers?",,,,,,,,,,,,,,,,
Base: Where have sought business information or advice,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,0-3 years,4-10 years,10+ years
Unweighted Bases,240,94,93,53,41,24,59,64,52,116,86,154,240,16,53,171
Weighted Bases,209,169,33,7,29,25,65,64,27,91,49,161,209,20,59,130,
Yes,65%,65%,67%,48%,77%,57%,60%,63%,79%,68%,65%,65%,65%,47%,71%,65%,
No,35%,35%,33%,48%,23%,43%,40%,37%,21%,32%,35%,35%,35%,53%,29%,35%,
Don't know,*%,0%,0%,4%,*%,0%,*%,0%,0%,0%,*%,*%,*%,0%,0%,*%,
Table 3.7,,,,,,,,,,,,,,,,,
C7. In which areas do you think you will need business information or advice on over the next year?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Financial advice/info for the general running of the business,11%,11%,11%,11%,14%,7%,11%,12%,9%,11%,23%,9%,22%,4%,4%,17%,10%
Financial advice/info on where to get finance,6%,6%,5%,6%,7%,12%,4%,7%,3%,6%,15%,5%,9%,4%,8%,8%,5%
Tax/national insurance law and payments,6%,6%,6%,9%,7%,2%,6%,8%,4%,7%,4%,7%,9%,4%,10%,8%,5%
Business growth,6%,6%,4%,3%,1%,7%,9%,4%,8%,5%,10%,5%,8%,4%,4%,8%,6%
Marketing/advertising,6%,6%,5%,5%,6%,0%,6%,6%,9%,7%,8%,5%,11%,2%,10%,9%,4%
E-commerce/technology,5%,6%,3%,0%,12%,3%,4%,4%,9%,5%,9%,5%,7%,4%,5%,5%,6%
Employment law/redundancies,5%,4%,10%,12%,2%,1%,4%,8%,5%,7%,4%,5%,8%,2%,5%,4%,5%
Business plan/strategy,4%,4%,4%,5%,*%,2%,7%,2%,3%,3%,6%,3%,6%,2%,0%,5%,4%
Legal advice,3%,3%,1%,8%,5%,0%,*%,4%,7%,5%,4%,3%,5%,2%,0%,5%,2%
Regulations,3%,2%,7%,7%,4%,0%,4%,2%,3%,2%,3%,3%,5%,1%,1%,3%,3%
Human Resources / staffing issues,2%,2%,2%,1%,0%,1%,1%,3%,*%,2%,1%,2%,4%,0%,5%,2%,1%
Government grants available,2%,2%,1%,0%,4%,0%,1%,2%,1%,1%,5%,1%,1%,2%,3%,2%,1%
Moving/extending premises,1%,1%,1%,2%,0%,0%,4%,0%,1%,*%,2%,1%,2%,1%,4%,3%,1%
Training/skills needs,1%,1%,3%,1%,1%,*%,1%,3%,0%,2%,*%,1%,1%,1%,3%,3%,*%
Mergers/acquisitions,1%,1%,*%,2%,0%,0%,0%,2%,3%,2%,4%,*%,2%,*%,2%,1%,1%
Health and Safety,1%,*%,3%,2%,1%,2%,*%,1%,0%,*%,0%,1%,1%,*%,0%,1%,1%
Quality control,1%,1%,*%,0%,0%,0%,2%,0%,0%,0%,3%,*%,1%,0%,0%,2%,*%
Exporting,*%,0%,1%,2%,1%,*%,*%,0%,0%,0%,1%,*%,1%,0%,1%,0%,*%
Other,4%,4%,3%,8%,3%,*%,6%,2%,10%,5%,4%,4%,6%,3%,7%,6%,3%
No business information or advice will be needed,47%,47%,46%,40%,47%,55%,47%,47%,38%,44%,33%,49%,23%,63%,43%,38%,51%
Don't know,8%,9%,5%,6%,5%,10%,8%,10%,4%,8%,7%,8%,9%,8%,3%,9%,9%
Table 3.8,,,,,,,,,,,,,,,,,
C8. Are you aware of the GOV.UK website?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,84%,84%,85%,92%,79%,76%,82%,91%,88%,90%,89%,84%,85%,84%,90%,86%,84%
No,15%,15%,15%,8%,21%,19%,18%,9%,9%,9%,11%,15%,15%,15%,10%,12%,16%
Don't know,1%,1%,0%,0%,0%,5%,0%,0%,3%,1%,0%,1%,0%,2%,0%,2%,1%
Table 3.9,,,,,,,,,,,,,,,,,
C9. And are you aware of the tools and guidance for businesses section on the GOV.UK website?,,,,,,,,,,,,,,,,,
Base: Where aware of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,437,184,165,88,68,34,114,119,102,221,118,319,211,226,28,90,317
Weighted Bases,429,355,63,11,48,48,134,140,60,199,68,361,179,250,39,107,280
Yes,65%,66%,61%,56%,68%,80%,62%,61%,68%,63%,61%,66%,63%,67%,53%,69%,65%
No,35%,34%,38%,42%,31%,20%,38%,39%,32%,37%,38%,34%,37%,33%,47%,31%,35%
Don't know,*%,0%,1%,3%,1%,1%,*%,0%,*%,*%,1%,*%,*%,*%,0%,*%,*%
Table 3.10,,,,,,,,,,,,,,,,,
C10. Were you aware that the business section on the GOV.UK website has replaced businesslink.gov.uk?,,,,,,,,,,,,,,,,,
Base: Where aware of business section of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,265,119,96,50,38,23,67,72,65,137,65,200,128,137,15,58,190
Weighted Bases,279,235,38,6,33,38,83,85,41,126,42,238,113,166,21,74,183
Yes,44%,43%,46%,67%,42%,45%,46%,41%,45%,42%,43%,44%,39%,46%,47%,37%,46%
No,56%,57%,54%,33%,58%,55%,54%,59%,55%,58%,57%,56%,61%,54%,53%,63%,54%
Table 3.11,,,,,,,,,,,,,,,,,
"C11. How, or from whom or where, did you first find out about the business section of GOV.UK?",,,,,,,,,,,,,,,,,
Base: Where aware of business section of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,265,119,96,50,38,23,67,72,65,137,65,200,128,137,15,58,190
Weighted Bases,279,235,38,6,33,38,83,85,41,126,42,238,113,166,21,74,183
Research on internet (inc search engines),25%,24%,33%,21%,19%,14%,29%,33%,13%,27%,29%,24%,27%,23%,36%,26%,24%
GOV.UK (visited it for other purposes),12%,13%,6%,17%,17%,0%,12%,12%,22%,15%,18%,12%,10%,14%,1%,9%,15%
Accountant,8%,9%,5%,2%,5%,30%,2%,0%,20%,7%,2%,9%,10%,7%,22%,3%,9%
Friends/ work colleagues,7%,7%,8%,10%,*%,4%,10%,7%,10%,8%,5%,7%,7%,7%,9%,10%,6%
Businesslink.gov.uk website,6%,6%,7%,8%,2%,8%,4%,10%,5%,8%,11%,5%,9%,4%,13%,5%,6%
Business networking organisation,3%,3%,1%,2%,9%,0%,3%,2%,*%,2%,0%,3%,6%,*%,0%,3%,3%
By chance / just came across it,2%,2%,5%,0%,4%,0%,1%,4%,0%,3%,2%,2%,0%,4%,0%,4%,2%
Business Link contact,2%,2%,1%,3%,9%,*%,*%,3%,1%,2%,7%,1%,1%,3%,0%,4%,2%
HMRC website,2%,1%,7%,0%,0%,0%,2%,3%,2%,3%,1%,2%,1%,3%,0%,0%,3%
From doing a survey,2%,2%,2%,0%,11%,0%,1%,*%,0%,*%,2%,1%,1%,2%,0%,1%,2%
Direct marketing information,2%,1%,3%,2%,0%,2%,4%,*%,*%,*%,*%,2%,*%,2%,0%,0%,2%
Federation of Small Businesses (FSB),1%,1%,3%,0%,6%,1%,*%,0%,1%,*%,2%,1%,1%,1%,0%,*%,1%
Local Enterprise Partnership (LEP),1%,1%,0%,0%,9%,0%,0%,0%,0%,0%,0%,1%,0%,2%,0%,4%,0%
Business representation organisation,1%,1%,1%,0%,1%,0%,0%,3%,0%,2%,0%,1%,*%,1%,0%,0%,1%
Business Link helpline,1%,*%,3%,4%,0%,*%,0%,1%,3%,2%,3%,*%,*%,1%,0%,2%,*%
Bank,1%,1%,0%,0%,0%,0%,0%,0%,5%,2%,0%,1%,2%,0%,0%,3%,0%
"Professional body (e.g. accounting, marketing, personnel consultants)",*%,0%,1%,4%,1%,0%,0%,*%,0%,*%,*%,*%,*%,*%,0%,*%,*%
Solicitor/lawyer,*%,0%,1%,0%,0%,0%,0%,0%,1%,*%,0%,*%,*%,0%,0%,0%,*%
Chambers of Commerce,*%,0%,1%,0%,1%,0%,0%,0%,0%,0%,0%,*%,*%,0%,0%,*%,0%
Other,12%,13%,3%,18%,4%,22%,12%,11%,11%,11%,12%,12%,11%,13%,6%,18%,10%
Don't know,14%,14%,12%,15%,3%,17%,20%,11%,13%,11%,6%,15%,16%,12%,14%,9%,15%
Table 3.12,,,,,,,,,,,,,,,,,
C12. Have you ever visited the business section on the GOV.UK website?,,,,,,,,,,,,,,,,,
Base: Where aware of business section of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,265,119,96,50,38,23,67,72,65,137,65,200,128,137,15,58,190
Weighted Bases,279,235,38,6,33,38,83,85,41,126,42,238,113,166,21,74,183
Yes,59%,58%,62%,64%,67%,47%,59%,65%,50%,60%,64%,58%,60%,58%,66%,65%,55%
No,41%,41%,38%,33%,33%,53%,40%,33%,50%,39%,36%,41%,38%,42%,34%,35%,44%
Don't know,1%,*%,1%,3%,0%,0%,*%,1%,*%,1%,*%,1%,1%,0%,0%,0%,1%
Table 3.13,,,,,,,,,,,,,,,,,
C13. When did you last visited the business section on the GOV.UK website?,,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,160,70,59,31,27,12,38,47,36,83,38,122,80,80,11,33,114
Weighted Bases,165,137,23,4,22,18,49,56,20,76,27,138,68,96,14,48,101
Since 1st January 2013,32%,30%,43%,35%,18%,38%,33%,36%,31%,34%,28%,33%,37%,28%,26%,21%,37%
October to December 2012,21%,19%,32%,26%,25%,28%,23%,8%,41%,17%,33%,19%,25%,19%,23%,19%,22%
Before October 2012,43%,46%,24%,34%,44%,25%,44%,53%,26%,45%,39%,43%,34%,49%,40%,54%,39%
Don't know,4%,5%,1%,5%,14%,8%,0%,3%,2%,3%,1%,5%,4%,4%,11%,6%,2%
Table 3.14,,,,,,,,,,,,,,,,,
"C14. Since October 2012, have you visited the tools and guidance for business section on GOV.UK to look for specific information?",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,103,39,43,21,16,10,26,26,25,51,26,77,56,47,8,17,76
Weighted Bases,94,74,18,3,12,13,28,26,15,41,16,78,45,49,8,22,62
Yes,41%,39%,49%,38%,37%,51%,52%,31%,29%,31%,27%,43%,47%,35%,41%,40%,42%
No,56%,58%,50%,54%,63%,49%,47%,59%,70%,63%,70%,54%,52%,60%,59%,60%,53%
Don't know,3%,3%,1%,9%,0%,0%,1%,10%,1%,6%,3%,3%,1%,5%,0%,0%,4%
Table 3.15,,,,,,,,,,,,,,,,,
"C15. On the occasions you visited the business section of GOV.UK, did you find the specific information that you were looking for?",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012 for specific information,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,42,14,20,8,6,7,11,9,9,18,6,36,25,17,3,9,30
Weighted Bases,38,29,9,1,5,7,14,8,4,13,4,34,21,17,3,9,26
Always,68%,76%,49%,35%,90%,62%,65%,64%,74%,68%,59%,70%,76%,59%,90%,38%,76%
Sometimes,30%,24%,44%,51%,10%,38%,31%,36%,22%,31%,41%,28%,23%,37%,10%,55%,24%
Never,2%,0%,7%,0%,0%,0%,4%,0%,0%,0%,0%,2%,0%,4%,0%,7%,0%
Don't know,*%,0%,0%,14%,0%,0%,0%,0%,3%,1%,0%,*%,1%,0%,0%,0%,1%
Table 3.16,,,,,,,,,,,,,,,,,
C16. How did you look for this specific information?,,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012 for specific information,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,42,14,20,8,6,7,11,9,9,18,6,36,25,17,3,9,30
Weighted Bases,38,29,9,1,5,7,14,8,4,13,4,34,21,17,3,9,26
Via the search option within GOV.UK,43%,39%,53%,89%,29%,87%,49%,7%,42%,19%,15%,47%,56%,28%,90%,16%,47%
By browsing through the links,15%,18%,10%,0%,62%,8%,16%,0%,7%,3%,0%,17%,24%,5%,0%,25%,14%
Both of these methods,34%,35%,33%,0%,9%,0%,36%,64%,51%,59%,33%,34%,7%,67%,10%,32%,38%
Other,7%,8%,4%,11%,0%,5%,0%,29%,0%,19%,52%,1%,13%,0%,0%,27%,1%
Table 3.17,,,,,,,,,,,,,,,,,
"C17. Generally, how easy was it to find the specific information you were looking for?",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012 and found specific information,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,40,14,19,7,6,7,10,9,8,17,6,34,24,16,3,8,29
Weighted Bases,38,29,8,1,5,7,14,8,4,13,4,33,21,17,3,8,26
Very easy (2),30%,33%,20%,0%,9%,22%,63%,4%,5%,5%,5%,33%,33%,25%,90%,4%,30%
Fairly easy (1),64%,67%,56%,66%,88%,70%,32%,92%,80%,88%,95%,60%,60%,70%,10%,88%,64%
Not very easy (-1),6%,0%,23%,34%,2%,8%,5%,3%,15%,7%,0%,7%,7%,4%,0%,8%,6%
Summary: Easy,94%,100%,77%,66%,98%,92%,95%,97%,85%,93%,100%,93%,93%,96%,100%,92%,94%
Summary: Not easy,6%,0%,23%,34%,2%,8%,5%,3%,15%,7%,0%,7%,7%,4%,0%,8%,6%
Base for stats,38,29,8,1,5,7,14,8,4,13,4,33,21,17,3,8,26
Mean,1.18,1.33,0.73,0.32,1.05,1.06,1.54,0.98,0.74,0.9,1.05,1.2,1.19,1.17,1.9,0.89,1.18
Standard error,0.11,0.13,0.25,-,0.2,0.3,0.24,0.15,0.31,0.15,0.1,0.13,0.16,0.16,0.2,0.22,0.14
Table 3.18,,,,,,,,,,,,,,,,,
"C18. Generally, what did you think of the content and usefulness of the information you found? Was it...",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012 and found specific information,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,40,14,19,7,6,7,10,9,8,17,6,34,24,16,3,8,29
Weighted Bases,38,29,8,1,5,7,14,8,4,13,4,33,21,17,3,8,26
Very useful (2),43%,48%,26%,25%,19%,22%,63%,37%,47%,40%,0%,49%,35%,52%,90%,4%,49%
Fairly useful (1),56%,52%,70%,75%,81%,78%,37%,63%,45%,57%,100%,50%,63%,48%,10%,96%,50%
Not very useful (-1),1%,0%,4%,0%,0%,0%,0%,0%,8%,3%,0%,1%,2%,0%,0%,0%,1%
Summary: Useful,99%,100%,96%,100%,100%,100%,100%,100%,92%,97%,100%,99%,98%,100%,100%,100%,99%
Summary: Not useful,1%,0%,4%,0%,0%,0%,0%,0%,8%,3%,0%,1%,2%,0%,0%,0%,1%
Base for stats,38,29,8,1,5,7,14,8,4,13,4,33,21,17,3,8,26
Mean,1.41,1.48,1.18,1.25,1.19,1.22,1.63,1.37,1.32,1.35,1,1.47,1.32,1.52,1.9,1.04,1.46
Standard error,0.09,0.14,0.15,-,0.18,0.17,0.16,0.17,0.33,0.16,0,0.1,0.12,0.13,0.2,0.08,0.11
Table 3.19,,,,,,,,,,,,,,,,,
"C19. Since October 2012, have you found other information or advice in the tools and guidance for business section on GOV.UK that you were not specifically looking for?",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,103,39,43,21,16,10,26,26,25,51,26,77,56,47,8,17,76
Weighted Bases,94,74,18,3,12,13,28,26,15,41,16,78,45,49,8,22,62
Yes,22%,18%,41%,20%,28%,8%,21%,32%,16%,26%,27%,21%,14%,30%,25%,22%,23%
No,70%,74%,53%,77%,69%,81%,77%,54%,78%,63%,73%,69%,77%,64%,57%,71%,72%
Don't know,8%,8%,6%,4%,3%,11%,2%,15%,5%,11%,0%,9%,10%,6%,18%,7%,6%
Table 3.20,,,,,,,,,,,,,,,,,
"C20. Generally, what did you think of the content and usefulness of this other information you found? Was it...",,,,,,,,,,,,,,,,,
Base: Where have visited business section of GOV.UK since October 2012 and found other information,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,26,6,16,4,3,3,9,8,3,11,8,18,14,12,3,5,18
Weighted Bases,21,13,7,1,3,1,6,8,2,11,4,17,6,15,2,5,14
Very useful (2),30%,32%,28%,0%,13%,0%,11%,36%,87%,48%,5%,36%,21%,33%,0%,8%,41%
Fairly useful (1),66%,68%,59%,100%,87%,66%,78%,64%,13%,52%,95%,58%,74%,63%,100%,92%,52%
Not very useful (-1),5%,0%,13%,0%,0%,34%,11%,0%,0%,0%,0%,6%,6%,4%,0%,0%,7%
Summary: Useful,95%,100%,87%,100%,100%,66%,89%,100%,100%,100%,100%,94%,94%,96%,100%,100%,93%
Summary: Not useful,5%,0%,13%,0%,0%,34%,11%,0%,0%,0%,0%,6%,6%,4%,0%,0%,7%
Base for stats,21,13,7,1,3,1,6,8,2,11,4,17,6,15,2,5,14
Mean,1.2,1.32,1.01,1,1.13,0.31,0.89,1.36,1.87,1.48,1.05,1.24,1.1,1.25,1,1.08,1.27
Standard error,0.13,0.2,0.24,-,0.23,-,0.27,0.18,0.26,0.16,0.09,0.18,0.19,0.2,0,0.13,0.19
Table 3.21,,,,,,,,,,,,,,,,,
C21. Have you ever visited any part of the GOV.UK website other than the tools and guidance for business section?,,,,,,,,,,,,,,,,,
Base: Where aware of GOV.UK,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,437,184,165,88,68,34,114,119,102,221,118,319,211,226,28,90,317
Weighted Bases,429,355,63,11,48,48,134,140,60,199,68,361,179,250,39,107,280
Yes,43%,41%,54%,57%,47%,46%,42%,40%,50%,43%,46%,43%,52%,37%,67%,38%,43%
No,50%,51%,43%,38%,48%,50%,54%,47%,48%,47%,47%,50%,41%,56%,27%,56%,51%
Don't know,7%,7%,3%,6%,5%,5%,4%,13%,2%,10%,7%,7%,7%,7%,6%,7%,7%
Table 3.22,,,,,,,,,,,,,,,,,
C22. Have you used the Business Link Helpline for any purpose in the last 12 months?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes,5%,5%,8%,6%,2%,6%,3%,9%,7%,8%,7%,5%,5%,5%,6%,5%,6%
No,94%,95%,91%,92%,97%,92%,97%,91%,92%,92%,93%,94%,94%,94%,90%,95%,94%
Don't know,1%,*%,1%,1%,1%,2%,0%,0%,1%,*%,0%,1%,1%,*%,3%,0%,*%
Table 3.23,,,,,,,,,,,,,,,,,
"C23. On any occasion that you used it in the last 12 months, were you offered a call back from a Business Support Adviser to discuss your business needs?",,,,,,,,,,,,,,,,,
Base: Where have used Business Link Helpline,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,34,14,14,6,5,3,7,12,7,19,10,24,17,17,4,8,22
Weighted Bases,28,21,6,1,1,4,5,14,5,18,5,22,11,16,3,6,19
Yes,19%,8%,57%,17%,74%,0%,51%,14%,0%,11%,37%,14%,4%,28%,0%,20%,21%
