#,Phrase,Number of Searches,Other pages,NoResult pages,Results pages,Specific-product pages
2541,department for work and pensions,12,0,0,1.00,0.00
2542,accountancy,12,0,0,1.00,0.00
2543,driving test theory,12,0,0,1.00,0.00
2544,cdl,12,0,0,0.86,0.07
2545,askmid,12,0,0,0.94,0.00
2546,direct access,12,0,0,1.00,0.00
2547,photography,12,0,0,1.00,0.00
2548,SELF CERTIFICATION,12,0,0,1.00,0.00
2549,redundancy calculation,12,0,0,0.85,0.08
2550,news,12,0,0,0.90,0.00
2551,endorsments,12,0,-1,0.00,0.00
2552,ict,12,0,0,0.92,0.08
2553,replacement log book,12,0,0,0.94,0.00
2554,school profiles,12,0,0,1.00,0.00
2555,cleaning jobs ashton under line,12,0,0,1.00,0.00
2556,paternity rights,12,0,0,1.00,0.00
2557,rights,12,0,0,0.94,0.00
2558,blue badge application,12,0,0,1.00,0.00
2559,jobs in wrexham,12,0,0,1.00,0.00
2560,apply for job seekers,12,0,0,0.93,0.07
2561,change in circumstance,12,0,0,1.00,0.00
2562,interview questions,12,0,0,1.00,0.00
2563,jsa rapid reclaim,12,0,0,1.00,0.00
2564,first past the post voting,12,0,0,1.00,0.00
2565,countersignature,12,0,0,1.00,0.00
2566,widowers pension,12,0,0,1.00,0.00
2567,builders,12,0,0,1.00,0.00
2568,cheltenham,12,0,0,1.00,0.00
2569,pn1 forms,12,0,0,0.89,0.06
2570,savings and benefits,12,0,0,1.00,0.00
2571,workplace regulations,12,0,0,1.00,0.00
2572,Unemployment,12,0,0,1.00,0.00
2573,reference number,12,0,0,0.92,0.00
2574,children's health,12,0,0,1.00,0.00
2575,peterborough,12,0,0,1.00,0.00
2576,check car tax,12,0,0,0.93,0.07
2577,parking permits,12,0,0,0.93,0.00
2578,parental rights,12,0,0,1.00,0.00
2579,student finacne,12,0,0,0.93,0.00
2580,carer premium,12,0,0,1.00,0.00
2581,deferring state pension,12,0,0,0.82,0.00
2582,blind,12,0,0,1.00,0.00
2583,mobile phone,12,0,0,1.00,0.00
2584,part time hours,12,0,0,0.88,0.06
2585,jobs in retail,12,0,0,0.97,0.03
2586,booking a test,12,0,0,1.00,0.00
2587,child credit,12,0,0,1.00,0.00
2588,regulations,12,0,0,1.00,0.00
2589,jobs in nottingham,12,0,0,0.77,0.08
2590,bus lane,12,0,0,0.93,0.07
2591,painters,12,0,0,1.00,0.00
2592,certificates,12,0,0,1.00,0.00
2593,double glazing grants,12,0,0,0.94,0.00
2594,local mp,12,0,0,0.92,0.00
2595,looking for job,12,0,0,0.80,0.00
2596,course,12,0,0,1.00,0.00
2597,babysitting,12,0,0,0.77,0.08
2598,child benefit helpline,12,0,0,1.00,0.00
2599,in10,12,0,0,1.00,0.00
2600,blackburn,12,0,0,0.92,0.00
2601,declaration form student finance,12,0,0,0.83,0.08
2602,plumbing jobs,12,0,0,0.93,0.07
2603,application for registration as a potential driving instructor,12,0,0,1.00,0.00
2604,magistrate,12,0,0,1.00,0.00
2605,painter and decorator,12,0,-1,0.00,0.00
2606,reporting abuse,12,0,0,1.00,0.00
2607,mini bus,12,0,0,1.00,0.00
2608,m1,12,0,0,1.00,0.00
2609,change my name,12,0,0,0.86,0.07
2610,seat belts,12,0,0,0.93,0.07
2611,mobility scheme,12,0,0,0.96,0.04
2612,mobility scooter,12,0,0,1.00,0.00
2613,rapid reclaim jsa,12,0,0,1.00,0.00
2614,find a school,12,0,0,0.92,0.00
2615,uk passport,12,0,0,1.00,0.00
2616,income support allowance,12,0,0,1.00,0.00
2617,state benefits,12,0,0,1.00,0.00
2618,sia licence,12,0,0,0.69,0.00
2619,holiday pay calculator,12,0,0,1.00,0.00
2620,lodger,12,0,0,1.00,0.00
2621,abuse,12,0,0,0.94,0.06
2622,savings limit,12,0,0,1.00,0.00
2623,id cards,12,0,0,1.00,0.00
2624,jobs in coventry,12,0,0,1.00,0.00
2625,contact jobcentre,12,0,0,1.00,0.00
2626,car tax calculator,12,0,0,1.00,0.00
2627,gamestation,12,0,-1,0.00,0.00
2628,tax refunds,12,0,0,0.93,0.07
2629,glasgow address,12,0,0,0.94,0.00
2630,reporting fraud,12,0,0,1.00,0.00
2631,payment in lieu of notice,12,0,0,1.00,0.00
2632,v20 form,12,0,0,1.00,0.00
2633,carers allowance form,12,0,0,1.00,0.00
2634,dvla helpline,12,0,0,1.00,0.00
2635,changes,12,0,0,1.00,0.00
2636,find my nearest test centre,12,0,0,0.83,0.00
2637,hospital stays,12,0,0,0.98,0.00
2638,travel document,12,0,0,1.00,0.00
2639,what am i entitled to,12,0,0,0.92,0.00
2640,paid breaks,12,0,0,1.00,0.00
2641,temporary work,12,0,0,1.00,0.00
2642,tax rebates,12,0,0,1.00,0.00
2643,disabled living allowance,12,0,0,1.00,0.00
2644,ppf1,12,0,-1,0.00,0.08
2645,parking fines,12,0,0,0.92,0.00
2646,licence codes,12,0,0,1.00,0.00
2647,supporting documents,12,0,0,1.00,0.00
2648,place a vacancy,12,0,0,1.00,0.00
2649,met office,12,0,0,1.00,0.00
2650,retail inw6,12,0,0,1.00,0.00
2651,passport interview offices,12,0,0,1.00,0.00
2652,dvla change of address,12,0,0,1.00,0.00
2653,bank,12,0,0,1.00,0.00
2654,pension tax,12,0,0,0.92,0.00
2655,minimum wage rates,12,0,0,1.00,0.00
2656,cambridge,12,0,0,1.00,0.00
2657,electrical jobs,12,0,0,1.00,0.00
2658,car tax rates,12,0,0,0.94,0.06
2659,children act 2004,12,0,0,1.00,0.00
2660,nursing homes,12,0,0,1.00,0.00
2661,bank holiday entitlement,12,0,0,1.00,0.00
2662,tax class,12,0,0,0.94,0.00
2663,calendar,12,0,0,1.00,0.00
2664,residential care,12,0,0,1.00,0.00
2665,sick pay for self employed,12,0,0,1.00,0.00
2666,bank holidays 2011,12,0,0,1.00,0.00
2667,disabled students,12,0,0,1.00,0.00
2668,shrewsbury,12,0,0,0.92,0.00
2669,nics,12,0,0,1.00,0.00
2670,provisional lisence,12,0,0,1.00,0.00
2671,insurance check,12,0,0,0.87,0.00
2672,driving licence fees,12,0,0,0.92,0.00
2673,log books,12,0,0,0.87,0.00
2674,claim jobseekers,12,0,0,0.92,0.08
2675,theorytest,12,0,-1,0.00,0.00
2676,state pension claim form,12,0,0,0.92,0.00
2677,business loans,12,0,0,1.00,0.00
2678,report untaxed vehicle,12,0,0,1.00,0.00
2679,videos,12,0,0,1.00,0.00
2680,southwark,12,0,0,1.00,0.00
2681,job seekers alowance,12,0,0,1.00,0.00
2682,form s1,12,0,0,1.00,0.00
2683,theory booking,12,0,0,1.00,0.00
2684,uk border agency,12,0,0,1.00,0.00
2685,temporary employment,12,0,0,1.00,0.00
2686,eu forms,12,0,0,1.00,0.00
2687,public sector pensions,12,0,0,1.00,0.00
2688,apprenterships,12,0,-1,0.00,0.00
2689,vehicle identity check,12,0,0,1.00,0.00
2690,hc11,12,0,0,0.93,0.00
2691,durham,12,0,0,0.92,0.00
2692,part time grant,12,0,0,1.00,0.00
2693,test booking,12,0,0,1.00,0.00
2694,business start up,12,0,0,1.00,0.00
2695,single yellow line,12,0,0,1.00,0.00
2696,duplicate passport,12,0,0,1.00,0.00
2697,playgroups,12,0,0,1.00,0.00
2698,branches of government,12,0,0,0.92,0.00
2699,temporary contract,12,0,0,1.00,0.00
2700,Holiday calculator,12,0,0,1.00,0.00
2701,sickness pay,12,0,0,0.80,0.07
2702,expenses,12,0,0,0.83,0.17
2703,practice hazard perception,12,0,0,1.00,0.00
2704,further education,12,0,0,1.00,0.00
2705,breach of contract,12,0,0,1.00,0.00
2706,retention certificate,12,0,0,1.00,0.00
2707,home responsibility protection,12,0,0,0.83,0.00
2708,selling car,12,0,0,1.00,0.00
2709,driving offences,12,0,0,1.00,0.00
2710,help with childcare,12,0,0,1.00,0.00
2711,online test,12,0,0,1.00,0.00
2712,maternity leave calculator,12,0,0,1.00,0.00
2713,form br19,12,0,0,1.00,0.00
2714,claim job seekers allowance,12,0,0,1.00,0.00
2715,redundancy notice,12,0,0,1.00,0.00
2716,cat d,12,0,0,0.92,0.00
2717,employment allowance,12,0,0,1.00,0.00
2718,returning to work after maternity,12,0,0,1.00,0.00
2719,having a baby,12,0,0,0.86,0.00
2720,v778/1,12,0,-1,0.00,0.00
2721,ordit,12,0,0,0.94,0.06
2722,how to apply,12,0,0,1.00,0.00
2723,swindon,12,0,0,1.00,0.00
2724,benifits advisor,12,0,0,1.00,0.00
2725,age addition,12,0,0,1.00,0.00
2726,travel grant,12,0,0,0.94,0.06
2727,dudley,12,0,0,1.00,0.00
2728,documents,12,0,0,1.00,0.00
2729,new keeper,12,0,0,1.00,0.00
2730,cab,12,0,0,0.92,0.08
2731,tax brackets,12,0,0,1.00,0.00
2732,ucas,12,0,0,0.87,0.00
2733,tax offices,12,0,0,1.00,0.00
2734,how much is ssp,12,0,0,1.00,0.00
2735,passport address change,12,0,0,1.00,0.00
2736,doctors,12,0,0,0.93,0.00
2737,check practical driving test,12,0,0,1.00,0.00
2738,care assistants,12,0,0,1.00,0.00
2739,cycle to work,12,0,0,0.86,0.00
2740,change of ownership,12,0,0,1.00,0.00
2741,v526,12,0,-1,0.00,0.00
2742,maintainance loan,12,0,0,0.90,0.05
2743,apprentice wages,11,0,0,1.00,0.00
2744,self employed maternity pay,11,0,0,0.92,0.00
2745,agency,11,0,0,1.00,0.00
2746,CONTACT NUMBERS,11,0,0,1.00,0.00
2747,laptops,11,0,0,1.00,0.00
2748,administration jobs,11,0,0,1.00,0.00
2749,care component,11,0,0,1.00,0.00
2750,finance calculator,11,0,0,1.00,0.00
2751,foreign office,11,0,0,1.00,0.00
2752,passport costs,11,0,0,1.00,0.00
2753,careres allowance,11,0,0,0.92,0.00
2754,working with children,11,0,0,1.00,0.00
2755,health care assistant,11,0,0,0.94,0.00
2756,accounting,11,0,0,1.00,0.00
2757,parish councils,11,0,0,1.00,0.00
2758,the monarchy,11,0,0,0.93,0.07
2759,vat registration,11,0,0,1.00,0.00
2760,drivers record,11,0,0,1.00,0.00
2761,scaffolding,11,0,0,1.00,0.00
2762,CO1,11,0,0,1.00,0.00
2763,driving test cancelations,11,0,0,0.95,0.00
2764,employers responsibilities,11,0,0,1.00,0.00
2765,costs,11,0,0,1.00,0.00
2766,cv building,11,0,0,1.00,0.00
2767,european government,11,0,0,0.87,0.00
2768,treasury,11,0,0,1.00,0.00
2769,pm1,11,0,-1,0.00,0.00
2770,d1e,11,0,0,1.00,0.00
2771,redundancies,11,0,0,1.00,0.00
2772,race discrimination,11,0,0,0.94,0.06
2773,clothing allowance,11,0,0,1.00,0.00
2774,animals,11,0,0,0.92,0.08
2775,shares,11,0,0,1.00,0.00
2776,animal care,11,0,0,1.00,0.00
2777,ma1 form,11,0,0,1.00,0.00
2778,new deal for lone parents,11,0,0,0.93,0.07
2779,civil service jobs,11,0,0,0.83,0.08
2780,council tax exemption,11,0,0,1.00,0.00
2781,animal,11,0,0,1.00,0.00
2782,fit notes,11,0,0,1.00,0.00
2783,therory test,11,0,0,1.00,0.00
2784,bank account,11,0,0,1.00,0.00
2785,boiler,11,0,0,1.00,0.00
2786,lost passports,11,0,0,1.00,0.00
2787,midwifery,11,0,0,1.00,0.00
2788,change of surname,11,0,0,1.00,0.00
2789,cpc test,11,0,0,1.00,0.00
2790,hotel,11,0,0,0.91,0.00
2791,cook,11,0,0,1.00,0.00
2792,foster,11,0,0,1.00,0.00
2793,speed cameras,11,0,0,0.92,0.00
2794,hiv,11,0,0,1.00,0.00
2795,nanny,11,0,0,1.00,0.00
2796,e303,11,0,-1,0.00,0.00
2797,part time student grant,11,0,0,0.92,0.08
2798,vic marker,11,0,0,0.92,0.00
2799,payslips,11,0,0,1.00,0.00
2800,part time student grants,11,0,0,1.00,0.00
2801,teory test,11,0,0,1.00,0.00
2802,winterfuelpayment,11,0,-1,0.00,0.00
2803,british gas,11,0,0,1.00,0.00
2804,benefits checker,11,0,0,1.00,0.00
2805,information,11,0,0,1.00,0.00
2806,cannabis,11,0,0,1.00,0.00
2807,driving categories,11,0,0,0.93,0.00
2808,york,11,0,0,0.92,0.00
2809,self employer,11,0,0,1.00,0.00
2810,category a,11,0,0,1.00,0.00
2811,auction,11,0,0,1.00,0.00
2812,expired license,11,0,0,1.00,0.00
2813,career profiles,11,0,0,1.00,0.00
2814,premium checking service,11,0,0,0.94,0.06
2815,looked after children,11,0,0,1.00,0.00
2816,ema BONUS,11,0,0,1.00,0.00
2817,childrens passport,11,0,0,0.94,0.00
2818,address for student finance,11,0,0,0.94,0.00
2819,pension hospital,11,0,0,1.00,0.00
2820,income support calculator,11,0,0,1.00,0.00
2821,v355/4,11,0,-1,0.00,0.00
2822,housekeeper,11,0,0,1.00,0.00
2823,health and safety act 1974,11,0,0,1.00,0.00
2824,registry office,11,0,0,1.00,0.00
2825,categories,11,0,0,1.00,0.00
2826,sva,11,0,0,0.94,0.00
2827,change bank account,11,0,0,0.90,0.10
2828,driving test cost,11,0,0,1.00,0.00
2829,new legislation,11,0,0,1.00,0.00
2830,married couple state pension,11,0,0,1.00,0.00
2831,job serach,11,0,0,1.00,0.00
2832,custody,11,0,0,1.00,0.00
2833,income support contact,11,0,0,1.00,0.00
2834,pension tracing,11,0,0,1.00,0.00
2835,working alone,11,0,0,1.00,0.00
2836,jobs and skills,11,0,0,1.00,0.00
2837,packing,11,0,0,0.97,0.00
2838,tax on line,11,0,0,1.00,0.00
2839,car theory test,11,0,0,1.00,0.00
2840,student finance telephone,11,0,0,0.83,0.00
2841,how your local council works,11,0,0,0.92,0.08
2842,private renting,11,0,0,1.00,0.00
2843,tesco jobs,11,0,0,1.00,0.00
2844,co2 emmissions,11,0,0,0.83,0.00
2845,rent to buy,11,0,0,1.00,0.00
2846,disability car,11,0,0,1.00,0.00
2847,morgage help,11,0,0,1.00,0.00
2848,sipp,11,0,-1,0.00,0.00
2849,sex discrimination act 1975,11,0,0,1.00,0.00
2850,working families tax credit,11,0,0,1.00,0.00
2851,claiming job seekers allowance,11,0,0,1.00,0.00
2852,buyer beware,11,0,0,1.00,0.00
2853,nursery nurse jobs,11,0,0,0.92,0.08
2854,budgeting loan application form,11,0,0,1.00,0.00
2855,how much is theory test,11,0,0,1.00,0.00
2856,tractors,11,0,0,1.00,0.00
2857,jobd,11,0,-1,0.00,0.00
2858,test fee,11,0,0,1.00,0.00
2859,icome support,11,0,0,1.00,0.00
2860,agriculture,11,0,0,0.96,0.00
2861,latest jobs,11,0,0,1.00,0.00
2862,grant forms,11,0,0,1.00,0.00
2863,bridging the gap,11,0,0,1.00,0.00
2864,job seekers benefit,11,0,0,1.00,0.00
2865,train to gain,11,0,0,1.00,0.00
2866,p86,11,0,0,1.00,0.00
2867,termination,11,0,0,1.00,0.00
2868,how much is the theory test,11,0,0,1.00,0.00
2869,what to do when someone dies,11,0,0,1.00,0.00
2870,fire service,11,0,0,1.00,0.00
2871,passport photograph,11,0,0,1.00,0.00
2872,quad bikes,11,0,0,1.00,0.00
2873,health costs,11,0,0,1.00,0.00
2874,disqualification,11,0,0,0.92,0.00
2875,electricians mate,11,0,0,1.00,0.00
2876,home education,11,0,0,1.00,0.00
2877,v5c form,11,0,0,0.95,0.00
2878,cleaning job,11,0,0,0.95,0.05
2879,pensionable age,11,0,0,1.00,0.00
2880,disability rights,11,0,0,0.89,0.00
2881,code of practice,11,0,0,1.00,0.00
2882,family element,11,0,0,1.00,0.00
2883,faqs,11,0,0,1.00,0.00
2884,prize draw,11,0,0,1.00,0.00
2885,provisinal,11,0,-1,0.00,0.00
2886,fuel direct,11,0,0,0.94,0.00
2887,state pension deferral,11,0,0,0.92,0.08
2888,baby,11,0,0,1.00,0.00
2889,energy performance certificate,11,0,0,0.92,0.08
2890,bullying in the workplace,11,0,0,1.00,0.00
2891,verbal warnings,11,0,0,0.86,0.00
2892,find your nearest,11,0,0,1.00,0.00
2893,taxation class,11,0,0,1.00,0.00
2894,consultations,11,0,0,1.00,0.00
2895,sexual discrimination,11,0,0,0.83,0.17
2896,bbc,11,0,0,1.00,0.00
2897,consumer direct,11,0,0,1.00,0.00
2898,learner drivers,11,0,0,1.00,0.00
2899,securityguard,11,0,-1,0.00,0.00
2900,working tax credit form,11,0,0,0.93,0.07
2901,learner support fund,11,0,0,0.91,0.00
2902,student visa,11,0,0,1.00,0.00
2903,adr,11,0,0,1.00,0.00
2904,form v317,11,0,0,1.00,0.00
2905,act on co2,11,0,0,1.00,0.00
2906,pcv licence,11,0,0,1.00,0.00
2907,middlesbrough,11,0,0,1.00,0.00
2908,cancel test,11,0,0,1.00,0.00
2909,occupational pension,11,0,0,1.00,0.00
2910,practical test fee,11,0,0,1.00,0.00
2911,sure start centres,11,0,0,1.00,0.00
2912,children's centres,11,0,0,1.00,0.00
2913,medical retirement,11,0,0,1.00,0.00
2914,tax disc renewal,11,0,0,1.00,0.00
2915,company cars,11,0,0,1.00,0.00
2916,starting your own business,11,0,0,1.00,0.00
2917,nhs card,11,0,0,1.00,0.00
2918,bike test,11,0,0,1.00,0.00
2919,online courses,11,0,0,1.00,0.00
2920,126,11,0,0,0.91,0.09
2921,FAQ,11,0,0,0.92,0.00
2922,work programme,11,0,0,0.92,0.00
2923,pay and expenses,11,0,0,1.00,0.00
2924,over 70,11,0,0,0.91,0.00
2925,14-19 prospectus,11,0,0,1.00,0.00
2926,bath,11,0,0,1.00,0.00
2927,intestacy,11,0,0,0.93,0.00
2928,free computer,11,0,0,1.00,0.00
2929,iidb,11,0,0,1.00,0.00
2930,leasehold,11,0,0,1.00,0.00
2931,ilf,11,0,0,1.00,0.00
2932,do i qualify,11,0,0,1.00,0.00
2933,setting up a business,11,0,0,1.00,0.00
2934,adult education bursaries,11,0,0,1.00,0.00
2935,booking theory,11,0,0,1.00,0.00
2936,central goverment,11,0,0,1.00,0.00
2937,personalised number plates,11,0,0,1.00,0.00
2938,early years,11,0,0,1.00,0.00
2939,leave,11,0,0,1.00,0.00
2940,guarantee credit,11,0,0,0.92,0.00
2941,student funding,11,0,0,1.00,0.00
2942,tamworth,11,0,0,0.93,0.07
2943,doncaster,11,0,0,1.00,0.00
2944,back to work credit,11,0,0,1.00,0.00
2945,parents,11,0,0,0.91,0.00
2946,caravan,11,0,0,1.00,0.00
2947,theory test practise,11,0,0,1.00,0.00
2948,retail price index,11,0,0,1.00,0.00
2949,debt help,11,0,0,1.00,0.00
2950,stoke on trent,11,0,0,1.00,0.00
2951,budgetting loans,11,0,0,1.00,0.00
2952,change a practical test,11,0,0,0.91,0.09
2953,sats results,11,0,0,1.00,0.00
2954,title deeds,11,0,0,1.00,0.00
2955,jobs in wales,11,0,0,1.00,0.00
2956,higher rate tax,11,0,0,1.00,0.00
2957,examiner,11,0,0,1.00,0.00
2958,car seats,11,0,0,1.00,0.00
2959,statutory paternity leave,11,0,0,1.00,0.00
2960,pn1 application form,11,0,0,1.00,0.00
2961,hazard perception test practice,11,0,0,0.85,0.00
2962,free dental,11,0,0,1.00,0.00
2963,personal tax allowance,11,0,0,1.00,0.00
2964,interest rates,11,0,0,0.93,0.00
2965,postman,11,0,0,0.95,0.00
2966,interview offices,11,0,0,0.85,0.00
2967,elections,11,0,0,1.00,0.00
2968,lambeth,11,0,0,0.83,0.08
2969,hc2 form,11,0,0,1.00,0.00
2970,private plates,11,0,0,0.92,0.00
2971,dental care,11,0,0,1.00,0.00
2972,D4,11,0,0,0.93,0.07
2973,pat testing,11,0,0,1.00,0.00
2974,gap year,11,0,0,1.00,0.00
2975,tv licensing,11,0,0,0.92,0.00
2976,jobs in dunfermline,11,0,0,1.00,0.00
2977,sick pay self employed,11,0,0,1.00,0.00
2978,lgv licence,11,0,0,1.00,0.00
2979,training allowance,11,0,0,0.95,0.05
2980,milage,11,0,-1,0.23,0.00
2981,tax forms,11,0,0,1.00,0.00
2982,pension credit application form,11,0,0,0.92,0.08
2983,night workers,11,0,0,1.00,0.00
2984,redundancy consultation,11,0,0,1.00,0.00
2985,census jobs,11,0,0,0.93,0.07
2986,free eye tests,11,0,0,1.00,0.00
2987,winterfuel,11,0,-1,0.00,0.00
2988,v,11,0,0,0.93,0.00
2989,work capability assessment,11,0,0,1.00,0.00
2990,industrial injury benefit,11,0,0,1.00,0.00
2991,employment rights act 1996,11,0,0,1.00,0.00
2992,VIC Check,11,0,0,0.94,0.00
2993,where to seek help on employment issues,11,0,0,1.00,0.00
2994,finance for eu students,11,0,0,1.00,0.00
2995,form v10,11,0,0,1.00,0.00
2996,d3,11,0,0,0.94,0.06
2997,income related employment and support allowance,11,0,0,1.00,0.00
2998,history,11,0,0,1.00,0.00
2999,hctb1,11,0,0,1.00,0.00
3000,small business grants,11,0,0,1.00,0.00
3001,paying council tax,11,0,0,1.00,0.00
3002,contact jobcentre plus,11,0,0,1.00,0.00
3003,hpi check,11,0,0,1.00,0.00
3004,registration check,11,0,0,1.00,0.00
3005,deafness,11,0,0,1.00,0.00
3006,fishing,11,0,0,1.00,0.00
3007,vehicle licensing,11,0,0,1.00,0.00
3008,housekeeping,11,0,0,1.00,0.00
3009,licence renewal,11,0,0,1.00,0.00
3010,leaflet gl24,11,0,0,1.00,0.00
3011,national insurance no,11,0,0,1.00,0.00
3012,lone working,11,0,0,1.00,0.00
3013,handy man,11,0,0,0.94,0.00
3014,what age can i retire,11,0,0,1.00,0.00
3015,driverhealth,11,0,-1,0.00,0.00
3016,statutory holidays,11,0,0,1.00,0.00
3017,benefits check,11,0,0,1.00,0.00
3018,change of name on passport,11,0,0,1.00,0.00
3019,aspergers,11,0,0,1.00,0.00
3020,council tax credit,11,0,0,0.92,0.00
3021,finding a job,11,0,0,1.00,0.00
3022,dla appeals,11,0,0,1.00,0.00
3023,inequalities in childrens health,11,0,0,0.87,0.00
3024,going self employed,11,0,0,1.00,0.00
3025,personal licence,11,0,0,0.93,0.00
3026,pensions credit,11,0,0,0.91,0.00
3027,DDA,11,0,0,1.00,0.00
3028,older people,11,0,0,0.86,0.00
3029,lasting power of attorney,11,0,0,1.00,0.00
3030,70,11,0,0,0.91,0.00
3031,trees,11,0,0,1.00,0.00
3032,trailer test,11,0,0,1.00,0.00
3033,tax exempt vehicles,10,0,0,1.00,0.00
3034,driving test dates,10,0,0,0.91,0.00
3035,housing costs,10,0,0,1.00,0.00
3036,labourers,10,0,0,0.95,0.00
3037,exercise,10,0,0,1.00,0.00
3038,pension forms,10,0,0,0.90,0.00
3039,motor tax,10,0,0,1.00,0.00
3040,passport name change,10,0,0,1.00,0.00
3041,budgetingloan,10,0,-1,0.00,0.00
3042,motor insurance,10,0,0,0.91,0.00
3043,emissions,10,0,0,1.00,0.00
3044,student fees,10,0,0,0.92,0.00
3045,pss2 form,10,0,0,1.00,0.00
3046,students with non uk passport,10,-1,0,0.25,0.08
3047,driving test prices,10,0,0,1.00,0.00
3048,executor,10,0,0,1.00,0.00
3049,school uniform,10,0,0,1.00,0.00
3050,driving test route,10,0,0,1.00,0.00
3051,labour,10,0,0,1.00,0.00
3052,wedding,10,0,0,0.91,0.09
3053,admin assistant,10,0,0,1.00,0.00
3054,energy,10,0,0,0.95,0.05
3055,married state pension,10,0,0,1.00,0.00
3056,accounts,10,0,0,1.00,0.00
3057,cpd,10,0,0,1.00,0.00
3058,ptg,10,0,-1,0.00,0.00
3059,pratical driving test,10,0,0,1.00,0.00
3060,gift tax,10,0,0,1.00,0.00
3061,coatbridge,10,0,-1,0.00,0.00
3062,working under 16 hours,10,0,0,1.00,0.00
3063,race,10,0,0,1.00,0.00
3064,divorce papers,10,0,0,1.00,0.00
3065,chrisis loan,10,0,0,1.00,0.00
3066,parking tickets,10,0,0,1.00,0.00
3067,endorsement codes,10,0,0,1.00,0.00
3068,telford,10,0,0,1.00,0.00
3069,credit card,10,0,0,0.92,0.00
3070,pension contributions,10,0,0,1.00,0.00
3071,income tax calculator,10,0,0,1.00,0.00
3072,how to sign on,10,0,0,1.00,0.00
3073,travel to interview,10,0,0,1.00,0.00
3074,practical test cost,10,0,0,1.00,0.00
3075,mileage check,10,0,0,0.91,0.09
3076,btec,10,0,0,1.00,0.00
3077,comprehensive spending review,10,0,0,1.00,0.00
3078,pension savings credit,10,0,0,0.92,0.00
3079,change driving test date,10,0,0,1.00,0.00
3080,criminal record,10,0,0,1.00,0.00
3081,tell us once,10,0,0,1.00,0.00
3082,PASSPORT CHANGE OF ADDRESS,10,0,0,1.00,0.00
3083,travel to interview scheme,10,0,0,0.91,0.00
3084,lone parent benefit,10,0,0,1.00,0.00
3085,abroad,10,0,0,0.92,0.00
3086,sorn form,10,0,0,0.90,0.10
3087,track application,10,0,0,1.00,0.00
3088,work hours,10,0,0,1.00,0.00
3089,advertising jobs,10,0,0,1.00,0.00
3090,wearhouse,10,0,-1,0.00,0.00
3091,driving licence groups,10,0,0,0.94,0.00
3092,P46 FORM,10,0,0,1.00,0.00
3093,return tax disc,10,0,0,0.82,0.09
3094,short time,10,0,0,1.00,0.00
3095,cost of road tax,10,0,0,1.00,0.00
3096,student loan interest,10,0,0,1.00,0.00
3097,change date,10,0,0,1.00,0.00
3098,paper license,10,0,0,1.00,0.00
3099,nuclear power,10,0,0,0.86,0.00
3100,a3,10,0,-1,0.00,0.00
3101,sales of goods act,10,0,0,1.00,0.00
3102,disabilities,10,0,0,1.00,0.00
3103,a1,10,0,0,1.00,0.00
3104,computers,10,0,0,1.00,0.00
3105,pensioners,10,0,0,1.00,0.00
3106,furniture grant,10,0,0,1.00,0.00
3107,nhs number,10,0,0,1.00,0.00
3108,buss pass,10,0,0,0.83,0.00
3109,v5c/3,10,0,0,1.00,0.00
3110,war pension,10,0,0,1.00,0.00
3111,job seeking,10,0,0,0.92,0.00
3112,paternity allowance,10,0,0,1.00,0.00
3113,goodmayes,10,0,-1,0.00,0.00
3114,p60 form,10,0,0,1.00,0.00
3115,flu,10,0,0,0.92,0.08
3116,university fees,10,0,0,1.00,0.00
3117,care standards act 2000,10,0,0,0.85,0.00
3118,find jobcentre,10,0,0,0.92,0.00
3119,curriculum,10,0,0,1.00,0.00
3120,joba,10,0,-1,0.00,0.00
3121,jcp,10,0,0,1.00,0.00
3122,remove points,10,0,0,1.00,0.00
3123,ageism,10,0,0,1.00,0.00
3124,plastering jobs,10,0,0,1.00,0.00
3125,maintanance grant,10,0,0,1.00,0.00
3126,mortgage interest support,10,0,0,1.00,0.00
3127,identity cards,10,0,0,1.00,0.00
3128,register self employed,10,0,0,1.00,0.00
3129,work permits,10,0,0,1.00,0.00
3130,p810,10,0,0,0.92,0.08
3131,boilers,10,0,0,1.00,0.00
3132,pelican crossing,10,0,0,1.00,0.00
3133,jobcentre application forms,10,0,0,1.00,0.00
3134,functional skills,10,0,0,1.00,0.00
3135,aim higher,10,0,0,1.00,0.00
3136,care home fees,10,0,0,1.00,0.00
3137,brighton,10,0,0,1.00,0.00
3138,air travel,10,0,0,1.00,0.00
3139,dr10,10,0,0,1.00,0.00
3140,practical driving test booking,10,0,0,1.00,0.00
3141,berevement,10,0,-1,0.00,0.00
3142,full time education,10,0,0,1.00,0.00
3143,policy,10,0,0,1.00,0.00
3144,copd,10,0,0,1.00,0.00
3145,marriage licence,10,0,0,0.90,0.00
3146,change address on driving license,10,0,0,1.00,0.00
3147,cycling,10,0,0,0.93,0.00
3148,track passport,10,0,0,0.91,0.00
3149,minimum wage 2009,10,0,0,1.00,0.00
3150,better off,10,0,0,1.00,0.00
3151,socail fund,10,0,0,1.00,0.00
3152,renew child passport,10,0,0,1.00,0.00
3153,identity theft,10,0,0,0.94,0.00
3154,d,10,0,0,1.00,0.00
3155,48 hour week,10,0,0,1.00,0.00
3156,stakeholder pensions,10,0,0,0.91,0.09
3157,provisional drivers license,10,0,0,0.83,0.08
3158,caf,10,0,0,1.00,0.00
