Department,Entity,Pay Date,Product Family,Expense Area,Supplier Name,Transaction Number,Net Amount
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Forward 2000 Ltd,5003584,£62.76
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Tesla Engineering Ltd,5003585,"£6,365.15"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Beckhoff Automation Ltd,5003586,"£3,973.20"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Beckhoff Automation Ltd,5003586,£15.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003587,£151.00
BEIS,UKAEA,13/12/2016,ICT,Fusion,Beckhoff Automation Ltd,5003588,"£1,283.26"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Beckhoff Automation Ltd,5003588,£15.00
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Fastfix,5003589,£334.95
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Virac Marketing Ltd,5003590,£139.50
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Virac Marketing Ltd,5003590,£7.50
BEIS,UKAEA,13/12/2016,ICT,Fusion,Beckhoff Automation Ltd,5003591,"£1,678.50"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003592,"£6,994.00"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Sundry Supplier,5003592,£210.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003593,£28.42
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003593,£9.80
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003594,"£5,196.60"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003595,£52.86
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003596,£257.17
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003596,£22.11
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,BOC Ltd,5003596,£78.68
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003596,£70.36
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003596,£4.94
BEIS,UKAEA,13/12/2016,Engineering Goods,Property,BOC Ltd,5003596,£62.76
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003596,£45.01
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Feedwater Ltd,5003597,£719.80
BEIS,UKAEA,13/12/2016,Construction,Fusion,Travis Perkins Trading Co Ltd,5003598,£386.70
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Aon Hewitt Ltd,5003599,"£154,447.79"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Scan Computers International Ltd,5003600,£799.13
BEIS,UKAEA,13/12/2016,ICT,Fusion,Bluefort Security Ltd,5003601,"£6,013.35"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Bluefort Security Ltd,5003601,"£2,004.45"
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Tessella Ltd,5003602,"£12,422.85"
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Wessex,5003603,£25.58
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Arco Ltd,5003605,£164.45
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Wessex,5003606,£42.38
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,VWR International Ltd,5003607,£438.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,VWR International Ltd,5003607,£21.35
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003608,"£2,819.15"
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003609,£10.44
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003610,£79.17
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Metro Engineering And Plating Works,5003611,£195.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Shropshire Stainless & Aluminium Ltd,5003612,£195.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Metspin Ltd,5003613,£336.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Crystran Ltd,5003614,£180.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Cutwel Ltd,5003615,£102.88
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003616,£21.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Tacklestore Ltd,5003617,£162.26
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Tacklestore Ltd,5003617,£9.95
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Cromwell Ltd,5003618,£137.40
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,National Instruments Ltd,5003619,"£12,855.60"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,National Instruments Ltd,5003619,£34.03
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003620,£482.47
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003621,£611.36
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003622,£109.32
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003623,£126.94
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Allectra Ltd,5003625,"£1,946.00"
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Morson International,5003626,"£487,798.52"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003627,£109.32
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Environmental Scientifics Group Ltd,5003628,"£2,160.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Lambert Engineering Limited,5003629,£270.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Peak Sensors Ltd,5003630,£263.00
BEIS,UKAEA,13/12/2016,Travel,Fusion,Sundry Supplier,5003631,£198.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003632,£45.00
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Sutton Courtenay Tyres,5003634,£75.00
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Sutton Courtenay Tyres,5003635,£33.34
BEIS,UKAEA,13/12/2016,Learning and Development,Support Services,Gloucestershire College,5003636,"£3,000.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Underwoods Electrical Distributors,5003637,£828.93
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Underwoods Electrical Distributors,5003637,£9.75
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003638,£318.87
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Lemo UK Ltd,5003639,"£1,152.45"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Lemo UK Ltd,5003639,£7.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003640,£67.48
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003641,£179.40
BEIS,UKAEA,13/12/2016,Office Solutions,Fusion,RS Components Ltd,5003641,£40.34
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003642,£12.51
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003643,£55.55
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003644,£374.74
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Shropshire Stainless & Aluminium Ltd,5003645,£47.60
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Mouser Electronics,5003646,£141.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Machowie Transport Ltd,5003647,£750.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Machowie Transport Ltd,5003648,£750.00
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Markertech UK Ltd,5003649,£475.00
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,RCD Lockinge Ltd,5003650,"£26,880.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,TR Fastenings Ltd,5003651,£18.41
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003652,£76.65
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Seaward Electronic Ltd,5003653,£252.00
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Seaward Electronic Ltd,5003653,£15.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Metro Engineering And Plating Works,5003654,£100.00
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,RS Components Ltd,5003655,£8.19
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003655,£498.06
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,MSC/J & L Industrial Supply,5003656,£304.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Tiverton Fabrications Ltd,5003657,"£2,277.50"
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Black Diamond Umbrella Ltd,5003658,"£5,200.84"
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Black Diamond Umbrella Ltd,5003659,£91.68
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003660,£61.35
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003661,£97.51
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003661,£9.80
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003662,£732.38
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Millhill Tools Ltd,5003663,£155.39
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003664,£81.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003665,£16.48
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003666,£162.18
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Millhill Tools Ltd,5003667,£68.03
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Millhill Tools Ltd,5003668,£13.44
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Millhill Tools Ltd,5003669,£7.26
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003670,"£1,320.60"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003670,£9.80
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003671,£47.43
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003671,£9.80
BEIS,UKAEA,13/12/2016,Facilities,Other,Securitas Security Services,5003672,£186.00
BEIS,UKAEA,13/12/2016,Facilities,Property,Mears Estates,5003673,"£6,700.50"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003674,-£110.16
BEIS,UKAEA,13/12/2016,Personnel Related,Fusion,HSE - Financial Operations,5003675,£204.40
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003676,£42.83
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003677,£430.50
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003678,£651.00
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003679,£630.00
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Cavendish Nuclear Ltd,5003680,"£27,449.90"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Underwoods Electrical Distributors,5003681,"£4,590.96"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Underwoods Electrical Distributors,5003681,£9.75
BEIS,UKAEA,13/12/2016,Office Solutions,Other,Annodata Business Communications,5003682,"£34,855.59"
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003683,£840.00
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003684,£222.00
BEIS,UKAEA,13/12/2016,Professional Services,Support Services,Keoghs,5003685,£661.50
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Screwfix Direct Ltd,5003686,£58.33
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003687,£10.66
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003688,£3.77
BEIS,UKAEA,22/12/2016,ICT,Support Services,Falconstor Software Ltd,5003689,"£5,232.09"
BEIS,UKAEA,13/12/2016,ICT,Fusion,Media Resources,5003690,£240.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003691,£97.14
BEIS,UKAEA,13/12/2016,Facilities,Property,Securitas Security Services,5003692,£199.76
BEIS,UKAEA,13/12/2016,Facilities,Property,Securitas Security Services,5003693,£926.96
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,ABB Limited,5003694,"£32,916.75"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003695,£2.61
BEIS,UKAEA,13/12/2016,Waste Management,Fusion,Arco Ltd,5003696,£52.99
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003697,£26.77
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003698,£298.47
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Condec Industrial Maintenance,5003699,£85.00
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Knowles and Sons (Oxford) Ltd,5003700,"£2,076.97"
BEIS,UKAEA,13/12/2016,Office Solutions,Other,Annodata Business Communications,5003703,£127.65
BEIS,UKAEA,13/12/2016,Construction,Fusion,D Clough Ltd,5003704,"£2,485.36"
BEIS,UKAEA,13/12/2016,Engineering Goods,Support Services,Farnell Electronic Components Ltd,5003705,£8.48
BEIS,UKAEA,13/12/2016,Engineering Goods,Support Services,Farnell Electronic Components Ltd,5003705,£53.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Sigma - Aldrich Co Ltd,5003706,£137.60
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Sigma - Aldrich Co Ltd,5003706,£15.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003707,"£1,493.00"
BEIS,UKAEA,13/12/2016,Facilities,Fusion,RS Components Ltd,5003708,£158.43
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003709,£33.04
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Arco Ltd,5003710,£294.00
BEIS,UKAEA,13/12/2016,Office Solutions,Fusion,Lyreco UK Limited,5003711,£299.55
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003712,£21.77
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Flexible Reinforcement Limited,5003713,"£1,475.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Sundry Supplier,5003714,£470.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003715,£174.76
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003716,£299.91
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003717,£37.50
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003718,£191.60
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Oxford Bolts & Bearings,5003718,£15.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003719,£11.46
BEIS,UKAEA,13/12/2016,Office Solutions,Fusion,Lyreco UK Limited,5003720,£279.65
BEIS,UKAEA,13/12/2016,Office Solutions,Fusion,Lyreco UK Limited,5003721,£95.17
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003722,£70.00
BEIS,UKAEA,13/12/2016,Operational Goods,Fusion,Arco Ltd,5003723,£38.93
BEIS,UKAEA,13/12/2016,Facilities,Fusion,RS Components Ltd,5003724,£332.91
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Arco Ltd,5003725,£587.04
BEIS,UKAEA,13/12/2016,ICT,Support Services,CSC Computer Sciences Limited,5003726,"£10,011.39"
BEIS,UKAEA,13/12/2016,Professional Services,Fusion,Morson International,5003727,-£26.69
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003728,£67.00
BEIS,UKAEA,13/12/2016,Office Solutions,Fusion,Farnell Electronic Components Ltd,5003728,£274.67
BEIS,UKAEA,13/12/2016,ICT,Fusion,SM Systems UK Ltd,5003729,£889.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Swagelok London,5003730,£212.17
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003730,£9.80
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Forward 2000 Ltd,5003731,£45.59
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003732,£48.57
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003733,£150.42
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Spirit Circuits Ltd.,5003734,£283.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Edmundson Electricals Ltd,5003735,£31.10
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Insight Direct UK Ltd,5003736,£1.90
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Vat Vacuum Products Ltd,5003737,"£11,594.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003738,£26.37
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003739,£8.22
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003740,£50.04
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,FISHERSCIENTIFIC,5003740,£52.20
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,Casella Cel,5003741,"£7,060.00"
BEIS,UKAEA,13/12/2016,Logistics and Shipping,Other,Casella Cel,5003741,£25.00
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003742,£5.44
BEIS,UKAEA,13/12/2016,Facilities,Fusion,Trinity Protection Systems,5003743,"£10,013.34"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,BOC Ltd,5003744,£127.66
BEIS,UKAEA,13/12/2016,Facilities,Support Services,Office for Nuclear Regulation,5003745,£625.21
BEIS,UKAEA,13/12/2016,Engineering Goods,Support Services,Edmundson Electricals Ltd,5003746,£864.92
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Oxford Bolts & Bearings,5003747,£194.76
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003748,£105.69
BEIS,UKAEA,13/12/2016,Engineering Goods,Support Services,Edmundson Electricals Ltd,5003749,£143.68
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,R&M Electrical Group Ltd,5003750,£130.40
BEIS,UKAEA,13/12/2016,Engineering Goods,Support Services,Edmundson Electricals Ltd,5003751,£28.74
BEIS,UKAEA,13/12/2016,Engineering Goods,Other,RS Components Ltd,5003752,£22.92
BEIS,UKAEA,13/12/2016,Learning and Development,Support Services,Lucid Associates,5003753,"£2,700.00"
BEIS,UKAEA,13/12/2016,Engineering Goods,Fusion,Cromwell Ltd,5003754,£18.50
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Dunasfern inc. Auriga,5003755,£81.00
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Dunasfern inc. Auriga,5003755,£10.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,XP Plc,5003758,"£1,556.24"
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,XP Plc,5003758,£15.00
BEIS,UKAEA,15/12/2016,Facilities,Property,Lorne Stewart Plc,5003759,"£11,292.41"
BEIS,UKAEA,15/12/2016,Facilities,Property,Lorne Stewart Plc,5003759,"£16,132.01"
BEIS,UKAEA,15/12/2016,Facilities,Fusion,Lorne Stewart Plc,5003759,"£4,839.60"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Condec Industrial Maintenance,5003760,£195.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Acrona Engineering Ltd,5003761,£434.28
BEIS,UKAEA,15/12/2016,Engineering Goods,Other,FTI Ltd,5003762,£436.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Compressors & Pnuematic Systems Ltd,5003763,£655.00
BEIS,UKAEA,15/12/2016,Personnel Related,Support Services,Sundry Supplier,5003764,"£4,500.00"
BEIS,UKAEA,15/12/2016,Facilities,Support Services,BWT UK Limited,5003765,£125.46
BEIS,UKAEA,15/12/2016,Facilities,Support Services,BWT UK Limited,5003766,"£1,463.94"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Newbury Electronics,5003767,£144.50
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Newbury Electronics,5003767,£10.00
BEIS,UKAEA,15/12/2016,Personnel Related,Fusion,Imass Ltd,5003768,"£4,562.50"
BEIS,UKAEA,15/12/2016,ICT,Support Services,Gael Ltd,5003769,"£1,175.00"
BEIS,UKAEA,15/12/2016,Professional Services,Fusion,Hydrock Nmc Limited,5003770,"£1,340.00"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Ind-Tech Ltd,5003771,£239.60
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Ind-Tech Ltd,5003772,£28.08
BEIS,UKAEA,15/12/2016,Professional Services,Fusion,Gunnebo UK Ltd,5003773,£85.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Millhill Tools Ltd,5003774,£52.08
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Ind-Tech Ltd,5003776,£136.70
BEIS,UKAEA,15/12/2016,Facilities,Property,Mears Estates,5003777,"£10,704.02"
BEIS,UKAEA,15/12/2016,Facilities,Fusion,Securitas Security Services,5003778,£490.68
BEIS,UKAEA,15/12/2016,Research,Fusion,Oxford University,5003779,"£7,150.70"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003780,£31.48
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003781,£80.97
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Thurlby Thandar Instruments Ltd,5003782,"£3,604.00"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,BOC Ltd,5003784,£95.50
BEIS,UKAEA,15/12/2016,Research,Fusion,University of Oxford,5003785,"£1,250.00"
BEIS,UKAEA,15/12/2016,Facilities,Fusion,BG Counters Ltd,5003786,"£6,495.12"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Videk Ltd,5003787,£697.77
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Videk Ltd,5003787,£8.95
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5003788,£15.82
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Swagelok London,5003789,£331.38
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Swagelok London,5003789,£9.80
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Ind-Tech Ltd,5003790,£149.50
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Marshallton Research,5003791,"£3,933.45"
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Marshallton Research,5003791,£253.15
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003792,£71.32
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003793,£43.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Precision Waterjet Ltd,5003794,"£1,338.16"
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,Precision Waterjet Ltd,5003794,£45.00
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,RS Components Ltd,5003795,£27.04
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,MCT Brattberg Ltd,5003796,£628.51
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,MCT Brattberg Ltd,5003796,£22.29
BEIS,UKAEA,15/12/2016,Energy and Fuels,Fusion,Electronic Manufacturing Solutions,5003797,"£7,029.20"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Electronic Manufacturing Solutions,5003797,"£1,058.00"
BEIS,UKAEA,15/12/2016,Waste Management,Fusion,New Pig Ltd,5003799,£321.15
BEIS,UKAEA,15/12/2016,Logistics and Shipping,Fusion,New Pig Ltd,5003799,£7.65
BEIS,UKAEA,15/12/2016,Engineering Goods,Other,Carillon Industrial Services Ltd,5003800,£7.45
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Tiverton Fabrications Ltd,5003801,£378.70
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,CPC Plc,5003802,£146.33
BEIS,UKAEA,15/12/2016,ICT,Support Services,Pageone Communications Ltd,5003803,£533.82
BEIS,UKAEA,15/12/2016,Facilities,Fusion,Broadstock Office Furniture Ltd,5003804,"£1,965.00"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Screwfix Direct Ltd,5003805,£31.66
BEIS,UKAEA,15/12/2016,Travel,Fusion,Sundry Supplier,5003806,£171.25
BEIS,UKAEA,15/12/2016,Office Solutions,Other,Perfect Colours Ltd,5003807,£214.70
BEIS,UKAEA,15/12/2016,Facilities,Property,M & J Group (Construction & Roofing) Ltd,5003808,"£32,574.59"
BEIS,UKAEA,15/12/2016,Construction,Property,Callaghan Demolition Limited,5003809,"£93,898.50"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Acrona Engineering Ltd,5003811,"£3,758.78"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Amluc Ltd T/A Pirtek Oxford,5003812,"£1,060.00"
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003813,£86.99
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003814,£689.53
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003815,£89.79
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003816,£48.98
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003817,£216.45
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003818,£731.35
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003819,£406.64
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003820,"£1,221.85"
BEIS,UKAEA,15/12/2016,Energy and Fuels,Property,British Gas Business,5003821,£203.81
BEIS,UKAEA,15/12/2016,Facilities,Fusion,Elior UK Plc,5003822,"£1,501.70"
BEIS,UKAEA,15/12/2016,Engineering Goods,Fusion,Promega UK Ltd,5003823,£337.00
BEIS,UKAEA,15/12/2016,Learning and Development,Fusion,Southampton Solent University,5003824,"£3,600.00"
BEIS,UKAEA,15/12/2016,Learning and Development,Fusion,Southampton Solent University,5003824,£900.00
