Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,MCA,28/09/2012,Planned Maintenance Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,541813,"3,871.07",Reactive & Extra Works - Sept,G72 0FT
Department For Transport,MCA,28/09/2012,Purchase Coast Rescue Equip,Asset Management,CFM SERVICES,541805,"4,368.00",Lighthawk Lantern X 20,GL12 7JH
Department For Transport,MCA,28/09/2012,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,541798,810.23,,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,541797,922.94,,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,541795,"4,436.49",,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,541795,"1,696.03",,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,541795,"2,309.06",,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,541796,"6,772.40",,AB21 0GL
Department For Transport,MCA,28/09/2012,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,541796,532.48,,AB21 0GL
Department For Transport,MCA,28/09/2012,Civil Hydrographic Work,Navigation Safety,EMU LIMITED,541720,"66,216.60",Mca Uk Waters Civil Hydro,SO32 2EJ
Department For Transport,MCA,28/09/2012,Civil Hydrographic Work,Navigation Safety,EMU LIMITED,541721,"142,820.08",Mca Uk Waters Civil Hydro,SO32 2EJ
Department For Transport,MCA,28/09/2012,Civil Hydrographic Work,Navigation Safety,EMU LIMITED,541722,"6,400.00",Uk Waters Civil Hydrography,SO32 2EJ
Department For Transport,MCA,28/09/2012,Civil Hydrographic Work,Navigation Safety,EMU LIMITED,541723,"6,400.00",Uk Waters Civil Hydrography,SO32 2EJ
Department For Transport,MCA,28/09/2012,Direct Weather Services,Navigation Safety,MET OFFICE,541829,"215,191.44",Weather Service 1-31/7/12,EX1 3PB
Department For Transport,MCA,28/09/2012,Public Weather Service Funding,Navigation Safety,MET OFFICE,541828,"348,333.33",Weather Service 1-31/8/12,EX1 3PB
Department For Transport,MCA,28/09/2012,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,541821,"17,079.06",Uniform,SO14 3EW
Department For Transport,MCA,28/09/2012,Waste Disp/Refuse Collection,Asset Management,SOUTHAMPTON CITY COUNCIL,541603,629.2,Refuse Disposal Service Jul-Se,SO14 7FP
Department For Transport,MCA,28/09/2012,Safety Testing Of Rescue Equip,Asset Management,SURVITEC SERVICES & DISTRIBUTION LTD,541807,665.92,Safety Testing Lifejackets,DN37 9TZ
Department For Transport,MCA,28/09/2012,Mob Phone Rental & Call Charge,Information & Comms Technology,VODAFONE MC MOBILE SERVICES,541719,"3,186.00",Call Charges,RG14 5FF
Department For Transport,MCA,28/09/2012,Printing Services,Business Delivery (Survey & Inspection),WILLIAM LEA LTD,540788,"12,615.74",Copy 1 _Ly3 The Large Comm.,NR3 1PD
Department For Transport,MCA,28/09/2012,Overseas Aeroplane Flights Etc,Business Delivery (Survey & Inspection),,268646,"1,666.91",Lightship,
Department For Transport,MCA,28/09/2012,T&S Advances,Human Resources,,268626,553,Msar(F) 49 M1p4 (08-26/09/12),
Department For Transport,GCDA,11/09/2012,Garage Services,Workshops, SW Automotive,79183,582.5,Repair Works, BR2 9QL
Department For Transport,GCDA,10/09/2012,Garage Services,Workshops, SW Automotive,79158,"1,196.66",Repair Works, BR2 9QL
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79154,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79146,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79144,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79145,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79149,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79148,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79151,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79150,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79153,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79152,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,07/09/2012,Purchases-General,Workshops, Toyota (GB) Ltd,79147,"20,467.71",New Vehicle, KT18 5UX
Department For Transport,GCDA,11/09/2012,Cleaning Services,Facilities, Lancaster Office Cleaning Co.,79182,"2,001.83",Office Cleaning Services, BR2 6HE
Department For Transport,GCDA,12/10/2012,Congestion Charges,Operations, Transport for London,79138,"5,094.00",Congestion charges, SE10 1AP
Department For Transport,GCDA,10/09/2012,Fuel,Workshops, Allstar Business Solutions,79169,"2,724.60",Fuel for vehicles, SN5 6PS
Department For Transport,GCDA,20/08/2012,Building Rent,Facilities, AMAS Limited,79052,"223,500.00",Building Rent, W1A 2BN
Department For Transport,GCDA,04/09/2012,Garage Services,Workshops, ARVAL PHH Business Solutions,79156,"9,296.82",Vosa Maintanace Charges, SN5 6PE
Department For Transport,GCDA,05/09/2012,Building repairs,Facilities, DMA Maintenance,79136,"1,440.82",Repair Works, ME8 0NZ
Department For Transport,GCDA,05/09/2012,Stationery,Facilities, Supplies Team,79129,"2,804.87",Stationery supplies, S9 1XU
Department For Transport,GCDA,04/09/2012,Electricity,Facilities, EDF Energy,79125,"6,015.58", Electricity Aug 12 , PL3 5XQ
Department For Transport,GCDA,07/09/2012,Garage Services,Workshops, ARVAL PHH Business Solutions,79157,"1,457.34", Vosa Maintanance Aug , SN5 6PE
Department For Transport,GCDA,03/09/2012,Payroll Services,Finance, Logica IT Services UK Limited,79114,920.18, Payroll Services , CF31 9AP
Department For Transport,GCDA,03/09/2012,Payroll Services,Finance, Logica IT Services UK Limited,79113,911.16, Payroll Services , CF31 9AP
Department For Transport,GCDA,07/09/2012,facility services,Facilities, ADT Fire & Security,79142,"3,472.34", Maintanance of CCTV system , TW16 5DB
Department For Transport,GCDA,07/09/2012,Security,Facilities, ETDE FM,79143,"29,416.90", Building Security  Service , BN1 1HG
Department For Transport,GCDA,03/09/2012,Garage Services,Workshops, Cumbria Constabulary,79106,"1,371.34", Vehicle Repairs , CA10 2AU
Department For Transport,GCDA,03/09/2012,facility services,Facilities, Wandsworth Borough Council,79074,"31,787.00", Building Rate for Sept 12 , SE1 9ZN
Department For Transport,GCDA,03/09/2012,facility services,Facilities, Iron Mountain Secure Shredding Ltd,79070,808.78, Shredding services , EH54 7DF
Department For Transport,GCDA,03/09/2012,Garage Services,Workshops, SW Automotive,79111,"1,176.00", Parts , BR2 9QL
Department For Transport,GCDA,03/09/2012,Operation,Operations, Kelly Executive,79115,788.4, Vehicle hire , TW13 7QD
Department For Transport,GCDA,03/09/2012,facility services,Facilities, DMA Maintenance,79108,767.2, Building maintenance work ,AL5 5EQ
Department For Transport,GCDA,03/09/2012,Garage Services,Workshops, R A Creamer & Son Ltd,79116,"1,755.20", Parts , W8 4LY
Department For Transport,GCDA,03/09/2012,Garage Services,Workshops, Cannon Motor Spares & Acc,79119,"1,043.22", Parts , CR4 4HR
Department For Transport,GCDA,03/09/2012,Garage Services,Workshops, Goodyear Dunlop Tyres UK Ltd,79120,"2,493.76", Parts , B24 9HY
Department For Transport,GCDA,19/09/2012,facility services,Facilities,DMA Maintanance,79202,"5,778.38", Toilet ground floor leaking , ME8 0NZ
Department For Transport,GCDA,19/09/2012,facility services,Facilities,DMA Maintanance,79194,"4,335.60", Maintanance Contract , ME8 0NZ
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Vauxhall FSP Services,79141,"2,483.38", Vehicle Repair Works , CM2 5TH
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Enterprise Rent a Car,79212,"1,478.40", Hire of 4X4 Vehicle , TW20 8RX
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Goodyear Dunlop UK,79213,"1,972.46", Replacement Tyres , B24 9HY
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Brunel Ford,79215,"1,714.91", Motor Servicing , BS7 9RD
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Lex Autolease,79219,"1,841.88", Monthly Lease Charge BF09LCE , BL9 8RT
Department For Transport,GCDA,19/09/2012,Garage Services,Workshops,Universal Electrix Ltd,79205,792, 24 Map Reading Lamps , UB4 0JZ
Department For Transport,GCDA,26/09/2012,facility services,Facilities,Wandsworth council,79230,"31,787.00", Building Rates for Oct 12 , SE1 9ZN
Department For Transport,GCDA,26/09/2012,Operations,Operations,Climate Cars ltd,79222,763.21, Outside Hire , OX2 6PR
Department For Transport,GCDA,26/09/2012,Finance,Finanance,HM Revenue & Customs,79236,"3,757.53", PAYE Settlement Agrement , CF14 5GN
Department For Transport,GCDA,01/10/2012,Garage Services,Workshops,Bristol Street motors,79267,750.66, Monthly Orders , BR2 9HS
Department For Transport,GCDA,01/10/2012,Garage Services,Workshops, Goodyear Dunlop Tyres UK Ltd,79269,"3,554.44", Monthly Orders , B24 9HY
Department For Transport,GCDA,01/10/2012,Operations,Operations, Burlington Uniform Ltd,79250,"2,320.18", Uniforms , EC1V 1JN
Department For Transport,GCDA,01/10/2012,Telecommunications,IT, Orange Hutchinson Telecom,79224,"1,022.43", Telephone Charges , DL14YQ
Department For Transport,GCDA,01/10/2012,facility services,Facilities, Royal & Sunalliance Engineering,79243,"1,250.62", Engineering Inspections , L69 3EN
Department For Transport,GCDA,01/10/2012,Diesel,Operations, Harvest Energy Limited,79235,"13,905.60", Diesel Bill , W1G 0PU
Department For Transport,GCDA,01/10/2012,Fuel,Operations, Allstar Business Solutions,79281,"11,073.72", Fuel for vehicles , SN5 6PS
Department For Transport,VOSA,20/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,THE AQUILA GROUP LTD,797255,-630,CREDIT FOR INVOICE 7970,PR6 7BX
Department For Transport,VOSA,17/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,OFFICE DEPOT,796526,2.24,"VOSAPO3060,Ativa AAA Alkaline Premium Batteries 24",SP10 4BA
Department For Transport,VOSA,17/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,OFFICE DEPOT,796526,7.8,"VOSAPO3060,Fairy Washing Up Liquid Lemon Zest",SP10 4BA
Department For Transport,VOSA,25/09/2012,Accommodation ,Human Resources,CHUBB ELECTRONIC SECURITY,798018,396.8,MAINTENANCE & SERVICE COSTS @ VARIOUS SITES,BB1 2PR
Department For Transport,VOSA,28/09/2012,Accommodation ,Vehicle Testing,COBTHORNE CLEANING,799098,510,CLEANING & GROUNDWORKS ON 07/09/2012,DA3 8NL
Department For Transport,VOSA,20/09/2012,Accommodation ,Vehicle Testing,AM SUPPORT SERVICES LTD,797518,511.52,"VOSAPO1989,Milnthorpe Cleaning service",LA3 2UZ
Department For Transport,VOSA,14/09/2012,Accommodation ,Vehicle Testing,ELEMENT UK LIMITED,796065,513,CLEANING SERVICES SEPT 12,SE14 5RW
Department For Transport,VOSA,21/09/2012,Accommodation ,Vehicle Testing,ELEMENT UK LIMITED,797580,513,OFFICE CLEANING AUG 12,SE14 5RW
Department For Transport,VOSA,20/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,THE AQUILA GROUP LTD,797257,522,MAINTENANCE OF INTRUDER ALARM UPTO 28/02/13,PR6 7BX
Department For Transport,VOSA,17/09/2012,Accommodation ,Vehicle Testing,RYGOR COMMERCIALS LTD,796297,527.44,TRAILER HIRE AUG 12,BA134JX
Department For Transport,VOSA,13/09/2012,Accommodation ,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,795787,528,HANDYMAN DEMOLITION SURVEY ASSISTANCE,BS3 2TY
Department For Transport,VOSA,13/09/2012,Accommodation ,Finance Estates and Performance,AUTOBAR VENDING SERVICES LTD,795741,544.53,VENDING MACHINE SUPPLIES/FEES,UB6 7LG
Department For Transport,VOSA,18/09/2012,Accommodation ,Vehicle Testing,OCS LIMITED,796553,547.09,CLEANING SERVICES - 01/09/2012-30/09/2012,LA3 3BJ
Department For Transport,VOSA,10/09/2012,Accommodation ,Vehicle Testing,SPARKLING CLEAN SOLUTIONS,794880,552,"VOSAPO2600,Office cleaning as per contract.  Agreed rate ��12 per hour for 2 hours per working day.  Billed per calendar month. July 2012 to March 2013",DE24 0RU
Department For Transport,VOSA,10/09/2012,Accommodation ,Road Traffic Enforcement,EXPRESS CLEANING,794704,560,OFFICE CLEANING AUG 12,ST15 0NX
Department For Transport,VOSA,10/09/2012,Accommodation ,Vehicle Testing,BRI-NICK TRANSPORT SERVICES,794678,560.12,REPAIRS TO TRAILER HIRE,IV1 1TY
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,ISS FACILITIES MANAGEMENT,799034,564,GROUNDS MAINTENANCE AUG 12,GU21 5RW
Department For Transport,VOSA,17/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,BRIAN LANGLEY & SON LTD,796285,565.8,LIGHTS REPAIR CAMBRIDGE,CB25 9HT
Department For Transport,VOSA,14/09/2012,Accommodation ,Vehicle Testing,GRADE ONE COMM CLEANING SERVICES LTD,796046,568.03,CONTRACT CLEANING SEPT 2012,ME4 4QR
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,GRADE ONE COMM CLEANING SERVICES LTD,798762,568.03,OFFICE CLEANING MAY 12,ME4 4QR
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,GRADE ONE COMM CLEANING SERVICES LTD,798763,568.03,OFFICE CLEANING JUN 12,ME4 4QR
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,GRADE ONE COMM CLEANING SERVICES LTD,798764,568.03,OFFICE CLEANING JUL 12,ME4 4QR
Department For Transport,VOSA,05/09/2012,Accommodation ,Finance Estates and Performance,ASSOCIATED CONTRACT ENERGY LTD,793757,570,SUPPLY & INSTALL RAIN WATER PIPING FOR DRAINAGE,BS5 9JR
Department For Transport,VOSA,03/09/2012,Accommodation ,Vehicle Testing,,793407,576,"VOSAPO2637,Grounds maintenance for July 2012 + Keeping roads/paths free from weeds and remove arisings from site as per item 2",PL21 9DD
Department For Transport,VOSA,11/09/2012,Accommodation ,Vehicle Testing,STEWART TRAILERS,794909,576,HIRE TRAILER X40 22/6/12-07/08/12,LN3 5TA
Department For Transport,VOSA,21/09/2012,Accommodation ,Vehicle Testing,J A BURNINGHAM LTD,797553,600,CUT & STRIM GRASS JUN-SEP 12,CH4 0HP
Department For Transport,VOSA,13/09/2012,Accommodation ,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,795786,612,HANDYMAN GENERAL MAINTENANCE WORKS APRIL 2012,BS3 2TY
Department For Transport,VOSA,11/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,ECLIPSE CONTRACT CLEANING LIMITED,794898,619.15,CLEANING SERVICES EDINBURGH AUG 12,ML8 5DW
Department For Transport,VOSA,20/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,THE AQUILA GROUP LTD,797256,630,ANNUAL MAINTENANCE OF INTRUDER ALARM 01/10/12-30/09/13,PR6 7BX
Department For Transport,VOSA,14/09/2012,Accommodation ,Vehicle Testing,THE GLEAM TEAM,796269,637.26,"VOSAPO3044,THE GLEAM TEAM (Cleaning Services August 2012)",BH14 8RA
Department For Transport,VOSA,06/09/2012,Accommodation ,Vehicle Testing,SHIRLEY SHELLEY CONTRACT CLEANERS LTD,794186,643.5,OFFICE CLEANING AUG 12,IP4 4NB
Department For Transport,VOSA,28/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,AIREBOROUGH CLEANING SERVICES LTD,799124,684,CLEANING GROUND FLOOR EXTERNAL WINDOWS,BD10 0BB
Department For Transport,VOSA,07/09/2012,Accommodation ,Vehicle Testing,BIFFA WASTE SERVICES LTD,794658,686.53,"VOSAPO2962,BIFFA WASTE SERVICES LTD",HP12 3TZ
Department For Transport,VOSA,20/09/2012,Accommodation ,Vehicle Testing,AM SUPPORT SERVICES LTD,797526,695.93,"VOSAPO1990,Kirkham Cleaning &amp; Handyperson service Kirkham GVTS",LA3 2UZ
Department For Transport,VOSA,18/09/2012,Accommodation ,Vehicle Testing,STEWART TRAILERS,796556,720,"HIRE OF LOADED TRAILER - ID A043214 50X #12.00, AUG 12",LN3 5TA
Department For Transport,VOSA,04/09/2012,Accommodation ,Road Traffic Enforcement,COBTHORNE CLEANING,793423,757,OFFICE CLEANING AUG 12,DA3 8NL
Department For Transport,VOSA,28/09/2012,Accommodation ,Road Traffic Enforcement,COBTHORNE CLEANING,799092,757,CLEANING AND MAINTENANCE AT BELVEDERE & DAGENHAM FOR SEPTEMBER 2012,DA3 8NL
Department For Transport,VOSA,04/09/2012,Accommodation ,Road Traffic Enforcement,GREENSTAR CLEANERS LTD,793480,780,OFFICE CLEANING @ HANDCROSS & LEATHERHEAD,RH10 9PY
Department For Transport,VOSA,06/09/2012,Accommodation ,Vehicle Testing,NEIGHBOURS OFFICE & CONTRACT CLEANING,794476,805.92,"VOSAPO592,Darlington GVTS daily office cleaning",DL1 9JJ
Department For Transport,VOSA,03/09/2012,Accommodation ,Vehicle Testing,DYNAMICS CLEANING,793394,806.4,OFFICE CLEANING JUN- JUL 12,NG33 4DS
Department For Transport,VOSA,05/09/2012,Accommodation ,Vehicle Testing,GENIE FRANCHISE MANAGEMENT LTD,793720,825,OFFICE CLEANING AUG 12,OX26 3ED
Department For Transport,VOSA,17/09/2012,Accommodation ,Vehicle Testing,BUSINESS STREAM - AP,796289,863.2,WATER CHARGES,EH12 1GT
Department For Transport,VOSA,20/09/2012,Accommodation ,Finance Estates and Performance,PROMANEX (TOTAL FM & ENVIRONMENTAL SERVICES) LTD,797498,864,YEARLY CLEAN & CHLORINATE CWST'S & DOWN SERVICES,CW8 4DX
Department For Transport,VOSA,14/09/2012,Accommodation ,Vehicle Testing,GRADE ONE COMM CLEANING SERVICES LTD,796047,873.38,CLEANING SERVICES AT GILLINGHAM FOR AUGUST 2012,ME4 4QR
Department For Transport,VOSA,20/09/2012,Accommodation ,Vehicle Testing,INTER COUNTY SERVICE GROUP LTD,797504,917.8,OFFICE CLEANING SEP 12,NN10 6EN
Department For Transport,VOSA,10/09/2012,Accommodation ,Vehicle Testing,INDUSERV LIMITED,794684,"1,002.00",GROUNDS MAINTENANCE JUL 12,IP23 7DR
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,BUSINESS STREAM,798751,"1,019.93",WATER 28/06/12-18/09/12,EH12 1GT
Department For Transport,VOSA,13/09/2012,Accommodation ,Vehicle Testing,SECOM PLC,795732,"1,059.20",ANNUAL RENTAL & ANNUAL RECARE MONITORING FOR THE PERIOD 01/09/2012 - 31/8/13,CR8 5JF
Department For Transport,VOSA,07/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,CROWN SECURITY SERVICES,794654,"1,066.50","VOSAPO2648,Crown Security Services Birmingham Office September October and November 2012",LE19 1SH
Department For Transport,VOSA,10/09/2012,Accommodation ,Vehicle Testing,EXPRESS CLEANING,794702,"1,085.00",OFFICE CLEANING AUG 12,ST15 0NX
Department For Transport,VOSA,05/09/2012,Accommodation ,Vehicle Testing,MINSTER CLEANING SERVICES (SOUTHAMPTON),793722,"1,092.00",OFFICE CLEANING AUG 12,BN11 2BW
Department For Transport,VOSA,28/09/2012,Accommodation ,Vehicle Testing,TOTAL CLEAN (MIDLANDS) LTD,799249,"1,144.16","VOSAPO2826,Office cleaning as per contract for September 2012",WV10 7NJ
Department For Transport,VOSA,14/09/2012,Accommodation ,Vehicle Testing,ISS FACILITIES MANAGEMENT,796270,"1,151.04","VOSAPO1599,Please supply station cleaning to Newcastle HGVTS for the month of Aug 2012. Please send original bill to Swanseaquoting the above purchase number.",GU21 5RW
Department For Transport,VOSA,21/09/2012,Accommodation ,Vehicle Testing,REGENT OFFICE CARE LTD,797578,"1,163.12",OFFICE CLEANING SEP 12,CV6 4QH
Department For Transport,VOSA,04/09/2012,Accommodation ,Vehicle Testing,CONSULTANT CLEANERS LIMITED,793700,"1,250.45","VOSAPO1036,Please supply cleaning services to Vosa Leeds HGVTS for the month of  September 2012 as per contract please send invoice to Vosa Swansea quoting the above purchase order.",WF16 0NF
Department For Transport,VOSA,28/09/2012,Accommodation ,Vehicle Testing,INTER COUNTY SERVICE GROUP LTD,799256,"1,254.60",",Daily cleaning for Weedon for September 2012.",NN10 6EN
Department For Transport,VOSA,19/09/2012,Accommodation ,Vehicle Testing,HANLEY & JONES LTD,797175,"1,435.44",",MONTHLY CLEANING SERVICES/WINDOW CLEANING @ KIDDERMINSTER",B73 5XD
Department For Transport,VOSA,12/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,IRON MOUNTAIN (UK) LIMITED,795318,"1,475.44",STORAGE COSTS,EH54 7DF
Department For Transport,VOSA,05/09/2012,Accommodation ,Finance Estates and Performance,ASSOCIATED CONTRACT ENERGY LTD,793756,"1,711.14",ATTEND TO SHOWER IN LADIES SUPPLY NEW BRACKET & CLEAN ROOF GULLIES,BS5 9JR
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,FIRST IN SERVICE LTD,798769,"1,717.99",AIR CONDITIONING MAINTENANCE AUG 12,B7 4PR
Department For Transport,VOSA,10/09/2012,Accommodation ,Vehicle Testing,SEVERN TRENT WATER,794693,"1,792.76",WATER 18/02/12-22/08/12,DH1 1RR
Department For Transport,VOSA,26/09/2012,Accommodation ,Vehicle Testing,WESTWAY CLEANING SERVICES,798728,"2,176.20","VOSAPO1056,Bristol GVTS office cleaning daily",BS3 2DD
Department For Transport,VOSA,27/09/2012,Accommodation ,Vehicle Testing,NORTHUMBRIAN WATER LTD,798750,"2,190.58",WATER 01/07/12-30/09/12,DH1 5WG
Department For Transport,VOSA,17/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,OCS LIMITED,796294,"2,699.63",OFFICE CLEANING SEPTMEBER 2012,LA3 3BJ
Department For Transport,VOSA,10/09/2012,Accommodation ,Office of the Traffic Commissioners and Licensing,CORPS SECURITY,794675,"3,191.15",SECURITY CHARGES SEP 12,RH10 9WE
Department For Transport,VOSA,05/09/2012,Accommodation ,Operations HQ,SOLO SERVICE GROUP,794124,"3,380.10","VOSAPO1479,Ellipse Contract Cleaning May-August 2012",SA7 0AJ
Department For Transport,VOSA,18/09/2012,Accommodation ,Finance Estates and Performance,POST OFFICE LTD,796579,"4,210.80",MONTHLY CASH COLLECTION AUG 12,EC1V 9HQ
Department For Transport,VOSA,18/09/2012,Accommodation ,Vehicle Testing,UNITED UTILITIES WATER LTD,796577,"5,046.94",WATER 25/05/12-22/08/12,WA55 1WA
Department For Transport,VOSA,25/09/2012,Accommodation ,Vehicle Testing,CHUBB ELECTRONIC SECURITY,798018,"5,067.42",MAINTENANCE & SERVICE COSTS @ VARIOUS SITES,BB1 2PR
Department For Transport,VOSA,25/09/2012,Accommodation ,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,798027,"7,967.80",FIXED FEE INVOICE FOR JUL 12,BS32 4NH
Department For Transport,VOSA,05/09/2012,Accommodation ,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,793429,"15,452.86",FIXED FEE FOR JUN 12,BS32 4NH
Department For Transport,VOSA,12/09/2012,Accommodation ,Operations HQ,EUI LTD,795701,"15,486.96","VOSAPO1477,Ellipse Security Guard May-August 2012",CF10 3AZ
Department For Transport,VOSA,06/09/2012,Bank Charges,Finance Estates and Performance,DEPARTMENT OF WORK & PENSIONS,794467,"1,769.26","VOSAPO1782,Transaction costs for payment engine on Government Gateway (card transactions for Siebel OLBS and GFPDS",CF14 3UW
Department For Transport,VOSA,11/09/2012,Bank Charges,Finance Estates and Performance,BARCLAYCARD MERCHANT SERVICES,794927,"56,148.46",,NN4 7SG
Department For Transport,VOSA,03/09/2012,Capital Expenditure - Computer Hardware,Finance Estates and Performance,AUDIO VISUAL MACHINES LTD,793242,"2,146.90",POLYCOM SOUNDSTATION & MICS,TW1 1RQ
Department For Transport,VOSA,20/09/2012,Capital Expenditure - Freehold Buildings,Finance Estates and Performance,MCCANN & PARTNERS LIMITED,797234,"1,200.00",ELECTRICAL UPGRADE SURVEY @ B/H OFFICE REFURBISHMENT,CF64 1SA
Department For Transport,VOSA,19/09/2012,Capital Expenditure - Freehold Buildings,Finance Estates and Performance,MOTT MACDONALD LTD,796649,"1,440.38","STRUCTURAL INPUT FEES @ ELMSWELL,GLENLUCE,CHILCOMB",CR0 2EE
Department For Transport,VOSA,20/09/2012,Capital Expenditure - Freehold Buildings,Finance Estates and Performance,MCCANN & PARTNERS LIMITED,797235,"10,800.00",FEES FOR OFFICE REFURBISHMENT @ B/H,CF64 1SA
Department For Transport,VOSA,19/09/2012,Capital Expenditure - Rented Property Improvements,Finance Estates and Performance,MOTT MACDONALD LTD,796649,720.18,"STRUCTURAL INPUT FEES @ ELMSWELL,GLENLUCE,CHILCOMB",CR0 2EE
Department For Transport,VOSA,26/09/2012,Capital Expenditure - Vehicles,Finance Estates and Performance,S.MACNEILLIE & SON LIMITED,798318,"5,877.60",INSTALLATION OF COVERT CAMERA FOR INVESTIGATION TEAM VAN T704 REU,WS2 8LD
Department For Transport,VOSA,10/09/2012,Childcare Voucher Scheme,Human Resources,CHILDCARE VOUCHERS LTD,794724,582.61,ELECTRONIC CHILDCARE VOUCHERS SEP 12,SW1V 2RS
Department For Transport,VOSA,19/09/2012,Civil Service Occupational Health Service Costs,Human Resources,CNLR HORIZONS LTD,797161,"4,980.00",VOSA WELLBEING SERVICES 01/06/12-31/08/12,W8 5HN
Department For Transport,VOSA,17/09/2012,Civil Service Occupational Health Service Costs,Human Resources,CIC,796292,"6,058.66","VOSA WELLBEING SERVICES, MONTHLY CHARGES TO 25/08/2012",W8 5HN
Department For Transport,VOSA,11/09/2012,Clothing,Finance Estates and Performance,BURLINGTON UNIFORMS LTD,795270,"17,938.01","VOSAPO2921,Clothing/PPE payment for August 2012contract 016/005/2426",EN3 7PX
Department For Transport,VOSA,26/09/2012,Computer Costs,Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,798296,"-144,000.00",CREDIT NOTE AGAINST INVOICE 5584112186,WV10 6UH
Department For Transport,VOSA,27/09/2012,Computer Costs,Chief Information Officer,CIVICA UK LTD,794137,"-2,917.69","VOSAPO2398,Credit note to clear invoice C/PP111793",DY1 4TD
Department For Transport,VOSA,27/09/2012,Computer Costs,Chief Information Officer,CIVICA UK LTD,794113,"-2,917.68","VOSAPO2398,Credit Note in relation to Invoice C/PP111190",DY1 4TD
Department For Transport,VOSA,27/09/2012,Computer Costs,Chief Information Officer,CIVICA UK LTD,794663,"-2,793.71","VOSAPO2382,Supply the following at VOSA Checksite M6 Doxey Staffordshire:  ���	Supply approx 50m of 4 core multimode fibre  ���	Terminate fibre cable and install pair of media convertors ���	Install existing aerial pole to cabin.",DY1 4TD
