Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408159,760004015,40.00,R,Ambassador Fire & Security LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408159,760004022,40.00,R,Ambassador Fire & Security LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408159,760004039,60.00,R,Ambassador Fire & Security LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408159,760004642,60.00,R,Ambassador Fire & Security LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408170,760004712,96.00,R,Lorne Stewart  Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408170,760004730,312.00,R,Lorne Stewart  Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,14/11/2014,10405991,808301,99.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Premises,Ground Maintenance Costs,Grounds Maintenance - Direct.,,11/11/2014,10405286,808830,"2,940.00",R,Tom Prichard Contracting Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,Energy Costs,Electricity.,,11/11/2014,10404280,0,-14.32,R,British Gas Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,04/11/2014,10403845,80031122,63.25,R,Nisbets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Salt Purchase.,,07/11/2014,10404227,808352,"4,765.65",R,Compass Minerals UK Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Salt Purchase.,,07/11/2014,10404229,808352,"7,131.38",R,Compass Minerals UK Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Health & Safety Equipment.,,14/11/2014,10405955,809256,31.00,R,Sussex Safetywear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Rental / Hire,,04/11/2014,10403716,0,225.00,R,Hire One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404901,0,40.89,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404205,0,160.00,R,Greenapple Sludge Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404240,0,429.03,R,Castell Howell Foods Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404241,0,379.63,R,Castell Howell Foods Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404392,0,953.84,R,Total Produce(Cardiff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10404394,0,154.87,R,Michael I Holdsworth Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404076,0,104.84,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404078,0,333.47,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404084,0,205.67,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10408702,0,"1,083.42",R,Welsh Bros Foods Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10390984,10058183,"1,996.30",R,JPK Trade Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10399229,10058182,"2,752.12",R,Sphere Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10408609,0,-1.67,R,Riverside Veterinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10408077,0,32.96,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10408100,0,"6,271.28",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405575,0,20.00,R,Robex Industrial Products Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404363,0,99.95,R,Cambrian Group UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,25/11/2014,10408121,0,262.60,R,Pontrilas Merchants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405847,0,177.40,R,Woodland Services (Abergavenny) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405431,0,261.66,R,R W Bearings Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10404012,0,33.56,R,Travis Perkins Trading Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10406421,10060585,300.89,R,Orchard Street Furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404357,0,46.35,R,Trailparts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10404354,0,39.30,R,Robert Price Builders Merchants Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404325,0,529.98,R,Border Nurseries Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407013,0,89.72,R,Pontrilas Merchants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10406437,10060388,"3,000.00",R,Digby Plant Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405855,0,130.00,R,Greenapple Sludge Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407005,0,295.00,R,A Lewis Skip Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405953,809272,62.40,R,Robert Price Builders Merchants Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,28/11/2014,10409052,0,63.00,R,Hope Ready Mixed Concrete Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404747,809018,"2,917.54",R,Breedon Aggregates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407568,809285,271.92,R,Breedon Aggregates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407571,809257,394.46,R,Breedon Aggregates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,21/11/2014,10407573,809018,659.52,R,Breedon Aggregates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10405287,808916,"1,037.50",R,Tom Prichard Contracting Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404488,809216,605.54,R,Tata Steel UK Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10405287,808916,30.00,R,Tom Prichard Contracting Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,11/11/2014,10405269,808916,"1,540.00",R,Tom Prichard Contracting Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,28/11/2014,10408718,0,44.30,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,18/11/2014,10406054,0,249.00,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,18/11/2014,10406069,0,76.91,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,18/11/2014,10406080,0,36.88,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,18/11/2014,10406068,0,91.72,R,Newhall Janitorial Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,"Equipment, Furniture and Materials",Cleaning Materials.,,18/11/2014,10406430,10060845,31.56,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Supplies & Services,"Equipment, Furniture and Materials",Small Plant & Tools.,,25/11/2014,10407053,0,352.65,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Supplies & Services,"Equipment, Furniture and Materials",Small Plant & Tools.,,11/11/2014,10404900,0,162.96,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Small Plant & Tools.,,21/11/2014,10407214,0,70.20,R,Wolseley Centres Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Small Plant & Tools.,,07/11/2014,10404220,808899,418.00,R,Chepstow Contract Rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Small Plant & Tools.,,07/11/2014,10404224,808898,858.00,R,Chepstow Contract Rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,25/11/2014,10407753,10060866,28.90,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,25/11/2014,10407977,10060816,130.70,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,11/11/2014,10404796,10060688,133.50,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,18/11/2014,10406452,10060771,13.47,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,18/11/2014,10406451,10060772,1.96,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,14/11/2014,10405833,0,212.73,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10404644,0,-77.43,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,04/11/2014,10403832,10060244,49.97,R,Maplin Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,"Printing, Stationery and General Office Expenses",Stationery,,07/11/2014,10404330,10060446,33.56,R,Banner Business Supplies Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,Services,Professional And Specialist Fees,,04/11/2014,10403855,10044576,175.00,R,Martin Wright Associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,Services,Professional And Specialist Fees,,21/11/2014,10407118,809142,385.20,R,Glasdon U.K. Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Communications and Computing,IT Hardware,,28/11/2014,10408567,0,"1,590.00",R,SRS Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,Communications and Computing,IT Hardware,,28/11/2014,10408569,0,-110.00,R,SRS Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,Communications and Computing,Computer Consumables,,14/11/2014,10405751,10060705,225.20,R,Uk Laser Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Supplies & Services,Communications and Computing,Computer Consumables,,04/11/2014,10403772,10060319,992.56,R,Uk Laser Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406728,0,"46,573.00",R,Rhondda Cynon Taff Cbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406703,0,"13,827.52",R,Easyway Minibus Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406705,0,"140,012.34",R,First Cymru Buses Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406708,0,"4,106.61",R,Harton Coaches Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406710,0,"23,379.58",R,Humphreys Coaches (Pontypridd) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406713,0,"66,692.42",R,New Adventure Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,18/11/2014,10406727,0,"30,008.00",R,Newport City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,"Clothes, Uniform and Laundry",Clothing And Uniforms,,18/11/2014,10406467,10060846,273.00,R,Kudos Printers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,11/11/2014,10405298,10059924,50.00,R,North East Regional Employ Org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,11/11/2014,10405299,10060484,"1,080.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,07/11/2014,10404441,10060158,220.00,R,City & Guilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,04/11/2014,10403771,10059794,30.00,R,Westernair Engineering UK Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,04/11/2014,10403758,10059797,128.00,R,City & Guilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,07/11/2014,10404450,10059519,119.00,R,Allroads Training Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,07/11/2014,10404443,10060225,48.00,R,City & Guilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,21/11/2014,10407727,10060857,88.00,R,City & Guilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Supplies & Services,Services,Training Charges,All this expenditure is recovered from the client in full (plus the centres costs) to cover charges for the provision of training and assessment.,21/11/2014,10407727,10060878,132.00,R,City & Guilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Maintenance Contracts,,11/11/2014,10405154,0,453.76,R,SSE Contracting Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Maintenance Contracts,,11/11/2014,10405155,0,337.09,R,SSE Contracting Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Maintenance Contracts,,07/11/2014,10403946,0,182.89,R,SSE Contracting Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Maintenance Contracts,,07/11/2014,10403951,0,182.89,R,SSE Contracting Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Third Party Payments,Third Party,General Contracts,,25/11/2014,10407797,10056143,415.20,R,Homemakers Community Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Third Party Payments,Third Party,General Contracts,,11/11/2014,10405457,10056144,"1,213.33",R,Whitewall Kennels & Cat Hotel Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Third Party Payments,Third Party,General Contracts,,28/11/2014,10407679,10059910,"82,781.79",R,Dragon Waste Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Third Party Payments,Third Party,General Contracts,,28/11/2014,10407680,10059910,"55,309.79",R,Dragon Waste Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Traffic Signs Maintenance,,11/11/2014,10405163,0,"2,689.30",R,Centregreat Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
