Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2015110397,10/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,974.4,INTX CARS (UK) LTD
FCOGPC2015110391,10/11/2015,BAKERIES,FRA,Catering and Catering Supplies,751.71,GOSSELIN SAINT HONOR
FCOGPC2015110390,10/11/2015,BOOK STORES,LUX,Books and Periodicals,730.72,AMAZON UK MARKETPLACE
FCOGPC2015110400,10/11/2015,"BOOKS,PERIODICALS AND NEWSPAPERS",GBR,Books and Periodicals,"1,000",THE ECONOMIST NEWSPAPE
FCOGPC2015110392,10/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,782,EVENT DECOR DIRECT
FCOGPC2015110399,10/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,992.26,INFORMA.COM
FCOGPC2015110407,10/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,248",UBIQUS UK LIMITED
FCOGPC2015110405,10/11/2015,CATERERS,GBR,Catering and Catering Supplies,"1,185",AT HOME CATERING
FCOGPC2015110408,10/11/2015,CATERERS,GBR,Catering and Catering Supplies,"1,310.40",AT HOME CATERING
FCOGPC2015110377,10/11/2015,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",AUS,Training and Educational,524.75,CTR CONTINUING ED
FCOGPC2015110417,10/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",BRA,Print and advertising,"1,982.84",ALPHAGRAPHICS
FCOGPC2015110393,10/11/2015,COMPUTER NETWORK/INFORMATION SERVICES,ROM,Computer Equipment & Services,806.79,BESTJOBS.RO
FCOGPC2015110394,10/11/2015,COMPUTER NETWORK/INFORMATION SERVICES,ROM,Computer Equipment & Services,817.86,BESTJOBS.RO
FCOGPC2015110386,10/11/2015,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,692.43,C.M.C.
FCOGPC2015110389,10/11/2015,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",JOR,General Retail and Wholesale,727.24,ALRAWAE'E CURTAINS
FCOGPC2015110420,10/11/2015,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,"3,282.24",KUDOS HOSPITALITY LTD
FCOGPC2015110385,10/11/2015,ELECTRICAL PARTS AND EQUIPMENT,JPN,Building Materials,660.21,SHIZENENERUGIIYASUKA
FCOGPC2015110401,10/11/2015,ELECTRICAL PARTS AND EQUIPMENT,TUN,Building Materials,"1,010.96",CLIM 2 S
FCOGPC2015110381,10/11/2015,ELECTRONIC SALES,ZWE,General Retail and Wholesale,598.99,ELECTROSALES BORROWDAL
FCOGPC2015110398,10/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NOR,General Retail and Wholesale,991.54,TOWNHOUSE INTERIOR HOM
FCOGPC2015110418,10/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ZAF,General Retail and Wholesale,"2,081.17",CORICRAFT CANAL WALK
FCOGPC2015110419,10/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ZAF,General Retail and Wholesale,"2,576.94",PATIO WAREHOUSE
FCOGPC2015110411,10/11/2015,FAST FOOD RESTAURANTS,PHL,Restuarants and Bars,"1,483.06",ADF ENDERUN 101 INC
FCOGPC2015110375,10/11/2015,FLORISTS,JPN,Estate and garden Services,515.33,RAKUTENSP FLOWERROAD
FCOGPC2015110396,10/11/2015,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,954.77,METRO CASH&CARRY 1013
FCOGPC2015110379,10/11/2015,HOTELS/MOTELS/RESORTS ,TUR,Hotels,532.68,ACCOMODATION PROVIDER
FCOGPC2015110404,10/11/2015,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,168.05",ACCOMODATION PROVIDER
FCOGPC2015110409,10/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,359.79",ACCOMODATION PROVIDER
FCOGPC2015110415,10/11/2015,HOTELS/MOTELS/RESORTS ,TZA,Hotels,"1,604.85",ACCOMODATION PROVIDER
FCOGPC2015110410,10/11/2015,INFORMATION RETRIEVAL SERVICES,USA,Professional Services,"1,439.28",BILLTECH MELTWATER
FCOGPC2015110388,10/11/2015,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",AUT,Catering and Catering Supplies,723.91,METRO 1110
FCOGPC2015110383,10/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZMB,General Retail and Wholesale,623.9,HANDYMAN'S PARA
FCOGPC2015110403,10/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LKA,General Retail and Wholesale,"1,122.03",SWEDISH TRADING AUDIO
FCOGPC2015110406,10/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LKA,General Retail and Wholesale,"1,197.84",LUXURIA COLOMBO
FCOGPC2015110384,10/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",MEX,General Retail and Wholesale,634.03,VINOTECA TMK 2 SUC MEX
FCOGPC2015110416,10/11/2015,PASSENGER RAILWAYS,GBR,General Retail and Wholesale,"1,792",WWW.VIRGINTRAINS.CO.UK
FCOGPC2015110380,10/11/2015,"PHOTO DEVELOPING, PHOTOFINISHING LABORATORIES",CAN,Print and advertising,571.91,TAPSNAP VENTURES
FCOGPC2015110402,10/11/2015,PLUMBING AND HEATING EQUIPMENT,CAN,Building Materials,"1,071.56",JOHNSON CONTROLS LP SS
FCOGPC2015110395,10/11/2015,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,KEN,Telecommunication Services,937.16,60008040
FCOGPC2015110374,10/11/2015,TRAVEL,DEU,Airline,506.62,AIRLINE
FCOGPC2015110378,10/11/2015,TRAVEL,BEL,Airline,527.54,AIRLINE
FCOGPC2015110412,10/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,524.05",MAGI TOURS
FCOGPC2015110413,10/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,524.05",MAGI TOURS
FCOGPC2015110414,10/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,524.05",MAGI TOURS
FCOGPC2015110427,11/11/2015,ADVERTISING SERVICES,MEX,Print and advertising,527.56,DISEMOCAPIL
FCOGPC2015110449,11/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ROM,"Vehicles, servicing and spares",847.4,TIRIAC AUTO
FCOGPC2015110473,11/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",GBR,"Vehicles, servicing and spares","1,272.72",TOYOTA
FCOGPC2015110439,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,ITA,Auto rental,656.18,LARIO SRL
FCOGPC2015110464,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"1,034.46",TRAVELHIRE
FCOGPC2015110485,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"2,434.31",TRAVELHIRE
FCOGPC2015110486,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"3,000",TRAVELHIRE
FCOGPC2015110487,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"3,000",TRAVELHIRE
FCOGPC2015110488,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"3,000",TRAVELHIRE
FCOGPC2015110489,11/11/2015,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GBR,Auto rental,"3,000",TRAVELHIRE
FCOGPC2015110430,11/11/2015,AUTOMOTIVE TIRE STORES,EGY,"Vehicles, servicing and spares",570.47,UNITED CO.FOR TRADE&DI
FCOGPC2015110462,11/11/2015,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",IDN,Leisure Activities,994.99,CITY NEONINDO INDAH M
FCOGPC2015110463,11/11/2015,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,005.60",CITY ELECTRICAL FA
FCOGPC2015110443,11/11/2015,CATERERS,ZAF,Catering and Catering Supplies,685.37,APPETITE ON VAAL
FCOGPC2015110444,11/11/2015,CATERERS,TUR,Catering and Catering Supplies,690.37,ELMA TURIZM GIDA TEKST
FCOGPC2015110484,11/11/2015,CATERERS,USA,Catering and Catering Supplies,"2,267.19",WINDOWS CATERING COMPA
FCOGPC2015110432,11/11/2015,COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS,HRV,Computer Equipment & Services,576.58,HG SPOT INFORMATIKA
FCOGPC2015110460,11/11/2015,COMPUTER SOFTWARE STORES,SVN,Computer Equipment & Services,926.39,TEHIT D.O.O.
FCOGPC2015110481,11/11/2015,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",USA,Computer Equipment & Services,"1,481.73",TENABLE NETWORK SECURI
FCOGPC2015110440,11/11/2015,DEPARTMENT STORES,ITA,General Retail and Wholesale,662.38,ELETTRICA MORLACCO SPA
FCOGPC2015110428,11/11/2015,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,539.82,PAYU PAGOSONLINE
FCOGPC2015110425,11/11/2015,"EATING PLACES, RESTAURANTS",BRB,Restuarants and Bars,520.19,IN HARMONY LTD T/A IDE
FCOGPC2015110490,11/11/2015,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,"3,282.24",KUDOS HOSPITALITY LTD
FCOGPC2015110424,11/11/2015,ELECTRONIC SALES,ISR,General Retail and Wholesale,519.8,A SBITANY AND SONS CO
FCOGPC2015110429,11/11/2015,ELECTRONIC SALES,ISR,General Retail and Wholesale,554.46,A SBITANY AND SONS CO
FCOGPC2015110442,11/11/2015,ELECTRONIC SALES,AUT,General Retail and Wholesale,677.12,MEDIA MARKT 1030
FCOGPC2015110434,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,598.86,FURNISHING PLAZA
FCOGPC2015110438,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CHE,General Retail and Wholesale,632.77,IKEA AG LYSSACH
FCOGPC2015110450,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110451,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110452,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110453,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110454,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110455,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110456,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110457,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110458,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,859.13,DIMENSION SIGMOID
FCOGPC2015110474,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,288.70",DIMENSION SIGMOID
FCOGPC2015110475,11/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",JOR,General Retail and Wholesale,"1,288.70",DIMENSION SIGMOID
FCOGPC2015110423,11/11/2015,"GROCERY STORES, SUPERMARKETS",MYS,General Retail and Wholesale,516.81,NG CHOONG YEAM SDN BHD
FCOGPC2015110470,11/11/2015,"GROCERY STORES, SUPERMARKETS",GHA,General Retail and Wholesale,"1,247.88",GAME DISCOUNT WORLD
FCOGPC2015110435,11/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,599.17,ACCOMODATION PROVIDER
FCOGPC2015110436,11/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,599.17,ACCOMODATION PROVIDER
FCOGPC2015110447,11/11/2015,HOTELS/MOTELS/RESORTS ,CMR,Hotels,708.62,ACCOMODATION PROVIDER
FCOGPC2015110467,11/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,134.30",ACCOMODATION PROVIDER
FCOGPC2015110469,11/11/2015,HOTELS/MOTELS/RESORTS ,RUS,Hotels,"1,220.78",ACCOMODATION PROVIDER
FCOGPC2015110471,11/11/2015,HOTELS/MOTELS/RESORTS ,SLV,Hotels,"1,252.63",ACCOMODATION PROVIDER
FCOGPC2015110472,11/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,261",ACCOMODATION PROVIDER
FCOGPC2015110437,11/11/2015,LIMOUSINES AND TAXICABS,UKR,Travel - Air/Rail/Road,609.23,TAXI ELIT 117
FCOGPC2015110446,11/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LKA,General Retail and Wholesale,706.26,LUXURIA COLOMBO
FCOGPC2015110433,11/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,590.79,CLIP
FCOGPC2015110482,11/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,TWN,General Retail and Wholesale,"1,586.08",BRITISH CHAMBER OF COM
FCOGPC2015110483,11/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,882.88",G4S SECURE
FCOGPC2015110476,11/11/2015,MOTION PICTURE THEATERS,AUS,Leisure Activities,"1,325",GREATER UNION MANUKA
FCOGPC2015110461,11/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies",932.1,BIROFIS BURO MALZ.TIC.
FCOGPC2015110441,11/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",MLT,General Retail and Wholesale,675.27,PISCOPO S CASH AND CAR
FCOGPC2015110445,11/11/2015,"PHOTO DEVELOPING, PHOTOFINISHING LABORATORIES",CAN,Print and advertising,692.77,TAPSNAP VENTURES
FCOGPC2015110459,11/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Professional Services,879.56,SQ ONE WALL TWO ROOMS
FCOGPC2015110465,11/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Professional Services,"1,075.96",POST UP STAND
FCOGPC2015110466,11/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Professional Services,"1,075.97",POST UP STAND
FCOGPC2015110448,11/11/2015,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,USA,"Office Stationery, equipment and supplies",780.66,STAPLES TECH SOLN
FCOGPC2015110426,11/11/2015,TRAVEL,BEL,Airline,526.81,AIRLINE
FCOGPC2015110431,11/11/2015,TRAVEL,GBR,Airline,572.76,AIRLINE
FCOGPC2015110468,11/11/2015,TRAVEL AGENCIES,GBR,Travel Agencies,"1,144.44",CHINA HOLIDAYS LTD
FCOGPC2015110477,11/11/2015,TRAVEL AGENCIES,TUR,Travel Agencies,"1,351.57",AZ-AL TURIZM NAKLIYAT
FCOGPC2015110478,11/11/2015,TRAVEL AGENCIES,TUR,Travel Agencies,"1,425.56",AZ-AL TURIZM NAKLIYAT
FCOGPC2015110479,11/11/2015,TRAVEL AGENCIES,IDN,Travel Agencies,"1,430.98",BAYU BUANA TOUR & TRAV
FCOGPC2015110480,11/11/2015,TRAVEL AGENCIES,IDN,Travel Agencies,"1,430.98",BAYU BUANA TOUR & TRAV
FCOGPC2015110421,11/11/2015,WHOLESALE CLUBS,NGA,General Retail and Wholesale,502.51,2214LA002625021
FCOGPC2015110422,11/11/2015,WHOLESALE CLUBS,RUS,General Retail and Wholesale,511.48,METRO STORE 1030
FCOGPC2015110513,12/11/2015,"ARTIST SUPPLY STORES, CRAFT SHOPS",NGA,General Retail and Wholesale,781.54,CENTCHIBY INTERNATIONA
FCOGPC2015110536,12/11/2015,AUTOMOTIVE BODY REPAIR SHOPS,CYP,"Vehicles, servicing and spares","1,255.41",SAVVAS MATTHEOU SHOP
FCOGPC2015110507,12/11/2015,AUTOMOTIVE SERVICE SHOPS,TWN,"Vehicles, servicing and spares",681.44,HUAI AN AUTOMOBILE CO.
FCOGPC2015110537,12/11/2015,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,279.40",THE ELECTRIC GATE SHOP
FCOGPC2015110527,12/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,NGA,Miscellaneous Industrial/Commercial Supplies,"1,082.52",ANIYA PHARMECEUTICAL
FCOGPC2015110520,12/11/2015,"BUYING/SHOPPING CLUBS, SERVICES",NGA,Mail Order / Direct Selling,917.21,IBECO GLOBAL LINK LTD
FCOGPC2015110509,12/11/2015,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,695.46,INCOME OFFFICE
FCOGPC2015110524,12/11/2015,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",LBN,Computer Equipment & Services,"1,021.93",460 THE MULTIMEDIA STO
FCOGPC2015110544,12/11/2015,COMPUTER SOFTWARE STORES,ZAF,Computer Equipment & Services,"1,372.18",BUSINESS IMAGES HOLD
FCOGPC2015110551,12/11/2015,COMPUTER SOFTWARE STORES,ZAF,Computer Equipment & Services,"1,527.16",BUSINESS IMAGES HOLD
FCOGPC2015110504,12/11/2015,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,613.94,FRANCINO ENT NIG LTD
FCOGPC2015110542,12/11/2015,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",NGA,Building Services,"1,340.80",FINABOD ENTERPRISES
FCOGPC2015110533,12/11/2015,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,"1,210.51",G4S SECURITY SE
FCOGPC2015110495,12/11/2015,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,539.08,PAYU PAGOSONLINE
FCOGPC2015110496,12/11/2015,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,539.08,PAYU PAGOSONLINE
FCOGPC2015110516,12/11/2015,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,821.86,COMPASS SERVICES UK LT
FCOGPC2015110540,12/11/2015,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,"1,320",PARK CHINOIS
FCOGPC2015110492,12/11/2015,ELECTRONIC SALES,ESP,General Retail and Wholesale,504.97,SAMSUNG IBERIA S.A.U.
FCOGPC2015110502,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,596.27,DIPLOMATIC MISSION SUP
FCOGPC2015110512,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,774.72,NEWW FACE CARPET
FCOGPC2015110519,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,899.74,NEWW FACE CARPET
FCOGPC2015110538,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,"1,301.95",NEWW FACE CARPET
FCOGPC2015110539,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,"1,302.87",NEWW FACE CARPET
FCOGPC2015110543,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",SAU,General Retail and Wholesale,"1,369.34",ALRAJA FOR FURNITURE
FCOGPC2015110548,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NGA,General Retail and Wholesale,"1,495.89",NEWW FACE CARPET
FCOGPC2015110550,12/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,"1,526.61",EMEK YATAS HOME
FCOGPC2015110526,12/11/2015,"FABRIC, NEEDLEWORK, PIECE GOODS, AND SEWING STORES",LBN,General Retail and Wholesale,"1,045.92",FABRIC VILLE
FCOGPC2015110525,12/11/2015,FLOOR COVERING STORES,MEX,General Retail and Wholesale,"1,030.26",DECOREX INSURGENTES
FCOGPC2015110503,12/11/2015,"GROCERY STORES, SUPERMARKETS",ESP,General Retail and Wholesale,602.46,ASTURIANOS DE SANABRIA
FCOGPC2015110528,12/11/2015,HARDWARE EQUIPMENT AND SUPPLIES,TZA,Miscellaneous Industrial/Commercial Supplies,"1,103.39",EDMUND TARIMO
FCOGPC2015110545,12/11/2015,HARDWARE EQUIPMENT AND SUPPLIES,TZA,Miscellaneous Industrial/Commercial Supplies,"1,461.73",EDMUND TARIMO
FCOGPC2015110546,12/11/2015,HARDWARE EQUIPMENT AND SUPPLIES,TZA,Miscellaneous Industrial/Commercial Supplies,"1,461.73",EDMUND TARIMO
FCOGPC2015110535,12/11/2015,HARDWARE STORES,ZAF,General Retail and Wholesale,"1,250.33",MRS PAINT
FCOGPC2015110541,12/11/2015,HARDWARE STORES,ZAF,General Retail and Wholesale,"1,340.73",MRS PAINT
FCOGPC2015110530,12/11/2015,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",ZAF,Building Services,"1,180.79",GHIZA PLUMBING SERVI
FCOGPC2015110494,12/11/2015,HOTELS/MOTELS/RESORTS ,HKG,Hotels,517.89,ACCOMODATION PROVIDER
FCOGPC2015110505,12/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,634.16,ACCOMODATION PROVIDER
FCOGPC2015110557,12/11/2015,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"8,351.25",ACCOMODATION PROVIDER
FCOGPC2015110514,12/11/2015,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,788.54,WW GRAINGER
FCOGPC2015110497,12/11/2015,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",RUS,Financial Services,569.86,SPAO INGOSSTRAKH
FCOGPC2015110491,12/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,502.76,G4S SECURE
FCOGPC2015110517,12/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,828,WWW.THEFPA.CO.UK
FCOGPC2015110522,12/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,960,FREE PINT LIMITED
FCOGPC2015110523,12/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,005.52",G4S SECURE
FCOGPC2015110531,12/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,194",INFORMA UK MOTO GB
FCOGPC2015110493,12/11/2015,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,510,WP-CHARITIES ADVIS
FCOGPC2015110518,12/11/2015,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,853.67,RIGAS 10. PASTA NODALA
FCOGPC2015110534,12/11/2015,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,"1,240.38",RIGAS 10. PASTA NODALA
FCOGPC2015110498,12/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,577.19,PROFESSIONAL EXECUTIVE
FCOGPC2015110529,12/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,"1,166.27",PROFESSIONAL EXECUTIVE
FCOGPC2015110547,12/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,480",WWW.OFCOM.ORG.UK
FCOGPC2015110515,12/11/2015,"SPORTS APPAREL, RIDING APPAREL STORES",NGA,General Retail and Wholesale,818.33,"25, OLORUNTOYIN"
FCOGPC2015110508,12/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,UKR,Telecommunication Services,685.32,WIDEUP.NET KYIVSTAR
FCOGPC2015110510,12/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,700.87,2044LA000012897
FCOGPC2015110521,12/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,921.57,2044LA000012897
FCOGPC2015110532,12/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,NGA,Telecommunication Services,"1,198.59",2044LA000012897
FCOGPC2015110549,12/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,SAU,Telecommunication Services,"1,520.68",ETIHAD ETISALAT MOBILY
FCOGPC2015110506,12/11/2015,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,PAK,Telecommunication Services,661,BEEPS AND BELLS
FCOGPC2015110499,12/11/2015,TRAVEL,BEL,Airline,589.84,AIRLINE
FCOGPC2015110500,12/11/2015,TRAVEL,BEL,Airline,589.84,AIRLINE
FCOGPC2015110501,12/11/2015,TRAVEL,BEL,Airline,591.06,AIRLINE
FCOGPC2015110511,12/11/2015,TRAVEL,PAN,Airline,706.69,AIRLINE
FCOGPC2015110556,12/11/2015,TRAVEL,MEX,Airline,"4,933.17",AIRLINE
FCOGPC2015110552,12/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,553.24",MAGI TOURS
FCOGPC2015110553,12/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,553.24",MAGI TOURS
FCOGPC2015110554,12/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"1,674.99",MAGI TOURS
FCOGPC2015110555,12/11/2015,TRAVEL AGENCIES,EGY,Travel Agencies,"3,106.48",MAGI TOURS
FCOGPC2015110604,13/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",MYS,"Vehicles, servicing and spares",979.67,SISMA-GLENMARIE-GPRS 2
FCOGPC2015110621,13/11/2015,CATERERS,ZAF,Catering and Catering Supplies,"4,550.73",FRESH CATERING
FCOGPC2015110609,13/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",BRA,Print and advertising,"1,080.33",ALPHAGRAPHICS
FCOGPC2015110588,13/11/2015,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",MLT,Miscellaneous Industrial/Commercial Supplies,758.28,C & H BARTOLI (CATRERI
