Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,537325,5428.35,xxxxxx December 2012 Invoice,NE11 0RU
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537327,12121.28,xxxxxx December 2012 Invoice,NE1 3PL
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537384,3600,For works carried out during December 2012 (#3600),NE1 3PL
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537408,34000,December Invoice,NE1 3PL
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537430,10000,For work in Dec 2012,NE1 3PL
Department For Transport,Highways Agency,19/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537450,15548.08,"URS invoice task 30 Dec 12#15,548.08",NE1 3PL
Department For Transport,Highways Agency,19/12/2012,External seminars and conferences,FINANCE & BUSINESS SERVICES,TRAINING FOR TRANSPORTATION PROFESSIONALS,537428,1560,xxxxxxn 12/13 - year 3 #1560.00,B95 5AW
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537312,953.53,November 2012 File Storage - Bedford,M1 3LF
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537313,822.06,November 2012 File Storage - Dorking,M1 3LF
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537315,1423.79,November 2012 File Storage - Bristol,M1 3LF
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537316,3253.09,November 2012 File Storage - Birmingham,M1 3LF
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537317,930.28,November 2012 File Storage - Leeds,M1 3LF
Department For Transport,Highways Agency,19/12/2012,File storage and distribution services,FINANCE & BUSINESS SERVICES,TNT (UK) LIMITED,537318,1039.2,November 2012 File Storage - Manchester,M1 3LF
Department For Transport,Highways Agency,19/12/2012,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537324,46050.7,Fixed Service Charge December 2012 (11 days @ 2012 RC Rate; 20 days @ 2013 RC) spend,WS11 0JA
Department For Transport,Highways Agency,19/12/2012,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537391,4923.5,SHARE BAU Services December 2012,WS11 0JA
Department For Transport,Highways Agency,19/12/2012,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537326,118526.59,Unit Price Bundle Charge December 2012 (11 days @ 2012 RC Rate; 20 days @ 2013 RC) spend,WS11 0JA
Department For Transport,Highways Agency,19/12/2012,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537332,150837.23,Apps Service Bundle December 2012 spend (11 days @ 2012 RC Rate; 20 days @ 2013 RC),WS11 0JA
Department For Transport,Highways Agency,19/12/2012,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537334,19000,Blackberry Core Service & Support Costs December 2012,WS11 0JA
Department For Transport,Highways Agency,19/12/2012,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,537394,2978.63,Firefox Monthly Support Costs Dec 12,WS11 0JA
Department For Transport,Highways Agency,19/12/2012,Legal Costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,537406,19887.06,"TSol invoice number 125424 dated 04 Dec 12 (#17,702.06 at 20%vat & #2,185 at 0%vat)",WC2B 4TS
Department For Transport,Highways Agency,19/12/2012,National Vehicle Recovery Income,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,HA012/2012,-9708.58,NVRM MONTHLY SERVICE CHARGE - NOV 2012,HD1 6NA
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,FAITHFUL & GOULD,536826,229.64,xxxxxx services Nov 2012,WR5 1TX
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,GEORGE CORDEROY & CO,537411,11745.7,Commercial Managers work for December 2012,ME18 5NN
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,PARITY RESOURCES LIMITED,534372,-7167.05,Fees from 1st to 25th Oct & T&S cost from hotel stay (18th),SW19 3RU
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,WSP UK LIMITED,537306,59985.36,xxxxxx work to w/e 30th November 2012,RG21 4HJ
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,WSP UK LIMITED,537307,958.68,xxxxxx all expenses to end of December 2012,RG21 4HJ
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,WSP UK LIMITED,537308,13330.08,"xxxxxx to w/e 7, 14, 21, 28 December 2012 (15 days)",RG21 4HJ
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,537356,586.23,NDD SE Technical Support Services - xxxxxx - Fees up to 30/11/2012,GU2 7AR
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,537364,8136.51,NDD SE Technical Support Services - Nov 2012 - xxxxxx,GU2 7AR
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,EXPERIS LIMITED,537471,4436.28,Temporary cover staff xxxxxx for December (15 x days),EC1R 3DR
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,537440,726,invoice nu from BS 30570772- ACC for SE #605,AL1 4ZX
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,537442,1501.2,invoice nu BS 30570773 ACC EM TEMPS #1251,AL1 4ZX
Department For Transport,Highways Agency,19/12/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,537444,1600.79,INVOICE BS NU 30570774 ACC TEMPS #1333.99,AL1 4ZX
Department For Transport,Highways Agency,19/12/2012,Other external training costs,FINANCE & BUSINESS SERVICES,ROFFEY PARK INSTITUTE LTD,537476,2122.93,"Cohort 2 Module 3 - ALS #2,122.93 this is from task order RA02/006/2012",RH12 4TD
Department For Transport,Highways Agency,19/12/2012,Other external training costs,FINANCE & BUSINESS SERVICES,ROFFEY PARK INSTITUTE LTD,537477,6008.58,"Cohort 4 Module 1 - ALS #6,008.58 this is from task order RA04/001/2012",RH12 4TD
Department For Transport,Highways Agency,19/12/2012,Other external training costs,FINANCE & BUSINESS SERVICES,ROFFEY PARK INSTITUTE LTD,537482,1145.08,"Cohort 2 Module 2 Activity 7 Review meeting #1,145.08 this is from task order RA005/2012",RH12 4TD
Department For Transport,Highways Agency,19/12/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537462,1057.7,Apps and Certs Receipt - APC36576,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,537373,6411.75,M25 DBFO - New Data Cct fpr M1 J6 Pump Station,GU14 7BF
Department For Transport,Highways Agency,19/12/2012,Professional advisers - Accommodation,FINANCE & BUSINESS SERVICES,BLAKE LAPTHORN,537331,1652,Deed of variation - Ash House - Invoice 857768,PO6 4ST
Department For Transport,Highways Agency,19/12/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,CAPITA HEALTH SOLUTIONS,537359,3259.81,Summary Invoice 92630519 - Issue date 17/09/2012,CO4 9QR
Department For Transport,Highways Agency,19/12/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,EMPLOYEE ADVISORY RESOURCE LIMITED T/A WORKPLACE OPTIONS,537322,2373.27,Provision of Employee Assistance Programme - Inv SI013266,W4 5YB
Department For Transport,Highways Agency,19/12/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,EMPLOYEE ADVISORY RESOURCE LIMITED T/A WORKPLACE OPTIONS,537360,709.4,Workplace Mediation - 30/10/2012 - Invoice SI013358,W4 5YB
Department For Transport,Highways Agency,19/12/2012,Professional H&S advisors,FINANCE & BUSINESS SERVICES,EMPLOYEE ADVISORY RESOURCE LIMITED T/A WORKPLACE OPTIONS,537362,4068,"Onsite Counselling - 25th/26th September and 8th, 9th and 18th October - Invoice SI013359",W4 5YB
Department For Transport,Highways Agency,19/12/2012,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,537335,243756.38,,RH10 1TX
Department For Transport,Highways Agency,19/12/2012,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,537336,1745287.96,,RH10 1TX
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,537462,23669.91,Apps and Certs Receipt - APC36576,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,537342,28329.38,A3 Hindhead - Atkins Invoice November 2012,KT18 5BW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,537388,31807.45,A3 Hindhead - Atkins lot 1 (remaining amount from lot 2 BPA),KT18 5BW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,537448,5455.18,A11 Fiveways. Atkins S&T invoice. Up to end November 2012.,KT18 5BW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,537449,22758.27,M1 J28-31 PO 1028 Atkins Traffic Modelling Nov 2012,KT18 5BW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BIDWELLS,PWI/125746807,6396.62,A14 ELLINGTON PI COMPENSATION CLAIMS,OX2 0JJ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,537086,166.8,Management September 2012,WV1 4HY
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,537387,1631.53,HUB Function Costs - September 2012 (M6 J10a-13),WV1 4HY
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,537310,28663.71,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,537310,1492.66,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN SERCO JOINT VENTURE,537330,91520.07,M1 J32-35a MM Delivery Partner for October 2012,SL6 4UB
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240000,750,HAL00012535/xxxxxx/91124736,CF10 5BT
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240652,1639.8,HAL00011953/xxxxxx/91125118,CF10 5BT
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240653,600,00011955/xxxxxx/,CF10 5BT
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,537427,38242.83,,GU14 7BF
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,537398,30144.69,Inv No 102260 dated 19/12/12 M62 J25 to 30 MMS Techspan base costs December 2012,HP19 8BP
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,537400,32896.79,Inv No 102261 dated 19/12/12 M62 J25 to 30 MMS Techspan CVO costs December 2012,HP19 8BP
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,INGHAM & YORKE,LOMD240644,1772.1,00009870/Mxxxxxx,BB12 7QX
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,537377,32580.67,Invoice Number - MMGV/A63/001 - November 2012,SO50 9NW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,537438,27415.73,A11 Fiveways. MMGJV Invoice no.004 dated 13/12/2012,SO50 9NW
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,537349,24090.52,MMCALO Dec12,CR0 2EE
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,537321,4143.65,,OL1 9LH
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,537390,3624.87,M3 J2-4a Mouchel LOT 4 Invoice: 5000004272 Date: 14/12/2012,OL1 9LH
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,537412,63749.9,,OL1 9LH
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PERSONA ASSOCIATES LTD,537367,9731.27,M1 J19 - 3 DAY PI TRAINING COURSE,RH12 1QJ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240650,2417,HAL99999430//25000118662012,SW19 4DT
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,535044,-8301,Apps and Certs Receipt - APC34610,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537436,8301,Apps and Certs Receipt - APC36967,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537461,29320.8,Apps and Certs Receipt - APC36760,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537348,17464.67,Apps and Certs Receipt - APC37228,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,81893.48,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,839.36,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,227.72,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,701.21,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,5541.33,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,1799.33,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CHUBB SYSTEMS,537376,5788.97,,BB1 2PR
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,537424,51104.44,,GU14 7BF
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,537432,500,,OL1 9LH
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,537374,2958.81,M56 J7 Litigation Dispute November 2012,WC2B 4TS
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,537375,664.48,M56 J7 Litigation Dispute November 2012 work nil vat amount,WC2B 4TS
Department For Transport,Highways Agency,19/12/2012,TA Cost AUC - Programme,TRAFFIC MANAGEMENT DIRECTORATE,NETWORK INFORMATION SERVICES LTD,537386,1041772,NIS payment for Release 2.1 ATP Assets only (excluding people charge),B32 1AF
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,537409,136036.78,Apps and Certs Receipt - APC37843,DN18 5BW
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BOE FOREIGN CURRENCY,CERT15INV70007528,174237.37,CERTNO15INVNO70007528,EC2R 8AH
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BOE FOREIGN CURRENCY,CERT16INV70007528,463790.76,CERTNO16INVNO70007528,EC2R 8AH
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,25427.91,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,537382,123307.08,Apps and Certs Receipt - APC37819,DN22 8SG
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,537383,32777.83,Apps and Certs Receipt - APC37819,DN22 8SG
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AGGREGATE INDUSTRIES UK LTD,537489,90106.42,Apps and Certs Receipt - APC37391,LE67 1TL
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,524148,-22366.36,Apps and Certs Receipt - APC20250,OX4 4DQ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),525283,-697.41,Apps and Certs Receipt - APC22376,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528429,-1488.29,Apps and Certs Receipt - APC26741,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),530467,-2825.2,Apps and Certs Receipt - APC28637,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537434,96694.11,Apps and Certs Receipt - APC37268,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537435,485339.99,Apps and Certs Receipt - APC37247,DL1 1TJ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,537454,251371.06,Apps and Certs Receipt - APC37352,RH1 1PQ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,537486,450971.97,Apps and Certs Receipt - APC37372,RH1 1PQ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALVAC WHITLEY MORAN LTD,537468,132039.03,Apps and Certs Receipt - APC37378,L33 7TW
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,537310,122424.17,Apps and Certs Receipt - APC37613,WV1 4RU
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,FREYSSINET LIMITED,537457,39889.81,Apps and Certs Receipt - APC37353,TF3 3DE
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,FREYSSINET LIMITED,537459,3534.47,Apps and Certs Receipt - APC37375,TF3 3DE
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,FREYSSINET LIMITED,537466,10121.09,Apps and Certs Receipt - APC37388,TF3 3DE
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,FREYSSINET LIMITED,537467,120000,Apps and Certs Receipt - APC37388,TF3 3DE
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,FREYSSINET LIMITED,537485,189947.18,Apps and Certs Receipt - APC37369,TF3 3DE
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,GEOFFREY OSBORNE LTD,537460,135460.12,Apps and Certs Receipt - APC37376,PO19 3HZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,GEOFFREY OSBORNE LTD,537464,226819.83,Apps and Certs Receipt - APC37379,PO19 3HZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,H W MARTIN (TRAFFIC MANAGEMENT) LTD,537458,19912.66,Apps and Certs Receipt - APC37374,DE55 5JY
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,H W MARTIN (TRAFFIC MANAGEMENT) LTD,537470,153841.43,Apps and Certs Receipt - APC37380,DE55 5JY
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,H W MARTIN (TRAFFIC MANAGEMENT) LTD,537478,16247.37,Apps and Certs Receipt - APC37371,DE55 5JY
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,H W MARTIN (TRAFFIC MANAGEMENT) LTD,537487,141440.29,Apps and Certs Receipt - APC37389,DE55 5JY
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,537309,515743.65,Apps and Certs Receipt - APC37730,B23 7RZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,537311,49092,Apps and Certs Receipt - APC37736,B23 7RZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,537469,42162.83,Apps and Certs Receipt - APC37377,B23 7RZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,537480,230415.8,Apps and Certs Receipt - APC37350,B23 7RZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,537483,12314.42,Apps and Certs Receipt - APC37328,B23 7RZ
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JOE ROOCROFT & SONS LTD,537465,15557.39,Apps and Certs Receipt - APC37381,PR26 7UX
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JOE ROOCROFT & SONS LTD,537479,53189.29,Apps and Certs Receipt - APC37370,PR26 7UX
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,JOE ROOCROFT & SONS LTD,537484,140317.83,Apps and Certs Receipt - APC37373,PR26 7UX
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,VOLKERLASER LIMITED,537481,39643.04,Apps and Certs Receipt - APC37351,WR5 2JG
Department For Transport,Highways Agency,19/12/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,VOLKERLASER LIMITED,537488,72002.11,Apps and Certs Receipt - APC37390,WR5 2JG
Department For Transport,Highways Agency,19/12/2012,Third Party claims costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,PWI/126251948,12500,Q101533G/SPE/A4 - xxxxxx,WC2B 4TS
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537554,2669.63,"CE931 Installation of Failsafe Damper at Ash Hse, Exeter",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537601,33513.72,Reactive Works at WM RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537603,1405.77,Reactive Works at SE RCC Region for December 2012,OX4 4DQ
