EXAMPLES OF ePC EXPENDITURE,,,,
,,,,
MODGPC00184871,14/12/2017,Retail, ELECTRONICS STORES,"£1,516.42"
MODGPC00184872,14/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£1,051.30"
MODGPC00184873,14/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£1,820.42"
MODGPC00184874,14/12/2017,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,"£3,453.92"
MODGPC00184875,14/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00184876,14/12/2017,Clothing/Uniform Services, LAUNDRY/CLEANING/GARMENT SV,£523.31
MODGPC00184877,14/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,"£1,235.07"
MODGPC00184878,14/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£922.92
MODGPC00184880,14/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,982.09"
MODGPC00184881,14/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,512.16"
MODGPC00184883,14/12/2017,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,"£3,771.60"
MODGPC00184885,14/12/2017,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,£877.30
MODGPC00184886,14/12/2017,Medical, MED/HEALTH SERVICES - DEF,"£3,024.00"
MODGPC00184887,14/12/2017,Medical, MED/HEALTH SERVICES - DEF,"£1,152.00"
MODGPC00184888,14/12/2017,Government, GOV'T SERV - DEFAULT,£620.00
MODGPC00184889,14/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£972.00
MODGPC00184890,14/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£500.00
MODGPC00184891,14/12/2017,Business Expenses/Services, POSTAGE STAMPS,£657.14
MODGPC00184892,14/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,904.40"
MODGPC00184895,14/12/2017,Facilities/Repair Services, SMALL APPLIANCE REPAIR DEF,"£1,134.00"
MODGPC00184897,14/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,710.00"
MODGPC00184899,14/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£3,877.44"
MODGPC00184900,14/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,"£3,555.35"
MODGPC00184905,14/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£4,999.99"
MODGPC00184920,14/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,990.65"
MODGPC00184921,14/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£552.00
MODGPC00184922,14/12/2017,Caterers Food, CATERERS,£940.24
MODGPC00184923,14/12/2017,Other Supplies," GIFT, CARD, NOVELTY STORES",£570.00
MODGPC00184925,14/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£4,893.84"
MODGPC00184926,14/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,042.80"
MODGPC00184927,14/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,£976.80
MODGPC00184928,14/12/2017,Automobile Services & Supplies, SERVICE STATIONS,"£1,681.44"
MODGPC00184929,14/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,321.57"
MODGPC00184931,14/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,520.00"
MODGPC00184932,14/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,822.50"
MODGPC00184933,14/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£2,974.40"
MODGPC00184934,14/12/2017,Business Expenses/Services, STATIONERY STORES,"£1,087.14"
MODGPC00184935,14/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,713.61"
MODGPC00184936,14/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,£775.00
MODGPC00184937,14/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,£943.02
MODGPC00184938,14/12/2017,Clothing/Uniform Services, TAILOR/SEAMSTRESS/ALTERS,"£1,200.00"
MODGPC00184939,14/12/2017,Retail, SPORTS/RIDING APPAREL STORES,"£3,588.00"
MODGPC00184940,14/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£3,000.00"
MODGPC00184941,14/12/2017,Retail, SPORTING GOODS STORES,£950.76
MODGPC00184942,14/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£4,999.89"
MODGPC00184943,14/12/2017,Caterers Food, CATERERS,£530.40
MODGPC00184956,14/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£640.44
MODGPC00184983,14/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£774.00
MODGPC00184986,14/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£688.69
MODGPC00184988,14/12/2017,Caterers Food, CATERERS,"£8,257.65"
MODGPC00184990,14/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,029.26"
MODGPC00184994,14/12/2017,Health Services And Supplies, HEARING AID/SALES/SERVICE,"£1,725.11"
MODGPC00184996,14/12/2017,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,£543.84
MODGPC00184997,14/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,"£1,571.74"
MODGPC00184999,14/12/2017,Auto/Vehicle Expenses, AUTOMOTIVE TIRE STORES,"£1,723.11"
MODGPC00185000,14/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,749.93"
MODGPC00185001,14/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£686.71
MODGPC00185002,14/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£600.00
MODGPC00185003,14/12/2017,Retail, ELECTRONICS STORES,£900.00
MODGPC00185004,14/12/2017,Retail, ELECTRONICS STORES,£990.00
MODGPC00185005,14/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£816.96
MODGPC00185006,14/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£4,781.23"
MODGPC00185015,14/12/2017,Other Supplies, CATALOG MERCHANT,£714.00
MODGPC00185016,14/12/2017,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,"£1,558.00"
MODGPC00185018,14/12/2017,Retail, ELECTRONICS STORES,£900.00
MODGPC00185032,14/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,"£2,046.00"
MODGPC00185040,14/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,389.85"
MODGPC00185106,14/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,£899.22
MODGPC00185118,14/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,591.87"
MODGPC00185129,14/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,379.62"
MODGPC00184855,13/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£690.48
MODGPC00184882,13/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£10,001.76"
MODGPC00184884,13/12/2017,Caterers Food, CATERERS,"£1,335.93"
MODGPC00184894,13/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£636.00
MODGPC00184898,13/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,869.60"
MODGPC00184901,13/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£626.40
MODGPC00184902,13/12/2017,Retail, SPORTING GOODS STORES,"£4,453.81"
MODGPC00184903,13/12/2017,Government, BUSINESS/SECRETARIAL SCHOOL,£840.00
MODGPC00184904,13/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£538.66
MODGPC00184906,13/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£919.20
MODGPC00184907,13/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£768.44
MODGPC00184908,13/12/2017,Retail, SPORTS/RIDING APPAREL STORES,"£1,123.20"
MODGPC00184909,13/12/2017,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,£640.82
MODGPC00184910,13/12/2017,Retail, SPORTING GOODS STORES,£896.25
MODGPC00184911,13/12/2017,Business To Business Eqpt/Furn, BOOK STORES,"£1,703.68"
MODGPC00184912,13/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,192.75"
MODGPC00184913,13/12/2017,Government, GOV'T SERV - DEFAULT,£594.00
MODGPC00184914,13/12/2017,Government, SCHOOLS - DEFAULT,£900.00
MODGPC00184915,13/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£2,616.00"
MODGPC00184918,13/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£5,000.00"
MODGPC00184930,13/12/2017,Government, GOV'T SERV - DEFAULT,"£3,000.00"
MODGPC00184946,13/12/2017,Other Supplies, COMBINATION CATALOG & RETAIL,£726.58
MODGPC00184967,13/12/2017,Utilities, COMPUTER NETWORK/INFO SVCS,£510.99
MODGPC00185008,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£2,487.00"
MODGPC00185009,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£507.42
MODGPC00185010,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£580.51
MODGPC00185011,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£574.10
MODGPC00185012,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£1,327.80"
MODGPC00185013,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£1,089.82"
MODGPC00185014,13/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£650.76
MODGPC00185017,13/12/2017,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,£960.00
MODGPC00185027,13/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£2,210.04"
MODGPC00185054,13/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,500.00"
MODGPC00185143,13/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,£801.07
MODGPC00185144,13/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£2,754.73"
MODGPC00185145,13/12/2017,Government, GOV'T SERV - DEFAULT,£514.13
MODGPC00185146,13/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,£680.46
MODGPC00185147,13/12/2017,Business To Business Eqpt/Furn, BOOK STORES,"£1,332.17"
MODGPC00185148,13/12/2017,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£10,346.86"
MODGPC00185149,13/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£768.00
MODGPC00185150,13/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£5,025.00"
MODGPC00185153,13/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£838.80
MODGPC00185154,13/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£668.14
MODGPC00185155,13/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,£788.40
MODGPC00185156,13/12/2017,Retail, SPORTING GOODS STORES,£660.00
MODGPC00185157,13/12/2017,Equipment And Furniture, TOOL HIRE,£672.03
MODGPC00185158,13/12/2017,Business To Business Facility/," PAINT, VARNISHES & SUPPLIES",£810.00
MODGPC00185159,13/12/2017,Government, SCHOOLS - DEFAULT,£532.91
MODGPC00185160,13/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,969.46"
MODGPC00185161,13/12/2017,Government, GOV'T SERV - DEFAULT,£517.45
MODGPC00185162,13/12/2017,Government, SCHOOLS - DEFAULT,"£1,285.00"
MODGPC00185163,13/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£1,129.20"
MODGPC00185164,13/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£2,964.00"
MODGPC00185165,13/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£4,380.00"
MODGPC00185167,13/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,£725.43
MODGPC00185168,13/12/2017,Health Services And Supplies, HEARING AID/SALES/SERVICE,£631.40
MODGPC00185169,13/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£555.55
MODGPC00185170,13/12/2017,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,£719.32
MODGPC00185171,13/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£2,399.88"
MODGPC00185172,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,558.53"
MODGPC00185173,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,198.86"
MODGPC00185174,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£8,492.60"
MODGPC00185175,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,078.98"
MODGPC00185176,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,207.99"
MODGPC00185177,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£3,929.18"
MODGPC00185178,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£2,370.66"
MODGPC00185179,13/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£678.56
MODGPC00185180,13/12/2017,Business Expenses/Services, POSTAGE STAMPS,£534.25
MODGPC00185181,13/12/2017,Business Expenses/Services, STATIONERY STORES,"£2,340.00"
MODGPC00185182,13/12/2017,Facilities/Repair Supplies, DRAPERY & UPHOLSTERY STORES,£506.88
MODGPC00185183,13/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,505.24"
MODGPC00185184,13/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£846.00
MODGPC00185186,13/12/2017,Retail, MUSIC STORES/PIANOS,"£3,870.00"
MODGPC00185187,13/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£650.40
MODGPC00185188,13/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,000.00"
MODGPC00185189,13/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£510.00
MODGPC00185191,13/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,056.28"
MODGPC00185192,13/12/2017,Eating And Drinking Places, RESTAURANTS,"£3,956.26"
MODGPC00185194,13/12/2017,Caterers Food, CATERERS,"£1,511.55"
MODGPC00185218,13/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,807.20"
MODGPC00185219,13/12/2017,Medical, MEDICAL/DENTAL LABS,"£2,076.84"
MODGPC00185220,13/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£820.00
MODGPC00185221,13/12/2017,Government, GOV'T SERV - DEFAULT,"£3,429.49"
MODGPC00185222,13/12/2017,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,"£2,100.00"
MODGPC00185223,13/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,£668.11
MODGPC00185224,13/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£578.71
MODGPC00185225,13/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£672.31
MODGPC00185226,13/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,512.00"
MODGPC00185227,13/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£790.79
MODGPC00185228,13/12/2017,Government, GOV'T SERV - DEFAULT,£504.00
MODGPC00185230,13/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£5,140.80"
MODGPC00185232,13/12/2017,Facilities/Repair Supplies, HOME SUPPLY WAREHOUSE STORES,"£4,865.01"
MODGPC00185233,13/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£743.56
MODGPC00185234,13/12/2017,Retail, SPORTING GOODS STORES,"£4,101.30"
MODGPC00185235,13/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£975.12
MODGPC00184695,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,983.56"
MODGPC00184697,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£4,792.29"
MODGPC00184698,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£4,446.55"
MODGPC00184699,12/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£500.00
MODGPC00184700,12/12/2017,Other Supplies, CATALOG MERCHANT,"£1,122.12"
MODGPC00184701,12/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,427.10"
MODGPC00184702,12/12/2017,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£3,688.76"
MODGPC00184703,12/12/2017,Clothing/Uniform Services, LAUNDRIES-FAMILY/COMMERCIAL,"£1,844.38"
MODGPC00184704,12/12/2017,Clothing/Uniform Services, DRY CLEANERS,£876.00
MODGPC00184705,12/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,700.00"
MODGPC00184707,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£2,742.24"
MODGPC00184708,12/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£579.00
MODGPC00184709,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£3,259.68"
MODGPC00184710,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£10,644.05"
MODGPC00184711,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,986.12"
MODGPC00184712,12/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£3,871.20"
MODGPC00184713,12/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£2,333.69"
MODGPC00184714,12/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£878.03
MODGPC00184715,12/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£3,000.00"
MODGPC00184716,12/12/2017,Business Expenses/Services, POSTAGE STAMPS,"£1,016.27"
MODGPC00184717,12/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£3,000.00"
MODGPC00184718,12/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,"£4,188.20"
MODGPC00184719,12/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,£685.56
MODGPC00184731,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£4,790.00"
MODGPC00184742,12/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£512.00
MODGPC00184743,12/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£742.69
MODGPC00184848,12/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,238.00"
MODGPC00184879,12/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£3,316.57"
MODGPC00184916,12/12/2017,Miscellaneous, FUNERAL SERVICE/CREMATORIES,"£5,207.00"
MODGPC00184919,12/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,361.24"
MODGPC00184924,12/12/2017,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£1,068.50"
MODGPC00184998,12/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£804.00
MODGPC00185044,12/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,633.97"
MODGPC00185045,12/12/2017,Professional Services, PROFESSIONAL SERVICES - DEF,£730.98
MODGPC00185046,12/12/2017,Eating And Drinking Places, RESTAURANTS,"£3,498.60"
MODGPC00185047,12/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,044.12"
MODGPC00185048,12/12/2017,Caterers Food, CATERERS,"£1,240.00"
MODGPC00185049,12/12/2017,Other Supplies, CATALOG MERCHANT,"£1,224.00"
MODGPC00185050,12/12/2017,Other Supplies," GIFT, CARD, NOVELTY STORES","£1,151.56"
MODGPC00185051,12/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£1,693.94"
MODGPC00185052,12/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,768.95"
MODGPC00185053,12/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£942.27
MODGPC00185055,12/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,£600.00
MODGPC00185057,12/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£2,164.92"
MODGPC00185058,12/12/2017,Eating And Drinking Places, RESTAURANTS,"£1,467.35"
MODGPC00185059,12/12/2017,Equipment And Furniture, TOOL HIRE,£500.98
MODGPC00185060,12/12/2017,Equipment And Furniture, TOOL HIRE,£648.00
MODGPC00185061,12/12/2017,Equipment And Furniture, TOOL HIRE,£507.64
MODGPC00185062,12/12/2017,Professional Services, DETECTIVE/PROTECTIVE AGEN,"£1,002.00"
MODGPC00185067,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£500.00
MODGPC00185070,12/12/2017,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,"£1,205.68"
MODGPC00185071,12/12/2017,Facilities/Repair Services, GEN CONTRACTORS RESIDENTL/COML,"£1,000.00"
MODGPC00185072,12/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£1,276.63"
MODGPC00185073,12/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,164.80"
MODGPC00185074,12/12/2017,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£545.00
MODGPC00185075,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£2,912.84"
MODGPC00185076,12/12/2017,Utilities, TELECOMMUNICATION SERVICES,£863.01
MODGPC00185078,12/12/2017,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£618.00
MODGPC00185079,12/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£1,391.82"
MODGPC00185081,12/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£1,345.80"
MODGPC00185087,12/12/2017,Government, SCHOOLS - DEFAULT,"£5,369.87"
MODGPC00185088,12/12/2017,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,"£13,011.00"
MODGPC00185089,12/12/2017,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,£582.00
MODGPC00185090,12/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,£827.74
MODGPC00185092,12/12/2017,Auto/Vehicle Dealers, MOTORCYCLE DEALERS,"£4,516.00"
MODGPC00185119,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£621.98
MODGPC00185151,12/12/2017,Other Supplies, CATALOG MERCHANT,"£1,304.95"
MODGPC00185152,12/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£2,566.45"
MODGPC00185166,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£756.75
MODGPC00185185,12/12/2017,Retail, MUSIC STORES/PIANOS,"£1,148.00"
MODGPC00185190,12/12/2017,Other Supplies, CAMERA & PHOTO SUPPLY STORE,£771.04
MODGPC00185193,12/12/2017,Retail, SPORTING GOODS STORES,"£2,394.00"
MODGPC00185195,12/12/2017,Caterers Food, CATERERS,"£1,200.30"
MODGPC00185196,12/12/2017,Miscellaneous, FUNERAL SERVICE/CREMATORIES,"£4,992.00"
MODGPC00185197,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£4,554.00"
MODGPC00185198,12/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£3,040.00"
MODGPC00185199,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,024.80"
MODGPC00185200,12/12/2017,Retail, SHOE REPAIR/SHINE/HAT CLEAN,£825.00
MODGPC00185201,12/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£863.16
MODGPC00185202,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£591.70
MODGPC00185203,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,488.80"
MODGPC00185204,12/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,175.72"
MODGPC00185205,12/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£2,250.49"
MODGPC00185206,12/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,399.93"
MODGPC00185207,12/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£2,875.38"
MODGPC00185208,12/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£3,990.00"
MODGPC00185209,12/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£967.00
MODGPC00185211,12/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,"£3,916.80"
MODGPC00185212,12/12/2017,Professional Services, TAX PREPARATION SERVICE,£750.00
MODGPC00185213,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£633.00
MODGPC00185214,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185215,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£633.00
MODGPC00185216,12/12/2017,Business Expenses/Services, STATIONERY STORES,"£1,053.48"
MODGPC00185217,12/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,248.71"
MODGPC00185231,12/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185236,12/12/2017,Miscellaneous, VETERINARY SERVICES,"£1,032.32"
MODGPC00185237,12/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,£678.22
MODGPC00185238,12/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£694.80
MODGPC00185239,12/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,470.00"
MODGPC00185240,12/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£675.00
MODGPC00185241,12/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£690.24
MODGPC00185315,12/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£703.14
MODGPC00185742,12/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£801.47
MODGPC00185744,12/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£694.78
MODGPC00185745,12/12/2017,Medical, MED/HEALTH SERVICES - DEF,£573.00
MODGPC00185746,12/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£4,183.60"
MODGPC00185747,12/12/2017,Other Supplies, WHOLESALE CLUBS,"£4,371.60"
MODGPC00185748,12/12/2017,Retail, ELECTRONICS STORES,"£2,297.97"
MODGPC00185751,12/12/2017,Clothing/Shoes/Uniforms, MISC APPAREL/ACCESS STORES,£825.69
MODGPC00185765,12/12/2017,Retail, SPORTING GOODS STORES,£782.67
MODGPC00185766,12/12/2017,Business Expenses/Services, STATIONERY STORES,£672.90
MODGPC00185767,12/12/2017,Business Expenses/Services, STATIONERY STORES,£861.06
MODGPC00185768,12/12/2017,Business Expenses/Services, STATIONERY STORES,£672.90
MODGPC00185769,12/12/2017,Facilities Maintenance, CLEAN/MAINT/JANITORAL SERV,£511.52
