"Figure 1.2 Communications infrastructure availability across the UK’s nations, 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 3.3 Local commercial radio revenue, per head, 2009",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
UK local commercial,Scotland ,England,Wales,N Ireland,,,,,,,,,,,,,,,
6.68,7.84,6.6,5.49,7.62,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Source: Ofcom, operators 2009",,,,,,,,,,,,,,,,,,,
Note: Chart shows net broadcasting revenues as based on returns received by Ofcom for the year 2009. The UK total shows the average for local commercial radio revenues across the four nations and excludes revenues for the UK-wide commercial stations.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 3.4 Availability of DAB stations, by area",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Scotland,Wales,Northern Ireland,Central Southern England,East England,East Midlands,London,North East,North West,South West,West England,West Midlands,Yorkshire,,,,,,,
29,17,6,18,14,13,41,19,27,9,16,34,31,,,,,,,
9,9,3,9,9,9,9,9,9,9,9,9,9,,,,,,,
13,13,13,12,12,12,12,12,12,12,12,12,12,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom, June 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.5 Average weekly listening hours and percentage reach of population,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Scotland ,England,Wales,N Ireland,UK Total,,,,,,,,,,,,,,
Average weekly listening,21,21.9,22.7,22,21.9,,,,,,,,,,,,,,
Reach,87.30%,90.10%,90.50%,89.60%,89.90%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: RAJAR, year to Q1 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 3.6 Share of listening hours, by nation– year to Q1 2010 (Audience share for BBC and commercial stations, local /national)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Scotland,England,Wales,N Ireland,UK,,,,,,,,,,,,,,
BBC Network,36.50%,47.30%,49.40%,25.20%,46.40%,,,,,,,,,,,,,,
BBC Local/National,7.80%,8.50%,12.40%,23.10%,9.00%,,,,,,,,,,,,,,
National Commercial,12.50%,10.50%,11.30%,7.10%,10.60%,,,,,,,,,,,,,,
Local Commercial,40.60%,31.40%,25.30%,36.70%,31.60%,,,,,,,,,,,,,,
Other,2.50%,2.30%,1.60%,7.90%,2.40%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q1 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 3.7 Weekly reach for National BBC services in Scotland, Wales, Northern Ireland, and local BBC radio in England – Q1 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
BBC Radio Scotland,BBC Radio Ulster / Foyle,BBC Local Radio in England,BBC Radio Wales / Cymru,BBC Radio Wales,BBC Radio Cymru,,,,,,,,,,,,,,
22.00%,36.20%,18.60%,20.80%,16.70%,5.90%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Source: Rajar Q1 2010,,,,,,,,,,,,,,,,,,,
"Note: Average weekly reach of adult population 15+, Q1 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.8 Ownership of DAB digital radios in the Nations,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Percentage of respondents (radio listeners),,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
None,59,62,58,68,76,,62,62,,56,57,65,74,,,,,,
1,28,26,28,26,19,,26,25,,25,34,25,19,,,,,,
2,6,8,6,3,2,,7,8,,12,4,7,4,,,,,,
3+,4,3,5,1,1,,2,3,,4,1,2,2,,,,,,
Total owning DAB,38%,36%,39%,29%,22%,,36%,36%,,41%,40%,34%,24%,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who listen to radio (n= 7017 UK, 1034 Scotland, 4476 England, 854 Wales, 825 Scotland urban, 209 Scotland rural, 253 Glasgow, Clyde & Lanarkshire, 239 Lothian & Forth Valley, 284 Grampian Tayside & Fife, 258 other Scotland)",,,,,,,,,,,,,,,,,,,
Note: Remaining percentages are Don’t know responses,,,,,,,,,,,,,,,,,,,
QP9. How many DAB sets do you have in your household?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.9 Intention to purchase DAB radio,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Percentage of radio listeners ,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Likely,17,15,17,15,20,,15,14,,22,14,12,11,,,,,,
Unlikely,55,45,55,64,69,,45,44,,28,35,62,54,,,,,,
Don't know,28,40,28,20,11,,39,42,,50,50,27,35,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who listen to radio and do not have a DAB set (n= 4445 UK, 661 Scotland, 2690 England, 594 Wales, 500 Northern Ireland, 531 Scotland urban, 130 Scotland rural, 142 Glasgow, Clyde & Lanarkshire, 139 Lothian & Forth Valley, 188 Grampian Tayside & Fife, 192 other Scotland)",,,,,,,,,,,,,,,,,,,
QP12: How likely is it that your household will get a DAB radio in the next 12 months?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.10 Use of either an MP3 player or an iPod (% of adults),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
And do you personally use: An MP3 player / Ipod?,UK,Scotland,England,Northern Ireland,Wales,,Urban Scotland,Rural Scotland,,"Glasgow,Clyde, Lanarkshire",Lothian & Forth,"Grampian, Tayside, Fife",Other Scotland,,,,,,
Personally use MP3 / Ipod,32%,26%,33%,37%,27%,,26%,25%,,18%,38%,35%,15%,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Scotland, 5709 England, 1468 Scotland, 761 Northern Ireland, 810 Scotland urban, 265 Scotland rural, 348 South East Scotland, 360 South West Scotland, 367 North/ Mid Scotland).",,,,,,,,,,,,,,,,,,,
QB2. Do you personally use: MP3 player / IPod? ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 3.11 Listening to radio via DTV, internet, mobile phone",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Proportion of respondents (%) who have listened to radio via DTV, internet or mobile phone",,,,,,,,,,,,,,,,,,,
How often if at all do you access the rado via….,UK,Scotland,England,Northern Ireland,Wales,,Urban Scotland,Rural Scotland,,"Glasgow,Clyde&Lanarkshire",Lothian & Forth,"Grampian, Tayside, & Fife",Other Scotland,,Glasgow city,,,,
Digital TV,32%,32%,32%,24%,33%,,34%,26%,,45%,29%,22%,29%,,69%,,,,
Internet,20%,14%,21%,16%,12%,,14%,13%,,14%,17%,14%,11%,,23%,,,,
DAB,28%,19%,29%,27%,22%,,17%,28%,,9%,32%,27%,11%,,3%,,,,
Mobile Phone,12%,10%,13%,17%,10%,,12%,5%,,13%,10%,9%,8%,,23%,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who listen to radio (n= 7017 UK, 854 Scotland, 4476 England, 1034 Scotland, 653 Northern Ireland, 623 Scotland urban, 231 Scotland rural, 251 South East Scotland, 277 South West Scotland, 326 North/ Mid Scotland)",,,,,,,,,,,,,,,,,,,
"QP3. How often, if at all, do you access the radio via – Digital radio via: TV, Internet, DAB radio, mobile phone?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Share of radio listening hours via digital and analogue platforms,,,,,,,,,,,,,,,,,,,
 ,Analogue,Digital,Not Stated,,,,,,,,,,,,,,,,
UK,67%,24%,9%,,,,,,,,,,,,,,,,
Scotland,70%,22%,8%,,,,,,,,,,,,,,,,
England,66%,25%,10%,,,,,,,,,,,,,,,,
Wales,74%,22%,5%,,,,,,,,,,,,,,,,
Northern Ireland,73%,14%,13%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: RAJAR/ Octagon, Q1 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.13 Use of a mobile phone to listen to audio,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot urban,Scot rural,,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,
Listened in past week,12,9,12,10,15,,9,7,,6,8,15,6,,,,,,
Listen less than weekly,6,4,7,4,9,,3,5,,2,3,7,3,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth Valley , 363 Grampian Tayside & Fife, 380 other Scotland). QD28. Which, if any, of the following activities, other than making and receiving calls, do you use your mobile for?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.14: Proportion of respondents (%) who have listened to online radio,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
(%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Listen online less than weekly,6,4,7,4,6,4,5,3,4,8,3,,,,,,,,
Listened online in past week,8,4,8,5,9,4,3,3,7,4,2,,,,,,,,
Broadband penetration,71,61,73,64,70,61,60,53,72,68,53,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Scotland, 5709 England, 1468 Scotland, 761 Northern Ireland, 810 Scotland urban, 265 Scotland rural, 348 South East Scotland, 360 South West Scotland, 367 North/ Mid Scotland). ",,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?/ And, which, if any, of these activities have you or members of your household used the internet for in the last week?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.15: Use of the internet to listen to streamed music services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow
Clyde & 
L'shire","Lothian 
& Forth","Grampian 
Tayside 
& Fife","Other 
Scotland",,,,,,,,
Use of internet to listen to streamed audio services,6,3,7,3,5,3,3,2,5,5,3,,,,,,,,
Broadband penetration (%),71,61,73,64,70,61,60,53,72,68,53,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE10A. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ (n= 6682 UK, 5586 England, 582 Scotland, 330 Wales, 184 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 3.16 Satisfaction with choice of radio services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Proportion of radio listeners (%),,,,,,,,,,,,,,,,,,,
Q1 2010 satifaction choice,UK,Scotland,England,Northern Ireland,Wales,,Urban Scotland,Rural Scotland,,"Glasgow,Clyde, Lanarkshire",Lothian & Forth,"Grampian, Tayside, Fife",Other Scotland,,,,,,
Satisfied,93%,95%,93%,89%,95%,,96%,92%,,100%,94%,93%,90%,,,,,,
Dissatisfied,3%,2%,3%,5%,3%,,1%,7%,,0%,2%,2%,6%,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ who listen to radio (n= 7017 UK, 854 Scotland, 4476 England, 1034 Scotland, 653 Northern Ireland, 623 Scotland urban, 231 Scotland rural, 251 South East Scotland, 277 South West Scotland, 326 North/ Mid Scotland).",,,,,,,,,,,,,,,,,,,
Note: Remaining percentages in chart are ‘Don’t know’ answers.,,,,,,,,,,,,,,,,,,,
QP4: How satisfied are you with the choice of radio stations available in you area?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Figure 4.1: Broadband take-up trend in Q1, 2005 - 2010",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Take-up (%),UK,Scotland,England,Wales,N Ireland,UK Urban,UK Rural,,,,,,,,,,,,
2005,35,31,36,24,25,32,35,,,,,,,,,,,,
2006,45,42,45,42,42,41,45,,,,,,,,,,,,
2008,57,53,58,52,45,57,59,,,,,,,,,,,,
2009,68,60,70,54,64,68,67,,,,,,,,,,,,
2010,71,61,73,64,70,70,75,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QE9. Which of these methods does your household use to connect to the internet at home?,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1075 Wales, 5709 England, 1468 Scotland, 761 Northern Ireland, 7511 UK urban, 1502 UK rural)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.2: Mobile broadband take-up,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Take-up (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Mobile broadband,15,12,15,16,14,13,10,10,14,18,8,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QE9. Which of these methods does your household use to connect to the Internet at home? ,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.3: Awareness of mobile broadband,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Awareness (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Aware Mobile BB,64,61,65,60,60,62,55,55,71,63,59,,,,,,,,
% point change since Q1 09,7,5,7,9,10,8,-11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE21. Before now, were you aware that you can access broadband services on your PC or laptop by using a mobile network?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 Other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.4: Proportion of adults who have used a mobile phone to access the internet,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Take-up (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Used in past week,11,5,12,10,9,5,6,2,5,11,5,,,,,,,,
Used less than weekly,5,3,5,4,7,3,4,3,3,4,2,,,,,,,,
Total,16,8,17,14,16,8,10,5,8,15,8,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth Valley , 363 Grampian Tayside & Fife, 380 other Scotland)",,,,,,,,,,,,,,,,,,,
"QD28. Which, if any, of the following activities, other than making and receiving calls, do you use your mobile for?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.5: Non-ownership of internet services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Adults 15+ (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Likely to acquire,5,7,5,10,4,6,8,8,4,5,9,,,,,,,,
Voluntary non-ownership,8,7,8,9,9,7,6,7,5,10,6,,,,,,,,
Involuntarily non-ownership,9,15,8,9,12,16,13,2,14,9,18,,,,,,,,
Don't know,4,7,4,6,2,7,8,8,6,5,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QE24. How likely is it that your household will get internet access at home in the next 12 months?/ QE25. Why are you unlikely to get internet access at home in the next 12 months?,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth , 363 Grampian Tayside & Fife, 380 other Scotland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.6: Use of online applications among Scotland's broadband users,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),Streamed audio services,Uploading/ adding content to internet,Listening to radio,Using local council/ Government websites,Realtime gambling/auctions,Find health information,Finding/ downloading info for college,Instant messaging,Playing games,Watching video clips/ webscasts,Downloading music/films/video clips,Finding/ downloading info for personal use,Using social networking sites,TV/ Video viewing,Banking,Purchasing goods/services,General surfing/browsing,Sending and receiving email,Any
Used in the past week,3,5,7,8,13,7,19,20,19,18,19,24,31,26,34,31,71,70,94
Use less often,2,5,6,12,8,17,8,10,11,15,18,17,13,21,13,39,14,15,4
,,,,,,,,,,,,,,,,,,,
"QE5. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
Base: Adults aged 15+ with a broadband connection at home (n= 874 Scotland),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.7: Use of the internet to access local council/government websites,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Use for local council/ gov't sites,26,13,29,18,16,11,18,4,22,19,9,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with access to the internet at home (n= 9013 UK, 5709 England, 1468 Scotland, 1075 Wales, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.8: Use of the internet to access banking websites,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Banking,43,29,45,36,36,27,37,18,37,34,32,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with access to the internet at home (n= 9013 UK, 5709 England, 1468 Scotland, 1075 Wales, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.9: Use of the interent to access information on health-related issues,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,"Grampian, Tayside & Fife",Other Scotland,,,,,,,,
Use to find info on health related issues,27,14,29,19,17,14,17,10,20,19,11,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"QE5A-B. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Quarter 1 2010",,,,,,,,,,,,,,,,,,,
"Base: Adults aged 15+ with access to the internet at home (n= 9013 UK, 5709 England, 1468 Scotland, 1075 Wales, 761 Northern Ireland)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 4.10: Number of households where someone has used a social networking site,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Use (%),UK,Scotland,England,Wales,N Ireland,Scot urban,Scot rural,"Glasgow, Clyde & L'shire",Lothian & Forth,,,,,,,,,,
Used social networking sites in past week,32,19,34,30,26,20,17,15,20,,,,,,,,,,
Used social networking sites less than weekly,8,8,8,7,10,8,7,6,13,,,,,,,,,,
Total,40,27,42,37,37,27,24,21,33,,,,,,,,,,
% point change since Q1 09,10,7,11,12,9,7,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom research, Q1 2010",,,,,,,,,,,,,,,,,,,
"Base: All adults aged 15+ (n = 9013 UK, 1468 Scotland, 5709 England, 1075 Wales, 761 Northern Ireland, 1172 Scotland urban, 296 Scotland rural, 368 Glasgow, Clyde & Lanarkshire, 357 Lothian & Forth Valley , 363 Grampian Tayside & Fife, 380 other Scotland)",,,,,,,,,,,,,,,,,,,
"QE5a. Which, if any, of these do you or members of your household use the internet for whilst at home?",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.1: Proportion of households connected to a DSL-enabled BT exchange ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,UK Urban,UK Rural,
Per cent,99.98,99.99,99.86,100,100,,100,99.98,100,100,100,99.99,100,100,100,,100,99.91,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom / BT, December 2009 data",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.2: Proportion of households in connected to an unbundled local exchange ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,UK Urban,UK Rural,
2006,66.64,73.61,38.96,32.46,9.8,,99.9,66.77,40.24,70.26,75.55,66.46,68.89,71.07,90.07,,75.91,28.26,
2009,84.58,87.06,71.06,76.96,69.08,,99.89,83.79,76.11,78.06,86.73,77.98,89.3,88.91,97.27,,94.17,46.16,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom / BT, December 2009 data",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.3: Proportion of households in urban and rural areas connected to an unbundled exchange ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
Urban,94.17,95.42,83.53,93,89.86,,99.89,92.99,92.88,90.61,95.67,90.29,97.09,94.95,99.62,,,,
Rural,46.16,49.13,35.71,48.96,11.12,,100,45.07,29.72,44.55,47.2,41.99,63.53,52.92,77.88,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom / BT, December 2009 data ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.5: Proportion of households passed by Virgin Media broadband ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,UK Urban,UK Rural,
Urban,48.16,51.48,37.31,23.39,29.98,,75.95,40.99,36.98,49.94,58.17,47.86,47.06,49.62,52.78,,54.98,20.84,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom / Virgin Media, December 2009 data ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.6: Proportion of households in urban and rural areas passed by Virgin Media broadband ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,London,SE,SW,EM,WM,EE,Y&H,NE,NW,,,,
Urban,54.98,57.51,45.56,30.47,40.64,,75.45,45.31,46.05,57.61,65.45,56.89,54.7,54.42,55.72,,,,
Rural,20.84,24.14,13.92,11.03,0.24,,90.38,22.82,11.88,29.47,25.97,21.48,21.77,21.04,28.55,,,,
,,,,,,,,,,,,,,,,,,,
"Source: Ofcom/Virgin Media, December 2009 data ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Figure 5.8: 2G mobile phone population coverage by number of operators,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
(%),UK,England,Scotland,Wales,N Ireland,,,,,,,,,,,,,,
At least one,4.7,3,8.4,18.3,17.2,,0,1.7,12.7,2,4.3,0.6,3.6,2.3,2.5,,,,
