YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Acanthurus Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Caranx Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Eleutheronema Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Gymnocranius Griseus,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Istiophorus Platypterus,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Lates Calcarifer,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Lethrinus Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Nemipterus Japonicus,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Otra Pesca,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Pampus Argenteus,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Parastromateus Niger,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Scomberomorus Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Sillago Sihama,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Sphyraena Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3063390,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Portunus Pelagicus,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3063690,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Penaeus Monodon,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1537,1365.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3074220,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03063690|03074220,Loligo Spp,Acanthopagrus Spp|Acanthurus Spp|Caranx Spp|Eleutheronema Spp|Gymnocranius Griseus|Istiophorus Platypterus|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Nemipterus Japonicus|Otra Pesca|Pampus Argenteus|Parastromateus Niger|Penaeus Monodon|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24795,15870,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Chloramphenicol
2017,Q4,12,14,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24795,15870,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Nitrofurans
2017,Q4,12,14,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24795,15870,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Tetracyclin
2017,Q4,12,14,BR,GB,Stansted,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,18.5,17,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-18,2017,Q4,12,18,21069098,21069098,Apis Melifera,Apis Melifera,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028180,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Rhizoprionodon Acutus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028590,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Acanthopagrus Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Caranx Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Chanos Chanos,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Eleutheronema Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Lates Calcarifer,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Leiognathus Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Lethrinus Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Mullus Barbatus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Nemipterus Japonicus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Otra Pesca,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Parupeneus Indicus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
