UNIQUE REFERENCE NUMBER,TRANSACTION DATE, MERCHANT CATEGORY CODE DESCRIPTION2 ,LOCATION,MERCHANT CATEGORY GROUP DESCRIPTION3, AMOUNT ,SUPPLIER
FCOGPC2017090183,09/06/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,IND,General Retail and Wholesale,"1,237.20",FRIENDS CLUB
FCOGPC2017090184,09/06/2017, HOTELS/MOTELS/RESORTS  ,MNG,Hotels,"1,297.17",ACCOMODATION PROVIDER
FCOGPC2017090185,09/06/2017, NEWS DEALERS AND NEWSSTANDS ,KEN,Books and Periodicals,"1,319.95",NATION NEWSPAPERS LIMI
FCOGPC2017090186,09/06/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,RWA,Miscellaneous Industrial/Commercial Supplies,"1,327.58",PAN AFRICAN LOGISTICS
FCOGPC2017090187,09/06/2017, TELECOM INCL PREPAID/RECURRING PHONE SVCS ,ZMB,Telecommunication Services,"1,372.11",ZAMTEL LIMITED- RIDGEW
FCOGPC2017090188,09/06/2017, LIMOUSINES AND TAXICABS ,JPN,Travel - Air/Rail/Road,"1,374.87",YASAKA GR
FCOGPC2017090189,09/06/2017, INFORMATION RETRIEVAL SERVICES ,GBR,Professional Services,"1,454.62",BILLTECH     MELTWATER
FCOGPC2017090190,09/06/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",IND,"Vehicles, servicing and spares","3,080.42",HARPREET MOTORS PVT LT
FCOGPC2017090191,09/07/2017," GROCERY STORES, SUPERMARKETS ",KGZ,General Retail and Wholesale,500,GIPERMARKET FRUNZE
FCOGPC2017090192,09/07/2017, HOTELS/MOTELS/RESORTS  ,MWI,Hotels,512.99,ACCOMODATION PROVIDER
FCOGPC2017090193,09/07/2017, AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED ,TUN,Auto rental,525.24,AMRI RENT A CAR
FCOGPC2017090194,09/07/2017," GROCERY STORES, SUPERMARKETS ",ETH,General Retail and Wholesale,532.87,BAMBIS PLC
FCOGPC2017090195,09/07/2017, BOOK STORES ,LUX,Books and Periodicals,539.78,AMAZON DE MARKETPLACE
FCOGPC2017090196,09/07/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,LBN,Training and Educational,543.41,FORMATECH
FCOGPC2017090197,09/07/2017," GROCERY STORES, SUPERMARKETS ",ECU,General Retail and Wholesale,565.01,MEGAMAXI QUITO LC 711
FCOGPC2017090198,09/07/2017, HOUSEHOLD APPLIANCE STORES ,ITA,General Retail and Wholesale,568.23,N E S A T  1990 SRL SE
FCOGPC2017090199,09/07/2017, HOTELS/MOTELS/RESORTS ,SAU,Hotels,570.84,ACCOMODATION PROVIDER
FCOGPC2017090200,09/07/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,616.66,PEAKE TECHNOLOGIES LIM
FCOGPC2017090201,09/07/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,616.66,PEAKE TECHNOLOGIES LIM
FCOGPC2017090202,09/07/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,616.66,PEAKE TECHNOLOGIES LIM
FCOGPC2017090203,09/07/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,616.66,PEAKE TECHNOLOGIES LIM
FCOGPC2017090204,09/07/2017," EATING PLACES, RESTAURANTS ",MNG,Restuarants and Bars,639.01,5695635
FCOGPC2017090205,09/07/2017," CABLE, SATELLITE, OTHER PAY TELEVISION, RADIO SVCS ",USA,General Retail and Wholesale,641.15,COMCAST BOSTON CS 1X
FCOGPC2017090206,09/07/2017, HOUSEHOLD APPLIANCE STORES ,ARG,General Retail and Wholesale,692.76,HIPER RODO
FCOGPC2017090207,09/07/2017," SCHOOLS, ELEMENTARY AND SECONDARY ",USA,Training and Educational,714.29,BRITISH INTERNATIONAL
FCOGPC2017090208,09/07/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,USA,Professional Services,735.74,SQU SQ  BANKS & COMPAN
FCOGPC2017090209,09/07/2017, DRY CLEANERS ,DEU,Cleaning Services and Supplies,753.73,O.LERCH TEXTILREINIGUN
FCOGPC2017090210,09/07/2017, TRAVEL ,TUN,Airline,756.73,AIRLINE
FCOGPC2017090211,09/07/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",ZAF,Building Services,772.74,SOLAR ECO IQ (PTY) L
FCOGPC2017090212,09/07/2017, MISCELLANEOUS GENERAL MERCHANDISE ,NGA,General Retail and Wholesale,781.02,PAYU NON 3D GLOBAL
FCOGPC2017090213,09/07/2017, CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES ,GBR,General Retail and Wholesale,834,MYCSP LTD
FCOGPC2017090214,09/07/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,BRB,Professional Services,859.28,PROFESSIONAL EXECUTIVE
FCOGPC2017090215,09/07/2017," ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES ",GBR,Clubs/Associations/Organisations,864,WWW.CHATHAMHOUSE.ORG
FCOGPC2017090216,09/07/2017, GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS ,SAU,Building Services,900.64,SUPER CONNEXION
FCOGPC2017090217,09/07/2017, TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES ,KEN,Telecommunication Services,917.8,I WAY AFRICA KE
FCOGPC2017090218,09/07/2017, TRAVEL ,DEU,Airline,928.71,AIRLINE
FCOGPC2017090219,09/07/2017, DRY CLEANERS ,DEU,Cleaning Services and Supplies,939.54,O.LERCH TEXTILREINIGUN
FCOGPC2017090220,09/07/2017, HOTELS/MOTELS/RESORTS  ,DEU,Hotels,947.06,ACCOMODATION PROVIDER
FCOGPC2017090221,09/07/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,978.5,ACCOMODATION PROVIDER
FCOGPC2017090222,09/07/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",KEN,"Vehicles, servicing and spares",994.73,TOYOTA KENYA LIMITED
FCOGPC2017090223,09/07/2017, MISCELLANEOUS GENERAL MERCHANDISE ,NGA,General Retail and Wholesale,996.08,PAYU NON 3D GLOBAL
FCOGPC2017090224,09/07/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,POL,Professional Services,"1,067.15",MIX OFFICE
FCOGPC2017090225,09/07/2017, DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS ,ISR,Mail Order / Direct Selling,"1,142.54",THE HERALD TRIBUNE
FCOGPC2017090226,09/07/2017," GROCERY STORES, SUPERMARKETS ",ZWE,General Retail and Wholesale,"1,155.84",WATERWRIGHT IRRIGATION
FCOGPC2017090227,09/07/2017, DUTY FREE STORES ,GBR,General Retail and Wholesale,"1,165.32",WWW.I-D-S.COM
FCOGPC2017090228,09/07/2017," EATING PLACES, RESTAURANTS ",ECU,Restuarants and Bars,"1,188.12",HOPS BEER PUB
FCOGPC2017090229,09/07/2017, DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS ,ISR,Mail Order / Direct Selling,"1,208.89",THE HERALD TRIBUNE
FCOGPC2017090230,09/07/2017, HOME SUPPLY WAREHOUSE STORES ,CYP,General Retail and Wholesale,"1,230.22",IKEA
FCOGPC2017090231,09/07/2017, STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP. ,GBR,"Office Stationery, equipment and supplies","1,244.39",CARTRIDGE SAVE
FCOGPC2017090232,09/07/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Miscellaneous Industrial/Commercial Supplies,"1,274.40",DOD`S PARLIAMENTARY CO
FCOGPC2017090233,09/07/2017, VARIETY STORES ,NPL,General Retail and Wholesale,"1,343.46",AMBIENCE LIFESTYLE PVT
FCOGPC2017090234,09/07/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,LKA,Training and Educational,"1,370.74",BRITISH COUNCIL
FCOGPC2017090235,09/07/2017, ELECTRONIC SALES ,GRC,General Retail and Wholesale,"1,409.81",ZARIFOPOULOS TAKIS SA
FCOGPC2017090236,09/07/2017," EATING PLACES, RESTAURANTS ",NZL,Restuarants and Bars,"1,411.19",FIELD & GREEN
FCOGPC2017090237,09/07/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",HKG,"Vehicles, servicing and spares","1,414.33",BRITISH MOTORS LIMITED
FCOGPC2017090238,09/07/2017," SCHOOLS, BUSINESS AND SECRETARIAL ",IRL,Training and Educational,"1,415.85",ITRONICS LTD
FCOGPC2017090239,09/07/2017, RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED) ,SVK,Leisure Activities,"1,420.59",MO TO AQUACITY POPRAD
FCOGPC2017090240,09/07/2017, HOTELS/MOTELS/RESORTS  ,IRL,Hotels,"1,485.03",ACCOMODATION PROVIDER
FCOGPC2017090241,09/07/2017, HOTELS/MOTELS/RESORTS  ,BLR,Hotels,"1,492.64",ACCOMODATION PROVIDER
FCOGPC2017090242,09/07/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,"1,500.00",ACCOMODATION PROVIDER
FCOGPC2017090243,09/07/2017, HARDWARE EQUIPMENT AND SUPPLIES ,GRC,Miscellaneous Industrial/Commercial Supplies,"1,506.05",P.SARRHS KAI SIA EPE
FCOGPC2017090244,09/07/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,"1,524.99",LOCKERSHOPUK.CO.UK
FCOGPC2017090245,09/07/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",ARG,Utilities and Non Automotive Fuel,"3,394.65",AYSA SA 102 CABALLITO
FCOGPC2017090246,09/08/2017, BUS LINES ,USA,Travel - Air/Rail/Road,510.77,ACADEMY EXPRESS
FCOGPC2017090247,09/08/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,POL,Professional Services,525.89,MIX OFFICE
FCOGPC2017090248,09/08/2017, SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE ,GTM,Automotive Fuel,538.7,SHELL AEROPUERTO II
FCOGPC2017090249,09/08/2017," BUILDING MATERIALS, LUMBER STORES ",BRA,Building Materials,580.85,RIB PORTOES AUTOMATICO
FCOGPC2017090250,09/08/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,580.93,WEST INDIAN LOGISTICS
FCOGPC2017090251,09/08/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,580.93,WEST INDIAN LOGISTICS
FCOGPC2017090252,09/08/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,580.93,WEST INDIAN LOGISTICS
FCOGPC2017090253,09/08/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,580.93,WEST INDIAN LOGISTICS
FCOGPC2017090254,09/08/2017," GROCERY STORES, SUPERMARKETS ",SGP,General Retail and Wholesale,586.15,FAIRPRICE FINEST-ZHONG
FCOGPC2017090255,09/08/2017," ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES ",GBR,Clubs/Associations/Organisations,594,ROYAL INSTITUTE OF INT
FCOGPC2017090256,09/08/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",KOR,Computer Equipment & Services,598.77,KCP-CONFERENCE
FCOGPC2017090257,09/08/2017, BOOK STORES ,USA,Books and Periodicals,603.88,AMAZON MKTPLACE PMTS
FCOGPC2017090258,09/08/2017," BUILDING MATERIALS, LUMBER STORES ",GBR,Building Materials,604.55,SCREWFIX DIRECT
FCOGPC2017090259,09/08/2017, CATERERS ,CAN,Catering and Catering Supplies,663.41,GOODIES
FCOGPC2017090260,09/08/2017," BUILDING MATERIALS, LUMBER STORES ",BRA,Building Materials,669.93,RIB PORTOES AUTOMATICO
FCOGPC2017090261,09/08/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,698.04,ACCOMODATION PROVIDER
FCOGPC2017090262,09/08/2017," BUILDING MATERIALS, LUMBER STORES ",GBR,Building Materials,705.75,MAYAK SERVICES LIMITED
FCOGPC2017090263,09/08/2017," EATING PLACES, RESTAURANTS ",URY,Restuarants and Bars,735.57,NUEZ Y CHOCOLATE
FCOGPC2017090264,09/08/2017," EATING PLACES, RESTAURANTS ",GBR,Restuarants and Bars,804.12,INTERSERVE FACILIT
FCOGPC2017090265,09/08/2017," EATING PLACES, RESTAURANTS ",URY,Restuarants and Bars,816.69,NUEZ Y CHOCOLATE
FCOGPC2017090266,09/08/2017, LIMOUSINES AND TAXICABS ,USA,Travel - Air/Rail/Road,817.02,METROPOLITAN LIMOUSINE
FCOGPC2017090267,09/08/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,FIN,General Retail and Wholesale,871.47,PEMIC OY
FCOGPC2017090268,09/08/2017," BUILDING MATERIALS, LUMBER STORES ",GBR,Building Materials,948.08,MAYAK SERVICES LIMITED
FCOGPC2017090269,09/08/2017, BARBER AND BEAUTY SHOPS ,GBR,General Retail and Wholesale,985.4,FINISHING TOUCHES
FCOGPC2017090270,09/08/2017, BUS LINES ,USA,Travel - Air/Rail/Road,997.96,ACADEMY EXPRESS
FCOGPC2017090271,09/08/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,999,PERPETUITY TRAININ
FCOGPC2017090272,09/08/2017, STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP. ,NLD,"Office Stationery, equipment and supplies","1,000.00",WWW.VIKING.DE/
FCOGPC2017090273,09/08/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,GBR,General Retail and Wholesale,"1,017.17",S & P EQUIPMENT
FCOGPC2017090274,09/08/2017, FAST FOOD RESTAURANTS ,GBR,Restuarants and Bars,"1,082.44",CITY SOCIAL RESTAURANT
FCOGPC2017090275,09/08/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",HRV,Computer Equipment & Services,"1,145.28",LINKS DOO
FCOGPC2017090276,09/08/2017," EATING PLACES, RESTAURANTS ",TUR,Restuarants and Bars,"1,152.16",OZLEM DONER
FCOGPC2017090277,09/08/2017, ELECTRONIC SALES ,DEU,General Retail and Wholesale,"1,172.94",SATURN ELECTRO
FCOGPC2017090278,09/08/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IND,General Retail and Wholesale,"1,324.59",SHRI RAM GLASS AND PLY
FCOGPC2017090279,09/08/2017," EATING PLACES, RESTAURANTS ",USA,Restuarants and Bars,"1,350.76",015FBV STUDIO MOVIE GR
FCOGPC2017090280,09/08/2017," OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES ",CAN,"Office Stationery, equipment and supplies","1,358.12",CORPORATE EXPRESS
FCOGPC2017090281,09/08/2017, HARDWARE STORES ,GBR,General Retail and Wholesale,"1,500.00",SPEEDY ASSET SRVCS
FCOGPC2017090282,09/08/2017, MISCELLANEOUS GENERAL MERCHANDISE ,GTM,General Retail and Wholesale,"1,652.71",YANTARNI
FCOGPC2017090283,09/08/2017, GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS ,GBR,Building Services,"8,424.00",CONEX EXIBITION WALLIN
FCOGPC2017090284,09/09/2017, HOTELS/MOTELS/RESORTS  ,PAN,Hotels,617.16,ACCOMODATION PROVIDER
FCOGPC2017090285,09/09/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,"1,227.01",PEAKE TECHNOLOGIES LIM
FCOGPC2017090286,09/10/2017, DUTY FREE STORES ,BGD,General Retail and Wholesale,551.34,BRITISH COMMISSARIAT D
FCOGPC2017090287,09/10/2017, ELECTRICAL PARTS AND EQUIPMENT ,JOR,Building Materials,839.55,SONA
FCOGPC2017090288,09/10/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",OMN,Utilities and Non Automotive Fuel,866.31,OIFC
FCOGPC2017090289,09/11/2017," COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS ",GBR,Computer Equipment & Services,500,MOBISOFT CORPORATION L
FCOGPC2017090290,09/11/2017, EXTERMINATING AND DISINFECTING SERVICES ,BRA,Cleaning Services and Supplies,506.32,PAGSEGUROUOL CRUZEIROS
FCOGPC2017090291,09/11/2017, HARDWARE STORES ,RWA,General Retail and Wholesale,506.66,SOCIETE SOREX LTD
FCOGPC2017090292,09/11/2017," EATING PLACES, RESTAURANTS ",ZAF,Restuarants and Bars,517.48,BAREVENTS
FCOGPC2017090293,09/11/2017, POSTAL SERVICES-GOVERNMENT ONLY ,UKR,Mail and Courier Services,519.71,PNPPH10217
FCOGPC2017090294,09/11/2017," COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY ",CHL,Print and advertising,522.56,CUSATTO NUNOA
FCOGPC2017090295,09/11/2017," GROCERY STORES, SUPERMARKETS ",MAR,General Retail and Wholesale,527.83,BRICOMA RABAT
FCOGPC2017090296,09/11/2017, HARDWARE STORES ,GBR,General Retail and Wholesale,537.84,SURELOCK MCGILL LTD
FCOGPC2017090297,09/11/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,UKR,Miscellaneous Industrial/Commercial Supplies,540.47,PORTMONE.COM POSLUGA
FCOGPC2017090298,09/11/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",QZZ,Computer Equipment & Services,547.53,COMTRADE PR
FCOGPC2017090299,09/11/2017, MISCELLANEOUS GENERAL MERCHANDISE ,MEX,General Retail and Wholesale,570.15,CLIP MX«SERVICIOS GENE
FCOGPC2017090300,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090301,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090302,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090303,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090304,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090305,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090306,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090307,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090308,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090309,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090310,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,576.5,WEST INDIAN LOGISTICS
FCOGPC2017090311,09/11/2017," GROCERY STORES, SUPERMARKETS ",MAR,General Retail and Wholesale,612.28,BRICOMA RABAT
FCOGPC2017090312,09/11/2017," CLEANING AND MAINTENANCE, JANITORIAL SERVICES ",GBR,Cleaning Services and Supplies,623.62,PAYPAL  OOO TEXTON
FCOGPC2017090313,09/11/2017, LEATHER GOODS AND LUGGAGE STORES ,MNG,General Retail and Wholesale,632.93,BOLOR SOLONGOS GUTAL
FCOGPC2017090314,09/11/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,TUN,Professional Services,635.17,B S B
FCOGPC2017090315,09/11/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",PAK,"Vehicles, servicing and spares",653.02,MELODY BATTERY SERVI
FCOGPC2017090316,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",GBR,Building Services,653.02,PLUMBASE LTD
FCOGPC2017090317,09/11/2017, TRAVEL ,ECU,Airline,691.83,AIRLINE
FCOGPC2017090318,09/11/2017," COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES ",QZZ,Training and Educational,699.62,MEGA SUPPLY & LOGIST
FCOGPC2017090319,09/11/2017, CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED ,TUR,Building Materials,705.08,ERGIN BOYA TIC KOLLEKT
FCOGPC2017090320,09/11/2017, AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS ,TTO,Building Services,705.51,MARAJ AIR CONDITIONING
FCOGPC2017090321,09/11/2017, TRAVEL ,GBR,Airline,712.17,AIRLINE
FCOGPC2017090322,09/11/2017, DEPARTMENT STORES ,BHR,General Retail and Wholesale,713.12,MOTHERCARE W.L.L
FCOGPC2017090323,09/11/2017, CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED ,ZWE,Miscellaneous Industrial/Commercial Supplies,780.7,TINEO ENTERPRISES-TRAD
FCOGPC2017090324,09/11/2017," CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED ",GHA,Building Services,799.78,EYAQUEEN ENTERP
FCOGPC2017090325,09/11/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,MEX,Professional Services,818.66,KORPORATIVO
FCOGPC2017090326,09/11/2017," CLEANING AND MAINTENANCE, JANITORIAL SERVICES ",NPL,Cleaning Services and Supplies,819.76,SMART CLEANING SOLUTIO
FCOGPC2017090327,09/11/2017," GLASS, PAINT, WALLPAPER STORES ",CAN,Building Materials,828.74,MAACO AUTO PAINTING
FCOGPC2017090328,09/11/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",PAK,"Vehicles, servicing and spares",832.64,NEW IRFAN AUTOS
FCOGPC2017090329,09/11/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,JPN,Miscellaneous Industrial/Commercial Supplies,834.79,SQ NAKAMURA FUMIKO
FCOGPC2017090330,09/11/2017, AUTOMOTIVE SERVICE SHOPS ,ITA,"Vehicles, servicing and spares",842.54,CARLUCCI AUTOFFICINA
FCOGPC2017090331,09/11/2017," OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES ",BRB,"Office Stationery, equipment and supplies",863.05,A K SUPPLIES
FCOGPC2017090332,09/11/2017, HOTELS/MOTELS/RESORTS  ,SEN,Hotels,891.8,ACCOMODATION PROVIDER
FCOGPC2017090333,09/11/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",GBR,Building Services,904.46,PLUMBASE LTD
FCOGPC2017090334,09/11/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,UKR,Miscellaneous Industrial/Commercial Supplies,912.8,PORTMONE.COM POSLUGA
FCOGPC2017090335,09/11/2017," CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED ",GHA,Building Services,934.42,EYAQUEEN ENTERP
FCOGPC2017090336,09/11/2017, FLORISTS ,ISR,Estate and garden Services,963.1,ZER O ZER ZEYMES ISRAE
FCOGPC2017090337,09/11/2017, BOOK STORES ,GBR,Books and Periodicals,967.49,STATIONERY OFFICE BOOK
FCOGPC2017090338,09/11/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,GBR,Training and Educational,999,PERPETUITY TRAININ
FCOGPC2017090339,09/11/2017," COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS ",GBR,Computer Equipment & Services,"1,000.00",MOBISOFT CORPORATION L
FCOGPC2017090340,09/11/2017, TRAVEL AGENCIES ,GHA,Travel Agencies,"1,018.70",TRAVEL PLACES LIMITED
FCOGPC2017090341,09/11/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",PAK,"Vehicles, servicing and spares","1,033.78",MEHRAN AUTOS
FCOGPC2017090342,09/11/2017, HOUSEHOLD APPLIANCE STORES ,FIN,General Retail and Wholesale,"1,034.64",GIGANTTI MEGAST
FCOGPC2017090343,09/11/2017, HARDWARE STORES ,RWA,General Retail and Wholesale,"1,050.94",SOCIETE SOREX LTD
FCOGPC2017090344,09/11/2017, BAKERIES ,GEO,Catering and Catering Supplies,"1,055.55",AVOCADO
FCOGPC2017090345,09/11/2017," ROOFING AND SIDING, SHEET METAL WORK CONTRACTORS ",ZAF,Building Services,"1,103.94",UNIVERSAL ROOFING
FCOGPC2017090346,09/11/2017, AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED ,TUN,Auto rental,"1,140.21",AVIS AFRIC AUTO
FCOGPC2017090347,09/11/2017, BUDGET RENT-A-CAR ,LCA,Auto Rental,"1,165.97",BUDGET RENT A CAR
FCOGPC2017090348,09/11/2017," COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS ",LBN,Computer Equipment & Services,"1,183.45",MADI TECHNOLOGY
FCOGPC2017090349,09/11/2017, HOTELS/MOTELS/RESORTS  ,MEX,Hotels,"1,213.61",ACCOMODATION PROVIDER
FCOGPC2017090350,09/11/2017, BOOK STORES ,LUX,Books and Periodicals,"1,231.42",AMAZON.CO.UK
FCOGPC2017090351,09/11/2017," ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL ",USA,Leisure Activities,"1,250.77",BABC NORTHERN CALIF
FCOGPC2017090352,09/11/2017," GLASS, PAINT, WALLPAPER STORES ",GBR,Building Materials,"1,320.00",IRONMONGERY DIRECT LTD
FCOGPC2017090353,09/11/2017, MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS ,IND,General Retail and Wholesale,"1,322.05",KRISHNA CARPET COMPANY
FCOGPC2017090354,09/11/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,MNG,Professional Services,"1,348.27",5271045
FCOGPC2017090355,09/11/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,MNG,Professional Services,"1,374.54",5271045
FCOGPC2017090356,09/11/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,MNG,Professional Services,"1,374.54",5271045
FCOGPC2017090357,09/11/2017, PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED ,MNG,Professional Services,"1,374.54",5271045
FCOGPC2017090358,09/11/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,"1,427.42",WILTS ELECTRICAL
FCOGPC2017090359,09/11/2017, BOOK STORES ,MOZ,Books and Periodicals,"1,539.97",AV PAULO SAMUEL KANK
FCOGPC2017090360,09/11/2017, MISCELLANEOUS PUBLISHING AND PRINTING ,FRA,Print and advertising,"1,543.10",CARCY
FCOGPC2017090361,09/11/2017, HOTELS/MOTELS/RESORTS  ,CAN,Hotels,"1,548.92",ACCOMODATION PROVIDER
FCOGPC2017090362,09/11/2017, HOTELS/MOTELS/RESORTS  ,IND,Hotels,"1,719.85",ACCOMODATION PROVIDER
FCOGPC2017090363,09/12/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",USA,Computer Equipment & Services,500.28,"NET NANNY,CONTENTWATCH"
FCOGPC2017090364,09/12/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,GBR,General Retail and Wholesale,508.42,POWER ELECTRIC GENERAT
