Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth
201703,Tax my car,10,1.2,20.00%,8.33%,00:01:33,1.6
201703,Telephone,10,1.3,10.00%,30.77%,00:02:35,2.1
201703,Tracking,10,1.4,20.00%,21.43%,00:02:58,2
201703,Universal credit,10,1.5,10.00%,13.33%,00:02:06,1.3
201703,will,10,1.5,0.00%,40.00%,00:06:57,3.1
201703,Attendance Allowance,9,2,0.00%,11.11%,00:08:19,5.11
201703,benefits calculator,9,1.56,33.33%,28.57%,00:02:50,1.22
201703,bereavement benefit,9,2.33,22.22%,14.29%,00:04:45,2.67
201703,book driving test,9,1.22,0.00%,0.00%,00:02:33,2.67
201703,Book theory,9,1.11,0.00%,0.00%,00:03:22,2.11
201703,Calculator,9,1.44,22.22%,30.77%,00:00:58,0.44
201703,cancellations,9,1.44,0.00%,38.46%,00:04:02,5.33
201703,careers a-z,9,1.11,11.11%,10.00%,00:01:15,1.56
201703,Carers,9,1.44,11.11%,30.77%,00:01:48,2.22
201703,community care grants,9,1.89,11.11%,23.53%,00:04:18,3.44
201703,compensation,9,1.56,33.33%,0.00%,00:11:01,8.56
201703,contact us,9,1.22,11.11%,18.18%,00:02:10,3.22
201703,councils,9,1.22,0.00%,0.00%,00:08:00,9.56
201703,d777,9,1.78,44.44%,18.75%,00:00:36,0.67
201703,death certificates,9,1.78,0.00%,6.25%,00:03:06,2.44
201703,Deaths,9,1.56,22.22%,7.14%,00:01:19,2.22
201703,direct payments,9,1.78,11.11%,18.75%,00:06:25,2.89
201703,discrimination,9,1.22,0.00%,18.18%,00:01:14,1.44
201703,Dlm1,9,1,11.11%,11.11%,00:02:54,2.22
201703,Downpatrick,9,1.67,11.11%,26.67%,00:02:23,2.56
201703,driver licence,9,1.22,22.22%,27.27%,00:03:31,2.89
201703,driving licence fee,9,1,0.00%,22.22%,00:04:14,1.89
201703,Dva address,9,3.67,22.22%,6.06%,00:04:52,1.67
201703,dvlni,9,1.22,33.33%,36.36%,00:00:21,0.56
201703,Email,9,1.78,11.11%,6.25%,00:02:38,3.33
201703,Enhanced check through registered body,9,1.67,0.00%,6.67%,00:04:59,2.44
201703,Enhanced disclosure,9,1.44,22.22%,7.69%,00:08:07,5.11
201703,GRO,9,1,22.22%,33.33%,00:02:13,1.33
201703,health,9,2.44,11.11%,18.18%,00:02:21,2.67
201703,hgv,9,1.89,22.22%,23.53%,00:02:34,2.33
201703,jobseekers,9,1.44,11.11%,15.38%,00:04:17,4.44
201703,land and property services,9,1.44,0.00%,15.38%,00:02:02,5.67
201703,Leeds,9,1,44.44%,22.22%,00:03:33,2.89
201703,Loan,9,1.78,22.22%,25.00%,00:01:18,0.67
201703,loans,9,1.22,22.22%,45.45%,00:02:14,1.78
201703,noa1,9,1.33,0.00%,8.33%,00:01:50,1.67
201703,Number plates,9,1.44,33.33%,15.38%,00:02:06,1.11
201703,Order birth certificate,9,1.33,0.00%,8.33%,00:02:50,2.33
201703,Pay rates,9,1.11,0.00%,0.00%,00:01:21,2.22
201703,Penalty points,9,1.33,11.11%,8.33%,00:01:41,2.89
201703,Pension age,9,1.44,77.78%,7.69%,00:02:05,0.33
201703,personal independence payment,9,1.22,0.00%,0.00%,00:00:54,1.89
201703,planning,9,1.78,11.11%,12.50%,00:04:53,3.44
201703,potholes,9,1.22,0.00%,9.09%,00:00:57,1.78
201703,power of attorney,9,1.33,11.11%,33.33%,00:04:49,2.78
201703,Practical driving test,9,1.44,0.00%,7.69%,00:05:09,2.44
201703,provisional licence,9,1.67,22.22%,20.00%,00:06:49,3.44
201703,registration,9,1.78,22.22%,18.75%,00:01:17,3.22
201703,renewal,9,1.11,22.22%,30.00%,00:03:06,2.44
201703,revision books,9,1.44,0.00%,15.38%,00:05:56,3.89
201703,Sf300,9,1.33,11.11%,50.00%,00:01:11,2.22
201703,State pension online,9,1.56,22.22%,7.14%,00:05:44,1.78
201703,Stocking,9,2.56,11.11%,0.00%,00:03:19,2.89
201703,street light,9,1.11,0.00%,0.00%,00:03:10,1.78
201703,teacher,9,1.44,11.11%,38.46%,00:03:02,2
201703,telephone,9,1.44,22.22%,30.77%,00:01:22,2.33
201703,tracking,9,1.78,0.00%,31.25%,00:08:04,6.67
201703,v36,9,1.44,11.11%,15.38%,00:00:33,1.33
201703,vacancies,9,2,33.33%,11.11%,00:03:34,1.89
201703,Widows pension,9,1.44,11.11%,23.08%,00:02:42,2.67
201703,work,9,2,33.33%,16.67%,00:02:08,1.44
201703,working tax credits,9,2.11,33.33%,15.79%,00:01:43,2.56
201703,adoption,8,1.25,0.00%,40.00%,00:02:53,2.88
201703,Alcohol abuse,8,1.25,62.50%,20.00%,00:02:36,0.62
201703,appeal,8,1.12,12.50%,22.22%,00:01:06,1.5
201703,appeal form,8,1.62,0.00%,30.77%,00:05:17,3
201703,Apply,8,2.62,12.50%,19.05%,00:01:13,1
201703,Arabic,8,4.38,37.50%,5.71%,00:02:34,3.12
201703,Bank holiday,8,1.12,37.50%,0.00%,00:00:49,1
201703,benefit calculator,8,1.62,37.50%,0.00%,00:01:15,2.62
201703,benefit fraud,8,1.12,12.50%,33.33%,00:06:38,4.25
201703,bereavement allowance,8,1,0.00%,50.00%,00:12:55,4.38
201703,Bluebadge,8,1.75,12.50%,14.29%,00:03:07,7
201703,Boiler replacement,8,1.38,0.00%,0.00%,00:02:36,2.12
201703,book a driving test,8,1.5,0.00%,0.00%,00:07:28,3
201703,budget loan,8,1.38,12.50%,9.09%,00:01:14,2
201703,Bus lane,8,1.5,25.00%,8.33%,00:01:31,1.5
201703,Cancel,8,1.12,25.00%,22.22%,00:01:25,1.38
201703,Careers a-z,8,1,0.00%,25.00%,00:03:40,0.88
201703,careers quiz,8,2.38,37.50%,10.53%,00:01:08,2.25
201703,Carers allowance and ESA,8,1,87.50%,0.00%,00:00:59,0.62
201703,Change mot test,8,1.12,0.00%,11.11%,00:13:28,2.62
201703,CHANGE OF ADDRESS,8,1.62,50.00%,7.69%,00:06:46,4.75
201703,Check car tax,8,2.38,25.00%,15.79%,00:00:53,1.12
201703,chemical safety in your home,8,2.12,0.00%,0.00%,00:04:42,1.75
201703,civil engineering,8,1,0.00%,37.50%,00:01:59,2
201703,cold weather payment,8,1.12,0.00%,66.67%,00:10:40,4.12
201703,Complaints,8,1.38,0.00%,36.36%,00:04:01,2.38
201703,Contact phone number,8,2.88,50.00%,4.35%,00:02:03,3.12
201703,Contact us,8,1.38,37.50%,9.09%,00:00:55,1.5
201703,credits,8,1.25,0.00%,20.00%,00:00:55,1.38
201703,D777,8,1.38,25.00%,0.00%,00:03:36,1.75
201703,data protection,8,1.25,12.50%,10.00%,00:01:19,1.5
201703,Dbs,8,1.5,12.50%,25.00%,00:05:02,2.75
201703,Death certificates,8,1.25,0.00%,10.00%,00:01:15,2.75
201703,disability and carers service,8,1.25,0.00%,50.00%,00:03:23,1.5
201703,Disclosure Certificates,8,4.12,12.50%,9.09%,00:02:40,3.38
201703,Dl1 form,8,1.88,12.50%,13.33%,00:02:51,2.5
201703,Dl1 notes,8,2.75,25.00%,13.64%,00:06:13,2.12
201703,Dl1r,8,1.62,37.50%,0.00%,00:01:46,1.88
201703,dl2,8,1.62,0.00%,23.08%,00:04:31,4.38
201703,Document check list,8,1.12,100.00%,0.00%,00:02:09,0
201703,Driver,8,1.88,37.50%,26.67%,00:07:07,5.25
201703,driving abroad,8,1.12,37.50%,0.00%,00:00:38,1.12
201703,Dvani,8,1,75.00%,12.50%,00:00:07,0.38
201703,DVLA,8,1.5,0.00%,16.67%,00:04:27,2.75
201703,education maintenance allowance,8,1.25,0.00%,10.00%,00:05:50,2.88
201703,fee,8,1.25,0.00%,30.00%,00:04:36,2.38
201703,Fishing license,8,1.5,12.50%,16.67%,00:01:36,3.25
201703,grant,8,2.75,62.50%,13.64%,00:01:49,0.38
201703,guide to church records,8,1.12,12.50%,11.11%,00:01:06,1.38
201703,hc1,8,1.5,12.50%,0.00%,00:04:04,2.12
201703,Holiday pay,8,1.62,12.50%,7.69%,00:04:35,2.38
201703,honours,8,1.25,0.00%,10.00%,00:05:10,1.75
201703,incapacity benefit,8,1.25,12.50%,50.00%,00:12:32,3.25
201703,independent living fund,8,1.25,0.00%,30.00%,00:12:10,2.38
201703,industrial injuries disablement benefit,8,1.12,0.00%,22.22%,00:01:19,3.12
201703,job grant,8,1.12,12.50%,0.00%,00:03:42,1.5
201703,juries,8,1.38,0.00%,18.18%,00:01:35,1.38
201703,Land registry,8,1.38,12.50%,27.27%,00:02:06,4.5
201703,Landlord,8,1.88,0.00%,6.67%,00:09:48,2.12
201703,legal aid,8,1.62,12.50%,7.69%,00:05:28,6.12
201703,Lost licence,8,1.25,0.00%,20.00%,00:01:17,2.12
201703,Lost license,8,1,62.50%,12.50%,00:01:48,0.88
201703,Maternity pay,8,1.25,12.50%,10.00%,00:06:12,3.5
201703,Maths,8,1.25,50.00%,20.00%,00:00:13,0.38
201703,mechanic,8,2.12,12.50%,29.41%,00:01:03,1.25
201703,Medical,8,1,25.00%,12.50%,00:01:18,1.25
201703,mot cancellations,8,2.25,50.00%,0.00%,00:02:44,1.5
201703,mot check,8,1.62,37.50%,15.38%,00:00:51,2
201703,mot re-test,8,1.5,12.50%,8.33%,00:02:01,3.12
201703,mot test,8,1.38,37.50%,0.00%,00:03:16,1.75
201703,motoring forms,8,1.38,0.00%,54.55%,00:01:56,5.62
201703,Name change,8,1.25,12.50%,10.00%,00:03:38,3
201703,new councils,8,1.88,12.50%,13.33%,00:03:37,4.75
201703,Number plate,8,1.12,12.50%,44.44%,00:01:41,0.62
201703,opening hours,8,1.62,12.50%,23.08%,00:01:28,2.25
201703,Passport fees,8,1.5,25.00%,0.00%,00:02:24,1.25
201703,paternity,8,1,0.00%,12.50%,00:05:14,2.88
201703,pcn,8,1.75,0.00%,14.29%,00:05:21,2.62
201703,PENSION CREDIT,8,1.62,25.00%,30.77%,00:02:50,2.5
201703,Pensions,8,1.75,25.00%,14.29%,00:03:08,3.5
201703,Plumbing,8,2,12.50%,6.25%,00:03:23,3.62
201703,RATES,8,1.12,0.00%,11.11%,00:02:25,4.62
201703,rates relief,8,1.5,12.50%,16.67%,00:07:26,7.5
201703,Rates relief,8,1.62,0.00%,30.77%,00:02:37,3.62
201703,Renew driving licence,8,1.88,12.50%,20.00%,00:06:56,3
201703,Rod license,8,1.25,0.00%,0.00%,00:04:12,3
201703,savings credit,8,2,37.50%,6.25%,00:01:00,0.5
201703,smoking,8,1.62,12.50%,23.08%,00:09:39,3.75
201703,social sector size criteria,8,1.12,12.50%,44.44%,00:03:45,1
201703,Sure start maternity grant,8,1.5,0.00%,25.00%,00:06:30,3.12
201703,tax credit,8,1.88,37.50%,20.00%,00:01:04,1.62
201703,tax my car,8,2.12,50.00%,5.88%,00:04:41,0.75
201703,Theory test booking,8,1.88,0.00%,0.00%,00:02:09,3.38
201703,umbrella bodies,8,1.62,0.00%,23.08%,00:07:18,4
201703,umbrella body,8,1.62,12.50%,7.69%,00:07:24,4
201703,vehicle registration,8,2.88,25.00%,17.39%,00:02:07,0.75
201703,Vehicle registration,8,2.75,25.00%,13.64%,00:08:45,2.12
201703,alcohol abuse,7,1.57,14.29%,18.18%,00:03:19,2.86
201703,Bank holidays,7,1.29,0.00%,33.33%,00:04:56,1.14
201703,Basic disclosure certificate,7,2.43,0.00%,5.88%,00:09:38,5.29
201703,Bedroom tax,7,2.71,28.57%,31.58%,00:01:36,0.57
201703,Benefit calculator,7,2.29,28.57%,12.50%,00:03:42,5.86
201703,Benefit fraud,7,1.14,0.00%,25.00%,00:00:53,1.57
201703,Blue Badge,7,1.71,0.00%,25.00%,00:04:17,4.43
201703,blue badge scheme,7,1.43,0.00%,0.00%,00:03:50,5.57
201703,Boiler replacement grant,7,1.43,0.00%,10.00%,00:01:55,2
201703,Business rates,7,1.29,28.57%,11.11%,00:00:34,0.71
201703,cancellation,7,1,14.29%,14.29%,00:03:06,2.29
201703,care homes,7,1.86,0.00%,15.38%,00:07:03,3.86
201703,cbt,7,1.29,14.29%,33.33%,00:03:21,3
201703,Cbt,7,1.57,0.00%,0.00%,00:01:16,2.29
201703,Change appointment,7,1.57,0.00%,18.18%,00:03:53,1.14
201703,changing address,7,2,14.29%,0.00%,00:04:31,7.86
201703,claim your state pension,7,1.57,0.00%,36.36%,00:03:24,1.29
201703,Claiming a driving test pass,7,1.14,14.29%,12.50%,00:00:21,0.86
201703,Community care grants,7,3.71,28.57%,11.54%,00:01:48,0.71
201703,consultations,7,1.14,0.00%,0.00%,00:02:48,1.43
201703,counterpart,7,1.14,28.57%,37.50%,00:01:30,1.14
201703,court records,7,1.29,42.86%,11.11%,00:00:35,0.43
201703,CR20,7,3,0.00%,9.52%,00:04:23,3.29
201703,Craigavon,7,2.29,0.00%,25.00%,00:04:12,2.43
201703,DAERA,7,1.43,0.00%,40.00%,00:01:00,1.71
201703,DBS,7,1.43,0.00%,10.00%,00:06:36,3
201703,dental,7,1,28.57%,14.29%,00:03:03,0.71
201703,disability,7,1.57,14.29%,9.09%,00:11:00,4.57
201703,dismissal,7,1.86,0.00%,30.77%,00:05:12,3.71
201703,DLR1,7,1.29,14.29%,44.44%,00:00:21,1.14
201703,driving,7,1,0.00%,42.86%,00:03:17,2.71
201703,driving licence application,7,1.43,0.00%,30.00%,00:04:28,2.29
201703,driving licence change of address,7,1,14.29%,0.00%,00:02:15,1.14
201703,Driving licence change of address,7,3.43,0.00%,4.17%,00:04:16,1.57
201703,driving licence cost,7,1,0.00%,14.29%,00:02:28,2.57
201703,driving theory test,7,1.71,0.00%,8.33%,00:06:25,5.57
201703,ecatalogue,7,1,0.00%,0.00%,00:03:38,1.29
201703,email address,7,2.43,0.00%,11.76%,00:01:52,3.43
201703,eures,7,4.14,0.00%,13.79%,00:15:47,13.43
201703,Fish stocking,7,1.57,42.86%,9.09%,00:00:59,1.14
201703,Fishing permit,7,1.29,14.29%,11.11%,00:02:27,1.86
201703,GCSE,7,2.57,28.57%,0.00%,00:02:55,3.29
201703,Glasgow,7,1.71,57.14%,8.33%,00:00:29,0.43
201703,griffiths valuation,7,1.14,0.00%,37.50%,00:01:12,1.29
201703,Griffiths Valuation,7,2.29,0.00%,6.25%,00:08:26,4.71
201703,ground rent,7,1.71,28.57%,25.00%,00:02:16,4.29
201703,HC5 form,7,2.43,71.43%,17.65%,00:01:32,0.43
201703,Hgv licence,7,2.57,14.29%,0.00%,00:04:05,2.57
201703,historical maps,7,1.14,0.00%,0.00%,00:01:48,1.29
201703,Holiday entitlement,7,1.43,28.57%,30.00%,00:02:04,1.43
201703,holiday pay,7,1,28.57%,0.00%,00:00:30,0.86
201703,Holidays,7,1.29,0.00%,33.33%,00:04:31,1.43
201703,Housing,7,1.86,14.29%,23.08%,00:03:59,2.29
201703,How much will a licence cost,7,2.14,0.00%,26.67%,00:03:09,1
201703,Joiner,7,1.57,42.86%,0.00%,00:02:10,2.29
201703,jury,7,1.29,14.29%,11.11%,00:00:48,2.71
201703,Licence renewal,7,1.71,0.00%,16.67%,00:02:04,1.86
201703,Live chat,7,1,71.43%,14.29%,00:00:45,1.43
201703,Londonderry,7,2.29,14.29%,0.00%,00:01:56,1.29
201703,Lost counterpart,7,1,14.29%,14.29%,00:04:32,0.86
201703,Lost driving licence,7,1.29,0.00%,11.11%,00:03:08,3.14
201703,LPS,7,1.14,0.00%,37.50%,00:01:54,1.57
201703,Manage my tax credits,7,1.14,57.14%,12.50%,00:01:49,0.57
201703,Maps viewer,7,1.71,0.00%,0.00%,00:02:52,1.71
201703,Mobility,7,1.71,42.86%,0.00%,00:00:58,1.14
201703,national minimum wage,7,1.14,0.00%,0.00%,00:02:08,1.29
201703,Number,7,1.71,0.00%,0.00%,00:02:20,2.86
201703,nursing,7,1.43,42.86%,20.00%,00:01:43,2
201703,parking fine,7,1,0.00%,14.29%,00:02:49,2.29
201703,personal independance payment,7,1,0.00%,28.57%,00:02:03,2.29
201703,Personal independence payment,7,2.14,14.29%,6.67%,00:05:45,3.71
201703,phone,7,1.29,57.14%,11.11%,00:00:41,2.43
201703,practical test,7,1,0.00%,0.00%,00:04:32,2.86
201703,R plates,7,1,14.29%,28.57%,00:01:58,3.71
201703,rate rebate,7,1,0.00%,42.86%,00:05:05,3.14
201703,Rate relief,7,1.14,28.57%,12.50%,00:01:09,1.86
201703,Redundancy,7,1,14.29%,28.57%,00:02:27,2.29
201703,Scotland,7,1.57,14.29%,0.00%,00:04:26,2.71
201703,self cert,7,1.29,28.57%,44.44%,00:00:49,0.29
201703,self employed,7,1.29,14.29%,11.11%,00:02:07,1.14
201703,Self employed,7,2,14.29%,21.43%,00:07:38,6.71
201703,sf300,7,1.29,28.57%,55.56%,00:00:30,1
201703,State pension top up,7,1.86,42.86%,7.69%,00:07:11,6.57
201703,street directory,7,1.57,0.00%,9.09%,00:07:27,2.43
201703,taxi licence,7,1.71,14.29%,8.33%,00:02:37,4.71
201703,taxi license,7,1.57,14.29%,18.18%,00:02:42,2.86
201703,Taxi license,7,1.57,14.29%,0.00%,00:02:06,2.57
201703,Taxi theory test,7,1,14.29%,0.00%,00:01:20,3.57
201703,THEORY TEST,7,1,0.00%,28.57%,00:05:44,4.14
201703,tithe,7,1.29,14.29%,22.22%,00:01:42,2.86
201703,Track application,7,2.57,14.29%,11.11%,00:02:39,1.43
201703,transport ni,7,1.29,14.29%,22.22%,00:07:57,2.71
201703,v36b,7,1.14,0.00%,25.00%,00:00:26,1
201703,v62,7,1.29,28.57%,22.22%,00:00:33,1
201703,Will,7,1.43,42.86%,20.00%,00:02:27,1.86
201703,will calendar,7,1,0.00%,14.29%,00:04:38,1.43
201703,workable,7,1.14,0.00%,37.50%,00:09:40,4.43
201703,a-z,6,1,16.67%,50.00%,00:00:51,2
201703,aa,6,1.17,0.00%,42.86%,00:09:38,3.83
201703,access,6,1.17,33.33%,14.29%,00:02:51,2
201703,access ni forms,6,2,0.00%,8.33%,00:05:20,4.33
201703,affordable warmth scheme,6,2.5,16.67%,13.33%,00:03:30,2
201703,ancestry,6,1,16.67%,50.00%,00:05:37,5.5
201703,ANGLING,6,1,0.00%,0.00%,00:02:40,3.83
201703,Antrim,6,1,33.33%,16.67%,00:02:18,1.5
201703,application forms,6,1.5,0.00%,33.33%,00:00:46,1.5
201703,apprentiships,6,1.17,50.00%,42.86%,00:00:26,0.17
201703,Bangor,6,2,33.33%,16.67%,00:00:23,0.83
201703,Bin collection,6,1.5,0.00%,0.00%,00:01:55,4.67
201703,Boiler grant,6,1.83,16.67%,0.00%,00:01:50,1.83
201703,Book,6,1,16.67%,33.33%,00:02:29,3.5
201703,Book a driving test,6,1.17,33.33%,0.00%,00:06:18,1.17
201703,book an mot,6,1.33,0.00%,0.00%,00:05:12,5.17
201703,Book test,6,1.33,0.00%,12.50%,00:04:04,2.5
201703,book theory test,6,1,16.67%,0.00%,00:06:42,4
201703,BR19,6,1.67,0.00%,0.00%,00:01:47,1.67
201703,Car registration,6,1.33,16.67%,0.00%,00:02:22,2
201703,CAR TAX,6,1.67,0.00%,10.00%,00:02:02,2.17
201703,career ideas,6,1.33,16.67%,0.00%,00:05:49,2.33
201703,Carers Allowance,6,1.33,16.67%,12.50%,00:05:34,3.17
201703,Carers credit,6,1.33,0.00%,12.50%,00:02:05,1.67
201703,Caters allowance,6,1.33,0.00%,25.00%,00:01:05,1.33
201703,census 1901,6,2.17,0.00%,15.38%,00:05:12,4
201703,Change an mot date,6,1.17,0.00%,14.29%,00:05:08,2.67
201703,change mot appointment,6,1.33,0.00%,12.50%,00:04:43,3.33
201703,Change mot appointment,6,1.17,0.00%,0.00%,00:00:33,1.17
201703,Check tax,6,1.5,16.67%,33.33%,00:00:24,1
201703,claim state pension,6,1.67,0.00%,0.00%,00:08:43,2.67
201703,code of practice,6,1,33.33%,16.67%,00:00:26,0.83
201703,commercial rates,6,1.67,16.67%,10.00%,00:01:37,2.33
201703,Complaint,6,1.17,33.33%,14.29%,00:05:33,1.33
201703,Comunity care grant,6,1.83,33.33%,9.09%,00:00:41,1.67
201703,Contact numbers,6,1.17,33.33%,0.00%,00:01:21,1.17
201703,coroners reports,6,1.67,16.67%,0.00%,00:05:22,2.83
201703,Cost,6,1.17,16.67%,71.43%,00:00:31,0.17
201703,CV,6,2,0.00%,0.00%,00:02:19,2
201703,Daera,6,3,16.67%,5.56%,00:06:52,7.67
201703,Death record search,6,1.17,0.00%,0.00%,00:05:29,2.5
201703,debt management,6,1,0.00%,33.33%,00:08:18,1.83
201703,Dementia,6,1.33,16.67%,25.00%,00:02:45,1
201703,DL1 notes,6,2,0.00%,25.00%,00:01:30,2
201703,Dl1r form,6,1.17,66.67%,14.29%,00:01:42,0.83
201703,DL1R Form,6,1.83,33.33%,18.18%,00:02:41,2.33
201703,DL1R FORM,6,4.17,50.00%,4.00%,00:01:50,2.67
201703,driver license,6,1.67,33.33%,0.00%,00:03:01,5.5
201703,Driving license fees,6,1.83,16.67%,9.09%,00:00:47,1
201703,dva address,6,2,0.00%,25.00%,00:07:58,3.5
201703,Education maintenance allowance,6,1.17,66.67%,0.00%,00:01:35,0.67
201703,Education Maintenance Allowance,6,1.33,50.00%,0.00%,00:01:36,1.33
201703,ehic,6,1.33,16.67%,12.50%,00:03:53,0.67
201703,EHIC,6,1.33,33.33%,37.50%,00:00:47,0.17
201703,election,6,1,16.67%,0.00%,00:01:13,1.83
201703,Employment,6,1.67,16.67%,60.00%,00:01:04,1
201703,Enniskillen,6,1,33.33%,16.67%,00:00:45,1.5
201703,facebook,6,1.33,83.33%,12.50%,00:04:35,0
201703,Forest,6,1.67,50.00%,10.00%,00:01:38,3.17
201703,Foyle endorsement,6,1.67,50.00%,10.00%,00:02:08,1.17
201703,free school meals,6,1.17,0.00%,0.00%,00:10:42,3.33
201703,freedom of information,6,2,0.00%,16.67%,00:07:24,5
201703,freeholders,6,2,0.00%,25.00%,00:12:45,2.83
201703,funeral payments,6,1.17,0.00%,28.57%,00:01:51,1.5
201703,general register office,6,1.17,0.00%,14.29%,00:00:38,2.67
201703,Griffiths,6,2.17,0.00%,23.08%,00:04:36,3.33
201703,help with health costs,6,1,0.00%,16.67%,00:04:54,2.17
201703,hmrc,6,1.17,33.33%,28.57%,00:00:39,1.5
201703,housing,6,1.33,33.33%,37.50%,00:02:52,4.17
201703,Housing benefits,6,1.33,0.00%,62.50%,00:02:35,2.67
201703,Housing executive,6,1.33,16.67%,37.50%,00:02:23,1.17
201703,how long do a pip appeal take,6,1.33,100.00%,0.00%,00:00:10,0
201703,identity documents,6,1.5,0.00%,11.11%,00:06:50,3.67
201703,income tax,6,1.17,16.67%,14.29%,00:03:50,1.33
201703,inf4d,6,1.5,33.33%,33.33%,00:07:39,1.33
201703,job centre,6,1.17,16.67%,28.57%,00:03:21,4.5
201703,job sectors,6,1.33,16.67%,87.50%,00:02:20,0.33
201703,Job vacancies,6,2.17,16.67%,30.77%,00:00:57,1.5
201703,JSA,6,1.67,16.67%,20.00%,00:02:34,2.67
201703,land,6,1.33,16.67%,25.00%,00:00:53,1.83
201703,land registry forms,6,1.67,33.33%,40.00%,00:02:01,1.17
201703,living wage,6,1.33,0.00%,12.50%,00:02:47,1
201703,Log book,6,1,33.33%,16.67%,00:00:21,0.67
201703,lone pensioner allowance,6,1.33,0.00%,37.50%,00:03:49,1.5
201703,lps,6,1.17,0.00%,28.57%,00:02:37,7.5
201703,Marriage certificates,6,1,0.00%,33.33%,00:04:23,1.67
201703,MATERNITY ALLOWANCE,6,1,0.00%,16.67%,00:02:38,1.67
201703,maternity leave,6,1.17,0.00%,14.29%,00:02:24,1.83
201703,midwife,6,1.83,16.67%,18.18%,00:01:10,0.83
201703,mot booking,6,1.5,0.00%,22.22%,00:01:27,3.17
201703,Mot centre,6,1.17,0.00%,28.57%,00:01:55,1.5
201703,music,6,1.5,0.00%,44.44%,00:04:32,2.33
201703,NOA1,6,1,16.67%,16.67%,00:00:36,1
201703,Northern Ireland,6,1.33,66.67%,25.00%,00:01:55,1.33
201703,over 70,6,1,33.33%,50.00%,00:04:05,1.33
201703,Paper counterpart,6,1.33,33.33%,25.00%,00:00:37,0.33
201703,parental leave,6,1.67,16.67%,30.00%,00:06:05,1.67
201703,parking fines,6,1.17,16.67%,0.00%,00:01:35,1.83
201703,Passports,6,1.5,0.00%,0.00%,00:03:23,1.83
201703,pay,6,1.67,33.33%,30.00%,00:01:13,2.33
201703,pay a bus lane,6,1,0.00%,33.33%,00:00:32,1
201703,payment,6,1.17,16.67%,42.86%,00:01:25,2.83
201703,Personal Independence Payment,6,1.33,0.00%,12.50%,00:00:42,2.17
201703,Phone no,6,1.33,16.67%,37.50%,00:04:01,2
201703,phone numbers,6,2.83,0.00%,17.65%,00:05:17,2.83
201703,photograph,6,1.67,0.00%,10.00%,00:01:04,1.83
201703,photographs,6,1.17,0.00%,28.57%,00:02:37,1.67
201703,police check,6,1.5,0.00%,11.11%,00:01:53,5.5
201703,Pot holes,6,1,50.00%,0.00%,00:01:06,1.33
201703,Power of attorney,6,1,0.00%,33.33%,00:02:49,2.17
201703,presbyterian church records,6,1.67,0.00%,0.00%,00:06:22,2.5
201703,Pro I,6,1,0.00%,66.67%,00:00:24,0.83
201703,provisional license,6,1,0.00%,33.33%,00:01:34,2
201703,Psv licence,6,1.5,50.00%,33.33%,00:00:45,0.83
201703,Public appointments,6,1.33,0.00%,0.00%,00:05:05,1.67
201703,pv15,6,1,0.00%,16.67%,00:02:20,2
201703,Re test,6,1.67,0.00%,20.00%,00:04:09,3.5
201703,Re-test,6,1.17,16.67%,42.86%,00:01:05,1
201703,Register,6,1.33,16.67%,37.50%,00:10:57,4.83
201703,Renewing driving licence,6,1.33,33.33%,0.00%,00:11:38,4.17
201703,report a pothole,6,1.33,16.67%,12.50%,00:03:33,1
201703,Road closures,6,1,0.00%,0.00%,00:00:43,1.5
201703,road service,6,1.17,33.33%,28.57%,00:03:14,7.17
201703,roads,6,1,0.00%,50.00%,00:01:18,2
201703,rod licence,6,1.5,0.00%,11.11%,00:02:04,1.67
201703,scholarships,6,1.83,33.33%,0.00%,00:02:49,3.83
201703,self employment,6,1,33.33%,33.33%,00:00:29,0.33
201703,serps,6,1,33.33%,0.00%,00:00:55,1.33
201703,Severe disability premium,6,1.5,16.67%,44.44%,00:03:06,1.17
201703,SF300,6,1.33,16.67%,12.50%,00:00:34,2.17
201703,sign in,6,1,33.33%,33.33%,00:00:27,1
201703,skills and demand,6,2.5,0.00%,13.33%,00:03:41,1.33
201703,Skills in demand,6,1.5,0.00%,22.22%,00:03:17,4.67
201703,SMP,6,1.33,0.00%,37.50%,00:04:50,1.83
201703,social security agency,6,1.17,0.00%,14.29%,00:06:12,9.5
201703,social worker,6,1,33.33%,16.67%,00:00:31,0.5
201703,Ssp,6,1.67,0.00%,10.00%,00:04:15,2.83
201703,stocking,6,1.33,0.00%,0.00%,00:04:45,2.67
201703,street lights,6,1.17,0.00%,0.00%,00:01:01,3.17
201703,Street lights,6,1,0.00%,16.67%,00:00:31,1.67
201703,student finance,6,1,16.67%,0.00%,00:05:50,1.67
201703,tax a vehicle,6,1,33.33%,16.67%,00:00:38,1.17
201703,tax refund,6,1.5,16.67%,22.22%,00:00:35,0.83
201703,Tax refund,6,1.33,0.00%,37.50%,00:00:38,1.17
201703,tax vehicle,6,3,33.33%,0.00%,00:02:23,1
201703,Taxi licensing,6,2,50.00%,8.33%,00:02:58,1.33
201703,taxis,6,1.83,0.00%,27.27%,00:01:09,3
201703,track application,6,1.83,0.00%,45.45%,00:00:43,0.67
201703,tractor licence,6,2.5,0.00%,13.33%,00:01:28,2.33
