CP No.,Route,Divn.,Location,Channel 1,Channel 2,Easting,Northing,24 Hour AADT (7 day flow),24 Hour AADT (7 day flow) rounded,% HGV (7 day flow),AM mean weekday peak hour (5 day flow),AM mean weekday peak hour (5 day flow) rounded,AM mean weekday peak hour (5 day flow) start time,PM mean weekday peak hour (5 day flow),PM mean weekday peak hour (5 day flow) rounded,PM mean weekday peak hour (5 day flow) start time,24 Hour 7 Day Flow CH. 1,24 Hour 7 Day Flow CH. 2,24 Hour 7 Day Flow CH. 1 (rounded),24 Hour 7 Day Flow CH. 2 (rounded),Percentage Traffic Composition (car / van),Percentage Traffic Composition (med com),Percentage Traffic Composition (rigid),Percentage Traffic Composition (artic),Percentage Traffic Composition (bus / coach),24 Hour 5 Day Flow CH. 1,24 Hour 5 Day Flow CH. 2,24 Hour AADT (5 day flow),24 Hour 5 Day Flow CH. 1 (rounded),24 Hour 5 Day Flow CH. 2 (rounded),24 Hour AADT (5 day flow) rounded,AM peak hour flow weekday channel 1,AM peak hour flow weekday channel 1 (rounded),AM peak hour flow weekday channel 1 start time,PM peak hour flow weekday channel 1,PM peak hour flow weekday channel 1 (rounded),PM peak hour flow weekday channel 1 start time,AM peak hour flow weekday channel 2,AM peak hour flow weekday channel 2 (rounded),AM peak hour flow weekday channel 2 start time,PM peak hour flow weekday channel 2,PM peak hour flow weekday channel 2 (rounded),PM peak hour flow weekday channel 2 start time,2012 24 Hour AADT (7 day flow) rounded,2013 %age incr/decr over 2012 24HrAADT (7 day flow),2013 24 Hour AADT (7 day flow) rounded,2014 %age incr/decr over 2013 24HrAADT (7 day flow),2014 24 Hour AADT (7 day flow) rounded,Comments
355,B507,North,"Branch Road, at Branch Road Roundabout",To City Centre,To Buncrana Road,242293,419671,"21,418","21,420",-,1390,1390,08:00,1714,1710,17:00,11071,10347,11070,10350,-,-,-,-,-,11754,10890,"22,644",11750,10890,"22,640",811,810,08:00,876,880,16:00,600,600,11:00,846,850,17:00,"19,970",-,-,-,"21,420",
356,A2,North,"Queen's Quay, Londonderry",To City Centre,To Queen's Quay Roundabout,243489,417537,"21,792","21,790",2.9,1442,1440,09:00,1741,1740,16:00,11373,10419,11370,10420,95.1,2,1.7,0.5,0.7,11919,10895,"22,814",11920,10900,"22,820",779,780,09:00,915,920,16:00,708,710,08:00,855,860,17:00,"21,100",2.18,"21,560",1.07,"21,790",
357,C/UC,North,"Northland Road, Londonderry, at Fire Station",To City Centre,To Springtown,243251,417579,"15,148","15,150",-,372,370,11:00,418,420,17:00,7262,7886,7260,7890,-,-,-,-,-,7865,8490,"16,355",7870,8490,"16,360",556,560,11:00,602,600,13:00,279,280,11:00,341,340,15:00,"15,870",-0.57,"15,780",-3.99,"15,150",
359,A40,North,"Letterkenny Road, Londonderry East of Braehead Road",To City Centre,To Letterkenny,241819,415490,"8,264","8,260",2.5,708,710,08:00,780,780,17:00,4063,4201,4060,4200,93.3,4.2,1.4,0.7,0.4,4236,4411,"8,647",4240,4410,"8,650",559,560,08:00,283,280,14:00,224,220,11:00,534,530,17:00,"8,500",-0.35,"8,470",-2.48,"8,260",
360,A6,North,"Dungiven Road, Londonderry, at Drumahoe East",To City Centre,To Dungiven,247746,413511,"13,503","13,510",6,1212,1210,08:00,1253,1250,17:00,6745,6758,6750,6760,91.8,2.2,5,0.2,0.8,7256,7189,"14,445",7260,7190,"14,450",814,810,08:00,518,520,17:00,398,400,08:00,767,770,16:00,"13,230",2.42,"13,550",-0.3,"13,510",
362,A6,North,"Dungiven Road, Londonderry, at Altnagelvin Roundabout",To City Centre,To Drumahoe,245073,415727,"26,715","26,720",-,379,380,11:00,443,440,15:00,13799,12916,13800,12920,-,-,-,-,-,14922,13814,"28,736",14920,13810,"28,730",1001,1000,11:00,1077,1080,15:00,896,900,11:00,1122,1120,16:00,"27,450",-,-,-,"26,720",
363,A6,North,"Dungiven Road, Londonderry, at Rossdowney Roundabout",To City Centre,To Dungiven,244593,416516,"24,247","24,250",-,344,340,08:00,381,380,16:00,13449,10798,13450,10800,-,-,-,-,-,14521,11387,"25,908",14520,11390,"25,910",1097,1100,09:00,1061,1060,14:00,737,740,11:00,914,910,16:00,"24,900",-,-,-,"24,250",
366,A6,North,"Claudy, Dungiven side of A6/B74 junction",To Londonderry,To Dungiven,256509,409178,"9,626","9,630",10.6,835,840,08:00,906,910,17:00,4919,4707,4920,4710,83,6.4,6.5,4.1,0,5333,4997,"10,330",5330,5000,"10,330",518,520,08:00,426,430,17:00,317,320,08:00,480,480,17:00,"9,530",1.15,"9,640",-0.1,"9,630",
368,A2,North,"Foyle Embankment, Between Foyleside and Bus Station",To Guildhall Roundabout,To Craigavon Bridge,243815,416567,"21,296","21,300",3.8,1469,1470,11:00,1727,1730,16:00,11226,10070,11230,10070,91.7,4.5,3.5,0.3,0,11884,10601,"22,485",11880,10600,"22,480",785,790,11:00,969,970,16:00,694,690,08:00,790,790,13:00,-,-,"18,910",12.64,"21,300",Very little 2014 data 21/11/14 - 31/12/14
369,C/UC,East,"Boucher Road, Belfast, near Balmoral Road",To Stockmans Lane,To Broadway,331441,371416,"23,632","23,640",2.8,2115,2120,11:00,2261,2260,12:00,11417,12215,11420,12220,94.2,3,1.5,1.2,0.1,12509,13368,"25,877",12510,13370,"25,880",1182,1180,08:00,1086,1090,12:00,"1,047",1050,11:00,1274,1270,12:00,"23,180",-0.17,"23,140",2.16,"23,640",
370,A2,North,"Culmore Road, Londonderry, at St.Peters Church",To City Centre,To Foyle Bridge,244496,419755,"25,325","25,330",2.9,1930,1930,08:00,2188,2190,16:00,12560,12765,12560,12770,94.5,2.6,2.1,0.5,0.3,13535,13577,"27,112",13540,13580,"27,120",1298,1300,08:00,964,960,15:00,750,750,11:00,1271,1270,17:00,"24,020",-3.04,"23,290",8.76,"25,330",
371,A2,North,"Culmore Road, Londonderry, at Heathfield",To City Centre,To Culmore,244624,419887,"16,826","16,820",2.4,1308,1310,08:00,1447,1450,17:00,8324,8502,8320,8500,94.2,3.4,1.4,0.5,0.5,8629,8827,"17,456",8630,8830,"17,460",438,440,11:00,901,900,17:00,936,940,08:00,611,610,15:00,"16,480",0.67,"16,590",1.39,"16,820",
372,A515,North,Madams Bank Road Londonderry,To City Centre,To Foyle Bridge,244521,419912,"15,934","15,940",-,1175,1180,09:00,1480,1480,17:00,8179,7755,8180,7760,-,-,-,-,-,8712,8300,"17,012",8710,8300,"17,010",641,640,09:00,715,720,17:00,530,530,09:00,753,750,17:00,-,-,"15,920",0.13,"15,940",Approx 9 - 10 weeks data 31/01/14 - 19/08/14
373,A2,North,"Limavady Road, Londonderry, at Gransha",To City Centre,To Limavady,246509,418492,"27,796","27,800",7.4,2605,2610,08:00,2549,2550,17:00,13740,14056,13740,14060,89.7,2.9,5.7,1.7,0,15111,15504,"30,615",15110,15500,"30,610",1375,1380,08:00,1293,1290,16:00,"1,230",1230,08:00,1255,1260,16:00,"27,350",1.13,"27,660",0.51,"27,800",
374,A2,North,"Limavady Road, Londonderry, at Caw Brae",To City Centre,To Caw Roundabout,245983,417907,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,320",1.58,"13,530",-,0,
376,A2,North,"A2 Ballykelly Road, Limavady",To Londonderry,To Coleraine,264513,422865,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,320",-0.98,"15,170",-,0,No 2014 data
377,A514,North,"Crescent Link, Londonderry, at Caw",To Caw Roundabout,To Altnagelvin Roundabout,245166,415909,"25,179","25,180",4.3,1769,1770,09:00,2625,2630,17:00,11044,14135,11040,14140,91.1,4.6,3.4,0.9,0,11745,15228,"26,973",11750,15230,"26,980",716,720,09:00,1271,1270,17:00,"1,053",1050,09:00,1353,1350,17:00,"24,500",1.35,"24,830",1.41,"25,180",
380,B194,North,"Racecourse Road, Londonderry, at New Street",To City Centre,To Shantallow,243512,419122,"14,368","14,370",-,975,980,10:00,1149,1150,16:00,7060,7308,7060,7310,-,-,-,-,-,7522,7797,"15,319",7520,7800,"15,320",531,530,10:00,524,520,14:00,464,460,11:00,666,670,16:00,"14,870",-1.48,"14,650",-1.91,"14,370",
381,A2,North,"Buncrana Road, Londonderry, at Pennyburn",To City Centre,To Buncrana,243824,418701,"15,729","15,730",-,1117,1120,11:00,1192,1190,13:00,8575,7154,8580,7150,-,-,-,-,-,9024,7290,"16,314",9020,7290,"16,310",616,620,11:00,679,680,13:00,501,500,11:00,517,520,12:00,"15,310",3.07,"15,780",-0.32,"15,730",
383,A2,North,"Buncrana Road, Londonderry, at Whitehouse",To City Centre,To Buncrana,241601,420426,"18,271","18,270",3.8,1103,1100,11:00,1534,1530,16:00,9182,9089,9180,9090,92.5,3.7,2.5,1.3,0,9250,9209,"18,459",9250,9210,"18,460",719,720,08:00,768,770,16:00,541,0,11:00,830,830,17:00,-,-,"19,200",-4.84,"18,270",
390,A5,North,"Londonderry - Strabane, at New Buildings",To City Centre,To Strabane,240825,412268,"11,640","11,650",-,974,970,08:00,1104,1100,17:00,5845,5795,5850,5800,-,-,-,-,-,6341,6279,"12,620",6340,6280,"12,620",630,630,08:00,421,420,17:00,345,350,08:00,683,680,17:00,"11,470",-,-,-,"11,650",
391,A5,North,"Victoria Road, Londonderry, at Bolies",To City Centre,To Newbuildings,243136,415386,"15,506","15,510",4.6,1428,1430,08:00,1384,1380,17:00,7687,7819,7690,7820,94,1.4,2,2.2,0.4,8251,8394,"16,645",8250,8390,"16,640",1000,1000,08:00,560,560,14:00,469,470,11:00,880,880,17:00,-,-,"16,410",-5.48,"15,510",Very Little data 09/01/14 - 27/01/14
392,A2,North,"Duke Street, Londonderry",To City Centre,To Duke Street Roundabout,244025,416224,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,
394,A2,North,"Limavady By-Pass, Limavady",To Coleraine,To Ballykelly,266699,423450,"12,589","12,590",6.4,1234,1230,08:00,1231,1230,16:00,6149,6440,6150,6440,88.9,4.7,4.9,1.4,0.1,6694,6956,"13,650",6690,6960,"13,650",614,610,08:00,615,620,16:00,620,620,08:00,616,620,16:00,-,-,"12,750",-1.25,"12,590",
395,A43,North,"Glenravel Road, Co. Antrim",To Ballymena,To Cargin,315810,416863,"3,675","3,670",5.1,304,300,08:00,381,380,17:00,1863,1812,1860,1810,91.4,3.5,4.3,0.7,0.1,1928,1855,"3,783",1930,1860,"3,790",91,90,11:00,279,280,17:00,225,230,08:00,112,110,15:00,"3,690",0.27,"3,700",-0.81,"3,670",
399,C/UC,North,Skeoge Link – Ballyarnet Roundabout,To Foyle Bridge,To Buncrana Road,243507,421130,"14,257","14,260",4.6,883,880,08:00,1266,1270,17:00,7441,6816,7440,6820,90.2,5.2,3.1,1.3,0.2,7770,7120,"14,890",7770,7120,"14,890",491,490,08:00,676,680,17:00,401,400,09:00,590,590,17:00,"13,050",3.14,"13,460",5.94,"14,260",
401,A3,South,"Northway, Portadown, South of Seagoe Road link",To Portadown,From Portadown,301917,355096,"27,458","27,460",6.5,2296,2300,08:00,2643,2640,16:00,14236,13222,14240,13220,89.8,3.7,4.4,2,0.1,15729,14597,"30,326",15730,14600,"30,330",1091,1090,08:00,1543,1540,16:00,"1,205",1210,08:00,1100,1100,16:00,"26,730",2.36,"27,360",0.37,"27,460",
402,A3,South,"Portadown - Armagh, at Stonebridge",To Armagh,To Portadown,294869,349658,"12,738","12,740",-,1175,1180,08:00,1235,1240,17:00,6466,6272,6470,6270,-,-,-,-,-,7086,6861,"13,947",7090,6860,"13,950",571,570,08:00,727,730,17:00,605,610,08:00,534,530,16:00,"12,290",14.48,"14,070",-9.45,"12,740",
403,M1,South,Lough Road (Junction 10) - Ballynacor (Junction 11),To Lurgan,To Dungannon,304943,359724,"35,527","35,520",8.9,3630,3630,08:00,3869,3870,17:00,17523,18004,17520,18000,88.5,2.6,8,0.5,0.4,19384,20181,"39,565",19380,20180,"39,560",1837,1840,07:00,1827,1830,17:00,"2,038",2040,08:00,2042,2040,17:00,"34,620",-2.57,"33,730",5.31,"35,520",
404,M1,South,Stangmore (Junction 15) - Tamnamore (Junction 14),To Dungannon,To Lurgan,284467,361524,"21,672","21,670",-,1903,1900,08:00,2262,2260,17:00,10849,10823,10850,10820,-,-,-,-,-,11669,11882,"23,551",11670,11880,"23,550",958,960,08:00,1007,1010,17:00,945,950,08:00,1255,1260,17:00,-,-,-,-,"21,670",
405,A1,South,"Dublin Road, Newry",To Newry,To Border,308331,323116,"20,206","20,210",-,1838,1840,08:00,1882,1880,17:00,9978,10228,9980,10230,-,-,-,-,-,10762,10969,"21,731",10760,10970,"21,730",1141,1140,08:00,874,870,17:00,698,700,08:00,1009,1010,17:00,"18,840",7.54,"20,260",-0.25,"20,210",
406,M12,South,M12 North of Carn,To Portadown,To M1,302394,357981,"22,898","22,900",7.2,2616,2620,08:00,2560,2560,17:00,11715,11183,11720,11180,82.2,10.6,3.2,3.7,0.3,13261,12670,"25,931",13260,12670,"25,930",1729,1730,08:00,1109,1110,17:00,924,920,07:00,1451,1450,17:00,"22,020",0.14,"22,050",3.85,"22,900",
407,A3,South,"Lake Road, Craigavon, East of Central Way",To Lurgan,To Portadown,304954,356828,"22,661","22,660",2.6,1576,1580,11:00,2054,2050,16:00,11767,10894,11770,10890,93.2,4.2,1.3,0.7,0.6,12754,11750,"24,504",12750,11750,"24,500",772,770,11:00,1229,1230,17:00,897,900,09:00,927,930,15:00,"20,580",5.88,"21,790",3.99,"22,660",
408,A76,South,"Lough Road, Lurgan South of M1",To Lurgan,To M1,306771,360148,"13,820","13,820",8.4,1321,1320,08:00,1317,1320,17:00,6668,7152,6670,7150,85.2,6.4,3.9,4.3,0.2,7252,7799,"15,051",7250,7800,"15,050",572,570,08:00,731,730,17:00,753,750,07:00,587,590,17:00,"12,440",6.51,"13,250",4.3,"13,820",
409,A3,South,Magherlin - Moira,To Magheralin,To Moira,313854,359557,"13,367","13,370",2.7,975,980,07:00,1172,1170,17:00,6717,6650,6720,6650,94.8,2.5,1,1.5,0.2,7032,7016,"14,048",7030,7020,"14,050",389,390,08:00,693,690,17:00,726,730,07:00,479,480,17:00,"12,860",1.24,"13,020",2.69,"13,370",
410,A1,South,"Dromore – Banbridge, South of Old Banbridge Road",To Dromore,To Banbridge,318980,352194,"28,144","28,150",-,2433,2430,08:00,2773,2770,17:00,14015,14129,14020,14130,-,-,-,-,-,15221,15419,"30,640",15220,15420,"30,640",1489,1490,07:00,1067,1070,17:00,"1,067",1070,08:00,1695,1700,17:00,-,-,"27,110",3.84,"28,150",01/01/14 - 24/08/14 
411,A1,South,"Banbridge By-Pass, North of Old Manse Road",To Dromore,To Newry,314412,345867,"25,569","25,570",12.8,2256,2260,08:00,2160,2160,17:00,12833,12736,12830,12740,81.1,6.1,6.3,6.4,0.1,13775,13662,"27,437",13780,13660,"27,440",1230,1230,07:00,934,930,17:00,"1,153",1150,08:00,1227,1230,17:00,"23,930",-1.09,"23,670",8.03,"25,570",
412,A26,South,"Banbridge - Lurgan, North of Broken Bridge",To Banbridge,To Lurgan,311329,349478,"7,735","7,740",4.2,696,700,08:00,707,710,17:00,3909,3826,3910,3830,93.1,2.7,1.7,2.2,0.3,4080,4014,"8,094",4080,4010,"8,090",418,420,08:00,327,330,17:00,285,290,08:00,390,390,17:00,"6,880",7.85,"7,420",4.31,"7,740",
413,A50,South,"Banbridge - Gilford, at Lawrencetown",To Banbridge,To Gilford,310649,348994,"8,868","8,860",2.2,776,780,08:00,865,870,17:00,4384,4484,4380,4480,94.7,3.1,1,0.8,0.4,4704,4803,"9,507",4700,4800,"9,500",776,780,08:00,865,870,17:00,329,330,08:00,483,480,17:00,"8,650",3.58,"8,960",-1.12,"8,860",
414,A27,South,"Tandragee - Portadown, South of B78",To Tandragee,To Portadown,300983,349600,"8,406","8,400",5.6,752,750,08:00,859,860,17:00,4232,4174,4230,4170,88.8,5.6,2.9,2.5,0.2,4654,4599,"9,253",4650,4600,"9,250",277,280,11:00,543,540,17:00,490,490,08:00,329,330,16:00,"8,160",1.1,"8,250",1.82,"8,400",
415,A3,South,"Armagh Road, Portadown",To Portadown,To Armagh,299334,351675,"16,238","16,240",5.1,1604,1600,08:00,1565,1570,17:00,8113,8125,8110,8130,93.1,1.8,4.5,0.1,0.5,8901,8891,"17,792",8900,8890,"17,790",603,600,08:00,1005,1010,17:00,"1,001",1000,08:00,611,610,14:00,-,-,-,-,"16,240",
416,A4,South,"Portadown - Dungannon, at The Birches",To Portadown,To M1,295115,359769,"6,476","6,480",-,599,600,08:00,700,700,17:00,3216,3260,3220,3260,-,-,-,-,-,3501,3525,"7,026",3500,3530,"7,030",317,320,08:00,355,360,17:00,281,280,08:00,346,350,17:00,"6,100",7.87,"6,580",-1.52,"6,480",
417,A29,South,Armagh - Keady,To Armagh,To Keady,287037,342221,"5,541","5,540",5.7,423,420,08:00,538,540,17:00,2738,2803,2740,2800,87.8,6.5,2.5,2.8,0.4,2923,3015,"5,938",2920,3020,"5,940",275,280,08:00,191,190,15:00,169,170,11:00,357,360,17:00,"5,440",7.17,"5,830",-4.97,"5,540",
418,A28,South,"Armagh - Newry, at Markethill",To Newry,To Armagh,295758,340565,"9,747","9,750",5,917,920,08:00,937,940,17:00,4947,4800,4950,4800,92.2,2.8,4,0.5,0.5,5334,5179,"10,513",5330,5180,"10,510",453,450,08:00,475,480,17:00,464,460,08:00,462,460,17:00,"9,420",3.08,"9,710",0.41,"9,750",
419,A1,South,"Loughbrickland – Newry, South of Moneymore Road",To Newry,To Belfast,309693,335636,"23,826","23,820",-,2088,2090,08:00,2202,2200,17:00,11912,11914,11910,11910,-,-,-,-,-,12825,12767,"25,592",12830,12770,"25,600",1246,1250,08:00,1073,1070,17:00,842,840,08:00,1129,1130,17:00,"22,230",1.35,"22,530",5.73,"23,820",Very little data 3 weeks Feb '14 & 6 weeks Nov/Dec '14. 
420,A27,South,"Armagh Road, Newry",To Newry,To Armagh,307838,327983,"17,251","17,250",-,1190,1190,11:00,1410,1410,17:00,8110,9141,8110,9140,-,-,-,-,-,8487,9538,"18,025",8490,9540,"18,030",578,580,11:00,665,670,17:00,623,620,11:00,767,770,16:00,"17,350",-0.58,"17,250",0,"17,250","Feb, April & Dec data."
421,A2,South,"Warrenpoint Road, Newry",To Newry,To Warrenpoint,309142,324923,"13,301","13,300",-,939,940,08:00,1173,1170,17:00,6547,6754,6550,6750,-,-,-,-,-,6865,7166,"14,031",6870,7170,"14,040",619,620,08:00,463,460,14:00,365,370,11:00,750,750,17:00,"13,490",-2.15,"13,200",0.76,"13,300",
422,A2,South,"Newcastle - Annalong, at Bloody Bridge",To Newcastle,To Annalong,338889,327195,"5,352","5,350",4.5,366,370,08:00,526,530,17:00,2748,2604,2750,2600,90.8,4.7,2.8,1.3,0.4,2797,2666,"5,463",2800,2670,"5,470",234,230,08:00,195,200,15:00,136,140,11:00,331,330,17:00,"5,200",0.38,"5,220",2.49,"5,350",
423,A25,South,"Newry - Camlough, West of Camlough Road Roundabout at Egyptian Arch",To Newry,To Camlough,306976,327525,"19,987","19,980",2.7,1293,1290,11:00,1720,1720,17:00,10053,9934,10050,9930,92.9,4.4,1.5,0.8,0.4,10595,10544,"21,139",10600,10540,"21,140",739,740,09:00,782,780,14:00,596,600,11:00,1071,1070,17:00,-,-,"19,810",0.86,"19,980",
424,A3,South,"Armagh - Middleton, at Milford",To Armagh,To Border,285593,343478,"5,725","5,730",-,437,440,08:00,510,510,17:00,2797,2928,2800,2930,-,-,-,-,-,2907,3092,"5,999",2910,3090,"6,000",242,240,08:00,200,200,14:00,195,200,08:00,313,310,17:00,"5,920",0.34,"5,940",-3.54,"5,730",
426,B2,South,Moyraverty (Craigavon)  -  Ballynaghy,To Craigavon,From Craigavon,304050,354061,"1,400","1,400",2.8,190,190,08:00,157,160,17:00,752,648,750,650,93.6,3.6,2,0.7,0.1,834,716,"1,550",830,720,"1,550",155,160,08:00,62,60,15:00,40,40,09:00,96,100,17:00,"1,280",7.81,"1,380",1.45,"1,400",
427,B135,South,Junction with A29  -  Cullyhanna,To Newtownhamilton,To Cullyhanna,292146,323676,882,890,10.1,64,60,08:00,75,80,17:00,457,425,460,430,83.9,6,8.8,1.3,0,484,451,935,480,450,930,40,40,08:00,34,30,15:00,27,30,11:00,45,50,17:00,"1,030",-8.74,940,-5.32,890,
428,B3,South,"Keady, Lake Road",To Keady,To Border,283616,333388,"4,645","4,650",6.1,319,320,08:00,423,420,17:00,2298,2347,2300,2350,88.6,5.3,3.1,2.8,0.2,2387,2440,"4,827",2390,2440,"4,830",147,150,08:00,232,230,17:00,172,170,08:00,191,190,17:00,-,-,"4,660",-0.21,"4,650",
429,C/UC,South,Newtownhamilton (cemetery),To Newtown-hamilton,From Newtown-hamilton,291974,327428,153,160,4,10,10,08:00,12,10,19:00,77,76,80,80,94.7,1.3,3.3,0.7,0,80,78,158,80,80,160,7,7,08:00,6,6,19:00,5,5,11:00,7,7,17:00,160,-6.25,150,6.67,160,Very little 2014 data 02/04/14 - 08/05/14 & 31/05/14 - 24/07/14
430,C/UC,South,"Monroe Avenue, Lurgan",To A3,From A3,309348,357980,984,990,1.5,83,80,08:00,93,90,17:00,459,525,460,530,90.5,8,0.7,0.2,0.6,482,562,"1,044",480,560,"1,040",36,40,08;00,35,40,18:00,47,50,08:00,59,60,17:00,950,-1.05,940,5.32,990,
431,C/UC,South,"Granemore Road, East of Keady (off B31)",To Keady,From Keady,289960,335365,344,340,-,24,20,08:00,32,30,17:00,170,174,170,170,-,-,-,-,-,177,181,358,180,180,360,13,10,08:00,19,20,17:00,11,10,08:00,13,10,17:00,350,-2.86,340,0,340,
433,C/UC,South,Glassdrummond (off B3),To Armagh,From Armagh,294162,339488,137,140,12.1,9,9,11:00,12,10,16:00,77,60,80,60,78.8,9.1,7.9,3.6,0.6,76,61,137,80,60,140,5,5,10:00,6,6,16:00,4,4,11:00,6,6,16:00,120,16.67,140,0,140,
434,A1,South,"Newry – Dundalk, North of Border",To Newry,To Border,307448,319598,"3,663","3,660",-,261,260,11:00,310,310,17:00,2103,1560,2100,1560,-,-,-,-,-,2180,1654,"3,834",2180,1650,"3,830",148,150,08:00,183,180,17:00,117,120,11:00,127,130,17:00,"3,660",-1.37,"3,610",1.39,"3,660",
435,M1,South,M1 Eastbound to M12 off - slip,One Way Traffic Flow,-,302352,358807,"2,856","2,860",-,459,460,08:00,233,230,14:00,2856,-,2860,-,-,-,-,-,-,3217,-,"3,217",3220,-,"3,220",459,460,08:00,233,230,14:00,-,-,-,-,-,-,-,-,"2,820",1.42,"2,860",
436,M12,South,M12 to M1 Westbound on - slip,One Way Traffic Flow,-,302598,358423,"2,689","2,690",-,191,190,08:00,427,430,17:00,2689,-,2690,-,-,-,-,-,-,3038,-,"3,038",3040,-,"3,040",191,190,08:00,427,430,07:00,-,-,-,-,-,-,-,-,"1,690",59.17,"2,690",
437,A1,South,Newry By-Pass (Stage 1),To Border,To Belfast,308386,328707,"11,519","11,520",5.8,1047,1050,08:00,1286,1290,17:00,6047,5472,6050,5470,90.2,4,2.6,3.1,0.1,6657,6091,"12,748",6660,6090,"12,750",633,630,08:00,578,580,17:00,414,410,08:00,708,710,17:00,"10,560",1.89,"10,760",7.06,"11,520",
438,A1,South,Newry By-Pass (Stage 2),To Border,To Belfast,307509,328004,"12,833","12,830",2.9,893,890,08:00,1243,1240,17:00,6133,6700,6130,6700,92.8,4.3,1.8,1,0.1,6581,7150,"13,731",6580,7150,"13,730",473,470,08:00,557,560,17:00,421,420,08:00,686,690,17:00,"13,300",-8.12,"12,220",4.99,"12,830",
439,A1,South,Newry By-Pass (Stage 3),To Belfast,To Border,307079,325875,"21,512","21,510",-,1756,1760,08:00,1433,1430,17:00,10220,11292,10220,11290,-,-,-,-,-,10465,12010,"22,475",10470,12010,"22,480",738,740,08:00,921,920,17:00,"1,018",1020,08:00,1145,1150,17:00,"20,620",-5.33,"19,520",10.19,"21,510",4 weeks Oct '14.
440,A29,South,"Armagh Road, Armagh, Co. Armagh",To Moy,To Armagh,286354,348455,"10,385","10,390",9.1,824,820,08:00,965,970,17:00,5207,5178,5210,5180,86.1,4.8,5.4,3.6,0.1,5545,5555,"11,100",5550,5560,"11,110",442,440,08:00,491,490,17:00,382,380,08:00,474,470,17:00,"9,880",3.64,"10,240",1.46,"10,390",
441,A25,South,"Rathfriland Road, Co. Down",To Newry,To Rathfriland,312268,331560,"3,024","3,030",5,315,320,08:00,320,320,17:00,1497,1527,1500,1530,91.3,3.7,4.3,0.6,0.1,1624,1654,"3,278",1620,1650,"3,270",238,240,08:00,101,100,14:00,91,90,11:00,226,230,17:00,"2,700",5.56,"2,850",6.32,"3,030",
442,A3,South,"Monaghan Road, Middletown, Co Armagh",To Armagh,To Middletown,277662,338821,"3,528","3,530",-,267,270,08:00,308,310,17:00,1767,1761,1770,1760,-,-,-,-,-,1824,1815,"3,639",1820,1820,"3,640",124,120,08:00,171,170,17:00,142,140,08:00,138,140,15:00,-,-,"4,170",-15.35,"3,530",
443,A2,South,"Rostrevor Road, Warrenpoint, Co. Down",To Rostrevor,To Warrenpoint,316112,318354,"12,206","12,200",-,897,900,08:00,1092,1090,17:00,6074,6132,6070,6130,-,-,-,-,-,6166,6253,"12,419",6170,6250,"12,420",598,600,08:00,420,420,14:00,344,340,11:00,675,680,17:00,-,-,"11,460",6.46,"12,200",Data taken from 20/04/14 - 30/12/14. 
444,A20,South,"Portaferry Road, Kircubbin, Co. Down",To Kircubbin,To Newtownards,359411,364538,"7,274","7,280",-,623,620,08:00,728,730,17:00,3755,3519,3760,3520,-,-,-,-,-,4033,3766,"7,799",4030,3770,"7,800",199,200,11:00,568,570,17:00,525,530,07:00,222,220,12:00,"6,940",-,-,-,"7,280",Used 30 May - 20 July only
445,M1,South,Junction 9 to 10 near Knockadoney Bridge,To Belfast,To Portadown,311280,361742,"35,578","35,580",10.8,3421,3420,08:00,3424,3420,17:00,17705,17873,17710,17870,82.9,6.3,5.6,5,0.2,19719,20084,"39,803",19720,20080,"39,800",1948,1950,07:00,1592,1590,17:00,"1,890",1890,08:00,2060,2060,17:00,"37,010",4.84,"38,800",-8.3,"35,580","Very little data approx 7 weeks throughout May, Jul, Aug & Sept 2014"
446,A1,South,A1-N1 near border with Co Louth,Northbound,Southbound,307179,320195,"18,410","18,410",13.3,1381,1380,08:00,1691,1690,17:00,8932,9478,8930,9480,81.1,5.6,4.7,8.4,0.2,9302,9857,"19,159",9300,9860,"19,160",605,610,08:00,914,910,17:00,777,780,08:00,801,800,17:00,"18,120",11.53,"20,210",-8.91,"18,410","Very little data intermittent 1/01/14 - 19/01/14, 27/02/14 - 05/03/14, 10/03/14 - 14/03/14, 22/03/14 - 30/03/14, 20/06/14 - 22/06/14, 18/09/14 - 19/09/14, 26/09/14 - 27/09/14, 28/11/14 - 30/11/14"
501,A2,East,"Holywood By-Pass, East of Belfast Road",To Belfast,To Bangor,338994,377865,"45,036","45,040",1.8,4059,4060,08:00,4264,4260,16:00,22099,22937,22100,22940,97,1.2,1.7,0,0.1,23958,24954,"48,912",23960,24950,"48,910",1249,1250,11:00,2749,2750,17:00,"2,852",2850,08:00,1610,1610,16:00,"45,090",-1.06,"44,610",0.96,"45,040",
