Cheltenham Borough Council Payments To Suppliers Between 2014-10-01 and 2014-10-31,,,,,,,,
,,,,,,,,
Accounts Payable Data,,,,,,,,
,,,,,,,,
Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Type,Description,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-REC101,Electricity,20/10/2014,2603.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013641,Direct debit payment,NPOWER ,R2100-CUL112,Electricity,20/10/2014,2390.29
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013727,Direct debit payment,UBICO,R2704-CUL103,Refuse Collection,30/10/2014,816.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013774,Direct debit payment,SEVERN TRENT WATER,R2401-ADB103,Water Services - Metered,24/10/2014,864.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013774,Direct debit payment,SEVERN TRENT WATER,R2402-ADB103,Sewerage and Environmental Services,24/10/2014,1233.29
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013517,Direct debit payment,SEVERN TRENT WATER,R2402-CCM001,Sewerage and Environmental Services,01/10/2014,1438.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013517,Direct debit payment,SEVERN TRENT WATER,R2401-CCM001,Water Services - Metered,01/10/2014,1647.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013774,Direct debit payment,SEVERN TRENT WATER,R2401-REC111,Water Services - Metered,24/10/2014,2791.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013517,Direct debit payment,SOUTHERN ELECTRIC,R2100-HRA110,Electricity,01/10/2014,787.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013772,Direct debit payment,SOUTHERN ELECTRIC,R2100-HRA110,Electricity,31/10/2014,6465.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-CUL117,Electricity,23/10/2014,906.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-CUL117,Electricity,23/10/2014,2164.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-CCM001,Electricity,23/10/2014,583.79
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-CPK001,Electricity,23/10/2014,932.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-OPS002,Electricity,23/10/2014,527.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013763,Direct debit payment,SOUTHERN ELECTRIC,R2100-CUL113,Electricity,23/10/2014,892.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013413,Direct debit payment,THE CHELTENHAM TRUST,R5001-CSM001,TPP - Major External Contractors,01/10/2014,121925.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013517,Direct debit payment,VIRGIN MEDIA,R4504-SUP006,Comms - Telephone Rental (Expense claims),01/10/2014,2015.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013517,Direct debit payment,VIRGIN MEDIA,R4505-SUP006,Comms - Telephone Call charges (Expense claims),01/10/2014,2158.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,10013676,Direct debit payment,WORLDPAY,R4428-CPK001,Services - credit card charges,21/10/2014,1596.62
