Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,02/08/2010,5000266739,802.26
Corporate Services,Books-CD-Aud-Vid,Asian Book Shop                    ,02/08/2010,5000266750,860
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,05/08/2010,5000267305,770.64
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,05/08/2010,5000267310,"2,057.87"
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,11/08/2010,5000268046,555.96
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,11/08/2010,5000268054,562.6
Corporate Services,Books-CD-Aud-Vid,Holt Jackson Book Company Ltd.     ,11/08/2010,5000268055,515.37
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,12/08/2010,5000268085,762.78
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,12/08/2010,5000268137,1338.98
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,12/08/2010,5000268138,1309.97
Corporate Services,Books-CD-Aud-Vid,OverDrive                          ,18/08/2010,5000268797,11250
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,19/08/2010,5000269095,818.22
Corporate Services,Books-CD-Aud-Vid,Peters Limited                     ,19/08/2010,5000269113,762.36
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,19/08/2010,5000269119,"2,244.19"
Corporate Services,Books-CD-Aud-Vid,Bertram Library Services           ,27/08/2010,5000270493,1186.11
Corporate Services,Books-CD-Aud-Vid,BBC Audiobooks                     ,27/08/2010,5000270495,844.45
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113778,628.92
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113785,"3,440.76"
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113804,"2,447.17"
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113826,"1,676.13"
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113776,"1,017.20"
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113811,785.17
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113837,"1,290.28"
Corporate Services,Op Leases-Equip,Danwood Contract Rentals           ,25/08/2010,5000269926,925.18
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113810,738.54
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113843,929.53
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113844,828.46
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113847,796.05
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113848,725.84
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113777,924.06
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113850,725.49
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113851,"1,149.53"
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113806,622.2
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113807,754.35
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113783,930.98
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113784,951.88
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113796,"7,013.06"
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113816,"7,030.99"
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113833,686.03
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113834,705.39
Corporate Services,Op Leases-Equip,Ricoh Uk Ltd                       ,10/08/2010,5000267609,836.78
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113779,518.8
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113781,569.01
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113852,549.48
Corporate Services,Rents,London Bridge Estates Ltd,12/08/2010,1900114025,"3,416.67"
Corporate Services,Gas,Kent County Council (KCS)          ,09/08/2010,1900113795,508.78
Corporate Services,Electricity,Kent County Council (KCS)          ,09/08/2010,1900113838,628.95
Corporate Services,Electricity,Kent County Council (KCS)          ,18/08/2010,5000268876,"1,848.70"
Corporate Services,Books-CD-Aud-Vid,SNMU Limited T/A UK Archiving      ,18/08/2010,5000268839,"1,899.45"
Corporate Governance Directorate,Op Leases-Equip,Xerox (Uk) Ltd                     ,23/08/2010,5000269465,771.69
Corporate Governance Directorate,Op Leases-Equip,Xerox (Uk) Ltd                     ,23/08/2010,5000269466,890.85
Corporate Governance Directorate,Publicatns,Sweet & Maxwell Ltd                ,12/08/2010,5105603027,"1,290.82"
Corporate Governance Directorate,Postage,Dx Network Services Ltd            ,12/08/2010,5000268091,"2,537.50"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,09/08/2010,5000267579,"1,110.62"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,09/08/2010,5000267579,"1,103.63"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,11/08/2010,5000267817,"1,075.69"
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,17/08/2010,5000268606,852.17
Corporate Governance Directorate,Agency Staff,Law Absolute Limited               ,19/08/2010,5000269019,817.25
Corporate Governance Directorate,Counsel Fees,Named Individual,02/08/2010,5000266807,"1,250.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,02/08/2010,5000266813,"2,250.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,10/08/2010,5000267727,800
Corporate Governance Directorate,Counsel Fees,Named Individual,12/08/2010,5000268094,"1,000.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,12/08/2010,5000268095,925
Corporate Governance Directorate,Counsel Fees,Named Individual                      ,12/08/2010,5000268098,"5,100.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,12/08/2010,5000268099,"17,075.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,17/08/2010,5000268596,500
Corporate Governance Directorate,Counsel Fees,Named Individual,17/08/2010,5000268597,"2,500.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,17/08/2010,5000268622,"2,000.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,17/08/2010,5000268624,"1,312.50"
Corporate Governance Directorate,Counsel Fees,Named Individual,18/08/2010,5000268830,675
Corporate Governance Directorate,Counsel Fees,Named Individual,18/08/2010,5000268831,750
Corporate Governance Directorate,Counsel Fees,Named Individual,27/08/2010,5000270673,"1,137.50"
Corporate Governance Directorate,Counsel Fees,Named Individual,31/08/2010,5000270784,"3,550.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,23/08/2010,5000269468,"2,000.00"
Corporate Governance Directorate,Legal & Crt Fees,Her Majestys Court Services        ,03/08/2010,1900113606,"26,425.00"
Corporate Governance Directorate,Legal & Crt Fees,Her Majestys Court Services        ,31/08/2010,1900115329,"14,050.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,02/08/2010,5000266815,"2,375.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,04/08/2010,5000267119,500
Corporate Governance Directorate,Counsel Fees,Named Individual,10/08/2010,5000267729,800
Corporate Governance Directorate,Counsel Fees,Named Individual,13/08/2010,5000268387,"1,500.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,17/08/2010,5000268598,"1,365.50"
Corporate Governance Directorate,Counsel Fees,Named Individual,18/08/2010,5000268818,675
Corporate Governance Directorate,Counsel Fees,Named Individual,18/08/2010,5000268822,"1,600.00"
Corporate Governance Directorate,Counsel Fees,Named Individual,18/08/2010,5000268823,800
Corporate Governance Directorate,Counsel Fees,Named Individual,23/08/2010,5000269467,500
Corporate Governance Directorate,Counsel Fees,Named Individual,25/08/2010,5000269858,"1,600.00"
Corporate Governance Directorate,Postage,Royal Mail                         ,03/08/2010,5000266955,"17,264.69"
Corporate Governance Directorate,Postage,Royal Mail                         ,12/08/2010,5000268214,"6,016.51"
Corporate Governance Directorate,Other Services,Geographers A-Z Map Company Ltd    ,10/08/2010,5000267717,"1,740.00"
Corporate Governance Directorate,Other Services,Geographers A-Z Map Company Ltd    ,18/08/2010,5105699998,"1,620.00"
Corporate Governance Directorate,Other Services,Geographers A-Z Map Company Ltd    ,10/08/2010,5000267717,"1,740.00"
Corporate Governance Directorate,Other Services,Geographers A-Z Map Company Ltd    ,18/08/2010,5105699998,"1,620.00"
"Planning, Housing & Regeneration",Postage,Dx Network Services Ltd            ,12/08/2010,5000268091,"2,537.50"
Chief Executive's Service,Advertising,Newsquest (London) Limited         ,04/08/2010,5105698197,568.1
Corporate Services,Hware Purcs,Hewlett Packard Ltd                ,12/08/2010,5000268185,"2,931.27"
Adult Social Services,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,"1,012.50"
Adult Social Services,Agency Staff,Networking People Limited          ,09/08/2010,5000267582,"1,198.13"
Adult Social Services,Agency Staff,Networking People Limited          ,11/08/2010,5000267821,"1,113.75"
Adult Social Services,Agency Staff,Networking People Limited          ,17/08/2010,5000268608,"1,181.25"
Adult Social Services,Agency Staff,Networking People Limited          ,19/08/2010,5000269024,"1,029.38"
Adult Social Services,Consult Fees,David Court Management Services    ,09/08/2010,5000267436,"5,580.00"
Adult Social Services,Advertising,Provision Ltd,17/08/2010,5000268668,"2,195.00"
Adult Social Services,Subscriptions,Association of Directors of Adult  ,10/08/2010,5000267721,"1,035.00"
Adult Social Services,Other Services,ASRA Greater London Housing Assoc L,13/08/2010,1900114042,"3,380.24"
Adult Social Services,Other Services,Christian Action (Enfield)         ,13/08/2010,1900114046,"2,772.55"
Adult Social Services,Other Services,Eleanor Palmer Trust No 2 A/C.     ,13/08/2010,1900114048,"3,339.13"
Adult Social Services,Other Services,Lewis.W.Hammerson Memorial Home    ,13/08/2010,1900114054,766.05
Adult Social Services,Other Services,Metropolitan Support Trust         ,13/08/2010,1900114055,"3,565.98"
Adult Social Services,Other Services,Metropolitan Support Trust         ,13/08/2010,1900114055,"6,783.42"
Adult Social Services,Other Services,Orchard Housing Association        ,13/08/2010,1900114061,924.84
Adult Social Services,Other Services,Linen & Woollen Drapers Cottage    ,13/08/2010,1900114062,"5,086.90"
Adult Social Services,Other Services,Sanctuary Housing Association      ,13/08/2010,1900114066,"9,607.10"
Adult Social Services,Other Services,Viridian Housing,13/08/2010,1900114067,"2,409.94"
Adult Social Services,Other Services,Santuary Hereward                  ,13/08/2010,1900114068,546.84
Adult Social Services,Other Services,St Pancras & Humanist H.A.         ,13/08/2010,1900114069,814.8
Adult Social Services,Other Services,The Abbeyfield Society             ,13/08/2010,1900114072,"1,659.42"
Adult Social Services,Other Services,The Royal Scottish Corporation     ,13/08/2010,1900114073,"3,750.24"
Adult Social Services,Other Services,Westlon Housing Association Ltd    ,13/08/2010,1900114077,"3,130.61"
Adult Social Services,Other Services,Westlon Housing Association Ltd    ,13/08/2010,1900114077,"3,506.67"
Adult Social Services,Other Services,Willow Housing & Care Ltd.         ,13/08/2010,1900114078,"3,223.46"
Adult Social Services,Other Services,Chinese Mental Health Association  ,13/08/2010,1900114045,"4,240.70"
Adult Social Services,Other Services,Notting Hill Housing Trust         ,13/08/2010,1900114059,"8,732.42"
Adult Social Services,Other Services,Richmond Fellowship                ,13/08/2010,1900114063,"3,295.42"
Adult Social Services,Other Services,Umbrella                           ,13/08/2010,1900114076,"9,323.37"
Adult Social Services,Other Services,Umbrella                           ,13/08/2010,1900114076,"22,009.69"
Adult Social Services,Other Services,Central & Cecil Housing Trust      ,13/08/2010,1900114044,"1,189.70"
Adult Social Services,Other Services,Central & Cecil Housing Trust      ,13/08/2010,1900114044,"1,159.61"
Adult Social Services,Other Services,Threshold Centre Ltd               ,13/08/2010,1900114075,"16,236.82"
Adult Social Services,Other Services,Dimensions (ADP) Limited           ,13/08/2010,1900114041,"15,572.69"
Adult Social Services,Other Services,Barnet Mencap                      ,13/08/2010,1900114043,"31,449.39"
Adult Social Services,Other Services,Barnet Mencap                      ,13/08/2010,1900114043,"8,878.33"
Adult Social Services,Other Services,Notting Hill Housing Trust         ,13/08/2010,1900114059,"4,678.02"
Adult Social Services,Other Services,Royal Mencap Society               ,13/08/2010,1900114064,"3,180.58"
Adult Social Services,Other Services,Tamarisk Trust                     ,13/08/2010,1900114070,"6,253.80"
Adult Social Services,Other Services,Habinteg Housing Association       ,13/08/2010,1900114049,"2,338.33"
Adult Social Services,Other Services,Middlesex Ass. For The Blind       ,13/08/2010,1900114056,"1,955.49"
Adult Social Services,Other Services,Christian Action (Enfield)         ,13/08/2010,1900114046,22288.28
Adult Social Services,Other Services,Christian Action (Enfield)         ,13/08/2010,1900114046,"8,809.01"
Adult Social Services,Other Services,Christian Action (Enfield)         ,13/08/2010,1900114046,"8,809.01"
Adult Social Services,Other Services,Homeless Action In Barnet Ltd      ,13/08/2010,1900114051,"3,734.66"
Adult Social Services,Other Services,Jewish Women's Aid                 ,13/08/2010,1900114053,"3,021.10"
Adult Social Services,Other Services,Jewish Women's Aid                 ,13/08/2010,1900114053,"7,963.92"
Adult Social Services,Other Services,North West London Housing Assoc.   ,13/08/2010,1900114057,"3,038.97"
Adult Social Services,Other Services,Notting Hill Housing Trust         ,13/08/2010,1900114059,"129,567.58"
Adult Social Services,Other Services,Metropolitan Support Trust         ,13/08/2010,1900114055,"17,532.52"
Adult Social Services,Other Services,Safe Start Foundation              ,13/08/2010,1900114065,7916.67
Adult Social Services,Other Services,Safe Start Foundation              ,13/08/2010,1900114065,"8,635.97"
Adult Social Services,Equip-Mats-Purc-Rep,Visionaid Technologies Ltd         ,14/08/2010,5000268447,835
Adult Social Services,Agency Staff,Hays Social Care                   ,05/08/2010,5000267321,"1,008.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,09/08/2010,5000267578,"1,008.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,09/08/2010,5000267586,"1,080.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,09/08/2010,5000267586,"1,080.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),09/08/2010,5000267590,"1,080.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),09/08/2010,5000267590,"1,080.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),09/08/2010,5000267590,"1,080.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,11/08/2010,5000267816,"1,008.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,11/08/2010,5000267827,"1,050.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,17/08/2010,5000268605,"1,008.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,17/08/2010,5000268611,"1,080.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),17/08/2010,5000268614,"1,080.00"
Adult Social Services,Agency Staff,Sanctuary Personnel Ltd            ,19/08/2010,5000269027,"1,140.00"
Adult Social Services,Agency Staff,Zarak Recruitment ( Cleartrack Ltd),19/08/2010,5000269032,"1,080.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,05/08/2010,5000267235,805
Adult Social Services,Agency Staff,Hays Social Care                   ,05/08/2010,5000267235,756
Adult Social Services,Agency Staff,Hays Social Care                   ,05/08/2010,5000267321,"1,008.00"
Adult Social Services,Agency Staff,Hays Social Care                   ,05/08/2010,5000267321,966
Adult Social Services,Agency Staff,Blue Group International Ltd       ,09/08/2010,5000267572,840
Adult Social Services,Agency Staff,Blue Group International Ltd       ,09/08/2010,5000267572,660
Adult Social Services,Agency Staff,Blue Group International Ltd       ,11/08/2010,5000267807,690
Adult Social Services,Agency Staff,Blue Group International Ltd       ,19/08/2010,5000269007,900
Adult Social Services,Agency Staff,Bennett Occupational Therapy       ,04/08/2010,1900113629,"6,125.00"
Adult Social Services,Agency Staff,Remedy Recruitment Group  Ltd      ,09/08/2010,5000267585,"1,152.00"
Adult Social Services,Agency Staff,Countrywide Medical Selection,19/08/2010,5000269011,862.5
Adult Social Services,Equip-Mats-Purc-Rep,Barnet Homes                       ,14/08/2010,5000268460,"5,373.10"
Adult Social Services,Equip-Mats-Purc-Rep,Barnet Homes                       ,14/08/2010,5000268461,"5,353.26"
Adult Social Services,Other Agencs- TPP,Jean Jugan Residence               ,03/08/2010,7500277680,715.41
Adult Social Services,Other Agencs- TPP,Jean Jugan Residence               ,03/08/2010,7500277681,"1,048.00"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,03/08/2010,7500277696,"2,358.17"
Adult Social Services,Other Agencs- TPP,Aspen Villages Ltd                 ,03/08/2010,7500277697,"1,694.24"
Adult Social Services,Other Agencs- TPP,Aspen Villages Ltd                 ,03/08/2010,7500277702,"1,694.24"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,03/08/2010,7500277703,"2,358.17"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,03/08/2010,7500277727,"1,835.08"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,03/08/2010,7500277727,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,03/08/2010,7500277727,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,03/08/2010,7500277727,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,03/08/2010,7500277728,"1,925.80"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,03/08/2010,7500277789,"1,308.82"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,03/08/2010,7500277789,"1,501.64"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,03/08/2010,7500277789,1611.38
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,03/08/2010,7500277789,1694.5
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,03/08/2010,7500277789,2157.47
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,03/08/2010,7500277803,825.24
Adult Social Services,Other Agencs- TPP,Monread Lodge Nursing Home         ,03/08/2010,7500277816,"1,562.05"
Adult Social Services,Other Agencs- TPP,The Conifers                       ,05/08/2010,7500277903,"2,044.53"
Adult Social Services,Other Agencs- TPP,Southern Cross Health Care         ,05/08/2010,7500277947,"4,701.44"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,05/08/2010,7500277950,"3,100.00"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,05/08/2010,7500277951,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,05/08/2010,7500277952,"3,100.00"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,"16,023.50"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,848.48
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/08/2010,7500278003,848.48
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,09/08/2010,7500278695,"2,790.13"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/08/2010,7500278704,"2,282.10"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/08/2010,7500278705,630.73
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,10/08/2010,7500278801,"1,266.60"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,10/08/2010,7500278801,"1,453.20"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,10/08/2010,7500278801,"1,559.40"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,10/08/2010,7500278801,"1,639.84"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,10/08/2010,7500278801,"2,087.87"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278805,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278805,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278805,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278805,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278805,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278806,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278806,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278806,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278806,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278806,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278807,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278807,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278807,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278807,"2,100.60"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,10/08/2010,7500278807,"2,100.60"
Adult Social Services,Other Agencs- TPP,Meera Nursing Home Limited         ,10/08/2010,7500278813,"2,078.44"
Adult Social Services,Other Agencs- TPP,Lakeshore Healthcare Limited       ,11/08/2010,7500278825,"1,598.68"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278835,"1,315.13"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278836,"1,310.52"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278837,"1,760.46"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278838,"1,684.05"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278840,"1,541.72"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278841,"3,054.29"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278842,"1,869.70"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278844,"2,358.17"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278845,"1,677.59"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278846,"2,358.17"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278848,"2,367.07"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278849,"2,358.17"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278850,"1,770.94"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278851,"1,684.05"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278852,"1,883.69"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,11/08/2010,7500278853,"1,541.72"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,11/08/2010,7500278856,"2,064.80"
Adult Social Services,Other Agencs- TPP,"Sisters Of Charity, Seton Unit     ",11/08/2010,7500278870,"1,770.85"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,11/08/2010,7500278886,"2,325.66"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,17/08/2010,7500279918,"2,365.48"
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,"1,166.62"
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,614.54
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,616.14
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,638.75
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,638.76
Adult Social Services,Other Agencs- TPP,Sage Nursing Home                  ,17/08/2010,7500279919,842.55
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,17/08/2010,7500279924,"2,325.66"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,17/08/2010,7500279926,"2,259.41"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,195.14"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,195.14"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,2195.14
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,195.48"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,195.48"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,282.10"
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,18/08/2010,7500279941,"2,965.50"
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,18/08/2010,7500279961,"2,034.18"
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,18/08/2010,7500279962,"2,136.17"
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,18/08/2010,7500279963,"2,034.18"
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,18/08/2010,7500279964,"1,007.81"
Adult Social Services,Other Agencs- TPP,Maryville Care Home                ,18/08/2010,7500279967,"1,780.02"
Adult Social Services,Other Agencs- TPP,Southgate Beaumont Care Community  ,18/08/2010,7500280008,"1,926.87"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280032,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280033,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280034,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280035,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280036,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280037,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280038,"2,365.48"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280040,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,18/08/2010,7500280041,"2,358.17"
