Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550563,Revenue,1MC20,In-House Foster Carer Costs  E,557.36,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536750,Revenue,1MC20,In-House Foster Carer Costs  E,1377.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550564,Revenue,1MC20,In-House Foster Carer Costs  E,2716.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536751,Revenue,1MC20,In-House Foster Carer Costs  E,2716.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550565,Revenue,1MC20,In-House Foster Carer Costs  E,1897.74,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536752,Revenue,1MC20,In-House Foster Carer Costs  E,1897.74,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550566,Revenue,1MC20,In-House Foster Carer Costs  E,2120.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536753,Revenue,1MC20,In-House Foster Carer Costs  E,2120.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550906,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550906,Revenue,1MF03,Supported Lodgings LC        E,268.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537099,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537099,Revenue,1MF03,Supported Lodgings LC        E,268.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550541,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536727,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550542,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536728,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550555,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536741,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550544,Revenue,1MC20,In-House Foster Carer Costs  E,2328.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536730,Revenue,1MC20,In-House Foster Carer Costs  E,2328.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550545,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536731,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550567,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536754,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550568,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536755,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550918,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537111,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536734,Revenue,1MC20,In-House Foster Carer Costs  E,1260.86,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550546,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536732,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550556,Revenue,1MC20,In-House Foster Carer Costs  E,807.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536742,Revenue,1MC20,In-House Foster Carer Costs  E,807.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550569,Revenue,1MC20,In-House Foster Carer Costs  E,2897.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536756,Revenue,1MC20,In-House Foster Carer Costs  E,2897.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550547,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536733,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550570,Revenue,1MC20,In-House Foster Carer Costs  E,749.47,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536757,Revenue,1MC20,In-House Foster Carer Costs  E,1055.14,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550926,Revenue,1MC21,Fostering Unit               E,598.65,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550585,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536771,Revenue,1MC20,In-House Foster Carer Costs  E,1767.46,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550928,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537120,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550535,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536721,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550551,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536737,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550572,Revenue,1MF10,Adoption Payments            E,659.60,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550552,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536738,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550573,Revenue,1MC20,In-House Foster Carer Costs  E,928.93,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536760,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550933,Revenue,1MC20,In-House Foster Carer Costs  E,559.50,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537125,Revenue,1MC20,In-House Foster Carer Costs  E,559.50,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550782,Revenue,1MC20,In-House Foster Carer Costs  E,1165.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536973,Revenue,1MC20,In-House Foster Carer Costs  E,1165.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550575,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536762,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550934,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537126,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550531,Revenue,1MC20,In-House Foster Carer Costs  E,1905.67,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536717,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550576,Revenue,1MC20,In-House Foster Carer Costs  E,1979.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536763,Revenue,1MC20,In-House Foster Carer Costs  E,1979.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550586,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536772,Revenue,1MC20,In-House Foster Carer Costs  E,605.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550540,Revenue,1MC20,In-House Foster Carer Costs  E,2012.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536726,Revenue,1MC20,In-House Foster Carer Costs  E,2557.70,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550778,Revenue,1MC20,In-House Foster Carer Costs  E,2604.68,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536969,Revenue,1MC20,In-House Foster Carer Costs  E,2604.68,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550938,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537130,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550577,Revenue,1MC20,In-House Foster Carer Costs  E,808.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536764,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550578,Revenue,1MC20,In-House Foster Carer Costs  E,132.20,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550578,Revenue,1MF03,Supported Lodgings LC        E,451.29,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550579,Revenue,1MC20,In-House Foster Carer Costs  E,1402.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536765,Revenue,1MC20,In-House Foster Carer Costs  E,1402.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536743,Revenue,1MC20,In-House Foster Carer Costs  E,704.92,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550536,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550536,Revenue,1MC21,Fostering Unit               E,98.49,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536722,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536722,Revenue,1MC21,Fostering Unit               E,361.13,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550580,Revenue,1MC20,In-House Foster Carer Costs  E,1377.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536766,Revenue,1MC20,In-House Foster Carer Costs  E,1377.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550558,Revenue,1MC20,In-House Foster Carer Costs  E,2109.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550558,Revenue,1MF10,Adoption Payments            E,412.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536745,Revenue,1MC20,In-House Foster Carer Costs  E,2109.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536745,Revenue,1MF10,Adoption Payments            E,412.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550560,Revenue,1MC20,In-House Foster Carer Costs  E,2716.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536747,Revenue,1MC20,In-House Foster Carer Costs  E,2716.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550581,Revenue,1MC20,In-House Foster Carer Costs  E,535.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536767,Revenue,1MC20,In-House Foster Carer Costs  E,1739.12,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550532,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536718,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550533,Revenue,1MC20,In-House Foster Carer Costs  E,2120.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536719,Revenue,1MC20,In-House Foster Carer Costs  E,2120.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550588,Revenue,1MC20,In-House Foster Carer Costs  E,925.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550588,Revenue,1MC21,Fostering Unit               E,558.11,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536775,Revenue,1MC20,In-House Foster Carer Costs  E,1585.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536775,Revenue,1MC21,Fostering Unit               E,1074.75,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536774,Revenue,1MC21,Fostering Unit               E,722.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550774,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536965,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537155,Revenue,1MC21,Fostering Unit               E,700.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550961,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537154,Revenue,1MC20,In-House Foster Carer Costs  E,1464.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550780,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536971,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550790,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550790,Revenue,1MF10,Adoption Payments            E,162.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536980,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536980,Revenue,1MF10,Adoption Payments            E,162.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550827,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537018,Revenue,1MC20,In-House Foster Carer Costs  E,1377.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550852,Revenue,1MF10,Adoption Payments            E,579.12,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537045,Revenue,1MF10,Adoption Payments            E,579.12,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550791,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536981,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550847,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537040,Revenue,1MC20,In-House Foster Carer Costs  E,858.43,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550562,Revenue,1MC20,In-House Foster Carer Costs  E,807.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536749,Revenue,1MC20,In-House Foster Carer Costs  E,807.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550845,Revenue,1MC20,In-House Foster Carer Costs  E,1836.65,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537037,Revenue,1MC20,In-House Foster Carer Costs  E,631.62,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550832,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537024,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550843,Revenue,1MC20,In-House Foster Carer Costs  E,1599.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537034,Revenue,1MC20,In-House Foster Carer Costs  E,1364.11,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550867,Revenue,1MC20,In-House Foster Carer Costs  E,810.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537060,Revenue,1MC20,In-House Foster Carer Costs  E,810.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537039,Revenue,1MC20,In-House Foster Carer Costs  E,738.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537036,Revenue,1MC21,Fostering Unit               E,1002.07,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550850,Revenue,1MC20,In-House Foster Carer Costs  E,2009.28,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537043,Revenue,1MC20,In-House Foster Carer Costs  E,2009.28,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550854,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537047,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550853,Revenue,1MC20,In-House Foster Carer Costs  E,656.45,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537046,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550936,Revenue,1MD85,Residence Orders             E,765.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537128,Revenue,1MD85,Residence Orders             E,765.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550875,Revenue,1MC20,In-House Foster Carer Costs  E,1266.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537068,Revenue,1MC20,In-House Foster Carer Costs  E,1266.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550925,Revenue,1MC20,In-House Foster Carer Costs  E,1104.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537118,Revenue,1MC20,In-House Foster Carer Costs  E,1104.78,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550890,Revenue,1MC20,In-House Foster Carer Costs  E,459.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550890,Revenue,1MF10,Adoption Payments            E,155.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537083,Revenue,1MC20,In-House Foster Carer Costs  E,459.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537083,Revenue,1MF10,Adoption Payments            E,155.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550949,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550949,Revenue,1MC21,Fostering Unit               E,393.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537140,Revenue,1MC20,In-House Foster Carer Costs  E,1419.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537140,Revenue,1MC21,Fostering Unit               E,1056.85,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550931,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537123,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550960,Revenue,1MF35,Special Guardianship Allow   E,1274.12,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537153,Revenue,1MF35,Special Guardianship Allow   E,1274.12,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550724,Revenue,1MF35,Special Guardianship Allow   E,785.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536912,Revenue,1MF35,Special Guardianship Allow   E,785.22,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550776,Revenue,1MC20,In-House Foster Carer Costs  E,1906.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536967,Revenue,1MC20,In-House Foster Carer Costs  E,1906.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550741,Revenue,1MF10,Adoption Payments            E,530.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536931,Revenue,1MF10,Adoption Payments            E,530.10,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550883,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537076,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550762,Revenue,1MF35,Special Guardianship Allow   E,518.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536952,Revenue,1MF35,Special Guardianship Allow   E,518.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550530,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536716,Revenue,1MC20,In-House Foster Carer Costs  E,721.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536787,Revenue,1MC20,In-House Foster Carer Costs  E,579.20,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550595,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536782,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550612,Revenue,1MD85,Residence Orders             E,719.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536799,Revenue,1MD85,Residence Orders             E,719.84,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550764,Revenue,1MC20,In-House Foster Carer Costs  E,1786.20,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536953,Revenue,1MC20,In-House Foster Carer Costs  E,1786.20,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550839,Revenue,1MC20,In-House Foster Carer Costs  E,2579.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537030,Revenue,1MC20,In-House Foster Carer Costs  E,2579.82,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550529,Revenue,1MC20,In-House Foster Carer Costs  E,645.90,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536715,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
