Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,ERS-587207-151595,71233,Research Capability Funding,M25 3BL,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,DEVON PARTNERSHIP NHS TRUST,ERS-587206-151586,29583,Research Capability Funding,EX2 5DW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-587204-151548,33457,Research Capability Funding,SW10 9NH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-587203-151576,28387,Research Capability Funding,NW1 7QY,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-587202-151615,44567,Research Capability Funding,NW1 0PE,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-587201-151562,48371,Research Capability Funding,CB1 5EE,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587200-151494,333333,Research Capability Funding,CB2 0QQ,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587198-151486,62471,Research Capability Funding,WF3 1WE,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-587197-151619,139921,Research Capability Funding,E1 8PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-587196-151521,170469,CLARHCs,SE5 9RS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587194-151505,174162,CLARHCs,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-587193-151554,166666,CLARHCs,B15 2PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-587189-151530,166666,CLARHCs,M6 8HD,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-587188-151497,166666,CLARHCs,EX2 5DW,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-587187-151547,166666,CLARHCs,SW10 9NH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587186-151510,158904,CLARHCs,S5 7AU,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-587185-151531,166666,CLARHCs,OX4 2GX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-587184-151502,166666,CLARHCs,NG3 6AA,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-587183-151561,166737,CLARHCs,CB1 5EE,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS LIVERPOOL CCG,ERS-587182-151627,166666,CLARHCs,L1 4AZ,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-587181-151483,139530,CLARHCs,BS99 1YF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-587180-151618,166665,CLARHCs,E1 8PR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-587177-151520,50208,Applied Research Programme,SE5 9RS,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-587176-151626,35693,Research Capability Funding,ST5 1QG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS Cambridgeshire and Peterborough CCG 06H,ERS-587175-151624,37462,Research Capability Funding,CB2 8FH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-587174-151625,123838,Research Capability Funding,BS1 3NX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NHS OXFORDSHIRE CCG 10Q,ERS-587173-151623,44350,Research Capability Funding,OX4 2LH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-587172-151580,78884.62,EME NETSCC,BS1 2NP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE SOLENT NHS TRUST R1C,ERS-587171-151617,39417,Research Capability Funding,SO16 4XE,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-587170-151557,333333,Research Capability Funding,NW1 2BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-587169-151570,333333,Research Capability Funding,OX4 2PG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-587168-151514,41498,Applied Research Programme,SE1 9TN,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-587166-151616,32082,Research Capability Funding,S10 3TH,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-587165-151488,28189,Research Capability Funding,CM8 2TL,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,ERS-587164-151629,83607,Research Capability Funding,M13 0JR,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-587162-151582,97753,Research Capability Funding,LE5 4QF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-587161-151523,96735,Research Capability Funding,CV2 2DX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-587158-151553,181238,Research Capability Funding,B15 2PR,PUBLIC,,,
,,12/02/2018,Provisions cash payment,DG: ACUTE CARE AND WORKFORCE,NHS INJURY BENEFITS SCHEME,ERS-587133-151461,3860290.46,Injury Benefit payments 1718,FY7 8LG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-587157-151487,55732,Research Capability Funding,NW3 2QG,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-587156-151501,68329,Research Capability Funding,NG3 6AA,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-587154-151482,140995,Research Capability Funding,BS99 1YF,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-587152-151504,130162,Research Capability Funding,SO52 9AB,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-587150-151577,333333,Research Capability Funding,BR3 3BX,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-587149-151509,128045,Research Capability Funding,S5 7AU,PUBLIC,,,
,,07/02/2018,Outsourcing Contract,DG: ACUTE CARE AND WORKFORCE,CWM TAF HEALTH BOARD,83552,38638.98,Cwm Taf management of NHS Jobs 2017-18,CF37 1LB,PUBLIC,,,
,,07/02/2018,Outsourcing Contract,DG: FINANCE AND GROUP OPERATIONS,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6295743,179413.52,2017-18 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,PUBLIC,,,
,,05/02/2018,Additions NHS FTs Capital Investment Loans,DG: Holding CT Core,HEART OF ENGLAND NHS FOUNDATION TRUST,HAFS-23790,252000,,B9 5SS,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,HAFS-23789,1831000,,SR3 4AD,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BURTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23788,603000,,DE13 0RB,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-23787,3783000,,BN2 3EW,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-23786,232000,,BN2 3EW,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-23785,649000,,BL4 0JR,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-23784,210000,,BL4 0JR,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-23783,700000,,BL4 0JR,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-23782,600000,,BL4 0JR,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,WESTON AREA HEALTH NHS TRUST,HAFS-23780,392000,,BS23 4TQ,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,WEST SUFFOLK NHS FOUNDATION TRUST,HAFS-23779,1667000,,IP33 2QZ,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23778,148000,,WA7 2DA,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,HAFS-23776,264000,,MK19 6JU,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-23775,200000,,TF6 6TF,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,NORTHERN DEVON HEALTHCARE NHS TRUST,HAFS-23774,228000,,EX32 8ND,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,HAFS-23773,85000,,NE4 7YL,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-23772,400000,,RG24 9NA,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23771,790000,,TN37 7PT,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,HAFS-23770,165000,,NG8 3LL,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,EAST CHESHIRE NHS TRUST,HAFS-23769,42000,,SK10 3BL,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-23768,806000,,DN2 5LT,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS FT Permanent,DG: Holding CT Core,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-23767,276000,,DN2 5LT,PUBLIC,,,
,,05/02/2018,Additions PDC Capital Support NHS T Permanent,DG: Holding CT Core,DEVON PARTNERSHIP NHS TRUST,HAFS-23766,1160000,,EX2 5DW,PUBLIC,,,
,,01/02/2018,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-23765,8641000,,SW1E 6QT,PUBLIC,,,
,,01/02/2018,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,PUBLIC HEALTH ENGLAND PHE033,HAFS-23764,15004000,,SP4 0JG,PUBLIC,,,
,,01/02/2018,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-23763,5359000,,SW1E 6QT,PUBLIC,,,
,,01/02/2018,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS LITIGATION AUTHORITY,HAFS-23762,3820459,,LS1 4AD,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-23761,5971410000,,LS2 7UE,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NHS ENGLAND CBA033,HAFS-23760,3033556000,,LS2 7UE,PUBLIC,,,
,,01/02/2018,SpHAs Programme Revenue Parliamentary Funding,DG: Holding CT Core,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-23759,3000000,,NE1 6SN,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-23758,3000000,,SE1 7NT,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS MIR033,HAFS-23757,5500000,,,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HUMAN TISSUE AUTHORITY (HTA033),HAFS-23756,300000,,SW1W 9SZ,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HEALTH EDUCATION ENGLAND T1510,HAFS-23754,400000000,,LS1 4PL,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,HAFS-23753,32000000,,WF3 1WE,PUBLIC,,,
,,01/02/2018,ENDPBs Admin Revenue Grant in Aid,DG: Holding CT Core,CARE QUALITY COMMISSION (CQC) CQC033,HAFS-23752,5000000,,,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-587148-151529,100845,Research Capability Funding,M6 8HD,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-587147-151540,195071,Research Capability Funding,SM2  5PT,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-587146-151490,33191,Research Capability Funding,L12 2AP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-587145-151544,31249,Research Capability Funding,L7 8XP,PUBLIC,,,
,,12/02/2018,Research & development,DG: CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410087751,95250,NIHR Leadership Programme,LS9 7TF,PUBLIC,,,
,,01/02/2018,Outsourcing Contract,DG: GLOBAL AND PUBLIC HEALTH,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12674814,43174.34,Recharge costs NHSD invoice 12674814 -  Nov 16 to Mar 17 ,LS1 6AE,PUBLIC,,,
,,21/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Pioneer,INV20068,48736.1764,,,SME,,,
,,14/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H18011531885,47044.477,,,SME,,,
,,14/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H18011531937,44914.576,,,SME,,,
,,14/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H18011531916,38741.448,,,SME,,,
,,07/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Total Produce (Gateshead),NOR1802,27153.0474,,,SME,,,
,,07/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Total Produce (Gateshead),DUR 1802,43157.4678,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152535,47894.435,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152534,70108.63,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152532,98542.95,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152530,32760.72,,,SME,,,
,,12/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152781,31920.02,,,SME,,,
,,12/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152780,65072.56,,,SME,,,
,,12/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152779,50163.29,,,SME,,,
,,12/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152697,50536.16,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153132,48300.24,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153112,25109.39,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153087,25384.13,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153130,96526.25,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153082,26558,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153081,28518.09,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153111,39523.73,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0153079,26212.75,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152900,32607.83,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152898,62937.549,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152897,26204.19,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152896,36230.51,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152894,56659.47,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152890,33424.127,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152889,26324.35,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152888,25095.57,,,SME,,,
,,09/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,"Minor, Weir & Willis Ltd",SIN0152887,88361.207,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Peacheys,NHS0118-316,29904.67,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Peacheys,NHS0118-306,26617.9,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Peacheys,NHS0118-935,45652.6,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,Peacheys,NHS0118-881,95771.6,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,G W Price,561925,33944.809,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,G W Price,561913,29805.863,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,G W Price,561919,62542.055,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,G W Price,561924,28161.461,,,SME,,,
,,02/02/2018,School Fruit and Veg Scheme,DG: GLOBAL AND PUBLIC HEALTH,G W Price,561918,50396.249,,,SME,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030747,26100,ICC Transformation Services - Supply Chain WP ,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030740,403719.6,ICC Transformation Services - Core Team 17/18,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030739,63234,ICC Transformation Services - ICT WP,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030737,68454,ICC Transformation Services - SGT WP,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030736,27734.4,ICC Transformation Services - Customer WP,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030735,27684,ICC Transformation Services - Change -,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: FINANCE AND GROUP OPERATIONS,ERNST AND YOUNG LLP,GB10300030733,35931.6,ICC Transformation Services - HR WP,SE1 2AF,LARGE,,,
,,28/02/2018,Consultancy/Professional Advice,DG: ACUTE CARE AND WORKFORCE,SLAUGHTER AND MAY,217137,78304, Slaughter and May (S&M),EC1Y 8YY,LARGE,,,
,,27/02/2018,Outsourcing Contract,DG: COMMUNITY CARE,TIMEWISE FOUNDATION CIC,TWF-10122,188172,Increasing flexible working practices to support carers in employment,SE1 1NL,VCS,,,
,,27/02/2018,Service charge,DG: COMMUNITY CARE,PRESCRIBING SERVICES LTD,PSECL505,63866.95,Revenue 17/18 - GPSOC Replacement - Prescribing Services - Revenue charges for the Period Commencing 01/04/17 - 30/06/17 System support charges,PE37 7XD,SME,,,
,,27/02/2018,Service charge,DG: COMMUNITY CARE,PRESCRIBING SERVICES LTD,PSECL505,3149.2,"Revenue 17/18 - GPSOC Replacement  - Prescribing Services - GP Systems of Choice (Replacement contract) supplies, covering the period July - December 17 - Revenue charges for the Period Commencing 01/07/17 - 31/12/17",PE37 7XD,SME,,,
,,27/02/2018,Addition Clearing - SW LIC,DG: COMMUNITY CARE,PRESCRIBING SERVICES LTD,PSECL505,25707.79,"Capital 17/18 - GPSOC Replacement - GP Systems of Choice (Replacement contract) supplies, Subsidiary Licence fee 2 year extension to Dec-18 -",PE37 7XD,SME,,,
