Cheltenham Borough Council Payments To Suppliers Between 2014-03-01 and 2014-03-31,,,,,,,,
,,,,,,,,
Accounts Payable Data,,,,,,,,

Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024506,DEBT102893,Tewkesbury Borough Council,R4426-SUP104,Legal Expenses,07/03/2014,"13,740.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024888,DEBT102896,Tewkesbury Borough Council,C1004-CAP225,Legal Fees,07/03/2014,"4,028.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024733,DEBT102898,Tewkesbury Borough Council,C1004-CAP225,Legal Fees,21/03/2014,"15,645.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025213,debt102906,Tewkesbury Borough Council,R4401-PLP101,Services - Fees and Charges,14/03/2014,"1,368.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025637,DEBT102917,Tewkesbury Borough Council,R4400-SUP104,Services - Professional Fees,31/03/2014,"3,671.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025638,DEBT102921,Tewkesbury Borough Council,R4400-FIE040,Services - Professional Fees,31/03/2014,785.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025639,DEBT102924,Tewkesbury Borough Council,R4401-BUC001,Services - Fees and Charges,31/03/2014,"6,773.15"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025687,DEBT102927,Tewkesbury Borough Council,R4426-SUP104,Legal Expenses,31/03/2014,"7,290.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025686,DEBT102931,Tewkesbury Borough Council,R4317-FIE040,Non Staff Advertising,31/03/2014,515.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025170,57456,Tewkesbury Printing Company Limited,R4317-CUL102,Non Staff Advertising,14/03/2014,"2,026.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025608,57606,Tewkesbury Printing Company Limited,R4014-REC007,Marketing,21/03/2014,"1,396.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025159,8.50028E+11,The Midcounties Co-operative,B1670-BAL100,Assets under construction - Other depreciation/impairment movements,21/03/2014,"2,978.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025943,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,28/03/2014,"9,311.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025310,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,21/03/2014,"6,899.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025309,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,21/03/2014,"7,347.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024865,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,07/03/2014,"6,295.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024864,REDACTED,The Surveying Practice - Client Account,C1107-CAH028,Building Works,07/03/2014,"6,359.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025722,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,28/03/2014,"30,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025496,REDACTED,The Surveying Practice - Client Account,C5000-CAP221,Grants,21/03/2014,"6,305.10"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024303,10,Tina Short,R4446-REC101,Coaching Fees,07/03/2014,501.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14023087,RED 131388,Toolsonline Limited,R2075-OPS001,Grounds Maintenance - Contract,21/03/2014,"2,250.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025401,50225,Total Floor Care Limited,R2004-CUL112,R & M of Build Programmed,21/03/2014,"1,900.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025167,SETTLEMENT MEGA ROLLER DISCO,Tribe Festivals Limited,R9406-HLD140,Lettings,14/03/2014,"1,194.40"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025167,SETTLEMENT MEGA ROLLER DISCO,Tribe Festivals Limited,R9406-HLD140,Lettings,14/03/2014,"1,940.90"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025895,3IN/10239088,Tunstall Healthcare (UK) Limited,R4000-SPP002,Equipment Purchase,31/03/2014,"1,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025311,REDACTED,TVM Cheltenham Limited,C1107-CAH028,Building Works,21/03/2014,"3,785.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025942,REDACTED,TVM Cheltenham Limited,C5000-CAP221,Grants,28/03/2014,908.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,07/03/2014,"26,208.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,07/03/2014,"40,823.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R2075-ESR001,Grounds Maintenance - Contract,07/03/2014,"24,912.92"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,07/03/2014,"49,256.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,07/03/2014,"13,890.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-WST001,TPP - Major External Contractors,07/03/2014,"97,694.17"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,07/03/2014,"42,165.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-STC001,TPP - Major External Contractors,07/03/2014,"63,322.92"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,07/03/2014,"43,067.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,07/03/2014,"13,323.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-REG019,TPP - Major External Contractors,07/03/2014,"5,491.67"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,07/03/2014,"115,600.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024352,60003111,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,07/03/2014,"24,329.58"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-WST001,TPP - Major External Contractors,21/03/2014,"97,694.17"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-TRW001,TPP - Major External Contractors,21/03/2014,"42,165.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-STC001,TPP - Major External Contractors,21/03/2014,"63,322.92"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-RYC004,TPP - Major External Contractors,21/03/2014,"43,067.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-RYC005,TPP - Major External Contractors,21/03/2014,"13,323.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-REG019,TPP - Major External Contractors,21/03/2014,"5,491.67"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-RYC006,TPP - Major External Contractors,21/03/2014,"115,600.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-RYC002,TPP - Major External Contractors,21/03/2014,"24,329.58"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R2071-HRA110,Open Spaces and Grassed Areas,21/03/2014,"26,208.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-OPS001,TPP - Major External Contractors,21/03/2014,"40,823.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R2075-ESR001,Grounds Maintenance - Contract,21/03/2014,"24,912.92"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-OPS002,TPP - Major External Contractors,21/03/2014,"49,256.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025412,60003292,Ubico Limited,R5001-OPS101,TPP - Major External Contractors,21/03/2014,"13,890.83"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025413,60003318,Ubico Limited,R3041-OPS001,Transport Dept Charges,21/03/2014,583.33
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025413,60003318,Ubico Limited,R3041-CCM001,Transport Dept Charges,21/03/2014,"1,283.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025614,60003354,Ubico Limited,R5001-CCM001,TPP - Major External Contractors,21/03/2014,973.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025602,60003372,Ubico Limited,R2700-ADB103,Contract Cleaning,28/03/2014,"1,613.43"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025606,60003381,Ubico Limited,R2700-ADB103,Contract Cleaning,28/03/2014,729.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14026025,INS 05802,Unique Sound Systems Limited (USS),R4000-CUL102,Equipment Purchase,31/03/2014,993.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14026025,INS 05802,Unique Sound Systems Limited (USS),R4000-CUL102,Equipment Purchase,31/03/2014,987.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025880,USS017188,Unique Sound Systems Limited (USS),R4001-CUL110,Tools & Equipment - Hire,28/03/2014,750.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024984,8169,Up & Over Doors Limited,C1107-CAH008,Building Works,07/03/2014,"19,259.40"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025693,8308,Up & Over Doors Limited,C1107-CAH008,Building Works,28/03/2014,"4,555.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025157,VF114,V Fry & Sons,C5000-CAP223,Grants,14/03/2014,"8,778.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025889,2.50002E+13,Valuation Office Agency (VOA),R4400-PLP101,Services - Professional Fees,28/03/2014,"9,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025704,14-Jan,Vision 21,R4401-WST004,Services - Fees and Charges,28/03/2014,"2,400.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025703,14-Feb,Vision 21,R4401-WST004,Services - Fees and Charges,28/03/2014,"2,112.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14022179,21/13,Vision 21,R4401-WST004,Services - Fees and Charges,31/03/2014,"2,143.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025374,40314,West End Estate Agents,R8301-HRA400,Gain/loss on disposal of non-current assets,21/03/2014,"1,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024684,WRC14009,Wild Rock Limited,R4401-REC005,Services - Fees and Charges,07/03/2014,555.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024768,272581,Wyevale Nurseries,R4010-OPS001,Materials - Other Materials,07/03/2014,"5,967.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024955,rent refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/03/2014,605.03
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025305,REDACTED,A G BONIFACE & SONS LTD,C5000-CAP221,Grants,21/03/2014,"6,212.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024346,SI-2172,Ad Horner LTD,C1107-CAH039,Building Works,28/03/2014,"3,895.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025887,1665-14,ARCHITECTION LIMITED,R2004-CUL112,R & M of Build Programmed,28/03/2014,"2,078.65"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025325,90809224,BBC,R4322-CUL110,Artists Fees,21/03/2014,"5,833.33"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024813,SIN004043,Bournemouth Symphony Orchestra,R4322-CUL110,Artists Fees,07/03/2014,"10,714.41"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025650,Homelessness Prevention REDACTED,Castle Properties,R6280-HOM001,Grants,28/03/2014,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14008984,SETTLEMENT CHELT CAMERA CLUB,CHELTENHAM CAMERA CLUB,R9406-HLD140,Lettings,21/03/2014,"1,050.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14008984,SETTLEMENT CHELT CAMERA CLUB,CHELTENHAM CAMERA CLUB,R9406-HLD140,Lettings,21/03/2014,"1,050.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14009272,FINAL SETTLEMENT,CHELTENHAM COMEDY FESTIVALS LTD,R9406-HLD140,Lettings,21/03/2014,"11,664.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14009272,FINAL SETTLEMENT,CHELTENHAM COMEDY FESTIVALS LTD,R9406-HLD140,Lettings,21/03/2014,"11,664.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025306,BUS RATES,COACH HOLIDAY WAREHOUSE,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,14/03/2014,948.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025307,BUS RATES.,COACH HOLIDAY WAREHOUSE,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,14/03/2014,948.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024953,rent refund (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/03/2014,528.49
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025832,1403008,GLAS PRODUCTIONS LIMITED,R4322-CUL110,Artists Fees,28/03/2014,"5,234.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025308,BUS RATES 11/3/14,GUS IS LTD,B6170-BAL100,Short Term Revenue Creditors (incl RIA) - Other entities and individuals,14/03/2014,"2,894.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025648,HDH 14-012,HDH PLANNING & DEVELOPMENT LTD,R4400-PLP101,Services - Professional Fees,28/03/2014,980.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14026006,american wrestling,Housefull Productions Ltd,R4322-CUL110,Artists Fees,28/03/2014,"1,481.19"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025576,MFD14_037_BNC_CHELTENHAM,MANCHESTER FOOD & DRINK FESTIVAL LIMITED,R4322-CUL110,Artists Fees,21/03/2014,"5,522.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025162,Refund Rent Deposit,REDACTED,R9403-FIE040,Rents - Land,14/03/2014,912.49
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025850,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,28/03/2014,735.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024951,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/03/2014,"1,025.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024957,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/03/2014,539.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14024952,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,07/03/2014,885.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14008987,SETTLEMENT HOWLERS 14/11/12,MRS R CREED T/A HOWLERS COMEDY CLUB,R9406-HLD140,Lettings,21/03/2014,"1,518.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14008987,SETTLEMENT HOWLERS 14/11/12,MRS R CREED T/A HOWLERS COMEDY CLUB,R9406-HLD140,Lettings,21/03/2014,"1,518.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025847,RENT REFUDN(REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,28/03/2014,980.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025624,NSAR1023,NATIONAL SKILLS ACADEMY FOR RETAIL,R6280-ECD001,Grants,28/03/2014,800.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025286,PHILIP PUGH,PHILIP PUGH,R6280-HOM001,Grants,14/03/2014,600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14025301,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,14/03/2014,871.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14021730,MISC/12/00,YOUR LAWYERS,R4960-HRA110,Insurances,21/03/2014,"1,400.00"
