Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182809,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182809,537.81 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182353,557.86 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182467,573.50 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182466,626.61 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182355,628.12 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182350,643.44 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182464,840.73 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,180332,"2,450.22 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182427,"2,594.66 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182395,"3,789.15 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,SAFIRE UNIT,APEX NURSING AND CARE SERVICES LTD,182406,934.04 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,SAFIRE UNIT,APEX NURSING AND CARE SERVICES LTD,182426,"1,387.48 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,SAFIRE UNIT,APEX NURSING AND CARE SERVICES LTD,182384,"2,196.31 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,182436,583.55 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,180126,"1,027.34 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,182424,855.77 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,182397,"1,234.69 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182639,"3,667.91 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,REDWOOD WARD,APEX NURSING AND CARE SERVICES LTD,182425,"1,743.65 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,REDWOOD WARD,APEX NURSING AND CARE SERVICES LTD,182385,"3,575.74 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182418,461.10 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182388,"1,474.62 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B2 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182413,"3,302.06 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,BROOK WARD,APEX NURSING AND CARE SERVICES LTD,182638,"1,516.79 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,NELSON WARD,DIVINECALL CARE LTD,182696,484.27 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,NELSON WARD,DIVINECALL CARE LTD,182689,516.69 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,NELSON WARD,DIVINECALL CARE LTD,182695,530.70 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,NELSON WARD,DIVINECALL CARE LTD,182692,605.14 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,NELSON WARD,APEX NURSING AND CARE SERVICES LTD,182641,"3,456.36 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,SAFIRE UNIT,APEX NURSING AND CARE SERVICES LTD,182646,"3,356.92 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,OCTOBER WARD,DIVINECALL CARE LTD,182688,504.54 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B2 AGENCY NURSING,OCTOBER WARD,APEX NURSING AND CARE SERVICES LTD,182644,"5,291.14 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,182647,"2,404.57 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,REDWOOD WARD,DIVINECALL CARE LTD,182699,509.63 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,REDWOOD WARD,APEX NURSING AND CARE SERVICES LTD,182637,"1,770.25 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,182396,"1,083.68 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,182414,"1,339.47 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B2 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182648,"1,919.68 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182701,479.45 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182686,494.38 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182700,502.80 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B2 AGENCY NURSING,OXFORD WARD,DIVINECALL CARE LTD,182681,502.84 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B2 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182643,"3,618.64 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B5 AGENCY NURSING,BROOK WARD,DIVINECALL CARE LTD,179806,248.22 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B5 AGENCY NURSING,REDWOOD WARD,BNA HEALTHCARE,181688,798.84 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B5 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,181387,430.15 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,PEARL,NS HEALTH STAFFING,181280,608.90 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,PEARL,APEX NURSING AND CARE SERVICES LTD,181397,625.06 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,PEARL,PULSE,181919,682.72 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,PEARL,NS HEALTH STAFFING,181645,885.48 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,PEARL,PULSE,181597,"1,407.58 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,BLAKE WARD,APEX NURSING AND CARE SERVICES LTD,181017,"1,072.22 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,BLAKE WARD,APEX NURSING AND CARE SERVICES LTD,180312,"1,091.18 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B5 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,180333,278.24 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182416,355.50 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182387,"1,141.75 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,181016,588.70 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,182415,"1,585.14 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180136,"1,763.70 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,BRONTE WARD,APEX NURSING AND CARE SERVICES LTD,180315,"1,578.24 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182435,755.63 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182394,985.13 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,GRAFTON WARD,APEX NURSING AND CARE SERVICES LTD,182410,745.13 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,181382,"2,010.96 "
Department of Health,Manchester Mental Health and Social Care Trust,19/04/2010,B5 AGENCY NURSING,OCTOBER WARD,APEX NURSING AND CARE SERVICES LTD,182428,574.16 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,NS HEALTH STAFFING,182332,590.32 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,APEX NURSING AND CARE SERVICES LTD,182422,605.22 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,APEX NURSING AND CARE SERVICES LTD,182421,773.67 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,DIVINECALL CARE LTD,182457,596.60 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,APEX NURSING AND CARE SERVICES LTD,182398,"1,192.65 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,PEARL,APEX NURSING AND CARE SERVICES LTD,182400,"1,352.31 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,180332,685.87 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182427,"1,874.87 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182395,"1,020.77 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,SAFIRE UNIT,APEX NURSING AND CARE SERVICES LTD,182384,451.89 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,WILLOW WARD,APEX NURSING AND CARE SERVICES LTD,182424,264.24 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182418,245.80 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B5 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182388,"1,763.70 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,B5 AGENCY NURSING,SAFIRE UNIT,BNA HEALTHCARE,182709,508.26 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B5 AGENCY NURSING,ANDERSEN WARD,APEX NURSING AND CARE SERVICES LTD,182414,442.44 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,B5 AGENCY NURSING,CAVENDISH WARD,APEX NURSING AND CARE SERVICES LTD,182648,750.33 
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,B5 AGENCY NURSING,OXFORD WARD,APEX NURSING AND CARE SERVICES LTD,182643,"2,301.68 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 QLFD NURSE,TREATMENT SUITE - NORTH,PENNINE ACUTE HOSPITALS NHS TRUST,182497,"1,069.17 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,B5 QLFD NURSE,TREATMENT SUITE - NORTH,PENNINE ACUTE HOSPITALS NHS TRUST,182531,"1,084.25 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B6 AGENCY NURSING,CENTRAL CRHT,RANDSTAD CARE LTD,181915,180.10 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,B6 AGENCY NURSING,CENTRAL CRHT,RANDSTAD CARE LTD,181915,"1,029.12 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,B6 AGENCY NURSING,SOUTH AOT,APEX NURSING AND CARE SERVICES LTD,180125,"1,650.15 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,SOUTH AOT,APEX NURSING AND CARE SERVICES LTD,182629,"1,050.78 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,SOUTH AOT,APEX NURSING AND CARE SERVICES LTD,182431,"1,637.49 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CARISBROOKE COMMUNITY TEAM,PULSE,182575,111.07 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CARISBROOKE COMMUNITY TEAM,PULSE,182577,111.07 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CARISBROOKE COMMUNITY TEAM,PULSE,182575,634.68 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CARISBROOKE COMMUNITY TEAM,PULSE,182577,634.68 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CENTRAL CMHT - CHORLTON & WHALLEY RANGE TEAM,RANDSTAD CARE LTD,182473,870.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,B6 AGENCY NURSING,CENTRAL CMHT - CHORLTON & WHALLEY RANGE TEAM,RANDSTAD CARE LTD,182473,152.25 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",CENTRAL SITE MANAGEMENT/ADMIN,DAY TO DAY NISA TODAY,182343,765.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,BREAKTHROUGH,183069,"5,000.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183159,"3,700.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183159,323.75 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183160,"2,710.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183160,"-2,710.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183161,"4,135.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,"BOOKS, JOURNALS AND SUBSCRIPTIONS",DIRECTOR OF SOCIAL CARE & INCLUSION,CORNER HOUSE DESIGN AND PRINT LTD,183161,"-4,135.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,BUILDING  CONTRACTS,ESTATES,BRADBURY BUILDING SERVICES,182246,486.00 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,BUILDING  CONTRACTS,ESTATES,BRADBURY BUILDING SERVICES,182246,-486.00 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,NORTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182188,"1,938.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,NORTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182192,"1,112.52 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,NORTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182201,"1,231.72 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,NORTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182198,"2,145.64 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,SOUTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182196,"4,095.72 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,SOUTH NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182206,"4,534.55 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182190,847.00 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182200,937.75 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182186,"1,060.28 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182183,"1,173.88 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182185,"1,173.88 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182194,"2,486.16 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182193,"2,726.16 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182204,"2,752.53 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,VENESTA AGENCIES LTD,182203,"3,018.25 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,COMMERCIAL SECTOR,SOUTH NHP - SUPPORTED ACCOMMODATION,MANCHESTER PCT,181782,"39,546.00 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,COMMERCIAL SECTOR,CENTRAL NHP - SUPPORTED ACCOMMODATION,MANCHESTER PCT,181782,"11,863.80 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,CONFERENCES AND SEMINARS,OPERATING DIRECTORATE MANAGEMENT,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,181736,584.38 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,0.01 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-0.01 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,202.93 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,285.61 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,472.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,"1,159.58 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,"1,632.08 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,"-1,632.08 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,"-1,159.58 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-472.50 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-285.61 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,CONFERENCES AND SEMINARS,COMMUNICATIONS,BRITANNIA COUNTRY HOUSE HOTEL,183061,-202.93 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,R&D - SENIOR LECTURERS,UNIVERSITY OF MANCHESTER,182017,"4,346.66 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,R&D - SENIOR LECTURERS,UNIVERSITY OF MANCHESTER,182017,"4,642.45 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,NORTH REHAB MEDICAL STAFF,UNIVERSITY OF MANCHESTER,182017,"7,016.57 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,NORTH UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,"10,585.74 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,SOUTH UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,99.58 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,SOUTH UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,-726.71 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,CENTRAL UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,106.32 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,CENTRAL UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,"6,544.17 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,SOUTH OLDER AGE MEDICAL STAFF,UNIVERSITY OF MANCHESTER,182017,"4,393.31 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONSULTANT,DENDRON NORTH WEST - CORE BUDGET,UNIVERSITY OF MANCHESTER,182017,"1,464.44 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,CONSULTANT,MEDICAL STAFF (LEARNING DISABILITIES),CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,181176,"2,877.00 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,CONSULTANT,MEDICAL STAFF (LEARNING DISABILITIES),CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,181178,"2,877.00 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,CONSULTANT,MEDICAL STAFF (LEARNING DISABILITIES),CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,181174,"2,923.00 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,CONSULTANT,MEDICAL STAFF (LEARNING DISABILITIES),CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,181180,"2,923.00 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,CONSULTANT,PSYCHOTHERAPY MEDICAL STAFF,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,181270,"12,570.60 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,CONSULTANT,ALCOHOL DAY UNIT - BRIAN HORE UNIT,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,181743,"12,047.75 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONTRACT : HYGIENE AND SANITARY,ESTATES,ESSENTIAL HYGIENE LTD,180382,"1,188.10 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONTRACT : HYGIENE AND SANITARY,ESTATES,ESSENTIAL HYGIENE LTD,180382,"-1,188.10 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONTRACT : HYGIENE AND SANITARY,CHORLTON HOUSE ANNEXE,ESSENTIAL HYGIENE LTD,180382,306.10 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,CONTRACT : OTHER EXTERNAL,CHORLTON HOUSE,ESSENTIAL HYGIENE LTD,180382,"1,188.10 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,CONTRACT : PREMISES SECURITY,OXFORD WARD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,181717,"3,255.84 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,CONTRACT : PREMISES SECURITY,OTHER PREPAYMENTS,ARGYLL TELECOM,182814,"4,006.00 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,CONTRACT : PREMISES SECURITY,OTHER PREPAYMENTS,ARGYLL TELECOM,182814,"-4,006.00 "
