,,,,,,,,,,,,,,,,,
,2010,2011,2012,2013,2014,,,,,,,,,,,,
London,60.80%,58.50%,54.70%,49.40%,48.90%,,,,,,,,,,,,
Midlands & East,8.30%,7.70%,6.30%,6.10%,5.10%,,,,,,,,,,,,
Northern England,11.60%,13.40%,18.30%,21.10%,24.10%,,,,,,,,,,,,
Southern England,12.90%,10.90%,10.10%,11.90%,11.20%,,,,,,,,,,,,
Scotland,4.60%,6.80%,7.20%,8.40%,7.50%,,,,,,,,,,,,
Wales,1.40%,1.60%,1.70%,1.40%,1.80%,,,,,,,,,,,,
Northern Ireland,0.50%,0.80%,0.90%,0.90%,0.80%,,,,,,,,,,,,
Other,0.00%,0.20%,0.80%,0.80%,0.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Radio station availability: Scotland,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom, April 2015Note: This chart shows the maximum number of stations available; local variations and reception issues mean that listeners may not be able to access all of them.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,Digital ,Analogue,,,,,,,,,,,,,,,
All BBC,13,7,,,,,,,,,,,,,,,
UK wide commercial,14,3,,,,,,,,,,,,,,,
Local commercial,35,35,,,,,,,,,,,,,,,
Community licences,,26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Household coverage of DAB,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Household coverage (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BBC, Arqiva, Ofcom, June 2015]Note: BBC figures indicate coverage at the end of 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC National DAB,Digital One,Local DAB,,,,,,,,,,,,,,
UK,95.4,89.8,75.3,,,,,,,,,,,,,,
England,96.5,91.3,76.9,,,,,,,,,,,,,,
Northern Ireland,85.4,76.1,78.8,,,,,,,,,,,,,,
Scotland,92.3,76.4,65,,,,,,,,,,,,,,
Wales,89.2,64.1,63,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Share of listening hours, by nation: 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,BBC network,BBC Local/nations,UK commercial,Local/nations commercial,Other,,,,,,,,,,,,
England,47%,7%,13%,30%,3%,,,,,,,,,,,,
Scotland,40%,8%,14%,34%,4%,,,,,,,,,,,,
Wales,49%,10%,13%,26%,2%,,,,,,,,,,,,
Northern Ireland,24%,20%,9%,35%,12%,,,,,,,,,,,,
UK,46%,8%,13%,30%,3%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Weekly reach for nations/local BBC services 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2014,yoy change,,,,,,,,,,,,,,,
BBC Local Radio in England,15.7,-0.9,BBC Local Radio in England,,,,,,,,,,,,,,
BBC Radio Ulster/Foyle,36.4,0.1,BBC Radio Ulster,,,,,,,,,,,,,,
BBC Radio Scotland,20,-0.5,BBC Radio Scotland,,,,,,,,,,,,,,
BBC Radio Wales/Cymru,20.1,-2.1,BBC Radio Wales/Cymru,,,,,,,,,,,,,,
BBC Radio Wales,16.5,-1.9,BBC Radio Wales,,,,,,,,,,,,,,
BBC Radio Cymru,4.9,-0.5,BBC Radio Cymru,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ownership of DAB digital radios ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of respondents,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QP9. How many DAB sets do you have in your household? Source: Ofcom Technology Tracker, Wave 1 2015Base: Adults aged 16+ who listen to radio (n = 2934 UK, 386 Scotland, 1735 England, 406 Wales, 407 Northern Ireland, 182 Scotland urban, 204 Scotland rural, 1034 Scotland 2010, 357 Scotland 2011, 364 Scotland 2012, 375 Scotland 2013, 392 Scotland 2014, 386 Scotland 2015)NB. Data in 2011 based on those who listen to radio and have any radio sets in the household that someone listens to in most weeks",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.7,,,,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
,,,,47,29,,38,35,,29,37,31,29,29,43,37,
Figure 3.7,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours via digital and analogue platforms: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Percentage of respondents,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, All adults (15+), year ended Q4 2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
,Analogue,Digital,Not stated,,,,,,,,,,,,,,
UK,56.79%,37.26%,5.95%,,,,,,,,,,,,,,
England,55.53%,38.44%,6.04%,,,,,,,,,,,,,,
Scotland,57.88%,35.02%,7.10%,,,,,,,,,,,,,,
Wales,63.28%,32.37%,4.35%,,,,,,,,,,,,,,
Northern Ireland,69.66%,24.80%,5.54%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of listening hours via digital and analogue platforms in Scotland: 2007-2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Share of total listening hours,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: RAJAR, all adults, calendar years 2007-2014",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2007,2008,2009,2010,2011,2012,2013,2014,,,,,,,,,
Analogue,75.39236133,74.00305088,70.76210119,70.03654962,68.43188481,65.85762456,61.78629164,58,,,,,,,,,
Digital,13.25563028,16.19548308,17.90248034,22.79321118,26.40650018,28.81663527,33.08717684,35,,,,,,,,,
Not stated,11.35200839,9.801466035,11.33541847,7.170239201,5.161615005,5.325619183,5.126531521,7,,,,,,,,,
,,,,,,,,,,,,,,,,,
Scotland 3.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 3.9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Local/nations radio spend and revenue per head of population: 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Radio revenue / spend per head (£ per capita),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: BroadcastersNote: The UK total shows the average for local commercial radio across the four nations and therefore excludes revenues for the UK-wide commercial stations: Classic FM, talkSPORT and Absolute.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK nations average,England,Scotland,Wales,Northern Ireland,,,,,,,,,,,,
BBC local/nations content spend 2014-15,2.888978671,2.146074132,4.76753571,14.70186369,9.455101929,,,,,,,,,,,,
Local commercial radio revenue 2014,6.452324177,6.366701172,8.022395405,4.844893589,7.109629994,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure: 4.1,,,,,,,,,,,,,,,,,
Proportion of premises connected to ADSL-enabled and unbundled exchanges (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Non-LLU ADSL,99.98,100,99.86,100,100,,100,99.91,,,,,,,,,
LLU ADSL,95,96,89,93,89,,100,77,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / BT, December 2014 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure: 4.2,,,,,,,,,,,,,,,,,
Proportion of premises able to receive Virgin Media cable broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,44,47,36,21,27,,50,1,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Virgin Media, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.3,,,,,,,,,,,,,,,,,
Proportion of premises able to receive BT Openreach/Kcom fibre broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,82,82,75,83,92,,84,67,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.4,,,,,,,,,,,,,,,,,
Proportion of premises able to receive NGA broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,90,90,85,87,95,,92,67,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Virgin Media / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.5,,,,,,,,,,,,,,,,,
Proportion of premises able to receive superfast broadband services (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK Urban,UK Rural,,,,,,,,,
Jun-15,83,84,73,79,77,,88,37,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / Openreach / Virgin Media / Kcom, May 2015 data",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.6,,,,,,,,,,,,,,,,,
"2G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,0.6,0.5,1,2.3,1.6,,0.1,5,,,,,,,,,
Two,2.3,1.8,3.2,6.4,5.6,,0.9,14,,,,,,,,,
Three,96.8,97.6,95.3,90.2,91.7,,99,78.6,,,,,,,,,
Total,99.7,99.8,99.5,98.9,98.9,,100,97.6,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.7,,,,,,,,,,,,,,,,,
"3G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,0.7,0.5,1.8,2.1,1.5,,0.2,5.3,,,,,,,,,
Two,4.4,3.1,10.5,13.1,7.3,,2.2,22.6,,,,,,,,,
Three,6.2,5.3,5.9,15.8,16.8,,4.3,22.1,,,,,,,,,
Four,88,90.7,78.9,67,73,,93.2,43.9,,,,,,,,,
Total,99.3,99.6,97.1,97.9,98.6,,99.9,93.8,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.8,,,,,,,,,,,,,,,,,
"4G mobile premises coverage, by number of operators",,,,,,,,,,,,,,,,,
Proportion of premises (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK,England,Scotland,Wales,N Ireland,,UK urban,UK rural,,,,,,,,,
One,12.1,11,9.8,20.1,40.6,,10.6,25.5,,,,,,,,,
Two,10.8,11.2,7.5,14,5.5,,10.5,13.5,,,,,,,,,
Three,24.1,23.8,28.4,10.3,45,,25.2,15.4,,,,,,,,,
Four,42.4,46.2,34,18.3,0,,47.1,3.4,,,,,,,,,
Total,89.5,92.1,79.7,62.8,91.1,,93.3,57.9,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom / operators, May 2015 data",,,,,,,,,,,,,,,,,
Note: Coverage is based on 100m2 pixels covering the UK,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.10,,,,,,,,,,,,,,,,,
"Consumer broadband take-up in Scotland, by demographic",,,,,,,,,,,,,,,,,
Proportion of homes (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Total,,16-34,35-64,65+,,ABC1,C2DE,,<£17.5k,£17.5k+,,Yes,No,,,
Scotland,73,,82,79,43,,88,57,,48,92,,85,68,,,
Narrowband,1,1,1,2,1,,1,2,,3,1,,,,,,
UK,80,,85,85,56,,89,69,,60,94,,90,73,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n =492 Scotland, 158 16-34s, 231 35-64s, 103 65+, 249 ABC1, 243 C2DE, 157 <£17.5k income, 168 £17.5k+, 142 children in home, 350 no children in home)",,,,,,,,,,,,,,,,,
QE9. Which of these methods does your household use to connect to the internet at home?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.11,,,,,,,,,,,,,,,,,
Cross-ownership of household telephony services,,,,,,,,,,,,,,,,,
Proportion of homes (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
Fixed and mobile,80,75,81,77,78,,74,80,,78,70,72,72,76,77,75,
Fixed only,4,7,4,6,7,,7,6,,8,9,8,10,7,6,7,
Mobile only,15,17,15,17,15,,17,14,,,19,17,15,16,16,17,
Neither fixed or mobile,,1,,,,,2,,,1,2,3,3,,1,1,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural, 1468 Scotland 2010, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015)",,,,,,,,,,,,,,,,,
QC1. Is there a landline phone in your home that can be used to make and receive calls?/ QD1. How many mobile phones in total do you and members of your household use?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.12,,,,,,,,,,,,,,,,,
Proportion of adults who have used a mobile phone to access the internet,,,,,,,,,,,,,,,,,
Proportion of adults (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
Used in past week,56,54,57,53,56,,56,49,,7,11,10,28,42,52,54,
Used less than weekly,5,4,5,5,4,,4,5,,,5,5,3,2,4,4,
,61,59,62,59,60,,60,54,,7,16,15,31,44,56,59,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 492 Scotland, 2264 England, 496 Wales, 504 Northern Ireland, 246 Scotland urban, 246 Scotland rural, 1468 Scotland 2010, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015)",,,,,,,,,,,,,,,,,
"QD28A-B. Which, if any, of the following activities, other than making and receiving calls, do you use your mobile for?/ And, which of these activities have you used your mobile for in the last week?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.13,,,,,,,,,,,,,,,,,
"4G take-up, by nation ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,UK 2015,Scotland 2015,N Ireland 2015,England 2015,Wales 2015 ,,,,,,,,,,,,
Take-up,30%,34%,26%,30%,23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 3756 UK, 438 Northern Ireland, 2264England, 492 Scotland, 496 Wales",,,,,,,,,,,,,,,,,
QD6 (QD41). Do you have a 4G service? This is a relatively new service that enables faster mobile internet access,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.14,,,,,,,,,,,,,,,,,
Type of mobile subscription,,,,,,,,,,,,,,,,,
Proportion of mobile users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
Prepay / Pay as you go,33,34,32,33,43,,33,37,,65,62,59,44,41,33,34,
Contract with handset,57,59,57,58,51,,58,59,,35,34,36,48,53,61,59,
Contract SIM only,7,6,7,5,4,,6,3,,,2,4,5,5,6,6,
Contract unsure type,2,1,2,3,2,,2,,,,1,,1,,,1,
Other,1,,1,,,,,,,,,,,,,,
Unsure,,,,,,,,,,,,,1,1,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who personally use a mobile phone (n = 3425 UK, 450 Scotland, 2080 England, 439 Wales, 456 Northern Ireland, 222 Scotland urban, 228 Scotland rural, 1237 Scotland 2010, 425 Scotland 2011, 430 Scotland 2012, 464 Scotland 2013, 447 Scotland 2014, 450 Scotland 2015)",,,,,,,,,,,,,,,,,
QD11. Which of these best describes the mobile package you personally use most often? ,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.15,,,,,,,,,,,,,,,,,
Satisfaction with overall service and speed of fixed broadband connection,,,,,,,,,,,,,,,,,
Proportion of users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Satisfaction with overall broadband service,,,,,Satisfaction with broadband speeds,,,,,,,,,,,
,UK 2015,Scotland 2015,Scot urban 2015,Scot rural 2015,,UK 2015,Scotland 2015,Scot urban 2015,Scot rural 2015,,,,,,,,
Very satisfied,45,44,48,26,,43,43,47,24,,,,,,,,
Fairly satisfied,41,41,39,49,,38,41,41,43,,,,,,,,
Total satisfaction,86,85,88,74,,80,84,87,67,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ with broadband connection at home (n = 2781 UK, 345 Scotland, 171 Scotland urban, 174 Scotland rural)",,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with their speed of service while online,,,,,,,,,,,,,,,,,
"QE8b. Thinking about your fixed broadband internet service, how satisfied are you with (main supplier) for the overall service/ for the speed of your service while online (not just the connection)?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.16,,,,,,,,,,,,,,,,,
Satisfaction with reception of mobile service,,,,,,,,,,,,,,,,,
Proportion of users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,N Ireland 2008,Scotland 2010,Scotland 2011,Scotland 2012,Scotland 2013,Scotland 2014,Scotland 2015,
Very satisfied,53,52,54,44,53,,54,43,,65,67,62,59,57,54,52,
Fairly satisfied,33,35,32,43,33,,36,32,,27,23,27,31,34,36,35,
Total satisfaction,86,88,86,87,85,,91,75,,93,90,89,90,90,90,88,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who personally use a mobile phone (n = 3425 UK, 450 Scotland, 2080 England, 439 Wales, 456 Northern Ireland, 222 Scotland urban, 228 Scotland rural, 1237 Scotland 2010, 425 Scotland 2011, 430 Scotland 2012, 464 Scotland 2013, 447 Scotland 2014, 450 Scotland 2015)",,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with their mobile reception,,,,,,,,,,,,,,,,,
"QD21c. Thinking about your mobile phone service only, how satisfied are you with (main supplier) for reception/ accessing network?",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 4.17,,,,,,,,,,,,,,,,,
Satisfaction with ability to connect to the internet via 3G or 4G network,,,,,,,,,,,,,,,,,
Proportion of users (%),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,UK 2015,Scotland 2015,England 2015,Wales 2015,N Ireland 2015,,Scot urban 2015,Scot rural 2015,,,,,,,,,
Very satisfied,53,62,53,43,57,,65,46,,,,,,,,,
Fairly satisfied,34,27,34,44,28,,27,27,,,,,,,,,
Total satisfaction,87,89,87,87,85,,92,73,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, wave 1 2015",,,,,,,,,,,,,,,,,
"Base: Adults aged 16+ who personally use a smartphone (n = 2334 UK, 303 Scotland, 1437 England, 288 Wales, 306 Northern Ireland, 157 Scotland urban, 146 Scotland rural)",,,,,,,,,,,,,,,,,
"QD21k. Thinking about your mobile phone service only, how satisfied are you with (main supplier) for ability to connect to the internet using the mobile network (3G or 4G)? ",,,,,,,,,,,,,,,,,
Note: Figures above chart columns indicate the proportion of people who were ‘very’ or ‘fairly’ satisfied with the ability to connect to the internet using the mobile network,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.1,,,,,,,,,,,,,,,,,
"Internet take-up, Scotland: 2010-2015",,,,,,,,,,,,,,,,,
Households%,,,,,,,,,,,,,,,,,
,Q1 10,Q1 11,Q1 12,Q1 13,W1 14,W1 15,,,,,,,,,,,
Internet,64,64,70,76,81,78,,,,,,,,,,,
Total broadband,61,61,68,70,76,73,,,,,,,,,,,
Fixed broadband,54,57,64,67,73,71,,,,,,,,,,,
Internet on mobile,16,22,31,44,56,59,,,,,,,,,,,
Mobile broadband,12,9,12,7,6,6,,,,,,,,,,,
Internet via phone/ smartphone only,,,3,4,4,7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker. Data from Quarter 1 of each year 2010-2013, then Wave 1 2014-2015",,,,,,,,,,,,,,,,,
"Base: All adults aged 16+ (n = 1468 Scotland 2010, 487 Scotland 2011, 500 Scotland 2012, 501 Scotland 2013, 501 Scotland 2014, 492 Scotland 2015)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Figure 5.2,,,,,,,,,,,,,,,,,
Take-up of smartphones in Scotland,,,,,,,,,,,,,,,,,
Adults 16+ (%) / percentage point change in take-up of smartphones from W1 2014,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Nation,,,,,Urbanity,,,Scotland,,,,,,,
,UK,Scotland,England,Wales,N Ireland,,Scot Urban,Scot Rural,,2011,2012,2013,2014,2015,,,
Smarphone,66,63,67,63,63,,64,60,,18,32,45,62,63,,,
Increase since Q1 2013,5,1,6,6,8,0,0,6,0,,,,,,,,
,,,,,,,,,,,,,,,,,
Smartphone 2014 Q1,61,62,61,57,55,,64,54,,,,,,,,,
,,,,,,,,,,,,,,,,,
"QD24B. Do you personally use a Smartphone? A Smartphone is a phone on which you can easily access emails, download files and applications, as well as view websites and generally surf the internet. Popular brands of Smartphone include BlackBerry, iPhone and Android phones such as the Samsung Galaxy.",,,,,,,,,,,,,,,,,
"Source: Ofcom Technology Tracker, Wave 1 2015",,,,,,,,,,,,,,,,,
