Newcastle City Council Invoices over £250 paid in May 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services                        ,Supplies & Services,09/05/2014,Redacted Personal Data,6234856,Revenue,1MN20,Asy Seekers Families,400.00 
Adult and Culture,Social Services                        ,Supplies & Services,28/05/2014,Redacted Personal Data,6253406,Revenue,1MN20,Asy Seekers Families,525.00 
Adult and Culture,Social Services                        ,Third Party Payments,07/05/2014,Redacted Personal Data,6232257,Revenue,1MK34,Shared Lives - Adult LD,800.80 
Adult and Culture,Social Services                        ,Third Party Payments,29/05/2014,Redacted Personal Data,6255273,Revenue,1MG40,Direct Payments Elderly,800.00 
Adult and Culture,Social Services                        ,Third Party Payments,29/05/2014,Redacted Personal Data,6255272,Revenue,1MM40,Direct Payments MH,400.00 
Adult and Culture,Social Services                        ,Third Party Payments,29/05/2014,Redacted Personal Data,6255271,Revenue,1MM40,Direct Payments MH,"1,200.00 "
Adult and Culture,Social Services                        ,Third Party Payments,19/05/2014,Redacted Personal Data,6243364,Revenue,1MK34,Shared Lives - Adult LD,870.00 
Adult and Culture,Social Services                        ,Third Party Payments,20/05/2014,Redacted Personal Data,6245987,Revenue,1MG40,Direct Payments Elderly,"1,150.00 "
Adult and Culture,Social Services                        ,Third Party Payments,14/05/2014,Redacted Personal Data,6240562,Revenue,1MG40,Direct Payments Elderly,"1,125.00 "
Adult and Culture,Social Services                        ,Third Party Payments,12/05/2014,Redacted Personal Data,6236513,Revenue,1MK60,Ind Day Care LD,480.20 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,13/05/2014,Redacted Personal Data,6238535,Revenue,1MF03,Supported Lodgings LC,300.00 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,30/05/2014,Redacted Personal Data,6256107,Revenue,1MK55,Dom Care Family/Carer LD,657.72 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,30/05/2014,Redacted Personal Data,6256113,Revenue,1MK51,Ind Home-Per Care LD,338.93 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,30/05/2014,Redacted Personal Data,6256115,Revenue,1MK55,Dom Care Family/Carer LD,841.50 
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,16/05/2014,Redacted Personal Data,6232264,Revenue,1MK34,Shared Lives - Adult LD,524.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,Redacted Personal Data,6230956,Revenue,1MK10,Ind Nursing Care LD,-281.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,Redacted Personal Data,6230957,Revenue,1MK10,Ind Nursing Care LD,-319.40 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/05/2014,Redacted Personal Data,6230950,Revenue,1MK34,Shared Lives - Adult LD,-392.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245262,Revenue,1MK40,Direct Payments LD,-52.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245211,Revenue,1MH40,Direct Payments PD,-153.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245180,Revenue,1MK40,Direct Payments LD,-25.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245160,Revenue,1MH40,Direct Payments PD,-24.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245158,Revenue,1MH40,Direct Payments PD,-66.92 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245143,Revenue,1MH40,Direct Payments PD,-128.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245161,Revenue,1MK40,Direct Payments LD,-19.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245152,Revenue,1MH40,Direct Payments PD,-228.16 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245152,Revenue,1MK40,Direct Payments LD,-507.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245261,Revenue,1MK40,Direct Payments LD,-15.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245146,Revenue,1MH40,Direct Payments PD,-213.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245205,Revenue,1MG40,Direct Payments Elderly,-26.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245174,Revenue,1MK40,Direct Payments LD,-268.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245181,Revenue,1MK40,Direct Payments LD,-155.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245151,Revenue,1MK40,Direct Payments LD,-38.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245137,Revenue,1MH40,Direct Payments PD,-51.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245315,Revenue,1MG40,Direct Payments Elderly,-629.66 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245349,Revenue,1MK40,Direct Payments LD,-67.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245354,Revenue,1MH40,Direct Payments PD,-124.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245362,Revenue,1MK40,Direct Payments LD,-256.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245363,Revenue,1MK40,Direct Payments LD,-57.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245371,Revenue,1MK40,Direct Payments LD,-190.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245372,Revenue,1MK40,Direct Payments LD,-295.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245376,Revenue,1MG40,Direct Payments Elderly,-237.68 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245411,Revenue,1MK40,Direct Payments LD,-63.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245417,Revenue,1MK40,Direct Payments LD,-56.08 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245423,Revenue,1MK40,Direct Payments LD,-53.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245428,Revenue,1MG40,Direct Payments Elderly,-98.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245429,Revenue,1MK40,Direct Payments LD,-42.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245430,Revenue,1MK40,Direct Payments LD,-283.91 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245441,Revenue,1MK40,Direct Payments LD,-29.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245529,Revenue,1MK40,Direct Payments LD,-273.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245547,Revenue,1MG40,Direct Payments Elderly,-678.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245549,Revenue,1MK40,Direct Payments LD,-54.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245208,Revenue,1MK40,Direct Payments LD,-55.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245532,Revenue,1MK40,Direct Payments LD,-73.68 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245555,Revenue,1MG40,Direct Payments Elderly,-315.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245191,Revenue,1MK40,Direct Payments LD,-65.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245263,Revenue,1MG40,Direct Payments Elderly,-228.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245272,Revenue,1MK40,Direct Payments LD,-55.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245345,Revenue,1MK40,Direct Payments LD,-57.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245353,Revenue,1MK40,Direct Payments LD,-56.68 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245386,Revenue,1MK40,Direct Payments LD,-29.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245418,Revenue,1MK40,Direct Payments LD,-67.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245452,Revenue,1MK40,Direct Payments LD,-115.12 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245483,Revenue,1MK40,Direct Payments LD,-49.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245510,Revenue,1MH40,Direct Payments PD,-201.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245516,Revenue,1MK40,Direct Payments LD,-44.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245527,Revenue,1MG40,Direct Payments Elderly,-24.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245530,Revenue,1MK40,Direct Payments LD,-43.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245531,Revenue,1MK40,Direct Payments LD,-79.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245536,Revenue,1MK40,Direct Payments LD,-46.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245567,Revenue,1MG40,Direct Payments Elderly,-252.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245575,Revenue,1MG40,Direct Payments Elderly,-384.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245583,Revenue,1MG40,Direct Payments Elderly,-123.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245585,Revenue,1MG40,Direct Payments Elderly,-24.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245595,Revenue,1MK40,Direct Payments LD,-52.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245620,Revenue,1MK40,Direct Payments LD,-24.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245624,Revenue,1MG40,Direct Payments Elderly,-284.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245400,Revenue,1MH40,Direct Payments PD,-57.96 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245653,Revenue,1MG40,Direct Payments Elderly,-243.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245587,Revenue,1MH40,Direct Payments PD,-135.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245403,Revenue,1MK40,Direct Payments LD,-29.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245457,Revenue,1MK40,Direct Payments LD,-47.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245661,Revenue,1MG40,Direct Payments Elderly,-42.52 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245667,Revenue,1MK40,Direct Payments LD,-31.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245312,Revenue,1MK40,Direct Payments LD,-42.64 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245360,Revenue,1MH40,Direct Payments PD,-201.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245660,Revenue,1MG40,Direct Payments Elderly,-428.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245674,Revenue,1MH40,Direct Payments PD,-50.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245401,Revenue,1MK40,Direct Payments LD,-401.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245681,Revenue,1MG40,Direct Payments Elderly,-218.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245602,Revenue,1MG40,Direct Payments Elderly,-286.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245689,Revenue,1MK40,Direct Payments LD,-63.48 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245705,Revenue,1MK40,Direct Payments LD,-53.32 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245138,Revenue,1MH40,Direct Payments PD,-113.88 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245712,Revenue,1MG40,Direct Payments Elderly,-224.80 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245715,Revenue,1MG40,Direct Payments Elderly,-20.36 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6244980,Revenue,1MG20,Ind Res Care Elderly,-967.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245197,Revenue,1MH40,Direct Payments PD,-701.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245227,Revenue,1MK40,Direct Payments LD,-215.04 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245361,Revenue,1MK40,Direct Payments LD,887.12 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245731,Revenue,1MG40,Direct Payments Elderly,"-2,433.12 "
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245163,Revenue,1MK40,Direct Payments LD,-36.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245246,Revenue,1MH40,Direct Payments PD,-261.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245169,Revenue,1MH40,Direct Payments PD,-45.12 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245281,Revenue,1MG40,Direct Payments Elderly,-277.44 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245245,Revenue,1MH40,Direct Payments PD,-216.40 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245201,Revenue,1MK40,Direct Payments LD,-21.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245289,Revenue,1MG40,Direct Payments Elderly,-156.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245308,Revenue,1MG40,Direct Payments Elderly,-123.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245315,Revenue,1MG40,Direct Payments Elderly,226.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245323,Revenue,1MH40,Direct Payments PD,-280.84 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245337,Revenue,1MK40,Direct Payments LD,-250.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245339,Revenue,1MG40,Direct Payments Elderly,-77.56 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245258,Revenue,1MG40,Direct Payments Elderly,-32.92 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245196,Revenue,1MK40,Direct Payments LD,-96.20 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245247,Revenue,1MH40,Direct Payments PD,-246.76 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245319,Revenue,1MK40,Direct Payments LD,-52.00 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245328,Revenue,1MK40,Direct Payments LD,-74.28 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245254,Revenue,1MG40,Direct Payments Elderly,-226.72 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245269,Revenue,1MG40,Direct Payments Elderly,-284.60 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245316,Revenue,1MK40,Direct Payments LD,-57.24 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/05/2014,Redacted Personal Data,6245332,Revenue,1MK40,Direct Payments LD,-155.32 
Adult and Culture,Social Services-Carefirst              ,Supplies & Services,27/05/2014,Redacted Personal Data,6251651,Revenue,1E+296,16-19 Bursary Scheme,450.00 
Adult and Culture,Social Services-Carefirst              ,Supplies & Services,27/05/2014,Redacted Personal Data,6251653,Revenue,1E+296,16-19 Bursary Scheme,307.70 
Adult and Culture,Social Services-Carefirst              ,Supplies & Services,27/05/2014,Redacted Personal Data,6251654,Revenue,1E+296,16-19 Bursary Scheme,923.10 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230965,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230950,Revenue,1MK34,Shared Lives - Adult LD,"1,560.28 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230956,Revenue,1MK10,Ind Nursing Care LD,"4,663.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230956,Revenue,1MK20,Ind Res Care LD,"3,600.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230957,Revenue,1MK10,Ind Nursing Care LD,"4,663.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230957,Revenue,1MK20,Ind Res Care LD,"3,600.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/05/2014,Redacted Personal Data,6245635,Revenue,1MG40,Direct Payments Elderly,"1,200.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230924,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230893,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230888,Revenue,1MK34,Shared Lives - Adult LD,"3,080.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6231019,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230984,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/05/2014,Redacted Personal Data,6230940,Revenue,1MK34,Shared Lives - Adult LD,"1,540.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245228,Revenue,1MK40,Direct Payments LD,688.12 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245159,Revenue,1MH40,Direct Payments PD,"1,070.68 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245262,Revenue,1MK40,Direct Payments LD,802.16 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245231,Revenue,1MK40,Direct Payments LD,"3,552.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245133,Revenue,1MH40,Direct Payments PD,"1,840.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245134,Revenue,1MH40,Direct Payments PD,"6,832.32 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245156,Revenue,1MH40,Direct Payments PD,684.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245180,Revenue,1MK40,Direct Payments LD,"1,284.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245241,Revenue,1MK40,Direct Payments LD,"3,197.28 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245160,Revenue,1MH40,Direct Payments PD,580.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245158,Revenue,1MH40,Direct Payments PD,"5,462.48 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245143,Revenue,1MH40,Direct Payments PD,"1,498.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245161,Revenue,1MK40,Direct Payments LD,"6,902.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245152,Revenue,1MH40,Direct Payments PD,"1,679.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245152,Revenue,1MK40,Direct Payments LD,649.20 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245261,Revenue,1MK40,Direct Payments LD,"1,369.60 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245279,Revenue,1MK40,Direct Payments LD,576.48 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245175,Revenue,1MK40,Direct Payments LD,"1,926.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245218,Revenue,1MD66,CWD Care Packages,710.08 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245148,Revenue,1MK40,Direct Payments LD,"1,288.92 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245146,Revenue,1MH40,Direct Payments PD,897.80 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245205,Revenue,1MG40,Direct Payments Elderly,"1,017.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245142,Revenue,1MH40,Direct Payments PD,"12,090.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245221,Revenue,1MK40,Direct Payments LD,"1,380.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245235,Revenue,1MH40,Direct Payments PD,"3,822.36 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245174,Revenue,1MK40,Direct Payments LD,813.20 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245273,Revenue,1MH40,Direct Payments PD,513.60 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245181,Revenue,1MK40,Direct Payments LD,"13,926.80 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245173,Revenue,1MK40,Direct Payments LD,"7,997.16 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245153,Revenue,1MH40,Direct Payments PD,"5,200.20 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245151,Revenue,1MK40,Direct Payments LD,548.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245178,Revenue,1MH40,Direct Payments PD,565.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245206,Revenue,1MK40,Direct Payments LD,"4,135.85 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245137,Revenue,1MH40,Direct Payments PD,"1,412.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245204,Revenue,1MD66,CWD Care Packages,522.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245285,Revenue,1MH40,Direct Payments PD,369.60 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/05/2014,Redacted Personal Data,6245286,Revenue,1MH40,Direct Payments PD,"2,829.60 "
