Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,22/03/2011,Pest Control,Facilities Management,WHITEOAKS,10042947,R,12.38,466 4777 01,
NHS,NHS Hertfordshire,01/03/2011,Portering,Facilities Management,ISS MEDICLEAN LTD,10039360,R,"3,862.26",GB417115775,
NHS,NHS Hertfordshire,02/03/2011,Portering,Facilities Management,ISS MEDICLEAN LTD,10039444,R,"2,836.52",GB417115775,
NHS,NHS Hertfordshire,24/03/2011,Private Circuit Costs,IM&T Data & Telecoms,VIRGIN MEDIA PAYMENTS LTD,10043466,NR,"25,294.88",GB 591 8190 14,
NHS,NHS Hertfordshire,24/03/2011,Private Circuit Costs,IM&T Data & Telecoms,VIRGIN MEDIA PAYMENTS LTD,10043466,NR,"14,400.00",GB 591 8190 14,
NHS,NHS Hertfordshire,21/02/2011,Provisions - Pensions: Other Staff,Balance sheet (Financial Services use),H.P.NHS FOUNDATION TRUST,10038523,0,"36,090.00",,
NHS,NHS Hertfordshire,21/02/2011,Provisions - Pensions: Other Staff,Balance sheet (Financial Services use),H.P.NHS FOUNDATION TRUST,10038526,0,"36,090.00",,
NHS,NHS Hertfordshire,30/03/2011,Public Health Observatory,Public Health Directorate,CAMBRIDGESHIRE PCT,10044022,0,"53,241.00",654438717,
NHS,NHS Hertfordshire,18/03/2011,Recharge - Estate Mgt,LIFT (E&N),BEDFORDSHIRE PCT,10042235,0,"84,328.69",,
NHS,NHS Hertfordshire,09/03/2011,Recharge - Estate Mgt,Facilities Management,EAST AND NORTH HERTS NHST,10040659,0,"126,948.00",,
NHS,NHS Hertfordshire,10/01/2011,Recharge - Estate Mgt,Facilities Management,PRINCESS ALEXANDRA HOSP. NHST,10032879,0,"29,642.42",654 9649 85,
NHS,NHS Hertfordshire,08/02/2011,Recharge - Estate Mgt,Facilities Management,PRINCESS ALEXANDRA HOSP. NHST,10036865,0,"29,642.42",654 9649 85,
NHS,NHS Hertfordshire,09/03/2011,Recharge - Estate Mgt,Facilities Management,PRINCESS ALEXANDRA HOSP. NHST,10040579,0,"29,642.41",654 9649 85,
NHS,NHS Hertfordshire,14/03/2011,Recharge - Estate Mgt,Facilities Management,WEST HERTFORDSHIRE HOSPITALS N,10041345,0,"72,111.00",,
NHS,NHS Hertfordshire,14/03/2011,Recharge - Estate Mgt,Facilities Management,WEST HERTFORDSHIRE HOSPITALS N,10041346,0,"30,325.00",,
NHS,NHS Hertfordshire,18/03/2011,Recharge - Estate Mgt,Facilities Management,WEST HERTFORDSHIRE HOSPITALS N,10042318,0,"38,936.64",,
NHS,NHS Hertfordshire,04/03/2011,Rent,Property Management,H.P.NHS FOUNDATION TRUST,10039936,0,"37,000.00",,
NHS,NHS Hertfordshire,11/03/2011,Rent,Charter House Non Pay,MORDEN COLLEGE,10041124,NR,"116,430.00",743 8162 26,
NHS,NHS Hertfordshire,16/03/2011,Rent,Property Management,MR J.V. & MRS.R.J.DOSHI,10041831,NR,"26,700.00",GB 843 4461 28,
NHS,NHS Hertfordshire,18/03/2011,Rent,Property Management,WEST HERTFORDSHIRE HOSPITALS N,10042460,0,"31,503.00",,
NHS,NHS Hertfordshire,10/03/2011,Rent,Property Management,WHEATLEY HOLDINGS LTD,10040853,NR,"12,834.00",382 1600 73,
NHS,NHS Hertfordshire,10/03/2011,Rent,Property Management,WHEATLEY HOLDINGS LTD,10040853,NR,"12,834.00",382 1600 73,
NHS,NHS Hertfordshire,10/03/2011,Rent,Property Management,WHEATLEY HOLDINGS LTD,10040853,NR,"8,223.60",382 1600 73,
NHS,NHS Hertfordshire,02/03/2011,SLA큦 (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10039405,0,"978,342.00",,
NHS,NHS Hertfordshire,16/03/2011,SLA큦 (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10041799,0,"212,000.00",,
NHS,NHS Hertfordshire,22/03/2011,SLA큦 (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10043116,0,"90,000.00",,
NHS,NHS Hertfordshire,23/03/2011,SLA큦 (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10043253,0,"45,483.00",,
NHS,NHS Hertfordshire,24/03/2011,SLA큦 (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10043424,0,"50,000.00",,
NHS,NHS Hertfordshire,03/03/2011,SLA큦 (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10039788,0,"1,736,750.00",,
NHS,NHS Hertfordshire,01/03/2011,Training - Other,Health Trainers,HERTFORDSHIRE COUNTY COUNCIL,10039378,0,"40,000.00",,
NHS,NHS Hertfordshire,30/03/2011,Training - Staff,Transition Directorate,THE KINGS FUND,10044064,R,"25,000.00",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MALTINGS SURG - KITE,E82627,,"25,057.06",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ROYSIA SURGERY - POLGE,E82132,,"25,524.72",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,WHITWELL SURG - ARCHER,E82626,,"27,194.77",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,61 HATFIELD RD - SINHA,E82004,,"27,358.66",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,WHITWELL SURG - ARCHER,E82626,,"28,313.98",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,77 WARE RD SURG - TITCOMBE,E82057,,"30,052.47",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ELMS MED PRACT - PHILLIPS,E82071,,"30,096.53",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CHORLEYWOOD HC - JONES,E82064,,"31,373.24",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HICKS RD MARKYATE - SEPAI,E82663,,"31,507.42",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,ARCHWAY SURGERY - RAHIM,E82643,,"31,884.49",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HOLYWELL SURG - HART,E82658,,"32,623.33",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CASTLEGATE SURG - WATSON,E82109,,"32,887.54",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BALDWINS LANE SURG - FLUDE,E82049,,"34,822.50",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SYMONDS GREEN HC - BHARDWAJ,E82111,,"35,294.41",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GROVEHILL MC - HIRJI,E82050,,"35,707.37",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,STANHOPE RD SURG - HOSSAIN,E82638,,"35,747.65",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HIGHFIELD SURG - MISHRA,E82640,,"37,994.98",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,NEW SURGERY - HALL-JONES,E82131,,"38,246.14",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MANOR HSE SURG - DUGGAN,E82641,,"39,263.79",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SOLLERSHOTT SURG - NEVARD,E82104,,"39,863.00",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,PATHFINDER PRACTICE,Y01165,,"40,319.46",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,LITTLE BUSHEY SURG - FURBANK,E82657,,"40,628.36",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"41,167.20",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,COURTENAY HOUSE SURGERY - GREENISH,E82053,,"41,687.41",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"45,577.29",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CROMWELL MC - MALDE,E82079,,"46,879.92",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"47,246.90",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,TUDOR SURGERY - LAZZERINI,E82034,,"47,356.07",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ABBOTSWOOD MC - KHAN AM,E82105,,"47,502.57",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"47,998.25",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,GOUGH P & PARTNERS,E82011,,"48,546.20",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"48,936.32",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,THEOBALD MC - KAPACEE,E82048,,"49,254.24",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ANNANDALE SURG - RAMSELL N J,E82098,,"52,110.03",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"53,229.61",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ORFORD LODGE - SLATTERY,E82080,,"53,784.28",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,REDBOURN MED PRACT - DEXTER,E82095,,"54,044.80",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"54,376.90",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BOXWELL RD SURG - FINN,E82076,,"54,525.50",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,ABBEY RD SURG - HODGE,E82042,,"55,437.40",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MILTON HSE SURG - ORMISTON,E82028,,"58,055.58",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GOUGH P & PARTNERS,E82011,,"59,301.55",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CONSULTING ROOMS - HUSSAIN,E82020,,"59,953.53",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,VILLAGE SURG - KHAN I,E82107,,"60,118.43",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,185 KNIGHTSFIELD - HANAK,E82041,,"60,543.42",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"61,310.11",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PUCKERIDGE HLTH CTRE - REYNOLDS,E82038,,"62,880.67",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"64,014.21",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,WEST HERTS MEDICAL CENTRE,Y02638,,"64,670.34",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,BRIDGE COTTAGE SURG - ABRAHAMS,E82019,,"64,722.31",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GARSTON MED CTRE- APPLE,E82017,,"66,272.36",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HIGH ST SURG - MISRA K,E82133,,"66,307.68",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,WRAFTON HOUSE - CONSTABLE,E82002,,"67,427.90",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,UPTON ROAD SURG - ZAKANI & JOGARAJAH,E82045,,"67,613.59",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,NEVELLS ROAD SURG - CHATFIELD,E82008,,"68,213.96",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,NEW ROAD SURG - CORP,E82106,,"68,312.48",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SHEPHALL SURG - ROUSE,E82056,,"68,533.54",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PARK LANE SURG - CONDON R,E82090,,"69,049.81",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"70,946.28",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"71,770.70",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MANOR ST SURG - PONSONBY,E82094,,"72,244.26",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,LIMES SURG - HENDERSON,E82006,,"72,353.62",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,BURVILL HOUSE - RESTELL,E82023,,"72,707.62",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HANSCOMBE HSE SURG - OATES,E82007,,"73,881.53",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BROWNRIGG M & PARTNERS,E82072,,"75,043.81",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SHEEPCOT MED CNTRE- JACKSON,E82096,,"75,174.01",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GADE SURGERY BENNETT,E82068,,"75,706.75",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"77,160.38",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"78,190.31",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,REGAL CHAMBERS SURG - MACHEN,E82075,,"79,537.65",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ASTONIA HSE - THOMAS,E82099,,"79,682.87",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PORTMILL SURG - TIDY,E82044,,"79,743.64",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,DOLPHIN HOUSE SURG - BAVERSTOCK,E82092,,"80,239.88",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CUFFLEY AND GOFFS OAK MEDICAL CENTRE,E82081,,"81,696.37",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,LODGE SURG - DAVIES AH,E82014,,"82,451.10",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"83,271.73",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,SPRING HOUSE MEDICAL CENTRE,Y02639,,"83,380.29",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"83,595.22",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,COLNE HOUSE - ZANE,E82083,,"84,085.71",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HIGHVIEW MC - ELDER,E82078,,"84,881.11",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"85,708.91",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"89,111.02",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,EVEREST HSE SURG - TIPPLE,E82051,,"89,432.86",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,VINE HOUSE HC - SIMMONS,E82046,,"91,186.53",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,KELLER P & PARTNERS,E82100,,"91,752.25",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,WALLACE HSE SURG - CEMBALA,E82024,,"92,418.04",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,AMWELL STREET SURG - DAVIES A W,E82061,,"93,114.13",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,GRANGE ST SURG - DOW,E82059,,"96,801.57",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ST NICHOLAS HC - WILSON,E82039,,"96,814.71",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"98,632.85",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,THE MAPLES - EMMETT,E82063,,"100,712.95",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"101,084.53",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,POTTERELLS MC - STEWARD,E82058,,"104,109.52",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CHURCH ST SURG - GIBSON,E82102,,"104,236.73",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,LINCOLN HOUSE SURGERY - DYSON,E82009,,"105,390.28",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MANOR VIEW PRACT - BOYD,E82073,,"106,000.86",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BRIDGE COTTAGE SURG - ABRAHAMS,E82019,,"106,285.13",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,NAP SURGERY - WALLIS,E82129,,"106,903.07",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ATTENBOROUGH SURG - BORKETT-JONES,E82124,,"109,375.24",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CHURCH ST SURG - ROGERS,E82067,,"109,600.36",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,KING GEORGE SURG - STEVENSON,E82086,,"111,806.31",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"113,469.95",,
NHS,NHS Hertfordshire (PSU),01/03/2011,GP Payments - PPA Drugs,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"113,825.78",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,CHELLS WAY SURG - GOGBASHIAN,E82089,,"114,234.38",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"114,754.26",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,FAIRBROOK MEDICAL CENTRE - HIRSCH,E82012,,"115,530.10",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BEDWELL MED SURG - BAXANI,E82093,,"116,819.71",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"119,554.64",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PARKFIELD MC - FERRIS,E82027,,"119,604.64",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"120,783.36",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,LISTER HOUSE - BROOKS,E82018,,"125,094.80",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"126,276.83",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,PARKWOOD DRIVE SURGERY - GALLOW,E82091,,"126,652.17",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,MALTINGS SURGERY - SMITH,E82031,,"126,730.01",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PARKBURY HSE - SAGE,E82060,,"127,699.77",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HALL GROVE SURG - PUGH,E82062,,"128,511.14",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,HEALTH CENTRE - WALLIS,E82005,,"143,598.49",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,VILLAGE SURG - STEPHENS,E82037,,"145,425.57",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PEARTREE SURG - CREAK,E82040,,"160,992.93",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,BENNETTS END SURGERY - HEATLEY,E82032,,"173,962.03",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,RED HOUSE - FITZGERALD,E82085,,"179,648.59",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,SOUTH ST SURG - JENNS,E82074,,"195,635.08",,
NHS,NHS Hertfordshire (PSU),31/03/2011,GMS Payments - Contract,Primary Care,PARK END SURGERY  - MURRAY,E82025,,"203,603.32",,
NHS,NHS Hertfordshire (PSU),15/03/2011,PMS Payments - Contract,Primary Care,Herts Urgent Care Contract,999999,,"657,540.33",,
,,,,,,,,"131,448,787.50",,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
