Wakefield Council Purchase Card Spend for Quarter 1st October 2017 to 31st December 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160977,486,08/12/2017,4.67,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160974,28,21/11/2017,5.25,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160978,438,14/12/2017,4.73,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160977,31,08/12/2017,5.48,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160978,18,14/12/2017,7.96,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160978,23,14/12/2017,27.03,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160971,740,10/11/2017,16.39,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,AMAZON,Printing & Stationery,Revenue,160978,213,14/12/2017,13.97,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,N,Planning Services,AMAZON,Printing & Stationery,Revenue,160962,46,05/10/2017,19.04,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,AMAZON,Printing & Stationery,Revenue,160966,220,18/10/2017,4.12,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,AMAZON,Printing & Stationery,Revenue,160966,248,18/10/2017,7.94,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,AMAZON,Printing & Stationery,Revenue,160966,221,18/10/2017,9.63,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,AMAZON,Printing & Stationery,Revenue,160966,13,18/10/2017,32.71,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,L,Cultural and Related Services,AMAZON,Printing & Stationery,Revenue,160965,285,12/10/2017,23.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Printing & Stationery,Revenue,160971,443,10/11/2017,8.76,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,ASDA,Printing & Stationery,Revenue,160971,953,10/11/2017,15.79,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,B & M RETAIL LTD,Printing & Stationery,Revenue,160976,153,04/12/2017,40.70,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BUY-STATIONERY,Printing & Stationery,Revenue,160962,418,05/10/2017,16.73,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY,Printing & Stationery,Revenue,160980,1054,02/01/2018,15.00,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY,Printing & Stationery,Revenue,160978,153,14/12/2017,5.97,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY  ,Printing & Stationery,Revenue,160971,411,10/11/2017,2.48,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY  ,Printing & Stationery,Revenue,160971,392,10/11/2017,4.97,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY  ,Printing & Stationery,Revenue,160971,390,10/11/2017,6.21,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CARD FACTORY  ,Printing & Stationery,Revenue,160971,391,10/11/2017,7.45,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,P,Public Health,COLLINS DEBDEN LTD,Printing & Stationery,Revenue,160970,148,02/11/2017,14.58,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,COLOURCRAFTDIRECT,Printing & Stationery,Revenue,160969,231,31/10/2017,20.70,Nil,ARTIST SUPPLY STORES CRAFT SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,CURRYS,Printing & Stationery,Revenue,160971,444,10/11/2017,10.82,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,P,Public Health,EUROFFICE,Printing & Stationery,Revenue,160975,725,29/11/2017,36.25,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KALULU LIMITED,Printing & Stationery,Revenue,160978,431,14/12/2017,24.67,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KALULU LIMITED,Printing & Stationery,Revenue,160978,432,14/12/2017,24.67,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KALULU LIMITED,Printing & Stationery,Revenue,160978,433,14/12/2017,24.67,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,KALULU LIMITED,Printing & Stationery,Revenue,160978,434,14/12/2017,24.70,Nil,GAME TOY AND HOBBY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PARTY DELIGHTS,Printing & Stationery,Revenue,160969,232,31/10/2017,214.77,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,POUNDWORLD,Printing & Stationery,Revenue,160971,535,10/11/2017,9.21,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,PRINTED PAPER PRODUCTION,Printing & Stationery,Revenue,160967,37,19/10/2017,143.20,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,L,Cultural and Related Services,PROBOSCIS,Printing & Stationery,Revenue,160972,242,15/11/2017,19.99,Nil,ARTIST SUPPLY STORES CRAFT SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,N,Planning Services,PURELY PAPER,Printing & Stationery,Revenue,160971,990,10/11/2017,88.32,Nil,ELECTRICAL PARTS AND EQUIPMENT,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,N,Planning Services,PURELY PAPER,Printing & Stationery,Revenue,160978,516,14/12/2017,406.98,Nil,ELECTRICAL PARTS AND EQUIPMENT,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,QUICKSTEPS,Printing & Stationery,Revenue,160980,869,02/01/2018,18.00,Nil,HAT CLEANING SHOPS SHOE REPAIR SHOPS SHOE SHINE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,RYMAN,Printing & Stationery,Revenue,160971,169,10/11/2017,20.05,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,SHAWS,Printing & Stationery,Revenue,160974,5,21/11/2017,62.00,Nil,MISCELLANEOUS PUBLISHING AND PRINTING,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160975,359,29/11/2017,4.83,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160971,883,10/11/2017,39.93,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160975,42,29/11/2017,26.65,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160978,164,14/12/2017,34.05,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160971,815,10/11/2017,30.47,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,N,Planning Services,SUK RETAIL LTD,Printing & Stationery,Revenue,160970,242,02/11/2017,32.47,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD ,Printing & Stationery,Revenue,160971,302,10/11/2017,10.82,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,SUK RETAIL LTD ,Printing & Stationery,Revenue,160980,982,02/01/2018,15.40,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TESCO,Printing & Stationery,Revenue,160975,65,29/11/2017,5.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,M,Environmental and Regulatory Services,TESCO,Printing & Stationery,Revenue,160966,447,18/10/2017,36.67,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,THE COPIER COMPANY,Printing & Stationery,Revenue,160975,26,29/11/2017,102.05,Nil,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,THE RANGE,Printing & Stationery,Revenue,160971,1125,10/11/2017,2.99,Nil,DEPARTMENT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,THE WORKS,Printing & Stationery,Revenue,160977,609,08/12/2017,2.50,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,TIMPSON LTD,Printing & Stationery,Revenue,160962,36,05/10/2017,18.00,Nil,HAT CLEANING SHOPS SHOE REPAIR SHOPS SHOE SHINE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TOTAL POST LTD,Printing & Stationery,Revenue,160967,129,19/10/2017,85.74,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,TROPHY STORE,Printing & Stationery,Revenue,160969,230,31/10/2017,34.15,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WH SMITH,Printing & Stationery,Revenue,160975,251,29/11/2017,15.02,Nil,NEWS DEALERS AND NEWSSTANDS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,WH SMITH,Printing & Stationery,Revenue,160977,206,08/12/2017,4.16,Nil,NEWS DEALERS AND NEWSSTANDS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,L,Cultural and Related Services,WH SMITH,Printing & Stationery,Revenue,160977,659,08/12/2017,71.00,Nil,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WILKO RETAIL LIMITED,Printing & Stationery,Revenue,160966,405,18/10/2017,11.10,Nil,HOUSEHOLD APPLIANCE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,91,05/10/2017,-3.05,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,94,05/10/2017,-2.88,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,93,05/10/2017,-2.40,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,92,05/10/2017,-0.82,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,95,05/10/2017,-0.31,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160962,90,05/10/2017,56.74,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160972,142,15/11/2017,-11.70,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160972,141,15/11/2017,-3.16,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160972,140,15/11/2017,-0.32,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160972,143,15/11/2017,91.06,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160964,84,10/10/2017,-3.59,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,YORKSHIRE PURCHASING ORGANISATION,Printing & Stationery,Revenue,160964,85,10/10/2017,21.55,Nil,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,BACHI SALONS,Prizes,Revenue,160978,329,14/12/2017,7.99,Nil,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,LOVE2SHOP,Prizes,Revenue,160976,283,04/12/2017,1657.87,Nil,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,L,Cultural and Related Services,LOVE2SHOP,Prizes,Revenue,160964,350,10/10/2017,50.00,Nil,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,OFSTED,Professional Fees,Revenue,160978,54,14/12/2017,132.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,P.A.I,Professional Fees,Revenue,160978,88,14/12/2017,25.00,Nil,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,5,Highways & Transport Services,P.A.I,Professional Fees,Revenue,160978,83,14/12/2017,225.00,Nil,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,M,Environmental and Regulatory Services,WAKEFIELD CENTRAL PREM,Professional Fees,Revenue,160980,634,02/01/2018,38.33,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,M,Environmental and Regulatory Services,WAKEFIELD CENTRAL PREM,Professional Fees,Revenue,160980,1298,02/01/2018,54.16,Nil,LODGING-HOTELSMOTELSRESORTS-NOT CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,REGENCULT,L,Cultural and Related Services,ASDA,Promotions,Revenue,160971,544,10/11/2017,4.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,CHILDYOU,4,Children´s and Education Services,28703,Purchase of Food & Drink,Revenue,160980,1369,02/01/2018,7.35,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160978,492,14/12/2017,6.54,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,1552,02/01/2018,9.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,1631,02/01/2018,9.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,382,10/11/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,433,10/11/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,427,10/11/2017,2.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,682,10/11/2017,3.96,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160966,322,18/10/2017,4.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160972,204,15/11/2017,4.95,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160966,353,18/10/2017,5.94,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,1012,10/11/2017,5.94,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160975,518,29/11/2017,5.94,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160976,372,04/12/2017,5.94,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160976,396,04/12/2017,6.54,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160972,312,15/11/2017,7.92,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160975,686,29/11/2017,7.92,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160966,127,18/10/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,305,10/11/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160971,851,10/11/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160972,191,15/11/2017,1.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,645,02/01/2018,2.96,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,860,02/01/2018,4.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160968,142,25/10/2017,4.77,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,192,02/01/2018,9.43,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,182,02/01/2018,14.84,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,126,02/01/2018,16.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,127,02/01/2018,17.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160968,176,25/10/2017,24.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,646,02/01/2018,26.74,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,193,02/01/2018,28.90,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160980,861,02/01/2018,31.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160968,302,25/10/2017,36.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/12/2017,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,160968,143,25/10/2017,46.74,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
