Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier
FCOGPC161100378,11/09/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ESP,General Retail and Wholesale,749.96,MAISONS DU MONDE
FCOGPC161100379,11/09/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,GBR,General Retail and Wholesale,772.5,BUTLER AND YOUNG L
FCOGPC161100380,11/09/2016,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,802.86,J E RUEDA Y CIA
FCOGPC161100381,11/09/2016,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,803.13,J E RUEDA Y CIA
FCOGPC161100382,11/09/2016,TRAVEL,GBR,Airline,811.82,AIRLINE
FCOGPC161100383,11/09/2016,HOTELS/MOTELS/RESORTS ,HRV,Hotels,813.55,ACCOMMODATION PROVIDER
FCOGPC161100384,11/09/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",CAN,Cleaning Services and Supplies,814.29,CANADA YARD PRO LTD
FCOGPC161100385,11/09/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,826.94,THE UPS STORE 5037
FCOGPC161100386,11/09/2016,HOTELS/MOTELS/RESORTS ,HRV,Hotels,843.06,ACCOMMODATION PROVIDER
FCOGPC161100387,11/09/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,855.2,PAYPAL  ERIC
FCOGPC161100388,11/09/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies",903.92,BIROFIS BURO MALZ.TIC.
FCOGPC161100389,11/09/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",ITA,General Retail and Wholesale,918.76,D&D TAPPEZZERIA DI DEB
FCOGPC161100390,11/09/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,959.01,PAYPAL  CAPLANMILLE
FCOGPC161100391,11/09/2016,HOTELS/MOTELS/RESORTS ,BIH,Hotels,959.05,ACCOMMODATION PROVIDER
FCOGPC161100392,11/09/2016,COMPUTER NETWORK/INFORMATION SERVICES,BRA,Computer Equipment & Services,970.25,SUMUPCG IMPORTACAO EXP
FCOGPC161100393,11/09/2016,BAKERIES,ITA,Catering and Catering Supplies,1014,FORNO CIABATTINI   848
FCOGPC161100394,11/09/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,1062,INFORMATION TECHNOLOGY
FCOGPC161100395,11/09/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,1090.74,IKAS ELECTRIC
FCOGPC161100396,11/09/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,BRB,Telecommunication Services,1101.2,DIGICENTRE SHERATON CE
FCOGPC161100397,11/09/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,BRB,Telecommunication Services,1175.16,DIGICENTRE SHERATON CE
FCOGPC161100398,11/09/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,1220.75,PETER JUSTESEN COMPANY
FCOGPC161100399,11/09/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,1224.8,FRIENDS CORPORATION
FCOGPC161100400,11/09/2016,HOTELS/MOTELS/RESORTS ,TTO,Hotels,1239.7,ACCOMMODATION PROVIDER
FCOGPC161100401,11/09/2016,TRAVEL,USA,Airline,1277.18,AIRLINE
FCOGPC161100402,11/09/2016,TRAVEL,USA,Airline,1277.18,AIRLINE
FCOGPC161100403,11/09/2016,TRAVEL,USA,Airline,1277.18,AIRLINE
FCOGPC161100404,11/09/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies",1281.9,BIROFIS BURO MALZ.TIC.
FCOGPC161100405,11/09/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,1298.46,DIPLOMATIC MISSION SUP
FCOGPC161100406,11/09/2016,TRAVEL AGENCIES,PAK,Travel Agencies,1362.3,BONDS TRAVEL BUREAU
FCOGPC161100407,11/09/2016,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",IDN,Leisure Activities,1388.38,CITY NEONINDO INDAH M
FCOGPC161100408,11/09/2016,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",IDN,Leisure Activities,1388.38,CITY NEONINDO INDAH M
FCOGPC161100409,11/09/2016,"BANDS, ORCHESTRAS, & MISC ENTRTNRS-NOT ELSWHR CLAS",IDN,Leisure Activities,1388.38,CITY NEONINDO INDAH M
FCOGPC161100410,11/09/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,1392.03,ACCOMMODATION PROVIDER
FCOGPC161100411,11/09/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,1521.82,CELIO CARREFOUR
FCOGPC161100412,11/10/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ISR,Utilities and Non Automotive Fuel,505.2,HEVRAT HASHMAL ISRAEL
FCOGPC161100413,11/10/2016,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,516.14,EPITSENTR GRYGORENKA
FCOGPC161100414,11/10/2016,"EATING PLACES, RESTAURANTS",LAO,Restuarants and Bars,521.18,PATUXAY CAFE
FCOGPC161100415,11/10/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,527.87,AMRI RENT A CAR
FCOGPC161100416,11/10/2016,CATERERS,AUS,Catering and Catering Supplies,532.96,CHOMP LIFE PTY LTD
FCOGPC161100417,11/10/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,PER,General Retail and Wholesale,568.92,DECOTENDENCIAS
FCOGPC161100418,11/10/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,ROM,General Retail and Wholesale,572.06,PAYU    PAYU PCGARAGE.
FCOGPC161100419,11/10/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,586.51,AMRI RENT A CAR
FCOGPC161100420,11/10/2016,AUTOMOTIVE BODY REPAIR SHOPS,NPL,"Vehicles, servicing and spares",591.88,DELTA MOTOR WORKS PVT.
FCOGPC161100421,11/10/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ROM,General Retail and Wholesale,616.1,VECTOR INTERNATIONAL
FCOGPC161100422,11/10/2016,AUTOMOTIVE TIRE STORES,KEN,"Vehicles, servicing and spares",618.27,TYRELINK AUTO LTD
FCOGPC161100423,11/10/2016,"DOCTORS, (NOT ELSEWHERE CLASSIFIED)",BRB,Medical Supplies and Services,622.97,BROWN MEDICAL SERVICES
FCOGPC161100424,11/10/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",NZL,Training and Educational,624.22,VICTORIA UNIVERSITY
FCOGPC161100425,11/10/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",BRA,"Vehicles, servicing and spares",642.48,TECAR
FCOGPC161100426,11/10/2016,TRAVEL AGENCIES,TUR,Travel Agencies,643.44,AZ-AL TURIZM NAKLIYAT
FCOGPC161100427,11/10/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,DEU,General Retail and Wholesale,645.09,IZ  LUNOW-DRUCK
FCOGPC161100428,11/10/2016,"BUILDING MATERIALS, LUMBER STORES",UKR,Building Materials,654.56,EPITSENTR GRYGORENKA
FCOGPC161100429,11/10/2016,HOTELS/MOTELS/RESORTS ,QAT,Hotels,659.86,ACCOMMODATION PROVIDER
FCOGPC161100430,11/10/2016,"GROCERY STORES, SUPERMARKETS",ROM,General Retail and Wholesale,664.05,BUCURESTI
FCOGPC161100431,11/10/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,712.4,SIDDIQUE MACHINERY STO
FCOGPC161100432,11/10/2016,"GROCERY STORES, SUPERMARKETS",ESP,General Retail and Wholesale,736.52,LA GRAN DESPENSA
FCOGPC161100433,11/10/2016,ELECTRICAL CONTRACTORS,GBR,Building Services,748.9,R&M ELECTRICAL GRO
FCOGPC161100434,11/10/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,POL,Professional Services,779.22,MIX OFFICE
FCOGPC161100435,11/10/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,POL,Professional Services,781.07,MIX OFFICE
FCOGPC161100436,11/10/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",RUS,General Retail and Wholesale,795.34,OOO SVK MEBEL
FCOGPC161100437,11/10/2016,ADVERTISING SERVICES,DOM,Print and advertising,798.56,DIARIO LIBRE (OMNIMEDI
FCOGPC161100438,11/10/2016,COMPUTER SOFTWARE STORES,KEN,Computer Equipment & Services,813.06,BYTECH ENGINEER
FCOGPC161100439,11/10/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,822.34,FCBI ENERGY LTD
FCOGPC161100440,11/10/2016,HARDWARE STORES,SAU,General Retail and Wholesale,831.34,SAUDI ARABIA AGENCIES-
FCOGPC161100441,11/10/2016,WHOLESALE CLUBS,BRA,General Retail and Wholesale,851.51,A CASA DISTRIBUIDORA
FCOGPC161100442,11/10/2016,"CLEANING AND MAINTENANCE, JANITORIAL SERVICES",GBR,Cleaning Services and Supplies,858.85,PAYPAL  ECOENVIRONM
FCOGPC161100443,11/10/2016,DOOR-TO-DOOR SALES,BRA,Mail Order / Direct Selling,873.08,ROSARIO PASSOS
FCOGPC161100444,11/10/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ITA,General Retail and Wholesale,879.12,PORTE-TENDE
FCOGPC161100445,11/10/2016,MISCELLANEOUS PUBLISHING AND PRINTING,CAN,Print and advertising,927.65,THE PRINTING HOUSE #56
FCOGPC161100446,11/10/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,950.61,PAYPAL  CAPLANMILLE
FCOGPC161100447,11/10/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",DEU,Leisure Activities,994.41,DUESSELDORFCONGRESS
FCOGPC161100448,11/10/2016,LIMOUSINES AND TAXICABS,NLD,Travel - Air/Rail/Road,1002.53,WWW.TAXIBROUWER.NL
FCOGPC161100449,11/10/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,1009.25,ACCOMMODATION PROVIDER
FCOGPC161100450,11/10/2016,TRAVEL AGENCIES,TUR,Travel Agencies,1011.17,AZ-AL TURIZM NAKLIYAT
FCOGPC161100451,11/10/2016,"GROCERY STORES, SUPERMARKETS",URY,General Retail and Wholesale,1014.49,AUTOSERVICE EAT ME NOW
FCOGPC161100452,11/10/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GTM,Telecommunication Services,1045.85,CLARO
FCOGPC161100453,11/10/2016,TRAVEL AGENCIES,TUR,Travel Agencies,1084.42,AZ-AL TURIZM NAKLIYAT
FCOGPC161100454,11/10/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GTM,Telecommunication Services,1089.76,CLARO
FCOGPC161100455,11/10/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,1091.7,ALTAHUR SANITARY
FCOGPC161100456,11/10/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,1092.8,THE UPS STORE 5037
FCOGPC161100457,11/10/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,1149.49,ACCOMMODATION PROVIDER
FCOGPC161100458,11/10/2016,COMPUTER SOFTWARE STORES,COL,Computer Equipment & Services,1167.38,SANNIC TECNOLOGY
FCOGPC161100459,11/10/2016,COMPUTER SOFTWARE STORES,COL,Computer Equipment & Services,1167.38,SANNIC TECNOLOGY
FCOGPC161100460,11/10/2016,COMPUTER SOFTWARE STORES,KEN,Computer Equipment & Services,1178.93,BYTECH ENGINEER
FCOGPC161100461,11/10/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,1182.09,ACCOMMODATION PROVIDER
FCOGPC161100462,11/10/2016,DOOR-TO-DOOR SALES,BRA,Mail Order / Direct Selling,1229.69,ROSARIO PASSOS
FCOGPC161100463,11/10/2016,COMPUTER SOFTWARE STORES,CHE,Computer Equipment & Services,1283.75,FNAC - BALEXERT
FCOGPC161100464,11/10/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",DEU,Leisure Activities,1441.19,DUESSELDORFCONGRESS
FCOGPC161100465,11/10/2016,"GROCERY STORES, SUPERMARKETS",ZWE,General Retail and Wholesale,1470.89,BON MARCHE MT PLSNT
FCOGPC161100466,11/10/2016,HOTELS/MOTELS/RESORTS ,BRB,Hotels,1491.11,ACCOMMODATION PROVIDER
FCOGPC161100467,11/10/2016,"EATING PLACES, RESTAURANTS",USA,Restuarants and Bars,1712.4,"CAPERS LOFT, LLC."
FCOGPC161100468,11/10/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,BEL,"Office Stationery, equipment and supplies",1782.19,XEROX
FCOGPC161100469,11/10/2016,HOTELS/MOTELS/RESORTS ,ARG,Hotels,1926.18,ACCOMMODATION PROVIDER
FCOGPC161100470,11/10/2016,HOTELS/MOTELS/RESORTS ,ARG,Hotels,1926.18,ACCOMMODATION PROVIDER
FCOGPC161100471,11/10/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,2670.6,CIVIL SERVICE LEARNING
FCOGPC161100472,11/10/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,2670.6,CIVIL SERVICE LEARNING
FCOGPC161100473,11/11/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,516.05,CREATIS
FCOGPC161100474,11/11/2016,HARDWARE EQUIPMENT AND SUPPLIES,BRA,Miscellaneous Industrial/Commercial Supplies,519.01,CASA ELETRO FERRAGEM J
FCOGPC161100475,11/11/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,536.69,CREATIS
FCOGPC161100476,11/11/2016,TRAVEL AGENCIES,BOL,Travel Agencies,539.45,ROYAL TOURS GPRS
FCOGPC161100477,11/11/2016,"BUILDING MATERIALS, LUMBER STORES",BRA,Building Materials,562.17,ELETRICA GOL
FCOGPC161100478,11/11/2016,"FREIGHT CARRIER,TRUCKING-LCL/LNG DIST, MVG/STORAGE",ZAF,Freight and Storage,565.03,PICKFORDS REMOVALS
FCOGPC161100479,11/11/2016,SHOE STORES,UGA,General Retail and Wholesale,566.54,BATA SHOE CO. ACACIA M
FCOGPC161100480,11/11/2016,HOTELS/MOTELS/RESORTS ,CZE,Hotels,585.06,ACCOMMODATION PROVIDER
FCOGPC161100481,11/11/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,591.97,MURAT AL ALKAR DAGITIM
FCOGPC161100482,11/11/2016,HOTELS/MOTELS/RESORTS ,FJI,Hotels,596.27,ACCOMMODATION PROVIDER
FCOGPC161100483,11/11/2016,HOTELS/MOTELS/RESORTS ,FJI,Hotels,596.27,ACCOMMODATION PROVIDER
FCOGPC161100484,11/11/2016,HOTELS/MOTELS/RESORTS ,FJI,Hotels,596.27,ACCOMMODATION PROVIDER
FCOGPC161100485,11/11/2016,HOTELS/MOTELS/RESORTS ,FJI,Hotels,596.27,ACCOMMODATION PROVIDER
FCOGPC161100486,11/11/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,GBR,"Office Stationery, equipment and supplies",609.7,XEROX UK LTD
FCOGPC161100487,11/11/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,KEN,"Office Stationery, equipment and supplies",618.27,NISSI CREATIVE SERVICE
FCOGPC161100488,11/11/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,622.43,ACCOMMODATION PROVIDER
FCOGPC161100489,11/11/2016,CATERERS,GBR,Catering and Catering Supplies,640.2,AT HOME CATERING
FCOGPC161100490,11/11/2016,"TRANSPRTN-SUBRBN & LOCAL COMTR PSNGR, INCL FERRIES",BRA,Travel - Air/Rail/Road,664.95,WORLD EXPRESS
FCOGPC161100491,11/11/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",GBR,Personal Services,668.61,SERVEST SECURITY SERVI
FCOGPC161100492,11/11/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,698.07,PROFESSIONAL EXECUTIVE
FCOGPC161100493,11/11/2016,ADVERTISING SERVICES,IND,Print and advertising,702.34,SHARAD ADVERTISING PVT
FCOGPC161100494,11/11/2016,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,AUS,General Retail and Wholesale,709.14,ARTACT
FCOGPC161100495,11/11/2016,HOTELS/MOTELS/RESORTS ,GHA,Hotels,715.41,ACCOMMODATION PROVIDER
FCOGPC161100496,11/11/2016,FLORISTS,TUR,Estate and garden Services,719.03,SOLGUNLAR ZIRAI TOHUM
FCOGPC161100497,11/11/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",GBR,Personal Services,733.86,SERVEST SECURITY SERVI
FCOGPC161100498,11/11/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",CAN,"Vehicles, servicing and spares",740.65,DECARIE MOTORS INC
FCOGPC161100499,11/11/2016,"BUILDING MATERIALS, LUMBER STORES",RUS,Building Materials,741.9,OOO KOLTEK-KOMPOZIT
FCOGPC161100500,11/11/2016,"EATING PLACES, RESTAURANTS",SRB,Restuarants and Bars,743.52,ELITE FOOD & SERVICE
FCOGPC161100501,11/11/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,COL,General Retail and Wholesale,745.58,CRUSARDI
FCOGPC161100502,11/11/2016,TRAVEL AGENCIES,USA,Travel Agencies,748.76,TRAVELOCITY.COM
FCOGPC161100503,11/11/2016,LAUNDRY SERVICES - FAMILY AND COMMERICAL,ZAF,Cleaning Services and Supplies,749.82,MANOKE CURTAINS CLEA
FCOGPC161100504,11/11/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,763.66,CREATIS
FCOGPC161100505,11/11/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",MEX,Professional Services,769.09,PUB BUMERAN V TEL
FCOGPC161100506,11/11/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,COL,General Retail and Wholesale,790.66,CRUSARDI
FCOGPC161100507,11/11/2016,HARDWARE STORES,BLZ,General Retail and Wholesale,824.04,BUILDER'S HARDWARE LIM
FCOGPC161100508,11/11/2016,ADVERTISING SERVICES,ITA,Print and advertising,825.59,COPYSERVICE
FCOGPC161100509,11/11/2016,"EATING PLACES, RESTAURANTS",USA,Restuarants and Bars,831.95,MJC CATERING
FCOGPC161100510,11/11/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,834.53,METRO STORE 1013
FCOGPC161100511,11/11/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,890.4,ACCOMMODATION PROVIDER
FCOGPC161100512,11/11/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,898.88,AMERICAN MGMT ASSOC
FCOGPC161100513,11/11/2016,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS",BRA,Catering and Catering Supplies,910.61,OCTAVIO CAFE
FCOGPC161100514,11/11/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,976.5,AMERICAN MGMT ASSOC
FCOGPC161100515,11/11/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,KOR,General Retail and Wholesale,980.66,PRIME             622
FCOGPC161100516,11/11/2016,AUTOMOTIVE TIRE STORES,LBN,"Vehicles, servicing and spares",983.86,BAKARJI
FCOGPC161100517,11/11/2016,HOTELS/MOTELS/RESORTS ,BRA,Hotels,1000.31,ACCOMMODATION PROVIDER
FCOGPC161100518,11/11/2016,HARDWARE STORES,ZAF,General Retail and Wholesale,1149.49,THE POOL TEAM PRETORIA
FCOGPC161100519,11/11/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",KEN,"Vehicles, servicing and spares",1183.94,TOYOTA PARTS U HWAY
FCOGPC161100520,11/11/2016,HOTELS/MOTELS/RESORTS ,FJI,Hotels,1192.52,ACCOMMODATION PROVIDER
FCOGPC161100521,11/11/2016,HOTELS/MOTELS/RESORTS ,HUN,Hotels,1200.76,ACCOMMODATION PROVIDER
FCOGPC161100522,11/11/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),PER,Professional Services,1206.75,BERCHMAN
FCOGPC161100523,11/11/2016,"EATING PLACES, RESTAURANTS",UKR,Restuarants and Bars,1218.72,LIQPAY E-DAA.COM.UA
FCOGPC161100524,11/11/2016,"GROCERY STORES, SUPERMARKETS",ZWE,General Retail and Wholesale,1289.47,ORCA WATER MSASA
FCOGPC161100525,11/11/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,1289.85,AVIS AFRIC AUTO
FCOGPC161100526,11/11/2016,MISCELLANEOUS PUBLISHING AND PRINTING,AUS,Print and advertising,1305.78,TENDERLINK COM
FCOGPC161100527,11/11/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,1332.81,SECA SECURITIY
FCOGPC161100528,11/11/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,1332.81,SECA SECURITIY
FCOGPC161100529,11/11/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUT,General Retail and Wholesale,1332.81,SECA SECURITIY
FCOGPC161100530,11/11/2016,"EATING PLACES, RESTAURANTS",ESP,Restuarants and Bars,1366.12,REST MAREA ALTA
FCOGPC161100531,11/11/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,1407.6,WWW.UBIQUS.CO.UK
FCOGPC161100532,11/11/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,1416,WWW.UBIQUS.CO.UK
FCOGPC161100533,11/11/2016,"GROCERY STORES, SUPERMARKETS",ZWE,General Retail and Wholesale,1470.89,ORCA WATER MSASA
FCOGPC161100534,11/12/2016,"EATING PLACES, RESTAURANTS",KOR,Restuarants and Bars,700.47,DAINAUD(JOO)
FCOGPC161100535,11/12/2016,HOTELS/MOTELS/RESORTS ,BWA,Hotels,742.36,ACCOMMODATION PROVIDER
FCOGPC161100536,11/12/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,CAN,General Retail and Wholesale,898,MOORES CLOTHING 0006
FCOGPC161100537,11/12/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,1275.31,ACCOMMODATION PROVIDER
FCOGPC161100538,11/12/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,1660.69,ACCOMMODATION PROVIDER
FCOGPC161100539,11/13/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,633.59,ACCOMMODATION PROVIDER
FCOGPC161100540,11/13/2016,ELECTRONIC SALES,JOR,General Retail and Wholesale,676.18,AHMAD ISSA MURAD GROUP
FCOGPC161100541,11/13/2016,"EATING PLACES, RESTAURANTS",HUN,Restuarants and Bars,723.63,SHALIMAR INDIAI ETTER
FCOGPC161100542,11/13/2016,"GROCERY STORES, SUPERMARKETS",AFG,General Retail and Wholesale,727.27,AFGHAN TRADING AND LOG
FCOGPC161100543,11/13/2016,HOTELS/MOTELS/RESORTS ,BWA,Hotels,757.51,ACCOMMODATION PROVIDER
FCOGPC161100544,11/13/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,AFG,Building Materials,826.97,DAWOOD ANGAR LTD
FCOGPC161100545,11/13/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,AFG,Building Materials,862.1,DAWOOD ANGAR LTD
FCOGPC161100546,11/13/2016,"EATING PLACES, RESTAURANTS",SVK,Restuarants and Bars,886.43,HOTEL DIVOKA VODA-REST
FCOGPC161100547,11/13/2016,HOTELS/MOTELS/RESORTS ,MAR,Hotels,978.81,ACCOMMODATION PROVIDER
FCOGPC161100548,11/13/2016,"GROCERY STORES, SUPERMARKETS",AFG,General Retail and Wholesale,1474.15,AFGHAN TRADING AND LOG
FCOGPC161100549,11/13/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",ISR,Mail and Courier Services,1547.68,ROTERO HOVALA
FCOGPC161100550,11/13/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",ISR,Mail and Courier Services,1637.61,ROTERO HOVALA
FCOGPC161100551,11/13/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",ISR,Mail and Courier Services,1749.54,ROTERO HOVALA
FCOGPC161100552,11/14/2016,TRAVEL AGENCIES,BHR,Travel Agencies,499.59,ALGOSAIBI TRAVEL AGENC
FCOGPC161100553,11/14/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,GRC,Telecommunication Services,508.97,VODAFONE BILL PAYMENT
FCOGPC161100554,11/14/2016,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",KEN,Professional Services,550.49,PIUS KYALO MUTINDA
FCOGPC161100555,11/14/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,563.73,FINA 30101 ZAGREB
FCOGPC161100556,11/14/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,582.39,NDUMAK NIGERIA LIMITED
FCOGPC161100557,11/14/2016,HOTELS/MOTELS/RESORTS ,LBN,Hotels,586.94,ACCOMMODATION PROVIDER
FCOGPC161100558,11/14/2016,HOTELS/MOTELS/RESORTS ,RUS,Hotels,587.26,ACCOMMODATION PROVIDER
FCOGPC161100559,11/14/2016,"AUTOMOTIVE PARTS, ACCESSORIES STORES",SLV,"Vehicles, servicing and spares",588.42,GRUPO PREMIER AUTOMOTR
FCOGPC161100560,11/14/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",CAN,General Retail and Wholesale,594.21,LCBO/RAO 
FCOGPC161100561,11/14/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,599,AMAZON UK RETAIL AMAZO
FCOGPC161100562,11/14/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",NGA,General Retail and Wholesale,600.81,GODSWILL ASSOCIATES EN
FCOGPC161100563,11/14/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,GBR,"Office Stationery, equipment and supplies",624.16,XEROX UK LTD
FCOGPC161100564,11/14/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,652,ACCOMMODATION PROVIDER
FCOGPC161100565,11/14/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,656.25,INCO CC KOPENHAVN
