Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000832844,01/10/2014,DEMESNE COMMUNITY ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,DEMESNE COMMUNITY CENTRE,"10,100.00 "
Rochdale,V000844386,24/10/2014,DICK WHITTINGTON GUEST HOUSE,Human Resources,ECONOMY AND ENVIRONMENT,EMERGENCY ACCOMMODATION,"1,530.00 "
Rochdale,V000844786,27/10/2014,DICK WHITTINGTON GUEST HOUSE,Human Resources,ECONOMY AND ENVIRONMENT,EMERGENCY ACCOMMODATION,660.00 
Rochdale,V000839372,09/10/2014,DIOCESE OF SALFORD (DFC),Financial Services,EARLY HELP AND SCHOOLS,RC DIOCESE - PLACE PLANNING,"108,072.00 "
Rochdale,V000838050,03/10/2014,DIRECT HEALTH UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,170.43 "
Rochdale,V000839832,10/10/2014,DIRECT HEALTH UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,986.11 "
Rochdale,V000841105,17/10/2014,DIRECT HEALTH UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,073.40 "
Rochdale,V000844478,24/10/2014,DIRECT HEALTH UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,638.17 "
Rochdale,V000846482,31/10/2014,DIRECT HEALTH UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,909.46 "
Rochdale,V000839285,10/10/2014,DISABLED LIVING LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,500.00 
Rochdale,V000838654,06/10/2014,DISCLOSURE & BARRING SERVICE,Public Bodies,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,"2,376.00 "
Rochdale,V000838999,07/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,576.45 
Rochdale,V000839897,10/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,560.67 
Rochdale,V000840934,16/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,771.84 
Rochdale,V000840967,16/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,662.61 
Rochdale,V000846187,30/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,860.67 
Rochdale,V000846191,30/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,679.60 
Rochdale,V000846192,30/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,635.92 
Rochdale,V000838027,03/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"1,271.00 "
Rochdale,V000838029,03/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"1,719.00 "
Rochdale,V000838855,07/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,750.00 
Rochdale,V000841048,17/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,750.00 
Rochdale,V000841049,17/10/2014,DOMAIN CARE NORTH WEST LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"2,469.00 "
Rochdale,V000838664,06/10/2014,DR A PAIVA CORREIA,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"1,778.10 "
Rochdale,V000840820,16/10/2014,DR B BENATAR,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"1,210.50 "
Rochdale,V000836943,29/09/2014,DR C A WILSON,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,591.90 
Rochdale,V000840794,16/10/2014,DR K BAIDEN-AMISSAH,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"1,661.80 "
Rochdale,V000840818,16/10/2014,DR S TITI,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"1,330.30 "
Rochdale,V000840791,16/10/2014,DR SADHNA BHATNAGAR,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"1,151.20 "
Rochdale,V000838736,06/10/2014,DTZ DEBENHAM TIE LEUNG LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"1,644.00 "
Rochdale,V000838031,03/10/2014,E MARLAND CHILDRENS RESPITE CARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,512.00 
Rochdale,V000838032,03/10/2014,E MARLAND CHILDRENS RESPITE CARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,512.00 
Rochdale,V000840921,16/10/2014,EARLY BREAK,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,D&A DIP COMMISSIONED,"34,196.19 "
Rochdale,V000832862,01/10/2014,EARLY BREAK,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"99,850.00 "
Rochdale,V000838868,07/10/2014,EARLY BREAK,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEY MIDD ROCH PCT FUNDING,"6,000.00 "
Rochdale,V000836654,29/09/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"4,767.50 "
Rochdale,V000841044,17/10/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"4,767.50 "
Rochdale,V000844376,24/10/2014,EC SAFEGUARDING CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"4,767.50 "
Rochdale,V000845359,27/10/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"1,271.00 "
Rochdale,V000844576,24/10/2014,EDENFIELD ROAD SURGERY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"2,193.39 "
Rochdale,V000844150,22/10/2014,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"47,786.60 "
Rochdale,V000838768,07/10/2014,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,646.24 
Rochdale,V000844151,22/10/2014,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,758.68 
Rochdale,V000837501,30/09/2014,EDF ENERGY 1 LIMITED,Utilities,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"2,753.01 "
Rochdale,V000838551,06/10/2014,EDF ENERGY 1 LIMITED,Utilities,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"8,886.56 "
Rochdale,V000841289,20/10/2014,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"2,132.21 "
Rochdale,V000841077,20/10/2014,ELDERCARE UK LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"6,659.23 "
Rochdale,V000839755,10/10/2014,ELECTRICITY NORTH WEST LTD,Utilities,PROPERTY AND HIGHWAYS,HIP MOSSWAY - FOOTWAY/WALL SURVEY,"7,362.37 "
Rochdale,V000845993,29/10/2014,ELECTRICITY NORTH WEST LTD,Utilities,ECONOMY AND ENVIRONMENT,RIVER ST WIDENING,818.80 
Rochdale,V000839653,10/10/2014,EMO OIL LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"5,692.23 "
Rochdale,V000837711,02/10/2014,EMPLOYEE ADVISORY RESOURCE LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,MANAGEMENT ADMIN,"3,250.00 "
Rochdale,V000832893,01/10/2014,ENLIGHTENING,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"1,604.17 "
Rochdale,V000819707,30/09/2014,ENTERPRISE MANCHESTER PARTNERSHIP LTD,Environmental Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"1,042.36 "
Rochdale,V000832854,01/10/2014,ENVIRONMENT AGENCY,Environmental Services,PROPERTY AND HIGHWAYS,FLOOD DEFENCE LEVY,"23,492.00 "
Rochdale,V000846171,30/10/2014,ENVIRONMENTAL PROJECT SERVICES LTD,Education,CHILDREN’S SOCIAL CARE,CONNECTED PERSONS FOSTER ASSESS,995.00 
Rochdale,V000837515,01/10/2014,ESSENTIAL LEARNING COMPANY LTD,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,500.00 
Rochdale,V000838687,06/10/2014,ETHICAL MANAGEMENT CONSULTANCY LTD,Consultancy,CUSTOMERS & CORPORATE SERVICES,LEARNING & DEVELOPMENT,680.15 
Rochdale,V000841411,20/10/2014,F BRIERLEY & SON LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN HALL,670.00 
Rochdale,V000840942,16/10/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,ASHFIELD VALLEY,"1,800.00 "
Rochdale,V000840910,16/10/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,OLSP JUNIOR,"2,730.00 "
Rochdale,V000840952,16/10/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,SPOTLAND,"2,730.00 "
Rochdale,V000840908,16/10/2014,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,ST JOHN FISHER GM SCHOOL,"6,122.00 "
Rochdale,V000837908,14/10/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"2,939.52 "
Rochdale,V000840841,17/10/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"7,000.00 "
Rochdale,V000841122,17/10/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"7,000.00 "
Rochdale,V000840841,21/10/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"-7,000.00 "
Rochdale,V000838817,07/10/2014,F S MOULT & SON,Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"2,234.59 "
Rochdale,V000835609,01/10/2014,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,980.00 
Rochdale,V000840865,16/10/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,5 DISABLED PARKING BAYS,"1,245.42 "
Rochdale,V000837776,02/10/2014,F W SHERRATT LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,CHEAPSIDE RETAINING WALL MIDDLETON,"1,609.89 "
Rochdale,V000844805,27/10/2014,FAIRYFEET PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,910.00 
Rochdale,V000839690,10/10/2014,FAMILY ACTION,Financial Services,EARLY HELP AND SCHOOLS,PARENT PARTNERSHIP SERVICE,"15,319.36 "
Rochdale,V000845449,28/10/2014,FIONA HOLLORAN,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,600.00 
Rochdale,V000845293,27/10/2014,FIRWOOD MANOR PREPARATORY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"1,636.60 "
Rochdale,V000845294,27/10/2014,FISC HEALTHCARE LLP,Healthcare,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,"1,095.00 "
Rochdale,V000844807,27/10/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000844808,27/10/2014,FISHERFIELD FARM NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000844806,27/10/2014,FISHERFIELD FARM NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000846243,30/10/2014,FISHERS CLEANING SERVICES LIMITED,Cleaning & Janitorial,LEARNING DIS & MENTAL HEALTH,GENERAL,925.00 
Rochdale,V000840263,14/10/2014,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,703.92 "
Rochdale,V000844454,24/10/2014,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"1,150.00 "
Rochdale,V000844209,22/10/2014,FLINT BISHOP LLP,Legal Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"17,073.50 "
Rochdale,V000839004,07/10/2014,FOOTSTEPS A PATH TO CHANGE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"15,500.00 "
Rochdale,V000839302,09/10/2014,FOOTSTEPS A PATH TO CHANGE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"15,000.00 "
Rochdale,V000838418,06/10/2014,FOOTSTEPS A PATH TO CHANGE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,800.00 
Rochdale,V000838670,06/10/2014,FORENSICS LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,510.00 
Rochdale,V000840793,16/10/2014,FORENSICS LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,575.00 
Rochdale,V000838738,06/10/2014,FRANK BLAKELEY & SONS LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,(WFL) WIDER FAMILY LEARNING LSC,753.00 
Rochdale,V000837837,03/10/2014,FREEDOM COMMUNICATIONS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,430.00 "
Rochdale,V000841080,17/10/2014,FREEDOM COMMUNICATIONS,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"2,080.00 "
Rochdale,V000840669,15/10/2014,FRESH FROM THE STUDIO,Facilities & Management Services,ECONOMY AND ENVIRONMENT,CREATIVE EMPL PROGRAMME,"2,774.00 "
Rochdale,V000840201,15/10/2014,FRIENDS OF OLDER PARENT CARERS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"3,743.16 "
Rochdale,V000839329,09/10/2014,FRS ROOFING SERVICES LIMITED,Unclassifiable,EARLY HELP AND SCHOOLS,SPOTLAND ROOF REPLACEMENT,"29,809.15 "
Rochdale,V000839312,09/10/2014,FRS ROOFING SERVICES LIMITED,Unclassifiable,EARLY HELP AND SCHOOLS,ST EDWARDS ROOF REPLACEMENT 2 & 3 PHASE,"15,366.72 "
Rochdale,V000839699,10/10/2014,FUTURE DIRECTIONS CIC,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"4,090.50 "
Rochdale,V000840052,23/10/2014,G M WASTE DISPOSAL AUTHORITY,Environmental Services,ECONOMY AND ENVIRONMENT,WASTE DISPOSAL LEVY,"1,242,500.00 "
Rochdale,V000838686,06/10/2014,G W THEATRE COMPANY LIMITED,Human Resources,EARLY HELP AND SCHOOLS,EQUALITIES COMMUNITY & COHESION RESOURCE,"2,300.00 "
Rochdale,V000837814,02/10/2014,G W THEATRE COMPANY LIMITED,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"2,300.00 "
Rochdale,V000837556,01/10/2014,GABLES UK LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT 2ND PHASE,"9,268.35 "
Rochdale,V000837556,01/10/2014,GABLES UK LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,NEWHEY ROOF REPLACEMENT 2ND PHASE,"37,381.55 "
Rochdale,V000845307,27/10/2014,GABLES UK LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,NEWHEY ROOF REPLACEMENT 2ND PHASE,"2,070.80 "
Rochdale,V000846172,30/10/2014,GARNER TOWN PLANNING,Consultancy,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"3,552.35 "
Rochdale,V000839217,08/10/2014,GATENBY SANDERSON,Human Resources,PROPERTY AND HIGHWAYS,ESTATES & ASSET MANAGEMENT,"12,160.00 "
Rochdale,V000839685,10/10/2014,GATENBY SANDERSON,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"9,384.00 "
Rochdale,V000844809,27/10/2014,GENESIS DAY CARE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,840.00 
Rochdale,V000838827,07/10/2014,GEORGE HOUSE TRUST,Healthcare,PUBLIC HEALTH,GEORGE HOUSE,"1,414.58 "
Rochdale,V000840504,14/10/2014,GLOUCESTERSHIRE COUNTY COUNCIL,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"9,000.00 "
Rochdale,V000837553,01/10/2014,GM BUSINESS SUPPORT LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),"5,500.00 "
Rochdale,V000838412,15/10/2014,GMCA,Financial Services,ECONOMY AND ENVIRONMENT,GMPTE LEVY,"1,554,300.00 "
Rochdale,V000832068,08/10/2014,GRANT THORNTON UK LLP,Financial Services,FINANCE SERVICES,CENTRAL FINANCE  SYSTEMS AND ADMIN,"45,090.00 "
Rochdale,V000838063,03/10/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,581.37 "
Rochdale,V000839834,10/10/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,472.16 "
Rochdale,V000841112,17/10/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,819.90 "
Rochdale,V000844480,24/10/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,247.48 "
Rochdale,V000846489,31/10/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,609.28 "
Rochdale,V000841264,20/10/2014,GREEN ZONE SURVEYS UK LTD,Environmental Services,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"1,050.00 "
Rochdale,V000846028,29/10/2014,GREEN ZONE SURVEYS UK LTD,Environmental Services,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"2,590.00 "
Rochdale,V000840685,15/10/2014,GROSVENOR FACILITIES MANAGEMENT LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,SCHOOLS BUSINESS UNIT,"1,000.00 "
Rochdale,V000846167,30/10/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,EARLY HELP AND SCHOOLS,CHILDREN`S CENTRES CAPITAL,"2,835.00 "
Rochdale,V000845344,27/10/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,EARLY HELP AND SCHOOLS,DERBY ST CHILDRENS CENTRE,"1,990.00 "
Rochdale,V000845891,28/10/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,NEW CEMETERY (ROCHDALE),"75,652.11 "
Rochdale,V000836933,29/09/2014,GROUNDWORK LANDSCAPES LIMITED,Horticultural,EARLY HELP AND SCHOOLS,Primary School Place-Planning (Mod10/11),"4,515.00 "
Rochdale,V000846217,30/10/2014,GROVER LEWIS ASSOCIATES,Consultancy,ECONOMY AND ENVIRONMENT,ROOLEY MOOR WIND FARM,"3,950.00 "
Rochdale,V000837774,02/10/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,M`TON GARDENS PUBLIC REALM - £2M,"6,586.00 "
Rochdale,V000840833,16/10/2014,GTM ELECTRICAL SERVICES LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,NEW CEMETERY (ROCHDALE),"7,987.32 "
Rochdale,V000836950,29/09/2014,GTR MANCH WEST MENTAL HEALTH NHS FOUNDATION TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"2,208.00 "
Rochdale,V000843962,23/10/2014,GUINNESS HERMITAGE,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,820.25 
Rochdale,V000843963,21/10/2014,GUINNESS HERMITAGE,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,894.96 
Rochdale,V000844369,24/10/2014,H BELL & SONS ROCHDALE LTD,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,557.93 
Rochdale,V000839810,13/10/2014,H BELL & SONS ROCHDALE LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,KITCHEN & DINING FACILITY EXPS / IMPR,"36,866.41 "
Rochdale,V000841206,17/10/2014,H BELL & SONS ROCHDALE LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,"1,630.03 "
Rochdale,V000837822,03/10/2014,HALAROSE LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,ELECTIONS EQUIPMENT,603.50 
Rochdale,V000836951,29/09/2014,HALAROSE LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REG ELECTORS GENERAL,"1,500.00 "
Rochdale,V000837694,02/10/2014,HAWARDEN HOUSE PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,000.00 "
Rochdale,V000841356,20/10/2014,HAYMARKET MEDIA GROUP,Education,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"1,495.00 "
Rochdale,V000840980,16/10/2014,HEADWAY THE BRAIN INJURY ASSOCIATION,Human Resources,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,"1,000.00 "
Rochdale,V000838034,03/10/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"1,160.00 "
Rochdale,V000841059,17/10/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,646.20 
Rochdale,V000841069,17/10/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"2,100.00 "
Rochdale,V000844191,22/10/2014,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,875.00 
Rochdale,V000839630,09/10/2014,HEMMING GROUP LIMITED,Facilities & Management Services,FINANCE SERVICES,CHIEF EXECUTIVE EXPENSES,"5,600.00 "
Rochdale,V000837909,06/10/2014,HEYWOOD HANDYMAN,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,32 PRINCE STREET,805.00 
Rochdale,V000819532,31/10/2014,HG CARE SERVICES LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,-599.04 
Rochdale,V000832869,01/10/2014,HIGH LEVEL (NORTHERN) TRUST,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"92,500.00 "
Rochdale,V000836949,29/09/2014,HIGH LEVEL (NORTHERN) TRUST,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,REFURBISHMENT CHAPNESS HALL,"7,137.27 "
Rochdale,V000846265,30/10/2014,HOLLINGWORTH ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"3,000.00 "
Rochdale,V000841913,20/10/2014,HOLLINGWORTH ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"6,556.15 "
Rochdale,V000838061,03/10/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,867.13 "
Rochdale,V000839837,10/10/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,028.13 "
Rochdale,V000841110,17/10/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,331.82 "
Rochdale,V000844484,24/10/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,941.86 "
Rochdale,V000846487,31/10/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"4,928.90 "
Rochdale,V000839687,10/10/2014,HOME-START ROCHDALE BOROUGH,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MANAGEMENT,"24,137.00 "
Rochdale,V000844288,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"1,667.50 "
Rochdale,V000844289,27/10/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"1,441.00 "
