YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Epinephelus Spp,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lates Calcarifer,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lethrinus Spp,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Lutjanus Spp,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Otra Pesca,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Parastromateus Niger,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Parupeneus Indicus,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Scomberomorus Spp,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03028990,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Sillago Sihama,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03063390,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Portunus Pelagicus,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1294,1162.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,03074220,03024990|03028180|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Loligo Spp,Acanthurus Spp|Caranx Spp|Epinephelus Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Spp|Parastromateus Niger|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Sillago Sihama,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,25080,22000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,03046200,03046200,Pangasius Spp,Pangasius Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,25080,22000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,03046200,03046200,Pangasius Spp,Pangasius Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,13920,9984,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,-,16041997,16041997,Pangasius Spp,Pangasius Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,ZA,GB,Heathrow,GB,GB,ZA,South Africa,GB,CVEDP,No,Human Consumption,144,97,/,/,notsatisfactory,satisfactory,satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,1. Re-Export,1. Absence/Invalid Certificate,2017-04-10,2017,Q2,4,10,-,00003504,00003504,Mammalia,Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,23777,17558.4,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,03032300,03032300,Oreochromis Spp,Oreochromis Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,CN,GB,Southampton P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24900,18160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,03032300,03032300,Oreochromis Spp,Oreochromis Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,10,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24590,15764.11,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,03047110,03047110,Gadus Macrocephalus,Gadus Macrocephalus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03032500,03032500|03032500|03032500|03038910|03038910|03038910,Catla Catla,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03032500,03032500|03032500|03032500|03038910|03038910|03038910,Cirrhinus Cirrhosus,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03032500,03032500|03032500|03032500|03038910|03038910|03038910,Labeo Rohita,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03038910,03032500|03032500|03032500|03038910|03038910|03038910,Sperata Aor,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03038910,03032500|03032500|03032500|03038910|03038910|03038910,Tenualosa Ilisha,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MM,GB,Felixstowe P,GB,GB,MM,Myanmar,GB,CVEDP,No,Human Consumption,24641,23545,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03038910,03032500|03032500|03032500|03038910|03038910|03038910,Wallago Attu,Catla Catla|Cirrhinus Cirrhosus|Labeo Rohita|Sperata Aor|Tenualosa Ilisha|Wallago Attu,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1348,1226,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,00160300,00160300,Pesca,Pesca,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NG,GB,Tilbury P,GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,280,256,/,/,satisfactory,notsatisfactory,satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,-,2. Non Approved Country,2017-04-12,2017,Q2,4,12,-,00002104,00002104,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Heathrow,DE,DE,NZ,New Zealand,DE,CVEDP,No,Human Consumption,4344.2,4033.55,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,02042230,02042230|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,Germany,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Heathrow,DE,DE,NZ,New Zealand,DE,CVEDP,No,Human Consumption,4344.2,4033.55,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,02042300,02042230|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,Germany,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14911.29,14428.49,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,02044250,02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14486.76,14022.56,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044250,02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14504.52,14042.12,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044250,02044250,Ovis Aries,Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14699.59,14224.09,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044250,02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22527.53,21070.31,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042230,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22527.53,21070.31,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042250,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22527.53,21070.31,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042300,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9446.73,8698.05,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044250,02044250|02044250|02044250|02044250|02044290|02044310|02044310|02044310|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9446.73,8698.05,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044290,02044250|02044250|02044250|02044250|02044290|02044310|02044310|02044310|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9446.73,8698.05,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044310,02044250|02044250|02044250|02044250|02044290|02044310|02044310|02044310|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8578.74,8040.79,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042210,02042210|02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8578.74,8040.79,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042230,02042210|02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8578.74,8040.79,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042250,02042210|02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8578.74,8040.79,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042300,02042210|02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11562.49,10857.98,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042230,02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11562.49,10857.98,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042250,02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11562.49,10857.98,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042300,02042230|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21894.27,20493.69,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042230,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21894.27,20493.69,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042250,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,21894.27,20493.69,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02042300,02042230|02042250|02042250|02042250|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9663.02,8922.78,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044250,02044250|02044250|02044250|02044250|02044290|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9663.02,8922.78,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044290,02044250|02044250|02044250|02044250|02044290|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
