Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10091710,4418.8,Contractors
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,TR CONTROL SOLUTIONS LTD,TRCS_16_I3042_UK,1885,Repairs/Maintenance - Contracted costs
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,TR CONTROL SOLUTIONS LTD,TRCS_16_I3042_UK,2200,Repairs/Maintenance - Contracted costs
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,TR CONTROL SOLUTIONS LTD,TRCS_16_I3042_UK,3483,Repairs/Maintenance - Contracted costs
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,TR CONTROL SOLUTIONS LTD,TRCS_16_I3042_UK,3170,Repairs/Maintenance - Contracted costs
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10094021,967.17,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Corporate Communications,CAPITA BUSINESS SERVICES (CL1),LO10094021,2492.48,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Commercial,CAPITA BUSINESS SERVICES (CL1),LO10094021,118,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10094021,2450.15,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Information Security,CAPITA BUSINESS SERVICES (CL1),LO10094021,3449.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10094021,1767.38,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10094021,2209.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10094021,1354.52,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10094021,2548.2,Supplier Partner - Base
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10094021,2209.4,Supplier Partner - Base
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10094021,1698.8,Supplier Partner - Base
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10094021,720.56,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Design Authority,CAPITA BUSINESS SERVICES (CL1),LO10094021,3386.3,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10094021,1884.2,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10094021,11478.42,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10094021,1674.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Customer Services Directorate,CAPITA BUSINESS SERVICES (CL1),LO10094021,2045.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10094021,1693.15,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10094021,2318.28,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10094021,1560.06,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10094021,1884.2,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10094021,785.5,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10094021,1785.4,Supplier Partner - Base
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10094021,677.26,Contractors
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051586851,6747.92,Postage
BIS,SLC,14/03/2016,RECRUITMENT COSTS,Human Resources,TOTAL JOBS GROUP,80657600,2500,Recruitment Advertising
BIS,SLC,14/03/2016,RECRUITMENT COSTS,Human Resources,HUDSON GLOBAL RESOURCES,60140271,5292.14,Agency Placement Fees
BIS,SLC,14/03/2016,TRAVEL,Commercial,HOGG ROBINSON (TRAVEL) LTD T/A HRG UK,198,459.56,Travel Booking Management Fee
BIS,SLC,14/03/2016,TRAVEL,Commercial,HOGG ROBINSON (TRAVEL) LTD T/A HRG UK,198,6032.56,Travel
BIS,SLC,14/03/2016,TRAVEL,Commercial,HOGG ROBINSON (TRAVEL) LTD T/A HRG UK,198,63.7,Travel Booking Management Fee
BIS,SLC,14/03/2016,RECRUITMENT COSTS,Human Resources,NEWSQUEST SOUTH WALES,14486001,3712.5,Recruitment Advertising
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,ICT Development Resource Pool,SYNTEL EUROPE LIMITED,SYNUK006445,42804,Supplier Partner - Base
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,ICT Development Resource Pool,SYNTEL EUROPE LIMITED,SYNUK006445,112960,Supplier Partner - Base
BIS,SLC,14/03/2016,TELEPHONE,Contact Centre Central Management,MM TELEPERFORMANCE LTD,541004,381455.42,3rd Party Telephone Services
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10099079,4418.8,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10099079,1801.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10099079,12279.24,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10099079,1884.2,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10099079,2897.85,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10099079,4418.8,Supplier Partner - Base
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10099079,1698.8,Supplier Partner - Base
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10099079,1785.4,Supplier Partner - Base
BIS,SLC,14/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10099079,1801.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10099079,1733.4,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10099079,849.4,Supplier Partner - Base
BIS,SLC,14/03/2016,CONTRACTOR ,ICT Development Resource Pool,CAPITA BUSINESS SERVICES (CL1),LO10099079,1963.75,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Corporate Communications,CAPITA BUSINESS SERVICES (CL1),LO10099079,1246.24,Contractors
BIS,SLC,14/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10099079,883.76,Supplier Partner - Base
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,1801784892,787,Postage
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051732742,1191.1,Postage
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051728314,5284.03,Postage
BIS,SLC,14/03/2016,RECRUITMENT COSTS,Human Resources,SEARCH RECRUITMENT & SELECTION,I1495924,563.84,Agency Placement Fees
BIS,SLC,14/03/2016,SOFTWARE LICENSES,990-Projects,HF ELECTRICAL LTD,175221,2996.11,Devicelock and PGP
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,BILFINGER EUROPA FACILITY MANAGEMENT LTD,SI1607697,1880,Repairs/Maintenance - Reactive costs
BIS,SLC,14/03/2016,HEALTH SAFETY,Facilities,HETLEYS (UK) LTD,2656,47,Health and Safety
BIS,SLC,14/03/2016,HEALTH SAFETY,Facilities,HETLEYS (UK) LTD,2656,440,Health and Safety
BIS,SLC,14/03/2016,TELEPHONE,Contact Centre Central Management,HINDUJA GLOBAL SOLUTIONS LIMITED,6125000376,11038.32,3rd Party Telephone Services
BIS,SLC,14/03/2016,SUBSCRIPTIONS MEMBERSHIP FEES,Company Secretariat,ESHARE  LIMITED,10266,1050,Subscriptions
BIS,SLC,14/03/2016,TEMPORARY STAFF,Human Resources,MANPOWER UK LIMITED,DJ45937,572.63,Agency Temps
BIS,SLC,14/03/2016,HARDWARE MAINTENANCE,Server & Storage,PURE DATA SOLUTIONS LTD,SINV00062971,11052.55,Computer Systems Maintenance
BIS,SLC,14/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295508,3529.4,Contractors
BIS,SLC,14/03/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70295507,2794.1,Contractors
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051748492,1442.35,Postage
BIS,SLC,14/03/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9051748492,1091.68,Postage
BIS,SLC,14/03/2016,TEMPORARY STAFF,Financial Analysis,SEARCH RECRUITMENT & SELECTION,I1496189,600.84,Agency Temps
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,FLUID PRODUCTIONS,FP 16057,7000,Advertising
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,FLUID PRODUCTIONS,FP 16056,12000,Advertising
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,FLUID PRODUCTIONS,FP 16055,7000,Advertising
BIS,SLC,14/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,FLUID PRODUCTIONS,FP 16054,19000,Presentation/Exhib Materi
BIS,SLC,14/03/2016,TEMPORARY STAFF,Human Resources,SEARCH RECRUITMENT & SELECTION,I1496191,619.13,Agency Temps
BIS,SLC,14/03/2016,OFFICE EQUIPMENT,Facilities,ZURICH RISK SERVICES,NYL22919/2016,4345.37,Repairs/Maintenance - Contracted costs
BIS,SLC,14/03/2016,PROFESSIONAL SERVICES,990-Projects,PINSENTS MASONS LLP,6230386,20173,Professional Services
BIS,SLC,14/03/2016,TRAINING EDUCATION,Learning and Development,GLASGOW CLYDE COLLEGE,SINV.5414,600,Further Education
BIS,SLC,14/03/2016,STORAGE COSTS,ICT Service Delivery,IRON MOUNTAIN (UK) LTD,13052632,1096.82,Storage
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,GLASGOW CITY COUNCIL,06473848160660/10,139272.5,Cerium - Rates
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,GLASGOW CITY COUNCIL,06474702590561/10,84796,Cerium - Rates
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,THE STUDIO VENUE COMPANY LIMITED,30095,3000,PS 24+ Annual Seminar Programme
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,THE STUDIO VENUE COMPANY LIMITED,30095,1102.5,PS 24+ Annual Seminar Programme
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,ICT Programme & Strategy,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000604,10450,Supplier Partner - Base
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M122437,8800,Supplier Partner - Base
BIS,SLC,16/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020002,303.69,Envelopes
BIS,SLC,16/03/2016,STATIONERY,Operations Printing & Mailing,WILLIAMS LEA LIMITED,BIS-SLCL16020002,151.85,Envelopes
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,EDGE TESTING SOLUTIONS,2445,9500,Supplier Partner Resource
BIS,SLC,16/03/2016,OFFICE EQUIPMENT,Facilities,SIEMENS FINANCIAL SERVICES,244/16/0128534,2000.43,Equipment Hire
BIS,SLC,16/03/2016,COMPUTER CONSUMABLES,Telecoms,MISCO,10932439,1518.3,Consumables
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000689,14605,Supplier Partner - Base
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000689,2540,Supplier Partner - Base
BIS,SLC,16/03/2016,COLLECT CHG DFES,Agency Relationship,ROSSENDALES LIMITED,420034,17215.89,Agency Fees
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),274481,30129.02,Utilities - Lingfield Point
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),274482,2478.43,Utilities - Lingfield Point
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),274450,1012.6,Rates - Lingfield Point
BIS,SLC,16/03/2016,SUBSCRIPTIONS MEMBERSHIP FEES,Corporate Communications,GORKANA GROUP LIMITED,GB_43833,5000,Subscriptions
BIS,SLC,16/03/2016,PROFESSIONAL SERVICES,990-Projects,PINSENTS MASONS LLP,6236828,27000,Professional Services
BIS,SLC,16/03/2016,TEMPORARY STAFF,Human Resources,SEARCH RECRUITMENT & SELECTION,I1496190,561.75,Agency Temps
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,BUSINESS STREAM,2016-03,505.65,Utilities - Hillington
BIS,SLC,16/03/2016,PREMISES COSTS,Facilities,BUSINESS STREAM,2016-03,7532.05,Utilities - Glasgow
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,112,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,181,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073619,30,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,990-Projects,APT TRANSTELEX LTD,INV073619,20,Translation
BIS,SLC,16/03/2016,PUBLIC RELATIONS,Digital Delivery,APT TRANSTELEX LTD,INV073619,44,Translation
BIS,SLC,16/03/2016,POSTAGE COURIER,Operations Printing & Mailing,WHISTL,IN20PR16000611,2130.39,Postage
BIS,SLC,16/03/2016,SERVICE DELIVERY RESOURCE,Programme Management,LOCKHEED MARTIN BUSINESS TECHNOLOGY SOLUTIONS LIMITED,90015819,3756.15,Supplier Partner - Base
BIS,SLC,16/03/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01442177,571.47,People Carrier Costs
BIS,SLC,16/03/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01442177,57.15,People Carrier Costs
BIS,SLC,16/03/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01442177,93.33,People Carrier Costs
BIS,SLC,16/03/2016,SOFTWARE LICENSES,990-Projects,HF ELECTRICAL LTD,175353,1784.2,Devicelock and PGP
BIS,SLC,16/03/2016,COMPUTER EQUIPMENT,990-Projects,MAYFLEX UK LIMITED,40839601,1179.69,Computer Equipment - Clearing
BIS,SLC,16/03/2016,OUTSOURCED OPERATIONS,Information Security,EVOLVE SECURE SOLUTIONS LIMITED,SI000718,1900,Pen Testing
BIS,SLC,16/03/2016,OUTSOURCED OPERATIONS,990-Projects,EVOLVE SECURE SOLUTIONS LIMITED,SI000725,1700,Pen Testing
BIS,SLC,18/03/2016,COMPUTER EQUIPMENT,990-Projects,SPECIALIST COMPUTER CENTRES PLC,OP/M061209,16222.02,Computer Equipment - Clearing
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M096582,9240,Supplier Partner - Base
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,SPECIALIST COMPUTER CENTRES PLC,OP/M106145,7040,Supplier Partner - Base
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,Facilities,HARLEY HADDOW CONSULTING ENGINEERS,300131,1635,Architects Fees
BIS,SLC,18/03/2016,RECRUITMENT COSTS,Human Resources,HAYS SPECIALIST RECRUITMENT LTD,1006170211,5714.72,Agency Placement Fees
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,990-Projects,COMPUTACENTRE UK LTD,3880751831,1752.6,Professional Services
BIS,SLC,18/03/2016,TEMPORARY STAFF,Human Resources,MANPOWER UK LIMITED,DJ43008,572.63,Agency Temps
BIS,SLC,18/03/2016,PUBLIC RELATIONS,990-Projects,RADISSON BLU EDINBURGH,558745,5437.75,PS 24+ Annual Seminar Programme
BIS,SLC,18/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10095557,1441.12,Contractors
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10095557,849.4,Supplier Partner - Base
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10095557,1613.86,Supplier Partner - Base
BIS,SLC,18/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10095557,1674.4,Contractors
BIS,SLC,18/03/2016,TRAVEL,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10095557,2209.4,Travel
BIS,SLC,18/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10095557,1801.4,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10095557,1767.52,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10095557,3731.22,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10095557,3391.51,Contractors
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10095557,1785.4,Supplier Partner - Base
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10095557,1988.46,Supplier Partner - Base
BIS,SLC,18/03/2016,CONTRACTOR ,Corporate Communications,CAPITA BUSINESS SERVICES (CL1),LO10095557,1557.8,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10095557,1289.56,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10095557,1354.52,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10095557,2209.4,Contractors
BIS,SLC,18/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10095557,2413.1,Contractors
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,CAPITA BUSINESS SERVICES (CL1),LO10095557,2450.15,Supplier Partner - Base
BIS,SLC,18/03/2016,CONTRACTOR ,Head of Loans and Asset Sales,CAPITA BUSINESS SERVICES (CL1),LO10095557,1693.15,Contractors
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,ICT Programme & Strategy,CAPITA BUSINESS SERVICES (CL1),LO10095557,441.88,Supplier Partner Resource
BIS,SLC,18/03/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10095557,1693.15,Contractors
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,990-Projects,HCL GREAT BRITAIN LIMITED,5000054633,169511,Supplier Partner Resource
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,990-Projects,EMC COMPUTER SYSTEMS (UK) LTD,5100081037,36866.88,Professional Services
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6063194,125,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6063194,3800,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6063194,326.89,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,SOFTWARE MAINTENANCE,ICT Service Delivery,AXIOS SYSTEMS LTD,10283,83822,Helpdesk
BIS,SLC,18/03/2016,RECRUITMENT COSTS,Human Resources,SEARCH RECRUITMENT & SELECTION,I1492083,561.75,Miscellaneous Recruitment
BIS,SLC,18/03/2016,SOFTWARE LICENSES,Digital Delivery,PERISCOPIX LIMITED,20174,8250,Software Misc. Licences
BIS,SLC,18/03/2016,PUBLIC RELATIONS,Campaign & Customer Communications,PROLOG,SIN16011644,6658.82,Distribution SFE
BIS,SLC,18/03/2016,SERVICE DELIVERY RESOURCE,ICT Programme & Strategy,BE-IT RESOURCING LIMITED c/o OUTSOUCE,INV1000692,11550,Supplier Partner - Base
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6062490,486.77,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6062490,3800,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,TRAINING EDUCATION,Learning and Development,BOND SOLON TRAINING LIMITED,6062490,275,Training & Development - Counter Fraud Services
BIS,SLC,18/03/2016,RECRUITMENT COSTS,Human Resources,HUDSON GLOBAL RESOURCES,60140383,3042.6,Agency Placement Fees
BIS,SLC,18/03/2016,POSTAGE COURIER,Operations Printing & Mailing,WHISTL,IN20US16000098,139960.34,Postage
BIS,SLC,18/03/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),274169,36923.75,Rent - Lingfield Point
BIS,SLC,18/03/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),274168,259827.05,Rent - Lingfield Point
BIS,SLC,18/03/2016,PREMISES COSTS,Facilities,DIO OPS (DEFENSE ESTATES),1095073,63863.08,Cerium - Rent
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,Pre-Assessment Team,HER MAJESTY'S PASSPORT OFFICE,HMPO-PVS02319,338,IPS - On-Line Service
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,Pre-Assessment Team,HER MAJESTY'S PASSPORT OFFICE,HMPO-PVS02319,857,IPS - Auto-check
BIS,SLC,18/03/2016,POSTAGE COURIER,Operations Printing & Mailing,WHISTL,IN20PR16000612,42315.43,Postage
BIS,SLC,18/03/2016,RECRUITMENT COSTS,Human Resources,HAY GROUP MANAGEMENT LIMITED,815-3341,3900,Miscellaneous Recruitment
BIS,SLC,18/03/2016,PREMISES COSTS,Facilities,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",615110007028,42088.89,TFM
BIS,SLC,18/03/2016,PREMISES COSTS,Facilities,"DEPARTMENT FOR BUSINESS, INNOVATION & SKILLS",615110007028,3600.17,TFM
BIS,SLC,18/03/2016,ACCOMMODATION,HR Analysis,QA LIMITED,ISL132710,1750,Room Hire
BIS,SLC,18/03/2016,TEMPORARY STAFF,Financial Analysis,SEARCH RECRUITMENT & SELECTION,I1500608,633.1,Agency Temps
BIS,SLC,18/03/2016,LEASEHOLD IMPROVEMENTS,990-Projects,GRAVEN IMAGES LIMITED,9865,4155.19,Leasehold Improvements - Clearing
BIS,SLC,18/03/2016,LEASEHOLD IMPROVEMENTS,990-Projects,GRAVEN IMAGES LIMITED,9864,4155.19,Leasehold Improvements - Clearing
BIS,SLC,18/03/2016,LEASEHOLD IMPROVEMENTS,990-Projects,HARLEY HADDOW CONSULTING ENGINEERS,500112,1000,Leasehold Improvements - Clearing
BIS,SLC,18/03/2016,LEASEHOLD IMPROVEMENTS,990-Projects,HARLEY HADDOW CONSULTING ENGINEERS,500128,1000,Leasehold Improvements - Clearing
BIS,SLC,18/03/2016,TEMPORARY STAFF,Human Resources,MANPOWER UK LIMITED,DJ46280,499.88,Agency Temps
BIS,SLC,18/03/2016,COLLECT CHG DFES,Agency Relationship,AKINIKA RECOVERY SERVICES LTD,ZINV363891/93/95/97,900.37,Agency Fees
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,Customer Insight,PROFESSIONAL PLANNING FORUM,1512024,4671,Secondary Research
BIS,SLC,18/03/2016,COMPUTER EQUIPMENT,990-Projects,COMPUTACENTRE UK LTD,3880789707,663501.71,Computer Equipment - Clearing
BIS,SLC,18/03/2016,PROFESSIONAL SERVICES,990-Projects,EMC COMPUTER SYSTEMS (UK) LTD,5100084765,24208,Professional Services
BIS,SLC,18/03/2016,RECRUITMENT COSTS,Human Resources,BE-IT RESOURCING LIMITED,00262,8125,Agency Placement Fees
BIS,SLC,18/03/2016,VOICE & VIDEO MAINTENANCE,Contact Centre Central Management,ADEXCHANGE MEDIA LIMITED,24119STU,24750,IVR Maintenance
BIS,SLC,18/03/2016,LEASEHOLD IMPROVEMENTS,990-Projects,KIRK AND MARSH LTD,5568/274200,1170,Leasehold Improvements - Clearing
