Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609254,2142.90,R,ARBORY RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609256,2228.70,R,ARBORY RESIDENTIAL HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609717,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609725,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609753,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609755,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609757,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609765,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,16.09.2013,2209643694,2093.70,R,ASHLEIGH MANOR
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609549,2199.30,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609550,2002.80,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609551,2277.30,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609552,2001.90,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609553,1760.70,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609555,1750.80,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609558,2200.71,R,CLIFFORD HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,04.09.2013,2209616272,2093.70,R,MILLBROOK HOUSE (DORSET) LIMITED
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209605190,1936.80,R,MILLWAY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,30.09.2013,2209681560,767.69,R,MILLWAY HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609872,2093.70,R,MOUNTWOOD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609878,1750.80,R,MOUNTWOOD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209607794,2093.70,R,OAKLANDS REST HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609497,2093.70,R,ROTHSAY GRANGE CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209609498,2093.70,R,ROTHSAY GRANGE CARE HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,03.09.2013,2209608107,1760.70,R,THE ANDOVER NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Indep Sector,06.09.2013,2209623844,1760.70,R,THE OLD VICARAGE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,03.09.2013,2209609749,2200.50,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,03.09.2013,2209609761,2034.30,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,03.09.2013,2209609772,2093.70,R,ASHBOURNE COURT CARE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,30.09.2013,2209682728,833.16,R,BARTLETT HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,30.09.2013,2209682738,1971.76,R,BARTLETT HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Res-Test Valley Nrth Community,Purch Care-Vol Sector,03.09.2013,2209605208,2821.50,R,ENHAM
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-SuppOthAcc-HavWest,Purch Care-Indep Sector,16.09.2013,2209643501,1705.00,R,HILLSIDE LODGINGS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Telecare-Havant,Disability Aids & Equipment,09.09.2013,2209627400,930.00,R,GUINNESS CARE HAVANT
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Ticehurst Nursing Home-Ald,Agency Staff - Basic Pay,26.09.2013,2209676170,673.23,R,ELITE CARE SERVICES (SOUTHERN) LIMI
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Ticehurst Nursing Home-Ald,Catering Provisions,03.09.2013,2209612947,923.17,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Ticehurst Nursing Home-Ald,Catering Provisions,18.09.2013,2209655910,1022.04,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Ticehurst Nursing Home-Ald,Catering Provisions,19.09.2013,2209659137,902.85,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Agency Staff - Basic Pay,19.09.2013,2209657494,1577.65,R,ELITE CARE SERVICES (SOUTHERN) LIMI
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Agency Staff - Basic Pay,27.09.2013,2209679150,560.75,R,ELITE CARE SERVICES (SOUTHERN) LIMI
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Agency Staff - Basic Pay,04.09.2013,2209613997,1500.74,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Agency Staff - Basic Pay,18.09.2013,2209653761,1475.02,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Agency Staff - Basic Pay,18.09.2013,2209653774,2078.94,R,KIMBERLEY CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Catering Provisions,19.09.2013,2209658788,741.36,R,3663
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Westholme-Nursing Home-Win,Electricity,24.09.2013,1100208052,571.27,R,NPOWER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Willow Court Nursing Home-Andover,Gas,30.09.2013,1100208465,503.20,R,TOTAL GAS & POWER LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Willow Court Nursing Home-Non Del,Electrical T&I remedials,30.09.2013,3400131018,5920.00,C,FARADAYS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Willow Court Nursing Home-Non Del,Internal Decorations,05.09.2013,3400130524,658.54,R,JUSTFLOORS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,OP-Willow Court Nursing Home-Non Del,Major Electrical Works,20.09.2013,3400130894,2369.27,C,SSE CONTRACTING LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other - Local Welfare Assistance,Payments To Independent and Voluntary Bodies,04.09.2013,2209615280,16363.00,R,CIVICA UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other - Local Welfare Assistance,Payments To Independent and Voluntary Bodies,06.09.2013,2209623777,739.00,R,FURNITURE HELPLINE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other Care-Carers-PPM,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400035983,13992.33,R,THE PRINCESS ROYAL TRUST FOR CARERS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other Care-Carers-PPM,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400035984,13202.19,R,THE PRINCESS ROYAL TRUST FOR CARERS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other Care-Warm Homes Healthy People Fun,Hired & Contracted Services,18.09.2013,2209653991,38333.34,R,THE ENVIRONMENT CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Other-Deafness Support,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400035969,1292.73,R,DEAFPLUS SOUTH
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Out Of Hours Management,Council Tax,01.09.2013,9901564080,3226.00,R,FAREHAM BOROUGH COUNCIL
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,Out of Hours Services,Contract Cleaning,11.09.2013,2209634419,516.60,R,HAYWARD SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,P/SD-Homes-Capt Res Team HQ,Furniture & Fittings,18.09.2013,2209655557,747.80,R,HOPCO LIMITED
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,P/SD-John Darling Mall E'Leigh,Electricity,23.09.2013,1100207930,635.25,R,NPOWER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,P/SD-John Darling Mall E'Leigh,Sewerage - metered,27.09.2013,1100208392,1335.13,R,SOUTHERN WATER SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,P/SD-John Darling Mall E'Leigh,Water - metered,27.09.2013,1100208392,747.46,R,SOUTHERN WATER SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,P/SD-John Darling Mall-Non Del,Electrical T&I remedials,30.09.2013,3400131018,4212.00,C,FARADAYS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD Day Centre Cap Res Team HQ,Domestic & Cleaning Equipment - Purch.,02.09.2013,3400130451,849.17,R,ALLSOP & FRANCIS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD Equip & Adaptations-E'leigh & TV Sth,Purch Care-Vol Sector,11.09.2013,9400036155,882.46,R,LEONARD CHESHIRE DISABILITY
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD Self Directed Support,Hired & Contracted Services,10.09.2013,2209631579,5000.00,R,PENDERELS TRUST
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Audleys ClosBasingstoke,Electricity,02.09.2013,1100207176,1505.89,R,NPOWER
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Audleys ClosBasingstoke,"Vehicle Fuel inc petrol, diesel, etc",10.09.2013,2209630124,500.68,R,ALLSTAR BUSINESS SOLUTIONS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Audleys ClosBasingstoke,"Vehicle Fuel inc petrol, diesel, etc",24.09.2013,2209667610,551.82,R,ALLSTAR BUSINESS SOLUTIONS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Audleys Clos-Non Del,Payments to main contractor,05.09.2013,3400130526,3960.00,C,PM BUILDING CONTRACTORS LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attendant-Win Nrth Community,Purch Care-Indep Sector,26.09.2013,2209673159,803.25,R,CARE UK HOMECARE (ROMSEY)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attendant-Win Nrth Community,Purch Care-Indep Sector,02.09.2013,2209602777,2595.15,R,EVERYCARE (CENTRAL HANTS) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attendant-Win Nrth Community,Purch Care-Indep Sector,30.09.2013,2209682238,2109.30,R,EVERYCARE (CENTRAL HANTS) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attend-P-Test Valley Nrth Commun,Purch Care-Indep Sector,16.09.2013,2209643578,739.20,R,HOMECARE FINDER LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attend-P-Test Valley Nrth Commun,Purch Care-Indep Sector,23.09.2013,2209666218,590.40,R,SOMERSET CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attend-P-Test Valley Nrth Commun,Purch Care-Indep Sector,26.09.2013,2209674901,504.30,R,SOMERSET CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Care Attend-P-Test Valley Nrth Commun,Purch Care-Indep Sector,30.09.2013,2209682403,574.00,R,SOMERSET CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-Eastleigh North community,Purch Care-Vol Sector,18.09.2013,2209653290,600.00,R,SOUTHAMPTON SPECIAL PURPOSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-Eastleigh South Community,Purch Care-Vol Sector,16.09.2013,2209645428,840.00,R,SOUTHAMPTON SPECIAL PURPOSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityN,Purch Care-Indep Sector,03.09.2013,2209610792,693.42,R,HIGH HURLANDS NURSING HOME
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityN,Purch Care-Indep Sector,11.09.2013,2209635163,506.60,R,KINGSLEY VILLAGE CENTRE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityS,Purch Care-Vol Sector,18.09.2013,2209653657,707.42,R,ON TRACK
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityS,Purch Care-Vol Sector,18.09.2013,2209653669,1212.72,R,ON TRACK
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityS,Purch Care-Vol Sector,18.09.2013,2209653705,606.36,R,ON TRACK
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityS,Purch Care-Vol Sector,18.09.2013,2209653747,1414.84,R,ON TRACK
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-EHCommunityS,Purch Care-Vol Sector,18.09.2013,2209653755,909.54,R,ON TRACK
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-FareWest,Purch Care-Indep Sector-Non Care Managed,26.09.2013,2209673040,639.60,R,NIGHTINGALES GOLDEN CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-FareWest,Purch Care-Vol Sector-Non Care Managed,02.09.2013,2209603251,769.05,R,CROFTON COMMUNITY ASSOCIATION
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-GospNorth,Purch Care-Indep Sector-Non Care Managed,26.09.2013,2209673040,639.60,R,NIGHTINGALES GOLDEN CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-GospNorth,Purch Care-Vol Sector-Non Care Managed,02.09.2013,2209603251,769.04,R,CROFTON COMMUNITY ASSOCIATION
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HartCommunity,Purch Care-Indep Sector,12.09.2013,2209636811,1153.62,R,OAK FARM LEISURE & ACTIVITIES CLUB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HartCommunity,Purch Care-Vol Sector,09.09.2013,2209628155,954.98,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HartCommunity,Purch Care-Vol Sector,20.09.2013,2209662540,599.04,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HartCommunity,Purch Care-Vol Sector,23.09.2013,2209666083,599.04,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HartCommunity,Purch Care-Vol Sector,24.09.2013,2209667800,599.04,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HavWest,Purch Care-Indep Sector,13.09.2013,2209641970,642.72,R,NIGHTINGALES GOLDEN CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HavWest,Purch Care-Indep Sector,26.09.2013,2209673037,642.72,R,NIGHTINGALES GOLDEN CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-HavWest,Purch Care-Indep Sector-Block Purchase SP Only,11.09.2013,9400036219,2746.32,R,NIGHTINGALES GOLDEN CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-NFCommNorth,Purch Care-Indep Sector,24.09.2013,2209667791,1929.96,R,WINDWARD DAY SERVICES LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-NFCommNorth,Purch Care-Vol Sector,05.09.2013,2209618806,549.40,R,HEADWAY CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-RushCommunity,Purch Care-Indep Sector,11.09.2013,2209635766,1119.69,R,OAK FARM LEISURE & ACTIVITIES CLUB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-RushCommunity,Purch Care-Indep Sector,12.09.2013,2209636847,576.81,R,OAK FARM LEISURE & ACTIVITIES CLUB
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-RushCommunity,Purch Care-Vol Sector,20.09.2013,2209662511,648.96,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-RushCommunity,Purch Care-Vol Sector,20.09.2013,2209662514,599.04,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-RushCommunity,Purch Care-Vol Sector,20.09.2013,2209662549,648.96,R,DASH HAWLEY LEISURE CENTRE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-TVCommSouth,Payments to Other LocalAuthorities,20.09.2013,2209661101,1819.17,R,SEMBAL HOUSE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-WCommSouth,Purch Care-Indep Sector,02.09.2013,2209604374,946.79,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-WCommSouth,Purch Care-Indep Sector,17.09.2013,2209649407,771.30,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Day Care-WCommSouth,Purch Care-Indep Sector,17.09.2013,2209649545,946.79,R,PERSONAL PAYMENTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Deaf & Hard Hearing-F/G,Disability Aids & Equipment,03.09.2013,2209611085,693.28,R,ACTION ON HEARING LOSS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Deaf & Hard Hearing-F/G,Disability Aids & Equipment,03.09.2013,2209611085,1598.09,R,ACTION ON HEARING LOSS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Payments To Independent and Voluntary Bodies,26.09.2013,2209673809,792.00,R,SOMERSET CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Payments To Independent and Voluntary Bodies,30.09.2013,2209681463,792.00,R,SOMERSET CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602878,580.00,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602922,570.71,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602922,1874.33,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602933,580.00,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602938,580.00,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,02.09.2013,2209602943,2929.58,R,ACCESS CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,05.09.2013,2209617234,537.07,R,ALL CARE (GB) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,06.09.2013,2209622451,1119.36,R,ALL CARE (GB) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,06.09.2013,2209622777,512.00,R,ALL CARE (GB) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,09.09.2013,2209625667,636.08,R,ALL CARE (GB) LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,09.09.2013,2209628337,1608.40,R,BLUEBIRD CARE (HOOK)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,17.09.2013,2209647131,765.60,R,BRIGHT YELLOW SOLUTIONS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,10.09.2013,2209630828,513.90,R,CARE UK HOMECARE (ROMSEY)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,24.09.2013,2209669555,528.89,R,CARE UK HOMECARE (ROMSEY)
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,23.09.2013,2209663545,818.44,R,DE VERE CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,23.09.2013,2209663562,1578.43,R,DE VERE CARE
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,09.09.2013,2209626404,551.76,R,J&K CARE SPECIALISTS
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209682783,673.98,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209682905,2596.36,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209682917,624.32,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209682933,1314.44,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209682975,562.63,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209683040,3101.39,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209683141,887.36,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,30.09.2013,2209683253,649.35,R,MAGNATA CARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,04.09.2013,2209613713,665.50,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,04.09.2013,2209615096,1332.00,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,13.09.2013,2209642845,2424.00,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,26.09.2013,2209675174,686.00,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,26.09.2013,2209675960,1364.50,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,26.09.2013,2209676177,2506.00,R,MAYCARE LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,09.09.2013,2209627491,1394.40,R,NURSE PLUS & CARE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,09.09.2013,2209627616,863.20,R,NURSE PLUS & CARE PLUS UK LTD
HAMPSHIRE COUNTY COUNCIL,ADULT SERVICES,PD-Dom Care-P-BasSupport,Purch Care-Indep Sector,23.09.2013,2209665862,671.50,R,SOMERSET CARE LTD
