Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,THAMESMEAD NHS HEALTH CENTRE,3332447," 58,407.29 ",,LNW000003245
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR LOGAN L C & PARTNERS,3364323," 58,433.09 ",,KC000016080
Department of Health,NHS England,30/04/2014,Capital,Capital,NHS BLACKBURN WITH DARWEN CCG,3362501," 58,440.61 ",,7011100111
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR WATSON H J & PARTNERS,3271776," 58,446.87 ",,LD000007854
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HILL LANE SURGERY,3408310," 58,479.27 ",,SO000014617
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,RALEIGH SURGERY EXMOUTH,3409017," 58,495.44 ",,DN000011182
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FAIRMORE MED PRACTICE,3472122," 58,496.58 ",,LA000010057
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR V S IYER & PARTNER,3314441," 58,504.27 ",,CB000006807
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GULATI R,3439986," 58,512.75 ",,MAN000003661
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,PHOENIX FUTURES,3330248," 58,514.75 ",,111627
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WHITE HORSE VALE,3471945," 58,526.05 ",,BD000005228
Department of Health,NHS North Of England CSU,30/04/2014,Establishment,CSUs,BT GLOBAL SERVICES,3483247," 58,536.42 ",,790115724
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BARMSTON MEDICAL CENTRE,3316230," 58,552.76 ",,SUN000002367
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care,SPECSAVERS OPTICIANS,3333623," 58,558.58 ",,4185552_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR E AHMED & PARTNERS,3457745," 58,565.88 ",,LA000009951
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CORKLAND RD MEDICAL PRACTICE,3453178," 58,570.52 ",,MAN000003627
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR S BASU,3331811," 58,587.07 ",,BRA000004090
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SEAL MEDICAL GROUP,3320191," 58,599.65 ",,TW000008373
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3514534," 58,601.51 ",,4205104_S
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",3468640," 58,610.00 ",,7014200023
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CASTLEHEAD MEDICAL CENTRE,3336742," 58,611.82 ",,CU000004512
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PLAS MEDDYG SURGERY,3396244," 58,634.07 ",,LNW000003361
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SOUTHGATE SURGERY,3332590," 58,634.83 ",,LNE000005039
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,VICTORIA MEDICAL PRACTICE,3350101," 58,643.66 ",,YW000005417
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEST CORNFORTH SURGERY,3318045," 58,653.02 ",,DR000004677
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR M AHMAD & PARTNERS WIGAN,3331552," 58,680.86 ",,WIG000005721
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CAPLAN M,3439945," 58,709.50 ",,MAN000003611
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CENTRAL MEDICAL CENTRE,3321607," 58,714.11 ",,LNP000006763
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR JOHNSON S R & PARTNERS,3490779," 58,726.80 ",,KC000016962
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEST STREET SURGERY CHIPPING NORTON,3456540," 58,751.78 ",,OX000005335
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR PASOLA M,3351324," 58,793.21 ",,KC000016086
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,3301314," 58,800.09 ",,139050
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GRAVESHAM BOROUGH COUNCIL,3330540," 58,804.00 ",,364005701002031000000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LICHFIELD DISTRICT COUNCIL,3452437," 58,804.00 ",,9360641612031450000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WIRRAL BOROUGH COUNCIL,3437064," 58,804.00 ",,171234-17-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GRASSINGTON MEDICAL PRACTICE,3437646," 58,878.36 ",,YN000006269
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PAINTER & PARTNERS,3456413," 58,878.62 ",,LNH000003526
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,CORNERWAYS MEDICAL,3395431," 58,883.42 ",,STL000005143
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MARLBOROUGH STREET SURGERY,3514813," 58,886.56 ",,DN000011641
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NELSON MEDICAL GROUP,3316507," 58,905.90 ",,NEW000003274
Department of Health,NHS England,30/04/2014,Establishment,Primary Care & Secondary Dental,NHS BROMLEY CCG,3241770," 58,909.93 ",,7022700189
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR GRAINGER & PARTNERS,3455691," 58,927.07 ",,NEW000003404
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,G ASKEW,3439984," 58,936.42 ",,MAN000003659
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PATEL & PARTNERS,3332257," 58,937.19 ",,LNS000008705
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OLD KENT ROAD SURGERY,3332300," 58,943.92 ",,LNS000008785
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FIRDALE MEDICAL CENTRE,3422207," 58,974.50 ",,CH000006801
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SOUTHVILLE SURGERY,3459621," 58,977.10 ",,BRS000008075
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MANCHESTER ROAD MEDICAL CENTRE KNUTSFORD,3411345," 58,980.69 ",,CH000006875
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RJ SALUJA,3453262," 58,981.32 ",,LNM000006383
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR DAWSON & PARTNERS,3331347," 58,986.03 ",,CB000006697
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHILD S W & PARTNER,3331928," 58,989.42 ",,EX000015002
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR GC LAWLEY,3453238," 58,996.22 ",,LNM000006306
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LONDON STREET SURGERY,3422030," 58,998.81 ",,BE000006226
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR ANISKOWICZ & PARTNERS,3314331," 58,999.08 ",,CB000006683
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEALEY SURGERY,3441117," 59,003.67 ",,ROC000003073
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HBP SURGERY LUNDWOOD,3330628," 59,010.42 ",,60
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WINDRUSH SURGERY BANBURY,3456561," 59,051.73 ",,OX000005356
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TRAFALGAR MEDICAL PRACTICE,3427131," 59,061.54 ",,YN000006346
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3304671," 59,062.24 ",,4186196_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SCARLETT & PARTNERS,3455736," 59,063.86 ",,NEW000003448
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Public Health,VALENTINE HEALTH PARTNERSHIP,3486218," 59,083.33 ",,HV2014201501
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEALTH CENTRE CHILLINGTON KINGSBRIDGE,3408974," 59,110.18 ",,DN000011135
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HINGHAM SURGERY,3318218," 59,116.89 ",,NF000007566
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHADWELL HEATH SURGERY,3316794," 59,118.55 ",,LNB000003818
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GIGGS HILL SURGERY,3321433," 59,118.95 ",,SY000006889
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TAME VALLEY MEDICAL CENTRE,3453378," 59,128.37 ",,GMK000003523
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GREENVIEW SURGERY,3471589," 59,139.79 ",,NO000005186
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HODKINSON & PARTNERS,3458929," 59,141.22 ",,EX000015722
Department of Health,NHS Central Eastern CSU,30/04/2014,Supplies and services – general,CSUs,ATTAIN COMMISIONING SERVICES LTD,3435363," 59,142.12 ",,644
Department of Health,NHS England,30/04/2014,General Opthalmic services,Other Commissioning,SPECSAVERS OPTICIANS,3291763," 59,146.71 ",,4171236_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR OSBORNE N W & PTNS,3271755," 59,149.01 ",,LD000007830
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR AJ BRZEZICKI & PARTNERS,3321275," 59,149.72 ",,LNR000003963
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STAUNTON SURGERY,3421855," 59,151.79 ",,SO000014707
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SHEPHALL SURGERY,3472240," 59,155.33 ",,HT000008216
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,3301726," 59,187.57 ",,139885
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MCCOLLUM & PARTNERS,3471844," 59,190.59 ",,LNH000003516
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LONDONWIDE LMCS,3436440," 59,211.25 ",,890
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HEYWOOD FAMILY PRACTICE,3320922," 59,217.35 ",,BRS000007685
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,PREMIER PRIMARYCARE LTD,3351585," 59,228.50 ",,KC000016388
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,POOL MEDICAL CENTRE,3318626," 59,231.66 ",,WA000004672
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR WINCH T & PARTNERS,3476375," 59,243.76 ",,KC000016679
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BROWNE & PARTNERS NOTTINGHAM,3393802," 59,248.33 ",,NN000009315
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BREDON HILL SURGERY,3332438," 59,249.52 ",,WR000005588
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HAVERGAL VILLAS,3332582," 59,270.97 ",,LNE000005013
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR O P JACK & PARTNER,3320671," 59,271.78 ",,WR000005536
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DOVER DISTRICT COUNCIL,3257079," 59,286.00 ",,200010051713031000000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DUDLEY METROPOLITAN BOROUGH COUNCIL,3313653," 59,286.00 ",,167699-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DURHAM COUNTY COUNCIL,3284413," 59,286.00 ",178178130,167864-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NORTH HERTFORDSHIRE DISTRICT COUNCIL,3436904," 59,286.00 ",,169948-11-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ST ALBANS CITY AND DISTRICT COUNCIL,3379905," 59,286.00 ",,169544-10-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WIRRAL BOROUGH COUNCIL,3437049," 59,286.00 ",,171224-17-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CEDAR MEDICAL PRACTICE,3471737," 59,312.66 ",,KHU000006142
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LOWE & PARTNERS,3292897," 59,349.11 ",,STL000004820
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ASSURA MEDICAL CENTRES LTD,3288560," 59,350.32 ",,LINV007098
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,CLANRICARDE MEDICAL CENTRE,3490729," 59,368.49 ",,KC000016909
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,THORNTON SURGERY,3394531," 59,371.73 ",,SOP000003402
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ELMS MEDICAL CENTRE WHITEFIELD,3453386," 59,377.61 ",,ROC000003067
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WOODBURY SURGERY,3409058," 59,396.65 ",,DN000011229
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PRUDHOE MEDICAL GROUP,3316553," 59,403.74 ",,NR000002920
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,DATEK CABLING LTD,3469060," 59,407.20 ",,1189
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OAKLEIGH ROAD HEALTH CENTRE,3471847," 59,417.27 ",,LNH000003524
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WOODLANE MEDICAL CENTRE,3315210," 59,424.24 ",,LNC000004285
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LITTLE BUSHEY SURGERY,3472219," 59,429.71 ",,HT000008146
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MEDICAL CENTRE FREMINGTON,3514815," 59,452.44 ",,DN000011643
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SOUTH LAMBETH ROAD PRACTICE,3332317," 59,465.41 ",,LNS000008819
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,AVENUE MEDICAL CENTRE SLOUGH,3321228," 59,495.19 ",,BE000006065
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3319511," 59,495.67 ",,4193900_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BLACKFRIARS MEDICAL PRACTICE,3332236," 59,495.70 ",,LNS000008661
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GORTON STREET PRACTICE,3472124," 59,500.68 ",,LA000010067
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NEW HALL LANE PRACTICE,3472141," 59,531.69 ",,LA000010139
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR G SAGAR & PARTNERS,3437694," 59,535.10 ",,NF000007852
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PATEL J K V & PTNRS,3271751," 59,543.34 ",,LD000007826
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HARBURY SURGERY,3318624," 59,556.74 ",,WA000004666
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LONG BUCKBY PRACTICE,3317653," 59,590.67 ",,NO000005049
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,GATESHEAD HEALTH NHS FOUNDATION TRUST,3379327," 59,625.00 ",,306784
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,GATESHEAD HEALTH NHS FOUNDATION TRUST,3468818," 59,625.00 ",,306610
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR N BURBIDGE,3453254," 59,628.95 ",,LNM000006364
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FAR LANE MEDICAL CENTRE,3454813," 59,630.99 ",,SHE000004175
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WILLIAMS RM & PARTNERS,3394412," 59,632.12 ",,BIK000003022
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HIGHGATE SURGERY HBP,3330629," 59,635.42 ",,56
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BLACKFORD HOUSE MEDICAL CENTRE,3441089," 59,679.91 ",,ROC000003040
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GEORGE V K & PARTNER,3472267," 59,680.96 ",,EX000015704
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR P J R HARSTON & PARTNERS,3318175," 59,711.62 ",,NF000007518
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ONE MEDICARE LTD KEIGHLEY,3331840," 59,712.81 ",,BRA000004126
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR KINGHORN S H & PARTNERS,3456273," 59,716.20 ",,LDS000007108
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RAE & PARTNERS,3455720," 59,731.12 ",,NEW000003432
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WILSON DH & PARTNERS,3292965," 59,731.36 ",,STL000004888
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BYFIELD MEDICAL CENTRE,3471583," 59,747.05 ",,NO000005151
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NORTH SOMERSET COUNCIL,3379310," 59,768.00 ",,7000170068
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SHROPSHIRE COUNCIL,3451744," 59,768.00 ",,214484487000003000000000
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,PENNINE ACUTE HOSPITALS NHS TRUST,3436472," 59,769.08 ",,107311
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,3514071," 59,778.33 ",,17214
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CLAASSEN & PARTNER,3321049," 59,789.02 ",,LNH000003387
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CHAWTON HOUSE SURGERY,3408241," 59,807.16 ",,SO000014533
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SCHOFIELD & BRINDLE,3292937," 59,809.85 ",,STL000004860
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CARE UK CLINICAL SERVICES LTD,3268620," 59,820.39 ",594959072,120031114
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LAURELS MEDICAL PRACTICE,3332583," 59,846.92 ",,LNE000005017
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR A J CRAVEN & PARTNERS,3472086," 59,855.19 ",,LA000009933
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR WILCOCK & PARTNERS,3321295," 59,861.47 ",,LNR000004017
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RODGER,3314190," 59,861.79 ",,MAN000003509
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEAVERHAM SURGERY,3411422," 59,867.13 ",,CH000006957
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FENNY COMPTON SURGERY,3395221," 59,877.44 ",,WA000004728
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR ALIYA ZAIDI,3332029," 59,880.93 ",,DCR000002694
Department of Health,NHS South London CSU,30/04/2014,Capital,Capital,TRUSTMARQUE SOLUTIONS LTD,3303051," 59,885.76 ",GB727348615,XMLSINV229876
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR QM RAHMAN,3454438," 59,888.01 ",,LNE000005165
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FAMILY PRACTICE BRADFORD,3316782," 59,894.85 ",,BRA000004116
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR FINDLAY & PARTNERS,3316488," 59,925.64 ",,NEW000003240
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SUTCLIFFE & PARTNERS,3395082," 59,935.96 ",,TE000007356
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR RN JOHNSON & PARTNERS,3336791," 59,949.60 ",,CU000004564
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,UPPER EDEN MEDICAL PRACTICE,3336851," 59,953.10 ",,CU000004630
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FOX & LEONARD,3407563," 59,953.61 ",,SOP000003350
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR K KAKAD,3319087," 59,955.39 ",,COV000003064
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ST MARY STREET SURGERY,3320994," 59,962.67 ",,BRS000007785
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR S DIJOUX,3331402," 59,968.10 ",,KHU000005898
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MONTON MEDICAL CENTRE,3285334," 59,988.04 ",,SLF000003814
Department of Health,NHS England,30/04/2014,Supplies and services – clinical,Specialised Commissioning,NHS WEST ESSEX CCG,3241799," 59,996.07 ",,7022000100
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GROUP PRACTICE SURGERY - DR STRINGER & PARTNERS,3411298," 59,996.82 ",,CH000006825
Department of Health,NHS England,30/04/2014,Education and training,NHS England Running Costs,LEARNING GROVE LTD,3243756," 60,000.00 ",,31420A
Department of Health,NHS England,30/04/2014,Education and training,Other,NHS VALE ROYAL CCG,3268408," 60,000.00 ",,7013600072
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,UPPER CLAPTON SURGERY,3330789," 60,000.00 ",,167259-01-APR-2014
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,DURHAM POLICE CRIME & COMMISSIONER,3283216," 60,000.00 ",654176330,20011752
Department of Health,NHS England,30/04/2014,Supplies and services – general,Health and Justice,MILTON KEYNES COUNCIL,3512907," 60,000.00 ",,6084895972
Department of Health,NHS England,30/04/2014,Supplies and services – general,NHS England Running Costs,NHS NORTH WEST SURREY CCG,3512969," 60,000.00 ",,7026700184
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,VIRGIN CARE EAST RIDING LLP,3391976," 60,012.34 ",,803Z324
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,VIRGIN CARE EAST RIDING LLP,3451778," 60,012.34 ",,803Z298
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MACRAE & MACRAE,3394226," 60,055.80 ",,STL000005067
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KIRKLANDS,3408321," 60,074.79 ",,SO000014631
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KRISHNAN A C & PARTNERS,3331941," 60,084.12 ",,EX000015082
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GRANGE ROAD MEDICAL PRACTICE,3331625," 60,086.01 ",,GAT000002975
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GREAT HARWOOD MEDICAL GROUP,3457840," 60,087.86 ",,LA000010081
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FARRELL & PARTNERS,3422059," 60,092.82 ",,DE000008600
