Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION &BLDNG MNGMT- RENT TO LANDLORDS,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000177,66320.66,SOP 6 - FUNDING REQUEST MEFR0005 - BEMD-NM-003-0604,EH3 8EG,SUPPLIER,,0,Expense,
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION &BLDNG MNGMT- RENT TO LANDLORDS,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000177,331603.26,SOP 6  - RENT,EH3 8EG,SUPPLIER,,0,Expense,
DEFRA,DEFRA,07/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,GROUP ICT - ENABLING TECHNOLOGY PROJECT,DENTONS UK MEA LLP,1003017281,69885.5,Legal Services Contract - Unity,EC4M 7WS,SUPPLIER,43362,0,Expense,
DEFRA,DEFRA,07/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,GROUP ICT - ENABLING TECHNOLOGY PROJECT,DENTONS UK MEA LLP,1003017281,76437.88,Legal Services Contract - unity,EC4M 7WS,SUPPLIER,43362,0,Expense,
DEFRA,DEFRA,07/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING - BUSINESS & TECH/CONSULT ASSIGNMENTS,KTR STRATEGY & PORTFOLIO,GETMAPPING PLC,1003017295,50000.08,To top-up the PO to the new contract value of CCN3 -for the supply of Aerial photography and height data for 16/17,RG27 8NW,SUPPLIER(1),,DEA12006,Expense,709391128
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,KTR STRATEGY & PORTFOLIO,GETMAPPING PLC,1003017295,51666.59,Revised PO- Re: BTP joining the contract. For the supply of Aerial photography and height data for 15/16 & 16/17,RG27 8NW,SUPPLIER(1),,DEA12006,Expense,709391128
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,WATER SERVICES,RICARDO-A E A LTD,1003017302,37452,Water Technology List: Contract variation has been signed to increase value and end by date to 31-March 2018,OX11 0QR,SUPPLIER(1),9148,0,Expense,144024765
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,1003017304,42197.84,London Reprographics Redundancy Costs,BS32 4NH,SUPPLIER(1),FWK10195L,0,Expense,
DEFRA,DEFRA,07/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAST STREAM AND POLICY PROFESSION,H M REVENUE & CUSTOMS,1003017306,154000,"2017/18 Fast Stream Recruitment costs - £4,400 per Fast Streamer",BN12 4XH,Tax Authority,IGS,0,Expense,
DEFRA,DEFRA,07/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAST STREAM AND POLICY PROFESSION,H M REVENUE & CUSTOMS,1003017306,30800,CFS RECRITMENT,BN12 4XH,Tax Authority,IGS,0,Expense,
DEFRA,DEFRA,07/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAST STREAM AND POLICY PROFESSION,H M REVENUE & CUSTOMS,1003017306,1332998.94,Corporate Fast Stream Generalist pay & L&D,BN12 4XH,Tax Authority,IGS,DEA10218,Expense,
DEFRA,DEFRA,07/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,ENVIRONMENT ANALYSIS UNIT,ECONOMICS FOR THE ENVIRONMENT CONSULTANCY LTD,1003017309,33989,Assessing Natural Capital in Pioneer Project Areas,W1W 7SQ,SUPPLIER,23800,0,Expense,"564421547	"
DEFRA,DEFRA,07/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,LEEDS CITY COUNCIL,1003017314,216474,FY16/17- ecm_49084 - Clean Air Zone Feasibility Study – Leeds City Final Feasibility Projects,LS11 0LS,SUPPLIER,ecm_49084,0,Expense,171459162
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),OVE ARUP & PARTNERS LTD,1003017315,68472.5,PO for ARUP APHA Design Contract 23218.,W1T 4BQ,SUPPLIER,23218,DE008735,Asset,
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),OVE ARUP & PARTNERS LTD,1003017315,41470.5,PO for ARUP APHA Design Contract 23218.,W1T 4BQ,SUPPLIER,23218,DE008735,Asset,
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),OVE ARUP & PARTNERS LTD,1003017315,61245.88,PO for ARUP APHA Design Contract 23218.,W1T 4BQ,SUPPLIER,23218,DE008735,Asset,
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),OVE ARUP & PARTNERS LTD,1003017315,60429.5,PO for ARUP APHA Design Contract 23218.,W1T 4BQ,SUPPLIER,23218,DE008735,Asset,
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (MAJOR PROJECTS),BREATHE ENERGY LTD,1003017321,44755.93,"Energy Project (EPC) - IGP, Detail Design and Expenses for the EA Portfolio of properties",W1W 5DT,SUPPLIER(1),22334,DE10BREA,Asset,996479339
DEFRA,DEFRA,07/04/2017,Exp - Purchase Of Goods/Services - Consultancy,NETWORK ESTATES - DELIVERY TEAM  (MAJOR PROJECTS),BREATHE ENERGY LTD,1003017321,100042.01,Photovoltaic Panels for 3 properties identified in the EPC contract,W1W 5DT,SUPPLIER(1),22334,DE10BREA,Expense,996479339
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),BREATHE ENERGY LTD,1003017321,30011.95,FMR00428.  Supply of Emergency Lighting to Nobel House London,W1W 5DT,SUPPLIER(1),22334,DE10BREA,Expense,996479339
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,COMMUNITY FOREST TRUST,1003017330,105911,England's Community Forests Tree Planting with Schools: Payment for Year 1 costs,WA3 6QX,SUPPLIER,GIA,0,Expense,876393474
DEFRA,DEFRA,07/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,DERBY CITY COUNCIL,1003017339,29750,FY16-17-Funding awarded through the Air Quality Grant-S31,DE1 2FS,SUPPLIER,,0,Expense,"127221991	"
DEFRA,DEFRA,07/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (REGIONAL LABS),MOTT MACDONALD LTD,1003017346,112261.27,Defra/Motts Engagement at Starcross: Contract Data Part 1,CR0 2EE,SUPPLIER,FWK23749,DE008502,Asset,GB523765636.
DEFRA,DEFRA,07/04/2017,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ESR & SVE CAREER HOME,H M TREASURY,2003000657,60751.12,HMT GES Annual Charge for 2016 - 17 (taxable element),SW1A 2HQ,OGD,IGS,0,Expense,
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERV - ICT OUTSOURC & MAINT/SUPP - SOFTWARE,NON IBM IT SERVICES,NINIAN SOLUTIONS LTD (HUDDLE),1003017359,280000,"In reference to product ID 7452375505133727 
•	Huddle Enterprise License agreement for up to 5000 internal & 500 external users (5500 total)  at £240,000 for 12 months.
•	Additional 750 external users(1250+ in total) and Managed Services",E1 8FA,SUPPLIER(1),Ecm_48844,0,Expense,887875830
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF G&S - ICT OUTSOURCING & MAINT/SUPPORT - IBM BASE SERVS CONTROL,CROSS GOVT INTEGRATION,IBM UNITED KINGDOM LTD,1003017365,243798,AIX and PowerVM Licenses (inclusive of 1 year Software Maintenance) ref Appendix 3,GU1 2LD,SUPPLIER,10040,0,Expense,
DEFRA,DEFRA,10/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,LEEDS CITY COUNCIL,1003017366,150000,FY16-17-Funding awarded through the Air Quality Grant-S31,LS11 0LS,SUPPLIER,,0,Expense,171459162
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT SERVICE MANAGEMENT,VODAFONE LTD,1003017370,34654.2,"VONEC Monthly Charges for Defra, NE, MMO and APHA invoices and call costs",RG14 5FF,SUPPLIER,TELECOMS,0,Expense,GB 569 9532 77
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERVICES - HOTELS & ACCOMMODATION - FOREIGN ACCOMODATION,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",FERA SCIENCE LIMITED,1003017425,50000,"Strengthening biosecurity in the UKOTs, as part of the CSSF project ‘Tackling Invasive Non-Native Species’",YO41 1LZ,SUPPLIER(1),20350-18228,0,Expense,207199894
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003017432,72097.28,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING:25.03.2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,10/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,CENTRE FOR ECOLOGY & HYDROLOGY,2003000662,70000,Financial Year 2016/17 - BE0125 Pollinator monitoring and research partnership,OX10 8BB,OGD,BE0125,0,Expense,
DEFRA,DEFRA,10/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,KTR STRATEGY & PORTFOLIO,ENVIRONMENT AGENCY,2003000665,404828,The provision of INSPIRE data sharing service on behalf of the Defra Group for the period 1st July 2016 to 30th June 2017.,FY1 9JN,SUPPLIER,1367,0,Expense,662 4901 34
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,ANIMAL HEALTH: PUBLIC HEALTH,APHA,2003000666,49913.95,Fallon Stock Sampling Fee,YO41 1LZ,SUPPLIER,DFP,0,Expense,
DEFRA,DEFRA,10/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,TB,ANIMAL AND PLANT HEALTH AGENCY,2003000667,297867.83,Defra funding for APHA BCP work FY 2016-17,YO1 7PX,SUPPLIER,FDP,DEA10188,Expense,8888000181
DEFRA,DEFRA,11/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LAND USE AND RECREATION,DEVON COUNTY COUNCIL,1003017434,95000,"PO raised, to apply Grant variation order; for Marine Pioneer Project. (North Devon AONB)",EX2 4QD,SUPPLIER,GIA,0,Expense,142208113
DEFRA,DEFRA,11/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,AIR QUALITY & INDUSTRIAL EMISSIONS,BUREAU VERITAS UK LTD,1003017442,26000.38,"FY 16/17- Variation LAQM Support Lot 1 (2010- 2014) AQ0926- reference code 13573, or ecm_1296",SE1 OES,SUPPLIER,ecm_1296,0,Expense,725440254
DEFRA,DEFRA,11/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,BIRMINGHAM CITY COUNCIL,1003017505,350000,"FY16/17-AQ Grant: Birmingham, Parking reform to reduce traffic in city centre combined with awareness raising ecm_48622 - Air Quality Grant 2016-2017: No. 31/2940 (23494 – BIR1)",B5 5BD,SUPPLIER,ecm_48622,0,Expense,GB112082130
DEFRA,DEFRA,11/04/2017,IA - POA & AUC - COST - ADDITIONS,DATA PROGRAMME,AIRBUS DEFENCE & SPACE LTD,1003017522,28786,For updating and creation of the Defra DEM,GU14 0NL,SUPPLIER,,0,Asset,
DEFRA,DEFRA,11/04/2017,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,NEWS AND EXTERNAL COMMUNICATIONS,N L A MEDIA ACCESS LIMITED,1003017524,25469,NLA Licence 1/03/17 - 28/02/18,TN1 1NL,SUPPLIER(1),,0,Expense,661865215
DEFRA,DEFRA,11/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,NATURAL ENGLAND,2003000670,70000,BE0120 - Contribution to Monitor of Engagement with the Natural Environment survey (MENE): the national survey on people's engagement with the natural environment - Addendum No 1 to Memorandum of Agreement,YO1 7PX,SUPPLIER,BE0120,0,Expense,551065074
DEFRA,DEFRA,12/04/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE MANAGEMENT,INSIGHT DIRECT UK LTD,1003017540,25751.25,OtterBox Symmetry Apple iPhone 5/5s & SE Black - Part number 77-53655,UB8 1PH,SUPPLIER,RM3733,0,Expense,746075129
DEFRA,DEFRA,12/04/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - MOBILE PHONES,IT SERVICE MANAGEMENT,INSIGHT DIRECT UK LTD,1003017540,25698.75,OtterBox Symmetry Apple iPhone 6/6s Black - Part number 77-52341,UB8 1PH,SUPPLIER,RM3733,0,Expense,746075129
DEFRA,DEFRA,12/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,PLANT HEALTH,FERA SCIENCE LIMITED,1003017578,315047,defra 2015-16 settlement,YO41 1LZ,SUPPLIER(1),ecm_18225,0,Expense,207199894
DEFRA,DEFRA,12/04/2017,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,"CORPORATE COMMUNICATIONS, STRATEGY & ENGAGEMENT",CIVIL SERVICE RESOURCING,1003017584,48303.24,DEFRA 16-17 Communications Fast Stream Programme Costs,NE98 1ZZ,SUPPLIER,IGS,0,Expense,
DEFRA,DEFRA,12/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAST STREAM AND POLICY PROFESSION,H M REVENUE & CUSTOMS,1003017588,89624.6,16 -17 DaT Fast stream Costs,BN12 4XH,Tax Authority,IGS,0,Expense,
DEFRA,DEFRA,12/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FAST STREAM AND POLICY PROFESSION,H M REVENUE & CUSTOMS,1003017588,41000,"The European Fast Stream has been corporately funded from the Success in the EU budget and assumes a flat rate contribution of £41k per annum from all major Civil Service departments, as agreed in 2009.",BN12 4XH,Tax Authority,IGS,0,Expense,
DEFRA,DEFRA,12/04/2017,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,NOTTINGHAM CITY COUNCIL,1003017599,127600,FY16-17-Support for the Clean Air Zones Feasibility Studies.S31,NG1 2DE,SUPPLIER,,0,Expense,
DEFRA,DEFRA,12/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,NOTTINGHAM CITY COUNCIL,1003017599,233520,FY16/17- ecm_49098 - Clean Air Zone Feasibility Study – Nottingham City Council Multiple Final,NG1 2DE,SUPPLIER,ecm_49098,0,Expense,
DEFRA,DEFRA,12/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,CENTRE FOR ECOLOGY & HYDROLOGY,2003000676,39998,"WC1038 CEH - BIOLOGICAL RECORDING, ANALYSIS AND INTERPRETATION (2012-17) ",OX10 8BB,OGD,,DEA10090,Expense,
,,,,,,,,"WC1038 CEH - BIOLOGICAL RECORDING, ANALYSIS AND INTERPRETATION (2012-17) ",,,,,,
DEFRA,DEFRA,12/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,AN EVIDENCE,CENTRE FOR ECOLOGY & HYDROLOGY,2003000677,27310,FY 14/15 - AQ0947 Support for National Air Pollution Control Strategies 2013-2015,SN2 1EU,OGD,,DEA10124,Expense,
DEFRA,DEFRA,13/04/2017,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003017652,115574.27,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 01.04.2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,13/04/2017,IA - POA & AUC - COST - ADDITIONS,IBM SERVICES - ADMIN COSTS,IBM UNITED KINGDOM LTD,1003017660,45280,16-055 - Workington Windows 2003 Server Upgrade - implementation cost - RFS 108586,GU1 2LD,SUPPLIER,10040,DEA12138,Asset,
DEFRA,DEFRA,13/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,EAST HERTFORDSHIRE DISTRICT COUNCIL,1003017661,163100,FY16-17-Funding awarded through the Air Quality Grant-S31,SG14 8EQ,SUPPLIER,ecm_48721,0,Expense,
DEFRA,DEFRA,13/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,SEA FISHERIES AND CONSERVATION,SEA MAMMAL RESEARCH UNIT,1003017662,58368.38,MB05203/RMP5862 Cetacean Bycatch Observer Monitoring Scheme VAR 6 FY 16-17,KY16 8LB,SUPPLIER(1),MB05203/RMP5862,0,Expense,
DEFRA,DEFRA,13/04/2017,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,AIR QUALITY & INDUSTRIAL EMISSIONS,BIRMINGHAM CITY COUNCIL,1003017681,590000,FY16/17- ecm_49089 - Birmingham City Council - Clean Air Zone Feasibility Study – Final Multiple Grants,B5 5BD,SUPPLIER,ecm_49089 -,0,Expense,GB112082130
DEFRA,DEFRA,13/04/2017,CA - OTHER RECEIVABLES - TRAVEL PROVIDER CONTROL ACCOUNT,REDFERN EXPENSES CLEARANCE,REDFERN TRAVEL LTD,1003017684,344642.88,REDFERN MARCH 2017 TRAVEL COSTS,BD1 5HQ,SUPPLIER,,0,Asset,708374133
DEFRA,DEFRA,18/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,FARMING SECTORS,UNIVERSITY OF READING,1003017696,26972.25,"The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections FY 16/17. March 2017",RG6 6AH,Public Body,,DEA10105,Expense,
DEFRA,DEFRA,18/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,TB,UNIVERSITY OF GLASGOW,1003017703,230543,SE3292: Development and testing of Operational Models of Bovine Tuberculosis in British Cattle and Badgers - Phases III & IV 2016/2017,G12 8QQ,SUPPLIER,ecm_48562,0,Expense,GB 671 7980 93
DEFRA,DEFRA,18/04/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,ENVIRONMENT ANALYSIS UNIT,LANCASTER UNIVERSITY,1003017705,49675,LM0304  16/17,LA1 4YW,SUPPLIER,,0,Expense,604609849
DEFRA,DEFRA,18/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),CLC CONSTRUCTION LTD,1003017772,129071.95,CLC Construction Ltd. Costs for SIKA work in the Eden Bridge House Refurbishment Project,NE61 6JN,Company,23140,DE017704,Asset,
DEFRA,DEFRA,18/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),CLC CONSTRUCTION LTD,1003017772,25814.39,VALUATION NO. 3 EDENBRIDGE HOUSE REFURB WORKS,NE61 6JN,Company,23140,DE017704,Asset,
DEFRA,DEFRA,18/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,CLIMATE CHANGE,ENVIRONMENT AGENCY,2003000681,28643.23,FY16/17- To pay EA the salary costs of  (Inward Secondee) Additional line,PE2 8YD,SUPPLIER,DFP,0,Expense,662 4901 34
DEFRA,DEFRA,19/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,STRATEGIC EVIDENCE PARTNERS,OECD,20000240,49752.62,SOP 5  - OECDBRM-UK2017,75775,CUSTOMER,,DEA10180,Expense,
DEFRA,DEFRA,19/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"INTERNATIONAL BIODIVERSITY, ECOSYSTEMS AND EVIDENCE",FALKLAND ISLANDS GOVERNMENT,20000241,30000,SOP 5 -  DPLUS042 Q4 16-17,FIQQ 1ZZ,SUPPLIER(1),,DEA10153,Expense,
DEFRA,DEFRA,19/04/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION &BLDNG MNGMT- RENT TO LANDLORDS,NETWORK PROPERTY HOLDING COSTS,MONTAGU EVANS LLP,30000184,40944.45,SOP 6  - RENT,EH3 8EG,SUPPLIER,,0,Expense,
DEFRA,DEFRA,19/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,GROUP ICT - ENABLING TECHNOLOGY PROJECT,KPMG LLP,1003017816,49500,Unity Consultancy - KPMG,WD17 1DE,SUPPLIER,48466 - ref 23899,0,Expense,OC301540
DEFRA,DEFRA,19/04/2017,Exp - Purchase Of Goods/Services - Other Professional Services,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,MET OFFICE,1003017819,27072.62,FY/16/17-ecm_47746 -Met Office MOU for Ozone Monitoring at Lerwick or contract reference 23514,EX1 3PB,SUPPLIER,23514,0,Expense,
DEFRA,DEFRA,20/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,ENVIRONMENT ANALYSIS UNIT,WWF UK,1003017833,50051.36,WC1110 - Reducing demand for illegal wildlife products,GU21 4LL,Public Body,,0,Expense,
DEFRA,DEFRA,20/04/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,SUSTAINABLE LAND AND SOILS,SCOTTISH RURAL UNIVERSITY COLLEGE,1003017845,30000,OF01100  16/17,EH9 3JG,Public Body,,0,Expense,435882817
DEFRA,DEFRA,20/04/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,1003017847,48632.62,Interserve Core FM and Reactive contract PO’s for 2016/17 - Std 12 mthly invoices throughout 2016/17 (Core FM),BS32 4NH,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,20/04/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,NON IBM IT SERVICES,ATOS IT SERVICES UK LTD,1003017853,85712.98,CSFR AD phase 2 WPO GEND006,WV10 6UH,SUPPLIER,ecm_48858,0,Expense,232327983
DEFRA,DEFRA,20/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NPISH - CHARITABLE BODIES,WASTE AND RESOURCES ACTION PROGRAMME,WASTE & RESOURCES ACTION PROGRAMME,1003017899,587903,Waste and Resources Action Programme (WRAP) 2017/18 Funding,OX16 5BH,CUSTOMER,ECM_49033,0,Expense,
DEFRA,DEFRA,20/04/2017,EXP - CURRENT GRANTS TO CENTRAL GOVERNMENT,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,DEPARTMENT OF ENERGY AND CLIMATE CHANGE,2003000688,42444,2916/17 -Valuation-  Defra's contribution to Met Office – Hadley Centre Climate Programme Funding’,SW1A 2HD,SUPPLIER,IGS,0,Expense,888848925
DEFRA,DEFRA,21/04/2017,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CROSS GOVT INTEGRATION,CORE TECHNOLOGY SYSTEMS (UK) LTD,20000244,58178.14,SOP 6 - CONNECTIVITY HUB V2 BUILD 1.6.1,E1 8DE,SUPPLIER(1),,DECHMDM1,Asset,787421792
DEFRA,DEFRA,21/04/2017,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CROSS GOVT INTEGRATION,CORE TECHNOLOGY SYSTEMS (UK) LTD,20000244,290890.7,SOP 6- CONN HUB V2,E1 8DE,SUPPLIER(1),,DECHMDM1,Asset,787421792
DEFRA,DEFRA,21/04/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,CONSERVATION THROUGH PUBLIC HEALTH,20000246,25294.25,SOP 5- 23-023 Q1 2017-18,UGANDA,SUPPLIER,,0,Expense,
DEFRA,DEFRA,21/04/2017,EXP - PURCHASE OF G&S - ICT OUTSOURCING & MAINT/SUPPORT - COMPUTER & IT SERVICES,NON IBM IT SERVICES,ADAPT SERVICES LTD,1003017963,76867.37,Hosting BAU - Genesis,CF3 0LW,SUPPLIER,,0,Expense,
DEFRA,DEFRA,21/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003017968,860753.92,BCP 7851 -533 CARMARTHAN - Replacement of refrigeration system,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,21/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003017968,702319.83,BCP 7851 -533 CARMARTHAN - Replacement of refrigeration system,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,21/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003017968,172150.78,BCP 8000,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,21/04/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003017968,140463.97,BCP 8000,BS32 4NH,SUPPLIER(1),FWK10195L,DE053300,Asset,
DEFRA,DEFRA,21/04/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - REACTIVE ELEMENT OF CORE IFM FEE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,1003017968,496773.7,Interserve Core FM and Reactive contract PO’s for 2016/17 - Std 12 mthly invoices throughout 2016/17 (Reactive),BS32 4NH,SUPPLIER(1),,0,Expense,
