OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Bulky Household Waste,14051299,17-Feb,Vision 21,R4401-WST004,Services - Fees and Charges,24/03/2017,"3,281.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,14051121,J50-1,Wattcraft Limited,R4400-CUL117,Services - Professional Fees,10/03/2017,"2,262.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Corporate Management,14051377,33171450,West Oxfordshire District Council,R4409-COR001,Partnership Staff Fees,10/03/2017,"18,091.89 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Homelessness,14051850,REDACTED,ANDREWS PROPERTY GROUP,R6280-HOM001,Grants,31/03/2017,960.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051666,POSACTS CKYC,CHARLTON KINGS YOUTH & COMMUNITY CENTRE,R6280-GBD001,Grants,31/03/2017,"5,473.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051847,COM PRIDE 230317,CHELTENHAM HEBREW CONGREGATION,R6280-GBD001,Grants,31/03/2017,558.49 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Homelessness,14051234,HOMELESSNESS PREVENTION(REDACTED),REDACTED,R6280-HOM001,Grants,03/03/2017,600.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14051798,BID INV61124297,H & M HENNES & MAURITZ UK LTD,R8914-HLD160,NNDR refunds,31/03/2017,562.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14051799,BID INV6110024770,MCDONALDS RESTAURANT,R8914-HLD160,NNDR refunds,31/03/2017,"1,043.75 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14051709,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,24/03/2017,833.44 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14051970,RENT REFUND (REDACTED)29.03.17,REDACTED,R9910-HRA900,Refund of Overpiad Rent,31/03/2017,505.83 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14051276,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,03/03/2017,"8,481.38 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14051714,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,24/03/2017,678.89 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Disabled Facility Grants,14051427,REDACTED,REDACTED,C5000-CAP221,Grants,10/03/2017,"9,006.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Control,14051278,RENT REFUND (REDACTED),REDACTED,R9910-HRA900,Refund of Overpiad Rent,03/03/2017,801.02 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14051790,BID INV 6110022465,NFU MUTUAL INS SOC,R8914-HLD160,NNDR refunds,31/03/2017,"1,370.14 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Business Improvement District (BID) Levy,14051786,BID INV6110025443,REDACTED,R8914-HLD160,NNDR refunds,31/03/2017,580.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051235,270217,THE SCULPTURE STUDIO,R2075-OPS001,Grounds Maintenance - Contract,03/03/2017,500.00 ,,
,,,,,,,,,,,
Bank Transactions Data,,,,,,,,,,,
,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10021876,Bank Transactions,WME - JAN 17 - MUNICIPAL OFFICES,R2100-ADB101,Electricity,16/03/2017,"3,388.79 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10021875,Bank Transactions,WME - JAN - MUNICIPAL OFFICES,R2101-ADB101,Gas,13/03/2017,"2,259.15 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Municipal Offices,10021787,Bank Transactions,"SEVERN TRENT WATER MUNICIPAL OFFICES, PROMENADE",R2401-ADB101,Water Services - Metered,29/12/2016,548.14 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10021876,Bank Transactions,WME - JAN 17 - CENTRAL DEPOT - SWINDON ROAD,R2100-ADB103,Electricity,16/03/2017,"4,253.83 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10021875,Bank Transactions,WME - JAN - CENTRAL DEPOT,R2101-ADB103,Gas,13/03/2017,"2,710.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,10021853,Bank Transactions,SEVERN TRENT WATER - ENVIRONMENTAL MAINTENANCE,R2402-ADB103,Sewerage and Environmental Services,16/03/2017,"1,401.75 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10021876,Bank Transactions,WME - JAN 17 - CEMETERY & CREMATORIUM,R2100-CCM001,Electricity,16/03/2017,856.41 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10021875,Bank Transactions,WME - JAN - CEMETERY & CREMATORIUM,R2101-CCM001,Gas,13/03/2017,"2,936.26 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",10022018,Bank Transactions,SEVERN TRENT WATER  -  CEMETERY HORSEFAIR ST,R2401-CCM001,Water Services - Metered,23/03/2017,"1,227.73 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Corporate Policy Making,10021838,Bank Transactions,ICO  DD Z7700989,R4401-COR003,Services - Fees and Charges,30/03/2017,500.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10021563,Bank Transactions,CARNDET SVC CHG,R4428-COR006,Services - credit card charges,14/03/2017,"1,798.14 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10021563,Bank Transactions,CARNDET SVC CHG  1602,R4428-COR006,Services - credit card charges,14/03/2017,540.32 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Treasury Management,10021563,Bank Transactions,CARNDET SVC CHG  1866,R4428-COR006,Services - credit card charges,14/03/2017,"1,390.20 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10021876,Bank Transactions,WME - JAN 17 - CAR PARK GROSVENOR TERRACE,R2100-CPK001,Electricity,16/03/2017,"1,024.15 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10021876,Bank Transactions,WME - JAN 17 - CAR PARK REGENT ARCADE,R2100-CPK001,Electricity,16/03/2017,631.83 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10021787,Bank Transactions,SEVERN TRENT WATER CAR PARK   NORTHFIELD TERRACE,R2402-CPK001,Sewerage and Environmental Services,29/12/2016,669.21 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10022018,Bank Transactions,SEVERN TRENT WATER  -  CAR PARK 277 HIGH STREET,R2402-CPK001,Sewerage and Environmental Services,23/03/2017,"1,001.76 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10022018,Bank Transactions,SEVERN TRENT WATER  -  CAR PARK NORTHFIELD TERRACE,R2402-CPK001,Sewerage and Environmental Services,23/03/2017,-669.21 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street Operations,10021675,Bank Transactions,S/LINE  J5982182,R4428-CPK001,Services - credit card charges,21/03/2017,"2,407.31 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,10021571,Bank Transactions,DTZ CLIENT NO 1    SERVICE CHARGE OVERPAYMENT,R2001-CPK101,R & M of Fix & Fit - General,20/02/2017,"-5,875.54 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,War Memorials,10021521,Bank Transactions,NATIONAL HERITAGE,R9090-CUL002,Capital grants and contributions receivable,06/03/2017,"-33,880.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - CHELTENHAM TOWN HALL,R2100-CUL112,Electricity,16/03/2017,"2,725.81 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10021875,Bank Transactions,WME - JAN - CHELTENHAM TOWN HALL,R2101-CUL112,Gas,13/03/2017,"1,755.49 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10022018,Bank Transactions,SEVERN TRENT WATER  - TOWN HALL IMPERIAL SQUARE,R2401-CUL112,Water Services - Metered,23/03/2017,"2,219.16 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10022018,Bank Transactions,SEVERN TRENT WATER  - TOWN HALL IMPERIAL SQUARE,R2402-CUL112,Sewerage and Environmental Services,23/03/2017,"1,335.74 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Town Hall Repairs & Maintenance,10022018,Bank Transactions,"SEVERN TRENT WATER  - TOWN HALL, IMPERIAL SQ",R2402-CUL112,Sewerage and Environmental Services,23/03/2017,"1,920.13 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - PITTVILLE PUMP ROOMS,R2100-CUL113,Electricity,16/03/2017,689.16 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - PITTVILLE PUMP ROOMS,R2101-CUL113,Gas,16/03/2017,648.75 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,10022018,Bank Transactions,SEVERN TRENT WATER  -  PITTVILLE PUMP ROOM,R2402-CUL113,Sewerage and Environmental Services,23/03/2017,"2,359.16 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - WILSON ART GALLERY & MUSEUM,R2100-CUL117,Electricity,16/03/2017,"5,342.21 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10021876,Bank Transactions,WME - DEC 16 - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,16/03/2017,"1,582.45 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Art Gallery & Museum Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - WILSON ART GALLERY & MUSEUM,R2101-CUL117,Gas,16/03/2017,"1,712.18 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,10021720,Bank Transactions,REDACTED V CBC Third Party Damages,R4964-FIE040,Insurance Excess,27/03/2017,"6,500.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,10021804,Bank Transactions,REDACTED v CBC 3rd Party soliciitor costs,R4964-FIE040,Insurance Excess,31/03/2017,"7,108.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,10021849,Bank Transactions,ENVIRONMENT AGENCY - LDW 41394 - CF3885  SOUTHFIELD BROOK FAS,R5001-FRM101,TPP - Major External Contractors,20/03/2017,"-53,064.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,10021851,Bank Transactions,EA  LDW 41394  CF3903  SOUTHFIELD BRROK FAS,R5001-FRM101,TPP - Major External Contractors,24/03/2017,"-87,994.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021867,Bank Transactions,SOUTHERN ELECTRIC DD,R2100-HRA110,Electricity,06/03/2017,"9,541.74 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021875,Bank Transactions,WME - JAN - BULLINGHAM COURT,R2101-HRA110,Gas,13/03/2017,596.76 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021875,Bank Transactions,WME - JAN - COOPERS COURT,R2101-HRA110,Gas,13/03/2017,969.26 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021875,Bank Transactions,WME - JAN - GOLDFOOT HOUSE,R2101-HRA110,Gas,13/03/2017,982.24 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021875,Bank Transactions,WME - JAN - POPES CLOSE,R2101-HRA110,Gas,13/03/2017,848.16 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021875,Bank Transactions,WME - JAN - WALLACE HOUSE,R2101-HRA110,Gas,13/03/2017,868.25 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Supervision and Management,10021876,Bank Transactions,WME - JAN 17 - GILBERT WARD COURT,R2101-HRA110,Gas,16/03/2017,553.35 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10021787,Bank Transactions,SEVERN TRENT WATER BURROWS PAVILION,R2401-OPS002,Water Services - Metered,29/12/2016,885.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10021787,Bank Transactions,SEVERN TRENT WATER KING GEORGE V SPORTS GROUND,R2401-OPS002,Water Services - Metered,29/12/2016,534.47 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,10021787,Bank Transactions,SEVERN TRENT WATER BURROWS PAVILION,R2402-OPS002,Sewerage and Environmental Services,29/12/2016,506.08 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10021876,Bank Transactions,WME - DEC 16 - ARLE NURSERIES,R2101-OPS101,Gas,16/03/2017,-726.71 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Operations,10021876,Bank Transactions,WME - DEC 16 JAN 17 - ARLES NURSERIES,R2101-OPS101,Gas,16/03/2017,"1,064.65 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Operations,10021876,Bank Transactions,WME - JAN 17 - PRINCE OF WALES STADIUM,R2100-REC101,Electricity,16/03/2017,"1,853.09 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - LEISURE CENTRE TOMMY TAYLORS LANE,R2100-REC111,Electricity,16/03/2017,"6,592.17 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10021875,Bank Transactions,WME - JAN - LEISURE CENTRE - TOMMYS LANE,R2101-REC111,Gas,13/03/2017,647.53 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10021876,Bank Transactions,WME - JAN 17 - LEISURE CENTRE TOMMY TAYLORS LANE,R2101-REC111,Gas,16/03/2017,"8,580.16 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,10021640,Bank Transactions,SEVERN TRENT WATER DD 4670020271,R2401-REC111,Water Services - Metered,17/03/2017,"2,559.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Public Conveniences,10022018,Bank Transactions,SEVERN TRENT WATER  -  CAR PARK & PUBLIC CONVENIENCES EDINBURGH PLACE,R2402-REG019,Sewerage and Environmental Services,23/03/2017,636.62 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10021510,Bank Transactions,VIRGIN MEDIA DD 506761601005,R4436-SUP006,CCTV Line Rental,01/03/2017,"2,167.71 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10021510,Bank Transactions,VIRGIN MEDIA DD 506761601005,R4515-SUP006,Comms - Telephone Call Charges,01/03/2017,"1,389.04 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Telephones,10021510,Bank Transactions,VIRGIN MEDIA DD 510828101501,R4515-SUP006,Comms - Telephone Call Charges,01/03/2017,694.51 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Insurances,10021572,Bank Transactions,REDACTED - REF AGM /16/00,R4028-SUP035,Collections,13/12/2016,"-1,955.00 ",,
,,,,,,,,,,,
Procurement Cards Data,,,,,,,,,,,
,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,10021975,Procurement Cards,BUS CHG CARD - FEB 17 - REDACTED - HM COURTS SERVICE,R4420-LTC001,Legal Expenses And Court Costs,31/03/2017,"1,425.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,10021975,Procurement Cards,BUS CHG CARD - FEB 17 - REDACTED- HSS HIRE,R4000-REG002,Equipment Purchase,31/03/2017,551.93 ,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
