 , , , I, , , , , , , , , TU, , TU, U, , , U, , , , 
 NOT INFORMED,1632,824,92,379,37,122,28,136,15,71,233,600,26,95,282,11,35,103,16,59,72,1260
   , 27%C, 27%C,21%, 31%aBCHI,32%,26%,30%,25%,19%,31%,25%,27%, 50%aJK,25%, 33%aKL,29%,26%,26%, 36%U,23%,23%,27%
 , , , , , , , , , , , , , LNOQRT, , TU, , , , , , , 
 , , , , , , , , , , , , , U, , , , , , , , , 
 NET WELL INFORMED,1640,781,211,320,30,152,26,98,22,52,209,713,-2,138,206,12,33,132,-1,50,71,1315
  , 27%BHKMO, 26%H, 48%aBDEF, 26%H,26%, 32%H,28%,18%, 28%H, 23%MS, 22%MS, 32%aJK,-4%, 37%aJK, 24%MS,34%, 25%MS, 33%KMO,-2%, 19%MS, 22%MS,28%
 , STU, , GHI, , , , , , , , , MOSTU, , MOQSTU, , , , STU, , , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I - a/J/K/L/M/N/O/P/Q/R/S/T/U,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 104
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,,,,,

 , , Age,,,,,,,,,,,, Funding,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), 19+ (b), 19-24 (c), 25+ (d), 19+ (e), 19-24 (f), 25+ (g), 19+ (h), 19-24 (i), 25+ (j), 19+ (k), 19-24 (l), 25+ (m), Claim support (n), Do not claim support (o), Claim support (p), Do not claim support (q), Claim support (r), Do not claim support (s), Claim support (t), Do not claim support (u), Unwtd Total 
 Unweighted Total,4669,2600,714,1886,984,759,225,451,50,401,634,12,622,434,2112,73,892,44,393,34,595,4669
 Weighted Total,5972,3442,843,2600,1328,968,359,568, 88**,480,634, 12**,622,489,2881, 95*,1206, 81**,469, 34*,595,4669
 Effective Base,3791,2365,611,1757,766,598,176,221,11,299,634,12,622,374,1947,52,705,10,298,34,595,4669
 Very well informed,3821,2014,466,1547,1037,748,289,367,38,328,403,7,396,311,1661,73,941,37,313,18,382,2995
  , 64%bcd,58%,55%,60%, 78%abc, 77%abc, 80%abc, 65%c,44%, 68%bcd, 64%bc,58%, 64%bc, 64%o,58%, 77%ot, 78%anost,46%, 67%o,53%, 64%o,64%
 , o, , , , dhjkm, dhjkm, dhjkm, , , , , , , , , , u, , , , , 
 Quite well informed,1296,777,259,518,224,174,50,143,43,100,152,2,150,117,643,18,202,41,101,9,141,1015
  , 22%def, 23%def, 31%abd,20%,17%,18%,14%, 25%efg,48%,21%, 24%def,17%, 24%defg, 24%q, 22%q,19%,17%,51%,22%,26%, 24%q,22%
 , gq, g, efgjkm, , , , , , , , g, , , , , , , , , , , 
 Not very well informed,308,237,63,175,33,23,10,19,4,15,19,2,17,35,198,4,29, -,19,2,17,244
  , 5%efkm, 7%aefg, 7%aefg, 7%aefg,2%,2%,3%,3%,5%,3%, 3%m,17%,3%, 7%qu, 7%aqu,4%,2%, -,4%,6%,3%,5%
 , qu, hjkm, hjkm, jkm, , , , , , , , , , , , , , , , , , 
 Not at all well informed,342,255,42,213,16,10,6,32,2,30,39, -,39,20,227, -,16,3,29,1,38,261
  , 6%efgq, 7%acef, 5%efg, 8%abce,1%,1%,2%, 6%efg,2%, 6%efg, 6%efg, -, 6%efg, 4%q, 8%anpq, -,1%,4%, 6%q,3%, 6%q,6%
 , , g, , fg, , , , , , , , , , , , , , , , , , 
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,159,13,147,17,12,4,8,1,7,21,1,20,6,151, -,17, -,8,4,17,154
  , 3%cefj, 5%acef,1%, 6%abce,1%,1%,1%,1%,1%,1%, 3%cef,8%, 3%cef,1%, 5%anqsu, -,1%, -,2%, 12%anpqsu,3%,3%
 , nq, ghj, , fghjkm, , , , , , , , , , , , , , , , , , 
 WELL INFORMED,5117,2791,725,2065,1262,923,339,510,81,429,555,9,546,429,2304,91,1143,78,414,27,523,4010
  , 86%bdo, 81%d, 86%bd,79%, 95%abc, 95%abc, 94%abc, 90%bd,92%, 89%bd, 88%bd,75%, 88%bd, 88%o,80%, 96%aot, 95%anost,96%, 88%o,79%, 88%o,86%
 , , , , , dhjkm, dhjkm, dkm, , , , , , , , , , u, , , , , 
 NOT INFORMED,650,492,105,388,49,33,16,51,6,45,58,2,56,55,425,4,45,3,47,3,55,505
  , 11%efg, 14%aef, 12%efg, 15%aefg,4%,3%,4%, 9%ef,7%, 9%efg, 9%efg,17%, 9%efg, 11%q, 15%apqsu,4%,4%,4%, 10%q,9%, 9%q,11%
 , q, ghjkm, , hjkm, , , , , , , , , , , , , , , , , , 
 NET WELL INFORMED,4467,2299,621,1678,1213,889,323,459,75,384,497,7,490,373,1878,87,1098,75,367,24,468,3505
  , 75%bdo, 67%d, 74%bd,65%, 91%abc, 92%abc, 90%abc, 81%abc,85%, 80%abc, 78%abd,58%, 79%abcd, 76%o,65%, 92%anost, 91%anost,93%, 78%o,71%, 79%ao,75%
 , , , , , dhjkm, dhjkm, dhjkm, d, , d, , , , , , u, u, , , , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m - a/n/o/p/q/r/s/t/u,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,
,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, Table 105
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,,,

 , , Fees,,,,,, Hold account,,,,,,,,,,,,
 ,  , FE,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Paid some/ all (B), Paid no fees (C), Paid some/ all (D), Paid no fees (E), Paid some/ all (F), Paid no fees (G), Skills Account (H), Adult learner account (I), Neither of these (J), Skills Account (K), Adult learner account (L), Neither of these (M), Skills Account (N), Adult learner account (O), Neither of these (P), Skills Account (Q), Adult learner account (R), Neither of these (S), Unwtd Total 
 Unweighted Total,4669,1173,1190,261,172,474,157,61,167,2221,41,29,851,7,36,384,5,17,578,4669
 Weighted Total,5972,1547,1652,334,213,474,157, 77*,205,2958, 50*, 41**,1150, 14**, 49**,481, 5**, 17**,578,4669
 Effective Base,3791,1075,1097,105,125,474,157,55,150,2023,36,26,663,4,26,176,5,17,578,4669
 Very well informed,3821,894,985,213,139,297,104,52,131,1707,40,34,897,12,39,300,3,11,367,2995
 , 64%BCJ,58%,60%,64%,65%,63%, 66%B,68%,64%,58%, 79%J,84%, 78%aIJPS,83%,80%,62%,60%,65%, 63%J,64%
 Quite well informed,1296,346,348,85,53,116,36,19,45,670,9,4,195,2,5,130,2,4,137,1015
 , 22%M,22%,21%,25%,25%,24%,23%,25%,22%, 23%M,18%,10%,17%,17%,11%, 27%M,40%,24%, 24%M,22%
 Not very well informed,308,114,114,13,6,15,4,5,18,198,2,2,28, -,2,16, -,2,17,244
 , 5%FMS, 7%aFG, 7%aFG,4%,3%,3%,3%,6%, 9%aMPS, 7%aMS,4%,6%,2%, -,4%,3%, -,12%,3%,5%
 Not at all well informed,342,142,100,18,14,30,9,1,5,235, -, -,15, -,2,29, -, -,38,261
 , 6%M, 9%aC,6%,5%,7%,6%,6%,1%,3%, 8%aIM, -, -,1%, -,4%, 6%M, -, -, 7%M,6%
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,51,105,6,2,16,4, -,5,147, -, -,15, -,1,5, -, -,19,154
 , 3%M,3%, 6%aBEF,2%,1%,3%,3%, -,3%, 5%aMP, -, -,1%, -,2%,1%, -, -, 3%M,3%
 WELL INFORMED,5117,1240,1333,297,192,413,140,72,176,2377,49,38,1092,14,45,430,5,15,504,4010
 , 86%BCJ,80%,81%, 89%BC, 90%BC, 87%BC, 89%BC, 93%J,86%,80%, 96%J,94%, 95%aIJPS,100%,91%, 90%J,100%,88%, 87%J,86%
 NOT INFORMED,650,255,214,31,20,45,13,6,24,434,2,2,43, -,4,45, -,2,55,505
 , 11%M, 17%aCDEFG, 13%a,9%,9%,9%,8%,7%, 12%M, 15%aMS,4%,6%,4%, -,8%, 9%M, -,12%, 10%M,11%
 NET WELL INFORMED,4467,985,1119,267,172,368,127,66,153,1943,47,36,1050,14,41,385,5,13,449,3505
 , 75%BCJ,64%, 68%B, 80%BC, 80%BC, 78%BC, 81%BC, 86%J, 74%J,66%, 93%aIJS,88%, 91%aIJPS,100%,83%, 80%J,100%,76%, 78%J,75%

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G - a/H/I/J/K/L/M/N/O/P/Q/R/S,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 106,,
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,

 , , Gender,,,,,,,, Ethnicity Summary,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), Male (b), Female (c), Male (d), Female (e), Male (f), Female (g), Male (h), Female (i), White (j), BME (k), White (l), BME (m), White (n), BME (o), White (p), BME (q), Unwtd Total 
 Unweighted Total,4669,927,1673,551,433,128,323,142,492,2127,449,934,45,366,79,593,35,4669
 Weighted Total,5972,1372,2070,694,634, 180*,388,142,492,2882,528,1236, 86**,459, 101*,593, 35*,4669
 Effective Base,3791,847,1538,469,315,38,247,142,492,1946,402,762,26,164,61,593,35,4669
 Very well informed,3821,832,1181,546,492,102,265,91,312,1687,307,964,72,304,57,385,16,2995
  , 64%bcj,61%,57%, 79%abcfghi, 78%abc,56%, 68%bc,64%, 63%c,59%,58%, 78%ajknopq,83%, 66%q,56%, 65%jkq,46%,64%
 , kq, , , , fghi, , , , , , , , , , , , , 
 Quite well informed,1296,320,457,119,105,63,80,35,117,630,142,211,10,110,31,139,12,1015
 , 22%del, 23%de, 22%de,17%,17%, 35%ade,21%, 25%de, 24%de, 22%l, 27%ajl,17%,11%, 24%l, 31%l, 23%l, 34%l,22%
 Not very well informed,308,81,156,13,21,4,15,3,16,193,37,30,3,15,4,16,2,244
  , 5%dilp, 6%di, 8%adeg,2%,3%,2%,4%,2%,3%, 7%alp, 7%lp,2%,4%,3%,4%,3%,6%,5%
 , , , hi, , , , , , , , , , , , , , , 
 Not at all well informed,342,91,164,5,11,11,21,9,30,227,27,16, -,24,7,38,1,261
 , 6%del, 7%de, 8%ade,1%,2%, 6%d, 5%de, 6%de, 6%de, 8%akl, 5%l,1%, -, 5%l, 7%l, 6%l,3%,6%
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,48,112,11,6,1,7,4,17,145,15,15,1,6,2,15,4,154
  , 3%del, 3%de, 5%abde,2%,1%, *,2%,3%, 3%e, 5%alnp,3%,1%,2%,1%,2%,3%, 11%akln,3%
 , , , g, , , , , , , , , , , , , , op, 
 WELL INFORMED,5117,1153,1638,665,597,165,345,126,429,2318,450,1175,81,414,88,524,28,4010
  , 86%cj, 84%c,79%, 96%abcghi, 94%abc,91%, 89%c, 89%c, 87%c,80%, 85%j, 95%ajknopq,95%, 90%j,87%, 88%aj,80%,86%
 , , , , , ghi, , , , , , , , , , , , , 
 NOT INFORMED,650,172,320,18,31,15,36,12,46,420,64,46,3,39,11,54,3,505
  , 11%del, 13%de, 15%abde,3%,5%,8%, 9%de, 8%d, 9%de, 15%alnp, 12%l,4%,4%, 9%l, 11%l, 9%l,9%,11%
 , , , ghi, , , , , , , , , , , , , , , 
 NET WELL INFORMED,4467,981,1318,647,566,150,309,114,383,1897,385,1129,78,374,77,470,25,3505
  , 75%bcj, 71%c,64%, 93%abcefgh, 89%abc, 83%c, 80%bc, 80%bc, 78%bc,66%, 73%j, 91%ajknopq,91%, 82%ajk,76%, 79%ajk,71%,75%
 , , , , i, ghi, , , , , , , , , , , , , 

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i - a/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,, Table 107,,,,
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,

 , , Current aimed level,,,,,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Below level 2 (B), Level 2 (C), Level 3 or higher (D), Below level 2 (E), Level 2 (F), Level 3 or higher (G), Below level 2 (H), Level 2 (I), Level 3 or higher (J), Below level 2 (K), Level 2 (L), Level 3 or higher (M), Unwtd Total 
 Unweighted Total,4669,664,766,1061,2,451,530,240,136,55,216,85,71,4669
 Weighted Total,5972,896,1057,1345, 4**,632,689,297,166, 82**,216, 85*, 71*,4669
 Effective Base,3791,617,706,942,2,336,432,176,104,10,216,85,71,4669
 Very well informed,3821,547,653,736,4,501,530,201,115,35,129,52,44,2995
 , 64%D, 61%D, 62%D,55%,100%, 79%aBCDHIKLM, 77%aBCDHKLM, 68%D, 69%D,43%,60%,61%,62%,64%
 Quite well informed,1296,189,192,370, -,97,128,58,37,43,54,21,20,1015
 , 22%CF, 21%F,18%, 28%aBCFGH, -,15%,19%,19%,22%,52%, 25%CF, 25%F, 28%CF,22%
 Not very well informed,308,47,65,113, -,15,18,15,2,1,7,3,3,244
 , 5%FG, 5%FG, 6%FGI, 8%aBFGIK, -,2%,3%,5%,1%,2%,3%,4%,4%,5%
 Not at all well informed,342,74,71,89, -,11,5,16,12,2,19,6,3,261
 , 6%FG, 8%aFG, 7%FG, 7%FG, -,2%,1%, 5%FG, 7%FG,3%, 9%aFG, 7%FG, 4%G,6%
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,39,76,37, -,9,8,7, -,1,7,3,1,154
 , 3%FG, 4%FGI, 7%aBDFGHIK,3%, -,1%,1%,2%, -,1%, 3%GI, 4%I,1%,3%
 WELL INFORMED,5117,736,846,1106,4,598,658,259,152,78,183,73,64,4010
 , 86%BCD,82%,80%,82%,100%, 94%aBCDHKL, 95%aBCDHKL, 87%C, 92%BCD,94%,85%,86%, 90%C,86%
 NOT INFORMED,650,121,135,202, -,26,24,31,14,4,26,9,6,505
 , 11%FG, 13%aFG, 13%FG, 15%aFG, -,4%,3%, 11%FG, 8%G,4%, 12%FG, 11%FG, 8%G,11%
 NET WELL INFORMED,4467,616,710,905,4,572,635,228,139,74,157,64,58,3505
 , 75%BCD,69%,67%,67%,100%, 90%aBCDHKLM, 92%aBCDHIKLM, 77%BCD, 84%aBCDK,90%,73%,75%, 82%BCD,75%

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I/J/K/L/M,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 108
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,

 , , Highest Prior Level,,,,,,,,,,,,,,,,
 ,  , FE,,,, Apprentice,,,, Other LR,,,, PCDL,,,, 
  , Wtd Total (a), No qualification (b), Below level 2 (c), Level 2 (d), Level 3 or higher (e), No qualification (f), Below level 2 (g), Level 2 (h), Level 3 or higher (i), No qualification (j), Below level 2 (k), Level 2 (l), Level 3 or higher (m), No qualification (n), Below level 2 (o), Level 2 (p), Level 3 or higher (q), Unwtd Total 
 Unweighted Total,4669,403,461,589,987,65,336,491,88,116,99,64,140,71,51,71,328,4669
 Weighted Total,5972,544,594,721,1359, 101*,444,663, 115*, 138*, 115*, 112**,167, 71*, 51*, 71*,328,4669
 Effective Base,3791,373,415,520,910,45,264,381,78,81,86,16,109,71,51,71,328,4669
 Very well informed,3821,326,394,418,732,81,345,513,95,90,85,68,105,46,34,50,197,2995
  , 64%de, 60%e, 66%de,58%,54%, 81%abdemq, 78%abcdejm, 77%abcdejm, 83%abcdejm,65%, 75%abdeq,61%,63%,65%,67%, 70%de,60%,64%
 , , , , , , , nq, nq, noq, , , , , , , , , 
 Quite well informed,1296,104,117,194,313,13,73,123,15,30,16,41,43,15,11,13,88,1015
  , 22%g,19%,20%, 27%abcfghi, 23%gi,13%,16%,19%,13%,22%,14%,37%, 26%gik,21%,22%,18%, 27%abc,22%
 , , , , k, , , , , , , , , , , , , fghik, 
 Not very well informed,308,28,34,47,115,3,12,17,1,5,5, -,6,1,2,1,11,244
 , 5%h,5%, 6%h, 6%gh, 8%abghinpq,3%,3%,3%,1%,4%,4%, -,3%,1%,4%,1%,3%,5%
 Not at all well informed,342,52,27,37,126,2,6,6,3,12,7,1,10,7, -,5,22,261
 , 6%gh, 10%acdghio, 5%gh, 5%gh, 9%acdghio,2%,1%,1%,3%, 9%gho, 6%gh,1%, 6%gh, 10%fgho, -, 7%gh, 7%gh,6%
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,33,23,24,73,2,8,5,1,2,1,2,3,2,4,2,10,154
 , 3%h, 6%agh, 4%h, 3%h, 5%agh,2%,2%,1%,1%,2%,1%,2%,2%,3%, 8%ghikm,3%, 3%h,3%
 WELL INFORMED,5117,430,510,612,1045,94,418,635,110,119,102,110,149,61,45,63,285,4010
  , 86%be,79%, 86%be, 85%be,77%, 93%be, 94%abcdejn, 96%abcdejk, 95%abcdenq,86%, 89%be,98%, 89%be,86%,88%, 89%e, 87%be,86%
 , , , , , , , q, mnopq, , , , , , , , , , 
 NOT INFORMED,650,81,61,84,241,4,18,23,4,17,12,1,15,8,2,6,33,505
  , 11%ghi, 15%aghio, 10%gh, 12%ghi, 18%acdfghim,4%,4%,3%,4%, 12%gh, 10%gh,1%, 9%gh, 11%gh,4%, 8%h, 10%gh,11%,,,,
 , , , , , opq, , , , , , , , , , , , , ,,,,
 NET WELL INFORMED,4467,349,449,528,804,90,401,613,105,103,90,109,133,53,43,57,252,3505,,,,
  , 75%be,64%, 76%be, 73%be,59%, 89%abcdejn, 90%abcdejk, 92%abcdejk, 91%abcdejk, 74%e, 78%be,97%, 80%be, 75%e, 84%be, 80%be, 77%be,75%,,,,
 , , , , , , , mnpq, mnpq, mnpq, , , , , , , , , ,,,,

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 109
" Q.26. For each of the following aspects, please say whether you felt very well informed, quite well informed, not very well informed or not at all informed after induction?",,,,,,,,,,,,,,,,,,,,,,
" Health and Safety procedures, including emergency arrangements for fire",,,,,,,,,,,,,,,,,,,,,,
 Base : All wave 2,,,,,,,,,,,,,,,,,,,,,,

 , , Disabilities/ Learning difficulties,,,,,,,, Stage of Course,,,,,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), None (B), Disability and/or learning difficulty (C), None (D), Disability and/or learning difficulty (E), None (F), Disability and/or learning difficulty (G), None (H), Disability and/or learning difficulty (I), Early leaver (J), Complete (K), Still studying (L), Early leaver (M), Complete (N), Still studying (O), Early leaver (P), Complete (Q), Still studying (R), Early leaver (S), Complete (T), Still studying (U), Unwtd Total 
 Unweighted Total,4669,2254,346,895,89,369,82,555,79,173,655,1732,37,269,650,31,117,299,44,259,317,4669
 Weighted Total,5972,3001,441,1209, 118*,475, 93*,555, 79*,228,931,2222, 52*,374,865, 37**, 132*,395, 44*,259,317,4669
 Effective Base,3791,2055,310,713,56,173,54,555,79,157,613,1560,33,199,512,25,99,127,44,259,317,4669
 Very well informed,3821,1725,289,938,99,303,64,345,58,106,588,1288,40,285,690,21,101,243,20,167,208,2995
  , 64%BJLS,57%, 65%B, 78%aBCFH, 84%aBCFH,64%,69%, 62%B, 73%B,47%, 63%JLS, 58%J, 76%JLS, 76%aJK, 80%aJK,56%, 77%aJK, 62%J,45%, 64%JLS, 66%JLS,64%
 , , , , , , , , , , , , , , LRSTU, LRSTU, , LRSTU, , , , , 
 Quite well informed,1296,700,78,211,14,120,23,140,12,66,159,539,13,70,133,8,20,113,13,66,68,1015
  , 22%DKO, 23%aCDE,18%,17%,11%, 25%CDE,25%, 25%aCDE,15%, 29%aKN,17%, 24%aKO,24%,19%,15%,23%,15%, 29%KNO, 30%KO, 25%KOQ, 21%O,22%
 , , , , , , , , , , OQ, , Q, , , , , , Q, , , , 
 Not very well informed,308,206,31,29,5,17,2,17,2,19,52,161, -,8,23,4,3,12,1,8,10,244
  , 5%DHNO, 7%aDH, 7%DH,2%,4%,4%,2%,3%,3%, 8%NOQR, 6%NO, 7%aNOQ, -,2%,3%,10%,2%,3%,2%,3%,3%,5%
 , , , , , , , , , , TU, , TU, , , , , , , , , , 
 Not at all well informed,342,229,26,15,1,30,2,35,4,27,56,162, -,5,9,4,5,22,6,12,20,261
  , 6%DNO, 8%aD, 6%D,1%,1%, 6%D,2%, 6%D, 5%D, 12%aKLM, 6%NO, 7%aNO, -,1%,1%,10%, 4%O, 6%NO, 14%aKMN, 5%NO, 6%NO,6%
 , , , , , , , , , , NOQTU, , , , , , , , , OQT, , , 
 Not applicable, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know,205,141,18,17, -,6,2,18,3,10,77,72, -,7,10, *,3,4,4,6,11,154
  , 3%DO, 5%aDF, 4%D,1%, -,1%,2%, 3%D,4%, 4%O, 8%aLNO, 3%O, -,2%,1%,1%,2%,1%, 9%aLNO,2%, 3%O,3%
 , , , , , , , , , , , QRTU, , , , , , , , RT, , , 
 WELL INFORMED,5117,2424,366,1149,113,423,87,485,70,172,746,1827,52,355,824,29,122,357,33,233,276,4010
  , 86%BJKLS,81%,83%, 95%aBCFH, 95%aBC, 89%B, 93%B, 87%B,89%,75%,80%, 82%J, 100%aJK, 95%aJK, 95%aJK,79%, 92%JKL, 90%JKL,75%, 90%aJK, 87%JKL,86%
 , , , , I, , , , , , , , , LSU, LSTU, LRSTU, , S, S, , LS, S, 
 NOT INFORMED,650,435,57,44,6,46,4,52,6,46,107,323, -,12,32,7,8,34,7,20,30,505
  , 11%DMNO, 15%aDEGH, 13%D,4%,5%, 10%D,5%, 9%D,8%, 20%aKM, 12%MNO, 15%aMNO, -,3%,4%,20%,6%, 9%NO, 16%MNOQ, 8%NO, 9%NO,11%
 , , , , , , , , , , NOQRTU, , QTU, , , , , , , , , , 
 NET WELL INFORMED,4467,1989,310,1106,107,376,83,433,64,126,639,1505,52,342,792,22,114,322,26,213,246,3505
  , 75%BJKLS,66%,70%, 91%aBCFH, 90%aBCH, 79%BC, 89%aBC, 78%BC, 81%B,55%, 69%J, 68%J, 100%aJK, 92%aJK, 92%aJK,59%, 86%aJK, 81%JKL,59%, 82%aJK, 78%JKL,75%
 , , , , I, , , , , , , , , LQRSTU, LRSTU, LRSTU, , LS, S, , LS, S, 

