Sample,0.086,0.112,0.109,0.106,0.103,0.102,0.085,0.081,0.078,0.077,0.079
Source: Frontier analysis of Skills Funding Agency college accounts data ,,,,,,,,,,,

Figure 18. Average of LSC / Skills Funding Agency income as a percentage of total income,,,,,,,,,,,
,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-2011
Population,0.673,0.716,0.732,0.76,0.737,0.78,0.755,0.751,0.754,0.685,0.755,,,,,,,,,
Sample,0.669,0.712,0.726,0.767,0.745,0.746,0.75,0.741,0.746,0.691,0.749,,,,,,,,,
Source: Frontier analysis of Skills Funding Agency college accounts data ,,,,,,,,,,,,,,,,,,,,

"Figure 19.  Bar chart of total capital expenditure approved per college from 2002/03 to 2010/11 across all colleges, £ million",,,,,,,,,,,,,,,,,,,,

Bucket,<10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
Population,0.46,0.12,0.08,0.07,0.06,0.03,0.05,0.04,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0,0
Sample,0.44,0.12,0.11,0.05,0.08,0.04,0.05,0.04,0.01,0.04,0,0.01,0.01,0,0.01,0,0,0,0,0.01
Source: Frontier analysis of Skills Funding Agency capital expenditure approvals data,,,,,,,,,,,,,,,,,,,,

Figure 20. Distribution of college locations,,,,,,,,,,,,,,,,,,,,
,Population,Sample,,,,,,,,,,,,,,,,,,
Central Eastern,0.089,0.077,,,,,,,,,,,,,,,,,,
East Midlands,0.06,0.07,,,,,,,,,,,,,,,,,,
"Liverpool, Cumbria and Lancashire",0.081,0.092,,,,,,,,,,,,,,,,,,
London North and East,0.069,0.085
"Manchester, Cheshire, Warrington and Staffordshire",0.089,0.077
South Central,0.093,0.099
South East,0.065,0.042
South West,0.065,0.056
North East,0.065,0.07
London South and West,0.081,0.085
Yorkshire and the Humber,0.077,0.07
Yorkshire and Humber,0.012,0.014
West Midlands,0.105,0.113
Thames Valley,0.052,0.049
Source: Frontier analysis of Skills Funding Agency college contact details list,,

Figure 21. Distribution of types of colleges,,
,Sample,Population
FE college,0.88,0.892
FE - Special college - Agriculture and Horticulture,0.063,0.06
"FE - Special college - Art, Design and Performing Arts",0.014,0.012
FE - Specialist Designated Institute,0.042,0.036
Source: Frontier analysis of Skills Funding Agency college contact details list,,
