objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
4617,UKF2205016,Melton Warwick,2672690.91,8200.75069883054
4618,UKF2205011,Old Dalby,34371646.305,35710.5077030841
4619,UKF2205025,Somerby,44624766.48,42056.8522232632
4620,UKF2205026,Waltham-on-the-Wolds,30447335.585,29357.6966383831
4621,UKF2205027,Wymondham,80395371.395,44528.7600725546
4622,UKF2206001,Appleby,35141005.69,34774.8360053436
4623,UKF2206023,Ashby Castle,1560232.075,6286.78226384982
4624,UKF2206024,Ashby Holywell,9973542.43,16153.170733163
4625,UKF2206025,Ashby Ivanhoe,8629621.42,13582.1372044943
4626,UKF2206026,Bardon,6040295.275,11597.0545980146
4627,UKF2206027,Breedon,34467461.865,34922.558648294
4628,UKF2206028,Castle Donington,27237090.805,26448.3625058204
4629,UKF2206029,Coalville,1559766.065,6351.53394929266
4630,UKF2206030,Greenhill,16522265.81,27275.0164483255
4631,UKF2206031,Hugglescote,8243793.415,15025.6017149682
4632,UKF2206032,Ibstock and Heather,14479533.475,19740.3969129717
4633,UKF2206033,Kegworth and Whatton,20615004.8,24892.9673031007
4634,UKF2206014,Measham,7061862.57,11676.9785189868
4635,UKF2206015,Moira,13007925.405,16229.216106326
4636,UKF2206016,Oakthorpe and Donisthorpe,7412586.48,12815.3944611933
4637,UKF2206034,Ravenstone and Packington,20295875.265,22215.1508486695
4638,UKF2206035,Snibston,3789687.51,9969.0702673866
4639,UKF2206036,Thringstone,2814841.595,10366.9255425257
4640,UKF2206037,Valley,34707702.255,29416.0843654753
4641,UKF2206038,Whitwick,5316592.875,10447.0338526975
4642,UKF2207011,Oadby Brocks Hill,1955164.3792,5982.17088941058
4643,UKF2207012,Oadby Grange,2875659.38,7981.64408237479
4644,UKF2207013,Oadby St Peter's,1969760.3118,5902.82983609522
4645,UKF2207014,Oadby Uplands,1116426.844,5323.84225217802
4646,UKF2207015,Oadby Woodlands,1610534.805,5910.47464074416
4647,UKF2207016,South Wigston,3361932.395,8576.40707759828
4648,UKF2207017,Wigston All Saints,2514844.865,7192.02636560184
4649,UKF2207018,Wigston Fields,1449788.045,5191.577133486
4650,UKF2207019,Wigston Meadowcourt,5040578.375,9956.94044763858
4651,UKF2207020,Wigston St Wolstan's,1291095.735,5866.56925433744
4652,UKF3001018,Central,757487.205506455,5027.36464125444
4653,UKF3001003,Coastal,54781890.2317317,34722.4343803764
4654,UKF3001019,Fenside,1711469.065,5663.09652405323
4655,UKF3001020,Fishtoft,20913105.3925922,36403.9352879119
4656,UKF3001006,Five Village,60213962.671938,49562.3612576052
4657,UKF3001021,Frampton and Holme,29959150.2192772,37104.7306747015
4658,UKF3001022,Kirton,23290607.8933432,36966.7931084717
4659,UKF3001023,North,6165514.66,15352.3617604791
4660,UKF3001024,Old Leake and Wrangle,52126987.44466,31001.7258067927
4661,UKF3001025,Pilgrim,888156.95555386,4359.46704520063
4662,UKF3001026,Skirbeck,1298230.91914192,4834.48539305788
4663,UKF3001027,South,2749657.27183075,10964.6007878916
4664,UKF3001028,Staniland South,712646.595,3257.63079439892
4665,UKF3001029,Staniland North,491864.875,2879.83644447573
4666,UKF3001030,Swineshead and Holland Fen,89622740.935,55416.3620140428
4667,UKF3001031,West,1210089.815,4467.10473422862
4668,UKF3001032,Witham,2477044.58,7748.21533108898
4669,UKF3001017,Wyberton,15572307.6283158,28127.6850517119
4670,UKF3002049,Alford,41262304.1914178,37079.408066084
4671,UKF3002050,Binbrook,68283370.09,51393.7484615364
4672,UKF3002051,Burgh le Marsh,17315109.825,22207.4515455026
4673,UKF3002052,Chapel St Leonards,25005258.77295,37517.7218896306
4674,UKF3002053,Coningsby and Tattershall,33039063.465,28598.3184547107
4675,UKF3002054,Croft,63915731.5911266,51756.3973509123
4676,UKF3002009,Frithville,74483627.71,49809.0247678482
4677,UKF3002010,Grimoldby,28377038.05,27299.2195883509
4678,UKF3002055,Halton Holegate,56485054.35,43777.6230206324
4679,UKF3002013,Holton le Clay,6039098.315,10660.0391687639
4680,UKF3002014,Horncastle,11706752.235,18586.8687235668
4681,UKF3002056,Hundleby,97645463.835,59580.4065623788
4682,UKF3002016,Ingoldmells,16253929.23235,25308.876733956
4683,UKF3002057,Legbourne,134960896.595,69998.8191128298
4684,UKF3002058,Ludford,114402883.95,54670.5470970243
4685,UKF3002059,Mablethorpe Central,2750771.145,8565.72814937768
4686,UKF3002060,Mablethorpe East,711053.175395,3602.07257715718
4687,UKF3002061,Mablethorpe North,7432284.18285,13973.2179731275
4688,UKF3002062,Mareham le Fen,78899782.275,56679.8234480818
4689,UKF3002020,Marshchapel,58653059.0950552,45776.144374829
4690,UKF3002022,North Holme,3305545.88,7581.15585761036
4691,UKF3002063,North Somercotes,38064375.9201453,47715.3168696862
4692,UKF3002024,North Thoresby,38437401.37,27778.2196812967
4693,UKF3002064,Priory,598131.03,3241.13978960152
4694,UKF3002065,Roughton,121320523.01,63491.7071225586
4695,UKF3002066,St Clement's,4723699.85,10124.51991954
4696,UKF3002029,St James',574830.58,3976.88165862872
4697,UKF3002067,St Margaret's,633957.68,3435.48345853362
4698,UKF3002031,St Mary's,3260417.865,7912.62437100855
4699,UKF3002068,St Michael's,2244686.915,6162.44664345088
4700,UKF3002069,Scarbrough,3601136.676625,9748.6846402959
4701,UKF3002070,Seacroft,3641312.33783153,7973.8371972175
4702,UKF3002071,Sibsey,21657582.415,26962.8031805004
4703,UKF3002072,Skidbrooke with Saltfleet Haven,62639103.73095,62314.0537076663
4704,UKF3002036,Spilsby,4785555.42,10594.5249896373
4705,UKF3002073,Stickney,53132191.885,33926.1272286943
4706,UKF3002074,Sutton on Sea North,2900262.93133,8210.18971674882
4707,UKF3002075,Sutton on Sea South,4569872.94481209,9413.91173041704
4708,UKF3002076,Tetford,115480191.64,52728.7101558072
4709,UKF3002040,Tetney,33564856.7805749,42808.9690161464
4710,UKF3002077,Trinity,498225.485,3538.23944161788
4711,UKF3002078,Trusthorpe and Mablethorpe South,8007391.106445,11824.7117332275
4712,UKF3002079,Wainfleet and Friskney,78803050.9583786,45068.2552044819
4713,UKF3002080,Willoughby with Sloothby,70059907.5,61793.6826028505
4714,UKF3002081,Winthorpe,4655302.554265,11883.8288969686
4715,UKF3002082,Withern with Stain,78022517.015,48845.2124526201
4716,UKF3002047,Woodhall Spa,21893648.46,27593.8351960758
4717,UKF3002083,Wragby,45086303.455,34238.336706839
4718,UKF3003021,Abbey,5368314.09,10120.6829404192
4719,UKF3003022,Birchwood,2123904.15,7051.20724482129
4720,UKF3003023,Boultham,5382462.745,11721.4922300273
4721,UKF3003024,Bracebridge,2119767.86,5721.15187375126
4722,UKF3003025,Carholme,6319449.315,11286.6742526119
4723,UKF3003026,Castle,1744763.435,7331.90824179761
4724,UKF3003027,Glebe,1799017.84,5332.78287676945
4725,UKF3003028,Hartsholme,3330657.925,8963.21918461599
4726,UKF3003029,Minster,2444765.1,7188.43997176234
4727,UKF3003019,Moorland,2353773.89,6790.9229233277
4728,UKF3003030,Park,2807858.595,11476.4225492757
4729,UKF3004055,Ashby de la Launde and Cranwell,95919300.485,46973.5068803478
4730,UKF3004056,Bassingham and Brant Broughton,86793883.67,49769.3406052281
4731,UKF3004057,"Billinghay, Martin and North Kyme",81331904.81,42520.0840724641
4732,UKF3004058,Bracebridge Heath and Waddington East,14727127.905,23095.7180509597
4733,UKF3004005,Branston,43619365.745,34965.5641610619
4734,UKF3004035,Cliff Villages,84138908.935,44892.9117993306
4735,UKF3004059,"Eagle, Swinderby and Witham St Hughs",60826584.54,40365.9999728779
4736,UKF3004037,Heckington Rural,68264211.63,39927.3116974297
4737,UKF3004038,Heighington and Washingborough,27506852.165,28433.538700086
4738,UKF3004060,Kirkby la Thorpe and South Kyme,66991731.115,41809.9662250748
4739,UKF3004039,Leasingham and Rauceby,35833430.39,38992.6075933076
4740,UKF3004061,Metheringham,89408314.985,41979.5746129583
4741,UKF3004062,North Hykeham Forum,508623.47,3219.96650691591
4742,UKF3004063,North Hykeham Memorial,4026349.765,9924.80071174481
4743,UKF3004064,North Hykeham Mill,2418181.195,7754.87128189472
4744,UKF3004065,North Hykeham Moor,836079.37,3669.59242299011
4745,UKF3004066,North Hykeham Witham,1186086.625,6109.59761810987
4746,UKF3004046,Osbournby,107611230.275,64802.982156932
4747,UKF3004047,Ruskington,15557357.34,23264.1214369134
4748,UKF3004048,Skellingthorpe,13438406.095,16099.9550365866
4749,UKF3004067,Sleaford Castle,1141826.965,4974.33084814207
4750,UKF3004050,Sleaford Holdingham,5980117.3,12624.927286546
4751,UKF3004068,Sleaford Navigation,1584031.67,6233.33694690876
4752,UKF3004069,Sleaford Quarrington and Mareham,7100690.19,13084.5970361054
4753,UKF3004070,Sleaford Westholme,1822805.98,7492.2606620127
4754,UKF3004071,Waddington West,3460785.52,8260.94650174441
4755,UKF3005037,Crowland and Deeping St Nicholas,121406679.1,53879.0387908553
4756,UKF3005038,"Donington, Quadring and Gosberton",75344145.155,44870.6847710875
4757,UKF3005004,Fleet,27400383.175,44493.0235286454
4758,UKF3005005,Gedney,51933071.816206,51977.5252801285
4759,UKF3005024,Holbeach Hurn,75436108.486436,42835.1911369283
4760,UKF3005039,Holbeach Town,5736496.94,11709.2327579857
4761,UKF3005027,Long Sutton,47601196.925055,47409.1307446162
4762,UKF3005036,"Moulton, Weston and Cowbit",86801322.1824467,60092.8769139547
4763,UKF3005040,Pinchbeck and Surfleet,72063769.235,49154.3436091943
4764,UKF3005041,Spalding Castle,2288658.995,11162.1086082144
4765,UKF3005042,Spalding Monks House,6167879.26,11675.8586403718
4766,UKF3005043,Spalding St John's,1437783.25,5361.96390272299
4767,UKF3005044,Spalding St Mary's,12176598.16,17661.4758504328
4768,UKF3005045,Spalding St Paul's,8145417.17,13972.7882139633
4769,UKF3005046,Spalding Wygate,1576216.28,6341.35677383043
4770,UKF3005035,Sutton Bridge,48580662.2649289,48541.8115828216
4771,UKF3005021,The Saints,42967931.19,34807.9245976749
4772,UKF3005047,Whaplode and Holbeach St John's,64038809.535,58106.3054189658
4773,UKF3006035,All Saints,1113211.455,5379.60083477705
4774,UKF3006036,Aveland,74028002.02,37895.9674669354
4775,UKF3006003,Barrowby,14129719.84,18273.5899951995
4776,UKF3006004,Belmont,15608584.955,19285.8538186233
4777,UKF3006037,Bourne East,32982604.955,24282.2302512476
4778,UKF3006038,Bourne West,8505389.12,12234.5903630789
4779,UKF3006008,Deeping St James,16077911.01,18569.3621066424
4780,UKF3006039,Earlesfield,2226495.57,6258.91287538326
4781,UKF3006040,Ermine,38001390.54,36993.4949904769
4782,UKF3006041,Forest,59369629.78,41543.9680377858
4783,UKF3006042,Glen Eden,100689949.05,54096.5002451675
4784,UKF3006043,Grantham St John's,4276631.99,8754.67609759129
4785,UKF3006044,Green Hill,1737472.7,5399.26682060331
4786,UKF3006045,Greyfriars,1798133.34,7900.36162722146
4787,UKF3006046,Harrowby,1701516.51,5120.8903575598
4788,UKF3006017,Heath,32735290.01,25938.5080093228
4789,UKF3006047,Hillsides,69099500.135,51734.5390959478
4790,UKF3006048,Isaac Newton,54002212.73,34784.6568810333
4791,UKF3006049,Lincrest,87988369.49,46189.813973987
4792,UKF3006050,Loveden,55602521.03,47492.0636081186
4793,UKF3006022,Market and West Deeping,12493744.71,23485.1788374058
4794,UKF3006051,Morkery,33048090.605,29487.0389214876
4795,UKF3006052,Peascliffe,11086637.22,15433.0135207845
4796,UKF3006053,Ringstone,29700895.745,25323.2338392435
4797,UKF3006054,St Anne's,2694404.78,9411.99667808572
4798,UKF3006027,St George's,1634839.475,5150.06950676614
4799,UKF3006055,St Mary's,2411932.85,10539.8737887699
4800,UKF3006056,St Wulfram's,1508302.645,5653.20883577997
4801,UKF3006057,Saxonwell,33592461.165,28141.1477865593
4802,UKF3006031,Stamford St John's,2542449.325,10207.56902561
4803,UKF3006058,Thurlby,15500253.69,18314.2595574863
4804,UKF3006059,Toller,32326271.98,32709.3562125141
4805,UKF3006060,Truesdale,48831961.745,38659.4909801518
4806,UKF3006061,Witham Valley,43462175.555,32137.448989035
4807,UKF3007027,Bardney,37066381.465,29592.3075266325
4808,UKF3007028,Caistor,62997923.01,44628.2291572204
4809,UKF3007029,Cherry Willingham,11438561.405,16097.5094977799
4810,UKF3007030,Dunholme,30540395.16,33454.8773426296
4811,UKF3007046,Fiskerton,56213298.725,46672.6892027422
4812,UKF3007032,Gainsborough East,3047770.045,7484.97166120376
4813,UKF3007033,Gainsborough North,2139728.04,7487.2608617573
4814,UKF3007034,Gainsborough South-West,4623942.825,13172.3932237872
4815,UKF3007035,Hemswell,83844610.24,44881.0746045281
4816,UKF3007010,Kelsey,79324849.34,56443.8943419589
4817,UKF3007036,Lea,27946678.255,28196.2472970289
4818,UKF3007037,Market Rasen,88756145.43,50975.3663964252
4819,UKF3007013,Middle Rasen,70930897.085,39661.3915573604
4820,UKF3007014,Nettleham,22766732.135,23609.8620953547
4821,UKF3007015,Saxilby,50553417.33,33493.7374697883
4822,UKF3007038,Scampton,63948758.67,39065.5136224892
4823,UKF3007039,Scotter,71631539.145,48586.2541104974
4824,UKF3007019,Stow,33704102.765,28513.536299407
4825,UKF3007047,Sudbrooke,12853067.54,18346.965481255
4826,UKF3007041,Thonock,31153632.79,29544.0687698703
4827,UKF3007021,Torksey,44004809.145,37309.252307708
4828,UKF3007042,Waddingham and Spital,77456319.295,39300.7158213074
4829,UKF3007043,Welton,59347103.48,39560.1366947126
4830,UKF3007044,Wold View,95387122.105,59012.1027539244
4831,UKF3007045,Yarborough,34615700.015,36130.6457836648
4832,UKH1301042,All Saints,36974734.945,30189.916719073
4833,UKH1301004,Buckenham,22038026.505,21782.1754886529
4834,UKH1301043,Burgh and Haverscroft,11180523.39,17424.6139185599
4835,UKH1301044,Conifer,97053287.08,63737.2860027059
4836,UKH1301045,Dereham-Central,4175277.635,10205.002182691
4837,UKH1301046,Dereham-Humbletoft,3864315.865,8328.6867718441
4838,UKH1301047,Dereham-Neatherd,11832073.57,17139.0164685934
4839,UKH1301048,Dereham-Toftwood,2051810.155,7327.52762475789
4840,UKH1301049,East Guiltcross,47359665.93,39086.2526704077
4841,UKH1301050,Eynsford,33199633.675,30629.6561344632
4842,UKH1301012,Haggard de Toni,32762441.75,39483.1419973673
4843,UKH1301051,Harling and Heathlands,102995600.705,52733.3997838039
4844,UKH1301052,Hermitage,57867946.54,47466.9053079024
4845,UKH1301053,Launditch,58367854.309545,51862.3093235945
4846,UKH1301054,Mid Forest,106731301.135,70595.0724251023
4847,UKH1301020,Nar Valley,55449658.375,48575.7151038525
4848,UKH1301021,Necton,15787254.485,16962.1790149906
4849,UKH1301055,Queen's,20339812.595,24495.1003881673
4850,UKH1301056,Shipdham,19329775.575,22572.2228687604
4851,UKH1301057,Springvale and Scarning,46700619.365,37230.8154305039
4852,UKH1301026,Swaffham,29568012.025,23911.5941404011
4853,UKH1301058,Swanton Morley,26967886.055,30144.996885695
4854,UKH1301059,Taverner,27327384.365455,34056.60524696
4855,UKH1301060,Templar,31197113.26,28575.1350282459
4856,UKH1301061,Thetford-Abbey,8405829.86,15870.4533670581
4857,UKH1301062,Thetford-Castle,897900.505,3848.87837139644
4858,UKH1301063,Thetford-Guildhall,1978383.305,6201.88769950118
4859,UKH1301064,Thetford-Saxon,17821923.025,19632.3010245531
4860,UKH1301065,Two Rivers,37622026.065,29508.2156629128
4861,UKH1301066,Upper Wensum,47523627.68,33831.5358383527
4862,UKH1301067,Upper Yare,58974879.57,39497.2075597342
4863,UKH1301037,Watton,7145403.255,11705.5146244181
4864,UKH1301068,Wayland,85815265,51146.5618957946
4865,UKH1301069,Weeting,68488528.94,55653.6210226348
4866,UKH1301070,West Guiltcross,35527067.885,34505.1848473261
4867,UKH1301071,Wissey,33055658.04,30226.3984821479
4868,UKH1302001,Acle,9355959.92718245,18135.9201129695
4869,UKH1302036,Aylsham,50655143.845,41249.1473502687
4870,UKH1302037,Blofield with South Walsham,51409258.06,37352.9963141029
4871,UKH1302038,Brundall,38141037.8167404,44355.8620839462
4872,UKH1302039,Burlingham,9675076.38,14658.9139991247
4873,UKH1302040,Buxton,19925404.84,28837.6089056747
4874,UKH1302041,Coltishall,21547190.295,24938.2091088869
4875,UKH1302042,Drayton North,1981913.88,9208.16906864341
4876,UKH1302043,Drayton South,3061980.045,11960.3135694179
4877,UKH1302044,Eynesford,65805435.125,47253.058294204
4878,UKH1302045,Great Witchingham,72408714.89,46702.7781779059
4879,UKH1302046,Hellesdon North West,3215569.15,9230.91573627784
4880,UKH1302047,Hellesdon South East,2023723.665,5725.79397302661
4881,UKH1302048,Hevingham,25954098.54,27713.0799936144
4882,UKH1302049,Horsford and Felthorpe,25439086.535,27483.8645208771
4883,UKH1302050,Marshes,54686564.8374915,45049.348855146
4884,UKH1302051,Old Catton and Sprowston West,3116008.655,7846.40693799711
4885,UKH1302052,Plumstead,11009772.235,14892.6028190038
4886,UKH1302053,Reepham,19277048.315,20232.2121819598
4887,UKH1302054,Spixworth with St Faiths,14855136.545,20594.2814929037
4888,UKH1302055,Sprowston Central,3529184.895,10576.5466026433
4889,UKH1302056,Sprowston East,5326942.27,10285.4102580376
4890,UKH1302057,Taverham North,3128522.46,7761.64853954604
4891,UKH1302058,Taverham South,5386919.67,13312.9086508099
4892,UKH1302059,Thorpe St Andrew North West,2932744.895,8387.37081220948
4893,UKH1302060,Thorpe St Andrew South East,4308974.57130672,11363.0656700831
4894,UKH1302061,Wroxham,26378265.295,27067.785078415
4895,UKH1303022,Bradwell North,4626001.31549424,9316.590326446
4896,UKH1303023,Bradwell South and Hopton,10125615.59265,21738.3968065455
4897,UKH1303024,Caister North,1445695.35912,5386.54815371647
4898,UKH1303025,Caister South,9166155.24068932,16048.6292545763
4899,UKH1303026,Central and Northgate,7198742.81926908,24848.1069291049
4900,UKH1303027,Claydon,1555193.792395,6347.25580318691
4901,UKH1303028,East Flegg,20755469.0172289,21195.6115621528
4902,UKH1303006,Fleggburgh,42136927.6012886,43881.5643423763
4903,UKH1303029,Gorleston,1837102.821265,9283.13798741448
4904,UKH1303010,Lothingland,21635073.0077545,27526.0816994152
4905,UKH1303030,Magdalen,1692205.73,5487.26418664791
4906,UKH1303031,Nelson,2580458.39395696,10222.6995841102
4907,UKH1303016,Ormesby,11629844.3831955,16025.3938835749
4908,UKH1303032,St Andrews,1012188.21677,5417.92191547756
4909,UKH1303033,Southtown and Cobholm,2989672.90848107,7887.62703183112
4910,UKH1303034,West Flegg,31044908.985,29620.2417439325
4911,UKH1303035,Yarmouth North,2040554.82114389,6125.7427554322
4912,UKH1308001,Airfield,69020596.7936534,44594.2281708526
4913,UKH1308002,Brancaster,37275245.5777341,58898.5974196996
4914,UKH1308003,Burnham,59787852.3012657,63161.8312515233
4915,UKH1308004,Clenchwarton,12728366.1497862,18634.3949876038
4916,UKH1308005,Denton,170194799.645,57768.8947845399
4917,UKH1308006,Dersingham,14463526.3025,22366.810847567
4918,UKH1308007,Docking,71955466.09,45586.7135309154
4919,UKH1308008,Downham Old Town,1019603.4,4745.38693073789
4920,UKH1308009,East Downham,1344835.635,5279.04909382808
4921,UKH1308010,Emneth with Outwell,23934521.515,29121.8877171873
4922,UKH1308011,Fairstead,1151054.53,4557.48483574712
4923,UKH1308012,Gayton,40743285.125,33785.1403523504
4924,UKH1308013,Gaywood Chase,1849618.915,6724.69383024914
4925,UKH1308014,Gaywood North Bank,2245488.56,7512.17872820032
4926,UKH1308015,Grimston,22486408.585,27253.0068797385
4927,UKH1308016,Heacham,14068562.90931,17391.7119000032
4928,UKH1308017,Hilgay with Denver,63175928.22,41787.7610507777
4929,UKH1308018,Hunstanton,27826558.653245,26470.3657955487
4930,UKH1308019,Mershe Lande,32034927.82,29009.8517698176
4931,UKH1308020,North Downham,1069894.26,4317.25826115568
4932,UKH1308021,North Lynn,4582222.8081825,12282.3620473443
4933,UKH1308022,North Wootton,24275084.87761,22047.9685008826
4934,UKH1308023,Old Gaywood,717387.415,3295.02572761353
4935,UKH1308024,Priory,69062511.625,46045.179617214
4936,UKH1308025,Rudham,76971077.94,54989.8937380223
4937,UKH1308026,St Lawrence,28764111.65,24691.2750383002
4938,UKH1308027,St Margarets with St Nicholas,1120666.6470015,4663.37909164234
4939,UKH1308028,Snettisham,57867346.65727,41362.1365742598
4940,UKH1308029,South and West Lynn,13086878.5010337,31010.0498499276
4941,UKH1308030,South Downham,1781991.565,7219.25238316075
4942,UKH1308031,South Wootton,17246270.5505321,28335.2663909882
4943,UKH1308032,Spellowfields,61639455.9013096,47589.541977024
4944,UKH1308033,Springwood,1790603.375,5650.80289366648
4945,UKH1308034,Upwell and Delph,91590397.0419783,64824.5341173287
4946,UKH1308035,Valley Hill,99959929.6424176,64565.9871519939
4947,UKH1308036,Walpole,23516286.19,21149.7917475685
4948,UKH1308037,Walton,31850373.43,25740.5681069627
4949,UKH1308038,Watlington,6610622.72965157,11462.8529610473
4950,UKH1308039,West Winch,27085856.6,22507.8454014624
4951,UKH1308040,Wiggenhall,36373456.2939982,44173.3254590855
4952,UKH1308041,Wimbotsham with Fincham,65424628.7306804,53034.2135938827
4953,UKH1308042,Wissey,27797166.005,22537.4676716104
4954,UKH1305037,Astley,55408037.935,40970.4101240104
4955,UKH1305038,Briston,12298980.345,17733.1392295833
4956,UKH1305040,Corpusty,60868843.45,46346.2847472978
4957,UKH1305041,Cromer Town,2485103.439355,7609.13308819452
4958,UKH1305042,Erpingham,49257799.145,38220.0395156502
4959,UKH1305043,Gaunt,29880579.518385,27929.0883179558
4960,UKH1305044,Glaven Valley,56667832.3309395,78335.2078152079
4961,UKH1305045,Happisburgh,34985171.716165,38835.455252927
4962,UKH1305046,High Heath,30637626.4645976,33401.2981039792
4963,UKH1305047,Holt,12089680.005,17365.5801751239
4964,UKH1305048,Hoveton,14770558.555,24065.6776380504
4965,UKH1305049,Lancaster North,5895329.34,11737.7507993732
4966,UKH1305050,Lancaster South,3173808.315,8147.30697874897
4967,UKH1305051,Mundesley,17361803.84517,24402.8458543953
4968,UKH1305052,North Walsham East,5123130.415,9134.08048084487
4969,UKH1305053,North Walsham North,2224425.46,7652.33600797113
4970,UKH1305054,North Walsham West,10064268.51,15120.782622577
4971,UKH1305055,Poppyland,16134883.8369013,20031.0050107589
4972,UKH1305056,Priory,86822745.5120072,95236.5921382529
4973,UKH1305057,Roughton,27593795.57,31511.652161246
4974,UKH1305058,Scottow,27831056.785,26657.5772480752
4975,UKH1305059,St Benet,29456039.2,37446.5856297342
4976,UKH1305060,Sheringham North,1587821.3826297,7682.29270718245
4977,UKH1305061,Sheringham South,2002636.96,6736.06212259237
4978,UKH1305062,Stalham and Sutton,13989125.515,16205.462625012
4979,UKH1305063,Suffield Park,1975935.982655,5922.70987201853
4980,UKH1305064,The Raynhams,58943258.055,45007.3100542229
4981,UKH1305066,Walsingham,65379151.99,41527.6508695128
4982,UKH1305067,Waterside,49315901.745,34946.8572244764
4983,UKH1305068,Waxham,45883697.6477405,45989.7174255516
4984,UKH1305069,Wensum,46995075.055,47613.6387119457
4985,UKH1305070,Worstead,39196859,37675.7309752612
4986,UKH1306017,Bowthorpe,3090067.625,8408.76887887645
4987,UKH1306018,Catton Grove,5679143.14,16542.0400109324
4988,UKH1306019,Crome,2292820.145,6694.27753743944
4989,UKH1306020,Eaton,4946400.085,8954.01819124485
4990,UKH1306021,Lakenham,3334183.23,8100.14093339484
4991,UKH1306022,Mancroft,2177999.5,7615.61213534978
4992,UKH1306023,Mile Cross,2689562.475,7640.6181857204
4993,UKH1306024,Nelson,1037864.405,4766.15530051195
4994,UKH1306025,Sewell,1418919.445,5408.80142551542
4995,UKH1306026,Thorpe Hamlet,3532232.61,8828.16259905588
4996,UKH1306027,Town Close,2019306.26,5801.07436160476
4997,UKH1306028,University,2936610.515,7632.21491349971
4998,UKH1306029,Wensum,3697232.525,9657.60899944348
4999,UKH1309001,Abbey,1386538.515,7189.16926155599
5000,UKH1309004,Brooke,36830756.53,31532.7678852534
5001,UKH1309005,Bunwell,38860139.8,25837.3650686439
5002,UKH1309009,Dickleburgh,31886197.145,34316.1304410303
5003,UKH1309011,Ditchingham and Broome,24899075.19,26479.3279514022
5004,UKH1309013,Easton,30959169.235,29613.9986638069
5005,UKH1309014,Forncett,26981358.195,24513.8217806494
5006,UKH1309017,Hempnall,46511968.87,40306.0469762997
5007,UKH1309019,Hingham and Deopham,24669922.67,22827.9544542061
5008,UKH1309022,New Costessey,1964856.265,5664.67891611876
5009,UKH1309023,Newton Flotman,18439826.015,30091.5657109981
5010,UKH1309024,Northfields,8561769.46,13826.1938957883
5011,UKH1309025,Old Costessey,10668353.51,19034.9440222578
5012,UKH1309026,Poringland with the Framinghams,11527134.645,15760.8185227385
5013,UKH1309027,Rockland,32227148.9014318,31669.3673408712
5014,UKH1309029,Rustens,2657776.315,7704.0826252943
5015,UKH1309030,Scole,29114420.265,30076.2838982654
5016,UKH1309031,Stoke Holy Cross,25702294.8816533,24183.8081157152
5017,UKH1309032,Stratton,24274653.37,29239.021298543
5018,UKH1309033,Tasburgh,26320624.31,25184.1627579914
5019,UKH1309034,Thurlton,65587816.5101338,55329.9249849474
5020,UKH1309035,Town,1702945.7,8166.76624872485
5021,UKH1309036,Wicklewood,45208227.02,41295.4046825219
5022,UKH1309037,Beck Vale,33707631.805,25160.2636453274
5023,UKH1309003,Bressingham and Burston,60534223.17,41952.2369357768
5024,UKH1309038,Chedgrave and Thurton,31191679.2555052,26341.3055786704
5025,UKH1309039,Cringleford,21614800.24,30271.3782434923
5026,UKH1309008,Cromwells,29905130.09,28128.4381892151
5027,UKH1309010,Diss,5509510.615,10749.3642934867
5028,UKH1309040,Earsham,41661834.69,37784.2017752848
5029,UKH1309041,Gillingham,43791312.6222211,38316.4641058719
5030,UKH1309042,Harleston,12746250.29,19773.558430499
5031,UKH1309043,Hethersett,9916991.23,13836.6328799395
5032,UKH1309044,Loddon,13798703.82,18081.244312445
5033,UKH1309045,Mulbarton,32003331.35,28918.0102954048
5034,UKH1309028,Roydon,5047260.405,11074.5247816075
5035,UKF2501001,Beanfield,818328.18,3756.61200668544
5036,UKF2501002,Central,1121224.12,5487.36456073133
5037,UKF2501003,Danesholme,1395358.27,5118.37721812283
5038,UKF2501004,East,1601862.685,6016.36763799502
5039,UKF2501005,Exeter,473614.82,2986.49549649123
5040,UKF2501006,Great Oakley,1456443.84,6050.19782648104
5041,UKF2501007,Kingswood,1976734.685,6928.46375173961
5042,UKF2501008,Lodge Park,698620.915,4023.19482251088
5043,UKF2501009,Oakley Vale,2298859.29,6164.38274633312
5044,UKF2501010,Rowlett,1042531.29,5179.96513478082
5045,UKF2501011,Rural West,21414425.27,22119.4110985652
5046,UKF2501012,Shire Lodge,2922711.765,9184.80314010825
5047,UKF2501013,Stanion and Corby Village,8217035.475,17340.2495454691
5048,UKF2501014,Tower Hill,835984.055,4365.56560434388
5049,UKF2501015,Weldon and Gretton,32846102.945,36757.0817310505
5050,UKF2502001,Barnwell,76390934.175,57088.0691413079
5051,UKF2502002,Fineshade,50435658.61,48089.1197813626
5052,UKF2502003,Higham Ferrers Chichele,1043789.5025,4660.58268123372
5053,UKF2502004,Higham Ferrers Lancaster,19811926.5525,25482.120689516
5054,UKF2502005,Irthlingborough John Pyel,5344299.485,9681.32142345373
5055,UKF2502006,Irthlingborough Waterloo,6234420.41,10570.9894543866
5056,UKF2502007,King's Forest,58414236.69,57076.9564876901
5057,UKF2502008,Lower Nene,49037953.315,35778.2353467077
5058,UKF2502009,Lyveden,47279922.72,37921.3362903493
5059,UKF2502010,Oundle,48921365.43,37460.1655770572
5060,UKF2502011,Prebendal,53758930.005,55197.3619663251
