Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2013,PROPERTY RENTS PAYABLE,HISTORIC LIABILITIES,FACILITIES-BUILDING MANAGEMENT,ADDITIONAL RENT FOR LEASE,0000202357,3316.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,24 HOUR SUBSISTENCE ALLOWANCE,HISTORIC LIABILITIES,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000202459,1.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,MILEAGE PAYMENTS,HISTORIC LIABILITIES,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000202459,22.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000201853,168.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,PCS LTD,0000201854,420.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000201871,292.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,FARES - RAIL,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000201873,523.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),HUMAN RESRCES&ORGNSTL DEVLPMNT,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,286.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),HUMAN RESRCES&ORGNSTL DEVLPMNT,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,618.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,CONCESSIONERY FUEL,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF CHILDCARE,CAPITA BUSINESS SERVICES,0000201903,665.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/07/2013,CHILDCARE VCHRS-SERVICE CHARGE,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000201972,72.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/06/2013,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,RPS BUSINESS HEALTHCARE,0000202084,1530.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/06/2013,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,BUPA WELLNESS FINANCE,0000202136,520.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2013,REDUNDANCY,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-HR BUS PRCS O/S,MYCSP LTD,0000202166,80.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,INCIDENTALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000202215,15.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,PUBLICATIONS,HUMAN RESRCES&ORGNSTL DEVLPMNT,OPRTNL GOODS&SERV-DEVLPNG MTRL,COMPANY BARCLAYCARD,0000202216,33.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PSPES NOT APPLICABLE,COMPANY BARCLAYCARD,0000202216,40.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,24 HOUR SUBSISTENCE ALLOWANCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000202219,16.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,PROFESSIONAL SUBSCRIPTIONS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000202220,276.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,TRAINING AND EDUCATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000202221,-282.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000202247,60.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000202249,633.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000202250,1076.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000202251,285.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000202252,1150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000202253,738.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/07/2013,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,BUPA WELLNESS FINANCE,0000202358,520.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TRAINING AND EDUCATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,CNCLTN OF INVOICE 195343,34000676,-350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/06/2013,CALL CHARGES,ICT -  SERVICE MANAGEMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000201479,951.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/06/2013,LINE RENTAL,ICT -  SERVICE MANAGEMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000201479,5221.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/06/2013,PRINTING,ICT -  SERVICE MANAGEMENT,OFFICE SOLUTIONS-PRINT,KONICA MINOLTA,0000201849,4430.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,HOTEL ACCOMMODATION,ICT -  SERVICE MANAGEMENT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000201871,410.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,FARES - RAIL,ICT -  SERVICE MANAGEMENT,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000201873,164.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),ICT -  SERVICE MANAGEMENT,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,210.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),ICT -  SERVICE MANAGEMENT,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,304.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,CALL CHARGES,ICT -  SERVICE MANAGEMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000201971,113.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,LINE RENTAL,ICT -  SERVICE MANAGEMENT,ICT-TELECOMS,COMPANY BARCLAYCARD,0000202227,43.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,IT-APPLICATIONS MANAGEMENT,ICT -  SERVICE MANAGEMENT,ICT-NETWORKING,COMPANY BARCLAYCARD,0000202244,31.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,IT-APPLICATIONS MANAGEMENT,ICT -  SERVICE MANAGEMENT,ICT-HARDWARE,COMPANY BARCLAYCARD,0000202246,318.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,IT-APPLICATIONS MANAGEMENT,ICT -  SERVICE MANAGEMENT,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000202246,460.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,OFFICE MACHINERY PURCHASED,ICT -  SERVICE MANAGEMENT,OFFICE SOLUTIONS-OFFICE MACHNE,COMPANY BARCLAYCARD,0000202246,37.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-BUSINESS ANALYSIS&DESIGN,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000201846,1800.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,HOTEL ACCOMMODATION,ICT-BUSINESS ANALYSIS&DESIGN,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000201871,187.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,FARES - RAIL,ICT-BUSINESS ANALYSIS&DESIGN,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000201874,-8.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-BUSINESS ANALYSIS&DESIGN,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000201897,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),ICT-BUSINESS ANALYSIS&DESIGN,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,54.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),ICT-BUSINESS ANALYSIS&DESIGN,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,82.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/07/2013,CHILDCARE VOUCHERS,ICT-BUSINESS ANALYSIS&DESIGN,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000201972,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-BUSINESS ANALYSIS&DESIGN,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000202195,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,24 HOUR SUBSISTENCE ALLOWANCE,ICT-BUSINESS ANALYSIS&DESIGN,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000202472,22.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,FARES - PUBLIC TRANSPORT,ICT-BUSINESS ANALYSIS&DESIGN,TRAVEL&EVENTS-TAXI,STAFF EXPENSES CONTROL,0000202472,11.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,MILEAGE PAYMENTS,ICT-BUSINESS ANALYSIS&DESIGN,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000202472,19.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,HOTEL ACCOMMODATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000201871,431.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,FARES - RAIL,ICT-TECH SUPPORT&SYSTM DVLPMNT,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000201873,349.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/07/2013,IT-APPLICATIONS MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000201881,561.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),ICT-TECH SUPPORT&SYSTM DVLPMNT,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,160.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),ICT-TECH SUPPORT&SYSTM DVLPMNT,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,305.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/07/2013,CHILDCARE VOUCHERS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000201972,124.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000202246,99.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,24 HOUR SUBSISTENCE ALLOWANCE,ICT-TECH SUPPORT&SYSTM DVLPMNT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000202466,22.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,24 HOUR SUBSISTENCE ALLOWANCE,ICT-TECH SUPPORT&SYSTM DVLPMNT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000202470,22.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/07/2013,INCIDENTALS,ICT-TECH SUPPORT&SYSTM DVLPMNT,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000202470,39.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000201807,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/06/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000201817,404.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000201829,-4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-LEGAL SERVICES,RE CLAIM COSTS,0000201834,350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/06/2013,PUBLICATIONS,LEGAL & COMMERCIAL,PERSONNEL RLTD-STAFF SUBSCRPTN,THOMSON REUTERS (PROFESSI,0000201851,67.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/06/2013,PUBLICATIONS,LEGAL & COMMERCIAL,PERSONNEL RLTD-STAFF SUBSCRPTN,THOMSON REUTERS (PROFESSI,0000201852,239.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000201858,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000201893,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),LEGAL & COMMERCIAL,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,25.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),LEGAL & COMMERCIAL,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,56.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000201966,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202078,-4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202079,0.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000202082,64.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000202138,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202139,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000202164,44.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000202258,9.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202323,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000202326,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000202421,18.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202422,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/07/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000202486,343.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000202544,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/06/2013,CONSULTANCY,LICENSING,PROF SER CNSLTNCY-PROP/CNSTRCN,WARDELL ARMSTRONG LLP,0000201768,2112.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,CONSULTANCY,LICENSING,CONSTRUCTION-CNSTRN SER PROVDR,COASTWAY LIMITED,0000201837,3350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,IT-APPLICATIONS MANAGEMENT,LICENSING,ICT-MAINTENANCE & SUPPORT,OPEN PROJECTS LIMITED,0000201990,1623.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/06/2013,CONSULTANCY,LICENSING: CLOSURE COSTS,PROF SER-LEGAL SERVICES,SHEPHERD & WEDDERBURN,0000201832,4457.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/07/2013,LEGAL COSTS,LICENSING: CLOSURE COSTS,PROF SER-LEGAL SERVICES,WALKER MORRIS,0000201857,26181.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/07/2013,CONSULTANCY,LICENSING: CLOSURE COSTS,PROF SER TECH-ENGINEERING SER,FAITHFUL & GOULD,0000202081,2205.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/07/2013,CONTRACTORS - CLOSURE,LICENSING: CLOSURE COSTS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000202308,820.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/06/2013,CURR YR ADD-INTNGBLE INFO TECH,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000201462,1750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/06/2013,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000201463,3668.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/07/2013,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000201860,17100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),MINE ENTRY INSPECTIONS,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,33.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,TAX ON BENEFITS (PSA SCHEMES),MINE ENTRY INSPECTIONS,PSPES NOT APPLICABLE,TAX ON BENEFITS,0000201901,48.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/07/2013,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000202262,3071.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/06/2013,CURR YR ADD-INTNGBLE INFO TECH,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000201462,4375.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/06/2013,STATIONERY,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000201463,9170.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/06/2013,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-MAINTENANCE & SUPPORT,SYSTEM ASSOCIATES,0000201545,3620.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/07/2013,COURIER SERVICES,MINING INFORMATION COMMERCIAL,FACILITIES - SECURITY,SECURITY PLUS LIMITED,0000201689,51.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,GROUNDSURE ROYALTY,MINING INFORMATION COMMERCIAL,PSPES NOT APPLICABLE,GROUNDSURE LIMITED,0000201765,67723.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/07/2013,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION COMMERCIAL,PROF SER FNCL-BANKING&INVSTMNT,WORLDPAY LIMITED,0000201811,684.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/06/2013,FARES - RAIL,MINING INFORMATION COMMERCIAL,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000201873,153.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/07/2013,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION COMMERCIAL,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000201878,1258.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/07/2013,NIC CLASS 1B (PSA SCHEMES),MINING INFORMATION COMMERCIAL,PSPES NOT APPLICABLE,CLASS 1B NIC ON BENEFITS,0000201901,322.57
