IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PPY-BRA-1415,PPY-BRA-1415,UK Expertise Supporting Improvements to Urban Mobility,"To help Brazilian cities of Salvador and Florianópolis implement high quality urban mobility infrastructure projects funded by Brazil's Growth Acceleration Programme, using UK expertise and technology on sustainable transport.",Brazil,BR,,,21010,Transport policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"48,459.00","48,459.00"
GB-GOV-3-PPY-BRA-1416,PPY-BRA-1416,Supporting Developement in Brazil through enhanced Rail Competitiveness,"Use UK expertise to support the Ministry of Transport, through VALEC Engineering, Construction and Railways, to shape and implement Brazil's new railway operation model, increasing competitiveness and opening more opportunities for new operators.",Brazil,BR,,,21030,Rail transport,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"58,261.00","58,261.00"
GB-GOV-3-PPY-BRA-1417,PPY-BRA-1417,Implementing UK-Brazil Tax and Trade Cooperation,"Based on UK expertise, support international trade facilitation and tax cooperation, by improving customs efficiency and promoting the implementation of tax agreements and recommendations in Brazil.",Brazil,BR,,,15111,Public finance management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"46,803.00","46,803.00"
GB-GOV-3-PPY-BRA-1418,PPY-BRA-1418,Improving business environment through transparency in São Paulo State,"Based on UK expertise, improve business environment in São Paulo State by enhancing implementation of State's transparency programme, targeting open data management for business and civil society use and the application of effective anticorruption measures.",Brazil,BR,,,25010,Business support services and institutions,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"101,710.00","101,710.00"
GB-GOV-3-PPY-BRA-1419,PPY-BRA-1419,Sharing UK  experience of developing regulation for non-conventional gas reserves.,To  share the UK  Government experience of putting in place credible and proportionate regulatory frameworks for the sustainable exploitation of non-conventional gas reserves (eg shale gas.) ,Brazil,BR,,,32110,Industrial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"65,131.00","65,131.00"
GB-GOV-3-PPY-BRA-1420,PPY-BRA-1420,Applying UK Expertise to Develop a Smarter Electricity Grid in Brazil,"To apply UK expertise on smart grid policy, regulation and R&D to develop a smart grid in Brazil, including an effective integration of distributed generation.",Brazil,BR,,,32110,Industrial policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"27,404.00","27,404.00"
GB-GOV-3-PPY-BRA-1421,PPY-BRA-1421,Climate Smart Cities: UK expertise  building capacities and enabling investment in low carbon urban development in Brazil ,"Using UK expertise on Smart Cities to support Brazilian cities such as Recife, Fortaleza, and Sorocaba to identify and implement the best innovative solutions from the UK to foster low carbon urban development and innovation.",Brazil,BR,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"60,205.00","60,205.00"
GB-GOV-3-PPY-BRA-1422,PPY-BRA-1422,Using UK expertise on Sustainable Production Certification ,"To apply UK experience on Sustainable Product Certification to support Brazil on the development of its own certification scheme, increasing low carbon growth and industrial competitiveness.",Brazil,BR,,,41010,Environmental policy and administrative management,22000,Donor country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"70,935.00","70,935.00"
GB-GOV-3-PPY-BRA-1424,PPY-BRA-1424,Improving energy use in the private sector,"This project aims to bring the UK's experience to Brazil of optimising value for money in funding energy efficiency in the private sector and in setting up Monitoring, Reporting and Verification frameworks for such programmes. It aims to support the Brazilian Electricity Regulatory Agency in achieving best value for money in terms of energy and emission savings, and reducing carbon emissions, mitigating climate change.",Brazil,BR,,,41010,Environmental policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"53,990.00","53,990.00"
GB-GOV-3-PPY-BRA-1426,PPY-BRA-1426,UK-BR Skills Knowledge Exchange for the Creative Industry in Brazil,"This is a project to develop the creative industries in Brazil by strengthening links with UK experts in audio technologies and digital broadcast media industries, supporting capacity-building in sound engineering, design and production.  ",Brazil,BR,,,22040,Information and communication technology (ICT),21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"27,632.00","27,632.00"
GB-GOV-3-PPY-BRA-Openness-FY14-15,PPY-BRA-Openness-FY14-15,"Brazil Openness Programme, supporting Brazil's economic reform, opening the economy to internal and external input.
","The Brazil Openness Program is a set of 3 tactical fund projects: support Brazil with smaller scale and people-centred initiatives to increase social mobility and transparency including the development of new financing options for Small and Medium Enterprises (SME); (ii) Using UK expertise to develop a knowledge transfer programme in São Paulo State to accelerate the transition to a circular economy, focused on governments and Brazilian businesses; and (iii) support Brazil’s Planning and Logistics Company (EPL) to map international standard business case best practices for infrastructure projects, paving the way to more integration of transport modals. 

",Brazil,BR,,,51010,General budget support,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"18,458.00","18,458.00"
GB-GOV-3-PPY-BRA-Resources-FY14-15,PPY-BRA-Resources-FY14-15,Brazil Resources Programme to support UK objectives,"Work covers:  (i) supporting Brazilian vocational college Rectors in raising management standards, to improve both the quality of vocational education for Brazilian students, and to address the skills gap in Brazil through sharing the UK experience; (ii) sharing UK’s best practices on natural gas and supply chain development to support the Ministry of Mines and Energy to improve its oil & gas policies and developing collaboration between the UK hospitality sector and the Brazilian government, municipalities and secretariats; consolidating UK and Brazilian Central Bank Cooperation on Programme Management (iv)  implementing financial programmes to deliver more transparency and innovation, benefiting companies and wider government.
                                          
",Brazil,BR,,,51010,General budget support,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"34,340.00","34,340.00"
GB-GOV-3-PPY-BRA-FY14/15---LE-01,PPY-BRA-FY14/15---LE-01,Administrative costs of ODA Projects in Brazil,"Project facilitation costs covering planning, implementation and resources as part of a prosperity strategy in Brazil. ",Brazil,BR,,,51010,General budget support,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"12,904.00","12,904.00"
GB-GOV-3-PPY-Central,PPY-Central,Administrative Costs of ODA Projects,"Project facilitation costs covering planning, implementation and resources as part of ODA projects.",,,"Developing countries, unspecified",998,91010,Administrative costs,11000,Donor Government,G01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"46,172.00","46,172.00"
GB-GOV-3-PPY-CENTRAL-1406,PPY-CENTRAL-1406,Prosperity Fund Evaluation ,"This project aims to evaluate management and governance of the Prosperity Fund programme in 2014/15, to ensure value for money and impact.",,,"Developing countries, unspecified",998,24030,Formal sector financial intermediaries,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"1,092.00","1,092.00"
GB-GOV-3-PPY-CENTRAL-1412,PPY-CENTRAL-1412,"Promoting global policy to exchange tax information in China, Hong Kong and Korea.   ","This project aims to increase engagement with key policy makers  in China, Hong Kong and Korea on early adoption of the new global standard for automatic exchange of tax information designed to tackle tax evasion. Corruption damages prosperity and stops economic development.",,,"Developing countries, unspecified",998,23010,Energy policy and administrative management,47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"6,800.00","6,800.00"
GB-GOV-3-PPY-CENTRAL-1413,PPY-CENTRAL-1413,Building Peruvian capacity on Climate Change ,"Project to support exchange knowledge on climate change and international negotiations with scientists, decision makers and other climate change experts in order to strengthen their capacities and communication skills on these issues. ",Peru,PE,,,15110,Public sector policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,2,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"17,697.00","17,697.00"
GB-GOV-3-PPY-CENTRAL-1414,PPY-CENTRAL-1414,Combating climate change,"This project aims to develop international guidelines for transparent Intended Nationally Determined Contributions (INDCs), and support developing countries to bring these forward in advance of UN climate negotiations in Paris. The process for INDCs pairs national policy-setting — in which countries determine their contributions in the context of their national priorities, circumstances and capabilities — with a global framework that drives collective action toward a low-carbon, climate-resilient future.  ",,,"Developing countries, unspecified",998,25010,Business support services and institutions,47080,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only),C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"85,909.00","85,909.00"
GB-GOV-3-PPY-CENTRAL-1415,PPY-CENTRAL-1415,Improving environmental policies ,"This project aims to promote responsible environmental policies, and maximising the New Climate Economy study by influencing targeted opinion and policy leaders in key countries in the run up to the UN climate negotiations in Lima. This will improve understanding on how countries can achieve economic growth while dealing with the risks posed by climate change and support HMG international climate change objectives.",,,"Developing countries, unspecified",998,51010,General budget support,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,816.00","10,816.00"
GB-GOV-3-PPY-CENTRAL-1417,PPY-CENTRAL-1417,Audit of Mauritius higher education sector by UK Quality Assurance Agency,A project to improve access to and quality of tertiary education in Mauritius by strengthening the regulatory framework through an audit by the UK Quality Assurance Agency.   ,Mauritius,MU,,,32110,Industrial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"14,309.00","14,309.00"
GB-GOV-3-PPY-CENTRAL-1418,PPY-CENTRAL-1418,Promoting development through public and private sector cooperation.,"To promote effective governance and economic development through the sharing of UK experience and knowledge of effective public and private sector cooperation in East Africa (Kenya, Uganda & Tanzania)",,,"Africa, regional",298,15150,Democratic participation and civil society,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"28,891.00","28,891.00"
GB-GOV-3-PPY-CENTRAL-1420,PPY-CENTRAL-1420,Protecting the environment,This project will lead to the creation of a climate change listing requirement for stock exchanges by promoting the alignment of capital markets with international climate policy objectives.  This will enable companies to measure and publicly report their performance data via the stock exchange. ,,,"Developing countries, unspecified",998,41010,Environmental policy and administrative management,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"49,890.00","49,890.00"
GB-GOV-3-PPY-CENTRAL-1424,PPY-CENTRAL-1424,Development of governance standards to enable governments to measure and improve their transparency.  ,This project aims to improve transparency by working with civil society to develop and pilot a methodology to allow governments to measure their level of transparency and provide specific recommendations for improvements towards international transparency standards.,,,"Developing countries, unspecified",998,15121,Foreign affairs,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"68,420.00","68,420.00"
GB-GOV-3-PPY-CENTRAL-1427,PPY-CENTRAL-1427,Catalysing transformation in Caribbean energy markets  ,"Capacity Building to  better position the  Caribbean to pursue lower-cost, more efficient energy solutions, notably through development of a natural gas market and improved utility company business models in support of climate change objectives.",,,"North and Central America, regional",389,32210,Mineral/mining policy and administrative management,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"81,976.00","81,976.00"
GB-GOV-3-PPY-CENTRAL-1429,PPY-CENTRAL-1429,Reducing corruption and improving global transparency and standards in extractives industries,"This project aims to increase transparency and reduce corruption in the extractives industries in Brazil, Argentina and South Africa by engaging with policy makers, industry representatives and civil society to improve reporting standards.",,,"Developing countries, unspecified",998,15122,Diplomatic missions,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"15,376.00","15,376.00"
GB-GOV-3-PPY-CENTRAL-1431,PPY-CENTRAL-1431,Ensuring transparency in the oil and gas sector ,"This project enhances financial reform in Lebanon by increasing the ability of civil society to monitor the oil and gas sector, strengthening their role in facilitating the initiation of the extractive process, and advocating for transparency and accountability in the sector.",Lebanon,LB,,,43030,Urban development and management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"21,884.00","21,884.00"
GB-GOV-3-PPY-CENTRAL-1433,PPY-CENTRAL-1433,Supporting good financial management and transparency in Central America.,"This project aims to improve financial management and transparency in Central America by funding an educational visit to teach key officials, decision makers and practitioners about Public and Private Sector co-operation in the UK, supporting the development of an open and transparent procurement process for infrastructure projects.",,,"Developing countries, unspecified",998,24010,Financial policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"34,940.00","34,940.00"
GB-GOV-3-PPY-CENTRAL-1434,PPY-CENTRAL-1434,Expert workshop on climate risks,"This project aims to promote awareness of the risks of climate change, and through this strengthen governments’ readiness to undertake rapid emissions reductions. ",,,"Developing countries, unspecified",998,24010,Financial policy and administrative management,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"87,049.00","87,049.00"
GB-GOV-3-PPY-CENTRAL-1435,PPY-CENTRAL-1435,Capacity building to  share expertise on introducing international automatic tax exchange systems.  ,"This project aims to support the development of economic governance by sharing UK expertise on introducing international automatic tax exchange systems in Indonesia, Malaysia and Singapore",,,"Asia, regional",798,41010,Environmental policy and administrative management,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,500.00","2,500.00"
GB-GOV-3-PPY-CENTRAL-1437,PPY-CENTRAL-1437,Project to encourage sustainable and innovative infrastructure development.,This project funds workshops in three cities to promote UK expertise on environmentally sustainable and innovative infrastructure in Ecuador in support of longer-term prosperity and development objectives.,Ecuador,EC,,,33140,Multilateral trade negotiations,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,942.00","7,942.00"
GB-GOV-3-PPY-CENTRAL-1438,PPY-CENTRAL-1438,Supporting Vietnam and Indonesia to reform energy subsidies ,"This project aims to increase the sustainability of energy pricing reforms in Vietnam and Indonesia, thereby promoting lower carbon development, more stable and sustainable public finances and improved security of energy supply in partner countries.",Vietnam,VN,,,32167,Energy manufacturing,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"22,868.00","22,868.00"
GB-GOV-3-PPY-CENTRAL-1444,PPY-CENTRAL-1444,Support to help develop Mexico's Hydrocarbon Sector,"Assisting Mexico shape its new energy sector regulatory capacity to guarantee fairness, transparency and competitiveness in the hydrocarbon sector, help develop Mexico's economy.",Mexico,MX,,,41010,Environmental policy and administrative management,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"72,980.00","72,980.00"
GB-GOV-3-PPY-CENTRAL-1446,PPY-CENTRAL-1446,Iraq Public Private Partnership (PPP) masterclass training ,"This project aims to strengthen governance and embed financial reform within Iraq by developing public private partnership (PPP) knowledge and best practice thinking, infrastructural long-term planning, prioritisation, financing, and service delivery within key government decision-making institutions in Iraq.",Iraq,IQ,,,23010,Energy policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"88,421.00","88,421.00"
GB-GOV-3-PPY-CENTRAL-1448,PPY-CENTRAL-1448,Guatemala: Promotion of Open Government.,This project seeks to increase knowledge of international best practice on open government and provide support to Guatemalan institutions on widening access to government data to increase transparency.,Guatemala,GT,,,15110,Public sector policy and administrative management,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"24,989.00","24,989.00"
GB-GOV-3-PPY-CENTRAL-1449,PPY-CENTRAL-1449,Increasing Transparency in Panama’s Procurement Processes for Public Works.,This project helps increase transparency in Panama’s procurement processes for public works through an in-country needs assessment with key local stakeholders to identify major factors contributing to the pattern of increases to project costs followed by a series of public policy recommendations and identification of targeted actions and strategies to address deficiencies.,Panama,PA,,,15122,Diplomatic missions,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"6,192.00","6,192.00"
GB-GOV-3-PPY-CENTRAL-1450,PPY-CENTRAL-1450,"Improving land remediation in China, ",This project aims to enhance environmental protection by encouraging the Chinese government to adopt UK advice on  Land Remediation and Heavy Metal Pollution Control. ,China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"17,355.00","17,355.00"
GB-GOV-3-PPY-CENTRAL-1452,PPY-CENTRAL-1452,Development of a High Level Reporting Mechanism to support the prevention of bribery in public procurement,"This project provides for development of a High Level Reporting Mechanism for Panama to support the prevention of bribery in public procurement. On-site scoping mission conducted with participation from local government, judiciary,  private sector and civil society in order to gain a wide-range of technical and policy expertise. ",Panama,PA,,,23010,Energy policy and administrative management,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,222.00","8,222.00"
GB-GOV-3-PPY-CENTRAL-1453,PPY-CENTRAL-1453,Supporting transparency in Mauritius,"A project to enhance transparency, accountability and effective governance by supporting regional implementation of WTO government procurement guidelines, making government tenders more transparent.",Mauritius,MU,,,15122,Diplomatic missions,22000,Donor country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"85,795.00","85,795.00"
GB-GOV-3-PPY-CENTRAL-1454,PPY-CENTRAL-1454,Nigeria Capital Markets Study,"Developing a well-functioning capital market in Nigeria is essential to bring financing to businesses, help the economy diversify and deliver opportunities to Nigerians. This project studies the issues that are holding back development of the market, and is the basis of cooperation between the UK and Nigeria to address those issues.",Nigeria,NG,,,24010,Financial policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"85,000.00","85,000.00"
GB-GOV-3-PPY-CENTRAL-1455,PPY-CENTRAL-1455,Nigeria Capital Markets Visit,"An additional element to PPY CENTRAL 1454, this project enabled the study authors to travel to Nigeria to work with practitioners in country. This improved the quality of the study and laid the basis for its adoption and implementation by stakeholders in Nigeria.",Nigeria,NG,,,15122,Diplomatic missions,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,685.00","3,685.00"
GB-GOV-3-PPY-CENTRAL-1457,PPY-CENTRAL-1457,Improving resource  governance in China.,This project aims to enhance environmental protection by unlocking understanding amongst Chinese decision-makers of how China can engage with international resource governance and sustainability organisations and mechanisms.,China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,164.00","20,164.00"
GB-GOV-3-PPY-CENTRAL-1458,PPY-CENTRAL-1458,Chile Regulatory Reform Action,"Support the Government of Chile to improve the way regulations are implemented, to support private sector growth whilst delivering regulatory protections by sharing UK best practice.",Chile,CL,,,15130,Legal and judicial development,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"15,591.00","15,591.00"
GB-GOV-3-PPY-CENTRAL-1460,PPY-CENTRAL-1460,Assessing climate risks to fragile states,"This project aims to reduce the risk of severe impacts from climate change in fragile states, that contribute to conflict and migration, and build political will for ambitious international action to tackle climate change. ",,,"Developing countries, unspecified",998,16030,Housing policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,2,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"200,000.00","200,000.00"
GB-GOV-3-PPY-CENTRAL-1461,PPY-CENTRAL-1461,Combating Global Corruption,"This project aims to identify ways to enhance existing global asset recovery and anti-corruption regimes and develop collective and individual actions to prevent and combat corruption. Corruption damages prosperity and stops economic development - a safer, more prosperous world is in all of our interests.",,,"Developing countries, unspecified",998,15163,Free flow of information,22000,Donor country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"55,072.00","55,072.00"
GB-GOV-3-PPY-CENTRAL-1463,PPY-CENTRAL-1463,Supporting  improvement of tax administration in India,This project aims to increase cooperation to implement G20 and OECD tax administration reforms through roundtable discussion,India,IN,,,24010,Financial policy and administrative management,52000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"43,626.00","43,626.00"
GB-GOV-3-PPY-CENTRAL-SCINN-0001,PPY-CENTRAL-SCINN-0001,Reducing the risk of antimicrobial resistance ,"This project engages stakeholders in policy, health and livestock communities in key developing countries on Anti-Microbial Resistance (AMR).   This will raise the importance of AMR globally, increase understanding of this growing problem, emphasise the need for all stakeholders to contribute to a global response and incentivise nations to tackle the issue domestically.",,,"Africa, regional",298,12261,Health education,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"72,000.00","72,000.00"
GB-GOV-3-PPY-CHN-1403,PPY-CHN-1403,Developing the Chinese corporate bond market  ,This project aims to enhance economic governance by UK support for the development of an exchange-traded corporate bond market in China by March 2014.,China,CN,,,24010,Financial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,955.00","8,955.00"
GB-GOV-3-PPY-CHN-1405,PPY-CHN-1405,Sharing UK experience on Emissions Trading Schemes,This project aims to combat climate change by helping China to design a national unified carbon trading market by 2015 fully taking into consideration the lessons and experiences of international emissions trading schemes.,China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,802.00","2,802.00"
GB-GOV-3-PPY-CHN-1407,PPY-CHN-1407,Advising Chinese extractives industry on regulatory approaches.,"This project aims to combat climate change. By March 2015, the government should promote responsible development of gas in China by setting and improving the regulatory system and industrial policies using recommendations from this project, which will reduce pressure on global LNG prices, increasing UK energy security.",China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"46,342.00","46,342.00"
GB-GOV-3-PPY-CHN-1409,PPY-CHN-1409,Combating climate change through supply chain energy and efficiency targets ,"This project aims to combat climate change and promote economic governance. By end of 2014, the Chinese Government establishes a mechanism that ensures State Owned Enterprises (SOEs) maximise energy conservation through their supply chain so green house gas emissions is effectively decreased.",China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,744.00","2,744.00"
