Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316303,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,808.08,
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316304,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,"1,459.82",
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316305,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,864.63,
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316306,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,883.35,
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316307,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,950.56,
Environment & Regeneration,Highways                               ,Supplies & Services,24 November 2011,MGL DEMOLITION LTD,5316301,Revenue,3KIMF,Highways Stock Account       K,479.44,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304676,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,885.69,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304678,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,"1,046.24",
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304679,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,480.87,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304901,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,898.56,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304903,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,898.56,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5305020,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,78.24,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5305159,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,890.37,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304677,Revenue,3KIMF,Highways Stock Account       K,533.52,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304902,Revenue,3KIMF,Highways Stock Account       K,481.52,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5304998,Revenue,3KIMF,Highways Stock Account       K,795.60,
Environment & Regeneration,Highways                               ,Supplies & Services,16 November 2011,MGL DEMOLITION LTD,5305063,Revenue,3KIMF,Highways Stock Account       K,740.48,
Environment & Regeneration,Highways                               ,Supplies & Services,29 November 2011,MGL DEMOLITION LTD,5320757,Revenue,3KIMF,Highways Stock Account       K,492.96,
Environment & Regeneration,Highways                               ,Supplies & Services,04 November 2011,MGL DEMOLITION LTD,5292725,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,795.60,
Environment & Regeneration,Highways                               ,Supplies & Services,04 November 2011,MGL DEMOLITION LTD,5292725,Revenue,3KIMF,Highways Stock Account       K,419.12,
Environment & Regeneration,Highways                               ,Supplies & Services,04 November 2011,MGL DEMOLITION LTD,5292726,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,"1,043.12",
Environment & Regeneration,Highways                               ,Supplies & Services,04 November 2011,MGL DEMOLITION LTD,5292729,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,485.04,
Environment & Regeneration,Highways                               ,Supplies & Services,04 November 2011,MGL DEMOLITION LTD,5292730,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,485.04,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313017,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,873.99,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313031,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,595.53,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313032,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,888.03,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313034,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,882.18,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313035,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,910.26,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313036,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,889.20,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313037,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,721.92,
Environment & Regeneration,Highways                               ,Supplies & Services,23 November 2011,MGL DEMOLITION LTD,5313309,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,882.18,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5318993,Revenue,3KIMD,Other Stores Stock Account   K,"1,169.28",
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319038,Revenue,3KIMD,Other Stores Stock Account   K,"1,088.00",
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319070,Revenue,3KIMD,Other Stores Stock Account   K,571.20,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319285,Revenue,3KIMD,Other Stores Stock Account   K,"3,255.38",
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319691,Revenue,3KIMD,Other Stores Stock Account   K,556.67,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319692,Revenue,3KIMD,Other Stores Stock Account   K,766.37,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28 November 2011,MH SOUTHERN & CO LTD,5319807,Revenue,3KIMD,Other Stores Stock Account   K,677.38,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,30 November 2011,MH SOUTHERN & CO LTD,5315260,Revenue,1KEKL,Env Impsrb                   K,"3,515.10",
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,09 November 2011,MILBURN SERVICES LTD,5299167,Revenue,1KBAA,Building Contracts           K,450.00,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08 November 2011,MILBURN SERVICES LTD,5297294,Revenue,1KBAA,Building Contracts           K,450.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311077,Revenue,1MG10,Ind Nursing Care Elderly     M,-344.25,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311077,Revenue,1MM10,Ind Nursing Care MH          M,-314.95,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311078,Revenue,1MG10,Ind Nursing Care Elderly     M,"-1,032.75",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311078,Revenue,1MM10,Ind Nursing Care MH          M,-944.85,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311079,Revenue,1MG10,Ind Nursing Care Elderly     M,"-1,377.00",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MILLDENE,5311079,Revenue,1MM10,Ind Nursing Care MH          M,"-1,259.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311077,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,967.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311077,Revenue,1MM10,Ind Nursing Care MH          M,"1,967.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311077,Revenue,3WH77,Free Nursing Care Com Care   M,"1,019.20",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311077,Revenue,3WH79,Free Nursing Care Pres RightsM,108.70,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311078,Revenue,1MG10,Ind Nursing Care Elderly     M,"5,901.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311078,Revenue,1MM10,Ind Nursing Care MH          M,"5,901.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311078,Revenue,3WH77,Free Nursing Care Com Care   M,"3,057.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311078,Revenue,3WH79,Free Nursing Care Pres RightsM,326.10,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311079,Revenue,1MG10,Ind Nursing Care Elderly     M,"7,868.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311079,Revenue,1MM10,Ind Nursing Care MH          M,"7,868.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311079,Revenue,3WH77,Free Nursing Care Com Care   M,"4,076.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311079,Revenue,3WH79,Free Nursing Care Pres RightsM,434.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311555,Revenue,3WH78,Fre Nursing Care Out Of Area M,869.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MILLDENE,5311556,Revenue,3WH78,Fre Nursing Care Out Of Area M,869.60,
Children's Services,West Riverside S/Start           ,Third Party Payments,28 November 2011,MILLIN CENTRE,5318879,Revenue,1EEG1,W River CC Central Costs     E,"6,636.00",
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,30 November 2011,MINESOFT LTD,5322513,Revenue,1EJ13,Stock Services               M,"3,245.00",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MINSTER PATHWAYS LTD,5311268,Revenue,1MH20,Ind Res Care PD              M,-141.76,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MINSTER PATHWAYS LTD,5311269,Revenue,1MH20,Ind Res Care PD              M,-425.28,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MINSTER PATHWAYS LTD,5311270,Revenue,1MH20,Ind Res Care PD              M,-567.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MINSTER PATHWAYS LTD,5311268,Revenue,1MH20,Ind Res Care PD              M,"1,165.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MINSTER PATHWAYS LTD,5311269,Revenue,1MH20,Ind Res Care PD              M,"3,495.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MINSTER PATHWAYS LTD,5311270,Revenue,1MH20,Ind Res Care PD              M,"4,660.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,01 November 2011,MIS ENVIROMENTAL LTD,5175792,Capital,2KF01,Facility Services            K,"1,460.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,01 November 2011,MIS ENVIROMENTAL LTD,5255962,Capital,2KF01,Facility Services            K,"6,260.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,01 November 2011,MIS ENVIROMENTAL LTD,5273531,Capital,2KF01,Facility Services            K,"10,915.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5125283,Capital,2KF01,Facility Services            K,"1,460.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5175791,Capital,2KF01,Facility Services            K,"1,095.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5255293,Capital,2KF01,Facility Services            K,"4,380.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5255963,Capital,2KF01,Facility Services            K,"7,800.00",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5281271,Capital,2KF01,Facility Services            K,965.00,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5286838,Capital,2KF01,Facility Services            K,"5,870.00",
Environment & Regeneration,NS: Admin & Finance        ,Premises,09 November 2011,MIS ENVIROMENTAL LTD,5298718,Revenue,1DR03,Grainger Market              F,600.00,
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5274661,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5274663,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5274664,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5274761,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5275875,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5275958,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5276045,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,09 November 2011,MIS ENVIROMENTAL LTD,5276111,Capital,2HE9F,Capital Cont-Denton          H,"2,640.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,25 November 2011,MIS ENVIROMENTAL LTD,5291633,Capital,2N401,Capital General              K,"1,470.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,30 November 2011,MIS ENVIROMENTAL LTD,5313342,Capital,2HE9F,Capital Cont-Denton          H,"1,290.00",
Environment & Regeneration,NS: Asset Man              ,Premises,11 November 2011,MIS ENVIROMENTAL LTD,5274666,Revenue,1MK63,Westerhope Centre            M,980.00,
Environment & Regeneration,NS: Asset Man              ,Premises,30 November 2011,MIS ENVIROMENTAL LTD,5312426,Revenue,1DW23,Harkers Buildings            F,750.00,
Environment & Regeneration,NS: Asset Man              ,Premises,30 November 2011,MIS ENVIROMENTAL LTD,5313310,Revenue,1DW23,Harkers Buildings            F,800.00,
Environment & Regeneration,NS: Asset Man              ,Premises,18 November 2011,MIS ENVIROMENTAL LTD,5306025,Revenue,1DZ11,Moulton Court Blakelaw       F,100.00,
Environment & Regeneration,NS: Asset Man              ,Premises,18 November 2011,MIS ENVIROMENTAL LTD,5306025,Revenue,1DZ04,Churchwalk Walker            F,90.00,
Environment & Regeneration,NS: Asset Man              ,Premises,18 November 2011,MIS ENVIROMENTAL LTD,5306025,Revenue,1DZ20,Fawdon Park House Shops 6601 F,100.00,
Environment & Regeneration,NS: Asset Man              ,Premises,04 November 2011,MIS ENVIROMENTAL LTD,5282683,Revenue,1DZ14,Raby Cross Byker             F,500.00,
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,16 November 2011,MIS ENVIROMENTAL LTD,5304693,Revenue,1KBRM,Sub Contractors R & M        K,"1,029.00",
HRA,HRA Planning QS            ,Capital Expenditure,01 November 2011,MIS ENVIROMENTAL LTD,5287869,Capital,2HE9F,Capital Cont-Denton          H,"4,768.00",
HRA,HRA Planning QS            ,Capital Expenditure,24 November 2011,MIS ENVIROMENTAL LTD,5315113,Capital,2HE9F,Capital Cont-Denton          H,"2,384.00",
HRA,HRA Planning QS            ,Premises,28 November 2011,MIS ENVIROMENTAL LTD,5319625,Revenue,1HASP,Responsive Service&Plant MainH,450.00,
HRA,HRA Planning QS            ,Premises,11 November 2011,MIS ENVIROMENTAL LTD,5281130,Revenue,1HASP,Responsive Service&Plant MainH,900.00,
HRA,HRA Planning QS            ,Premises,25 November 2011,MIS ENVIROMENTAL LTD,5316883,Revenue,1HASP,Responsive Service&Plant MainH,600.00,
HRA,HRA Planning QS            ,Premises,25 November 2011,MIS ENVIROMENTAL LTD,5317680,Revenue,1HASP,Responsive Service&Plant MainH,600.00,
HRA,HRA Planning QS            ,Premises,17 November 2011,MIS ENVIROMENTAL LTD,5306275,Revenue,1HASP,Responsive Service&Plant MainH,600.00,
HRA,HRA Planning QS            ,Premises,16 November 2011,MIS ENVIROMENTAL LTD,5276243,Revenue,1HASP,Responsive Service&Plant MainH,750.00,
HRA,HRA Planning QS            ,Premises,04 November 2011,MIS ENVIROMENTAL LTD,5290278,Revenue,1HASP,Responsive Service&Plant MainH,450.00,
Children's Services,Raising Stnds              ,Capital Expenditure,03 November 2011,MISCO,5256795,Capital,2E660,SF - EIC Learning Centre     E,524.16,
Children's Services,Educ School Planning       ,Supplies & Services,24 November 2011,MITAC PARTNERSHIP LTD,5305061,Revenue,1E81A,Employability Skills ProgressE,"4,000.00",
Environment & Regeneration,Fleet Management System                ,Supplies & Services,23 November 2011,MITCHELL DIESEL LTD,5297049,Revenue,1KESA,Heavy Workshop Routine RepairK,"1,135.24",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28 November 2011,MOMENTUM,5318187,Revenue,1MH50,Ind Home Spot Pur PD         M,"2,418.10",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28 November 2011,MOMENTUM,5318188,Revenue,1MH50,Ind Home Spot Pur PD         M,809.60,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28 November 2011,MOMENTUM,5318189,Revenue,1MH50,Ind Home Spot Pur PD         M,"1,218.40",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28 November 2011,MOMENTUM,5318249,Revenue,1MH50,Ind Home Spot Pur PD         M,"1,202.00",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28 November 2011,MOMENTUM,5318276,Revenue,1MH50,Ind Home Spot Pur PD         M,860.50,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,24 November 2011,MOMENTUM,5316184,Revenue,1MM50,Ind Home - Spot Pur MH       M,868.00,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,MOMENTUM,5318800,Revenue,1MH50,Ind Home Spot Pur PD         M,"1,097.80",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,MOMENTUM,5318801,Revenue,1MH50,Ind Home Spot Pur PD         M,"1,441.80",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,MOMENTUM,5319480,Revenue,1MH50,Ind Home Spot Pur PD         M,922.80,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,MOMENTUM,5319528,Revenue,1MH50,Ind Home Spot Pur PD         M,850.80,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,MOMENTUM,5318808,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,004.40",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,10 November 2011,MOMENTUM,5300456,Revenue,1MM50,Ind Home - Spot Pur MH       M,625.36,
Environment & Regeneration,CW Security Services             ,Premises,02 November 2011,MONITOR SECURITY SYSTEMS,5290444,Revenue,1KJ71,Security Control Room        K,"6,260.66",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311172,Revenue,1MG20,Ind Res Care Elderly         M,-459.00,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311173,Revenue,1MG20,Ind Res Care Elderly         M,-229.50,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311174,Revenue,1MG20,Ind Res Care Elderly         M,-229.50,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311176,Revenue,1MG20,Ind Res Care Elderly         M,-344.25,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311177,Revenue,1MG20,Ind Res Care Elderly         M,-459.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311172,Revenue,1MG20,Ind Res Care Elderly         M,"1,495.96",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311173,Revenue,1MG20,Ind Res Care Elderly         M,747.98,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311174,Revenue,1MG20,Ind Res Care Elderly         M,747.98,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311176,Revenue,1MG20,Ind Res Care Elderly         M,"1,121.97",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MONKS HAVEN RESIDENTIAL HOME,5311177,Revenue,1MG20,Ind Res Care Elderly         M,"1,495.96",
HRA,HRA Income                 ,Supplies & Services,14 November 2011,MOORCROFT DEBT RECOVERY LIMITED,5303218,Revenue,1HCTF,HRA Income-Debt Recovery TeamH,634.29,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,11 November 2011,MOORES FURNITURE GROUP LTD,5284243,Revenue,1KM1W,VOIDS 2.5 WEST               K,489.22,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,08 November 2011,MOORES FURNITURE GROUP LTD,5248075,Revenue,1KM1W,VOIDS 2.5 WEST               K,484.20,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11 November 2011,MOORES FURNITURE GROUP LTD,5278504,Revenue,3KIMD,Other Stores Stock Account   K,"1,597.00",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,18 November 2011,MOORES FURNITURE GROUP LTD,5292299,Revenue,3KIMD,Other Stores Stock Account   K,442.60,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311080,Revenue,1MG10,Ind Nursing Care Elderly     M,"-1,412.68",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311080,Revenue,1MG20,Ind Res Care Elderly         M,-501.68,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311081,Revenue,1MG10,Ind Nursing Care Elderly     M,"-4,238.04",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311081,Revenue,1MG20,Ind Res Care Elderly         M,"-1,505.04",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311082,Revenue,1MG10,Ind Nursing Care Elderly     M,"-5,650.72",
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,MOORFIELD HOUSE,5311082,Revenue,1MG20,Ind Res Care Elderly         M,"-2,006.72",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311080,Revenue,1MG10,Ind Nursing Care Elderly     M,"4,240.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311080,Revenue,1MG20,Ind Res Care Elderly         M,"1,696.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311080,Revenue,3WH77,Free Nursing Care Com Care   M,"1,236.60",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311080,Revenue,3WH93,Continuing Care              M,532.70,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311081,Revenue,1MG10,Ind Nursing Care Elderly     M,"12,720.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311081,Revenue,1MG20,Ind Res Care Elderly         M,"5,088.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311081,Revenue,3WH77,Free Nursing Care Com Care   M,"3,709.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311081,Revenue,3WH93,Continuing Care              M,"1,598.10",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311082,Revenue,1MG10,Ind Nursing Care Elderly     M,"16,960.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311082,Revenue,1MG20,Ind Res Care Elderly         M,"6,784.00",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311082,Revenue,3WH77,Free Nursing Care Com Care   M,"4,946.40",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311082,Revenue,3WH93,Continuing Care              M,"2,130.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311557,Revenue,3WH71,Free Nursing Care Self FunderM,"1,902.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311557,Revenue,3WH78,Fre Nursing Care Out Of Area M,869.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311558,Revenue,3WH71,Free Nursing Care Self FunderM,"1,902.80",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,MOORFIELD HOUSE,5311558,Revenue,3WH78,Fre Nursing Care Out Of Area M,869.60,
Children's Services,Comm & Learner Funding     ,Supplies & Services,11 November 2011,MOUCHEL MANAGEMENT CONSULTING LTD,5294821,Revenue,1E317,Management Secretariat       E,"6,397.83",
Children's Services,Comm & Learner Funding     ,Supplies & Services,30 November 2011,MOUCHEL MANAGEMENT CONSULTING LTD,5285947,Revenue,1E317,Management Secretariat       E,"6,397.83",
Children's Services,C/Services Support         ,Supplies & Services,07 November 2011,MOVING MEMORIES,5293707,Revenue,1MF11,Adoption Unit                E,990.00,
Children's Services,Play Service               ,Premises,28 November 2011,MURRAY HOUSE COMMUNITY RECREATION CENTRE,5319592,Revenue,1EP50,Play Service Riverside       E,600.00,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02 November 2011,MURRAY SERVICES LTD,5289916,Revenue,1KB40,CITYBUILD STORES O/H         K,763.00,
