Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2012,Fouchier RAM; Garcia-Sastre A; Kawaoka Y; Barclay WS; Bouvier NM; BROWN IH; Capua I; Chen H; Compans RW; Couch RB; Cox NJ; Doherty PC; Donis RO; Feldmann H; Katz J; Klenk HD; Kobinger G; Liu J; Liu X; Lowen A; Mettenleiter TC; Osterhaus ADME; Palese P; Peiris JSM; Perez DR; Richt JA; Schultz-Cherry S; Steel J; Subbarao K; Swayne DE; Takimoto T; Tashiro M; Taubenberger JK; Thomas PG; Tripp RA; Tumpey TM; Webby RJ; Webster RG,Pause on avian flu transmission research (letter).,Science 335 (6067) 400-401,Periodical article,"Department of Virology, Erasmus MC, 3000CA Rotterdam, 3015GE Rotterdam, Netherlands. 
Department of Microbiology, Mount Sinai School of Medicine, New York, NY 10029, USA. 
Department of Pathobiological Sciences, School of Veterinary Medicine, University of Wisconsin-Madison, Madison, WI 53711, USA. 
Department of Medicine, Imperial College, London, UK. 
Division of Infectious Diseases and Department of Microbiology, Mount Sinai School of Medicine, New York, NY 10029, USA. 
Istituto Zooprofilattico Sperimentale delle Venezie, 35020, Padova, Italy. 
Harbin Veterinary Research Institute, CAAS, Harbin 150001, China. 
Influenza Pathogenesis and Immunology Research Center, Emory University, School of Medicine, Atlanta, GA 30322, USA. 
Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, TX 77030, USA. 
Centers for Disease Control and Prevention, Influenza Division, Atlanta, GA 30333, USA. 
Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA. 
Molecular Virology and Vaccines Branch, Influenza Division, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA. 
Laboratory of Virology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rocky Mountain Laboratories, Hamilton, MT 59840, USA. 
State Key Laboratory of Emerging Infectious Diseases, The University of Hong Kong, Hong Kong SAR. 
Immunology and Pathogenesis Branch, Influenza Division, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA. 
Institut fur Virologie, 35043 Marburg, Germany. 
18National Microbiology Laboratory, Public Health Agency of Canada, Winnipeg, Manitoba R3E 3R2, Canada. 
Department of Preventative Veterinary Medicine, China Agricultural University, Beijing, China. 
Animal Infectious Disease Laboratory, School of Veterinary Medicine, Yangzhou University, Yangzhou, Jiangsu 225009, China. 
Department of Microbiology and Immunology, Emory University School of Medicine, Atlanta, GA 30322, USA. 
Friedrich-Loeffler-Institut, D-17493 Greifswald-Insel Riems, Germany. 
Department of Virology, Erasmus MC, Rotterdam, Netherlands. 
Department of Microbiology, Mount Sinai School of Medicine, New York, NY 10029-6574, USA. 
Department of Microbiology and HKU-Pasteur Research Centre, The University of Hong Kong, Pokfulam, Hong Kong SAR. 
Department of Veterinary Medicine, University of Maryland, College Park, College Park, MD 20742, USA. 
College of Veterinary Medicine, Kansas State University, Manhattan, KS 66506, USA. 
Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, TN 38105, USA. 
Department of Microbiology and Immunology, Emory University, School of Medicine, Atlanta, GA 30322, USA. 
Emerging Respiratory Viruses Section, Laboratory of Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892-3203, USA. 
Southeast Poultry Research Laboratory, USDA/Agricultural Research Service, Athens, GA 30605, USA. 
Department of Microbiology and Immunology, University of Rochester Medical Center, Rochester, NY 14642, USA. 
National Institute of Infectious Diseases, Influenza Virus Research Center, Tokyo, 208-001, Japan. 
Viral Pathogenesis and Evolution Section, Laboratory of Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892-3203 USA. 
Department of Immunology, St. Jude Children's Research Hospital, Memphis, TN 38105-3678, USA. 
Department of Infectious Diseases, College of Veterinary Medicine, University of Georgia, Athens, GA 30602, USA. 
Influenza Division, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA. 
Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, TN 38105-3678, USA. 
Division of Virology, Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.",VIROLOGY,GENERAL,Influenza; Avian influenza,,
2012,Fox R; Thiemann A; EVEREST D; STEINBACH F; DASTJERDI A; FINNEGAN C,Molluscum contagiosum in two donkeys.,Veterinary Record 170 (25) 649,Periodical article,"Abbey Veterinary Services, 89 Queen Street, Newton Abbot, Devon, TQ122BG, UK .
The Donkey Sanctuary Sidmouth, Devon, EX10 0NU, UK .",VIROLOGY,HORSES,Virology VP,http://dx.doi.org/10.1136/vr.100721,
2012,FROSSARD JP; FEARNLEY C; NAIDU B; ERRINGTON J; WESTCOTT DG; DREW TW,Porcine reproductive and respiratory syndrome virus: antigenic and molecular diversity of British isolates and implications for diagnosis.,Veterinary Microbiology 158 (3–4) 308-315,Periodical article,,VIROLOGY,PIGS,Porcine respiratory and reproductive syndrome virus,http://dx.doi.org/10.1016/j.vetmic.2012.03.004,
2012,Gaffuri A; HOLMES JP,Salmonella infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 386-397",Book chapter,"Istituto Zooprofilattico Sperimentale della Lombardia e dell’Emilia Romagna, Department of Bergamo, Bergamo, Italy.",BACTERIOLOGY,WILDLIFE AND PESTS,,,
2012,GALE P; STEPHENSON B; BROUWER A; Martinez M; Torre A de la; Bosch J; FOLEY-FISHER M; Bonilauri P; Lindstrom A; Ulrich RG; Vos CJ de; Scremin M; Liu Z; KELLY L; Munoz MJ,Impact of climate change on risk of incursion of Crimean-Congo haemorrhagic fever virus in livestock in Europe through migratory birds.,Journal of Applied Microbiology 112 (2) 246-257,Periodical article,"Centro de Investigacion en Sanidad Animal, CISA/INIA, Valdeolmos, Madrid, Spain.
Istituto Zooprofilattico Sperimentale della Lombardia e dell’Emilia Romagna, Reggio Emilia, Italy.
National Veterinary Institute, SVA, Uppsala, Sweden.
Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Institute for Novel and Emerging Infectious Diseases, Greifswald-Insel Riems, Germany.
Central Veterinary Institute of Wageningen UR, Lelystad, The Netherlands.
Istituto Zooprofilattico Sperimentale delle Venezie Viale dell’Universita, Legnaro (PD), Italy.
Lanzhou Veterinary Research Institute, Lanzhou, Gansu, China.",VIROLOGY,WILDLIFE AND PESTS,Virus diseases; Ticks,,
2012,Gambaryan AS; Matrosovich TY; Philipp J; Munster VJ; Fouchier RAM; Cattoli G; Capua I; Krauss SL; Webster RG; BANKS J; Bovin NV; Klenk H-D; Matrosovich MN,Receptor-binding profiles of H7 subtype influenza viruses in different host species.,Journal of Virology 86 (8) 4370-4379,Periodical article,"M. P. Chumakov Institute of Poliomyelitis and Viral Encephalitides, Russian Academy of Medical Sciences, Moscow, Russia.
Institute of Virology, Philipps University, Marburg, Germany. 
Department of Virology, Erasmus Medical Centre, Rotterdam, The Netherlands.
OIE/FAO Reference Laboratory for Avian Influenza and Newcastle Disease, Istituto Zooprofilattico Sperimentale delle Venezie, Legnaro, Padua, Italy.
Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, Tennessee, USA.
Laboratory of Carbohydrate Chemistry, Shemyakin and Ovchinnikov Institute of Bioorganic Chemistry, Russian Academy of Sciences, Moscow, Russia.",VIROLOGY,POULTRY AND OTHER BIRDS; WILDLIFE AND PESTS,Influenza; Avian influenza,http://dx.doi.org/10.1128/jvi.06959-11,
2012,GARCIA-JIMENEZ WL; Fernandez-Llario P; Gomez L; Benitez-Medina JM; Garcia-Sanchez A; Martinez R; Risco D; GOUGH J; ORTIZ-PELAEZ A; SMITH NH; Hermoso de Mendoza JH; SALGUERO FJ,Histological and immunohistochemical characterisation of Mycobacterium bovis induced granulomas in naturally infected fallow deer (Dama dama).,Veterinary Immunology and Immunopathology 149 (1–2) 66-75,Periodical article,"Red de Grupos de Investigacion Recursos Faunisticos, Facultad de Veterinaria, Universidad de Extremadura, 10003 Caceres, Spain.
Unidad de Anatomía Patologica, Departamento de Medicina Animal, Facultad de Veterinaria, Universidad de Extremadura, 10003 Caceres, Spain.
Produccion Animal. Centro de Investigacion ""Finca La Orden Valdesequera"", 06187 Badajoz, Spain.",BOVINE TUBERCULOSIS,DEER; WILDLIFE AND PESTS,,http://dx.doi.org/10.1016/j.vetimm.2012.06.010,
2012,GAUDIE C; Fletcher J; Williams D; WESSELS M,Severe ocular dysplasia in British red deer (Cervus elaphus) (letter).,Veterinary Record 170 (14) 369-370,Periodical article,"Reediehill Deer Farm, Auchtermuchty, Fife KY14 7HS.
Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge CB3 0ES.",MISCELLANEOUS,DEER; WILDLIFE AND PESTS,Deer,http://veterinaryrecord.bmj.com/content/170/14/369.2.full.pdf+html,
2012,Gavier-Widen D; CHAMBERS M; Gortazar C; Delahay R; Cromie R; Linden A,Mycobacteria infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 265-292",Book chapter,"National Veterinary Institute (SVA) and Swedish University of Agricultural Sciences, Uppsala, Sweden.
IREC National Wildlife Research Institute (CSIC-UCLM-JCCM), Ciudad Real, Spain.
The Food and Environment Research Agency, Woodchester Park, Nympsfield, Gloucester.
Wildfowl and Wetlands Trust (WWT), Slimbridge, Gloucester.
University of Liege, Liege, Belgium.",BOVINE TUBERCULOSIS,WILDLIFE AND PESTS; DEER,Bovine tuberculosis; Mycobacterium caprae; Johnes disease,,
2012,Giangaspero M; NICHOLAS RAJ; HLUSEK M; Bonfini B; Osawa T; Orusa R; Tatami S; Takagi E; Moriya H; Okura N; Kato K; Kimura A; Harasawa R; AYLING RD,Seroepidemiological survey of sheep flocks from Northern Japan for Mycoplasma ovipneumoniae and Mycoplasma agalactiae.,Tropical Animal Health and Production 44 (3) 395-398,Periodical article,"Department of Veterinary Microbiology, School of Veterinary Medicine, Faculty of Agriculture, Iwate University, Ueda 3 Chome, Morioka, 020-8550, Japan 
National Reference Centre for Wild Animal Diseases (CeRMAS), S.C. VdA, Istituto Zooprofilattico Sperimentale del Piemonte, Liguria e Valle d’Aosta, Quart (AO), Italy 
Istituto Zooprofilattico Sperimentale dell’Abruzzo e Molise “G. Caporale”, Via Campo Boario, 64100, Teramo, Italy 
Department of Theriogenology, School of Veterinary Medicine, Faculty of Agriculture, Iwate University, Ueda 3 Chome, Morioka, Iwate, 020-8550, Japan 
Dounan Agricultural Mutual Aid Association, Yakumo, Hokkaido, 049-3114, Japan 
Dairy Farm Research, Kitami, Hokkaido, 090-0836, Japan 
Tokachi Agricultural Mutual Aid Association, Obihiro, Hokkaido, 089-1182, Japan 
Kamikawa Chuo Agricultural Mutual Aid Association, Asahikawa, Hokkaido, 078-8208, Japan 
Nemuro-chiku Agricultural Mutual Aid Association, Nakashibetsu, Hokkaido, 088-2682, Japan 
Morioka-chiiki Agricultural Mutual Aid Association, Morioka, Iwate, 028-3605, Japan ",BACTERIOLOGY,SHEEP,Mycoplasma,,
2012,Gibbens N,Basing policy on available evidence.,Veterinary Record 171 (22) 553-554,Periodical article,,MISCELLANEOUS,GENERAL,Bovine tuberculosis; Schmallenberg virus,http://veterinaryrecord.bmj.com/content/171/22/553.full.pdf+html,
2012,Gibbens N,Chief vet explains UK Schmallenberg threat.,"Farmers Weekly 3 February, 8",Periodical article,,IN THE NEWS THIS WEEK...,GENERAL,Virus; Schmallenberg virus,,
2012,Gibbens N,Prevention of Schmallenberg virus (letter).,Veterinary Record 170 (5) 130,Periodical article,,VIROLOGY,GENERAL,Schmallenberg virus,http://veterinaryrecord.bmj.com/content/170/5/130.1.full.pdf+html,
2012,Gibbens N,Schmallenberg virus: a novel viral disease in northern Europe (letter).,Veterinary Record 170 (2) 58,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,,http://veterinaryrecord.bmj.com/content/170/2/58.1.full.pdf,
2012,Gibbens N,Tackling challenges both existing and emerging.,Veterinary Record 170 (12) 301,Periodical article,,MISCELLANEOUS,GENERAL,Schmallenberg virus; Antimicrobial resistance; Surveillance,http://veterinaryrecord.bmj.com/content/170/12/301.full.pdf+html,
2012,Gibbens N; Boyd I,The science behind the cull.,"Farmers Weekly 28 September, 20-21",Periodical article,,BACTERIOLOGY,WILDLIFE AND PESTS,Bovine tuberculosis,,
2012,Gideon HP; Wilkinson KA; Rustad TR; Oni T; Guio H; Sherman DR; VORDERMEIER HM; Robertson BD; Young DB; Wilkinson RJ,Bioinformatic and empirical analysis of novel hypoxia-inducible targets of the human antituberculosis T cell response.,Journal of Immunology 189 (12) 5867-5876,Periodical article,"Clinical Infectious Diseases Research Initiative, Institute of Infectious Diseases and Molecular Medicine, University of Cape Town, Cape Town, South Africa.
Medical Research Council National Institute for Medical Research, London NW7 1AA.
Seattle Biomedical Research Institute, Seattle, WA 98109. 
Department of Medicine, Imperial College London, London W2 1PG.",BOVINE TUBERCULOSIS,GENERAL,Tuberculosis,,
2012,Gill J; James V; Carta E; Harris D; Topf M; SCHOLES S; HATELEY G; Harvey R,Identification of congenital muscular dystonia 2 associated with an inherited GlyT2 defect in Belgian Blue cattle from the United Kingdom.,Animal Genetics 43 (3) 267-270,Periodical article,"Department of Pharmacology, The School of Pharmacy, 29-39 Brunswick Square, London WC1N 1AX
Institute of Structural and Molecular Biology, Crystallography, Department of Biological Sciences, Birkbeck College, London WC1E 7HX
Clent Life Science, PO Box 5563, Stourbridge DY8 9AZ",ANIMAL HUSBANDRY AND WELFARE,CATTLE AND RUMINANTS IN GENERAL,Cattle diseases,,
2012,GODDARD AD; DONALDSON NM; HORTON DL; KOSMIDER R; KELLY LA; SAYERS AR; BREED AC; Freuling CM; Muller T; Shaw SE; Hallgren G; FOOKS AR; SNARY EL,A quantitative release assessment for the noncommercial movement of companion animals: risk of rabies reintroduction to the United Kingdom.,Risk Analysis 32 (10) 1769-1783,Periodical article,"Department of Mathematics and Statistics, University of Strathclyde, Glasgow G1 1XH, UK.
FLI (Friedrich-Loeffler-Institut), Bundesforschungsinstitut für Tiergesundheit, Seestrasse 55, 16868 Wusterhausen, Germany.
Companion Animals, 8 Montrose Villas, Cliff Street, Cheddar, Somerset, BS27 3PR, UK.
National Veterinary Institute, SVA, SE-751 89 Uppsala, Sweden.
National Centre for Zoonosis Research, University of Liverpool, Leahurst, Chester High Road, Neston, CH64 7TE.",VIROLOGY,OTHER ANIMALS,Rabies; PET travel scheme,,
2012,Godfroid J; Nymo IH; Tryland M; Cloeckaert A; Jauniaux T; WHATMORE AM; Moreno E; Foster G,Brucella ceti and Brucella pinnipedialis infections in marine mammals.,"In: Aguire AA (ed); Ostfeld R (ed); Daszak P (ed), New directions in conservation medicine: applied cases of ecological health, Oxford University Press, Oxford, 2012, 257-269",Book chapter,,BACTERIOLOGY,WILDLIFE AND PESTS,,,
2012,Gomez-Laguna J; Rodríguez-Gomez IM; Barranco I; Pallares FJ; SALGUERO FJ; Carrasco L,"Enhanced expression of TGF beta protein in lymphoid organs and lung, but not in serum, of pigs infected with a European field isolate of porcine reproductive and respiratory syndrome virus.",Veterinary Microbiology 158 (1–2) 187-193,Periodical article,"Department of Anatomy and Comparative Pathology, Faculty of Veterinary Medicine, Cordoba University International Excellence Agrifood Campus, CeiA3, 14071 Cordoba, Spain.
Department of Anatomy and Comparative Pathology, Faculty of Veterinary Medicine, Murcia University Mare Nostrum Excellence Campus - 37 38, 30100 Murcia, Spain.",VIROLOGY,PIGS,Virus,http://dx.doi.org/10.1016/j.vetmic.2012.02.003,
2012,GONZALEZ L; Dagleish MP; MARTIN S; Finlayson J; SISO S; Eaton SL; Goldmann W; WITZ J; Hamilton S; Stewart P; Pang Y; Steele P; Reid HW; Chianini F; JEFFREY M,Factors influencing temporal variation of scrapie incidence within a closed Suffolk sheep flock.,Journal of General Virology 93 (1) 203-211,Periodical article,"Moredun Research Institute, Pentlands Science Park, Bush Loan, Midlothian EH26 0PZ.
The Roslin Institute and R(D)SVS University of Edinburgh, Easter Bush, Midlothian EH25 9RG.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie,http://dx.doi.org/10.1099/vir.0.034652-0,
2012,GONZALEZ L; JEFFREY M; Dagleish MP; Goldmann W; SISO S; Eaton SL; MARTIN S; Finlayson J; Stewart P; Steele P; Pang Y; Hamilton S; Reid HW; Chianini F,Susceptibility to scrapie and disease phenotype in sheep: cross-PRNP genotype experimental transmissions with natural sources.,Veterinary Research 43:55,Periodical article,"Moredun Research Institute, Pentlands Science Park, Bush Loan, Midlothian, EH26 0PZ.
The Roslin Institute and R(D)SVS, University of Edinburgh, Easter Bush, Midlothian, EH25 9RG.
UC Davis School of Veterinary Medicine, One Shields Ave, Davis, CA, 95616, USA.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Spongiform encephalopathies; Sheep,http://www.veterinaryresearch.org/content/43/1/55,
2012,GONZALEZ L; THORNE L; JEFFREY M; MARTIN S; SPIROPOULOS J; BECK KE; LOCKEY RW; VICKERY CM; HOLDER T; TERRY L,Infectious titres of sheep scrapie and bovine spongiform encephalopathy agents cannot be accurately predicted from quantitative laboratory test results.,Journal of General Virology 93 (11) 2518-2527,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,DIAGNOSTIC TECHNIQUES; CATTLE AND RUMINANTS IN GENERAL; SHEEP,Prions,http://vir.sgmjournals.org/content/93/Pt_11/2518.abstract,
2012,GOODCHILD AV; WATKINS GH; SAYERS AR; JONES JR; CLIFTON-HADLEY RS,Geographical association between the genotype of bovine tuberculosis in found dead badgers and in cattle herds.,Veterinary Record 170 (10) 257,Periodical article,,BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL; WILDLIFE AND PESTS,Tuberculosis,http://veterinaryrecord.bmj.com/content/170/10/259.full.pdf+html,
2012,Gosling JP; Hart A; Mouat DC; Sabirovic M; Scanlan S; Simmons A,Quantifying experts' uncertainty about the future cost of exotic diseases.,Risk Analysis 32 (5) 881-893,Periodical article,,MISCELLANEOUS,GENERAL,,,
2012,GOSLING RJ; CLOUTING CS; RANDALL LP; HORTON RA; DAVIES RH,Ciprofloxacin resistance in E. coli isolated from turkeys in Great Britain.,Avian Pathology 41 (1) 83-89,Periodical article,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,Escherichia coli,http://dx.doi.org/10.1080/03079457.2011.640659,
2012,Gough KC; Baker CA; Rees HC; TERRY LA; SPIROPOULOS J; THORNE L; Maddison BC,The oral secretion of infectious scrapie prions occurs in preclinical sheep with a range of PRNP genotypes.,Journal of Virology 86 (1) 566-571,Periodical article,"School of Veterinary Medicine and Science, The University of Nottingham, Sutton Bonington Campus, Sutton Bonington, Leicestershire.
ADAS UK, School of Veterinary Medicine and Science, The University of Nottingham, Sutton Bonington Campus, Sutton Bonington, Leicestershire.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie; Prions,http://dx.doi.org/10.1128/jvi.05579-11,
2012,Gould EA; Lamballerie X de; Coutard B; FOOKS AR; Outlaw M; Drosten C; Guenther S; Klempa B; Pinschewer D; Avsic-Zupanc T; Sabeta C; Lukashev A; Eropkin M; Koslov A; Zverev V; Lvov D; Zhebrun A; Shipulin G; Niedrig M; Fu GG; Liang GD; Ippolito G; Koray E; Romette JL,The European Virus Archive: a new resource for virology research.,Antiviral Research 95 (2) 167-171,Periodical article,"Unite des Virus Emergents, Faculte de Medecine Timone, 5eme etage Aile Bleu, 27, Bd Jean Moulin, 13385 Marseille Cedex 05, France.
Architectures et Fonctiones, des Macromolecules, Biologiques, Marseille, France.
National Collection of Pathogenic Viruses, Salisbury, United Kingdom.
Virology Laboratory, Bonn University, Germany.
Virology Laboratory P4, Bernhard Nocht Institute, Hamburg, Germany.
Institute of Virology, Bratislava, Slovakia.
Department of Pathology and Immunology, and W.H.O. Collaborating Centre for Vaccine Immunology, University of Geneva, Switzerland.
Institute of Microbiology and Immunology, Lubljana, Slovenia.
 Onderstepoort Veterinary Institute, Praetoria, South Africa.
Chumakov Institute of Poliomyelitis and Viral Encephalitides, Moscow, Russia.
Research Institute of Influenza, St. Petersburg, Russia.
Biomedical Centre, St. Petersburg, Russia.
Mechnikov Research Institute, Moscow, Russia.
Ivanovsky Institute of Virology, Moscow, Russia.
St. Petersburg Pasteur Institute, St. Petersburg, Russia.
Centre for Molecular Diagnostics, Moscow, Russia.
Robert Koch Institut, Berlin, Germany.
Laboratory of Pathogenic Microbiology, Chinese Academy of Science, Beijing, China.
Department of Viral Encephalitis and Arbovirus, China-CDC, Beijing, China.
UOC, Istituto Nazionale Malattie Infettive Roma, Italia.
Hacettepe University, Faculty of Science, Biology Department, Ecology Division, ESRL Laboratories, Ankara-Turkey.
",VIROLOGY,GENERAL,,,
2012,GRAHAM SP; EVERETT HE; HAINES FJ; JOHNS HL; SOSAN OA; SALGUERO FJ; CLIFFORD DJ; STEINBACH F; DREW TR; CROOKE HR,Challenge of pigs with classical swine fever viruses after C-strain vaccination reveals remarkably rapid protection and insights into early immunity.,PLoS One 7 (1): e29310,Periodical article,,VIROLOGY,PIGS,Virus diseases,http://dx.plos.org/10.1371/journal.pone.0029310,
2012,GRAHAM SP; HAINES FJ; JOHNS HL; SOSAN O; LA ROCCA SA; Lamp B; Rümenapf T; EVERETT HE; CROOKE HR,"Characterisation of vaccine-induced, broadly cross-reactive IFN-gamma secreting T cell responses that correlate with rapid protection against classical swine fever virus.",Vaccine 30 (17) 2742-2748,Periodical article,"Institute of Virology, FB 10, Frankfurter Strasse 107, 35392 Giessen, Germany.",VIROLOGY,PIGS,Virus diseases,http://dx.doi.org/10.1016/j.vaccine.2012.02.029,
2012,Gumi B; Schelling E; BERG S; Firdessa R; Erenso G; Mekonnen W; Hailu E; Melese E; Hussein J; Aseffa A; Zinsstag J,Zoonotic transmission of tuberculosis between pastoralists and their livestock in South-East Ethiopia.,EcoHealth 9 (2) 139-149,Periodical article,"Jimma University College of Agriculture and Veterinary Medicine, PO Box 307, Jimma, Ethiopia.
Swiss Tropical and Public Health Institute, PO Box 4002 Basel, Switzerland.
University of Basel, Switzerland.
Armauer Hansen Research Institute, PO Box 1005, Addis Ababa, Ethiopia.",BOVINE TUBERCULOSIS,GENERAL; CATTLE AND RUMINANTS IN GENERAL,Tuberculosis,http://dx.doi.org/10.1007/s10393-012-0754-x,
2012,Hamza E; STEINBACH F; Marti E,CD4+CD25+ T cells expressing FoxP3 in Icelandic horses affected with insect bite hypersensitivity.,Veterinary Immunology and Immunopathology 148 (1–2) 139-144,Periodical article,,PARASITOLOGY,HORSES,,http://dx.doi.org/10.1016/j.vetimm.2011.05.033,
2012,Handeland K; Speck S; Birtles R; Jansson DS; Gortazar C; Gavier-Widen D; Weissenbock H; DUFF JP,Other bacterial infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 428-451",Book chapter,"Department of Animal Health, Section of Wildlife Diseases, National Veterinary Institute, Oslo, Norway.
Bundeswehr Institute of Microbiology, Department of Virology and Rickettsiology, Munich, Germany.
School of Environment and Life Sciences, University of Salford, Greater Manchester.
Department of Animal Health and Antimicrobial Strategies, National Veterinary Institute & Department of Biomedical Sciences and Veterinary Public Health, Swedish University of Agricultural Sciences, Uppsala, Sweden.
IREC National Wildlife Research Institute (CSIC-UCLM-JCCM), Ciudad Real, Spain.
National Veterinary Institute (SVA) and Swedish University of Agricultural Sciences, Uppsala, Sweden.
Pathology and Forensic Veterinary Medicine, Department of Pathobiology, University of Veterinary Medicine, Vienna, Austria.",BACTERIOLOGY,WILDLIFE AND PESTS,,,
2012,Hardman K; DASTJERDI A; Gurrala R; Routh A; BANKS M; STEINBACH F; Bouts T,Detection of elephant endotheliotropic herpesvirus type 1 in asymptomatic elephants using TaqMan real-time PCR.,Veterinary Record 170 (8) 205,Periodical article,"ZSL Whipsnade Zoo, Zool Soc London, Vet Dept, Dunstable LU6 2LF, Beds
Univ London Royal Vet Coll, London NW1 0TU, England 
Zool Soc London, Inst Zool, London NW1 4RY, England 
Univ Surrey, Div Microbial Sci, Fac Hlth & Med Sci, Guildford GU2 7XH
ZSL London Zoo, Zool Soc London, Vet Dept, London",VIROLOGY,OTHER ANIMALS,Virology; Herpesvirus; Zoo animals,http://veterinaryrecord.bmj.com/content/170/8/205.full.pdf+html,
2012,HARWOOD D,Advice for vets on goat disbudding best practice (letter).,"Veterinary Times 16 April, 47",Periodical article,,ANIMAL HUSBANDRY AND WELFARE,GOATS,Animal welfare,,
2012,HARWOOD D,Disbudding goats (letter).,Veterinary Record 170 (13) 343,Periodical article,,ANIMAL HUSBANDRY AND WELFARE,GOATS,Goats; Surgery,http://veterinaryrecord.bmj.com/content/170/13/343.2.full.pdf+html,
2012,HARWOOD D,Plenty to chew on at meeting.,"Veterinary Times 6 February, 8-9",Periodical article,,MISCELLANEOUS,GOATS,Goats,,
2012,HARWOOD D,Session devoted to Schmallenberg threat.,Veterinary Times 42 (27) 6,Periodical article,,VIROLOGY,GOATS,Goats,,
2012,HARWOOD DG,A diagnostic approach to alimentary tract disorders in the goat.,"Goat Veterinary Society Journal 28, 64-70",Periodical article,,MISCELLANEOUS,GOATS,Goats,,
2012,HARWOOD DG,How to make best use of a laboratory.,"Goat Veterinary Society Journal 28, 16-24",Periodical article,,MISCELLANEOUS,GENERAL,Miscellaneous; Laboratory techniques,,
2012,HAYMAN DTS; FOOKS AR; Rowcliffe JM; McCrea R; Restif O; Baker KS; HORTON DL; Suu-Ire R; Cunningham AA; Wood JLN,Endemic Lagos bat virus infection in Eidolon helvum.,Epidemiology and Infection 140 (12) 2163-2171,Periodical article,"Cambridge Infectious Diseases Consortium, Department of Veterinary Medicine, University of Cambridge, Cambridge.
Institute of Zoology, Zoological Society of London, Regent's Park, London.
Department of Biology, Colorado State University, Fort Collins, USA.
The National Centre for Zoonosis Research, University of Liverpool, Leahurst, Neston
National Centre for Statistical Ecology, University of Kent, Canterbury.
Wildlife Division of the Forestry Commission, Accra, Ghana.",VIROLOGY,WILDLIFE AND PESTS,Rabies,,
2012,HAYMAN DTS; McCrea R; Restif O; Suu-Ire R; FOOKS AR; Wood JLN; Cunningham AA; Rowcliffe JM,Demography of straw-colored fruit bats in Ghana.,Journal of Mammalogy 93 (5) 1393-1404,Periodical article,"Cambridge Infectious Diseases Consortium, University of Cambridge, Madingley Road, Cambridge CB3 0ES.
Institute of Zoology, Zoological Society of London, Regent’s Park, London NW1 4RY.
Department of Biology, Colorado State University, Fort Collins, CO 80523, USA.
National Centre for Statistical Ecology, University of Kent, Giles Lane, Canterbury CT2 7NF.
Wildlife Division of the Ghana Forestry Commission, Accra, P.O. Box M239, Ghana.
University of Liverpool, Leahurst, Liverpool CH64 7TE.",MISCELLANEOUS,WILDLIFE AND PESTS,,http://www.bioone.org/doi/pdf/10.1644/11-MAMM-A-270.1,
2012,HAYMAN DTS; Meng Yu; Crameri G; Lin-Fa Wang; Suu-Ire R; Wood JLN; Cunningham AA,"Ebola virus antibodies in fruit bats, Ghana, West Africa (letter).",Emerging Infectious Diseases 18 (7) 1207-1209,Periodical article,"University of Cambridge, Cambridge.
Zoological Society of London, London.
Colorado State University, Fort Collins, CO, USA.
CSIRO Livestock Industries, Geelong, Victoria, Australia.
Ghana Forestry Commission, Accra, Ghana.",VIROLOGY,WILDLIFE AND PESTS,Viruses; Disease transmission,http://wwwnc.cdc.gov/eid/article/18/7/pdfs/11-1654.pdf,
