Department,Entity,Transaction Date,Supplier Name ,Amount ,Expense Type,Expense Area,Expenses  Description
DFID,DFID,40953,UNIVERSITY OF BATH,£550,Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40953,NATIONAL SCHOOL OF GOVERNMENT,"£1,080",Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40953,LONDON SCHOOL OF ECONOMICS,"£5,136",Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40962,Pilgrims Group,£946,Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40962,Pilgrims Group,£946,Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40967,Pilgrims Group,£946,Training Providers/Facilitation Services,Policy Division,
DFID,DFID,40960,WHO (GENEVA),"£2,360,000",Aid Programme - Voluntary contributions,Policy Division,
DFID,DFID,40942,Global Development Network,"£205,000",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40945,LONDON SCHOOL OF HYGIENE AND TR,"£79,986",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40945,PANOS LONDON,"£55,735",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40949,International Union Against Tuberculosis and Lung Disease,"£89,909",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40952,INTERNATIONAL ALERT,"£16,111",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40959,THE DEVELOPMENT STUDIES ASSOCIATION,"£25,028",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40960,OVERSEAS DEVELOPMENT INSTITUTE,"£191,606",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40962,Foreign & Commonwealth Office,"£8,297",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40966,INSTITUTE OF DEV  STUDIES UNIVER,"£35,392",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40968,ASSOCIATION OF COMMONWEALTH UNIVER,"£73,249",Aid Programme - Accountable Grant Payments,Research and Evidence Division,
DFID,DFID,40949,ESRI (UK),"£4,086",Computer Software Licenses,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£687,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£560,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£748,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£743,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£694,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£641,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£607,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£692,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£638,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£536,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£655,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£737,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£561,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£712,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£609,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£576,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£576,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£576,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£576,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,Government Procurement Card,£576,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£614,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£661,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£589,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£598,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£756,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£530,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£629,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£720,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£980,Contract & Agency Staff,Research and Evidence Division,
DFID,DFID,40940,GLOBAL FORUM ON AGRICULTURAL RESEARCH,"£90,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40949,AGRA IN AFRICA (NO2),"£3,200,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40955,Supplier Name withheld,"£500,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40961,UNU-Wider,"£125,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40968,UNITED NATIONS RESEARCH INSTITUTE FOR SOCIAL DEVELOPMENT (UNRISD),"£380,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40968,International Partnership for Microbicides,"£1,000,000",Aid Programme - Core contributions,Research and Evidence Division,
DFID,DFID,40947,Pilgrims Group,"£1,503",Hostile Environment Training,Research and Evidence Division,
DFID,DFID,40948,Pilgrims Group,"£1,593",Hostile Environment Training,Research and Evidence Division,
DFID,DFID,40948,Pilgrims Group,"£1,593",Hostile Environment Training,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£669,Hotels - Accommodation only,Research and Evidence Division,
DFID,DFID,40946,Recipient name withheld,£694,Hotels - Accommodation only,Research and Evidence Division,
DFID,DFID,40968,Foreign & Commonwealth Office,"£4,531",Secure staff accommodation,Research and Evidence Division,
DFID,DFID,40952,Recipient name withheld,"£1,370",Other passenger transport,Research and Evidence Division,
DFID,DFID,40942,WELLCOME TRUST,"£34,294",Aid Programme - Pooled/Basket funding,Research and Evidence Division,
DFID,DFID,40959,WHO (GENEVA),"£108,500",Aid Programme - Pooled/Basket funding,Research and Evidence Division,
DFID,DFID,40949,Mandarin Film,"£9,841",Promotional Digital Advertising,Research and Evidence Division,
DFID,DFID,40947,Human Capital for Third Sector,"£1,348",Recruitment costs,Research and Evidence Division,
DFID,DFID,40942,SAFOD,"£11,846",Research & Development costs,Research and Evidence Division,
DFID,DFID,40940, Overseas Development Institute,"£103,030",Research & Development costs,Research and Evidence Division,
DFID,DFID,40941,WestEd,"£8,939",Research & Development costs,Research and Evidence Division,
DFID,DFID,40941,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"£240,181",Research & Development costs,Research and Evidence Division,
DFID,DFID,40945,UNIVERSITY OF BRISTOL INCOME ACCOUN,"£23,286",Research & Development costs,Research and Evidence Division,
DFID,DFID,40945,Crown Agents Bank - Africa,"£41,126",Research & Development costs,Research and Evidence Division,
DFID,DFID,40946,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"£360,706",Research & Development costs,Research and Evidence Division,
DFID,DFID,40946,JHU Bloomberg School of Public Health,"£408,177",Research & Development costs,Research and Evidence Division,
DFID,DFID,40946,CENTRE FOR ECONOMIC POLICY RESEARCH,"£52,004",Research & Development costs,Research and Evidence Division,
DFID,DFID,40956,UNITED NATIONS FOUNDATION,"£300,000",Research & Development costs,Research and Evidence Division,
DFID,DFID,40949,Research into Results Ltd,"£385,008",Research & Development costs,Research and Evidence Division,
DFID,DFID,40954,Pratham Education Foundation,"£4,994",Research & Development costs,Research and Evidence Division,
DFID,DFID,40953,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"£321,947",Research & Development costs,Research and Evidence Division,
DFID,DFID,40961,ECONOMIC & SOCIAL REASEARCH COUNCIL,"£621,600",Research & Development costs,Research and Evidence Division,
DFID,DFID,40961,ECONOMIC & SOCIAL REASEARCH COUNCIL,"£25,900",Research & Development costs,Research and Evidence Division,
DFID,DFID,40960,Natural Environment Research Council,"£702,011",Research & Development costs,Research and Evidence Division,
DFID,DFID,40956, University Of Oxford,"£219,768",Research & Development costs,Research and Evidence Division,
DFID,DFID,40960,Supplier Name withheld,"£127,986",Research & Development costs,Research and Evidence Division,
DFID,DFID,40966,UNIVERSITY OF  OXFORD,"£500,000",Research & Development costs,Research and Evidence Division,
DFID,DFID,40966,UNIVERSITY OF  OXFORD,"£219,341",Research & Development costs,Research and Evidence Division,
DFID,DFID,40966,UNIVERSITY OF BRISTOL INCOME ACCOUN,"£2,643",Research & Development costs,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£520,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£595,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£559,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£559,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£595,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£519,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£587,Air fares,Research and Evidence Division,
DFID,DFID,40953,Corporate Travel Provider,£750,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£558,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£558,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£760,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£859,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£1,094",Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£702,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£1,597",Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£2,499",Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£570,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£758,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£1,094",Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£584,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,£945,Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£1,093",Air fares,Research and Evidence Division,
DFID,DFID,40966,Corporate Travel Provider,"£2,314",Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£836,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,"£1,147",Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£758,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£792,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£792,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£792,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£546,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£706,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£567,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,"£1,001",Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£713,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£960,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£742,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£716,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£512,Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,"£1,093",Air fares,Research and Evidence Division,
DFID,DFID,40968,Corporate Travel Provider,£636,Air fares,Research and Evidence Division,
DFID,DFID,40953,KUONI BUSINESS TRAVEL INDIA PVT LTD,£687,Air fares,Research and Evidence Division,
DFID,DFID,40941,TAYLOR AND FRANCIS LIMITED,"£7,961",Subscriptions,Research and Evidence Division,
DFID,DFID,40942,TAYLOR AND FRANCIS LIMITED,"£18,591",Subscriptions,Research and Evidence Division,
DFID,DFID,40959,INTERNATIONAL MONETARY FUND,"£3,358",Subscriptions,Research and Evidence Division,
DFID,DFID,40948,ROYAL TROPICAL INSTITUTE,"£57,814",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40956,Ian C Davies Conseil Inc,"£2,500",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40940,Development Evaluation Consulting LLC,£717,Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40940,RS DREW LTD,"£1,020",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40940,PRICEWATERHOUSECOOPERS,"£714,839",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40942,Foreign & Commonwealth Office,"£14,966",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40942,Foreign & Commonwealth Office,"£2,346",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40942,Foreign & Commonwealth Office,"£5,113",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40945,LMC INTERNATIONAL LTD,"£30,800",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40947,HAREWELLE INTERNATIONAL LIMITED,"£4,500",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40949,HTSPE LTD,"£2,640",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40952,INSTITUTE OF DEVELOPMENT STUDIES,"£70,765",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40955,PRICEWATERHOUSECOOPERS,"£371,097",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40955,PRICEWATERHOUSECOOPERS,"£75,399",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40955,PRICEWATERHOUSECOOPERS,"£75,399",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40956,INSTITUTE OF DEVELOPMENT STUDIES,"£16,754",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40961,HAREWELLE INTERNATIONAL LIMITED,"£3,202",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40962,Foreign & Commonwealth Office,"£1,418",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£806,Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40967,HAREWELLE INTERNATIONAL LIMITED,"£3,150",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968,Research into Results Ltd,£809,Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968, Natural Environment Research Council,"£25,000",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968,Foreign & Commonwealth Office,"£2,129",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968,Foreign & Commonwealth Office,£705,Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968,Foreign & Commonwealth Office,"£13,392",Technical and Advisory Services,Research and Evidence Division,
DFID,DFID,40968,Government Procurement Card,£740,Training - Course Fees,Research and Evidence Division,
DFID,DFID,40953,John Wiley & Sons Ltd,"£13,996",Training - Course Fees,Research and Evidence Division,
DFID,DFID,40956,UNIVERSITY OF SOUTHAMPTON,£640,Training - Course Fees,Research and Evidence Division,
DFID,DFID,40942,Leadership Coaching,"£2,400",Training Providers/Facilitation Services,Research and Evidence Division,
DFID,DFID,40948,Pilgrims Group,"£1,503",Training Providers/Facilitation Services,Research and Evidence Division,
DFID,DFID,40954,NATIONAL SCHOOL OF GOVERNMENT,£950,Training Providers/Facilitation Services,Research and Evidence Division,
DFID,DFID,40941,Foreign & Commonwealth Office,"£2,014",Travel - Subsistence,Research and Evidence Division,
DFID,DFID,40948,IBRD HSBC T,"£500,000",Aid Programme - Trust Funds contributions,Research and Evidence Division,
DFID,DFID,40942,UNDESA,"£531,000",Aid Programme - Voluntary contributions,Research and Evidence Division,
DFID,DFID,40942,Chatham House Enterprises,"£163,000",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40947,Tufts University,"£58,502",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40949,WORLD VISION UNITED KINGDOM,"£264,678",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40946,TEARFUND,"£134,691",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40949,CARE INTERNATIONAL,"£74,307",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40949,CARE INTERNATIONAL,"£38,698",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,CARE INTERNATIONAL,"£1,291,292",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£591,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£589,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£589,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£563,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£589,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£589,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Government Procurement Card,£501,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Government Procurement Card,£519,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Government Procurement Card,£589,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Government Procurement Card,£668,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Government Procurement Card,£520,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Government Procurement Card,£558,Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,Medicines and Healthcare Products Regulatory Agency,"£7,841",Contract & Agency Staff,Security & Humanitarian and Middle East Division,
DFID,DFID,40954,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£371,471",FCO shared service charges,Security & Humanitarian and Middle East Division,FCO/DFID shared office services charges November 2011 for DFID Libya
DFID,DFID,40954,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£272,998",FCO shared service charges,Security & Humanitarian and Middle East Division,FCO/DFID shared office services charges April - September 2011 for DFID Libya
DFID,DFID,40952,EQUANET LTD,"£21,864",Hardware - servers & storage,Security & Humanitarian and Middle East Division,
DFID,DFID,40949,Pilgrims Group,"£1,503",Hostile Environment Training,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£844,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40960,Foreign & Commonwealth Office,£643,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40960,Recipient name withheld,£954,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£715,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£511,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£735,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£581,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40963,Recipient name withheld,£577,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40963,Recipient name withheld,£582,Hotels - Accommodation only,Security & Humanitarian and Middle East Division,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,149",Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40941,Foreign & Commonwealth Office,£986,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40941,Foreign & Commonwealth Office,£986,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,095",Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,168",Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,£877,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,£976,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,£667,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,£870,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,£684,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£984,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Foreign & Commonwealth Office,£821,Secure staff accommodation,Security & Humanitarian and Middle East Division,
DFID,DFID,40959,UNMAS,"£300,000",Aid Programme - Humanitarian Material Relief Assistance and Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40963,THE CAYMAN ISLANDS RED CROSS,"£25,642",Aid Programme - Humanitarian Material Relief Assistance and Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40961,AIR PARTNER PLC,"£19,960",Aid Programme - Humanitarian Material Relief Assistance and Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40963, Social Fund for Development ,"£3,000,000",Aid Programme - Joint programme contribution,Security & Humanitarian and Middle East Division,
DFID,DFID,40948,VODAFONE CORPORATE,£639,Mobile telephones & accessories,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£642,Office Equipment - Purchases,Security & Humanitarian and Middle East Division,
DFID,DFID,40962,Foreign & Commonwealth Office,£636,Office Supplies,Security & Humanitarian and Middle East Division,
DFID,DFID,40948,Cabinet Office RM Shared Services,"£87,952",Other Admin Costs,Security & Humanitarian and Middle East Division,CONTRIBUTION FOR IRAQ INQUIRY OCTOBER - November 2011
DFID,DFID,40960,Foreign & Commonwealth Office,£854,Sundry Building Supplies,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,£645,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,£554,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,£885,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,£563,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,£569,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,Corporate Travel Provider,"£2,081",Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,£611,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,£530,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,£931,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,£626,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,£560,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40966,Corporate Travel Provider,"£1,446",Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£531,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£911,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£576,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£707,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,"£1,159",Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£584,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£582,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,£925,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40968,Corporate Travel Provider,"£1,827",Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40960,Foreign & Commonwealth Office,£906,Air fares,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,GRM INTERNATIONAL LTD,"£3,941",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40940,HAREWELLE INTERNATIONAL LIMITED,"£1,116",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40942,Foreign & Commonwealth Office,"£3,556",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£174,098",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£180,424",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£185,372",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£27,517",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£223,692",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40945,MINES ADVISORY GROUP,"£205,311",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40946,DAI EUROPE LIMITED,"£48,045",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40948,HAREWELLE INTERNATIONAL LIMITED,"£2,160",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40952,SARAH LADBURY,"£3,180",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,HAREWELLE INTERNATIONAL LIMITED,£522,Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,THE HALO TRUST,"£10,331",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,THE HALO TRUST,"£10,331",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40953,THE HALO TRUST,"£10,331",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40959,OXFORD POLICY MANAGEMENT,"£80,000",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40961,THE HALO TRUST,"£236,911",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40967,Courtenay Cabot Venton,"£7,500",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40967,DAI EUROPE LIMITED,"£198,955",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
DFID,DFID,40967,DAI EUROPE LIMITED,"£69,107",Technical and Advisory Services,Security & Humanitarian and Middle East Division,
