Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Postcode,Supplier Type,Contract Number ,Project Code,Expenditure Type 
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-578063-142480,"876,133.00",Comprehensive Networks,EX2 5DW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578064-142550,"1,207,229.00",Comprehensive Networks,OX4 2PG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-578065-142486,"1,407,548.00",Comprehensive Networks,SO52 9AB,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-578066-142503,"2,282,051.00",Comprehensive Networks,WV10 0QP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-578067-142464,"1,034,835.00",Comprehensive Networks,BS99 1YF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-578068-142491,"2,185,726.00",Comprehensive Networks,S5 7AU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-578070-142496,"118,265.00",CRF's CRII,SE1 9RT,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-578071-142579,"175,770.00",CRF's CRII,W12 0HS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-578072-142472,"33,440.00",CRF's CRII,L12 2AP,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-578076-142492,"50,832.00",CRF's CRII,S5 7AU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578080-142476,"178,771.00",CRF's CRII,CB2 2QQ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-578081-142556,"59,458.00",CRF's CRII,BR3 3BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-578082-142546,"65,250.00",CRF's CRII,NE7 7DN,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578086-142561,"202,384.00",CRF's CRII,M13 0JR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-578090-142569,"32,433.00",CRF's CRII,NG7 2UK,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-578092-142534,"214,303.00",CRF's CRII,B15 2PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-578093-142537,"107,932.00",CRF's CRII,NW1 2BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578094-142551,"61,726.00",CRF's CRII,OX4 2PG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-578095-142517,"338,833.00",Bio-Medical Centres,EC1V 2PD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-578096-142570,"300,067.00",Bio-Medical Centres,NG7 2UK,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-578097-142487,"241,818.00",Bio-Medical Centres,SO52 9AB,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-578098-142497,"1,092,567.00",Bio-Medical Centres,SE1 9RT,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578099-142562,"305,363.00",Bio-Medical Centres,M13 0JR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-578100-142566,"204,838.00",Bio-Medical Centres,LE5 4QF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-578102-142535,"112,231.00",Bio-Medical Centres,B15 2PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-578103-142513,"628,827.00",Bio-Medical Centres,WC1N 3JH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-578105-142493,"37,470.00",Bio-Medical Centres,S5 7AU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-578106-142608,"96,302.00",Bio-Medical Centres,E1 8PR,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-578107-142511,"124,582.00",Bio-Medical Centres,OX4 2GX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-578108-142547,"288,641.00",Bio-Medical Centres,NE7 7DN,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-578109-142465,"280,684.00",Bio-Medical Centres,BS99 1YF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-578110-142557,"981,513.00",Bio-Medical Centres,BR3 3BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-578111-142538,"1,826,317.00",Bio-Medical Centres,NW1 2BX,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-578112-142531,"112,276.00",Bio-Medical Centres,LS9 7TF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578113-142552,"1,777,698.00",Bio-Medical Centres,OX4 2PG,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-578114-142477,"2,363,642.00",Bio-Medical Centres,CB2 2QQ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-578115-142580,"1,494,988.00",Bio-Medical Centres,W12 0HS,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-578116-142518,"84,777.00",CRF's CRII,EC1V 2PD,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-578117-142481,"93,093.00",CRF's CRII,EX2 5DW,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-578118-142488,"149,710.00",CRF's CRII,SO52 9AB,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-578119-142514,"48,264.00",CRF's CRII,WC1N 3JH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-578121-142596,"48,144.00",APPLIED CLINICAL DRF's,S10 2UH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,STAFFORDSHIRE UNIVERSITY,ERS-578122-142599,"47,704.28",HTA commissioned workstream,ST4 2DF,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-578125-142586,"50,000.00",Global Health Research Units,WC1E 7HT,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-578126-142587,"50,000.00",Global Health Research Units,SW7 2AZ,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY OF CENTRAL LANCASHIRE,ERS-578128-142588,"50,000.00",Global Health Research Units,PR1 2HE,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-578130-142581,"50,000.00",Global Health Research Units,BT7 1NN,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-578131-142543,"30,953.00",APPLIED CLINICAL DRF's,UB9 6JH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-578132-142597,"116,983.00",Invention for Innovation,S10 2UH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-578133-142598,"36,628.00",Invention for Innovation,S10 2UH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-578135-142594,"400,000.00",Horizon Scanning,NE1 7RU,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-578136-142582,"61,769.00",Clinician Scientist Awards,BS8 1TH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-578137-142583,"47,413.00",APPLIED CLINICAL DRF's,BS8 1TH,PUBLIC,,,
,,14-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-578142-142595,"65,550.00",APPLIED CLINICAL DRF's,E1 2AX,PUBLIC,,,
,,14-Aug-17,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461018RI,"52,148.65",Skipton House - Building Maint./Repairs Fixed Costs Apr 2017 - Mar 2018,SO53 3YE,LARGE,,,
,,14-Aug-17,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461018RI,"26,189.68",Cleaning Fixed Costs Apr 2017 - Mar 2018 - SKH,SO53 3YE,LARGE,,,
,,14-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461018RI,"26,403.42",FM - Fixed Costs from Apr 2017 - Mar 2018 - SKH,SO53 3YE,LARGE,,,
,,14-Aug-17,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461018RI,"33,836.56",Security Fixed Costs Apr 2017 - Mar 2018 - SKH,SO53 3YE,LARGE,,,
,,14-Aug-17,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461019RI,"54,280.55",Building Maint./Repairs Fixed Costs Apr 2017 - Mar 2018 - RH,SO53 3YE,LARGE,,,
,,14-Aug-17,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461019RI,"32,929.10",Cleaning Fixed Costs Apr 2017 - Mar 2018 - RH,SO53 3YE,LARGE,,,
,,14-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461019RI,"33,194.82",FM - Fixed Costs from Apr 2017 - Mar 2018 - RH,SO53 3YE,LARGE,,,
,,14-Aug-17,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461019RI,"54,044.05",Security Fixed Costs Apr 2017 - Mar 2018 - RH,SO53 3YE,LARGE,,,
,,14-Aug-17,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461020RI,"46,339.16",Wellington House - Building Maint./Repairs Fixed Costs Apr 2017 - Mar 2018,SO53 3YE,LARGE,,,
,,14-Aug-17,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461020RI,"23,960.19",Cleaning Fixed Costs Apr 2017 - Mar 2018 - WEL,SO53 3YE,LARGE,,,
,,14-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461020RI,"18,810.17",FM - Fixed Costs from Apr 2017 - Mar 2018 - WEL,SO53 3YE,LARGE,,,
,,14-Aug-17,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461020RI,"32,848.34",Security Fixed Costs Apr 2017 - Mar 2018 - WEL,SO53 3YE,LARGE,,,
,,14-Aug-17,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461021RI,"7,595.78",Building Maint./Repairs Fixed Costs Apr 2017 - Mar 2018 - PRH,SO53 3YE,LARGE,,,
,,14-Aug-17,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461021RI,"4,742.10",Cleaning Fixed Costs Apr 2017 - Mar 2018 - PRH,SO53 3YE,LARGE,,,
,,14-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461021RI,"7,983.28",FM - Fixed Costs from Apr 2017 - Mar 2018 - PRH,SO53 3YE,LARGE,,,
,,14-Aug-17,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461021RI,"2,549.24",Security Fixed Costs Apr 2017 - Mar 2018 - PRH,SO53 3YE,LARGE,,,
,,14-Aug-17,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461022RI,"18,835.50",Building Maint./Repairs Fixed Costs Apr 2017 - Mar 2018 - CQC,SO53 3YE,LARGE,,,
,,14-Aug-17,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461022RI,"3,300.00",Cleaning Fixed Costs Apr 2017 - Mar 2018 - CQC,SO53 3YE,LARGE,,,
,,14-Aug-17,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00461022RI,"3,497.50",FM - Fixed Costs from Apr 2017 - Mar 2018 - CQC,SO53 3YE,LARGE,,,
,,14-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,NHS SHARED BUSINESS SERVICES SBS,100051840,"90,833.18",NHS SBS BMS Support and Development Apr 17 to Mar 18,WF3 1WE,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-23039,"1,594,000.00",,HD3 3EA,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-23047,"510,000.00",,NN16 8UZ,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-23068,"600,000.00",,LA1 4GG,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Capital Investment Loans,Central Technical,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-23075,"90,000.00",,BA21 4AT,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23040,"2,168,000.00",,CB2 2QQ,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-23042,"4,700,000.00",,DN2 5LT,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-23048,"2,270,000.00",,NN16 8UZ,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-23049,"6,000,000.00",,PR7 1GZ,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-23052,"5,128,000.00",,ME7 5NY,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,HAFS-23062,"4,020,000.00",,TS4 3BW,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-23064,"7,966,000.00",,SW17 0QT,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,THE ROTHERHAM NHS FOUNDATION TRUST,HAFS-23066,"2,513,000.00",,S60 2UD,PUBLIC,,,
,,14-Aug-17,Additions NHS FTs Working Capital Loans,Central Technical,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-23076,"966,000.00",,BA21 4AT,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Capital Investment Loans,Central Technical,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-23071,"2,028,000.00",,WS2 9PS,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-23037,"4,791,000.00",,BN2 3EW,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,HAFS-23038,"1,200,000.00",,HP7 0JD,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,CROYDON HEALTH SERVICES NHS TRUST,HAFS-23041,"221,000.00",,CR7 7YE,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-23043,"783,000.00",,BS1 2NP,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-23044,"3,107,000.00",,TN37 7PT,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-23045,"4,820,000.00",,SM5 1AA,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,ISLE OF WIGHT NHS TRUST,HAFS-23046,"1,593,000.00",,PO30 5TG,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,LEWISHAM AND GREENWICH NHS TRUST,HAFS-23050,"3,883,000.00",,SE13 6LH,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-23051,"8,998,000.00",,M20 4BX,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-23053,"843,000.00",,CM8 2TL,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-23054,"2,605,000.00",,WF1 4TU,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,NORTH BRISTOL NHS TRUST,HAFS-23055,"2,360,000.00",,BS1 2NP,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-23056,"7,250,000.00",,N18 1QX,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,PLYMOUTH HOSPITALS NHS TRUST,HAFS-23057,"2,725,000.00",,WF3 1WE,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-23058,"1,850,000.00",,CM20 1QX,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,HAFS-23059,"6,400,000.00",,L7 8XP,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,HAFS-23060,"1,064,000.00",,HA7 4LP,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-23061,"1,991,000.00",,TF6 6TF,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-23063,"1,998,000.00",,PR8 6PT,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,THE IPSWICH HOSPITAL NHS TRUST,HAFS-23065,"1,780,000.00",,IP4 5PD,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-23067,"7,000,000.00",,LN2 5QY,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-23069,"6,443,000.00",,ST4 7LN,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-23070,"807,000.00",,WS2 9PS,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-23072,"1,297,000.00",,WD18 0BH,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,WESTON AREA HEALTH NHS TRUST,HAFS-23073,"711,000.00",,BS23 4TQ,PUBLIC,,,
,,14-Aug-17,Additions NHS Trust Working Capital Loans,Central Technical,WYE VALLEY NHS TRUST,HAFS-23074,"3,852,000.00",,HR1 2ER,PUBLIC,,,
,,14-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-23033,"208,000.00",,L12 2AP,PUBLIC,,,
,,14-Aug-17,Additions PDC Capital Support NHS FT Permanent,Central Technical,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23036,"166,000.00",,WA7 2DA,PUBLIC,,,
,,14-Aug-17,Additions PDC Capital Support NHS T Permanent,Central Technical,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,HAFS-23034,"190,000.00",,NG5 1PT,PUBLIC,,,
,,14-Aug-17,Additions PDC Revenue Support NHS T Permanent,Central Technical,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,HAFS-23035,"923,000.00",,CV2 2DX,PUBLIC,,,
,,14-Aug-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE,NHS CONFEDERATION,80801,"48,000.00",The provision of employers' organisation services - Junior Doctors' Contract CV2 2017/2018,LS10 1JR,VCS,,,
,,14-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,HOMES AND COMMUNITIES AGENCY (HCA),S0013792,"560,089.00",Homelessness Change and Platform for Life programmes,NE11 0NA,PUBLIC,,,
,,14-Aug-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,HOMES AND COMMUNITIES AGENCY (HCA),S0013895,"346,390.00",Homelessness Change and Platform for Life programmes,NE11 0NA,PUBLIC,,,
,,15-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,44205482,"200,000.00",Consumers Infrastructure,SO17 1BJ,PUBLIC,,,
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-578183-142641,"195,071.00",Research Capability Funding,SM2  5PT,PUBLIC,,,
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-578184-142642,"40,470.00",CRF's CRII,SM2  5PT,PUBLIC,,,
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-578185-142643,"717,905.00",Bio-Medical Centres,SM2  5PT,PUBLIC,,,
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10910,"180,226.50",AMR & Behaviour-ESRC/NIHR,SN2 1UJ,PUBLIC,,,
,,15-Aug-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10913,"221,088.30",AMR Cross-Council Initiative (ESRC Behaviour ODA top up),SN2 1UJ,PUBLIC,,,
