 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,17/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,"£89,274.00",
DFID,DFID,17/03/2014,Research & Development costs ,Research and Evidence Division ,Crown Agents Bank ,114010-102 ,"£520,050.18",
DFID,DFID,17/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203193-101 ,"£26,464.80",
DFID,DFID,17/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,ICAR (UK) ,200458-102 ,"£187,500.00",
DFID,DFID,17/03/2014,Project delivery costs - supplier services ,Policy Division ,Crown Agents. ,203146-102 ,"£10,550.05",
DFID,DFID,17/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Burton Rands Associates ,204052-103 ,"£9,649.18",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£4,693.14",
DFID,DFID,18/03/2014,Electricity ,Asia  Caribbean and Overseas Territories ,British High Commission (Dhaka) ,100025-101 ,"£2,076.05",
DFID,DFID,18/03/2014,other information and communication technologies ,Western Asia and Stabilisation Division ,HB COMPUTERS ,100185-101 ,"£1,831.97",
DFID,DFID,18/03/2014,Legal costs ,Finance and Corporate Performance Division ,MICHELMORES SOLICITORS ,100008-101 ,"£2,850.00",
DFID,DFID,18/03/2014,Air fares ,Business Solutions Division Level ,SATGURU TRAVEL & TOURS SERVICE ,200001-101 ,£986.76,
DFID,DFID,18/03/2014,Computer software maintenance ,Business Solutions Division Level ,OPIN SYSTEMS LIMITED ,200001-101 ,"£1,920.00",
DFID,DFID,18/03/2014,Storage & Distribution costs ,Business Solutions Division Level ,TNT Express (UK) Ltd ,200001-101 ,"£4,486.55",
DFID,DFID,18/03/2014,Subscriptions ,Top Management Group ,THE STATIONERY OFFICE LIMITED ,100232-104 ,£607.87,
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Policy Division ,Recipient name withheld ,100191-101 ,£603.69,
DFID,DFID,18/03/2014,Storage & Distribution costs ,International Relations Division ,PICKFORDS LTD ,100238-101 ,"£1,451.48",
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Policy Division ,Recipient name withheld ,100274-107 ,£652.72,
DFID,DFID,18/03/2014,Hotels - Accommodation only ,International Finance Division ,Recipient name withheld ,202259-101 ,£651.34,
DFID,DFID,18/03/2014,Training Providers/Facilitation Services ,Finance and Corporate Performance Division ,Capita  Business Services ,100201-101 ,"£1,829.27",
DFID,DFID,18/03/2014,Air fares ,Finance and Corporate Performance Division ,Mukwa Travel and Tours ,202836-102 ,"£1,371.51",
DFID,DFID,18/03/2014,Repairs  Maintenance and Alterations - Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,142.59",
DFID,DFID,18/03/2014,Repairs  Maintenance and Alterations - Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,628.00",
DFID,DFID,18/03/2014,Repairs  Maintenance and Alterations - Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,770.58",
DFID,DFID,18/03/2014,Hotels - Accommodation only ,West and Southern Africa ,InterContinental Hotel ,101618-101 ,£651.29,
DFID,DFID,18/03/2014,Electricity ,West and Southern Africa ,ESCOM ,101618-101 ,£765.43,
DFID,DFID,18/03/2014,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101618-101 ,"£5,599.80",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101620-101 ,"£9,841.16",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101620-101 ,"£10,469.31",
DFID,DFID,18/03/2014,Vehicle Repairs & Maintenance ,West and Southern Africa ,Monday Kayode ,101622-105 ,£505.43,
DFID,DFID,18/03/2014,Vehicle Repairs & Maintenance ,West and Southern Africa ,Monday Kayode ,101622-105 ,£595.69,
DFID,DFID,18/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Clemto Investments Ltd ,101622-105 ,£866.45,
DFID,DFID,18/03/2014,Facilities Management payments ,West and Southern Africa ,Fracham Company ,101622-105 ,"£1,335.78",
DFID,DFID,18/03/2014,Vehicle Repairs & Maintenance ,West and Southern Africa ,Conote Services Ltd ,101622-105 ,"£3,068.68",
DFID,DFID,18/03/2014,Cleaning Costs ,West and Southern Africa ,Sparklean Services Nig Ltd ,101622-105 ,"£3,527.18",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101629-101 ,"£8,750.00",
DFID,DFID,18/03/2014,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101631-101 ,"£7,718.55",
DFID,DFID,18/03/2014,Office Equipment - Purchases ,West and Southern Africa ,Natural Valley Ltd ,101637-101 ,"£1,246.89",
DFID,DFID,18/03/2014,Training Providers/Facilitation Services ,West and Southern Africa ,Capita  Business Services ,101637-102 ,"£11,832.65",
DFID,DFID,18/03/2014,Property rates ,West and Southern Africa ,City of Harare ,101638-103 ,£911.40,
DFID,DFID,18/03/2014,Mobile telephones & accessories ,West and Southern Africa ,ECONET ,101638-104 ,"£1,047.66",
DFID,DFID,18/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,SAFECON Electro Mechanical Works PLC ,101612-101 ,"£1,049.29",
DFID,DFID,18/03/2014,Cleaning Costs ,East and Central Africa ,Ikondera Company Ltd ,101628-101 ,"£2,190.77",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£35,198.56",Secure Staff Accommodation - DFID Afghanistan
DFID,DFID,18/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,RK Engineers ,201689-105 ,£960.52,
DFID,DFID,18/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,SSD ELECTRO-MECH PRIVATE LIMITED ,201689-105 ,"£2,338.04",
DFID,DFID,18/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,201689-105 ,"£25,933.97",Secure Staff Accommodation - DFID India
DFID,DFID,18/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,201689-105 ,"£25,933.97",Secure Staff Accommodation - DFID India
DFID,DFID,18/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,Pakistan Institute of Corporate Governance ,101624-101 ,"£1,534.70",
DFID,DFID,18/03/2014,Vehicle Petrol & Oil ,Western Asia and Stabilisation Division ,Pakistan State Oil Company Ltd ,101624-101 ,"£3,267.41",
DFID,DFID,18/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,Capita  Business Services ,101624-101 ,"£14,181.25",
DFID,DFID,18/03/2014,Air fares ,Middle East & North Africa Division (MENAD) ,Recipient name withheld ,201705-101 ,£693.72,
DFID,DFID,18/03/2014,Storage & Distribution costs ,Middle East & North Africa Division (MENAD) ,PICKFORDS LTD ,201705-101 ,"£1,350.92",
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,202392-103 ,£927.40,
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,202392-103 ,"£1,033.97",
DFID,DFID,18/03/2014,Training - Course Fees ,East and Central Africa ,Crown Agents. ,202594-101 ,"£1,578.82",
DFID,DFID,18/03/2014,DFID Purchased Relief Supplies ,East and Central Africa ,Crown Agents. ,202594-101 ,"£3,527.64",
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Recipient name withheld ,204053-101 ,£576.60,
DFID,DFID,18/03/2014,Hardware -monitors ,Business Solutions Division Level ,Crown Agents. ,200003-168 ,"£17,252.53",
DFID,DFID,18/03/2014,Office Equipment - Purchases ,Group Operations ,MITIE Technical Facilities Management Ltd ,203716-101 ,"£32,629.08",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,114175-103 ,"£200,000.00",
DFID,DFID,18/03/2014,Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,IBRD HSBC T ,107458-104 ,"£500,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd. ,203186-102 ,"£896,030.35",
DFID,DFID,18/03/2014,Aid Programme - Non Grant Financial contributions ,East and Central Africa ,African Risk Capacity Insurance Company Limited ,203469-106 ,"£30,000,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,201512-103 ,"£4,691.25",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,OXFORD POLICY MANAGEMENT ,201512-103 ,"£11,500.70",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,£562.95,
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,£681.26,
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£8,545.74",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT) ,113961-106 ,"£24,123.95",
DFID,DFID,18/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,West and Southern Africa ,UNDP MULTI-PARTNER TRUST FUND OFFICE (USD) ACCOUNT ,202909-104 ,"£9,000,000.00",
DFID,DFID,18/03/2014,Aid Programme - Trust Funds contributions ,East and Central Africa ,   THE WORLD BANK ,204246-102 ,"£125,000.00",
DFID,DFID,18/03/2014,Aid Programme - Other Financial Aid to Government ,East and Central Africa ,MINISTRY OF HEALTH  RWANDA ,203639-101 ,"£456,250.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,HTSPE LTD ,200221-105 ,"£12,580.97",
DFID,DFID,18/03/2014,Aid Programme - Joint programme contribution ,East and Central Africa , USAID ,202420-102 ,"£500,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,201551-105 ,"£34,904.28",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,OXFORD POLICY MANAGEMENT ,201551-105 ,"£93,835.37",
DFID,DFID,18/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Kay Two Zambia Limited ,203001-105 ,"£3,799.23",
DFID,DFID,18/03/2014,Aid Programme - Trust Funds contributions ,West and Southern Africa ,IBRD-IFFIm ,203628-102 ,"£3,000,000.00",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,EGPAF ,202637-105 ,"£164,600.88",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ITAD LTD ,202482-102 ,"£18,522.00",
DFID,DFID,18/03/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,Crown Agents. ,104229-102 ,"£2,746.58",
DFID,DFID,18/03/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,Crown Agents. ,104187-108 ,"£4,038.61",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Leigland ,201433-104 ,"£6,092.31",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Growth and Development Initiative ,204438-102 ,"£13,087.02",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,New Initiative for Social Development ,204438-103 ,"£14,440.85",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Development Agenda for Western Nigeria ,204438-105 ,"£31,815.54",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ABT ASSOCIATES INC ,104229-101 ,"£1,703,170.32",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,RSM Tenon Limited ,203860-101 ,"£38,784.91",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,IMC Worldwide Ltd. ,203819-103 ,"£58,814.45",
DFID,DFID,18/03/2014,Aid Programme - Core contributions ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203629-102 ,"£1,500,000.00",
DFID,DFID,18/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Ascott The Residence Limited ,114058-110 ,£995.18,
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Md. Muttaleb ,113287-102 ,"£2,912.80",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,114175-106 ,"£46,842.94",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£89,322.41",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£326,269.44",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,114175-102 ,"£1,010,696.58",
DFID,DFID,18/03/2014,Aid Programme - Trust Funds contributions ,Asia  Caribbean and Overseas Territories ,IBRD HSBC T ,107458-102 ,"£4,500,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Mercados Energy Markets India Private Limited ,114320-122 ,£891.93,
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202433-103 ,"£3,641.64",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202433-103 ,"£7,629.33",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202433-103 ,"£13,708.80",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd. ,203186-103 ,"£107,506.75",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,108793-101 ,"£52,167.65",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,108793-101 ,"£128,934.63",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL  LTD ,203646-103 ,"£152,742.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,"£3,686.44",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,International Relations Division ,ART OF LIVING ,202319-101 ,"£3,688.30",
DFID,DFID,18/03/2014,Relocation costs ,International Relations Division ,PICKFORDS LTD ,202319-101 ,"£5,599.80",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Joint Trade Policy Division ,CARDNO EMERGING MARKETS (UK) LTD ,203535-103 ,"£109,635.00",
DFID,DFID,18/03/2014,Aid Programme - Trust Funds contributions ,Finance and Corporate Performance Division ,IBRD (HSBC)  C/O THE WORLD BANK ,203316-102 ,"£170,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204294-101 ,"£9,090.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Lutheran World Federation ,203424-101 ,"£19,258.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203938-101 ,"£2,807.50",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,HTSPE LTD ,202775-109 ,"£28,353.73",
DFID,DFID,18/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,£751.20,
DFID,DFID,18/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,203216-110 ,"£9,533.06",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,People in Need ,204007-135 ,"£792,200.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202946-104 ,"£48,349.00",
DFID,DFID,18/03/2014,Aid Programme - Core contributions ,East and Central Africa ,United Nations Office on Drugs and Crime (UNODC) ,203383-104 ,"£51,200.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,BMB Mott MacDonald,202946-104 ,"£167,428.75",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,PACT INC ,203382-106 ,"£1,049,043.00",
DFID,DFID,18/03/2014,Aid Programme - Voluntary contributions ,East and Central Africa ,UNDP MULTI-PARTNER TRUST FUND OFFICE (USD) ACCOUNT ,202974-109 ,"£1,500,000.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,203775-107 ,"£5,472.00",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,FOCUS HUMANITARIAN ASSISTANCE ,200873-102 ,"£100,726.17",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203193-101 ,"£71,503.20",
DFID,DFID,18/03/2014,Aid Programme - Core contributions ,Policy Division ,Center on Budget and Policy Priorities ,203669-101 ,"£45,334.65",
DFID,DFID,18/03/2014,Aid Programme - Core contributions ,Policy Division ,CMI MICHELSEN INSTITUTE ,203214-101 ,"£55,000.00",
DFID,DFID,18/03/2014,Aid Programme - Core contributions ,Policy Division ,Center on Budget and Policy Priorities ,203669-101 ,"£542,559.45",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Consumer Unity & Trust Society ,203299-101 ,"£60,638.00",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Policy Division ,TROPICAL HEALTH AND EDUCATION TRUST ,202208-101 ,"£67,903.56",
DFID,DFID,18/03/2014,Project delivery costs - supplier services ,Policy Division ,TROPICAL HEALTH AND EDUCATION TRUST ,202208-101 ,"£265,500.00",
DFID,DFID,18/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,AFRICAN MONITOR ,203622-103 ,"£85,495.00",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,East and Central Africa ,Southern Sun Hotels(T) Ltd (USD) ,100230-101 ,"£1,093.86",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,East and Central Africa ,Doubletree by Hilton Dar es Salaam ,100230-101 ,"£1,122.14",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Southern Sun Hotels(T) Ltd (USD) ,100096-101 ,£504.21,
DFID,DFID,19/03/2014,Training - Travel & Subsistence ,West and Southern Africa ,African (Wings) Travels Ltd ,100152-114 ,£603.49,
DFID,DFID,19/03/2014,Training - Travel & Subsistence ,West and Southern Africa ,Lamar Travel Agency ,100214-101 ,"£3,027.68",
DFID,DFID,19/03/2014,Oil - Other Utilities ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£2,024.04",
DFID,DFID,19/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£4,701.84",
DFID,DFID,19/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£12,080.11",
DFID,DFID,19/03/2014,Computer hardware maintenance ,Asia  Caribbean and Overseas Territories ,EMERSON NETWORK POWER (INDIA)PVT LTD ,100113-101 ,£614.85,
DFID,DFID,19/03/2014,Telephone Usage & services ,Business Solutions Division Level ,Level 3 ,200002-117 ,£516.00,
DFID,DFID,19/03/2014,Training - Course Fees ,Business Solutions Division Level ,Capita  Business Services ,200001-101 ,£518.00,
DFID,DFID,19/03/2014,Computer Software Licenses ,Business Solutions Division Level ,MTI Technology Ltd ,200002-116 ,"£2,997.85",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Human Resources ,Saxton Bampfylde ,100269-128 ,"£9,240.00",
DFID,DFID,19/03/2014,Repairs  Maint  Alter - Removal & waste disposal services ,Group Operations ,BYWATERS ,203717-101 ,"£2,665.45",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,Group Operations ,The Westin Dhaka ,204284-102 ,£504.38,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Southern Sun Hotels(T) Ltd (USD) ,101613-101 ,£504.21,
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Ulendo Safaris ,101618-101 ,£659.19,
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Ulendo Safaris ,101618-101 ,£960.93,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101620-101 ,£541.52,
DFID,DFID,19/03/2014,Relocation costs ,West and Southern Africa ,Bella Kim ,101620-101 ,£696.73,
DFID,DFID,19/03/2014,Electricity ,West and Southern Africa ,Electricidade de Mocambique ,101620-101 ,"£1,699.99",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£552.22,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£588.30,
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£709.95,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£812.30,
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£899.69,
DFID,DFID,19/03/2014,Vehicle Petrol & Oil ,West and Southern Africa ,British  High Commission Abuja ,101622-105 ,£914.53,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,031.84",
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,"£1,299.91",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,839.92",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£2,458.27",
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£4,292.05",
DFID,DFID,19/03/2014,Courier & Bag Services ,West and Southern Africa ,British  High Commission Abuja ,101622-105 ,"£6,158.35",
DFID,DFID,19/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Lilleker Bros (Nigeria) Ltd ,101622-105 ,"£47,887.50",Supply and installation of water treatment plants in all DFID Nigeria Secure Staff Accommodation estates for portable water
DFID,DFID,19/03/2014,Water charges ,West and Southern Africa ,Guma Valley Water Company ,101629-101 ,£620.02,
DFID,DFID,19/03/2014,Air fares ,West and Southern Africa ,Lamar Travel Agency ,101629-101 ,"£1,262.94",
DFID,DFID,19/03/2014,Training - Course Fees ,West and Southern Africa ,Recipient name withheld ,101629-101 ,"£1,446.72",
DFID,DFID,19/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101629-101 ,"£24,067.39",
DFID,DFID,19/03/2014,Other Admin Costs ,West and Southern Africa ,Recipient name withheld ,101631-101 ,£543.82,
DFID,DFID,19/03/2014,Further Education costs ,West and Southern Africa ,Recipient name withheld ,101637-102 ,£738.75,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,East and Central Africa ,Recipient name withheld ,101612-101 ,"£1,894.10",
DFID,DFID,19/03/2014,Electricity ,East and Central Africa ,Havath.Ltd ,101628-101 ,£823.27,
DFID,DFID,19/03/2014,Hotels - Accommodation only ,East and Central Africa ,Golden Jubilee Ltd ,101630-101 ,"£1,582.40",
DFID,DFID,19/03/2014,Travel documentation costs ,Western Asia and Stabilisation Division ,Recipient name withheld ,101601-110 ,£600.00,
DFID,DFID,19/03/2014,Oil - Other Utilities ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£20,240.47",
DFID,DFID,19/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£35,263.80",Secure Staff Accommodation - DFID Afghanistan
DFID,DFID,19/03/2014,Secure Staff Accommodation ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,"£90,600.84",Secure Staff Accommodation - DFID Afghanistan
DFID,DFID,19/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,BOSE CORPORATION INDIA PRIVATE LIMITED ,201689-105 ,£603.88,
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-101 ,£634.27,
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-101 ,£734.16,
DFID,DFID,19/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,CB RICHARD ELLIS SOUTH ASIA PVT LTD ,201689-105 ,£902.26,
DFID,DFID,19/03/2014,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-102 ,£906.50,
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-113 ,"£1,192.14",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-103 ,"£1,261.79",
DFID,DFID,19/03/2014,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-113 ,"£1,419.80",
DFID,DFID,19/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,CB RICHARD ELLIS SOUTH ASIA PVT LTD ,201689-105 ,"£2,015.01",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-101 ,"£2,321.61",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-104 ,"£2,375.06",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-103 ,"£3,486.50",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,201689-102 ,"£3,879.92",
DFID,DFID,19/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,CB RICHARD ELLIS SOUTH ASIA PVT LTD ,201689-105 ,"£12,898.97",
DFID,DFID,19/03/2014,Medical/Health Services ,Asia  Caribbean and Overseas Territories ,ICICI Lombard GIC Ltd ,201689-106 ,"£47,114.68",Staff Appointed in Country - Medical Insurance Premium 2014/15
DFID,DFID,19/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,Capita  Business Services ,101624-101 ,"£3,324.06",
