Title,Place,Date,Edition,Author,Publisher
The Provisional IRA,London,1988,,"MALLIE, EAMONN
BISHOP, PATRICK",Corgi
Psalms and Slaughter,,,,"GRAY, TONY",
Psychiatric Aspects of Training for Honorable Survival as a Prisoner of war,,,,West L J,
Psychological Warfare,,,,"Linebarger, Paul M.A"
A psychological warfare casebook,,,,"DAUGHERTY, WILLIAM E"
Public administration an international quarterly,,,,
"Public bodies, 1996",,,,
Public bodies database,,,,
Public expenditure 1996-97: provisional outturn,,,,Her Majesty's Stationery Office
Public expenditure: Statistical Analysis 2000-01,,,,
Public Finance,,,,
Public Health Act 1936 - Chapter 49,,,,HMSO
"Public health, England and Wales public health, Scotland: the control of pollution (special waste) regulations 1980",,,,
Public Inquiry ordered by the Minister of Agriculture into the disposal of land at Crichel Down,,,,
"Public Law, Winter 1993",,,,
Public money and management,,,,
Public Order Act 1986 Chapter 64,,,,Her Majesty's Stationery Office
Public Servant,,,,
The Public Services Contracts Regulations 1993:SI 1993 No.3228,,,,Her Majesty's Stationery Office
Pueblo and Bucher,,,,"Bucher, L.M"
Purfleet: some notes on its history,,,,"Sparkes, I. G"
"The Pusan perimeter, Vol. 1",,,,"Canzona, N.A"
Pyramid: the magazine of RAF Fylingdales,,,,
QRV: the journal of the RAF Amateur Radio Society,,,,
"Quartered in Hell,the story of the American North Russia expetionary force 1918-1919",,,,"Gordon,Dennis"
The Queen's Own Mercian Yeomanry: Regimental Dress Regulations and Customs 1975,,,,Shropshire Yeomanry Museum Trust
The Queen's Own Oxfordshire Hussars,,,,"Falconer, A"
"The Queen's Own Royal Glasgow Yeomanry, 1848 to 1948",,,,
Queen's Own Royal West Kent Regiment (1756 - 1881),,,,"Collins, K.J"
The Queen's Own Royal West Kent Regiment 1914-1919,,,,"Atkinson, C.T"
The Queen's Own Royal West Kent Regiment 1920-1950,,,,"Chaplin, H.D"
The Queen's Own Royal West Kent regiment 1951-1961,,,,"Chaplin, H.D"
The Queen's Own Royal West Kent Regiment - The Dirty Half-Hundred,,,,"Horrocks, L.t Gen"
Queen's Regulations and Orders for the Army 1899,,,,
Queen's Royal Surrey Regiment Association newsletter,,,,
R.A.A.F. over Europe,,,,"JOHNSON, FRANK"
Radar electronic counter-countermeasures,,,,"Johnston, Stephen L"
Radar fundamentals,,,,"Wheeler, Gershon J"
Radar ornithology,,,,"Eastwood, E"
Radar Principles with applications to tracking systems,,,,
"Radfan operations, 1964",,,,
Radioactive Substances Act 1948 - Chapter 37,,,,HMSO
Radioactive substances Act 1993,,,,
"Radioactive Waste Management Advisory Committee: annual report, 13th ed.",,,,
"Radioactive Waste Management Advisory Committee: annual report, 14th ed.",,,,
Radioactive Waste Volume 1 Report together with the Proceedings of the Committee relating to the Report: H of C. First Report from the Environment Committee: Session 1985-86: 191-1 253 i-xvii (1984-85),,,,Her Majesty's Stationery Office
Radioactive waste volume II: Minutes of evidence,,,,
Radioactive waste volume III: appendices,,,,
RAF Air Power Review,,,,
RAF Biggin Hill,,,,"WALLACE, GRAHAM"
"RAF bombers, Part 1",,,,"GREEN, WILLIAM
SWANBOROUGH, GORDON"
"RAF bombers, Part 2",,,,"SWANBOROUGH, GORDON
GREEN, WILLIAM"
RAF digest: the journal of RAF catering,,,,
"RAF men in the ""Winter War""",,,,"WYNN, HUMPHREY"
RAF SAGA,,,,
Raiding forces,,,,"Read, G. W"
Railways and War,,,,"BISHOP, DENIS"
Railways at war,,,,"WESTWOOD, JOHN"
Railways & war since 1917,,,,"BISHOP, DENIS"
The Raising of the Ironsides,,,,"FIRTH, C H"
Raleigh and the British Empire,,,,"Quinn, D. B"
The Rangers' historical records: from 1859 to the conclusion of the great war,,,,"Wheeler-Holohan, A. V"
Ranging memories,,,,"Jourdain, Henry F. N"
RANZAF: A Short History,,,,"Bentley, Geoffrey"
Rape of the dream people,,,,"Noone, Richard"
Rats: the story of a dog soldier,,,,"HALSTOCK, MAX"
The RCN in retrospect 1910-1968,,,,"Boutilier, James A"
Reactions to the English Civil War 1642-1649,,,,"MORRILL, JOHN"
Reading and district map book,,,,
"Ready reckoner for staff costs: MOD, 1992/1993",,,,
"Ready reckoner for staff costs: MOD personnel (service & civilian), 1991/92",,,,
The real war 1914-1918,,,,"Liddell Hart, B. H"
Rebel admiral,,,,"KNIGHT, FRANK"
The Reberl Countess,,,,"Marreco, Anne"
"Recollections of an artillery officer: including scenes and adventures in Ireland, America, Flanders, and France, Vol. I",,,,"Hill, Benson Earle"
"Recollections of an artillery officer: including scenes and adventures in Ireland, America, Flanders, and France, Vol. II",,,,"Hill, Benson Earle"
Record of a reconnaissance regiment,,,,"TAYLOR, J"
Record of cyclist section of 20th Middlesex (Artists') R.V. 1890-1907,,,,
A record of D245 battery 1914-1919,,,,"Gee, A. E"
"Record of personal services during the war of officers, nurses, and first-class Warrant Officers and other facts relating to the N.Z.E.F.(New Zealand Expreditionary Force)",,,,"Studholme, John"
"Record of the 110th Company (21st Division) Machine Gun Corps, B.E.F. France 1916-1917",,,,
A Record of the 17th and 32nd Service battalions Northumberland Fusiliers (N.E.R.) Pioneers 1914-1919,,,,Shakespear
A Record of the Figureheads in H.M.Naval Establishments unber Plymouth Command,,,,
Records of the Lanarkshire Yeomanry with some account of the Officers of the Corps,,,,Wood R E
Records of the Rough Riders (XXth Battalion Imperial Yeomanry): Boer War 1899-1902,,,,"Rew, H. G. McKenzie"
Records & Reactions 1856-1939,,,,"Midleton, K P"
Recursive programming and production response,,,,"Day, R.H"
The red air fighter,,,,"RICHTHOFEN, MANFRED VON"
Red Cross International and the strategy of peace,,,,"JOYCE, JAMES AVERY"
The Red Dragon,,,,Kemp P K
The Red Dragon: The story of the Royal Welch Fusiliers 1919-1945,,,,Kemp P K
The Red Hackle: the chronicle of The Black Watch (Royal Highland Regiment),,,,
Red Star In Orbit,,,,"Oberg, J E"
Redrawing the map of Europe,,,,"EMERSON, MICHAEL"
Reduction in civilian and officer numbers,,,,
Reform of Section 2 of the Official Secrets Act 1911,,,,Her Majesty's Stationery Office
The reformation of war,,,,"Fuller, John F. C"
Regimental badges,,,,"Edwards, T. J"
The regimental history of the 3rd Queen Alexandra's Own Gurka Rifles Vol II,,,,"Barclay, C.N"
"Regimental history: The Royal Hampshire Regiment, Vol. 2: 1914-1918",,,,"Atkinson, C.T"
Regimental journal of 1st The Queen's Dragoon  Guards,,,,
Regimental journal of the Devonshire and Dorset Light Infantry,,,,
"Regimental records of the Royal Welch Fusiliers (23rd Foot) vol 4, 1915-18",,,,"Dudley, Major C H"
"Regimental records of the Royal Welch Fusiliers, Vol. 2",,,,
The regimental roll of honour & war record of the Artist's Rifles,,,,
The regiments depart,,,,"BLAXLAND, GREGORY"
"The register of the Victoria Cross, 1st ed.",,,,
Regulation of Investigatory Powers Act 2000: Ch.23,,,,Her Majesty's Stationery Office
Regulation of Investigatory Powers Act: Ch 23: Explanatory Notes,,,,Her Majesty's Stationery Office
The Reichswehr and Politics : 1918 - 1933,,,,"Carsten, F.L"
The reign of Elizabeth: 1558-1603,,,,"Black, J.B"
The Reign of George III - 1760-1815,,,,"Watson, J S"
Reinforcing standards: sixth report of the Committee on Standards in Public Life: volume 2: evidence,,,,Lord Neill of Bladen
Reinforcing Standards Vol. 1 Report: Cm 4557-1,,,,Her Majesty's Stationery Office
An Reisimeid Chataich The 93rd Sutherland Highlanders,,,,"Cavendish,  A.E.J"
'Rejoice!'media freedom and the falklands,,,,"GREENBERG, S"
Relating technology to acquisition costs: aircraft turbine engines,,,,"Nelson, J. R"
The Relations of Nations,,,,Hartman F H
Relationship between the staff and signals,,,,"BELL, R"
Releasing enterprise,,,,
Reliability engineering and risk assessment,,,,"Henley, Ernest"
Remembered with advantage,,,,"Grist, D"
"Reminescences of the 34th battalion, Imperial yeomandry",,,,"Wetton,T. C"
Reminiscences of the Staff College,,,,"Ogg, W.M"
Remote sensing: principles and interpretation,,,,"Sabins, Floyd F"
Rent Act 1977 Chapter 42,,,,Her Majesty's Stationery Office
Rentcharges Act 1977: 1977 Chapter 30,,,,Her Majesty's Stationery Office
"Report by Mr Roderic Bowen,QC., on Procedures for Arrest, Interrogation and detention of Suspected Terrorists in Aden 14 November 1966 Cmnd 3165",,,,Her Majesty's Stationery Office
"Report from the select committee on the Army Act and Air Force Act together with the proceedings of the  committee, minutes of evidence and appendices: 20th October 1953: 289",,,,Her Majesty's Stationery Office
"Report from the select committee on the Army Act and the Air Force Act together with the proceedings, minutes of the evidence and an appendix: Session 1953-54: 20th. July 1954: 223",,,,Her Majesty's Stationery Office
Report from the Select Committee on Violence in Marriage together with the proceedings of the committee Session 1974-75 Vol 1. Report. and Vol II Report,,,,Her Majesty's Stationery Office
Report of an inquiry...circumstances leading to the trial of three persons on charges arising out of the death of Maxwell Confait and the fire at 27 Doggett Road London SE6,,,,
"Report of an inquiry...into the security arrangements at HM Prison, Maze.",,,,
Report of the Army and Air Force Courts-Martial Committee 1946,,,,
Report of the Committee of Inquiry on Foot and Mouth Disease; part two,,,,
"Report of the committee of inquiry on Foot-and-Mouth-Disease 1968, part one",,,,
Report of the Committee of Privy Counsellors appointed to consider authorised procedures for interrogation of persons suspected of terrorism: Cmnd 4901: 1972,,,,Her Majesty's Stationery Office
"Report of the committee on Crown Lands, 1955",,,,
Report of the Committee on Privacy (Chairman: Kenneth Younger),,,,
Report of the Committee on Study of Wastage in the Territorial Army Volunteer Reserve 1978,,,,"Shapland, P"
The Report of the Committee on The Army Cadet Force. October 1957. Cmnd. 268,,,,Her Majesty's Stationery Office
Report of the Committee on the Study of Wastage in the Territorial Army Volunteer Reserve 1978,,,,"Shapland, P"
"Report of the Constitutional Conference, Lancaster House 1979: Southern Rhodesia",,,,
Report of the Defence Lands Committee 1971 - 73 : Chairman The Rt Hon The Lord Nugent of Guildford Cmnd. 5364,,,,Her Majesty's Stationery Office
Report of the Defence Lands Committee 1971-73,,,,Her Majesty's Stationery Office
Report of the Independent Review of the Radio Spectrum (30-960 MHz),,,,
Report of the Inquiry into the Export of Defence Equipment and Dual-Use Goods to Iraq and Related Prosecutions - Forward by Sir Richard Scott,,,,"Scott, Richard"
"Report of the Quality Assurance Working Party, October 1969",,,,Ministry of Technology
Report of the Royal Commission appointed to consider and report upon the care and treatment of the sick and wounded during the South African campaign,,,,
Report of the Royal Ordnance Factories Organisation: Year 1979-80,,,,
Report of the Royal Ordnance Factories Organisation: Year 1981-82,,,,
Report of the steering group on development cost estimating Vol I,,,,Downey W. G
Report of the steering group on development cost estimating Vol II,,,,"Downey, W. G"
"Report of the Steering Group on development cost estimating, Volume 2 handbook of procedures-programming, estimating and control of development projects",,,,
Report of the study of financial accountability; open government document 82/25,,,,
"Report of the War Office (Reconstitution) Committee, 1904, Part 1",,,,
"Report of the War office (Reconstitution) Committee Parts 1.,11., and 111 1904",,,,
"Report on the air operations in Afghanistan between December 12th 1928, and February 25th 1929: the Salmond report",,,,"Salmond, W. G. H"
Reports on the discovery of Peru,,,,"MARKHAM, CLEMENTS R"
The Rescue Ships,,,,"Schofield, B. B"
Reserve and Auxiliary Forces (Protection of Civil Interests) Act 1951,,,,
Reserve Force Act 1966: Chapter 30,,,,Her Majesty's Stationery Office
Reserve Forces Act 1980,,,,
Reserve Forces (Safeguard of Employment) Act 1985,,,,
Reservoirs Act 1975 Ch 23,,,,Her Majesty's Stationery Office
Resettlement and food control in Malaya 1948-1969,,,,"SUNDERLAND, RILEY"
Resistance: an analysis of European Resistance to Nazism 1940-1945,,,,"Foot, M. R. D"
Resource Accounting and Budgeting: 2nd Report,,,,Her Majesty's Stationery Office
Resource Accounting and Budgeting: HofC Session 1999-2000: HC 841: Liason Committee: Third Report,,,,Her Majesty's Stationery Office
Resource allocation techniques for logistics management - July 1969,,,,"Sherbrooke, Craig C"
A respite for Cyprus,,,,"Dobell, W.M"
The rest to fortune: the life of Major-General James Wolfe,,,,"REILLY, ROBIN"
The Restless Dominion - The Irish Free State asnd the British Commonwealth of Nations 1921-31,,,,"Harkness, D.W"
"The Rev. Alexander John Forsyth M.A., LL.D. inventor of the percussion lock",,,,"Reid, Major-General Sir Alexander John Forsyth"
Reveries on the art of war,,,,"Saxe, Maurice"
Review Body on Armed Forces Pay 14th Report 1985,,,,"ORR, DAVID"
Review Body on Armed Forces Pay 15th Report 1986,,,,"Matthews,Peter"
Review Body on Armed Forces Pay 1984,,,,"ORR, DAVID"
Review Body on Armed Forces Pay: Eighteenth Report 1989: Cm 579,,,,Her Majesty's Stationery Office
Review Body on Armed Forces pay - Ninteenth Report 1990,,,,"Cazalet, Peter"
Review Body on Armed Forces Pay - Service Medical and Dental Officers - Supplement to 12th report 1983,,,,"ORR, DAVID"
Review Body on Armed Forces Pay - Service Medical and Dental Officers Supplement to 13th Report 1984,,,,"ORR, DAVID"
Review Body on Armed Forces Pay- Service Medical and Dental Officers - Supplement to 14th report 1985,,,,"ORR, DAVID"
Review Body on Armed Forces Pay - Service Medical and Dental Officers - Supplement to 15th Report 1986,,,,"Matthews,Peter"
Review Body on Armed Forces Pay: Service Medical and Dental Officers: Supplement to Seventeenth Report 1988: Cm 396,,,,Her Majesty's Stationery Office
Review Body on Armed Forces Pay: Service Medical and Dental Officers: Supplement to Sixteenth Report 1987: Cm 176,,,,Her Majesty's Stationery Office
Review body on armed forces pay: service medical & dental officers: supplement to nineteenth report 1990,,,,"Cazalet, Peter"
Review body on armed forces pay: service medical & dental officers: supplement to tenth report 1981,,,,"ATCHERLEY, HAROLD"
Review body on armed forces pay: service medical & dental officers; supplement to twentieth report 1991,,,,"Cazalet, Peter"
Review body on armed forces pay: service medical & dental officers: supplement to twenty-first report 1992,,,,"Cazalet, Peter"
Review Body on Armed Forces Pay: Seventeenth Report 1988: Cm 357,,,,Her Majesty's Stationery Office
Review Body on Armed Forces Pay: Sixteenth Report 1987: Cm 126,,,,Her Majesty's Stationery Office
Review Body on Armed Forces Pay: Supplement to Eighteenth Report 1989: Cm 667,,,,Her Majesty's Stationery Office
Review body on armed forces pay: twenty-first report 1992,,,,"Cazalet, Peter"
Review body on armed forces: twelfth report 1983,,,,"ORR, DAVID"
Review Body on Top Salaries Report No. 8,,,,Lord Boyle of Handsworth
Review of Munitions Supply ol IX Part 1 Munitions Programmes,,,,
Review of the Crown Prosecution Service,,,,
Review: the professional journal of the Royal Logistic Corps,,,,
Revised notes on the Italian Army December 1942,,,,
Revised notes on the Italian Army (with amendments Nos 1-3 incorporated),,,,
Revision of the Army and Air Force Act (Transitional Provision) Act 1955: Chapter 20,,,,Her Majesty's Stationery Office
The revolt in central India 1857-59,,,,India. Army. Intelligence Branch
Revolution! Mexico 1910-1920,,,,"Atkin, R"
"The revolver, 1818-1865",,,,"Taylerson, A. W. F"
The Revolver 1889-1914,,,,Taylerson A W F
Rhineland: the battle to end the war,,,,"Whitaker, W. Denis"
Ribbons and medals,,,,"Dorling, H. Taprell"
"Ribbons of orders, decorations and medals",,,,"ROSIGNOLI, GUIDO"
"Richelieu and his age, Vol. 3: power politics and the cardinal's death",,,,"Burckhardt, Carl J"
The riddle of the sands,,,,"CHILDERS, ERSKINE"
Riemannian geometry,,,,
Rifle Brigade Association journal,,,,
The Rifle Brigade in the Second World War,,,,"Hastings, R. H. W. S"
The Rifle Brigade (Prince Consorts Own),,,,"HARVEY, BASIL"
The Rifle Volunteers,,,,"WESTLAKE, RAY A"
Riflemen Form: A Study of the Rifle Volunteer Movement 1858 - 1908,,,,"Beckett, Ian F.W"
Riot control agents and herbicides in war,,,,"Verwey, W. D"
"The rise and fall of the Singapore naval base, 1919-1942",,,,McIntyre D
The rise of active-element phased-array radar,,,,"Chang, I"
The rise of the Anglo-German antagonism 1860-1914,,,,"KENNEDY, PAUL M"
Rise of the fighter aircraft 1914-1918,,,,"HALLION, RICHARD P"
Rise of the Habsburg Empire,,,,"Mamatey, V. S"
The River Rhine to the Baltic Sea,,,,
Riverine warfare,,,,
RNEC 1880-1980,,,,Thunderer Publications
The Road to Isandlwana,,,,Gon P
Road Traffic Act 1960 - Chapter 16,,,,HMSO
Road Traffic Act 1988,,,,HMSO
Road Traffic Act 1988 - Chapter 52,,,,HMSO
Road Traffic Act 1991 - Chapter 40,,,,Her Majesty's Stationery Office
Road Traffic Offenders Act 1988 - Chapter 53,,,,HMSO
The Road Vehicles (Construction and Use) Regulations 1986,,,,
The Road Vehicles Lighting Regulations 1989,,,,
Robert Bruce,,,,"Barrow, G.W.S"
Robert E. Lee,,,,"EARLE, PETER"
Robert Rogers of the Rangers,,,,"Cuneo, John"
The rocket,,,,"BAKER, DAVID"
R.O.F. the story of the Royal Ordnance Factories 1939-48,,,,"HAY, IAN"
"The role of behavioral science in physical security: proceedings of the first annual symposium, April 29-30, 1976",,,,"Kramer, Joel J"
The role of British strategy in the great war,,,,"Cruttwell, C.R.M.F"
The roll of the regiments: the active militia,,,,"Jackson, H. M"
Rome 1944: the battle for the eternal city,,,,"TREVELYAN, RALEIGH"
Rommel's desert army,,,,"WINDROW, MARTIN"
Rommel's war in Africa,,,,"Heckmann, W"
Rorke's Drift: a Victorian epic,,,,"GLOVER, MICHAEL"
Rose and the laurel: journal of the Intelligence Corps and the Intelligence Corps Association,,,,
"Rough Diary of the doings of the 1st Battn. Manchester Regt, During the South African War 1899 to 1902",,,,"Marden, A W"
The Royal Air Force 1918-1968: a fiftieth anniversary year survey,,,,
Royal Air Force aircraft K1000 to K9999,,,,"HALLEY, JAMES J"
The Royal Air Force and two World Wars,,,,"DEAN, MAURICE"
Royal Air Force  Bruggen information handbook,,,9th ; 9th,
Royal Air Force College journal,,,,
The Royal Air Force: from January 1941 to March 1942,,,,"Charlton, L.E.O"
Royal Air Force Historical Society Journal,,,,
Royal Air Force news,,,,
"Royal Air Force souvenir book, 1960",,,,
"Royal Air Force Support Management DGSM (RAF): annual report, 1992",,,,
Royal Army Medical Corps,,,,
The Royal Army Medical Corps,,,,"MCLAUGHLIN, R"
The Royal Army Medical Corps who gave their lives in the Great War 1914-1919,,,,
The Royal Army Ordnance Corps,,,,
The Royal Army Service Corps,,,,"CREW, GRAEME"
"The Royal Army Service Corps: A History of Transport and Supply in the British Army, Vol.I.",,,,"FORTESCUE, J"
The Royal Arsenal - It's Background and Subsequent History - Volume 1,,,,"Hogg, O. F. G"
The Royal artillery commemoration book 1939-1945,,,,
the royal canadian regiment 1883-1933 VOLI,,,,"Fetherstonhaugh, R. C"
The Royal Commission on awards to Inventors: First Report Cmd 7586,,,,Her Majesty's Stationery Office
Royal Commission on criminal procedure: report 1981,,,,
Royal Commission on the Civil Service  (1953-55)(Priestley Report),,,,
Royal Commission on Trade Unions and Employers' Associations 1965-1968,,,,"Donovan, Rt Hon"
Royal Commission on Tribunals of Enquiry - 1966 - report of the Commission under the Chairmanship of the Rt Hon Lord Justice Salmon,,,,
Royal Commission on Tribunals of Inquiry,,,,"Salmon, Rt Hon Lord Justice"
"The Royal Company of Archers, 1676-1951",,,,"HAY, IAN"
The Royal Corps of Signals: a history of its antecedents and development (circa 1800-1955),,,,"Nalder, R. F. H"
The Royal Dockyards,,,,Greenhill (B) and others
The Royal Dragoons,,,,"Hills, R.J.T"
The Royal Engineers Journal,,,,
Royal Engineers journal: supplement,,,,
The Royal Engineers sixth Armoured Division,,,,
The Royal Flying Corps: Per Ardua Ad Astra,,,,"THOMPSON, SIR ROBERT"
Royal Fortress: the Tower of London through nine centuries,,,,"Hammond, Peter"
The Royal Fusiliers (City of London Regiment): History of the 2nd Battalion in North Africa; Italy and Greece March 1943 - May 1945,,,,
The Royal Fusiliers in an outline of military history 1685-1926,,,,
The Royal Fusiliers in the Great War,,,,"O'Neill, H. C"
The Royal George,,,,"Johnson, R. F"
Royal Green Jackets chronicle: an annual record,,,,
Royal Greenwich,,,,"Hamilton, Olive
HAMILTON, NIGEL"
Royal Gunpowder Factory,,,,
The Royal Inniskilling Fusiliers: a record of the regiment's Activities 1945-1968,,,,
The Royal Irish Fusiliers 1793 - 1968,,,,"CUNLIFFE, MARCUS"
Royal Marines Historical Society newsletter,,,,
The Royal Military College of Science army staff course,,,,"Aitken, A"
Royal Military College of Science journal,,,,
Royal Military Police journal,,,,
The Royal Naval reviews 1935-1977,,,,"RANSOME-WALLIS, P"
Royal Naval Sailing Association journal,,,,
Royal Navy Air Carriers 1945 - 1990,,,,"Marriott, L"
"Royal Navy: commitments and resources-reports,together with the proceedings of the committtee relating to the report,minutes of evidence and memoranda",,,,
The Royal Navy & war planning in the Fisher era,,,,"Haggie, David"
Royal Navy warship camouflage 1939-1945,,,,"HODGES, PETER"
"Royal Navy:commitments and resources-report,together with the proceedings of the committee relating to the report,minutesw of evidence and memoranda",,,,
The Royal Norfolk Regiment,,,,"CAREW, TIM"
The Royal Northumberland Fusiliers,,,,Peacock B
The Royal Oak Court Martial,,,,"GARDINER, LESLIE"
Royal Regiment of Artillery,,,,
The Royal Scots Greys (The 2nd Dragoons),,,,"BLACKLOCK, MICHAEL"
The Royal small arms factory,,,,"Bowbelski, Margaret E",
The Royal Ulster Rifles,,,,"GRAVES, CHARLES",
Royal Warrant,,,,,
Royal WILTS,,,,"Pitt, P. W",
The Royal Wiltshire Yeomanry (Prince of Wales's Own) 1907-1967,,,,"Platt, J. R. I",
Royalist officers of North Wales 1642-1660,,,,"Tucker, Norman R. F",
The Royalist war effort 1642-1646,,,,"HUTTON, RONALD",
The Royal.....naval division,,,,"JERROLD, DOUGLAS",
Rule Britannia: the Victorian and Edwardian Navy,,,,"PADFIELD, PETER",
The rule of law at sea,,,,"HILL, J. R",
Rules for the conduct of the war-game,,,,"Tschischwitz, W. Von",
Rules for the Jane naval war game,,,,"JANE, FRED T",
A Rumanian manual,,,,"ACKERLEY, FRED G",
Rupert Brooke: a biography,,,,"Hassall, Christopher",
The RUSI Journal Winter1989 Special Supplement,,,,,
RUSI Newsbrief,,,,,RUSI
RUSI Whitehall papers,,,,
Russell's despatches from the Crimea 1854-1856,,,,"RUSSELL, WILLIAM HOWARD"
Russian Armour 1941-1943,,,,"GROVE, ERIC"
Russian Artillery-1941-1945,,,Vol 74 No 2,"De Watteville, H.G"
"The Russian front: Germany's War in the East, 1941-45",,,,"DUNNIGAN, JAMES F"
Russian Tanks 1900-1970,,,,Milsom J
Russian-English dictionary of modern terms in aeronautics and rocketry,,,,"KONARSKI, MICHAEL M"
Russia's military way to the West,,,,"DUFFY, CHRISTOPHER"
The Russo-German War 1941-45,,,,"SEATON, ALBERT"
"The Russo-Japanese War - reports from Naval Attaches, etc -  Vol III",,,,
The Russo-Japanese War: reports on technical subjects,,,,
The Russo-Japanese War - The Ya-Lu,,,,"Donat, Karl"
The Russo-Turkish War 1877,,,,Maurice Major F
The Saar plebiscite: with a collection of official documents,,,,"Wambaugh, Sarah"
Safeguards against nuclear proliferation,,,,
Safety and Health at Work: Report of the Committee 1970-72: Chairman Lord Robens: Cmnd 5034:,,,,Her Majesty's Stationery Office
Safety and Health at Work: Report of the Committee 1970-72: Chairman Lord Robens: Volume 2: Selected Written Evidence,,,,Her Majesty's Stationery Office
Sail-the surving tradition,,,,"Simper,R"
Salazar and modern Portugal,,,,"Kay, Hugh"
The sale of Girobank plc,,,,NAO
Sale of Goods Act 1979: Ch 54,,,,
The sale of the second tranche of shares in British Telecommunications plc,,,,NAO
Sale of the water authorities in England and Wales - Seventh Report,,,,
Salute the red duster,,,,"Campbell, A.B"
The Salve State Heinrich Himmler's Masterplan for SS Supermacy,,,,"SPEER, ALBERT"
Samurai,,,,"Sakai, Saburo"
Sand against the wind: Stilwell and the American experience in China 1911-45,,,,"TUCHMAN, BARBARA W"
Sandhurst,,,,Smyth Sir J
Sapper: regimental journal of the Corps of Royal Engineers,,,,
SAS: Operation Oman,,,,"JEAPES, TONY"
Satellite constellations for worldwide and hemisphere coverage,,,,"Rowell, L. N"
Saturday at M.I.9: a history of underground escape lines in north-west europe in 1940-5 by a leading organiser at M.I.9,,,,"NEAVE, AIREY"
Say it in Vietnamese,,,,Nguyen-Dinh-Hoa
"Scarlet and blue, or, Songs for soldiers and sailors",,,,"FARMER, JOHN S"
Schaum's outline of theory and problems of basic mathematics,,,,"Kruglak, H"
Schaum's outline of theory and problems of probability and statistics,,,,"SPIEGEL, MURRAY R"
The Schlieffen plan: critique of a myth,,,,"RITTER, GERHARD"
"Science, Engineering and Technology Statistics 1997 (Cm 3695)",,,,
Science & global security,,,,
Scientific management: comprising shop management,,,,"Taylor, F. W"
Scotland: from the earliest times to 1603,,,,"Dickinson, W.C"
Scots Guards magazine,,,,
"Scottish Heroes, in the days of Wallace and Bruce: Vol.1.",,,,Low The Rev. A
"The Scottish Horse, 1900-1940",,,,"Atholl, Katherine Marjory"
The Scottish Lion on Patrol: Being the story of the 15th Scottish Reconnaissance Regiment 1943-1946,,,,"Riesco, Captain M. R
Kemsley, Captain W"
Scottish yeomanry in South Africa 1901-1902,,,,"Orr, S"
Sea battles: a reference guide,,,,"SANDERSON, MICHAEL"
Sea battles in close-up.6: the attack on Taranton,,,,"Schofield, B. B"
Sea Cadet,,,,,
Sea change,,,,"SPEED, KEITH",
Sea Change,,,,"SPEED, K",
The sea chaplains: a history of the chaplains of the Royal Navy,,,,"TAYLOR, GORDON",
Sea dog: the Marine Society's newsletter,,,,,
Sea flight: a Fleet Air Arm pilot's story,,,,"POPHAM, HUGH",
Sea power and the Indian Ocean,,,,"Kohli, S. N",
Sea power in it's relations to the War of 1812 Vol. 1,,,,"Mahan, A. T",
Sea power in it's relations to the war of 1812 Vol. 2,,,,"Mahan, A. T",
Sea power: the coalition and Iraqi navies,London,1991,,"GILCHRIST, PETER",Osprey
Sea swallow: being the annual report of the Royal Naval Birdwatching Society,,,,,
Sea technology,,,,,
Seaborne Ttrade Vol II,,,,Fayle C. Ernest,
SEAC Souvinir,,,,Owen,
Seaforth Highlanders,,,,"Sym, Col John",
Seamanship in small open boats,,,,"DUXBURY, KEN",
Seamanship in the age of sail,,,,"Hartland,J"
Sea-power in the Pacific; a study of the American-Japanese Naval problem,,,,"BYWATER, HECTOR C"
The Search for Speed under Sail 1700-1855,,,,"Chapelle, H.I"
The second 28th,,,,"Masel, P"
The Second Battalion Royal Dublin Fusiliers in the South African war with a description of the operations in the Aden hinterland,,,,"Romer, C. F
Mainwaring, A. E"
The second D-Day,,,,"ROBICHON, JACQUES"
The second report of a working group on atmospheric dispersion,,,,"Jones, J. A"
"Second supplement to the London Gazette of tuesday, the 28th of October, 1947: thursday, 30 October, 1947, Liberation of Europe (Operation ""Overlord"") Operations of Coastal Command, Royal Air Force, from May to August, 1944",,,,"Douglas, Air Chief Marshal Sir Sholto"
The Second ten years of the courts-martial appeal court,,,,"Esson, D.M.R.(Maj)"
The Second Twentieth,,,,"Elliot, W. R"
Second World War 60th anniversary : thanks for our future :,,,,
The Second World War: an illustrated history,,,,"Taylor, A. J. P"
"Secret agents, spies & saboteurs",,,,"PIEKALKIEWICZ, JANUSZ"
Secret and Personal,,,,Winterbotham F W
The secret army: the IRA 1916-1979,,,,"Bell, J. Bowyer"
The Secret Navies,,,,"Hampshire, A. Cecil"
The secret surrender,,,,"DULLES, ALLEN"
The secret war 1939-1945,,,,"PAWLE, GERALD"
The Secret War of Charles Fraser-Smith,,,,"McKnight, Gerald & Lesberg"
Secretary the journal of the Royal Air Force Secretarial Association,,,,
The secrets of D-Day,,,,"PERRAULT, GILLES"
Security Service Act 1989,,,,Her Majesty's Stationery Office
"Security, terrorism and the U.K",,,,
See Cyprus,,,,"WATKINS, PAUL"
The Seine! The Seine!,,,,"Lloyd,Tom"
Seizure of the Gilberts and Marshalls,,,,Crowl P A
"Select Committee On European Legislation. 11th Report 1989 - 1990, HC 11-xi",,,,
"Select Committee On European Legislation 11th report, 1989-90, HC 11-xi",,,,
