Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40920,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40921,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40922,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40923,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40924,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,40931,14444
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WATERLOO HOUSING ASSOCIATION LIMITED,40905,35000
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BARRATT DEVELOPMENTS PLC,40960,25500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BELLWAY PLC,40932,15625
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,BELLWAY PLC,40933,17699
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,GALLIFORD TRY PLC,40955,167796
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,JONES HOMES (NORTHERN) LTD,40972,23250
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,MILLER HOMES LTD,40939,11250
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40925,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40926,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40927,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40928,1500
Communities and Local Government,Homes and Communities Agency,20/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40929,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,BARRATT DEVELOPMENTS PLC,41040,20887
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,41019,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,41018,473600
Communities and Local Government,Homes and Communities Agency,21/04/2010,INFRASTRUCTURE LOANS,EAST MIDLANDS,LARKFLEET LIMITED,288260,48166
Communities and Local Government,Homes and Communities Agency,21/04/2010,INFRASTRUCTURE LOANS,EAST MIDLANDS,LARKFLEET LIMITED,288262,138333
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,41017,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,BARRATT DEVELOPMENTS PLC,41039,28125
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,FLAGSHIP HOUSING GROUP LIMITED,41006,56015
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,CREST NICHOLSON,41027,31192
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,GALLIFORD TRY PLC,41035,180000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,GALLIFORD TRY PLC,41034,1378500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,LOGIC HOMES LIMITED,41038,58000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,LOGIC HOMES LIMITED,41036,203000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,LOGIC HOMES LIMITED,41037,966000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,40999,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,MILLER HOMES LTD,41032,14175
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,TEES VALLEY HOUSING GROUP LIMITED,41002,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,TEES VALLEY HOUSING GROUP LIMITED,41003,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,WESTBURY PARTNERSHIPS - PROJECTS,41023,20982
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,CDS HOUSING ASSOCIATION LIMITED,41004,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,CDS HOUSING ASSOCIATION LIMITED,41005,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,COUNTRYSIDE PROPERTIES PLC,41042,186914
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,COUNTRYSIDE PROPERTIES PLC,41043,186914
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,GREAT PLACES HOUSING ASSOCIATION,41001,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,MILLER HOMES LTD,41030,9750
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,MILLER HOMES LTD,41029,18744
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,MILLER HOMES LTD,41031,24450
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,WILLOW PARK HOUSING TRUST,41009,364000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,41041,32850
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,CATALYST COMMUNITIES HOUSING ASSOCIATION,40998,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,MOAT HOUSING SOCIETY LIMITED,40997,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,WESTBURY PARTNERSHIPS - PROJECTS,41020,28725
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BELLWAY PLC,41025,35992
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BOVIS HOMES GROUP PLC,41026,15125
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SIGNPOST HOUSING GROUP LTD - SPECTRUM HG LTD,41010,137500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41011,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41012,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41013,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41014,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,41015,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41022,19097
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41024,22400
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,41021,24299
Communities and Local Government,Homes and Communities Agency,21/04/2010,BUILDINGS-VACANT RATES,SOUTH WEST,CORNWALL COUNTY COUNCIL,288686,-1162.38
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MILLER HOMES LTD,41028,24118
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ORBIT HOUSING GROUP LTD,41007,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ORBIT HOUSING GROUP LTD,41008,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,REDROW,41045,17000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,GEORGE WIMPEY MAJOR PROJECTS,41033,10000
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,GREAT PLACES HOUSING ASSOCIATION,41000,1500
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,REDROW,41044,21149
Communities and Local Government,Homes and Communities Agency,21/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,41016,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST MIDLANDS,DTZ DEBENHAM TIE LEUNG,287696,-2098
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST MIDLANDS,DTZ DEBENHAM TIE LEUNG,287698,-2000
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST MIDLANDS,DTZ DEBENHAM TIE LEUNG,283936,2000
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST MIDLANDS,DTZ DEBENHAM TIE LEUNG,283937,2098
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAP GRNTS PUB SECTOR EXCL L A,EAST MIDLANDS,NOTTINGHAM REGENERATION LTD,288449,57000
Communities and Local Government,Homes and Communities Agency,22/04/2010,ROADS & CAR PARKS,EAST MIDLANDS,MAY GURNEY INFRASTRUCTURE SERVICES,285340,2400
Communities and Local Government,Homes and Communities Agency,22/04/2010,LANDSCAPE MAINT-FUTURE CRA DIS,EAST MIDLANDS,NORTHAMPTON BOROUGH COUNCIL,285337,495.16
Communities and Local Government,Homes and Communities Agency,22/04/2010,HOMEBUY AGENTS FEES,EAST OF ENGLAND,MOAT HOMES LIMITED,287695,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,HOMEBUY AGENTS FEES,EAST OF ENGLAND,MOAT HOMES LIMITED,288424,9000
Communities and Local Government,Homes and Communities Agency,22/04/2010,LANDSCAPE ARCHITECT FEES,EAST OF ENGLAND,RPS GROUP PLC,287394,619.8
Communities and Local Government,Homes and Communities Agency,22/04/2010,LANDSCAPE ARCHITECT FEES,EAST OF ENGLAND,RPS GROUP PLC,287392,1466.31
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES-PROPERTY SERVICES,EAST OF ENGLAND,WSP ENVIRONMENTAL LTD,286955,-18500
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES-PROPERTY SERVICES,EAST OF ENGLAND,WSP ENVIRONMENTAL LTD,285833,18500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,41096,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,41097,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,BELLWAY PLC,41100,20497
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,WESTBURY PARTNERSHIPS - PROJECTS,41098,42250
Communities and Local Government,Homes and Communities Agency,22/04/2010,GROUNDS MAINTENANCE GENERAL,EAST OF ENGLAND,COSMO SERVICES (UK) LTD,288389,621.24
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISCELLANEOUS,EAST OF ENGLAND,AVC WIRELESS NETWORKS LTD,286092,986.14
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISCELLANEOUS,EAST OF ENGLAND,ELITE CONTRACT SERVICES LTD,285324,1320
Communities and Local Government,Homes and Communities Agency,22/04/2010,LITERATURE/BROCHURES ETC,EAST OF ENGLAND,FEVER,285298,1700
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISCELLANEOUS,EAST OF ENGLAND,KIT U OUT (UK) LTD,285303,1018.76
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER PROFESSIONAL FEES,EAST OF ENGLAND,LEADBITTER CONSTRUCTION,287650,1475
Communities and Local Government,Homes and Communities Agency,22/04/2010,WEBSITE/PORTAL DEVELOPMENT,EAST OF ENGLAND,MATTIFIED,286087,660
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST OF ENGLAND,BERWIN LEIGHTON PAISNER,286371,757.92
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST OF ENGLAND,BERWIN LEIGHTON PAISNER,286363,881.72
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST OF ENGLAND,BERWIN LEIGHTON PAISNER,286364,881.72
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST OF ENGLAND,BERWIN LEIGHTON PAISNER,286370,881.72
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EAST OF ENGLAND,BERWIN LEIGHTON PAISNER,272921,1648.42
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,Executive Office,RADIO TAXIS GROUP LTD,287517,116
Communities and Local Government,Homes and Communities Agency,22/04/2010,PROMOTIONAL EVENTS,Executive Office,BEX EVENTS LIMITED,287659,1435.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,Executive Office,DOLPHIN HOUSE,288299,253
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,Executive Office,DOLPHIN HOUSE,288299,1911.3
Communities and Local Government,Homes and Communities Agency,22/04/2010,SPONSORSHIP & CONTRIBUTIONS,Executive Office,GREATER LONDON AUTHORITY,286109,1328.7
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,Executive Office,RADIO TAXIS GROUP LTD,287517,41.2
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,EXECUTIVE OFFICE,DIRECT TAXIS,287516,10.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,PLANNING,EXECUTIVE OFFICE,JONES LANG LASALLE,287343,1250
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,EXECUTIVE OFFICE,RADIO TAXIS GROUP LTD,287517,8.8
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,EXECUTIVE OFFICE,DIRECT TAXIS,287516,111
Communities and Local Government,Homes and Communities Agency,22/04/2010,SEASON TICKET LOANS,EXECUTIVE OFFICE,LONDON UNDERGROUND LTD,288752,1472
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,EXECUTIVE OFFICE,RADIO TAXIS GROUP LTD,287517,15.6
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EXECUTIVE OFFICE,PINSENT MASONS,288559,689.6
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,EXECUTIVE OFFICE,R.S.P LTD,285297,523
Communities and Local Government,Homes and Communities Agency,22/04/2010,PLANNING,EXECUTIVE OFFICE,ATKINS LTD,288663,8346.18
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,EXECUTIVE OFFICE,BERWIN LEIGHTON PAISNER,286724,30000
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,EXECUTIVE OFFICE,BRACKNELL REGENERATION LIMITED PARTNERSHIP,288745,6666
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,EXECUTIVE OFFICE,PRP ARCHITECTS LIMITED,288664,2750
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,DIRECT TAXIS,287516,115.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,FINANCE & CORPORATE SERVICES,EXPOTEL,287519,182.22
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,MORGAN HUNT PUBLIC SECTOR LIMITED,287931,820
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,MORGAN HUNT PUBLIC SECTOR LIMITED,286971,1184
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,14
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,9
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287589,1720.3
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,CORONA ENERGY,288369,1024.07
Communities and Local Government,Homes and Communities Agency,22/04/2010,FURNITURE & EQUIPMENT-MAINT,FINANCE & CORPORATE SERVICES,GE CAPITAL EQUIPMENT FINANCE LTD,287472,466.94
Communities and Local Government,Homes and Communities Agency,22/04/2010,POSTAGE/COURIERS,FINANCE & CORPORATE SERVICES,KPF COURIERS,287413,1072.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,RECORDS/TELELINKING,FINANCE & CORPORATE SERVICES,KPF COURIERS,287413,357.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,WORKING LUNCHES,FINANCE & CORPORATE SERVICES,LUNCH CO LTD,288410,462
Communities and Local Government,Homes and Communities Agency,22/04/2010,ENGINEERING CONSULTANTS,FINANCE & CORPORATE SERVICES,MBE CONSULTANTS LIMITED,288364,1883.32
Communities and Local Government,Homes and Communities Agency,22/04/2010,BUILDING REPAIR,FINANCE & CORPORATE SERVICES,OTIS LIFTS LIMITED,287922,1890.55
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,PHOTOCOPIER LEASING,FINANCE & CORPORATE SERVICES,XEROX (UK) LTD,287872,771.83
Communities and Local Government,Homes and Communities Agency,22/04/2010,DOCUMENT SHREDDING,FINANCE & CORPORATE SERVICES,REISSWOLF LONDON LTD,287615,91.36
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,287724,64354.84
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,FURNITURE & EQUIPMENT-MAINT,FINANCE & CORPORATE SERVICES,WORLD SATELLITE,287005,-585.4
Communities and Local Government,Homes and Communities Agency,22/04/2010,FURNITURE & EQUIPMENT-MAINT,FINANCE & CORPORATE SERVICES,WORLD SATELLITE,287005,274.9
Communities and Local Government,Homes and Communities Agency,22/04/2010,FURNITURE & EQUIPMENT-MAINT,FINANCE & CORPORATE SERVICES,WORLD SATELLITE,287005,310.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,FURNITURE & EQUIPMENT-MAINT,FINANCE & CORPORATE SERVICES,WORLD SATELLITE,287005,585.4
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287598,936.58
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287580,1140.07
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287579,1673.12
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF WELFARE,FINANCE & CORPORATE SERVICES,MARS DRINKS UK LTD,287424,183.66
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF WELFARE,FINANCE & CORPORATE SERVICES,MARS DRINKS UK LTD,287424,678.92
Communities and Local Government,Homes and Communities Agency,22/04/2010,RATES,FINANCE & CORPORATE SERVICES,MILTON KEYNES COUNCIL,287017,1635.3
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,287332,25.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,18
Communities and Local Government,Homes and Communities Agency,22/04/2010,DOCUMENT SHREDDING,FINANCE & CORPORATE SERVICES,REISSWOLF LONDON LTD,287615,460.35
Communities and Local Government,Homes and Communities Agency,22/04/2010,OFFICE RELOCATION COSTS,FINANCE & CORPORATE SERVICES,THE MOVING NETWORK LTD,287725,720
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,272.27
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287582,438.68
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287584,505.07
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,LSH CLIENT PROPERTY MANAGEMENT A/C LONDON,287803,-24182.09
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,LSH CLIENT PROPERTY MANAGEMENT A/C LONDON,287804,20580.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287585,505.54
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287599,3537.86
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
