X (Latitude),Y (Longitude),Name,Location,Transcription,Link to Image
-4.13572,50.400445,Widey Court (site of house and Royalist Civil War (exact location on map to be checked), Manadon Roundabout.At gates at Manadon side of footbridge going over the roundabout. ,"NEAR THIS PLACE STOOD WIDEY COURT / REBUILD BY THE HEALES LATE IN THE / XVIITH CENTURY: ALTERED EARLY IN THE XVIIITH CENTURY: ENLARGED IN THE XIXTH / AND FINALLY DEMOLISHED IN 1954./ THE HOUSE AND ITS IMMEDIATE SURROUND-/ INGS PLAYED A NOT INCONSIDERABLE PART / IN THE MILITARY ACTIVITIES AROUND / PLYMOUTH DURING THE GREAT CIVIL WAR./ IN DECEMBER 1643, IT WAS THE HEADQUART-/ ERS OF PRINCE MAURICE. BY COURTESY OF / ITS LOYAL OWNER, YEOMAN HEALE, KING / CHARLES I MADE THE HOUSE HIS HEAD- /QUARTERS IN 1644AND DEMANDED THE / SURRENDER OF PLYMOUTH BY A SUMMONS / ""GIVEN AT OUR COURT AT WIDEY"". / IN 1645, SIR RICHARD GRENVILLE THE / ROYALIST COMMANDER, WAS STATIONED HERE, / FROM WHICH THE SEIGE OPERATIONS WERE / FITFULLY CONDUCTED. PRINCE RUPERT WAS / ANOTHER NOTABLE VISITOR AT THIS PERIOD.",https://lh3.googleusercontent.com/proxy/aeGn_abE3fjqONA59I8UGyCbD9NegjY_Gab0-W7iXKxiL3YkLr-UHDx8wWoqJzb2tUGSh1TprMbcSxwbFu6l5MY8bxaLBgJ3cRj5JLJhKdXGxA
-4.134566,50.365468,10 Sq. Royal Australian Air Force (WWII), Madeira Road.On Barbican wall underneath car park on Lambhay Hill. ,TO THE PEOPLE OF PLYMOUTH / WITH AFFECTION AND ADMIRATION / FROM THE MEMBERS OF 10 SQUADRON ROYAL AUSTRALIAN / AIR FORCE WHO OPERATED FROM MOUNT BATTEN / 1939 - 1945.,https://lh6.googleusercontent.com/proxy/5hMSpQJ685Fg9nl_xPX_i-iH_7tyRYdd8eea7IO6VC4GWbf_kHy-CjMVklXE0m25aW5Q9P-uHgra8aiPPoYbnmKOi5iLQwluh3tZPNKKJqFc0w
-4.129288,50.359557,204 Sq. Royal Air Force (WWII)," Mount Batten Castle, off Lawrence Road. South side of Mount Batten Tower, on wall, above head height ","COMMEMORATING THE MEMBERS OF THE / ROYAL AUSTRALIAN AIR FORCE WHO GAME THEIR / LIVES IN DEFEATING ENEMY SUBMARINES AND / SURFACE VESSELS AND PROTECTING CONVOYS / CARRYING VITAL SUPPLIES TO THIS COUNTRY, / THEIR SUNDERLAND DOCK & OBAN / DURING 1939-1945 AND WERE ABLY / ASSISTED BY THEIR GROUND CREWS. //",https://lh5.googleusercontent.com/proxy/wAYBxax6HGy5o4xO4hO8HQSut2sRj6jBzajE6Uk7CSxJmuD8a8HwLXmom2vvhUSZwoWXn9to9I1N0BylCm_aiy39PhLLwhUT1cQHgHp7HblEBQ
-4.145107,50.372593,American Door of Unity'  - National Society of US," Prysten House, Finewell Street.To the right of side door. ",National Society / of / United States Daughters of 1812. / This plaque commemorates the patriotic visit to Plymouth on 30th May 1987 / by the National Society United States Daughters of 1812 to / perpetuate the memory of the American Naval Officer Killed in Action / in the war of 1812 and buried in St Andrews Churchyard. //,https://lh3.googleusercontent.com/proxy/JCYfyUW9HEDZ_oGOgxjqYFhE4EnOTbtc9GTmyolfJFT2K3TZyL-S2GO-x9TvxdZz_ylqiP4VfQHFlLP1FPpm6zx3hUbsHPnSsYaMlCxCBJM0WQ
-4.139909,50.369517,American Door of Unity' (1812 & 1930)," Prysten House, Finewell Street.To the right side of the door ",THE HEADSTONE RECORDING THE INTERMENT / HARD BY OF WILLIAM HENRY ALLEN & RICHARD DELPHEY / WAS RESET ON THIS MONUMENT & THE ANCIENT DOORWAY / ADJOINING RESTORED BY THE NATIONAL SOCIETY / UNITED STATES DAUGHTERS OF 1812 TO PERPETUATE / THE MEMORY OF THESE OFFICERS & TO RECORD AN / APPRECIATION OF A HUMANE & CHILVALROUS ACTION / OF THE ENGLISH PEOPLE [below headstone] And the fruit of righteousness is sown in peace of them that make peace.,https://lh5.googleusercontent.com/proxy/4Y9m8uGgs9FHcGH9MFNy3rCT4IBw17cvmhHjyjQHIKwJt50S_8W5LTfPNS6RmP212m1541KelG6tWUCdAd2L8Ke2QpaiBZZKGjLUG5Hi89haYA
-4.135913,50.371741,Charles Church (plaque 46) - location on map to be checked, Charles Church Roundabout.Inside church on left from end entrance ,"CHARLES CHURCH / BUILT 1641, CONSECRATED 1665, / COMPLETED 1708 / NAMED IN HONOUR OF KING CHARLES 1 / RUINED BY ENEMY ACTION, 21 MARCH 1941. / PARTIALLY RESTORED 1957. BY THE CITY IN / CO-OPERATION WITH THE MINISTERY OF WORKS. / THE IDEA OF RESTORATION HAVING BEEN / SPONSORED BY THE OLD PLYMOUTH SOCIETY AS / A MEMORIAL TO THOSE CITIZENS OF PLYMOUTH / WHO WERE KILLED IN AIR-RAIDS ON THE / CITY IN THE 1939-1945 WAR. / PLAQUE REPLACED IN 1984",https://lh5.googleusercontent.com/proxy/Ih-bZB25mv_QZY46V3-dRYP9cOZxPL2InzbW3wsaawrnKDGIIn4JJlal5QEo4yxCfCcjuniQPl-J_h7cKr0CvPmyUH5aNzl3dSDdbpSqqENZiQ
-4.143597,50.377328,Falklands War (1982)," Plymouth Railway StationJust inside Plymouth City Train Station, above the main doors/ entrance, below the window. ",In memory of the members / of all services who gave / their lives on the South Atlantic / 1982.,https://lh5.googleusercontent.com/proxy/WEdM0gKelcU9U_G1ymW9SNIFjImmbLTaKuyD99fTBQqTYDXv4OSWocYXt4fsl371BxmaTynlmJA86dxYY3B3rQhvtefaNdeoZdCLxIIaGX0MXQ https://lh3.googleusercontent.com/proxy/Jp8A3Vw0wVuWZ5Z4cFtiD978lus-0RoRoWF8lFwmAyE3swJtZHN0jAt036fA7M6QONUSRMvKoWRCeRQQczmjWM7RsYMCGvd6lK2WeN1W0EUZDg
-4.135748,50.371696,Plymouth Blitz (WWII) - location on map to be checked," Charles Church, Charles Cross roundabout.Inside Church, Alter end.","PLYMOUTH BLITZ / THIS PLAQUE WAS DEDICATED ON 21ST MARCH 1991 / BY / THE RIGHT REVEREND RICHARD HAWKINS, BISHOP OF PLYMOUTH / TO COMMEMORATE THE 50TH ANNIVERSARY OF THE / BLITZ OF PLYMOUTH AND IN HONOUR OF THE 1178 / CITIZENS OF THE CITY KILLED OR MISSING AS A / RESULT OF ENEMY AIR RAIDS IN WORLD WAR TWO. / COUNCILLOR JOHN FINNIGAN, B.E.M. LORD MAYOR / COUNCILLOR T.E.J. SAVERY, LEADER OF PLYMOUTH CITY COUNCIL. / THE RIGHT HONOURABLE VISCOUNT ASTOR. / MICHAEL BOXALL, CHIEF EXECUTIVE AND TOWN CLERK. //",https://lh5.googleusercontent.com/proxy/8_yunFaQgO2HlFT_IUA8UHitvbqvfhXJ6fFYzRJ5tMDY6-g10iEaCnR06YOiZVFqd_-L8WiM9rJreAVHiCSKayeIJa_3cgFHan71jx5CPqrwZA
-4.168705,50.379285,Polish Navy HQ (WWII)," Albert Road.On large building, now flats, at top of Albert Road, next to entrance. ","DURING THE YEARS 1940 TO 1947 THIS / BUILDING WAS THE TRAINING CENTRE / FOR THE POLISH NAVY AND / HEADQUARTERS OF THE POLISH NAVY / SOUTHERN COMMAND FOLLOWING THE / OUTBREAK OF WORLD WAR II. / THIS PLAQUE WAS UNVEILED / ON 20TH MAY 2001, BY THE LORD MAYOR / OF PLYMOUTH, COUNCILLOR DAVID VINEY / AND MR STANISLAW SZWABSKI, / CHAIRMAN OF GDYNIA CITY COUNCIL, TO / COMMEMORATE THE 25TH ANNIVERSARY / OF THE TWINNING OF PLYMOUTH AND GDYNIA.",https://lh6.googleusercontent.com/proxy/AhauQWatBMZ2qnz_i7OsJ483ZuNiOMf6GL43dkccQIPCFXcUOw4uWOQPX7eT_ztTbTB4dZLgXoRmqYiOyInXwlE3NWHVYzVZnTXvto3PFbIe9g
-4.129269,50.359556,Royal Australian Air Force (WWII)," Mount Batten Castle, off Lawrence Road.South side of Tower, on wall, above head height. ","COMMEMORATING THE MEMBERS OF THE / ROYAL AUSTRALIAN AIR FORCE WHO GAME THEIR / LIVES IN DEFEATING ENEMY SUBMARINES AND / SURFACE VESSELS AND PROTECTING CONVOYS / CARRYING VITAL SUPPLIES TO THIS COUNTRY, / THEIR SUNDERLAND DOCK & OBAN / DURING 1939-1945 AND WERE ABLY / ASSISTED BY THEIR GROUND CREWS. //",https://lh4.googleusercontent.com/proxy/jjDoOLOz_Lqk8igZpIPtFFhvmpSWtt1gvwQVa8T6k2MY-4YzXrNY1q0k1lhsIoYDnxjRVJhG95ENeP-t7WaJa9Pi675IaL1rz01U5LN0_F2-pg
-4.200607,50.407233,US Army & D-Day (1944) - Saltash Passage," Normandy Hill, Saltash PassageOne plaque is at top of hill on the right (going up). One is at the bottom on the left (going up)Inscription:NORMANDY HILL / U.S. ARMY ROUTE NO. 23 / JUNE 1944 , NAMED BY THE MAYOR OF CHERBOURG M. RENE SCHMITT. / MAY 1947","NORMANDY HILL / U.S. ARMY ROUTE NO. 23 / JUNE 1944 , NAMED BY THE MAYOR OF CHERBOURG M. RENE SCHMITT. / MAY 1947",https://lh4.googleusercontent.com/proxy/HDg_acattqW8B7ae4zqfG-AVprh9WANo0jodt8Kd-m646lsn693Oz1BHK9F5oJ_WzcqGwMSN_BZUCKsXRfd8I0DyFZmv0oHTLRMgzMV1p4SKCg
-4.200633,50.40636,US Army & D-Day (1944) - Saltash Passage," Saltash Passage.Memorial gardens, on a stone monument. ",THIS TABLET MARKS THE DEPARTURE FROM THIS PLACE.OF UNITS OF THE V AND VII CORPS OF THE UNITED / STATES ARMY ON THE 6TH JUNE 1944 FOR THE / D DAY LANDINGS IN FRANCE / AND WAS UNVEILED BY / HIS EXCELLENCY JOHN HAY WHITNEY / THE AMBASSADOR OF THE UNITED STATES OF AMERICA / 14TH MAY 1958. ALDERMAN LESLIE F. PAUL LORD MAYOR / ALDERMAN H.G. DAMGRELL CHAIRMAN / PARKS AND RECREATION COMMITTEE //,https://lh5.googleusercontent.com/proxy/Nbb-a1BmeDjdH0JQED1P_GVBKvLezd3rfPvrwGEfdimzUFcb5M_j4dfs2lZ26bsdG5_zI6xhN8pFfDO4YzWBdkpl_XNLRd9yZEOmlY86H2N5kg
-4.1135,50.354114,US Army & D-Day (1944) -Turnchapel - location to be checked," Barton Road.On the grass next to Barton Road, near Hooe Lake railings. ","BARTON ROAD - TURNCHAPEL HARDS / This memorial is dedicated to the embarkation of / the United States Army 29th Division from / Turnchapel to spearhead the Normandy landings / on D-Day, 6th June 1944. / In 1943 Barton Road was re-inforced by the U.S. / Construction Battalions to carry tanks and / personnel concrete block platforms laid down / at Sycamore Beach, (Turnchapel Hards). / Remembered always. //",https://lh5.googleusercontent.com/proxy/glsYqBL9PmzJmA_EyNdMmWCBJ8pHvQ94jSC3MlT5vw-k5zxcr1esi5oOsf32DME44GsUO_iP_jOxvtKzDZkqzXoD9wXKtyjMHL0shyXh2ffc0A
-4.136299,50.370095,How Street & Martin's Gate," Martin's Gate Gardens, How Street. On bars around garden, next to steps. ","The How Street of today is a far cry from the ""How Lane"" of the lat medival / period. Then the street would have been a hive of activity with noise spilling over / from Sutton Harbour and the nearby markets. The air would have been thick with / the smell of freshly caught fish, freshly brewed beer and manure stored on Dung / Quay (now Sutton Wharf). / The 19th Century saw How Street become a notoriously congested slum. Indeed / the 1851 census shows Nos 7 & 8 How Street housing some 15 families, 57 / people in all. / The end of the 19th Century saw the slums cleared and the present Corporation / buildings completed in 1898. The street suffered considerable damage from / bombing in WWII. The grade II listed properties were restored in 1991 with / help from English Heritage. This community garden opened in 2001 marked another chapter in the long history of How Street.",https://lh4.googleusercontent.com/proxy/w72RWon0px-AlqLAE6KbW1WiXcRYzfaDRSdTeShys6u8FV5YNrUxrK4TMLrNJlOUI48L42i92N8zFedW1NvqWKJ0mq-h-sQAlPXZNdL4_Ix4SQ
-4.046729,50.384934,Plympton House, George Lane.Halfway up lane on right near Gateway to convent. ,"Plympton House / Sir George Treby, the Lord Chief Justice of / England and MP for Plympton Erle, began / the building of Plympton House. It was / completed in 1720 by his son George,/ Secretary for War and a Privy Councillor./ Within the grounds is a large earth mound./ It may have been constructed at the time / of one of two seiges of Plympton Castle, in / the 12th or early 13th century. Form here / siege engines could attack the Castle out / of range of the defender's long bows. //",https://lh6.googleusercontent.com/proxy/1qGUMDwhgUZyItcL696ilcqSZwgNnwROb9A2IFruifnBFeAwPAgdjoDt8IU9oXep6q_MOJvUHatpBDd-oza8QF74JY82DOc2pHVC5i6upAbgaA
-4.049267,50.383013,Plympton: Borough and Guildhall, Castle Lane.Corner of Castle Lane onto Fore Street on Guildhall  ,"The Medieval Borough and The Guildhqall / The Medieval borough of Plympton Erle / was a planned settlement, overlooked by / a Norman Castle. Markets were held from / the 12th century. From 1295, and for the / next 537 years, the borough returned two / Members of Parliament. In 1328 Plympton / Erle became one of Devon's four stannery / towns with special rights to test and market Dartmoor tin. / The Guildhall housed the Mayor and / Corporation, the Court and the cells. Sir / Joshua Reynolds was an Alderman in / 1722 and Mayor in 1773.",https://lh4.googleusercontent.com/proxy/Nn7GHvzVmQBS7FdajpXL645joFSb_Fiq_bF7SAveb86bTWNYARly4LSOsfzGRzTEpBueSpqJOGggpWQy2waAw6Ti-8fSuKYQbebOo51MKlIXxQ
-4.046477,50.38348,Plympton: Grammar School, Longbrook Street.On wall near Gateway into old school. ,"Plympton Grammar School / The old Grammar School was founded in / 1658 following a charitable bequest by Elize / Hele. The school was originally called Hele's / School, Plympton. The building is dated 1664./ Former pupils include the artists Sir Joshua / Reynolds, first President of the Royal Academy, Benjamin Haydon, who promoted / the Royal College of Art, and Sir Charles / Lock Eastlake, President of the Royal / Academy, first Director of the National / Gallery and first President of the Royal Photographic Society //",https://lh5.googleusercontent.com/proxy/o9k5hTCPXk6W2K9GgyCmIj9syJbABXJGxwgnNttrBxX3nX9zIbSI98LMFSHaQ_spO1zJy4M8XUu9a2-0mvGU-B3EzSEeWjt_gAcqXG_butMnBQ
-4.046214,50.383981,Plympton: Nonconformist Cemetery, Longcause.Next to gate into cemetery ,Nonconformist cemetery / The nonconformist Cemetery Trust was / founded in 1844 by a local group of twelve / dissenters. The graveyard was extended / to its present size in 1865./ Since 1985 the cemetery has been managed / and maintained as a mini-arboretum and / wildlife conservation area. //,https://lh5.googleusercontent.com/proxy/VgQwLNFdmCIL-jobtzJuyjyx_hXW_Osw6PZp63pbTX2VnHC5Dh63EP8Yuhx4nZkC7SDUQLgCxziiO9osPNdrodudk79XR7xLIIyP-VOsvgFkWA
-4.046544,50.384166,Plympton: Saxon and Norman," George Lane.On wall, as you do down George Lane before you turn into Longcause. ","THE SAXON AND NORMAN SETTLEMENT/ THE SAXON VILLAGE OF PLYMENTUM [ITAL]WAS / ACQUIRED BY THE SON OF ALFRED THE GREAT/ AS A ROYAL MANOR IN 904. BY THE TIME OF/ THE DOMESDAY SURVEY, IN 1086, IT WAS / CALLED PLINTONA [ITAL] / THE MANOR WAS BRANTED TO RICHARD / DE REDVERS AND ITS NAME CHANGED TO / PLYMPTON ERLE [ITAL] AFTER HIS SON, BALDWIN, WAS CREATED EARL OF DEVON. / TODAY THE SETTLEMENT IS GENERALLY KNOWN AS PLYMPTON ST MAURICE [ITAL] AFTER THE DEDICATION OF / THE PARISH CHURCH.",https://lh6.googleusercontent.com/proxy/BQo9mXBXApJMw9V66CtBxmcB_mYk-BNqLcZGPvDNrqcRNsS4VP6GsEx8aOKQUlXMiyZ3jTRWkzPXmAYUwPihejaBcB_1C4kpz8LBnQkBMLWGQg
-4.124722,50.357974,Prehistoric Midden - early settlement - location on map to be checked," Lawrence Road.On the Citadel end of the promenade, near to the cafe. Plaque faces the sea. ","Beneath the dinghy park behind this plaque / lies the site of a large prehistoric midden / or waste heap. / Finds from this heap show that this area was / being used as early as c750BC, / and that overseas traders were visiting the site. / A more detailed account and illustrations / of some of the finds from the site can be seen inside / the Mount Batten Centre which is situated on / the waterfront some 200m to the right of this notice. //",https://lh4.googleusercontent.com/proxy/2w-kQI1DV0HQqqNKQfxVsleIlX-EnaREOTSnLuJau_ItAAiRNWZbPbZLLQQnhpcbltJ6Uj_TlBogretECT6kyYPhl2k4Er8aXv2tuve-3CpFeA
-4.134179,50.367053,Sutton Harbour Trail 1 - Old Fish Market - location on map to be checked, Barbican Quay.On Quayside between Glass Shop and Water. ,"OLD FISH MARKET. This was the first purpose - built harbourside fish market. It was built on a newly - reclaimed extension to the 16th century Southside or Barbican Quay. The market opened in 1896 and remained in use until 1995 when a new fish market was opened on the opposite side of the harbour. Because of its design, many people think this building was a railway station. It was designed by the Chief Engineer of the GREAT WESTERN RAILWAY and although a railway was proposed, it never got this far.",https://lh6.googleusercontent.com/proxy/A7pb5gu9vCWy2LyNA1SdUTXrOEpwD2YpQz1QVn3Gx42y9L9kZKx1iex9R6RXJTB0l3m52FCeRRIc2Mu57MPM90UF4Y-mngBeNCPCtSEAIHuPOA
-4.134475,50.367669,Sutton Harbour Trail 2 - Whitehouse Pier - location on map to be checked, The Barbican.Near Captain Jaspers takeaway. ,"White House Pier. SUTTON POOL was originally a natural and sheltered anchorage. Some of the first people to settle on these shores were fishermen. The small fishing community quickly grew to become the medieval town of Plymouth. In the late 1500s & 1600s, large numbers of local fishermen sailed across the Atlantic from here to fish the rich cod banks off the east coast of the New World. This building was once the harbourside Police Station. Officers based here kept a watchful eye on harbour life. Fishing has always been important here, and it is said that in the busiest times it was possible to walk from this peir to North Quay across the decks of fishing boats and trawlers.",https://lh4.googleusercontent.com/proxy/7ITamkXSR67MbB2e8QZQUDLQAOw8kK_y68Gh7HvNFNRLD-ezPeWdSrgRI7Ib-RRDJddU17rxQWmkbd_McNw9sEdLAZ2pU45_jnROr3BITJYfeA
-4.135406,50.368328,Sutton Harbour Trail 3 - Guys Quay - location on map to be checked," Guys Quay, Sutton Harbour.Next to bench along from Three Crowns Pub. ","GUY'S QUAY / The line of the present quayside, originally called GAYE'S QUAY, dates back at least to the mid-1600s. However, the natural shore followed the line of Vauxhall Street and quays, houses and warehouses were already being built by the 1600s. / Many waterfront stone warehouses were destroyed by 22 World War bombing. / The large open space of the parade, originally called Newquay, was reclaimed in the late 1500s. Between 1755 & 1783 it served as the PARADE GROUND for the Plymouth Division of the Royal Marines - hence its name.",https://lh6.googleusercontent.com/proxy/WcKKmtTXXZ9TCQxvLYQrMOR_WrMn_XsXtNqrzjpB7gInRR1WriuGKjGkY54dEWo2xrtF6gPjKJgR6B2sxDO0RcT2XBVak6hI9MDge9CsbAYcOg
-4.133271,50.370237,Sutton Harbour Trail 6 - North Quay," North Quay.By Quay side, opposite North Quay House, in middle of circular metal bench. ","NORTH QUAY / The line of / the present quayside / was completed by 1850 and / enclosed earlier developments. / The quayside was busy / with shipping and cargo, and dock labour would gather here waiting for work. / Nearby were coal stores, transit sheds and goods yards. Wines spices potatoes and tobacco were stored here. In north Quay House carpark coloured brickwork marks the position of older waterfront properties, built after 1650. These include what became known as Ceely's SALTHOUSE. The remains of OLD TREE SLIP are also under the carpark running alongside the later Hawkers Avenue. The road takes its name from the Hawker Family, wine importers for over 300 years.",https://lh4.googleusercontent.com/proxy/Ci5IvHcC32Cu_FOrCny9Fp41Tt46IuZLk3IQ8fbBYaQnGXP0j5pMaQkmnjf07T7jLySbDCxsNWlsy_sTGgPVsae7_kqnd1ys2WD1NLYO-kT0-g
-4.131149,50.369979,Sutton Harbour Trail 7 - North East Quay, North East Quay.By Quay edge. ,"NORTH EAST QUAY. This quay was built in 1878 - 9 across the line of FRIARY QUAY, named after the medieval Carmelite Friary that once stood north of this harbour. Behind Salt Quay House ran a rail link to the Great Western Railway - not far from a connection to the London & South Western Railway. Look closely at the quay wall to see the tunnel arch of the HORSEWASH. Carters had always led their horses down a slipway to the beach to wash them in the sea. A tunnel was incorporated into the quay to enable this age-old activity to continue.",https://lh6.googleusercontent.com/proxy/nKfKAH2XJjf9m0N9F1MV3kM90udhqOcOme42ZDV3AaeV2LCqjs08Y8T1z692nG4v_nu6pn-xVl8mttywaoRAUFlbD4vgu8u6KaCA3WoRClVQUg
-4.132151,50.36651,Sutton Harbour Trail 9 - Harbour Entrance - location on map to be checked, East Pier.Entrance to Bridge between East & West piers. ,"EAST PIER & HARBOUR ENTRANCE. The rocky promontory here on the eastside of the harbour is called TEATS HILL, for enturies a centre for ropemaking, ship building and ship repair. In the last century a large coal wharf stood on the site of the new fish market & aquarium. The harbour entrance was originally a narrow opening through the natural limestone 'breakwater' or CAWSE. The entrance was widened in the 1790s when the East & West Piers were improved. People may have used the CAWSE at low tide as a direct route between Coxside & the Barbican. However, after the harbour entrance was widened it was only possible to cross by boat. Lock gates to control the tide were first proposed in 1845. The ready built 10,000 tonconcrete lock chamber was floated into position and sunk on the site of the East Pier in 1993.",https://lh4.googleusercontent.com/proxy/dNsShJKufrOnRPsu2qTndwvkBL7Oc_1bKI3bEnKk1LjVdhlz6syy8ZrFwqQINqdnXH7Znxu5xDozdLETNGrSm_7JEWqRtMwfW45YSI3PQLQPBQ
-4.145075,50.365503,Astor Family - family home," Elliot Terrace.No. 3, left of door. ",IN THIS HOUSE RESIDED / WALDORF SECOND LORD ASTOR 1879-1952 / MEMBER OF PARLIAMENT FOR PLYMOUTH SUTTON 1910-1919 / LORD MAYOR OF PLYMOUTH 1939-1944 / HONORARY FREEMAN OF THE CITY - CONFERED 1938 / AND HIS WIFE NANCY LADY ASTOR CH 1879-1964 / MEMBER OF PARLIAMENT FOR PLYMOUTH SUTTON 1919-1945 / FIRST WOMAN MEMBER OF PARLIAMENT TO TAKE HER SEAT IN THE / HOUSE OF COMMONS / LADY MAYORESS OF PLYMOUTH 1939-1944 / HONORARY FREEMAN OF THE CITY - CONFERED 1959.,https://lh4.googleusercontent.com/proxy/Dik_gxLpciGD40jKKXogg7FFvktWYhhfJMzp4fEjWDg3yEIuhmObXl-T2DDrprk8EvrheCMDSPxHxq9QHWrkwBFdB9pFvMpn_tV54LxojwpDxw
-4.140984,50.369857,Astor Family and Plymouth Guildhall, Guildhall.On side next to car park. ,"NANCY VISCOUNTESS ASTOR / BORN VIRGINIA USA 1879, DIED ENGLAND 1964 / IN THIS BUILDING ON 28 NOVEMBER, 1919 THE ELECTION TO PARLIAMENT OF LADY NANCY ASTOR / WAS ANNOUNCED. SHE WAS THE FIRST WOMAN TO SIT IN THE HOUSE OF COMMONS AND REPRESENTED / THE PLYMOUTH CONSTITUENCY OF SUTTON UNTIL 1946, ELECTED FREEMAN OF THE CITY OF PLYMOUTH / IN 1960, FORMIDABLE IN POLITICS AND AN INDOMITABLE CHAMPION OF JUST CAUSE, LADY ASTOR'S / CHARM AND WIT WERE MATCHED BY HER UNFLINCHING COURAGE IN ADVERSITY. / IN POLITICS AND PUBLIC LIFE THEY WORKED TIRELESSLY / FOR THE COMMON GOOD OF THE PEOPLE OF PLYMOUTH. WALDORF, SECOND VISCOUNT ASTOR / BORN NEW YORK 1879, DIED ENGLAND 1952 / WALDORF ASTOR SERVED AS A MEMBER OF PARLIAMENT FOR PLYMOUTH 1910-1919. AS LORD MAYOR OF / PLYMOUTH 1939-1945, LORD ASTOR PRESIDED IN THE COUNCIL CHAMBERS NEAR THIS BUILDING WHICH / WERE DESTROYED BY ENEMY ACTION IN 1941, IN THE DARKEST DAYS OF THE WAR. HE PREPARED FOR / THE RECONSTRUCTION OF HIS STRICKEN CITY, AND IN THE PLAN FOR PLYMOUTH PUBLISHED 1943 / WAS EXPRESSED THE VISION AND HOPE THAT LED TO THE BUILDING OF THE CITY WE SEE TODAY.",https://lh6.googleusercontent.com/proxy/g8D42sDdmyPDzrll6iLqpe4359sqXULvt-SMJkb7TZXiDjC1h_VPyS9cHPUwf9hbvn1axIGXjoz2jHXZjA4PO_8Nkw74qzSXNqPV42SVkgBrDw
-4.13823,50.368341,"Cook, Capt. James (1768)"," Arribas Restaurant, Notte Street.On Arribas Restaurance, below left hand facing window. ",JAMES COOK / DISCOVERER AND NAVIGATOR 1728 - 1779 / Captain Royal Navy and leader of three great voyages of discovery which chartered unknown land / in the South Seas and Pacific. On each voyage he set out from Plymouth . He dined in a house on / this site with Cookworthy before embarking on his first voyage in 1768.,https://lh6.googleusercontent.com/proxy/lmzrG9gy_aQINBV6K8556iAu89Uzyd9nteTfGbzSreOzS5XbSFX-r31YxeHU9EUaDWSUrAWtD664ZldK9nNIauBBldtYHkTc5Lgp3c580ykSWA
-4.138111,50.368345,"Cookworthy, William (1705 - 1780) - chemist"," Arribas Restaurant, Notte Street.On Arribas Restaurant, below right hand facing window. ",WILLIAM COOKWORTHY / DISCOVERER AND INVENTOR 1705 - 1780 / Distinguished apothecary and the first Englishman to discover the ancient Chinese Secret / of porcelain manufacture. In 1768 he set up the first English manufactory of true porcelain in / Plymouth using china clay that he discovered in Cornwall. He lived in a house on this site.,https://lh6.googleusercontent.com/proxy/mSNcMKqPemllttHdfVq5bKvCuiD1hueVCjv_gg1MBhtuTfGVpA_tqlOoejpxtqtOr18qFzCa1EEBWEEw9JZD1hknWeAHryz9Zmhz-9aY2abF4A
-4.046493,50.383363,"Eastlake, Sir Charles Lock (1793-1865) - Painter, collector and writer", Longbrook Street.On wall 5 yds north of main gates to Old School.  ,"SIR CHARLES LOCK EASTLAKE PRA / 1793-1865 / ARTIST AND SCHOLAR / PRESIDENT OF / THE ROYAL ACADEMY./ FIRST DIRECTOR OF THE / NATIONAL GALLERY. SECRETARY / OF THE FINE ARTS COMMISSION / LIVED AT HILLSIDE, PLYMPTON / AND ATTENDED PLYMPTON / GRAMMAR SCHOOL //",https://lh3.googleusercontent.com/proxy/W5qCsXRgfgqUBSn3Wn68wGawq2-GabghK5-7dLpEfETXLHl4gRiIivaVcT5GmX1VOj36Td0Rxy9i8JO843p2K94yTBT6VsmeyR2rJgsiDdOGBg
-4.098973,50.357441,Radford House - site of and associations - to be checked," Radford House.On the side of Radford Lodge, at entrance to radford park (Nr Hooe Lake). ","NEAR THIS SITE STOOD RADFORD / FOR MANY GENERATIONS THE HOME OF THE RADFORDS / AND THEN OF THE HARRIS FAMILY. TO WHOM IT PASSED / IN EDWARD IV's REIGN (1461-83). / SIR CHRISTOPHER HARRIS, ATONE TIME M.P. FOR / PLYMOUTH, WAS A PERSONAL FRIEND, AMONG OTHERS, OF / DRAKE, RALEIGH, HOWARD AND HAWKINS. AT RADFORD HE IS / SAID TO HAVE STORED SOME OF THE GOLD AND SILVER IN / BLOCKS BROUGHT BACK BY SIR FRANCIS DRAKE FROM / THE SOUTH SEAS. / AS VICE-ADMIRAL HERE ON HIS RETURN / TO PLYMOUTH, IN 1618, FROM HIS DISASTROUS SEARCH / FOR GOLD IN GUIANA. / THE HOUSE, WHICH DATED MAINLY FROM THE / LATE XVI CENTURY, WITH XVII CENTURY ALTERATIONS, / WAS DEMOLISHED IN 1937. //",https://lh6.googleusercontent.com/proxy/xKMMudecKLhHeGsitKyg_590y5kms8wsp7k6kUHGMAT2pWuEQJprCgEY_PPC6jKSDgafBBf9XbSqyAbrv1MzB8ARftXj3pJpC4HbpIxaeEBpFA
