Department Family,Entity,Voucher Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number
NHS,NHS Hertfordshire,09/08/2011,PCT - HCHS Contract,HCHS Block Contract,HERTFORDSHIRE COMMUNITY NHS TRUST,10060331,0,"8,876,173.50",
NHS,NHS Hertfordshire,10/08/2011,SLA's (JCPB - Other),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10060626,0,"10,312,666.00",
NHS,NHS Hertfordshire,09/08/2011,PCT -  SLA Block,Specialised Commissioning,SOUTH EAST ESSEX PCT,10060176,0,"10,718,015.49",654 436 723
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10060329,0,"16,172,000.00",
NHS,NHS Hertfordshire,09/08/2011,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10060341,0,"17,423,293.00",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"37,692.32 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"88,850.83 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,GOUGH P & PARTNERS,E82011,,"35,266.01 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,BRIDGE COTTAGE SURG - DANSIE,E82019,,"63,450.92 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"146,694.94 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"61,552.47 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,WHITWELL SURG - ARCHER,E82626,,"28,403.45 ",
NHS,NHS Hertfordshire (PSU),01/08/2011,GP Payments - PPA Drugs,Primary Care,HICKS RD MARKYATE - SEPAI,E82663,,"31,844.96 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,LINCOLN HOUSE SURGERY - DYSON,E82009,,"80,992.52 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,FAIRBROOK MEDICAL CENTRE - HIRSCH,E82012,,"156,394.73 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,LISTER HOUSE - BROOKS,E82018,,"83,711.95 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,BURVILL HOUSE - RESTELL,E82023,,"58,762.21 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,BENNETTS END SURGERY - HEATLEY,E82032,,"112,810.10 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,185 KNIGHTSFIELD - HANAK,E82041,,"63,137.04 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,ABBEY RD SURG - HODGE,E82042,,"56,572.14 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,RED HOUSE - FITZGERALD,E82085,,"160,207.01 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,PARKWOOD DRIVE SURGERY - GALLOW,E82091,,"123,680.75 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,WARDEN LODGE MEDICAL PRACTICE - GOODWIN,E82123,,"80,024.42 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,ARCHWAY SURGERY - RAHIM,E82643,,"29,486.61 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,PATHFINDER PRACTICE,Y01165,,"39,813.85 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,WEST HERTS MEDICAL CENTRE,Y02638,,"64,174.04 ",
NHS,NHS Hertfordshire (PSU),15/08/2011,PMS Payments - Contract,Primary Care,SPRING HOUSE MEDICAL CENTRE,Y02639,,"65,477.04 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ASHWELL SURG - RUSSELL,D81047,,"65,645.34 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ROTHSCHILD HSE SURG - WAINWRIGHT,E82001,,"105,178.77 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,WRAFTON HOUSE - CONSTABLE,E82002,,"58,617.86 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HEALTH CENTRE - WALLIS,E82005,,"97,002.02 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,LIMES SURG - HENDERSON,E82006,,"84,340.18 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HANSCOMBE HSE SURG - OATES,E82007,,"58,227.28 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,NEVELLS ROAD SURG - CHATFIELD,E82008,,"70,339.61 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GOUGH P & PARTNERS,E82011,,"38,306.94 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,COACH HOUSE SURGERY - WEIDMANN,E82013,,"93,372.97 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,LODGE SURG - DAVIES AH,E82014,,"69,348.22 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SUTHERGREY HSE - RIEU,E82015,,"91,629.87 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GARSTON MED CTRE- APPLE,E82017,,"60,255.92 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BRIDGE COTTAGE SURG - DANSIE,E82019,,"85,926.02 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CONSULTING ROOMS - HUSSAIN,E82020,,"49,426.01 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MUCH HADHAM HLTH CNTRE - HAIMES,E82021,,"37,539.21 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,FERNVILLE SURG - BHAMRA,E82022,,"110,899.91 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,WALLACE HSE SURG - CEMBALA,E82024,,"89,521.36 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PARK END SURGERY  - MURRAY,E82025,,"88,549.60 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PARKFIELD MC - FERRIS,E82027,,"83,140.94 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MILTON HSE SURG - ORMISTON,E82028,,"55,605.64 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MALTINGS SURGERY - SMITH,E82031,,"123,934.56 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,TUDOR SURGERY - LAZZERINI,E82034,,"49,153.25 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,KNEBWORTH SURG - MCMANUS,E82035,,"87,760.48 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,VILLAGE SURG - STEPHENS,E82037,,"77,778.93 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PUCKERIDGE HLTH CTRE - REYNOLDS,E82038,,"66,501.43 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ST NICHOLAS HC - WILSON,E82039,,"56,546.45 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PEARTREE SURG - CREAK,E82040,,"145,061.06 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SCHOPWICK SURG - WILSON CE,E82043,,"99,926.74 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PORTMILL SURG - TIDY,E82044,,"112,922.15 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,UPTON ROAD SURG - ZAKANI & JOGARAJAH,E82045,,"35,273.89 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,VINE HOUSE HC - SIMMONS,E82046,,"83,995.90 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,THEOBALD MC - KAPACEE,E82048,,"56,837.89 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BALDWINS LANE SURG - FLUDE,E82049,,"25,850.14 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GROVEHILL MC - HIRJI,E82050,,"29,747.95 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,EVEREST HSE SURG - TIPPLE,E82051,,"76,263.20 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,COURTENAY HOUSE SURGERY - GREENISH,E82053,,"69,334.91 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CALLOWLAND SURG - NOVAK,E82054,,"58,732.88 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MIDWAY SURG - FERGUSON,E82055,,"81,457.75 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SHEPHALL SURG - ROUSE,E82056,,"44,862.15 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,77 WARE RD SURG - TITCOMBE,E82057,,"33,475.55 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,POTTERELLS MC - STEWARD,E82058,,"74,960.30 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GRANGE ST SURG - DOW,E82059,,"80,408.81 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PARKBURY HSE - SAGE,E82060,,"97,552.44 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,AMWELL STREET SURG - DAVIES A W,E82061,,"72,588.49 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HALL GROVE SURG - PUGH,E82062,,"96,389.61 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,THE MAPLES - EMMETT,E82063,,"96,248.37 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CHORLEYWOOD HC - JONES,E82064,,"69,815.14 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HAVERFIELD SURG - KANANI,E82066,,"32,110.27 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CHURCH ST SURG - ROGERS,E82067,,"98,207.71 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GADE SURGERY BENNETT,E82068,,"73,803.64 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ELMS MED PRACT - PHILLIPS,E82071,,"92,797.11 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BROWNRIGG M & PARTNERS,E82072,,"62,157.38 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MANOR VIEW PRACT - BOYD,E82073,,"58,849.50 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SOUTH ST SURG - JENNS,E82074,,"169,411.17 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,REGAL CHAMBERS SURG - MACHEN,E82075,,"78,459.80 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BOXWELL RD SURG - FINN,E82076,,"35,622.70 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,DAVENPORT HSE SURG - STRANDERS,E82077,,"112,226.55 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HIGHVIEW MC - ELDER,E82078,,"52,062.82 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CROMWELL MC - MALDE,E82079,,"40,318.65 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ORFORD LODGE - SLATTERY,E82080,,"73,772.05 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CUFFLEY AND GOFFS OAK MEDICAL CENTRE,E82081,,"69,290.73 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BIRCHWOOD SURG - HEELIS,E82082,,"110,073.11 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,COLNE HOUSE - ZANE,E82083,,"74,815.14 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HARVEY HSE SURG - CLEGG,E82084,,"101,005.64 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,KING GEORGE SURG - STEVENSON,E82086,,"119,697.77 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HAILEY VIEW SURGERY - WADDINGTON,E82088,,"104,932.21 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CHELLS WAY SURG - GOGBASHIAN,E82089,,"72,989.49 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,PARK LANE SURG - CONDON R,E82090,,"62,311.93 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,DOLPHIN HOUSE SURG - BAVERSTOCK,E82092,,"98,676.63 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BEDWELL MED SURG - BAXANI,E82093,,"101,047.45 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,MANOR ST SURG - PONSONBY,E82094,,"63,266.05 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,REDBOURN MED PRACT - DEXTER,E82095,,"81,154.96 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SHEEPCOT MED CNTRE- JACKSON,E82096,,"68,251.28 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ANNANDALE SURG - RAMSELL N J,E82098,,"43,845.13 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ASTONIA HSE - THOMAS,E82099,,"119,763.33 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,KELLER P & PARTNERS,E82100,,"62,675.45 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CHURCH ST SURG - GIBSON,E82102,,"55,275.83 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SOLLERSHOTT SURG - NEVARD,E82104,,"53,845.65 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ABBOTSWOOD MC - KHAN AM,E82105,,"26,486.38 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,NEW ROAD SURG - CORP,E82106,,"64,949.77 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,VILLAGE SURG - KHAN I,E82107,,"61,590.84 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,CASTLEGATE SURG - WATSON,E82109,,"56,896.26 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,SYMONDS GREEN HC - BHARDWAJ,E82111,,"33,250.54 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,45-47 KINGS RD - KEDIA,E82113,,"34,068.84 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,STOCKWELL LODGE MC - SULLIVAN,E82115,,"75,887.19 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,THE GROVE MEDICAL CENTRE - NICHOLSON,E82117,,"111,648.18 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,WATTON PLACE CLINIC - HASLAM,E82121,,"27,625.23 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ATTENBOROUGH SURG - BORKETT-JONES,E82124,,"80,000.71 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,NAP SURGERY - WALLIS,E82129,,"96,819.70 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,BUNTINGFORD MC - BLACK,E82130,,"45,208.63 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,ROYSIA SURGERY - POLGE,E82132,,"40,092.13 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HIGH ST SURG - MISRA K,E82133,,"42,888.05 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,WHITWELL SURG - ARCHER,E82626,,"27,368.23 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,STANHOPE RD SURG - HOSSAIN,E82638,,"37,980.27 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,HIGHFIELD SURG - MISHRA,E82640,,"28,271.05 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,LITTLE BUSHEY SURG - FURBANK,E82657,,"37,984.81 ",
NHS,NHS Hertfordshire (PSU),31/08/2011,GMS Payments - Contract,Primary Care,GARDEN CITY SURG - CHAND,E82661,,"44,051.78 ",
,,,,,,,,,
,,,,,,,,"110,457,743.19 ",
,,,,,,,,,
