Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Corporate Affairs Directorate,Michael Page,SIV-154066,760.38,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Construction Procurement,Michael Page,SIV-154067,"1,062.60",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Phase 1 Central Directorate,Michael Page,SIV-154068,981.95,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Project Controls Phase One,Michael Page,SIV-154069,"1,052.60",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Procurement Directorate,Michael Page,SIV-154070,"5,081.70",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154085,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154084,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154083,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154082,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154081,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154080,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154087,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154089,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154102,540.50,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154108,534.68,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Procurement Directorate,Michael Page,SIV-154071,"4,923.96",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land and Property Phase 2b,West Trailer Rentals Ltd,SIV-154058,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Employee benefits,Commercial Directorate,BUPA Wellness,SIV-154176,739.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Critical Illness Insurance,Not assigned,Friends Life,SIV-154226,"3,144.36",G07661C01010617,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Critical Illness Insurance,Not assigned,Friends Life,SIV-154229,716.63,G07661C02010617,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Corporate Affairs Directorate,Morgan Law Partners LLP,SIV-154182,"2,426.10",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Phase 2 MD Directorate,Morgan Law Partners LLP,SIV-154183,"4,458.67",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Media Relations,Morgan Law Partners LLP,SIV-154184,"2,333.35",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Phase 2A Directorate,Morgan Law Partners LLP,SIV-154185,"5,166.66",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Programme Change,Morgan Law Partners LLP,SIV-154186,"4,514.76",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Phase 2B Directorate,Morgan Law Partners LLP,SIV-154188,"5,333.34",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Community Engagement  -Public Response,Morgan Law Partners LLP,SIV-154189,"2,100.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Morgan Law Partners LLP,SIV-154190,"2,891.58",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Public Affairs,Morgan Law Partners LLP,SIV-154191,"3,666.72",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Employee benefits,C3 (Brackley to Itchington Wood),BUPA Wellness,SIV-154180,739.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Employee benefits,C3 (Brackley to Itchington Wood),BUPA Wellness,SIV-154134,739.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land and Property Phase 2b,Rostons Limited,SIV-154053,600.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land and Property Phase 2b,Fisher German LLP,SIV-154051,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land Assembly,Bidwells,SIV-154064,849.42,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154052,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Phase 2 Project Controls Direrctor,McLean Partnership McLean Interim Management,SIV-154136,"24,264.24",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154076,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154077,750.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154078,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154075,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Land Access / Licences,Land Assembly,Supplier Name Removed - L&P Related,SIV-154073,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Model Development Team,Supplier Name Removed - L&P Related,SIV-154237,"25,243.72",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land & Property Directorate,Supplier Name Removed - L&P Related,SIV-154072,"5,760.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Specification & Assurance Team,Supplier Name Removed - L&P Related,SIV-154154,"48,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Town Planning Team,Supplier Name Removed - L&P Related,SIV-154215,"20,344.73",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154126,"4,226.44",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Town Planning Team,Supplier Name Removed - L&P Related,SIV-154214,"10,684.49",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Town Planning Team,Supplier Name Removed - L&P Related,SIV-154216,998.58,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154124,"3,600.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154129,"3,978.71",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Water Resource & Floor Risk Manager,Supplier Name Removed - L&P Related,SIV-154217,"4,851.25",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154224,"210,936.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154224,"1,089.02",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Commercial Development Euston,Supplier Name Removed - L&P Related,SIV-154060,"101,432.76",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Specification & Assurance Team,Supplier Name Removed - L&P Related,SIV-154061,"44,663.04",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Euston,Supplier Name Removed - L&P Related,SIV-154210,"49,576.30",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154057,"276,588.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154193,"2,400.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Professional services,Design,A/c - Supplier Others,SIV-154252,"1,150.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154375,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154376,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154377,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154378,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154379,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154380,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154381,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154382,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154383,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154397,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,06/07/2017,Not assigned,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154374,"1,000.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Lambert Smith Hampton Group Limited,SIV-146039,"8,095.20",ARINV/00247163,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Property Services,Lambert Smith Hampton Group Limited,SIV-152663,"3,348.00",ARINV/00254520,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Property Services,Lambert Smith Hampton Group Limited,SIV-152659,"1,450.80",ARINV/00254519,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property South,Carter Jonas,SIV-152781,"2,669.23",F0024643,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-153670,"429,816.65",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-153671,"82,698.60",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-153672,"212,912.39",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153890,942.34,F0026516,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153893,"1,470.96",F0026529,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153903,958.26,F0026696,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153906,828.91,F0026698,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153908,949.03,F0026738,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154017,"3,392.77",F0026754,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154019,"1,622.94",F0026767,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154025,"1,258.69",F0026771,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154032,"1,081.80",F0026775,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Route-Wide Log & Utilities Directorate,Supplier Name Removed - L&P Related,SIV-154297,"3,600.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154243,"1,538.52",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Reward,Supplier Name Removed - L&P Related,SIV-154246,"2,542.50",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Reward,Supplier Name Removed - L&P Related,SIV-154246,"2,542.50",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Facilities Management,Supplier Name Removed - L&P Related,SIV-154272,"184,041.36",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Reward,Supplier Name Removed - L&P Related,SIV-154248,"46,258.44",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Phase 2B Route Engineering,Supplier Name Removed - L&P Related,SIV-154257,"24,924.95",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Risk and Assurance Directorate,Chaucer Group Limited,SIV-154302,"21,319.20",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Risk and Assurance Directorate,Chaucer Group Limited,SIV-154303,"25,200.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Risk and Assurance Directorate,Chaucer Group Limited,SIV-154304,"18,696.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,DO NOT USE - Proj Ctrls Dev Project Risk,Chaucer Group Limited,SIV-154305,"18,522.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Reward,Supplier Name Removed - L&P Related,SIV-154247,"1,539.33",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Organisational Effectiveness and Change,Supplier Name Removed - L&P Related,SIV-154293,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Organisational Effectiveness and Change,Supplier Name Removed - L&P Related,SIV-154293,900.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Organisational Effectiveness and Change,Supplier Name Removed - L&P Related,SIV-154294,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Risk and Assurance Directorate,Chaucer Group Limited,SIV-154307,"22,800.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Programme Management Office Directorate,Chaucer Group Limited,SIV-154308,"17,892.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Programme Management Office Directorate,Chaucer Group Limited,SIV-154309,"15,336.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Programme Management Office Directorate,STR Ltd,SIV-154299,"3,360.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154278,"1,264.90",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,"Phase One, On-Network Works",Supplier Name Removed - L&P Related,SIV-154261,"55,997.64",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,"Phase One, On-Network Works",Supplier Name Removed - L&P Related,SIV-154263,"26,732.24",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154264,"121,058.52",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154288,912.21,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154300,"1,295.22",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Land Access / Licences,Land and Property Phase 2b,Rostons Limited,SIV-154283,600.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Land Access / Licences,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154284,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Land Access / Licences,Land and Property Phase 2b,Supplier Name Removed - L&P Related,SIV-154285,720.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Systems Capability Team,Supplier Name Removed - L&P Related,SIV-154256,"16,869.16",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154306,664.80,F0024062,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Rolling Stock & Depot,Supplier Name Removed - L&P Related,SIV-154259,"271,146.56",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154251,"1,864.80",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Finance Operations Team,Supplier Name Removed - L&P Related,SIV-154296,"346,593.93",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Land Access / Licences,Land Assembly,Berrys,SIV-154290,781.20,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Claimants Professional Fees,Land and Property Central,Berrys,SIV-154310,837.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-154287,"1,785.59",F0026760,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Memberships & Subscriptions,Not assigned,Professional Membership fee,SIV-154258,512.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Memberships & Subscriptions,Not assigned,Professional Membership fee,SIV-154269,512.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Season Ticket Loans,Not assigned,Season Ticket Loan,SIV-154280,"3,008.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Season Ticket Loans,Not assigned,Season Ticket Loan,SIV-154281,"3,496.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Season Ticket Loans,Not assigned,Season Ticket Loan,SIV-154282,"1,572.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,07/07/2017,Not assigned,N2 (Delta Junction to WCML),Supplier Name Removed - L&P Related,SIV-154611,"479,813.20",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Claimants Professional Fees,Land and Property South,Supplier Name Removed - L&P Related,SIV-150783,"2,090.40",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Land and Property North,Carter Jonas,SIV-153372,838.45,F0025918,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 2B Directorate,Bryan & Armstrong Ltd,SIV-154339,"3,115.20",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Corporate Affairs Directorate,Bryan & Armstrong Ltd (Permanent),SIV-154340,"2,205.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Bryan & Armstrong Ltd,SIV-154341,"2,640.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 2 MD Directorate,Bryan & Armstrong Ltd,SIV-154343,"3,115.20",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Corporate Communications,Bryan & Armstrong Ltd,SIV-154344,"1,764.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,"Equalities, Diveristy and Inclusion",Supplier Name Removed - L&P Related,SIV-154338,954.00,Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Not assigned,Supplier Name Removed - L&P Related,SIV-154346,"14,500.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 South Directorate,Gardiner & Theobald LLP,SIV-154369,"3,564.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Resourcing and Talent,Supplier Name Removed - L&P Related,SIV-154368,"1,800.00",Name Removed - L&P Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Project Controls Cost Mgt (PS1I),FastTrack Management Services Limited,SIV-154349,"2,173.50",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Land & Property Directorate,Capita Resourcing Ltd,SIV-154345,"40,722.17",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Commercial Directorate,Global Resourcing,SIV-154358,"23,952.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Commercial Agreements,Mace Limited,SIV-154337,"7,380.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Commercial Agreements,Mace Limited,SIV-154337,"11,700.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,BIM Directorate,Fusion People,SIV-154351,"2,016.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Hays Office Support,SIV-154387,830.32,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 South Directorate,Hays Office Support,SIV-154388,"1,401.54",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,HR Operations,Hays Office Support,SIV-154389,"2,016.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Corporate Communications,Hays Office Support,SIV-154390,840.00,Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Finance Operations Team,Hays Office Support,SIV-154392,"2,760.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Project Controls Cost Mgt (PS1I),FastTrack Management Services Limited,SIV-154347,"2,898.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 Directorate,Global Resourcing,SIV-154363,"1,656.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Project Communications,Global Resourcing,SIV-154365,"2,826.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Morson International,SIV-154417,"3,936.90",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,HSSE Director,Morson International,SIV-154418,"3,024.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Morson International,SIV-154419,"4,016.34",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 Logistics,Morson International,SIV-154420,"3,666.24",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Community Engagement – Route-wide,Morson International,SIV-154421,"1,638.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,BIM Directorate,Fusion People,SIV-154353,"2,520.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Chief Financial Officer,Networker,SIV-154313,"5,818.50",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Finance Operations Team,Networker,SIV-154314,"3,304.68",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Matchtech Group UK Limited,SIV-154317,"4,032.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Land & Property Directorate,Harvey Nash Group Plc,SIV-154372,"2,842.13",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,BIM Directorate,Fusion People,SIV-154350,"2,520.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,HR Operations,Hays Office Support,SIV-154393,"1,068.76",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,HR Operations,Hays Office Support,SIV-154399,"2,520.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 North Directorate,Hays Office Support,SIV-154400,"1,040.35",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Programme Management Office Directorate,Hays Office Support,SIV-154401,"1,073.03",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Phase 1 South Directorate,Hays Office Support,SIV-154402,"1,505.93",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Finance Operations Team,Hays Office Support,SIV-154403,"2,484.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Finance Operations Team,Hays Office Support,SIV-154404,"3,450.00",Name Removed - HR Related,Not Available
Department For Transport,HS2 Ltd,10/07/2017,Not assigned,Project Communications,Global Resourcing,SIV-154366,"2,826.00",Name Removed - HR Related,Not Available
