Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,-230.33
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,26.75
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,36.80
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,58.02
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,36.80
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,128.80
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,27.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,43.51
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,27.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,299.18
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,263.63
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,221.20
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,282.24
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,250.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,299.67
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,85.62
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,249.27
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,185.64
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,169.10
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,442.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,250.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
