DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-09-27,2017,Q3,Sep,27,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),400,10000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),400,10000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),400,10000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,38,24000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,Stansted,TR,Turkey,GB,GB,8062030,Sultanas,1,13,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22440,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22220,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,720,18000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,IN,London Gateway,IN,India,GB,GB,13023290,Of guar seeds,7,6300,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Pentachlorophenol (PCP),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119011,In immediate packings of a net content not exceeding 1|kg,1415,16463,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Scarlet Red; or Sudan IV (CAS number 85-83-6),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119011,In immediate packings of a net content not exceeding 1|kg,1415,16463,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan I (CAS number 842-07-9),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119011,In immediate packings of a net content not exceeding 1|kg,1415,16463,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan II (CAS number 3118-97-6),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119011,In immediate packings of a net content not exceeding 1|kg,1415,16463,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan III (CAS number 85-86-9),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,US,Liverpool,US,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,1680,164.02,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",3072,921.51,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",3072,921.51,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Bifenthrin,satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",3072,921.51,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Thiacloprid (nicotinoid insecticides),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",3072,921.51,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Thiamethoxam (nicotinoid insecticides),satisfactory,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,CN,"Southampton, P",CN,China,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,200,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-27,2017,Q3,Sep,27,2017-10,CN,"Southampton, P",CN,China,GB,GB,20089967,Other,200,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8131000,Apricots,3631,5446.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,London Gateway,TR,Turkey,GB,GB,200899,Other,2916,4374,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TH,Manchester,TH,Thailand,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),31,55,Human consumption,Satisfactory,no,2. Destruction,Satisfactory,Not Satisfactory,Yes,.RESIDUES OF PESTICIDES,notsatisfactory,-,destruction,4. Chemical contamination,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,180,4500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,IN,Heathrow,IN,India,GB,GB,14049000,Other,150,600,Human consumption,Not Satisfactory,no,2. Destruction,Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-09-28,2017,Q3,Sep,28,2017-10,IN,Heathrow,IN,India,GB,GB,14049000,Other,154,616,Human consumption,Not Satisfactory,no,2. Destruction,Not Done,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-09-28,2017,Q3,Sep,28,2017-10,IN,London Gateway,IN,India,GB,GB,904220090,Other,450,11250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,278,6950,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2200,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2200,22000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-09-28,2017,Q3,Sep,28,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,24980,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1500,18250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,192,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1440,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,898,22450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Feedingstuff,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024100,In shell,620,18600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24860,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,827,8832.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,AR,"Felixstowe, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1280,15360,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2600,15600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,280,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,280,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,280,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,280,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,280,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,520,13000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,40,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062090,Other,2032,25400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-09-29,2017,Q3,Sep,29,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062090,Other,2032,25400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
