Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,21-Sep-17,Addition Clearing - SW LIC,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,I0107654,"23,627.13",Capital 2016/17. NME LSP Lorenzo. Papworth. STAFA and Local Change cost associated Papworth NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - Feb & March 17,CB3 8RE,PUBLIC,,,
,,21-Sep-17,Service charge,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,I0107654,"243,506.05",Revenue 2016/17. NME LSP Lorenzo. Papworth. STAFA and Local Change cost associated Papworth NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - Feb & March 17,CB3 8RE,PUBLIC,,,
,,21-Sep-17,Service charge,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,I0107738,"72,887.58",Revenue 2016/17. NME LSP Lorenzo. Papworth. STAFA and Local Change cost associated Papworth NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - Feb & March 17,CB3 8RE,PUBLIC,,,
,,21-Sep-17,Policy Payments,GLOBAL AND PUBLIC HEALTH,HOMES AND COMMUNITIES AGENCY (HCA),S0014069,"35,089.00",Homelessness Change and Platform for Life programmes,NE11 0NA,PUBLIC,,,
,,21-Sep-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,NHS BLOOD AND TRANSPLANT (NHSBT),955768,"733,000.00",NA,LS15 7TW,PUBLIC,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,RAND EUROPE CIC,17424/10073-89,"26,295.43",Other PRP Research,CB4 1YG,SME,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,RAND EUROPE CIC,17428/16140-5,"36,111.00",Other PRP Research,CB4 1YG,SME,,,
,,22-Sep-17,Service charge,FINANCE AND GROUP OPERATIONS,NHS SHARED BUSINESS SERVICES SBS,100052597,"27,083.33",SBS- Digital Archive Services - Annual Service Charge,WF3 1WE,PUBLIC,,,
,,22-Sep-17,Secondees in invoiced costs,ACUTE CARE AND WORKFORCE ,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12675142,"29,230.86",(Secondment Costs - April-July 2017),LS1 6AE,PUBLIC,,,
,,22-Sep-17,Service charge,COMMUNITY CARE,CSC COMPUTER SCIENCES LTD,5201507085,"86,738.77",26615 Revenue- NME LSP Contract- Committed Non Lorenzo Spend for FY 17/18,GU11 1PZ,LARGE,,,
,,22-Sep-17,Service charge,COMMUNITY CARE,CSC COMPUTER SCIENCES LTD,5201507087,"1,082,624.92",Revenue 26619 NME LSP Contract- Committed Lorenzo Spend for FY 17/18,GU11 1PZ,LARGE,,,
,,22-Sep-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584245283,"59,933.01",WR1043-04 - 39 Victoria Street Building - DH Accommodation Move - IT Project,WS11 0JA,LARGE,,,
,,22-Sep-17,Revenue Grants to non-profit institutions,COMMUNITY CARE,LIFELINE COMMUNITY PROJECTS,ERS-579863-144001,"29,993.00","2017/31i/Faith Action/2017 payment/29,993",RM8 3QS,VCS,,,
,,22-Sep-17,DH Support to Mergers,Holding CT Core,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,N0016032,"1,364,000.00",WMUH Transformation,SW10 9NH,PUBLIC,,,
,,22-Sep-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,DODS PARLIAMENTARY COMMUNICATIONS LTD,PU38059,"50,000.00",NHS EXPO 2017,SE1 9SG,LARGE,,,
,,22-Sep-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,DODS PARLIAMENTARY COMMUNICATIONS LTD,PU38059,0.01,,SE1 9SG,LARGE,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC),ESRC10916,"221,088.29",AMR Cross-Council Initiative (ESRC Behaviour ODA top up),SN2 1UJ,PUBLIC,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KLEIJNEN SYSTEMATIC REVIEWS LTD,A00943,"308,284.87",TARs,YO19 6FD,SME,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WELLCOME TRUST TRADING LTD,ERS-579850-143961,"1,135,343.19",Health Innovation Challlenge Fund,NW1 2BE,VCS,,,
,,22-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HEALTH EDUCATION ENGLAND T1510,49300608,"15,280,096.00",Integrated Academic Training,LS1 4PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-580024-144124,"25,000.00",Research for patients benefit programme,M6 8HD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580200-144175,"25,000.00",Research for patients benefit programme,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580256-144104,"25,000.00",Research for patients benefit programme,SW17 0QT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-580334-144092,"25,000.00",Research for patients benefit programme,SO52 9AB,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580420-144724,"25,219.22",HTA Pragmatic Trials,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580222-144414,"25,354.20",HTA commissioned workstream,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-580282-144143,"25,405.00",Research for patients benefit programme,LS9 7TF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-579950-144107,"25,415.00",Research for patients benefit programme,SE5 9RS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580604-144996,"25,494.09",Service Delivery & Org,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-580790-144584,"25,538.00",Research for patients benefit programme,BS1 2NP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-580275-144198,"25,698.00",Research for patients benefit programme,NG7 2UK,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PLYMOUTH HOSPITALS NHS TRUST,ERS-580618-144848,"25,782.00",Research for patients benefit programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580389-144687,"25,961.98",EME NETSCC,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-580133-144206,"26,123.00",Research for patients benefit programme,W12 0HS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ERS-580674-144829,"26,234.00",Research for patients benefit programme,TA1 5DA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-580677-144855,"26,245.00",Research for patients benefit programme,M23 9LT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-579979-144490,"26,250.00",Research for patients benefit programme,E1 8PR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580432-144701,"26,324.10",Health Tech Assessment,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580730-144631,"26,527.72",NIHR Public Health Research NETSCC,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580665-144710,"26,708.33",Invention for Innovation,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580144-144174,"26,728.86",HTA Clinical Evaluation Trial,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-580300-144043,"27,006.00",Research for patients benefit programme,BS99 1YF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-579948-144049,"27,016.00",Research for patients benefit programme,SS2 6GE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-580103-144282,"27,165.30",HTA Clinical Evaluation Trial,EX4 4QJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-580555-144551,"27,398.41",EME NETSCC,EC1V 2PD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-580722-145008,"27,440.00",Research for patients benefit programme,M21 9UN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-580744-144867,"27,440.00",Research for patients benefit programme,NW1 2BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-580789-144821,"27,450.00",Research for patients benefit programme,GU2 7XX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-580039-144042,"27,462.00",Research for patients benefit programme,BS99 1YF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580736-144761,"27,827.40",Service Delivery & Org,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580359-144369,"27,987.00",Other PRP Research,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-580155-144147,"28,000.00",Research for patients benefit programme,B15 2PR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580276-144087,"28,106.00",Research for patients benefit programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580286-144379,"28,112.00",Other PRP Research,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580198-144047,"28,118.00",Research for patients benefit programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-580296-144060,"28,125.00",Research for patients benefit programme,TR1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-580252-144110,"28,130.00",Research for patients benefit programme,SE5 9RS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-580830-144845,"28,318.00",Research for patients benefit programme,SE1 9RT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580545-144903,"28,343.31",Commissioned EME,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-580828-144864,"28,415.00",Research for patients benefit programme,LS9 7TF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580810-144947,"28,529.55",Service Delivery & Org,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-579972-144152,"28,636.00",Research for patients benefit programme,UB9 6JH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580117-144423,"28,691.46",Health Service Recharge,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580304-144417,"28,952.28",HTA Clinical Evaluation Trial,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-580257-144197,"29,012.00",Research for patients benefit programme,NG7 2UK,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580162-144473,"29,153.88",HTA commissioned workstream,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580421-144743,"29,216.00",Other PRP Research,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HERTFORDSHIRE COMMUNITY NHS TRUST RY4,ERS-580099-144487,"29,483.00",Research for patients benefit programme,AL7 1BW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-579923-144373,"29,526.20",Health Service Recharge,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580428-144675,"29,593.31",HTA - Systemic Evaluation of Diagnostic Tests,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580078-144246,"29,666.88",NIHR Public Health Research NETSCC,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-580829-144890,"29,686.00",Research for patients benefit programme,AL3 5TL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580341-144418,"29,687.69",HTA Clinical Evaluation Trial,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-580688-144857,"29,737.00",Research for patients benefit programme,M6 8HD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580037-144375,"29,887.65",Service Delivery & Org,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-580331-144171,"29,889.00",Research for patients benefit programme,NW1 7QY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-580032-144077,"29,975.00",Research for patients benefit programme,EX2 5DW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580106-144083,"29,980.00",Applied Research Programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PENNINE ACUTE HOSPITALS NHS TRUST,ERS-580299-144189,"30,000.00",Research for patients benefit programme,M8 5RB,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,ERS-580365-144180,"30,000.00",Research for patients benefit programme,TS24 9AH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580457-144607,"30,009.38",Health Tech Assessment,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580596-144662,"30,035.79",Commissioned EME,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580197-144086,"30,075.00",Research for patients benefit programme,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580649-144959,"30,135.33",Health Service Recharge,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-580059-144195,"30,228.00",Research for patients benefit programme,NG7 2UK,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580349-144336,"30,239.00",APPLIED CLINICAL DRF's,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-579943-144318,"30,364.11",Commissioned EME,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580584-144925,"30,399.00",Cochrane Review Groups (CRG),WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580127-144447,"30,410.16",HTA commissioned workstream,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580406-144731,"30,453.37",Health Tech Assessment,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-580663-144530,"30,505.02",Health Tech Assessment,L9 7LJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580692-144579,"30,795.87",Health Tech Assessment,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-580791-144876,"30,849.00",Research for patients benefit programme,BR3 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580111-144386,"30,960.00",Other PRP Research,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-580746-144823,"31,012.00",Invention for Innovation,BS99 1YF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-580600-145015,"31,285.00",Research for patients benefit programme,HA1 3UJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580633-144754,"31,289.97",Health Tech Assessment,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580538-144924,"31,349.01",Service Delivery & Org,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580570-144981,"31,463.00",Cochrane Review Groups (CRG),OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580572-144983,"31,463.00",Cochrane Review Groups (CRG),OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-580589-144832,"31,463.00",Cochrane Review Groups (CRG),BA1 3NJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-580591-144866,"31,716.00",Cochrane Review Groups (CRG),NW1 2BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PLYMOUTH HOSPITALS NHS TRUST,ERS-580298-144117,"31,815.00",Research for patients benefit programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-580122-144461,"31,973.25",Health Service Recharge,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KENT UNIVERSITY OF,ERS-580407-144673,"32,000.00",Other PRP Research,CT2 7NZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580549-144956,"32,046.78",Commissioned EME,L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-580436-144772,"32,052.00",Applied Research Programme,E1 8PR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580033-144304,"32,123.52",Service Delivery & Org,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580056-144255,"32,163.06",NIHR Public Health Research NETSCC,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-579941-144132,"32,180.85",HTA commissioned workstream,WC1N 3JH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-580739-144831,"32,220.00",Invention for Innovation,S10 2TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-580176-144196,"32,337.00",Invention for Innovation,NG7 2UK,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-580700-144862,"32,527.00",Research for patients benefit programme,B9 5TA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-580092-144496,"32,949.00",Research for patients benefit programme,NR7 0WG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580427-144750,"32,986.93",Health Tech Assessment,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580069-144355,"33,169.85",HTA commissioned workstream,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580213-144475,"33,300.48",Service Delivery & Org,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580271-144439,"33,331.77",Health Service Recharge,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-580231-144284,"33,333.27",Health Service Recharge,EX4 4QJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580313-144366,"33,417.90",HTA commissioned workstream,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALISBURY NHS FOUNDATION TRUST,ERS-579981-144130,"33,573.00",Research for patients benefit programme,SP2 8BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580839-144990,"33,637.86",Health Tech Assessment,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580630-144977,"33,729.00",Invention for Innovation,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-579953-144286,"33,844.65",NIHR Public Health Research NETSCC,G12 8QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-580686-144852,"33,907.00",Research for patients benefit programme,NR4 7UY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ERS-580375-144065,"34,014.53",HTA commissioned workstream,L8 7SS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580806-144989,"34,048.59",Health Tech Assessment,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580571-144982,"34,073.00",Cochrane Review Groups (CRG),OX1 2XN,PUBLIC,,,
