Newcastle City Council Invoices over £250 paid in December 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,28-Dec-2016,N POWER NORTHERN LTD,7110169,Revenue,1HN03,HRA North Kenton Hostel,24.27
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,28-Dec-2016,N POWER NORTHERN LTD,7110169,Revenue,1DZ10,Manor Grove Newburn,22.75
Environment & Regeneration,EEC U/Design            ,Revenue Expenditure,23-Dec-2016,N POWER NORTHERN LTD,7101394,Revenue,1V073,Historic Monumnets,269.69
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095585,Revenue,1KE03,Unclassified Road Maintenance,1434.25
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095779,Revenue,1KE03,Unclassified Road Maintenance,3238.07
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095824,Revenue,1KE03,Unclassified Road Maintenance,2874.51
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095579,Revenue,1KE03,Unclassified Road Maintenance,1444.02
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095612,Revenue,1KE03,Unclassified Road Maintenance,1392.73
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095587,Revenue,1KE03,Unclassified Road Maintenance,3376.78
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095590,Revenue,1KE03,Unclassified Road Maintenance,2997.67
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095834,Revenue,1KE03,Unclassified Road Maintenance,1334.49
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095578,Revenue,1KE03,Unclassified Road Maintenance,3363.24
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095589,Revenue,1KE03,Unclassified Road Maintenance,2920.97
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095584,Revenue,1KE03,Unclassified Road Maintenance,1429.75
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095615,Revenue,1KE03,Unclassified Road Maintenance,1378.96
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095829,Revenue,1KE03,Unclassified Road Maintenance,3343.41
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095782,Revenue,1KE03,Unclassified Road Maintenance,2968.01
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095581,Revenue,1KE03,Unclassified Road Maintenance,1383.63
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095833,Revenue,1KE03,Unclassified Road Maintenance,1334.49
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095828,Revenue,1KE03,Unclassified Road Maintenance,3235.56
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095588,Revenue,1KE03,Unclassified Road Maintenance,2872.28
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095778,Revenue,1KE03,Unclassified Road Maintenance,1430.86
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095614,Revenue,1KE03,Unclassified Road Maintenance,1380.03
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095608,Revenue,1KE03,Unclassified Road Maintenance,3346.01
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095826,Revenue,1KE03,Unclassified Road Maintenance,2970.32
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095776,Revenue,1KE03,Unclassified Road Maintenance,1430.86
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095831,Revenue,1KE03,Unclassified Road Maintenance,1380.03
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095781,Revenue,1KE03,Unclassified Road Maintenance,3346.01
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095825,Revenue,1KE03,Unclassified Road Maintenance,2970.32
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095722,Revenue,1KE03,Unclassified Road Maintenance,1384.70
Environment & Regeneration,NS: Energy                 ,Revenue Expenditure,13-Dec-2016,N POWER NORTHERN LTD,7095830,Revenue,1KE03,Unclassified Road Maintenance,1335.53
Environment & Regeneration,Regen Enviro Team       ,Revenue Expenditure,20-Dec-2016,N POWER NORTHERN LTD,7102801,Revenue,1D543,Environment,310.97
Adult and Culture,Adult Serv Admin Support   ,Revenue Expenditure,20-Dec-2016,NALESTAR LTD,7097262,Revenue,1MX06,Community Reablement,1898.75
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,NAPI,7098850,Revenue,1EEP1,Short Breaks,21670.74
HRA,HRA Property Maint         ,Capital Expenditure,23-Dec-2016,NAPPER ARCHITECTS,7108926,Capital,2HE01,Capital Citywide,3000.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NATIONAL AUTISTIC SOCIETY,7103864,Revenue,1MK51,Home Care LD,360.45
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,13-Dec-2016,NATIONAL FOSTERING AGENCY,7095506,Revenue,1MC22,IND Sector Foster Carer Costs,28332.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,01-Dec-2016,NATIONAL YOUTH ADVOCACY SERVICE,7085534,Revenue,1MB04,Childrens Standards Unit,1646.04
Children's Services,Childrens Services Support       ,Revenue Expenditure,23-Dec-2016,NATIONAL YOUTH ADVOCACY SERVICE,7106740,Revenue,1MB04,Childrens Standards Unit,2658.75
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,NCC APPOINTEE/DEPUTYSHIPS,7095869,Revenue,1E296,16-19 Bursary Scheme,308.61
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,NCC APPOINTEE/DEPUTYSHIPS,7095870,Revenue,1E296,16-19 Bursary Scheme,308.61
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,02-Dec-2016,NCER,7086681,Revenue,1E317,Education Management,3047.67
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,19-Dec-2016,NCFE,7098572,Revenue,1EA15,Newcastle City Learning Main,2308.50
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,23-Dec-2016,NE ATTACHMENTS,7087246,Revenue,1KESB,Heavy Workshop Code 5 Repairs,252.06
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,23-Dec-2016,NE ATTACHMENTS,7097486,Revenue,1KESB,Heavy Workshop Code 5 Repairs,401.35
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,23-Dec-2016,NE ATTACHMENTS,7090695,Revenue,1KENB,Fleet Workshops OH,494.46
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,23-Dec-2016,NE ATTACHMENTS,7074148,Revenue,1KENB,Fleet Workshops OH,2203.00
HRA,HRA Planning QS            ,Capital Expenditure,08-Dec-2016,NE PROCUREMENT LTD,7068774,Capital,2HE01,Capital Citywide,10504.49
HRA,HRA Planning QS            ,Capital Expenditure,19-Dec-2016,NE PROCUREMENT LTD,7078017,Capital,2HE01,Capital Citywide,722.85
HRA,HRA Planning QS            ,Capital Expenditure,19-Dec-2016,NE PROCUREMENT LTD,7078016,Capital,2HE01,Capital Citywide,4684.27
HRA,HRA Planning QS            ,Capital Expenditure,19-Dec-2016,NE PROCUREMENT LTD,7078015,Capital,2HE01,Capital Citywide,1217.15
HRA,HRA Planning QS            ,Capital Expenditure,19-Dec-2016,NE PROCUREMENT LTD,7078037,Capital,2HE01,Capital Citywide,654.58
HRA,HRA Planning QS            ,Capital Expenditure,01-Dec-2016,NE PROCUREMENT LTD,7061490,Capital,2HE01,Capital Citywide,690.54
HRA,HRA Planning QS            ,Capital Expenditure,01-Dec-2016,NE PROCUREMENT LTD,7061488,Capital,2HE01,Capital Citywide,12939.35
HRA,HRA Planning QS            ,Capital Expenditure,01-Dec-2016,NE PROCUREMENT LTD,7061489,Capital,2HE01,Capital Citywide,3758.65
HRA,HRA Planning QS            ,Capital Expenditure,23-Dec-2016,NE PROCUREMENT LTD,7089510,Capital,2HE01,Capital Citywide,3993.00
HRA,HRA Planning QS            ,Capital Expenditure,23-Dec-2016,NE PROCUREMENT LTD,7089511,Capital,2HE01,Capital Citywide,1027.66
Children's Services,Youth Offending Team       ,Revenue Expenditure,23-Dec-2016,NECA SERVICES LTD,7108837,Revenue,1MF31,D&A Services For Young People,520.00
Children's Services,Youth Offending Team       ,Revenue Expenditure,30-Dec-2016,NECA SERVICES LTD,7108839,Revenue,1MF31,D&A Services For Young People,532.00
Chief Executive's,CD - Business Dev Centres        ,Revenue Expenditure,23-Dec-2016,NEOPOST FINANCE LTD LEASING,7101258,Revenue,1DE50,i6- Charlotte Square NEC,1685.61
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,07-Dec-2016,NEOPOST FINANCE LTD LEASING,7091138,Revenue,1CP17,Digital Printing,569.16
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,07-Dec-2016,NEOPOST LTD,7090961,Revenue,1DE50,i6- Charlotte Square NEC,3000.00
Environment & Regeneration,NS: Resources              ,Revenue Expenditure,19-Dec-2016,NEOPOST LTD,7100563,Revenue,1FG03,Central Post Room,615.48
Chief Executive's,CD - SPAM Trading Account        ,Revenue Expenditure,13-Dec-2016,NETWORK RAIL,7080223,Revenue,1DY50,Misc Corporate Estates,1121.48
Environment & Regeneration,E&R Parking Services    ,Revenue Expenditure,15-Dec-2016,NETWORK TICKETING LTD,7098520,Revenue,1V301,Travel office Travel Passes,464.35
Environment & Regeneration,Transport Development            ,Revenue Expenditure,15-Dec-2016,NETWORK TICKETING LTD,7089326,Revenue,1V080,Private Developers s106,235313.74
Environment & Regeneration,Transport Development            ,Revenue Expenditure,16-Dec-2016,NETWORK TICKETING LTD,7100724,Revenue,1V080,Private Developers s106,235313.74
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,07-Dec-2016,NEURO PARTNERS LTD,7090352,Revenue,1MH50,Home Care PD,20664.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,02-Dec-2016,NEURO PARTNERS LTD,7086662,Revenue,1MH50,Home Care PD,20664.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEURO PARTNERS LTD,7103886,Revenue,1MM50,Home Care MH,310.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEURO PARTNERS LTD,7103887,Revenue,1MH50,Home Care PD,2294.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEURO PARTNERS LTD,7103888,Revenue,1MM50,Home Care MH,434.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEURO PARTNERS LTD,7103889,Revenue,1MH50,Home Care PD,20664.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEURO PARTNERS LTD,7103890,Revenue,1MM50,Home Care MH,496.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,23-Dec-2016,NEUTRONICS,7100742,Revenue,1KELA,Traffic Sig General O/H,1775.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103771,Revenue,1MK50,Supported Living LD,373711.32
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103861,Revenue,1MH50,Home Care PD,780.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103861,Revenue,1MK50,Supported Living LD,12911.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103861,Revenue,1MK55,Home Care Family/Carer LD,832.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103771,Revenue,1MK50,Supported Living LD,-14547.36
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEW BEGINNINGS (N.E.) LTD,7103861,Revenue,1MK50,Supported Living LD,-308.48
Adult and Culture,Social Services                        ,Revenue Expenditure,07-Dec-2016,NEW KEY SUPPORT LTD,7090958,Revenue,1MM20,Residential Care MH,4380.00
Adult and Culture,Social Services                        ,Revenue Expenditure,07-Dec-2016,NEW KEY SUPPORT LTD,7090278,Revenue,1MF01,16+ Team (YP),9800.00
Adult and Culture,Social Services                        ,Revenue Expenditure,07-Dec-2016,NEW KEY SUPPORT LTD,7090289,Revenue,1MF01,16+ Team (YP),9710.00
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,NEW KEY SUPPORT LTD,7090959,Revenue,1MM20,Residential Care MH,4560.00
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,NEW KEY SUPPORT LTD,7097253,Revenue,1MF01,16+ Team (YP),5930.00
Adult and Culture,Social Services                        ,Revenue Expenditure,01-Dec-2016,NEW KEY SUPPORT LTD,7075993,Revenue,1MM20,Residential Care MH,4560.00
Adult and Culture,Social Services                        ,Revenue Expenditure,01-Dec-2016,NEW KEY SUPPORT LTD,7075994,Revenue,1MM20,Residential Care MH,4560.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103881,Revenue,1MK51,Home Care LD,8437.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103881,Revenue,1MK55,Home Care Family/Carer LD,14526.59
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103777,Revenue,1MK50,Supported Living LD,61191.22
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103777,Revenue,1MK54,Dom Care Own Tenancy LD,390.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103881,Revenue,1MK51,Home Care LD,-342.20
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103881,Revenue,1MK55,Home Care Family/Carer LD,-94.80
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEW PROSPECTS ASSOCIATION LTD,7103777,Revenue,1MK50,Supported Living LD,-1835.58
Children's Services,Newburn Manor First School             ,Revenue Expenditure,08-Dec-2016,NEWBURN MANOR NURSERY SCHOOL,7092214,Revenue,1E866,Newburn Childcare Trading,87.23
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,02-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,7087274,Revenue,1CC54,Kenton LIFT CSC,31079.80
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,02-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,7087275,Revenue,1CC56,Walker Churchwalk LIFT CSC,13604.89
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,16-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,7100610,Revenue,1CC54,Kenton LIFT CSC,31460.81
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,16-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT CO LTD,7100613,Revenue,1CC56,Walker Churchwalk LIFT CSC,13873.65
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,02-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7087272,Revenue,1CC53,Shields Road CSC,17150.80
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,02-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7087273,Revenue,1CC57,Gosforth LIFT CSC,30923.47
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,02-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7087271,Revenue,1CC55,Benwell LIFT CSC,38092.49
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,19-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7100561,Revenue,1CC55,Benwell LIFT CSC,37914.90
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,16-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7100603,Revenue,1CC53,Shields Road CSC,17128.91
Chief Executive's,CD - Customer Service Devt       ,Revenue Expenditure,16-Dec-2016,NEWCASTLE AND NORTH TYNESIDE LIFT T2,7100607,Revenue,1CC57,Gosforth LIFT CSC,31240.48
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,NEWCASTLE ASIAN ARTS AND MUSIC,7098875,Revenue,1DF03,Arts Contribution,8749.65
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE CARERS,7101320,Revenue,1MG97,Carers VCS,73709.36
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE CITIZENS ADVICE BUREAU,7101298,Revenue,1MX50,Crisis Response Block Gross,9707.88
Adult and Culture,Social Services                        ,Revenue Expenditure,19-Dec-2016,NEWCASTLE COLLEGE,7101117,Revenue,1E20P,High Needs Post16 Funding,61757.52
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICE,7098861,Revenue,1MX19,Domestic Violence,14917.63
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICES,7098878,Revenue,1MR82,Commisioning And Procurement,22878.01
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICES,7101285,Revenue,1MR81,Local Healthwatch,37224.81
Environment & Regeneration,Regen Enviro Team       ,Revenue Expenditure,07-Dec-2016,NEWCASTLE DOG & CAT SHELTER & ANIMAL,7090286,Revenue,1D533,Dog Warden,1232.00
Environment & Regeneration,Regen Enviro Team       ,Revenue Expenditure,19-Dec-2016,NEWCASTLE DOG & CAT SHELTER & ANIMAL,7101626,Revenue,1D533,Dog Warden,1293.60
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,22-Dec-2016,NEWCASTLE EAST END JUNIOR F C,7106971,Revenue,1KN64,Walkergate Ward,4560.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,21-Dec-2016,NEWCASTLE FUTURES (CENTRAL FUND),7105411,Revenue,1GD81,Newcastle Futures,101565.00
Adult and Culture,Library Admin              ,Revenue Expenditure,28-Dec-2016,NEWCASTLE GATESHEAD INITIATIVE,7110235,Revenue,1DF55,Special Events,1500.00
Chief Executive's,CD - Regional & European Prog    ,Revenue Expenditure,08-Dec-2016,NEWCASTLE GATESHEAD INITIATIVE,7092463,Revenue,1FD10,NGI Business Winning,10100.00
Chief Executive's,CD - Regional & European Prog    ,Revenue Expenditure,15-Dec-2016,NEWCASTLE GATESHEAD INITIATIVE,7090386,Revenue,1DE91,Newcastle Gatshead Initiative,79800.00
Chief Executive's,CD - Regional & European Prog    ,Revenue Expenditure,15-Dec-2016,NEWCASTLE GATESHEAD INITIATIVE,7090490,Revenue,1FD10,NGI Business Winning,37500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103834,Revenue,1MG51,Home Care-Personal OP,61867.74
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103834,Revenue,1MH50,Home Care PD,5544.13
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103834,Revenue,1MK51,Home Care LD,1813.70
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103834,Revenue,1MM50,Home Care MH,1486.82
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103850,Revenue,1MK51,Home Care LD,11418.42
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103850,Revenue,1MK55,Home Care Family/Carer LD,11516.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103850,Revenue,1MM50,Home Care MH,430.08
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103851,Revenue,1MG50,Home Care-Spot Purchased OP,157.78
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103851,Revenue,1MH50,Home Care PD,41087.05
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103851,Revenue,1MM50,Home Care MH,156.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103763,Revenue,1MK50,Supported Living LD,49140.58
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,NEWCASTLE HOME CARE ASSOCIATES,7103763,Revenue,1MK50,Supported Living LD,-1190.05
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML07,PH -Obesity and phys activity,5492.48
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML09,PH - Drugs and alcohol,4079.88
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML04,PH - Health Improvement,17175.76
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML10,PH - Sexual health -C'ception,137143.44
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML06,PH Sexual Health Advice etc,21085.96
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML12,PH -E Years and Children 5-19,188177.22
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML02,PH-Sexual Hlth-STI Test/Treat,14286.72
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML08,PH - Fluoridation,3694.32
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE HOSPITAL NHS FOUNDATION TRUST,7101276,Revenue,1ML14,0-5 Healthy Child Programme,909740.79
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,NEWCASTLE LAW CENTRE,7098849,Revenue,1MP31,Health Trainers,8508.50
Chief Executive's,CD - Accountancy NOR                   ,Revenue Expenditure,20-Dec-2016,NEWCASTLE NE1 LTD,7092175,Revenue,3RE12,NNDR Bids Debtors Account,95000.00
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,14-Dec-2016,NEWCASTLE NE1 LTD,7097860,Revenue,1D509,Late Night Levy,8624.00
Chief Executive's,CD - Occup Health Unit           ,Revenue Expenditure,22-Dec-2016,NEWCASTLE SPORTS INJURY CLINIC,7106139,Revenue,1FP30,Occupational Health,5820.28
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,21-Dec-2016,NEWCASTLE TENANTS & RESIDENTS ASSOCIATIO,7105630,Revenue,1KN31,Fawdon Ward,4800.00
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,16-Dec-2016,NEWCASTLE TENANTS & RESIDENTS FEDERATION,7100006,Revenue,1KN31,Fawdon Ward,4800.00
Environment & Regeneration,E&R Parking Services    ,Revenue Income,13-Dec-2016,NEWCASTLE UNITED FC LTD,7085600,Revenue,1V116,NUFC Stadium,46510.89
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,NEWCASTLE UNITED FOUNDATION,7098330,Revenue,1ML03,PH - NHS Health Checks,2688.00
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,NEWCASTLE UNITED FOUNDATION,7098329,Revenue,1ML03,PH - NHS Health Checks,1560.00
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE UNITED FOUNDATION,7101275,Revenue,1ML07,PH -Obesity and phys activity,3249.96
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,NEWCASTLE UNITED FOUNDATION,7101275,Revenue,1ML06,PH Sexual Health Advice etc,710.08
Children's Services,Walbottle Campus Secon/High School     ,Revenue Expenditure,22-Dec-2016,NEWCASTLE UNITED FOUNDATION,7106265,Revenue,1E877,Walbottle Leisure,4605.00
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,30-Dec-2016,NEWCASTLE UNITED FOUNDATION,7108968,Revenue,1KLH0,Fusion,11511.00
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,15-Dec-2016,NEWCASTLE UNIVERSITY,7096117,Revenue,1ML07,PH -Obesity and phys activity,21000.00
Adult and Culture,Social Services                        ,Revenue Expenditure,22-Dec-2016,NEWCASTLE UPON TYNE HOSPITAL TRUST,7101777,Revenue,1MG70,Equipt & Adaptations OP,1957.50
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,NEWCASTLE UPON TYNE HOSPITAL TRUST,7098394,Revenue,1ML11,PH - Smoking & Tobacco,2535.31
Adult and Culture,Social Services                        ,Revenue Expenditure,13-Dec-2016,NEWCASTLE UPON TYNE HOSPITAL TRUST,7074074,Revenue,1MX06,Community Reablement,8067.25
