Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581856,80049296,650.00,R,PE Direct Teaching Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581404,80049295,520.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581502,80053924,437.50,R,Axcis Education Recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581516,80053845,242.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10582121,80053039,478.75,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10582185,80052073,330.68,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581523,80053760,600.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580640,80051701,82.67,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580653,80051701,54.87,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580658,80051701,82.58,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10580642,80051701,82.58,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10581623,80051414,291.75,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10581623,80052915,186.00,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581534,80051412,82.58,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581535,80051414,224.05,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581631,80053222,"1,020.00",R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582123,80053723,445.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582123,80053723,470.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581918,80053998,135.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581885,80053835,480.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581519,80053707,"1,200.00",R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581519,80053707,148.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,Schools,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10582079,0,566.48,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582269,10080284,308.74,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Employees,Direct Employee Expenses,Subsistence,,18/08/2017,10582802,0,111.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Cultural Services,Enterprise,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,01/08/2017,10581297,10079615,49.29,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582769,0,408.46,R,Auto Service (Pontypool) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583382,0,503.20,R,Thermocooling Services ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583050,0,975.48,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10581955,0,112.50,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582624,0,160.00,R,stg auto lec ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582080,0,195.00,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582043,0,236.25,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582084,0,326.25,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583003,0,157.50,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,29/08/2017,10584532,0,618.60,R,Commercial Motors (Wales) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582034,0,180.00,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10584356,0,216.00,R,Thermocooling Services ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10581985,0,45.00,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583630,0,304.25,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582990,0,146.25,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584559,0,9.36,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584903,0,132.95,R,Dennis Eagle Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581800,0,43.33,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584156,0,226.26,R,Watts Truck & Van,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584872,0,24.04,R,Commercial Motors (Wales) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581589,0,59.54,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,08/08/2017,10581489,0,169.15,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,08/08/2017,10581468,0,177.88,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584883,0,94.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581792,0,162.70,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582996,0,21.61,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581591,0,28.33,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581483,0,6.20,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582596,0,52.00,R,Watts Truck & Van,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581439,0,6.94,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,18/08/2017,10581974,0,153.33,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582601,0,14.22,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582338,0,199.80,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582077,0,58.00,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581952,0,54.99,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,18/08/2017,10583618,0,165.04,R,Johnston Sweepers Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10582067,0,-6.21,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10583639,0,43.88,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,11/08/2017,10581993,0,190.11,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,15/08/2017,10582700,0,205.20,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,15/08/2017,10582676,0,126.74,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,04/08/2017,10581441,0,190.11,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,08/08/2017,10581473,0,252.32,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Diesel,,25/08/2017,10584374,0,"1,286.02",R,UK Fuels Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Transport,Direct Transport Costs,Diesel,,18/08/2017,10582771,0,55.81,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Events,Enterprise,Transport,Direct Transport Costs,Diesel,,18/08/2017,10583561,10080499,495.00,R,Severn Fuels Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Oil,,22/08/2017,10582444,0,71.72,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583211,0,151.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583161,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583188,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583691,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,M.O.T. Test,,18/08/2017,10583184,0,133.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,22/08/2017,10584859,0,86.10,R,Walls Truck Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,15/08/2017,10583015,0,189.00,R,Caldicot Fleet Maintenance Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning & Housing,General Fund Housing,Enterprise,Transport,Direct Transport Costs,Transportation of Supplies,,15/08/2017,10582951,10080480,45.00,R,Jay's Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning & Housing,General Fund Housing,Enterprise,Premises,Energy Costs,Electricity.,,11/08/2017,10583233,0,45.81,R,SWALEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resources,Support Services,Children & Young People,Premises,Energy Costs,Gas.,,25/08/2017,10585304,0,396.20,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resources,Support Services,Children & Young People,Premises,Energy Costs,Gas.,,25/08/2017,10585305,0,"3,429.18",R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resources,Support Services,Children & Young People,Premises,Energy Costs,Gas.,,25/08/2017,10585313,0,"2,569.23",R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Premises,Energy Costs,Gas.,,25/08/2017,10585265,0,255.87,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Premises,Energy Costs,Gas.,,25/08/2017,10585312,0,110.00,R,Corona Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Premises,Energy Costs,Gas.,,11/08/2017,10583218,0,143.92,R,British Gas Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580577,0,"1,156.00",R,Trimble Europe BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,22/08/2017,10582865,0,106.34,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10584802,80054139,16.99,R,TTS Group Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10582566,80054140,5.45,R,Crossbow Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10582758,80053991,5.05,R,The Nurture Group Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,29/08/2017,10582638,80053536,5.45,R,Crossbow Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580674,80053094,"1,060.00",R,Designer Parks Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580674,80053094,959.30,R,Designer Parks Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580674,80053094,100.70,R,Designer Parks Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580672,80053095,"-1,570.00",R,Designer Parks Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10580672,80053095,"1,420.85",R,Designer Parks Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,08/08/2017,10582209,10080182,10.00,R,Running Imp Int Sports Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,15/08/2017,10582853,0,15.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,08/08/2017,10582655,10077701,180.00,R,Webb's Glass & Glazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Supplies & Services,"Equipment, Furniture and Materials",Equipment Purchases,,11/08/2017,10582791,0,33.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,"Equipment, Furniture and Materials",Health & Safety Equipment.,,15/08/2017,10581563,80053944,47.63,R,The Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partnerships,Children Services Teams,Social Care and Health,Supplies & Services,"Equipment, Furniture and Materials",Rental / Hire,,04/08/2017,10581429,10077964,686.00,R,Torfaen County Borough Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,22/08/2017,10584285,0,74.95,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,22/08/2017,10583960,0,49.96,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
