Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.3376,-4.11407,Military Stones,PPP-WD PFE 30 †War Department Boundary Stone,War Department,Bovisand Lodge Holiday Park†North west corner of the cottage. No public access.†On north and east faces, W 'Broad arrow' D / No 30 †Incised.Description, A Plymouth Forts East marker.,https://lh6.googleusercontent.com/proxy/Jp5eDYjh9j-qsQeQ9s1_Eq-9Th8v1rwFVq1R0BqjCc8v19hDzeTW68k2ZqNzZpcdkJKsCo_1SGHW-uHEp4ShSa2kXqGgroQkRG--kE740_bdwoyOwEEDcboe_o6OzBGEd08ODNKvKTLpQiND06_VjWnP2doFsMn_UdGDtb2lQwoc_92- https://lh4.googleusercontent.com/proxy/Z3ojh_3v6ao0L2BZ1JjbKNaiIoZhaiVWPziitDLbPjmZlLvzxqOf310EELx9ooNebKfy0m0zeLLpFvZ-dtsxymL4FUvzliZEsWQKVWcc4yhYbYdgVTG4CMcmeN77AG1wwT26IBXFf5GjdsCfMOP7xok8oBGIGN5Okc9k-zF2uqDg2CUr https://lh5.googleusercontent.com/proxy/dccGrN1YdbZOhb7dvLgYDXDBximVkRbz00WZnU6WD7PfXF6mAB5XK3B1o1-bxgBB3V58lqlNt7P_7aWHgyacaJ9qGbfxGvTVquMyS5VNdZsURkcwZpyuLjfUdFqkBf_lLeB7AaaEI6LYcFWLP1ejAMZr6nvl38MJ0CZF0T4APRGi9mwz
50.33728,-4.11446,Military Stones,PPP-WD PFE 31 †War Department Boundary Stone,War Department,Bovisand Lodge Holiday ParkNear top of steps to south west of the cottage. No public accessOn south east face, W 'Broad arrow' D / No . 31 †Incised.Description, A full stop appears between No and the number (31) on this stone. Description,https://lh5.googleusercontent.com/proxy/1JeK2KbwJX3kP-oJI9wc0uvkDOJ-zZ4MXpFA4PLEyX8tINfNfci2s0LA_gtz474UpX8uoQb9HzQUm_0B0giCwEzOLOapvQxPoKVPnsY0c8gvvT20yMBsnvzEGKHgp30fTCMAl-w4R-d8JKcqs_jvKFZfI3r_aBB0KaZ_r1DXfBaIecYs https://lh6.googleusercontent.com/proxy/qA4WCX_byrnuy2Vz7WcHQO44vHxDJkBXHxCf7T3J-0t4n3X6gccPDp8QRKGLo7aIBzqfrg7j5goBrRX97JpAKDrrt6epqZNtTkF0FT32g6I18HnbbDvtBPh88cB9mMucDshTM6ZWLkmUfehXnyWfQdczpXjiRl0Jh7q6-s1zw8TUKrw0
50.33704,-4.11435,Military Stones,PPP-WD PFE 32 †War Department Boundary Stone,War Department,Bovisand Lodge Holiday ParkAt entrance to holiday park on south side of Bovisand Lane. †No public access but stone can be viewed from Bovisand Lane public footpath.†On east and south faces, W 'Broad arrow' D / No 32 †Incised,Description,https://lh3.googleusercontent.com/proxy/_dBkfEaHMOyPW-daZin3XLyeeLofag5LI3YX7VlHw5wg_ulwoKXfKD8N-s2CEM2UGwUTXrE-tQZY5Heo0JXXjQogspsqDTOG9t0ZU17mP9WOL5KEz_aYi4A3MFHf2oUQqptV512-NT2FG1z3IovU5PI0oTEaLrblEk97eD43p4VcaeP-I-q6 https://lh3.googleusercontent.com/proxy/H8EIvOoCP2sEQb1Z5SR30AH2_q2xeIATiryTqY6g1xVCH71SVpFWa81yeohMRc13oE3SrJz-XpFwK4GZ9Lt5ADzjA3B6eYTogckANUYlkNqUB0CAozdD8XhTkIRvDv6RtF415oHGB9fzuBSIxaBy131LAhtU8HuTwlmBHNBN5HapjuaS
50.33631,-4.11812,Military Stones,PPP-WD PFE 33 †War Department Boundary Stone,War Department,Bovisand LaneAmongst bushes on south side of Bovisand Lane. Approximately 100 metres from its west end. No public access but stone can be viewed from the public footpath.W 'Broad arrow' D / No 33 †Incised.Description, A Plymouth Forts East marker.,,https://lh3.googleusercontent.com/proxy/P1sKTjeuDprjTLXhyKZMu6Gs9tyP5PAahcFXzTi8s2ukEiH7TIN8MiIdEu4z6nfF9tBayPwh_iNTz0zbzmz2-APYVW6SYF1ot9glWBoNLQyIdaKWzmvgXjdCz4f0q0Pb1SeES7UtrRhT-6yOA78-2l2oiUhsiq5GAqb2EEXuFGVmGuoA https://lh4.googleusercontent.com/proxy/i76h8qAIl6l41zvQjUDRadcn3BODwiEICMDpk9pWhusuij-yQZFTE45GNc9glTvYJZxbXTXoimQXllRp_hjZ4z0OX5SxxTyzUfC-_T0djpu6fTWoCIDdnIP6TzfhGXwJyg4eO_5GGxjWF86-MNZ0GliKBueP19qNp_BZSYocyIA2t-b4
50.33589,-4.11927,Military Stones,PPP-WD PFE 34 †War Department Boundary Stone,War Department,Bovisand BeachOn shoreline at north end of former footpath.North face, W 'Broad arrow' D / No 34 East face and on top edge, 'Bench mark' † Incised.†Description,https://lh6.googleusercontent.com/proxy/Nnv9sdecgZTPX60-08lO7UvB-vQHfhx_0yFcLfAimDwzYE65vdhOaqHLXq__oKpS7iEVfcADSdCGNbYZSXUyvP8jlUXyfqiiMa2R_DfTikina5CK6FVlPoPJYl26sU3y2biAq0rPuZVpUO17N374kb8rYoVEeiHWoHrpSWxq69R11vfc https://lh5.googleusercontent.com/proxy/IjADZsk8ixAnnGQGNiKPS7_eiyporfE-Iqg54HfBiXRFp0YPzliQrwuTAYzm_DtuiUfh6WxH5ltEWkw6Pxi-glZkU-O_-2TE4rCMCNvAaHG-dLlgs7qXH2UmM2ytW6jxQu1hW5GjhQul3lEXydpZ7C72lv7WTdkv_yDAc81gaNEjJA-w https://lh6.googleusercontent.com/proxy/8ThEDqd9huR2dju1sOlNlnTKF1AgY0uOr8HdlC-6PDBcCT4sdHWM-IAPN89c4VnicYQvpiQQGWN9FQwjqLr8NwFFpgpp-trbdVo7EIOPVd77PP_e0Hmk3e020CWOLfezaRXBEdB4tIyyY0LcM4QDbRsQ9Ufqi532T6Fb5Wyw25FLHhqT
50.33485,-4.11958,Military Stones,PPP-WD PFE 37 †War Department Boundary Stone,War Department,Bovisand BeachNear bottom of steps on south side of path above south end of beach.Description,This stone together with two now missing War Department stones are not shown until 1951 map.Inscription†W 'Broad arrow' D / No 37 † Incised.Description,A Plymouth Forts East marker.,https://lh6.googleusercontent.com/proxy/hMlxcJY-aTW3VhM0w8lRgDLwX1JZYrxomY7dO5i4GazTmHjSCddQOXKDvciXHQeUI6KYnjGDEcPr7rNPw8FXMARVDMp8sU7jnrI2PwT7F9PV-tEgwd-5T4HRDKbFAxFMacjeWWudmP8MwnRxUTl-SeeIIVxP75S2hJX-EDwemfNY0Arj https://lh4.googleusercontent.com/proxy/o2OtCzGjlplXSc6F90KLZsq1H8onaECFsFqYywmALpRczOGMzaczLyh6hgMNLaxgH2UJFQSQ30fgQy76GCofdu6hSBjdhGOqCBK6CfTESG_UKWJHBh8OwqKy6eT_iv0Gb73wM5xU-4yl181ONyLz9-YiVpZ9zXaY35fTVjWChhuWtmfF
50.38573,-4.094553,Military Stones,PPP-WD PFN 1 †War Department Boundary Stone,War Department,"Crabtree, PlymouthAt end of wall.on north side of a short section of Plymouth Road at Crabtree, above and to north of the dual carriageway.†",W 'Broad arrow' D / N.1 † Incised.Description, A Plymouth Forts North marker.,https://lh6.googleusercontent.com/proxy/aDE5OgCuey2I3OYjedFwPrRndJEm4VFZN_Gq7Y508zC_U8UKFMoV3NYwAvLOg93wdGGn2DK2EJ4Bvq-z-jShBuIFO6SlRmhSGCqef7ERAHGIjf3uRUUEuJOYK5fFVIpWt3Utq3x-IYHNL9VfSVPKaga4SvqfAL3rslh_yDWWNMqtjvTR4w
50.389418,-4.089538,Military Stones,PPP-WD PFN 9 †War Department Boundary Stone,War Department,"Crabtree Close, PlymouthSet against wall of path on west side of Crabtree Close approx 20 metres north of Appleton Close. (presumed)",†? † Incised (presumed)Description,Presumed content of WD 'Broad arrow' and number appear to have been carefully obliterated. Interpretation,https://lh5.googleusercontent.com/proxy/N0wE2l3w8G3n4Ir5X8M__P6iwwI7fJxNH7Ve9cw5wi002JEJ7KJ8M3E1UmCSwRCnKU5YzO6OfChqfnIkIRJyEh1RPKb_jv1yflQBTxcvcv7fExlTzFGXBRywthuYRvnr4Y0G5nFRVbiM37gBaUeDe1nfftu73vcZDebm4e1UxoCerTzSlg
50.3914,-4.09639,Military Stones,PPP-WD PFN 17 †War Department Boundary Stone,War Department,Efford FortTo the north west of Efford Fort. Close to Information Board on north west side of footpath.,W 'Broad arrow' D / No 17 † Incised.Description," The ""o"" of 'No' is a full stop.Description",https://lh6.googleusercontent.com/proxy/iC1K0KRwsH3PAQnhgEuXhrXleSLawlTSpVL6QFAhJcmL3JZLpu4G4ctK82PrANbxl6Epmn0wEyXdgrYU57pshshVIdhKLrLbaRv_8NUZK8JcrjTa994Bt9cAiK1sDXzdtsN05SAhbHg0n0WFXa1m6HAk5XaqGL-ULIOoXYYK-CKeYf8vpA https://lh6.googleusercontent.com/proxy/YZq3lqhFIPVDGpAMkUMntur2lplO0o_xhGUs3FEXXWrYN-1evqJyuSesuWohoSfum_dpgio9nM1TzVBo3Lr8rooSDoYxKVTDo6ExV5K_J72kGv_BKBAlbAf_RxY8I4C8ewSkZQ0bYTaeHxErjF26krW0MRkHfNKUge7RNYe1-NeIrNo6yw
50.39118,-4.09582,Military Stones,PPP-WD PFN 18 †War Department Boundary Stone,War Department,Efford FortTo the north west of Efford Fort. In corner of 90 degree turn in boundary wall,†W 'Broad arrow' D / No 18 † Incised.Description," The ""o"" of 'No' is a full stop.Description",https://lh5.googleusercontent.com/proxy/UfMA2E4L-F2CzhHyJS_3WbWniDwhw6Q2k12rTLP62SKX4eDwts_exxUNVE2-ygHl2Tn0PPtsHfKfsoawSuc5CIqR_gLen-cK5LRlXByjw3MAWsT37FBgc2I6QzYAePQHApS0YBZfdXbXthsRW_33v7Da7m-zMvemGPleljW1BVjyI5EPzg https://lh3.googleusercontent.com/proxy/74BO5DzfecjFyjUnFoZS9VTwI9-nCEGvXfrTpmbf0LSOAJH9gKHEJG56BTDQF3yyOhu2I8K2vea2eEB_1Xytef1Al2z1dk10frmC70rknmOxuV2-jXpU4G3jz0pzNJF76Qq8wdzJNddaG0IhC-v1tpDEYgv6Uhbc0vkD5jb4ZEHUVsdilA
50.39103,-4.09828,Military Stones,PPP-WD PFN 20 †War Department Boundary Stone,War Department,"EffordMilitary Road, Efford. North of road on outer edge of hedge.",W 'Broad arrow' D / No 20 † Incised.Description, A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/JRFkNPm5DFMmgBB63j3lvLo2LLoc0CfgfmQAdQ7ayoEA53W6pacYni5F11eDYtBSrUPcooKGHSZ-yD7fhWUR01pNkgReIFkRUWd2_Pa8FanV3bPSpwFAVmQh2tcuVTEaDDYS1phzjYReSvFVsxRYi2RL-XMkiEzC682SOESBCJIOorwRlg https://lh4.googleusercontent.com/proxy/jW4bZvMm8szmstU1zgtDIYFBGKbUjEiIRC6Mn9tw1o2sY91j5wtGG7CUppsw3dH9pIjC8Ktq68SXhuJ9T94JKMZ8NJbUoV5wxVcoH2E3t9fMFU6E9XFN9jIAO3BYjAIu6i8LfTJIgbDfrCpxisrmP42AgcPKka7rgnVUtTAWhTsw-Vfe-Q
50.39267,-4.09972,Military Stones,PPP-WD PFN 22 †War Department Boundary Stone,War Department,Military RoadDeer Park emplacement area. North east side of Military Road. Over and below north east side of embankment.,†W 'Broad arrow' D / No 22 † † Incised.Description," The ""o"" of 'No' is a full stop.Description",https://lh3.googleusercontent.com/proxy/jktSgL4WC1pjRETge77N78KHOqOeO5FCeGsxTt96Huq-A8cqZt9WRzj12fwguaJ2bNbqECH1HP-SmJ_xkW4Y61EGWzHiz7vHntxr9P8X-cNZVzyLbJKWXQui4g-sDiizHpmeIuNNs_AyJVYp32xk9qy619zLvCf0g9Bw1P6h7IAnTgUybA https://lh4.googleusercontent.com/proxy/ZuwszCkQ7HsFTp-6aE3v1H3cY5vrxiICT4zH9xZ6YksOgRizN9xPnsHdMLU1vXaywxezfygAdQTok9DnQvrwkQB023uQ6hKJ-s9mCxK6Df5cGuUdZWdG4oLVROIGhnDeaDLmaNRAAw_y3SNlAPLmPqvm4iWnb-aiLxZpJ1oaYfuMUmFn-g
50.40002,-4.10024,Military Stones,PPP-WD PFN 28 †War Department Boundary Stone,War Department,Austin FortIn wooded area to west of Austin Fort. Stands next to fence post by footpath.,† W 'Broad arrow' D / No 28 †Incised.Description, A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/AvdgD6jZDEoulDrTOmbESZ2G32x69WvoyTmoZPbRPMLufhAVbU4e-Ke6gNwldeNtN5RbOlNba6_LBBAwJPXqaZptwFfH0uwSJLspntgDiKwc_hqQtmvL1ZHIfVjVYUEn0hWaf4PMBcq6v7GRC-qKXT0tNgV_lnFRqE8PAUIfatR1s6ap9g https://lh4.googleusercontent.com/proxy/0y8_OPhpTlIMTktZOLS199U9hZSwNaAYGmDj4QJVoW_YlWN5_46sWsl-Os-Aetgh2zWWJKi7irRv2li38IUDZmmbRup_4MW_Mhxbw5rlVWIbMsnKg61-Wuuvd-0YLLhrYeVgmB37inU2BsYczbAuHyVuNQaU-KfdMJGKDHgEJ_ObuOLpbQ
50.40068,-4.1021,Military Stones,PPP-WD PFN 29 †War Department Boundary Stone,War Department,Austin FortIn wooded area to the west of Austin Fort. Stands next to a fence post by footpath.,W 'Broad arrow' D / No 29 †Incised.Description,A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/i4PZkhVPier8HyxoxgwtU0RBbNia6unNl6DmD9KuNb6JSYi7xEGdlsNQV9YkPgfrzyuMCZ5IBdhI3L3qRUdTpnh5W6Z7j8yEMrfpqgrUC7ppOyXimY5LUlZJ7s4t6l8Yajc8sHP-QynyB4RevwJLUb8TXIq_8NnpR4gAzOdjP2YogUOE0Q https://lh6.googleusercontent.com/proxy/-dCJ2LmUd9sn1pDSiMuG8QsrOhPJb_Jbf4Nn_zScLx-1BZjrh9PUvRifX0reRc2dXuafKCzq2Q6uBsk95uejCVcxMlIhPwt0pWNRqAaMlGK5h-0j4tSc9pmhC9hZ6Mmi08_qhPMSzO97uB6jZ5BQBSJD4cSn4Bg-_SQbgkzMQKz5eJvROw
50.40134,-4.10288,Military Stones,PPP-WD PFN 30 †War Department Boundary Stone,War Department,"Austin FortIn wooded area west of Austin Fort. North west of stone PPP-WD PFN 29. Along fence line, close to a large tree.",W 'Broad arrow' D / No 30 † Incised.Description, A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/5usFSTD15nZn8CTW6vjN_1dmKvFdtjQeNVkioB2a-b50jVBSow5t_q1M_HdRTkDbTs0O2mAk-9GQOnMunqoiNcyOZffbIuVnE-RXG7kYtU5vlhTd5pCsBAzC_v8hPl8sz5_xfPxpBafArAEAqGQNRC7x9zpTa8bAwRmBocnVkp5159XhUw https://lh4.googleusercontent.com/proxy/qBLj0NkcGzBS3D4ifF_3kT41EyjGI-oUesvaEWtH159nadHDO8QSoUvQ_b5563YLOgE9mt0BBU_yaqFt-zj6B-0fdwDvF1yjdr0a5BhuNgNUxgMD7OtCUBbcg5KEuSeM8fkCbqSOXNrJ8oZJW6p6zEoYBJt_PV3V2ftpyrRXfdKyOGa27g
50.40563,-4.1086,Military Stones,PPP-WD PFN 34 †War Department Boundary Stone,War Department,Austin CrescentIn overgrown area to the rear of houses on north side of Austin Crescent.W 'Broad arrow' D / No 34 † Incised.Description, A Plymouth Forts North marker.†,,https://lh4.googleusercontent.com/proxy/n731KGFtdOig3thjBhU-BlKppDJwdYNGGfAcpUUOhXzNiA6nzm7hKTosT1sRm-1ByNpNjsH8tRLerYjA4hphHeVfkBReZ--_0zVx-PFVekHYn5QU-kfrs6Zsc-ODkr6Sq5jaywf2PxIubmf_mOOnAh7PHpkB9HItjKFIVM0SMZElookQqw https://lh6.googleusercontent.com/proxy/jF9ZMoO0dnZo6jSvLgmQxiFVaLY9QSHK6Kh1MBePLgHDB-defta0PmtJtEwYXlQC8dqRq7jAaZwXT4XaYqSPTlDeQbr9dmh2LfMo0kA7AnxdXo3hYD8OvQiMwItmDZdRKlfWPnOzOAg3Qoxvzr2YAHJG_XWGGZ4InByJ-HLn55-VMCrdPw
50.40557,-4.10881,Military Stones,PPP-WD PFN 35 †War Department Boundary Stone,War Department,Austin CrescentIn overgrown area to the rear of houses on north side of Austin Crescent.,W 'Broad arrow' D / No 35 † Incised.Description,A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/hwHkTIrYt5FGQTMmEUJ5Ga_kGN2-S0bdv2IdGMfCUjI7rieTkzpriISo9CXyaRO1o9F9UPeqxK1Qn_BxMSAA_s67IlFPA_i7q6H64Q_8D30063EX9St_A4kns9O53Ti6d1ei_h8FZcTa-PAbs3yPxFrU2O4WHQ5P-lPvYikVFNA8M7kdIw https://lh5.googleusercontent.com/proxy/FTGfYiRarAqsbd8GOmDARnQDr4gnmyBxmC8mtOK1udYMvNi4ZSKSVTV-pF7nX71jR084OCIyRcS-A-44iGjIJcMlnXGSdXxHiGyjxPYmqKQKFqKixK7FO1CZrn6vxTeUcxHA4Q54i0sH6h-k8nqh35o-GHzdUJGCbg0yx7oRtL3VO5sf3A
50.40619,-4.11267,Military Stones,PPP-WD PFN 39 †War Department Boundary Stone,War Department,"Forder Valley RoadNo public access. North west of Forder Valley road, along field boundary.",W 'Broad arrow' D / 39 † † Incised.Description, Inscription has suffered damage.Description,https://lh5.googleusercontent.com/proxy/fcj2M751x_taZ7MDkbbPZha7vk0m0Dv9XidIbtQN96LdL789yWgHc16M4Ggl2i4ZWOJLi63XQfah3OZ14fBbEITfuwnAnA454knyYCNGbgCopWstIA9bDw0Hc2s0IxXAyizb_6sR0A1qjcKGkq_wVqWFpZRyPE-1xt51DXHcaAV19Zld8g https://lh5.googleusercontent.com/proxy/s_3BYYVW4b1oETgs-LT9MX0VcTe21V6O9Ja7D9fLEOTV4l7qSP9LkCRtfw55RDdrSM1tqyB_i9xlQgEbK4nG9I33LnDjpsZUTLL3Md_GJMvqCsYh9mfdjK45ylPyEC9cFUi7x_xPaDyLrfuGo1bBhCrFOkIciYZMdC-xHUlaIOidPrgxqA
50.40639,-4.11361,Military Stones,PPP-WD PFN 40 †War Department Boundary Stone,War Department,"Forder Valley RoadNo public access. North west of Forder Valley Road, along field boundary.",W 'Broad arrow' D / No 40 † Incised.Description, Inscription difficult to read.Description,https://lh4.googleusercontent.com/proxy/hLjVHonsCRW_uHZFQt1GgDRwZABngrPTEE87zg1wpXzXxJzY8-1R-2Mjgd6iiV-LvwHgiHhs9BEmFovFCNUDHgXgoeiE-FbBW_nQ_Z-n5UGAe-OBJ8BJk7ZfN1dAra58-Q4raWQnzBhgi3x07AQMeXbyJJtnvhsTEfwkc8-IIy0fkO-GWw https://lh4.googleusercontent.com/proxy/0b-tYTMdXtseR3A6ZW6EFcEkeyX03GFRrJpxkZAcw0XL2jDSR8mBVflcob1m1DCwvrdJfrAtW2VT52Aq2_u8NvthZknW6zNlQJGBTUjxbuy5wWs1pRSQPUqj1BdIl_fxNrZuRS4xqagQZuZ2Hw-ll-izieplYAy6wJi_7_AXnS0vo4DSHQ
50.4064,-4.11387,Military Stones,PPP-WD PFN 41 †War Department Boundary Stone,War Department,†Forder Valley RoadNo public access. North west of †Forder Valley Road. At corner of a field boundary above stream.,W 'Broad arrow' D / No 41 † Incised.Description, A Plymouth Forts North marker.†,https://lh6.googleusercontent.com/proxy/CTJ5GWktohO92kFJ4on3KMrHYaQz-hc3vY8lsyVh2DffVyCCpIhjIKWGb-GAPnTDW6DbMtsmaIszvZfxRxXRytciKYPEhcZNs6o9lXt85AWCCatyk1DF4B6J4hsRxiWT-7ObmmaZQ6PhsMEmpYhrO8TZYxJfCqrsGN1uOSzcXRlQuN6puA https://lh3.googleusercontent.com/proxy/rhDP6b2LWW-Wiy4iZYOil0JHcUUATqzRherE2BZA6KThTcbAXioYzPwLftes0B7QJCjMSVhbJBOZfQYYJbEwua6uw3eAOqOAP-jrP9dNzl79v817W6aYUsOgW0W4zt5Y5psT6mCMCfAy0vHSBgIHB5piqnUl56taWf8ZC5qPEq5kxaklww
50.40703,-4.11364,Military Stones,PPP-WD PFN 42 †War Department Boundary Stone,War Department,"Forder ValleyNo public access. North side of stream, against bank in Forder Valley.(W) 'Broad arrow' D / No 42 † †Incised.Description"," 'W' is damaged. The ""o"" of 'No' is a dot..Description", A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/8Q_iP7KEytVYKCiB3kCMEf54V80v7-cIlhdMxs_TTlKabFxlzAKudiSX3VD_tNVDIK0LhkGJl650eMEdyRsQ0SK_YyEb33n3jLgRBaXH2SqoGO4JS05KHnaoBQWied4O2V1wEqvqYWu8dg76Lfq4TUcb49zPBjWH1pCNyYR3EijDqA7GKg https://lh3.googleusercontent.com/proxy/CCWVlRkmS5p0va4dJWGpz2BZuygiv4PHuYwfeR12kyYzBcZ-rL5umuxzLB9cEbrd_2TWoW7FaryHWTg-Lta5jb8RO2RJnRmavIP_btLfYoEGxzfvMmuDaXq-vs_N0pKAId0dTj6TpDXpXJdZtosrf8TjbGfmjcHT6xOc1_kvJR2PFTe41w
50.40738,-4.11858,Military Stones,PPP-WD PFN 44 †War Department Boundary Stone,War Department,Forder ValleyNo public access. North side of stream against bank in Forder Valley.,W 'Broad arrow' D / No 44 † Incised.Description," The ""o"" of 'No' is a dot..Description",https://lh6.googleusercontent.com/proxy/DRay90VhoW9cZUgqlGekq7_weyJujQgYO0nmIIymSgjV3Z6DhtRcvOQ0UNmi-89iG70BVx6GronE5S3Mh9omPZZzpxdxyXaI9cDmD_yQFSlRRnYu69qSEptbRCXXdcncJkUxRls_0f1-dIZgcRiocjyTU2bTZf9WhnSGxGw6KC7xqad-Aw https://lh3.googleusercontent.com/proxy/zt0Bu3_iJ78O3lRjW29tBsvdMu_Ts8AVJ5fgbo9HsAD2MAuN3a-9UIfnRJfYLqUlCbSPY7BuHEEV9iH8eYUI0iZFQICK6ztHhKELskmDrJeh6SeXhEMuTzN1LR5gfc2yXXZ1deartYbxwTJ_vorthTdJqPflx1bUizG3D7jFCNa3w4nCzQ
50.40736,-4.11896,Military Stones,PPP-WD PFN 45 †War Department Boundary Stone,War Department,Forder ValleyNo public access. North side of stream against bank in Forder Valley.,†W 'Broad arrow' D / No 45 †Incised.Description, Inscription defaced.Description,https://lh4.googleusercontent.com/proxy/iXzPp9zI7aN6DwH744_eWPM5p3Jo-Yh1BEgwCSEa3V4lwFJc1M1mbvYwAbAqIPnTy-t_GrFCTg4gK5RrS70kVBKstTU0h59fvNpNXTr2loZiliVf485O_m07QGCkqBrVmTsmz-TJUk6b6vI5YGgeBp71C8nfosH0e9T8wn_NnaEcFXyqTQ https://lh3.googleusercontent.com/proxy/2O1LwqABB1x0bYmMxBTisalYMTdI0zA3XNUQeMso8mGP2f6ITbJBYna4H35PSRoXNtn7YZop0B4SJht4d8pKLDTQFcoCk_pPGgaAWzn8wi20QwBuMyB0IyFPYMu6bpHIIADDX0dd6na12Lue_QwsKukdlneuam2MaJpArwp5PXJhqFyr9w
50.40593,-4.11894,Military Stones,PPP-WD PFN 46 †War Department Boundary Stone,War Department,Bowden BatteryNo public access. In field to the west of Bowden Battery. Deep in area of brambles.,W 'Broad arrow' D / No 46 † Incised.†Description, A Plymouth Forts North marker.†,https://lh5.googleusercontent.com/proxy/x101brpBQADOb4pYslJS0mXKFXoC34j2MozYyOz373XhFmQQBSNMOrb2rlWDLIcytj9OwlmJjjYliqjo1EN_0K22hoN2lrp-vFx2jzAUwhk0iEujDOE6CjX1mvefHdGrMrEg-DFnLM_n1PUskFKR_TvgVkGWR1udo1ajq3wn3gqP0rH3Iw
50.40646,-4.12428,Military Stones,PPP-WD PFN 48 †War Department Boundary Stone,War Department,Fort Austin AvenueNo public access. At the head of a spring in fields to the north of Fort Austin Avenue.,W 'Broad arrow' D / No 48 † Incised.Description,A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/8tKqbZlZsCNKKXKaOt4ChEjZ9yc6MgU81gepVZ7RIh25TsYITJFk8n4ERCXnQAwxvLswp6_boFxrneg20MthXj3N3acSMjYCsv7RENhOmlGWLA2SOo_s8i5Ec-fErd4GdDeCe1TfAkbOIG7i555s7qO4gpQzTVDtDSNe8oUPxmhOiM99Og https://lh6.googleusercontent.com/proxy/KZKpcHlU3_7nr548KFF0qdXjDYJREgiUe3EYEaZBsJ4fWmG8RikpRDTpIlRA4eVL9w7c0C6k6YdZYvQBajzLfZmb60020TUStW7B_03wZo2JRK0onfnZ93xxXgFYt9cH828NDgG-f-OwRwRC3VzvVgxb9ybs-Vt1LmfPmNvBYDSc2z7EtA
50.4118268,-4.129529,Military Stones,PPP-WD PFN 56 †War Department Boundary Stone,War Department,CrownhillInside south entrance to Crownhill Family Centre off Crownhill Fort Road by west side of Tavistock Road.,Front face, W 'Broad arrow' D / No 56 Top face,https://lh5.googleusercontent.com/proxy/inOI8xMD4ZcyEYUuyhS6xnw4jP0APrN_0e4QlkKA8IgqqpL3DI8w0DnSz76U5lHLoykJl_PYM2T3I_BiTT9j2vjqB73G8qpDOu6p2msaxFErtJPuw8dgmEjSh6lbslx4gYMbju3Lqb7zRGXtZFphLgIMUADY9S4xEbgotYE-QCChHI2NMQ https://lh6.googleusercontent.com/proxy/ZDSYY0jHYrf1ZUaSqvhHw_Kd4XLRnsRh100D1FgRfUzoC-2w1qp69mnytnVXyza0Dllussu2D7Hx8dH-3x9vkS1jHlJVo8_9ZjQ16bIIUwOCnQUAgxuzu2ntOgF27rxF3Qp4Z0ZpSDxSFR9sfQ2cQTFco4D1Oc7PYPk06ssxgDcJvrfRBA
50.41208,-4.12938,Military Stones,PPP-WD PFN 57 †War Department Boundary Stone,War Department,Crownhill FortHigh on bank in wooded area behind fencing at eastern perimeter of Crownhill Fort. Opposite houses dated 1929. On west side of A386.,W 'Broad arrow' D / No 57 † Incised.Description, A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/lNtr6zKOA9vXbeEANO4Vt2YjlFTB-0NXeQa5tKiMGOXD7n8JQ01g_yPfUFHndwEWdpvoB_yoKqFwC5evn40ai4PoZHxdI_8F3hjtwYs9qyq7QQkhVDZWgcQRRKUTVwGKk3j0mTFbMSgIGl_7asJU03nB20SHO3Sixq46A7pC1fk-CuVquA
50.4126267,-4.1285044,Military Stones,PPP-WD PFN 58 †War Department Boundary Stone,War Department,"Crownhill FortIn grass behind fence on eastern perimeter of Crownhill Fort. High on bank above path on west side of A386, opposite Seaton Pool bus shelter.†W 'Broad arrow' D / No 58 †Incised.Description",  A Plymouth Forts North marker.†,,https://lh5.googleusercontent.com/proxy/L_ZlgnFklVnmiS3LriDeI_Cy6FMZKFWPdaPccDZwK3lmn19lV5H258CRoYa9zsB_H37KoVSdEjVDOdkhIlQXNzSb_FoDLHjKhVCF7epeQ2z2cP1CUCtvJt2UifJbsA4sK_56F_T3Q1ZglDpBvCZwDvIrMpbmK01fsISLlJ0MV3FGPdGMuQ
