Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,21/10/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,100262-101 ,"£1,601.40",
DFID,DFID,30/10/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,100262-101 ,"£1,509.96",
DFID,DFID,30/10/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,100262-101 ,"£1,853.36",
DFID,DFID,21/10/2014,Hotels - Accommodation only ,Human Resources ,Recipient name withheld ,100266-101 ,£779.50,
DFID,DFID,07/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-101 ,"£282,712.17",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-101 ,"£8,617.82",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-101 ,"£221,452.34",
DFID,DFID,07/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-101 ,"£62,051.33",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Research and Evidence Division ,PRICEWATERHOUSECOOPERS ,200822-101 ,"£604,740.47",
DFID,DFID,27/10/2014,Air fares ,West and Southern Africa ,Foreign & Commonwealth Office ,201584-102 ,£552.83,
DFID,DFID,27/10/2014,Air fares ,West and Southern Africa ,Foreign & Commonwealth Office ,201584-102 ,£676.64,
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£81,029.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£81,029.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£176,791.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£81,029.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£81,029.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,201512-102 ,"£81,029.00",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£2,888.49",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£1,554.08",
DFID,DFID,30/10/2014,Air fares ,Group Operations ,Corporate Travel Provider ,201157-102 ,"£1,115.76",
DFID,DFID,30/10/2014,Air fares ,Group Operations ,Corporate Travel Provider ,201157-102 ,£584.68,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,550.09",
DFID,DFID,13/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£513.83,
DFID,DFID,13/10/2014,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£524.88,
DFID,DFID,21/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,010.34",
DFID,DFID,27/10/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£517.06,
DFID,DFID,27/10/2014,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£680.04,
DFID,DFID,22/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£6,330.49",
DFID,DFID,22/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£662.44,
DFID,DFID,22/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£4,069.60",
DFID,DFID,22/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£5,245.26",
DFID,DFID,23/10/2014,Recruitment costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,228.02",
DFID,DFID,22/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,808.71",
DFID,DFID,22/10/2014,Relocation costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,490.63",
DFID,DFID,22/10/2014,Conferences  Seminars & Meeting/Event Resource ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£528.00,
DFID,DFID,22/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£525.28,
DFID,DFID,27/10/2014,Telephone Usage & services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£680.04,
DFID,DFID,27/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£3,694.40",
DFID,DFID,27/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£5,079.80",
DFID,DFID,09/10/2014,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101604-101 ,"£2,503.73",
DFID,DFID,13/10/2014,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101604-101 ,"£2,101.36",
DFID,DFID,28/10/2014,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101604-101 ,"£1,001.01",
DFID,DFID,28/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,723.92",
DFID,DFID,28/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£534.09,
DFID,DFID,10/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£5,066.04",
DFID,DFID,10/10/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£806.34,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£26,720.85",Secure staff accommodation costs for 12 months rental period fo 2014/2015  -Burma
DFID,DFID,09/10/2014,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,208.07",
DFID,DFID,30/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£764.93,
DFID,DFID,08/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£10,049.37",
DFID,DFID,08/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£7,169.72",
DFID,DFID,08/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£647.35,
DFID,DFID,09/10/2014,Furniture & Fittings ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£514.74,
DFID,DFID,22/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£53,244.99",Secure staff accommodation costs for  12 months rental for period 0ctober 2014- September 2015 - Burma
DFID,DFID,20/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£660.70,
DFID,DFID,20/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£4,005.18",
DFID,DFID,20/10/2014,CPD Conferences ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,372.66",
DFID,DFID,20/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£5,066.04",
DFID,DFID,30/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£734.70,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£5,171.78",
DFID,DFID,28/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£4,157.74",
DFID,DFID,28/10/2014,CPD Conferences ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£693.56,
DFID,DFID,28/10/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£552.27,
DFID,DFID,28/10/2014,Medical/Health Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£4,181.29",
DFID,DFID,22/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£2,581.20",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,279.60",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£678.28,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£992.60,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£903.31,
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,174.32",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£7,802.34",
DFID,DFID,29/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£531.98,
DFID,DFID,17/10/2014,Office Equipment - Maintenance ,West and Southern Africa ,Electro Cool Sprl ,101610-101 ,£550.40,
DFID,DFID,17/10/2014,Office Equipment - Maintenance ,West and Southern Africa ,Electro Cool Sprl ,101610-101 ,"£1,638.84",
DFID,DFID,13/10/2014,Other passenger transport ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£587.51,
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£8,267.70",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£626.40,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,175.15",
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,"£2,452.00",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£7,802.35",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,114.64",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,197.12",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,114.64",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£9,906.04",
DFID,DFID,16/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,Save the Children Fund UK ,204351-101 ,"£1,526.85",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ATOS CONSULTING LIMITED ,200452-101 ,"£1,966.00",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ATOS CONSULTING LIMITED ,200452-101 ,"£428,264.73",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,TURNER & TOWNSEND ,100114-104 ,"£11,385.47",
DFID,DFID,27/10/2014,Recruitment costs ,Human Resources ,HM REVENUE AND CUSTOMS Acc No 12535645 ,100269-117 ,"£37,909.71",DFID Contribution to the HMG General Fast Stream Programme  for  2014/15  -3rd quarter payment 2014
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-102 ,"£10,887.11",
DFID,DFID,09/10/2014,Computer software maintenance ,Business Solutions Division Level ,VTEQ LIMITED ,200002-137 ,"£5,412.82",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,A.A Bromhead & Co ,100082-101 ,"£2,335.67",
DFID,DFID,28/10/2014,Facilities Management payments ,East and Central Africa ,PLUTO Investments Limited ,100234-101 ,£633.51,
DFID,DFID,22/10/2014,Medical/Health Services ,West and Southern Africa ,FLIMAS ,100256-101 ,£935.47,
DFID,DFID,14/10/2014,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200001-101 ,"£1,404.00",
DFID,DFID,13/10/2014,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200001-101 ,"£2,106.00",
DFID,DFID,09/10/2014,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200001-101 ,"£3,744.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-101 ,"£117,476.32",
DFID,DFID,09/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-101 ,"£109,038.54",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£106,966.56",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£286,764.30",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,International Finance Division ,Nathan Associates London Ltd ,114009-101 ,"£34,115.96",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-103 ,"£112,823.63",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-103 ,"£199,155.78",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-103 ,"£37,924.86",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-103 ,"£10,728.30",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,SIDBI MUMBAI ,114293-103 ,"£44,547.97",
DFID,DFID,09/10/2014,Aid Programme - Challenge Fund payments ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-102 ,"£378,513.65",
DFID,DFID,28/10/2014,Aid Programme - Challenge Fund payments ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-102 ,"£1,232,973.95",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,ADAM SMITH INTERNATIONAL  LTD ,114234-102 ,"£160,830.00",
DFID,DFID,28/10/2014,Research & Development costs ,Research and Evidence Division ,INSTITUTE OF DEVELOPMENT STUDIES ,201097-102 ,"£25,057.52",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL ,201139-101 ,"£262,466.42",
DFID,DFID,31/10/2014,Legal costs ,Human Resources ,TREASURY SOLICITORS CASH ACC ,100269-136 ,£855.60,
DFID,DFID,28/10/2014,Research & Development costs ,Research and Evidence Division ,INSTITUTE OF DEVELOPMENT STUDIES ,201097-101 ,"£17,724.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,201433-102 ,"£1,300,000.00",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,191.89",
DFID,DFID,28/10/2014,Contract Catering Services ,West and Southern Africa ,Recipient name withheld ,101622-101 ,"£1,303.42",
DFID,DFID,15/10/2014,Courier & Bag Services ,West and Southern Africa ,FCO SERVICES ,101622-101 ,"£11,991.28",
DFID,DFID,20/10/2014,Electricity ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,101635-101 ,£809.44,
DFID,DFID,28/10/2014,Facilities Management payments ,East and Central Africa ,PLUTO Investments Limited ,101635-101 ,"£1,286.21",
DFID,DFID,28/10/2014,Facilities Management payments ,East and Central Africa ,Nina Interiors ,101635-101 ,£569.52,
DFID,DFID,21/10/2014,Furniture & Fittings ,East and Central Africa ,Nina Interiors ,101635-101 ,£840.24,
DFID,DFID,13/10/2014,Secure Staff Accommodation ,East and Central Africa ,GOLF COURSE INVESTMENTS LTD ,101635-101 ,"£1,484.23",
DFID,DFID,09/10/2014,"Repairs, Maint, Alter - Cleaning Costs ",East and Central Africa ,Dream Clean Limited ,101635-101 ,£664.30,
DFID,DFID,09/10/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101635-101 ,"£12,801.48",
DFID,DFID,17/10/2014,Telephone Usage & services ,East and Central Africa ,MTN Uganda Ltd ,101635-101 ,£845.80,
DFID,DFID,14/10/2014,Vehicle Petrol & Oil ,East and Central Africa ,TOTAL Uganda Ltd ,101635-101 ,£598.88,
DFID,DFID,17/10/2014,Electricity ,East and Central Africa ,UMEME Ltd ,101635-101 ,£847.74,
DFID,DFID,22/10/2014,Office Supplies ,East and Central Africa ,Gulf Africa Limited ,101635-101 ,£948.52,
DFID,DFID,30/10/2014,Office Equipment - Purchases ,East and Central Africa ,KAZINGA CHANNEL ,101635-101 ,"£5,289.80",
DFID,DFID,02/10/2014,Facilities Management payments ,East and Central Africa ,FOOTSTEPS FURNITURE CO.LTD ,101635-101 ,£966.42,
DFID,DFID,13/10/2014,Facilities Management payments ,East and Central Africa ,THERMOCOOL UGANDA LIMITED ,101635-101 ,£658.26,
DFID,DFID,08/10/2014,Vehicle Hire Charges ,West and Southern Africa ,Chilu Transport Car Hire ,101637-101 ,£588.12,
DFID,DFID,30/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,West and Southern Africa ,Drake & Gorham ( Z) Ltd ,101637-101 ,£574.29,
DFID,DFID,22/10/2014,FCO shared service charges ,West and Southern Africa ,Victoria Dean Advocates ,101637-101 ,£628.62,
DFID,DFID,07/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Petliz Enterprise ,101637-101 ,"£1,960.40",
DFID,DFID,07/10/2014,FCO shared service charges ,West and Southern Africa ,Petliz Enterprise ,101637-101 ,£529.31,
DFID,DFID,22/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Electrical Techniques Limited ,101637-101 ,£694.25,
DFID,DFID,16/10/2014,Telephone Usage & services ,West and Southern Africa ,Zambia Telecommunications Co Ltd ,101637-101 ,£658.83,
DFID,DFID,23/10/2014,Contract & Agency Staff ,West and Southern Africa ,Casual Employees ,101637-101 ,"£1,900.12",
DFID,DFID,22/10/2014,Medical/Health Services ,West and Southern Africa ,FLIMAS ,101638-101 ,"£2,529.24",
DFID,DFID,07/10/2014,Air fares ,West and Southern Africa ,Premier Travel ,101638-101 ,"£1,110.70",
DFID,DFID,23/10/2014,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101638-101 ,"£9,013.73",
DFID,DFID,14/10/2014,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101638-101 ,"£7,994.90",
DFID,DFID,07/10/2014,Air fares ,West and Southern Africa ,Premier Travel ,101638-101 ,£555.35,
DFID,DFID,01/10/2014,Conferences  Seminars & Meeting/Event Resource ,West and Southern Africa ,Recipient name withheld ,101638-101 ,£602.77,
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents Bank ,200120-110 ,"£174,109.08",
DFID,DFID,30/10/2014,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,Ministry of Finance and Economic Development Sierra Leone ,201853-101 ,"£1,240,000.00",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Odete da Graca Semiao ,201791-103 ,"£4,059.96",
DFID,DFID,01/10/2014,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,National Directorate for Water Ministry of Public Work Mozambique ,201123-103 ,"£250,000.00",
DFID,DFID,02/10/2014,Training Providers/Facilitation Services ,Policy Division ,INSIGHTS LEARNING & DEVELOPMENT LTD ,100277-104 ,"£1,513.92",
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Crown Agents Bank ,202183-101 ,"£109,869.91",
DFID,DFID,17/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202190-105 ,"£5,755.00",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Crown Agents Bank ,202619-101 ,"£100,000.00",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-104 ,"£123,567.24",
DFID,DFID,17/10/2014,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202586-101 ,"£29,514.75",Cost of supply of fuel for generators for DFID HQ office & all secure staff accomodation in South Sudan for October
DFID,DFID,24/10/2014,Legal costs ,East and Central Africa ,Lomoro and Co ,202586-101 ,£811.99,
DFID,DFID,22/10/2014,other information and communication technologies ,East and Central Africa ,RCS - Radio & Satellite Communication ,202586-101 ,"£1,207.21",
DFID,DFID,10/10/2014,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum(SSP) ,202586-101 ,"£1,223.61",
DFID,DFID,02/10/2014,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202586-101 ,"£25,819.68",Cost of supply of fuel for generators in DFID HQ  office & all secure staff accommodation residences in South Sudan for October 2014
DFID,DFID,02/10/2014,other information and communication technologies ,East and Central Africa ,RCS - Radio & Satellite Communication ,202586-101 ,"£1,199.11",
DFID,DFID,29/10/2014,Training - Course Fees ,Finance and Corporate Performance Division ,BPP Professional Education Ltd ,100008-104 ,"£1,380.02",
DFID,DFID,27/10/2014,Research & Development costs ,Research and Evidence Division ,CENTRE FOR ECONOMIC POLICY RESEARCH ,202835-101 ,"£154,330.58",
DFID,DFID,27/10/2014,Research & Development costs ,Research and Evidence Division ,CENTRE FOR ECONOMIC POLICY RESEARCH ,202835-101 ,"£237,821.00",
DFID,DFID,27/10/2014,Research & Development costs ,Research and Evidence Division ,CENTRE FOR ECONOMIC POLICY RESEARCH ,202835-101 ,"£144,306.10",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Isobel Birch ,202619-106 ,"£4,725.00",
DFID,DFID,23/10/2014,Aid Programme - Trust Funds contributions ,Policy Division ,IBRD (HSBC)  C/O THE WORLD BANK ,203013-101 ,"£1,000,000.00",
DFID,DFID,24/10/2014,Hostile Environment Training ,Middle East  Humanitarian & Security Division ,Pilgrims Group ,100303-101 ,£638.47,
DFID,DFID,30/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,IBRD HSBC T ,203054-101 ,"£735,000.00",
DFID,DFID,27/10/2014,Research & Development costs ,Research and Evidence Division ,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,201006-101 ,"£226,298.60",
DFID,DFID,09/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-105 ,"£2,820.50",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-105 ,"£6,462.50",
DFID,DFID,29/10/2014,Aid Programme - Trust Funds contributions ,Middle East  Humanitarian & Security Division ,UNDP (USD) ACCOUNT ,203607-102 ,"£1,000,000.00",
DFID,DFID,07/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Wood lands Guest Lodge ,100256-105 ,£556.59,
DFID,DFID,17/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-103 ,£821.30,
DFID,DFID,23/10/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-103 ,£820.59,
DFID,DFID,02/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-103 ,£503.51,
DFID,DFID,17/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-103 ,£924.49,
DFID,DFID,09/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-104 ,£616.33,
DFID,DFID,23/10/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-104 ,£523.28,
DFID,DFID,30/10/2014,Aid Programme - Core contributions ,International Relations Division ,TheQueen Elizabeth Diamond Jubilee Trust ,203754-101 ,"£6,700,000.00",
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,241.86",
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£3,685.25",
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,£580.80,
DFID,DFID,01/10/2014,FCO shared service charges ,Group Operations ,FCO SERVICES ,203717-101 ,"£1,042.13",
DFID,DFID,29/10/2014,FCO shared service charges ,Group Operations ,FCO SERVICES ,203717-101 ,£737.10,
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,£605.00,
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,293.30",
DFID,DFID,29/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,£531.25,
DFID,DFID,23/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,655.50",
DFID,DFID,27/10/2014,Air fares ,Research and Evidence Division ,Bon Voyage Travel Centre Ltd(USD) ,203874-102 ,£749.53,
DFID,DFID,13/10/2014,Air fares ,Research and Evidence Division ,Bon Voyage Travel Centre Ltd(USD) ,203874-102 ,£782.31,
DFID,DFID,10/10/2014,Air fares ,Research and Evidence Division ,Bon Voyage Travel Centre Ltd(USD) ,203874-102 ,£831.79,
