Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2009,GOWTAGE-SEQUERA S; Paterson A; Lyashchenko KP; Lesellier S; CHAMBERS MA,Evaluation of the CervidTB STAT-PAK for the detection of Mycobacterium bovis infection in wild deer in Great Britain.,Clinical and Vaccine Immunology 16 (10) 1449-1452,Periodical article,"Chembio Diagnostic Systems Inc, Medford, New York, USA.",BACTERIOLOGY,DEER,Tuberculosis; Bovine tuberculosis,,
2009,Gresham A,Scrapie in sheep and goats.,Proceedings of the Sheep Veterinary Society (32) 111-114,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,SHEEP; GOATS,,,
2009,Gresham A,TSEs in goats - an update on surveillance and controls.,Goat Veterinary Society Journal (25) 3-9,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Transmissible spongiform encephalopathies,,
2009,Gubbins S; COOK CJ; HYDER K; Boulton K; Davis C; Thomas E; Haresign W; Bishop SC; Villanueva B; EGLIN RD,Associations between lamb survival and prion protein genotype: analysis of data for ten sheep breeds in Great Britain.,BMC Veterinary Research 5:3,Periodical article,"Institute for Animal Health, Pirbright Laboratory, Ash Road, Pirbright, Surrey.  
Meat and Livestock Commission, 
Winterhill House, Snowdon Drive, Milton Keynes, MK6 1AX. 
Innovis Ltd, Peithyll Centre, Capel Dewi, Aberystwyth, Ceredigon, SY23 3HU. 
Institute of Biological, Environmental and Rural Sciences, Aberystwyth University, Llanbadarn Campus, Aberystwyth, Ceredigon, SY23 3AL. 
The Roslin Institute and R(D)SVS, University of Edinburgh, Roslin BioCentre, Roslin, Midlothian, EH25 9PS. 
Scottish Agricultural College, West Mains Road, Edinburgh, EH9 3JG.",SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Transmissible spongiform encephalopathies; Prions,http://www.biomedcentral.com/content/pdf/1746-6148-5-3.pdf,
2009,Gurrala R; DASTJERDI A; JOHNSON N; NUNEZ-GARCIA J; GRIERSON S; STEINBACH F; BANKS M,Development of a DNA microarray for simultaneous detection and genotyping of lyssaviruses.,Virus Research 144 (1-2) 202-208,Periodical article,"Division of Microbial Sciences, Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey, GU2 7XH.",VIROLOGY,GENERAL,Rabies,http://dx.doi.org/10.1016/j.virusres.2009.04.028,
2009,Hanlon N; COLDHAM N; GIELBERT A; SAUER MJ; Ioannides C,Repeated intake of broccoli does not lead to higher plasma levels of sulforaphane in human volunteers.,Cancer Letters 284 (1) 15-20,Periodical article,"Molecular Toxicology Group, Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey GU2 7XH.",MISCELLANEOUS,GENERAL,Food safety,,
2009,Hanlon N; COLDHAM N; SAUER MJ; Ioannides C,Modulation of rat pulmonary carcinogen-metabolising enzyme systems by the isothiocyanates erucin and sulforaphane.,Chemico-Biological Interactions 177 (2) 115-120,Periodical article,"Centre of Toxicology, Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey GU2 7XH.",MISCELLANEOUS,GENERAL,Food safety,,
2009,Hanlon N; Poynton CL; COLDHAM N; SAUER MJ; Ioannides C,The aliphatic isothiocyanates erucin and sulforaphane do not effectively up-regulate NAD(P)H:quinone oxidoreductase (NQO1) in human liver compared with rat.,Molecular Nutrition and Food Research 53(7) 836-844,Periodical article,"Centre for Toxicology, Faculty of Health and Medical Sciences, University of Surrey, Guildford, Surrey.",MISCELLANEOUS,LABORATORY ANIMALS,FOOD SAFETY; Chemoprevention,,
2009,HARRIS SL; Aegerter JN; BROOKES SM; MCELHINNEY LM; Jones G; Smith GC; FOOKS AR,Targeted surveillance for European bat lyssaviruses in English bats (2003-06).,Journal of Wildlife Diseases 45 (4) 1030-1041,Periodical article,"School of Biological Sciences, University of Bristol, Woodland Road, Bristol, BS8 1UG. 
The Food and Environment Research Agency, Sand Hutton, York, YO41 1LZ.",VIROLOGY,WILDLIFE AND PESTS,Rabies,http://www.jwildlifedis.org/cgi/reprint/45/4/1030,
2009,HARWOOD D,The differences and similarities between diseases of sheep and goats.,Goat Veterinary Society Journal (25) 37-40,Periodical article,,MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,"SHEEP AND GOATS, DISEASES AND CONDITIONS; Goats; Clostridium perfringens; Bluetongue",,
2009,HARWOOD D,The differences and similarities between diseases of sheep and goats.,Proceedings of the Sheep Veterinary Society (32) 55-58,Conference proceedings,,MISCELLANEOUS,SHEEP; GOATS,"SHEEP AND GOATS, DISEASES AND CONDITIONS; Sheep; Goats; Bluetongue; Lameness; Clostridium perfingens; Chlamydial abortion; Toxoplasma",,
2009,HARWOOD D,Goats in the world livestock scene.,Goat Veterinary Society Journal (25) 41-42,Periodical article,,MISCELLANEOUS,GOATS,GOATS,,
2009,HARWOOD D,Goats in the world livestock scene.,Proceedings of the Sheep Veterinary Society (32) 95-96,Conference proceedings,,MISCELLANEOUS,GOATS,Goats,,
2009,HARWOOD D,An outbreak of septic pedal arthritis in a commercial dairy goat herd.,UK Vet 14 (8) 43-44,Periodical article,,ANIMAL HUSBANDRY AND WELFARE,GOATS,Animal health and welfare; Goats,,
2009,HARWOOD D,Varied Goat Veterinary Society programme enthrals mixed audience of vets and keepers.,"Veterinary Times 6 July, 32-33",Periodical article,,IN THE NEWS THIS WEEK...,WILDLIFE AND PESTS,Miscellaneous; Animal welfare; Tuberculosis; Disease surveillance,,
2009,HARWOOD D; MURPHY A; Kelly E; Rizvi S; Fitzgerald J,Managing chronically mastitic cows (letter).,Veterinary Record 164 (13) 407,Periodical article,"Veterinary Medicines Directorate, Woodham Lane, Addlestone, Surrey KT15 3LS.",ANIMAL HUSBANDRY AND WELFARE,CATTLE AND RUMINANTS IN GENERAL,Animal welfare; Mastitis,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/13/407-a,
2009,HARWOOD DG; Griffiths WH; BRADSHAW JM; Gilbert T,Uterine endometrial carcinoma associated with dystocia in a captive scimitar-horned oryx (Oryx dammah).,Veterinary Record 164 (21) 661-662,Periodical article,"Liphook Equine Hospital, Forest Mere, Liphook, Hampshire GU30 7JG. 
Marwell Preservation Trust, Colden Common, Winchester SO21 1JH.",MISCELLANEOUS,WILDLIFE AND PESTS,Miscellaneous; Zoo animals,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/21/661,
2009,HATELEY G,Bluetongue in northern Europe: the story so far.,In Practice 31 (5) 202-209,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,VIRUS DISEASES,http://inpractice.bvapublications.com/cgi/reprint/31/5/202,
2009,HATELEY GO,Suspected hereditary kyphosis and lordosis in Swaledale sheep (letter).,Veterinary Record 165 (17) 512,Periodical article,,MISCELLANEOUS,SHEEP,Sheep,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/17/512,
2009,HATELEY GO; ELLIS-IVERSEN J; ROBERTSON SI; WATKINS GH; MONIES RJ,VLA Herdsure Cattle Health Improvement Service: an all-round approach.,Cattle Practice 17 (2) 169-172,Periodical article,,ANIMAL HUSBANDRY AND WELFARE,CATTLE AND RUMINANTS IN GENERAL,Animal health and welfare,,
2009,Havelaar AH; Pelt W van; Ang W; Wagenaar JA; Putten JPM van; Gross U; NEWELL DG,Immunity to campylobacter: its role in risk assessment and epidemiology.,Critical Reviews in Microbiology 35 (1) 1-22,Periodical article,"Centre for Infectious Diseases Control Netherlands, National Institute for Public Health and the Environment, PO Box 1, 3720 BA Bilthoven, the Netherlands. 
Division Veterinary Public Health, Institute for Risk Assessment Sciences, Utrecht University, PO Box 80175, 3508 TD Utrecht, the Netherlands. 
Department of Medical Microbiology and Infection Control, Free University Medical Centre, P.O. Box 7057, 1007 MB Amsterdam, the Netherlands. 
Department of Infectious Diseases and Immunology, Faculty of Veterinary Medicine, Utrecht University, PO Box 80163, 3508 TD Utrecht, the Netherlands. 
Institute of Medical Microbiology, University of Gottingen, D-37075 Gottingen, Germany. 
Central Veterinary Institute, PO Box 65, 8200 AB Lelystad, the Netherlands.",BACTERIOLOGY,GENERAL,Campylobacter,,
2009,HESTERBERG U; HARRIS K; Stroud D; Gubert V; Busani L; Pittman M; Piazza V; COOK A; BROWN I,Avian influenza surveillance in wild birds in the European Union in 2006.,Influenza and Other Respiratory Viruses 3 (1) 1-14,Periodical article,"UK Joint Nature Conservation Committee, Peterborough. 
Instituto Nazionale Fauna Selvatica, Bologna, Italy. 
Instituto Zooprofilattico Sperimentale (IZS) delle Venezie, Padova, Italy. 
European Commission, Brussels, Belgium.",VIROLOGY,POULTRY AND OTHER BIRDS,Avian influenza,,
2009,HICKS DJ; NUNEZ A; HEALY DM; BROOKES SM; JOHNSON N; FOOKS AR,Comparative pathological study of the murine brain after experimental infection with classical rabies virus and European bat lyssaviruses.,Journal of Comparative Pathology 140 (2-3) 113-126,Periodical article,,VIROLOGY,LABORATORY ANIMALS,Rabies; Mice,http://dx.doi.org/10.1016/j.jcpa.2008.09.001,
2009,Hoffmann B; Beer M; Reid SM; Mertens P; Oura CAL; Rijn PA van; SLOMKA MJ; BANKS J; BROWN IH; ALEXANDER DJ; King DP,A review of RT-PCR technologies used in veterinary virology and disease control: sensitive and specific diagnosis of five livestock diseases notifiable to the World Organisation for Animal Health.,Veterinary Microbiology 139 (1-2) 1-23,Periodical article,"Institute of Diagnostic Virology, Friedrich-Loeffler-Institut, Sudufer 10, D-17493 Greifswald-Insel Riems, Germany. 
Institute for Animal Health, Ash Road, Pirbright, Surrey GU24 0NF. 
Central Veterinary Institute of Wageningen University Research Center (CVI-Lelystad), P.O. Box 2004, 8203 AA Lelystad, The Netherlands.",VIROLOGY,DIAGNOSTIC TECHNIQUES,Diagnostic techniques; Avian influenza; Swine influenza; Newcastle disease,http://dx.doi.org/10.1016/j.vetmic.2009.04.034,
2009,HOGG R,Botulism update and historical review.,Government Veterinary Journal 20 (1) 5-13,Periodical article,,BACTERIOLOGY,GENERAL,Food safety,http://www.defra.gov.uk/gvs/publications/gvj/pdf/gvj-vol2001.pdf,
2009,HOGG R; Pearson A,Streptococcus gallolyticus subspecies gallolyticus infection in ducklings (letter).,Veterinary Record 165 (10) 297-298,Periodical article,"Lanes Vet Group, Green Lane Veterinary Centre, Leachfield Estate, Green Lane West, Cabus, Garstang, Preston, Lancashire PR3 1PR.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Poultry; Streptococcus,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/10/297-a,
2009,HOGG R; WESSELS M; Quayle J,Clostridial myocarditis in a scimitar-horned oryx (letter).,Veterinary Record 165 (12) 356,Periodical article,"Rose Cottage Veterinary Centre, Chester Road, Sutton Weaver, Runcorn, Cheshire WA7 3EQ.",BACTERIOLOGY,OTHER ANIMALS,MISCELLANEOUS; Clostridium; Zoo animals,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/12/356,
2009,HOGG RA; HOLMES JP; Ghebrehewet S; Elders K; Hart J; Whiteside C; Willshaw GA; Cheasty T; KAY A; LYNCH K; PRITCHARD GC,Probable zoonotic transmission of verocytotoxigenic Escherichia coli O157 by dogs.,Veterinary Record 164 (10) 304-305,Periodical article,"Cheshire and Merseyside Health Protection Unit, Chester Microbiology Laboratory, Countess of Chester Health Park, Liverpool Road, Chester CH2 1UL. 
North Wales Health Protection Team, National Public Health Service, Preswylfa, Hendy Road, Mold CH7 1PZ. 
Laboratory of Enteric Pathogens, Centre for Infections, HPA, 61 Colindale Avenue, London NW9 5HT. ",BACTERIOLOGY,OTHER ANIMALS,Escherichia coli; Dogs; Zoonoses,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/10/304,
2009,HOGG RA; WESSELS J; Hart J; Efstratiou A; De Zoysa A; Mann G; Allen T; PRITCHARD GC,Possible zoonotic transmission of toxigenic Corynebacterium ulcerans from companion animals in a human case of fatal diphtheria.,Veterinary Record 165 (23) 691-692,Periodical article,"North Wales Health Protection Team, National Public Health Service for Wales, Preswylfa, Hendy Road, Mold, Flintshire CH7 1PZ. 
WHO Collaborating Centre for Diphtheria and Streptococcal Infections, Respiratory and Systemic Infections Department, Health Protection Agency Centre for Infections, 61 Colindale Avenue, London NW9 5HT. 
Food and Environmental Microbiology Services North West, Preston Microbiology Services, Royal Preston Hospital, Sharoe Green Lane, Preston PR2 9HT.",BACTERIOLOGY,OTHER ANIMALS,Miscellaneous; Zoonoses,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/23/691,
2009,HOINVILLE L; Tomley F; WOOTTON L; COOK A,New approaches to surveillance.,Veterinary Record 164 (4) 413-414,Periodical article,,MISCELLANEOUS,DISEASES,Surveillance; Foot and mouth disease; Scrapie,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/14/413,
2009,HOLLIMAN A,Neonatal enteritis in goat kids.,Goat Veterinary Society Journal (25) 89-93,Periodical article,,MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Goats; Enteroviruses; Cyptosporidium; Giardia; Salmonella; Clostridium perfringens; Escherichia coli,,
2009,HOLLIMAN A,Neonatal enteritis in goat kids.,Proceedings of the Sheep Veterinary Society (32) 127-130,Conference proceedings,,MISCELLANEOUS,GOATS,Goats; Crytosporidium; Giardia; Escherichia coli; Salmonella; Clostridium perfingens,,
2009,HOPE J,Eradicating scrapie.,Epidemiology and Infection 137 (6) 792-793,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie,http://dx.doi.org/10.1017/S0950268809002350,
2009,HORTON DL; VOLLER K; HAXTON B; JOHNSON N; LEECH S; GODDARD T; WILSON C; MCELHINNEY LM; FOOKS AR,European bat lyssavirus type 2 in a Daubenton's bat in Scotland (letter).,Veterinary Record 165 (13) 383-384,Periodical article,,VIROLOGY,WILDLIFE AND PESTS,Rabies,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/13/383,
2009,Huehn S; Helmuth R; Bunge C; Guerra B; Junker E; DAVIES RH; Wattiau P; Pelt W van; Malorny B,Characterization of pathogenic and resistant genome repertoire reveals two clonal lines in Salmonella enterica subsp. enterica serovar Paratyphi B (+)-tartrate positive.,Foodborne Pathogens and Disease 6 (4) 431-443,Periodical article,"Federal Institute for Risk Assessment, Germany. 
Department of Bacterial Diseases, Veterinary and Agro-chemical Research Centre (VAR), Brussels, Belgium. 
Centre for Infectious Disease Control, National Institute of Public Health and the Environment, Bilthoven, The Netherlands.",BACTERIOLOGY,GENERAL,Salmonella,,
2009,HUTCHINSON JP; Carson AJ; Proctor P,Predator attacks on sheep in Northumberland (letter).,Veterinary Record 164 (26) 820,Periodical article,"Animal Health, Cumbria Area Office, Hadrian House, Wavell Drive, Rosehill Industrial Estate, Carlisle CA1 2TB. 
Bearl Equine, Bearl Farm, Bywell Stocksfield, Northumberland NE43 7AJ.",MISCELLANEOUS,SHEEP,Sheep,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/26/820,
2009,Huxley JN; Lloyd EL; Parker CS; Woolf JR; STRUGNELL BW,Congenital erythropoietic porphyria in a longhorn calf.,Veterinary Record 165 (23) 694-695,Periodical article,"School of Veterinary Medicine and Science, University of Nottingham, Sutton Bonington Campus, Loughborough, Leicestershire LE12 5RD. 
Scarsdale Veterinary Group, Markeaton Lane, Derby DE22 5NH. 
Cardiff Porphyria Service, Department of Medical Biochemistry and Immunology, University Hospital of Wales, Heath Park, Cardiff CF14 4XW.",MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Cattle,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/23/694,
2009,Iqbal M; Xiao H; Baillie G; Warry A; ESSEN SC; LONDT B; BROOKES SM; BROWN IH; McCauley JW,Within-host variation of avian influenza viruses.,Philosophical Transactions of the Royal Society B - Biological Sciences 364 (1530) 2739-2747,Periodical article,,VIROLOGY,POULTRY AND OTHER BIRDS,Influenza,http://dx.doi.org/doi:10.1098/rstb.2009.0088,
2009,IRVINE R; BANKS J; CEERAZ V; COX B; BROWN I,International H5N1 HPAI events: a summary.,"Newsletter of the Wildlife Disease Association January, 16-17",Periodical article,,VIROLOGY,POULTRY AND OTHER BIRDS,Avian influenza,http://www.wildlifedisease.org/wda/Portals/0/WDANewsletterJanuary2009.pdf,
2009,IRVINE R; BROWN I,Novel H1N1 influenza in people: global spread from an animal source?,Veterinary Record 164 (19) 577-578,Periodical article,,VIROLOGY,GENERAL,Influenza: Swine influenza,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/19/577,
2009,IRVINE RM; ALDOUS EW; MANVELL RJ; COX WJ; CEERAZ V; FULLER CM; WOOD AM; Milne JC; Wilson M; Hepple RG; Hurst A; Sharpe CE; ALEXANDER DJ; BROWN IH,Outbreak of Newcastle disease due to pigeon paramyxovirus type 1 in grey partridges (Perdix perdix) in Scotland in October 2006.,Veterinary Record 165 (18) 531-535,Periodical article,"Scottish Government, Veterinary Division, Pentland House, 47 Robb's Loan, Edinburgh EH14 1TY. ",VIROLOGY,POULTRY AND OTHER BIRDS,Newcastle disease,http://veterinaryrecord.bvapublications.com/cgi/reprint/165/18/531,
2009,JECKEL S; Williams CL,Subclinical cryptosporidium species infection in lambs (letter).,Veterinary Record 164 (6) 186-187,Periodical article,"Royal Veterinary College, Hawkshead Lane, North Mymms, Hertfordshire AL9 7TA.",PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,Sheep; Cryptosporidium,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/6/186-a,
2009,JEFFERY M; GOODSIR C; MCGOVERN G; Barmada SJ; Medrano AZ; Harris DA,"Prion protein with an insertional mutation accumulates on axonal and dendritic plasmalemma, and is associated with distinctive ultrastructural changes.",American Journal of Pathology 75 (3) 1208-1217,Periodical article,"Department of Cell Biology and Physiology, Washington University School of Medicine, St Louis, Missouri, USA.",SPONGIFORM ENCEPHALOPATHIES,GENERAL,Transmissible spongiform encephalopathy,,
2009,JEFFREY M; MCGOVERN G; GOODSIR CM; GONZALEZ L,Strain-associated variations in abnormal PrP trafficking of sheep scrapie.,Brain Pathology 19 (1) 1-11,Periodical article,,SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Scrapie,http://dx.doi.org/10.1111/j.1750-3639.2008.00150.x,
2009,Jenner DC; Dassa E; WHATMORE AM; Atkins HS,ATP-binding cassette systems of Brucella.,Comparative and Functional Genomics 2009:354649,Periodical article,"Department of Biomedical Sciences, Defence Science and Technology Laboratory, Porton Down, Salisbury, Wiltshire SP4 0JQ. 
Department de Microbiologie, Institut Pasteur, 25 rue Dr Roux, 75724 Paris Cedex 15, France.",BACTERIOLOGY,GENERAL,Brucella,http://dx.doi.org/doi:10.1155/2009/354649,
2009,JONES JR; MITCHELL ESE; Redman E; Gilleard JS,Toxocara vitulorum infection in a cattle herd in the UK.,Veterinary Record 164 (6) 171-172,Periodical article,"Division of Infection and Immunity, Institute of Comparative Medicine, Faculty of Veterinary Medicine, University of Glasgow, Bearsden Road, Glasgow G61 1QH. ",PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,Cattle; Parasites,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/6/171,
2009,Jones M; Wight D; Barron R; JEFFREY M; Manson J; Prowse C; Ironside JW; Head MW,Molecular model of prion transmission to humans.,Emerging Infectious Diseases 15 (12) 2013-2016,Periodical article,"University of Edinburgh, Edinburgh, Scotland.
Scottish National Blood Transfusion Service, Edinburgh.",SPONGIFORM ENCEPHALOPATHIES,OTHER ANIMALS,Prions Disease transmission,http://dx.doi.org/10.3201/eid1512.090194,
2009,KELLY L; Murchie L; Bin Xia; Whyte P; Madden RH,Probabilistic model for contamination of egg dishes with salmonella spp. made from shell eggs produced on the island of Ireland.,International Journal of Food Microbiology 135 (3) 187–192,Periodical article,"Science Department, Queen's University of Belfast, Belfast, BT9 5PX. 
for Food Safety, School of Agriculture, Food Science and Veterinary Medicine, University College Dublin, Dublin, Ireland. 
Microbiology Branch, Agri-Food and Biosciences Institute, Belfast, BT9 5PX.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Salmonella,,
2009,Kittelberger R; Mars J; WIBBERLEY G; Sting R; Henning K; Horner GW; Garnett KM; Hannah MJ; Jenner JA; Pigott CJ; O'Keefe JS,Comparison of the Q-fever complement fixation test and two commercial enzyme-linked immunosorbent assays for the detection of serum antibodies against Coxiella burnetii (Q-fever) in ruminants: recommendations for use of serological tests on imported animals in New Zealand.,New Zealand Veterinary Journal 57 (5) 262-268,Periodical article,"Investigation and Diagnostic Centre Wallaceville, Biosecurity New Zealand, Ministry of Agriculture and Forestry, PO Box 40742, Upper Hutt 5140, New Zealand. 
Department of Diagnostic Research and Epidemiology, Animal Health Service, PO Box 9, 7400 AA Deventer, The Netherlands. 
Chemisches und Veterinaruntersuchungsamt Stuttgart, Postfach 1206, 70702 Fellbach, Germany. 
Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Seestrasse 55, D-16868 Wusterhausen, Germany. 
Tropical and Aquatic Animal Health Laboratory, Biosecurity Queensland, Queensland Primary Industries and Fisheries, PO Box 1085, Townsville 4810, Queensland, Australia. 
MAF Biosecurity New Zealand, Post Border, PO Box 2526, Wellington 6140, New Zealand.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL; SHEEP; GOATS,DIAGNOSTICS; Coxiella; Q fever,,
2009,Knobloch H; Kohler H; COMMANDER N; Reinhold P; Turner C; CHAMBERS M,Volatile organic compound (VOC) analysis for disease detection: proof of principle for field studies detecting paratuberculosis and brucellosis.,"Proceedings of the 13th International Symposium on Olfaction and Electronic Nose, Brescia (Italy), 15–17 April 2009, American Institute of Physics Conference Proceedings 1137 (1) 195-197",Conference proceedings,"Cranfield University, Cranfield Health. 
Institute of Molecular Pathogenesis, Friedrich-Loeffler-Institut, Jena, Germany.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Brucella,,
2009,Knobloch H; Turner C; Spooner A; CHAMBERS M,Methodological variation in headspace analysis of liquid samples using electronic nose.,Sensors and Actuators B: Chemical 139 (2) 353-360,Periodical article,"Cranfield Health, Cranfield University, Cranfield, Bedfordshire MK43 0AL.",MISCELLANEOUS,GENERAL,Diagnostics; Sampling,,
2009,KONOLD T; BONE G; ORTIZ-PELAEZ A; Tortosa R; CLIFFORD D; DEXTER G; SIMMONS MM; SPIROPOULOS J; Berthelin-Baker CF,Associations of clinical signs and prion protein genotypes in British sheep with scrapie.,Deutsche Tierarztliche Wochenschrift 116 (11) 380-388,Periodical article,"Department of Animal Medicine and Surgery, Veterinary Faculty, Universitat Autonoma de Barcelona, Bellaterra (Cardanyola del Valles), Barcelona, Spain. 
All Animals Neurology and Neurosurgery, 2090 Dunwoody Club Drive, Atlanta, USA. ",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie,,
2009,KONOLD T; SPIROPOULOS J; CHAPLIN MJ; THORNE L; SPENCER YI; WELLS GAH; HAWKINS SAC,Transmissibility studies of vacuolar changes in the rostral colliculus of pigs.,BMC Veterinary Research 5:35,Periodical article,"Royal Veterinary College, Infection and Immunity Research Group, North Mymms, Hatfield.",SPONGIFORM ENCEPHALOPATHIES,PIGS,Transmissible spongiform encephalopathies; Prions; Pigs,http://www.biomedcentral.com/content/pdf/1746-6148-5-35.pdf,
2009,LA RAGIONE RM; BEST A; WOODWARD MJ; WALES A,Escherichia coli O157:H7 colonization in small domestic ruminants.,FEMS Microbiology Reviews 33 (2) 394-410,Periodical article,,BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Escherichia coli,,
2009,LA ROCCA SA; SANDVIK T,A short target real-time RT-PCR assay for detection of pestiviruses infecting cattle.,Journal of Virological Methods 161 (1) 122-127,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,VIRUS DISEASES; BVD virus; Border disease virus,http://dx.doi.org/10.1016/j.jviromet.2009.06.005,
2009,Laven RA; LIVESEY CT,The impact of sample choice on the ratio of caeruloplasmin activity to copper concentration.,Cattle Practice 17 (1) 90-95,Periodical article,"Institute of Veterinary, Animal and Biomedical Sciences, Massey University, Private Bag 11222, Palmerston North, New Zealand.",MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,Cattle,http://www.bcva.eu/bcva/sites/default/files/cpd_documents/17_90.pdf,
2009,Lee YH; SIMMONS MM; HAWKINS SAC; SPENCER YI; WEBB P; STACK MJ; WELLS GAH,Detection of pathologic prion protein in the olfactory bulb of natural and experimental bovine spongiform encephalopathy affected cattle in Great Britain.,Veterinary Pathology 46 (1) 59-62,Periodical article,"National Veterinary Research and Quarantine Service, Anyang, Republic of Korea.",SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Bovine spongiform encephalopathy,http://vet.sagepub.com/content/46/1/59.full.pdf+html,
2009,Leonard D; OTTER A; EVEREST D; Wood A; McInnes C; SCHOCK A,Unusual bovine papular stomatitis virus infection in a British dairy cow (letter).,Veterinary Record 164 (2) 65,Periodical article,"Lambert, Leonard and May, Old Woodhouses, Broughall, Whitchurch, Shropshire, SY13 4AQ. 
Moredun Research Institute, Pentlands Science Park, Bush Loan, Penicuik, Midlothian, EH26 0PZ.",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,VIRUS DISEASES,http://veterinaryrecord.bvapublications.com/cgi/reprint/164/2/65,
2009,LESELLIER S; Corner L; Costello E; Lyashchenko K; Greenwald R; Esfandiari J; Singh M; HEWINSON RG; CHAMBERS M; Gormley E,Immunological responses and protective immunity in BCG vaccinated badgers following endobronchial infection with Mycobacterium bovis.,Vaccine 27 (3) 402-409,Periodical article,"School of Agriculture, Food Science & Veterinary Medicine, University College Dublin, Dublin 4, Ireland. 
Central Veterinary Research Laboratory, Backweston, Cellbridge, Co. Kildare, Ireland. 
Chembio Diagnostic Systems, Inc., Medford, NY, USA. 
LIONEX GmbH, Inhoffenstr. 7, 38124 Braunschweig, Germany.",BACTERIOLOGY,WILDLIFE AND PESTS,Tuberculosis; Mycobacterium bovis; Badgers,http://dx.doi.org/10.1016/j.vaccine.2008.10.068,
2009,LESELLIER S; Corner L; Costello E; Sleeman P; Lyashchenko KP; Greenwald R; Esfandiari J; HEWINSON RG; CHAMBERS M; Gormley E,Immunological responses following experimental endobronchial infection of badgers (Meles meles) with different doses of Mycobacterium bovis.,Veterinary Immunology and Immunopathology 127 (1-2) 174-180,Periodical article,"School of Agriculture, Food Science & Veterinary Medicine, University College Dublin, Dublin 4, Ireland. 
Central Veterinary Research Laboratory, Backweston, Cellbridge, Co. Kildare, Ireland. 
Department of Zoology, Ecology and Plant Science, University College Cork, Cork, Ireland. 
Chembio Diagnostic Systems, Inc., Medford, NY, USA. ",BACTERIOLOGY,WILDLIFE AND PESTS,Bovine tuberculosis,http://dx.doi.org/10.1016/j.vetimm.2008.09.012,
2009,Low JC; Chambers J; McKelvey WA; McKendrick IJ; JEFFREY M,Failure to transmit scrapie infection by transferring preimplantation embryos from naturally infected donor sheep.,Theriogenology 72 (6) 809-816,Periodical article,"Animal Health Research Group, SAC Research, West Mains Road, Edinburgh EH9 3JG. 
Biomathematics and Statistics Scotland, The King’s Buildings, West Mains Road, Edinburgh EH9 3JZ.",SPONGIFORM ENCEPHALOPATHIES,SHEEP,Scrapie,,
2009,Ludlam HA; Milner NJ; Brazier JS; DAVIES IH; PERRY K; Marriott RK; Donachie L; Curran MD,lktA-encoded leukotoxin is not a universal virulence factor in invasive Fusobacterium necrophorum infections in animals and man (letter).,Journal of Medical Microbiology 58 (4) 529-530,Periodical article,"Health Protection Agency (East of England), Addenbrookes Hospital, Cambridge. 
Anaerobe Reference Laboratory, University Hospital of Wales, Cardiff.",BACTERIOLOGY,DISEASES,Fusobacterium,http://dx.doi.org/10.1099/jmm.0.005231-0,
