Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453712,H01492PEN,MANSELL CONSTRUCTION SERVICES LTD,C-HC4849-C302,Concrete repair-Building Contractor,20-Jul-11,"£39,310.26"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454054,C19507,MANSELL CONSTRUCTION SERVICES LTD,C-HC4849-C302,Concrete repair-Building Contractor,22-Jul-11,"£12,940.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453450,8944,MASSIE ELECTRICS,C-E36200-3501,On-St Car Prkng-Hire of outside services,15-Jul-11,£634.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454532,8941,MASSIE ELECTRICS,C-L41100-1801,AG & M-RM-Electrical repairs,29-Jul-11,"£1,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£378.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£210.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£84.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£42.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£42.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454351,0019 JUNE 2011,MARK MASTERS,C-L11500-3522,Rec Facilities-Coaching scheme,27-Jul-11,£150.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452955,128576,MATTA PRODUCTS UK LIMITED,C-C22120-1119,Spts/Open Space-Playground Maint,08-Jul-11,£535.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452650,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC4100-C801,Dis.Adapt.HRA-Grants,01-Jul-11,"£6,177.38"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452646,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,01-Jul-11,"£5,701.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452647,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,01-Jul-11,"£4,502.26"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452648,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,01-Jul-11,"£10,569.38"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452649,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,01-Jul-11,"£3,405.81"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454028,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£6,200.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454030,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£6,683.63"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454033,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£5,953.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454032,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£5,371.88"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454031,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£3,352.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454029,REDACTED,MEARS HOME IMPROVEMENTS LTD,C-HC7440-C801,DFG.96.Act-Grants,22-Jul-11,"£8,370.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453244,020,MEANTIME PROJECTS,C-L23500-3156,Arts Grant/Enab-Arts Development,13-Jul-11,"£1,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452726,02734,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£183.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452729,02733,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£23.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452731,02735,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£48.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452733,02745,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£57.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452740,02731,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£121.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452739,02742,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£121.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452738,02740,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452737,02738,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£68.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452736,02743,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£108.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452735,02744,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£34.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452734,02739,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£43.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452732,02741,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£52.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452730,02730,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£45.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452728,02746,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452727,02747,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,06-Jul-11,£42.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453326,02752,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£132.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453310,02753,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£111.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453312,02749,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£30.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453314,02758,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£91.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453316,02757,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453325,02750,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£55.02
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453324,02748,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£142.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453323,02768,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£28.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453322,02764,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£128.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453321,02760,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£38.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453320,02762,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453319,02759,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£38.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453318,02761,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£42.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453317,02763,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£37.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453315,02755,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£31.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453313,02769,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£58.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453311,02751,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£87.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453309,02388,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£173.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453327,02765,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,"£2,690.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453308,02390,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,13-Jul-11,£81.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453330,02325,MG WINDOWS CHELTENHAM LIMITED,C-HC4075-C302,Window Renewals-Building Contractor,13-Jul-11,£1.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453943,02532,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,£86.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453705,2522/2548 DUP PY,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,-£41.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453944,02391,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,£83.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453947,02737,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,£519.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453948,02389,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,£35.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453705,2522/2548 DUP PY,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,-£122.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453946,02756,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,22-Jul-11,£911.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453945,01852,MG WINDOWS CHELTENHAM LIMITED,C-HC4075-C302,Window Renewals-Building Contractor,22-Jul-11,£414.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454183,02729,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£85.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454189,02774,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£70.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454198,02797,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454197,02796,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£47.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454196,02794,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£14.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454195,02795,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£10.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454194,02792,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£63.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454193,02721,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£34.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454192,02772,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£28.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454191,02773,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£40.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454190,02778,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£30.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454207,02785,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£89.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454206,02805,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£80.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454205,02803,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£38.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454204,02806,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£153.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454203,02801,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£79.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454202,02802,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£91.97
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454201,02804,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£41.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454200,02800,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£27.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454199,02799,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£56.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454224,02816,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£35.24
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454223,02776,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£75.69
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454222,02771,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£28.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454221,02770,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454220,02791,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£30.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454219,02790,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£63.14
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454218,02788,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£38.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454217,02767,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£28.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454216,02736,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£2.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454215,02781,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£28.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454214,02787,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£28.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454213,02784,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£24.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454212,02732,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£10.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454211,02780,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£29.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454210,02779,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£27.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454209,02783,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£27.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454208,02786,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£59.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454188,02775,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£26.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454184,02810,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£652.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454185,02766,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£85.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454186,02798,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£198.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454187,02777,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,27-Jul-11,£85.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454484,02782,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£85.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454489,02813,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£53.59
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454491,02807,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£32.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454495,02678,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,"£1,300.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454494,02818,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£29.60
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454493,02820,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£50.78
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454492,02815,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£32.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454490,02809,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£25.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454488,02808,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£76.45
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454485,02821,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£27.54
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454486,02814,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£97.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454487,02817,MG WINDOWS CHELTENHAM LIMITED,C-H44350-1104,Window Repairs-Council House repairs,29-Jul-11,£26.61
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453262,H163126,MIDLANDS VEHICLE RENTAL LIMITED,C-C24100-2701,Fleet Maint-Hired transport,13-Jul-11,"£1,050.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453264,H163186,MIDLANDS VEHICLE RENTAL LIMITED,C-C24100-2701,Fleet Maint-Hired transport,13-Jul-11,£862.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453263,H163125,MIDLANDS VEHICLE RENTAL LIMITED,C-C24100-2701,Fleet Maint-Hired transport,13-Jul-11,£634.17
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453261,H163128,MIDLANDS VEHICLE RENTAL LIMITED,C-C24100-2701,Fleet Maint-Hired transport,13-Jul-11,"£1,036.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452618,GAS JUNE 11,REDACTED,C-H46100-1104,Cen.Heat.Serv-Council House repairs,01-Jul-11,£660.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453847,IN672741,MORRIS LUBRICANTS,C-C24100-3110,Fleet Maint-Materials,22-Jul-11,£324.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452900,79,J.J.MORRELL,C-D11400-3501,Audit & Assrnce-Hire of outside services,08-Jul-11,"£1,908.25"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454511,80,J.J.MORRELL,C-D11400-3501,Audit & Assrnce-Hire of outside services,29-Jul-11,"£1,275.75"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454056,9629,MORGAN LAMBERT,C-H46100-1104,Cen.Heat.Serv-Council House repairs,22-Jul-11,"£1,200.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453749,1220,MPL WROUGHT IRON,C-H4214G-1104,Gen Wks 2214-Council House repairs,22-Jul-11,£590.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454086,2011CHELT/CLYD,MUMKIN OPERATIONAL SERVICES,C-C22120-3104,Spts/Open Space-Sports & play equipment,27-Jul-11,£992.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454438,REDACTED,REDACTED,C-H22400-3828,Homelessness-Prevention Fund,27-Jul-11,£600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453197,D208,NATIONAL EXPRESS LIMITED,C-Z12310-3941,TIC Agency-Coach Tours - Expenses,13-Jul-11,"£1,023.79"
